Affy ID	Gene Title	Gene Symbol	q-value	Fold-Change	non metastatic vs. Metastatic
CfaAffx.1094.1.S1_at	silver homolog (mouse)	SILV	5.18E-05	2.12374	non metastatic up vs metastatic
Cfa.4335.1.S1_at	nischarin	NISCH	6.07E-05	2.14398	non metastatic up vs metastatic
CfaAffx.23147.1.S1_at	similar to ZK742.2	ZK742.2	4.61E-05	2.14468	non metastatic up vs metastatic
CfaAffx.31052.1.S1_s_at	cysteine-rich, angiogenic inducer, 61	CYR61	4.17E-06	2.14476	non metastatic up vs metastatic
Cfa.18183.1.S1_at	ankyrin repeat, family A (RFXANK-like), 2	ANKRA2	0.000197825	2.15038	non metastatic up vs metastatic
Cfa.8590.1.A1_at	arachidonate 12-lipoxygenase	ALOX12	0.000802992	2.15142	non metastatic up vs metastatic
CfaAffx.18819.1.S1_s_at	REST corepressor 3	RCOR3	1.12E-05	2.21876	non metastatic up vs metastatic
CfaAffx.27529.1.S1_s_at	acyl-CoA synthetase medium-chain family member 3	ACSM3	0.00022811	2.22307	non metastatic up vs metastatic
Cfa.2118.1.A1_at	neuroguidin, EIF4E binding protein	NGDN	0.000453108	2.23414	non metastatic up vs metastatic
Cfa.19545.1.S1_at	PHD finger protein 21A	PHF21A	2.69E-05	2.24108	non metastatic up vs metastatic
Cfa.17439.1.S1_at	tumor necrosis factor receptor superfamily, member 21	TNFRSF21	0.000462832	2.2562	non metastatic up vs metastatic
CfaAffx.12586.1.S1_at	transcription factor CP2	TFCP2	0.000263353	2.26557	non metastatic up vs metastatic
CfaAffx.14757.1.S1_s_at	similar to F37C4.6	F37C4.6	0.000898092	2.2665	non metastatic up vs metastatic
CfaAffx.25151.1.S1_at	tumor necrosis factor receptor superfamily, member 1B	TNFRSF1B	3.34E-05	2.26693	non metastatic up vs metastatic
CfaAffx.21217.1.S1_at	similar to solute carrier family 22 (organic anion transporter), member 20	SLC22A6	0.000167794	2.26875	non metastatic up vs metastatic
Cfa.15518.2.A1_at	similar to CG17569-PB, isoform B	CG17569-PB	0.00042289	2.26919	non metastatic up vs metastatic
Cfa.650.1.S1_at	solute carrier family 25 (mitochondrial carrier, Aralar), member 12	SLC25A12	0.000465723	2.2699	non metastatic up vs metastatic
Cfa.17956.1.S1_x_at	transcription elongation factor A (SII)-like 3	TCEAL3	0.000338442	2.27201	non metastatic up vs metastatic
Cfa.19776.2.S1_at	tetratricopeptide repeat domain 13	TTC13	0.000102535	2.27529	non metastatic up vs metastatic
Cfa.17777.1.S1_s_at	hemochromatosis type 2 (juvenile)	HFE2	0.000183513	2.28938	non metastatic up vs metastatic
CfaAffx.25981.1.S1_at	period homolog 1 (Drosophila)	PER1	0.000898065	2.28988	non metastatic up vs metastatic
Cfa.21637.1.S1_s_at	serine/arginine repetitive matrix 2	SRRM2	0.000741785	2.29288	non metastatic up vs metastatic
Cfa.5.1.S1_s_at	guanine nucleotide binding protein (G protein), beta polypeptide 3	GNB3	0.000372696	2.30498	non metastatic up vs metastatic
CfaAffx.1121.1.S1_s_at	zinc finger protein 532	ZNF532	0.000401523	2.32329	non metastatic up vs metastatic
Cfa.18878.1.A1_at	chondroadherin	CHAD	2.20E-06	2.32932	non metastatic up vs metastatic
CfaAffx.14687.1.S1_at	tumor susceptibility gene 101	TSG101	0.000155959	2.33495	non metastatic up vs metastatic
Cfa.12102.1.A1_at	WD repeat domain 90	WDR90	0.000478449	2.33833	non metastatic up vs metastatic
Cfa.13879.1.S1_at	WW domain containing E3 ubiquitin protein ligase 2	WWP2	0.000811004	2.34121	non metastatic up vs metastatic
Cfa.3592.3.S1_s_at	retinitis pigmentosa GTPase regulator	RPGR	0.000478449	2.34934	non metastatic up vs metastatic
Cfa.20078.1.S1_s_at	spermatogenesis associated 1	SPATA1	0.00038511	2.35208	non metastatic up vs metastatic
Cfa.19605.1.S1_at	centrosomal protein 170kDa	CEP170	0.00095987	2.35216	non metastatic up vs metastatic
Cfa.21375.1.S1_s_at	AF4/FMR2 family, member 4	AFF4	0.000155791	2.35269	non metastatic up vs metastatic
Cfa.16391.2.A1_x_at	heterogeneous nuclear ribonucleoprotein D-like	HNRPDL	5.40E-05	2.35538	non metastatic up vs metastatic
Cfa.8330.1.A1_s_at	SRY (sex determining region Y)-box 6	SOX6	0.00011518	2.35547	non metastatic up vs metastatic
Cfa.9531.1.A1_at	natural killer-tumor recognition sequence	NKTR	0.00071482	2.36008	non metastatic up vs metastatic
CfaAffx.29066.1.S1_at	single stranded DNA binding protein 3	SSBP3	0.000339382	2.36161	non metastatic up vs metastatic
Cfa.18547.1.S1_at	RELT-like 1	RELL1	0.000328095	2.36796	non metastatic up vs metastatic
Cfa.3282.1.S1_s_at	similar to crystallin, zeta	CRYZ	0.000376259	2.39609	non metastatic up vs metastatic
CfaAffx.22992.1.S1_at	similar to Cytochrome P450 27, mitochondrial precursor (Cytochrome P-450C27/25)	CYP27A1	0.000938624	2.39754	non metastatic up vs metastatic
CfaAffx.29623.1.S1_s_at	protein kinase C, zeta	PRKCZ	3.03E-05	2.40165	non metastatic up vs metastatic
Cfa.5395.1.A1_at	ubiquitin specific peptidase 24	USP24	0.000919791	2.40388	non metastatic up vs metastatic
Cfa.19289.1.S1_at	ataxin 7-like 3	ATXN7L3	0.000110293	2.42327	non metastatic up vs metastatic
Cfa.13570.1.A1_s_at	elastin microfibril interfacer 1	EMILIN1	0.000620839	2.42965	non metastatic up vs metastatic
CfaAffx.25382.1.S1_s_at	splicing factor, arginine/serine-rich 5	SFRS5	0.000810081	2.43391	non metastatic up vs metastatic
CfaAffx.20460.1.S1_at	enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase	EHHADH	0.000162579	2.43428	non metastatic up vs metastatic
CfaAffx.19281.1.S1_at	B-cell CLL/lymphoma 9-like	BCL9L	0.000451897	2.44398	non metastatic up vs metastatic
Cfa.12294.1.A1_at	WD repeat domain 60	WDR60	3.86E-05	2.44429	non metastatic up vs metastatic
Cfa.12884.1.S1_at	meningioma expressed antigen 5 (hyaluronidase)	MGEA5	1.30E-05	2.4469	non metastatic up vs metastatic
CfaAffx.23074.1.S1_at	paired related homeobox 1	PRRX1	0.00049049	2.44736	non metastatic up vs metastatic
Cfa.19538.1.S1_at	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B	DDX26B	0.000166125	2.45787	non metastatic up vs metastatic
Cfa.20728.1.S1_s_at	sestrin 1	SESN1	0.000539787	2.46029	non metastatic up vs metastatic
CfaAffx.21902.1.S1_at	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)	ERBB4	8.90E-06	2.46288	non metastatic up vs metastatic
CfaAffx.29316.1.S1_at	transmembrane protein 52	TMEM52	0.000232487	2.46326	non metastatic up vs metastatic
CfaAffx.26191.1.S1_at	similar to CG5780-PA	CG5780-PA	0.000298202	2.47231	non metastatic up vs metastatic
Cfa.21146.1.S1_at	protocadherin gamma subfamily C, 3	PCDHGC3	0.000340245	2.47725	non metastatic up vs metastatic
Cfa.3891.1.S1_at	apolipoprotein C-III	APOC3	2.50E-05	2.49747	non metastatic up vs metastatic
Cfa.10537.1.A1_at	component of oligomeric golgi complex 1	COG1	0.000115708	2.50514	non metastatic up vs metastatic
CfaAffx.26199.1.S1_at	RAS-like, family 12	RASL12	0.000151463	2.51223	non metastatic up vs metastatic
CfaAffx.25316.1.S1_s_at	actinin, alpha 1	ACTN1	4.76E-05	2.52599	non metastatic up vs metastatic
CfaAffx.19753.1.S1_at	epidermal growth factor receptor pathway substrate 8	EPS8	0.000452569	2.56815	non metastatic up vs metastatic
Cfa.4969.1.A1_at	golgi autoantigen, golgin subfamily a, 3	GOLGA3	0.00028565	2.61718	non metastatic up vs metastatic
CfaAffx.29247.1.S1_at	eukaryotic translation elongation factor 2	EEF2	5.36E-05	2.62959	non metastatic up vs metastatic
CfaAffx.22159.1.S1_at	similar to Platelet receptor Gi24 precursor	C10orf54	0.000118571	2.63075	non metastatic up vs metastatic
Cfa.15354.1.S1_s_at	splicing factor, arginine/serine-rich 18	SFRS18	0.000573016	2.65623	non metastatic up vs metastatic
CfaAffx.1726.1.S1_at	lymphotoxin beta (TNF superfamily, member 3)	LTB	0.000299782	2.66989	non metastatic up vs metastatic
CfaAffx.8349.1.S1_at	similar to myeloid/lymphoid or mixed-lineage leukemia 3 isoform 1	MLLT10	1.77E-05	2.67476	non metastatic up vs metastatic
Cfa.4292.2.A1_a_at	cold inducible RNA binding protein	CIRBP	0.000151463	2.69656	non metastatic up vs metastatic
CfaAffx.6513.1.S1_s_at	absent in melanoma 1	AIM1	0.000975044	2.70054	non metastatic up vs metastatic
Cfa.7241.1.A1_at	lymphocyte antigen 6 complex, locus G5B	LY6G5B	0.000861063	2.71063	non metastatic up vs metastatic
CfaAffx.18107.1.S1_at	similar to adipocyte-specific adhesion molecule	ASAM	0.000856047	2.71135	non metastatic up vs metastatic
Cfa.546.2.S1_at	phytanoyl-CoA dioxygenase domain containing 1	PHYHD1	0.000361074	2.71162	non metastatic up vs metastatic
CfaAffx.27518.1.S1_s_at	dystrobrevin, alpha	DTNA	4.45E-06	2.71311	non metastatic up vs metastatic
CfaAffx.26270.1.S1_at	similar to odd Oz/ten-m homolog 2	ODZ2	0.000533921	2.77661	non metastatic up vs metastatic
CfaAffx.8351.1.S1_s_at	myeloid/lymphoid or mixed-lineage leukemia 3	MLL3	0.000943278	2.77761	non metastatic up vs metastatic
Cfa.18744.1.S1_at	matrin 3	MATR3	1.23E-05	2.79468	non metastatic up vs metastatic
CfaAffx.11392.1.S1_s_at	EPH receptor B1	EPHB1	1.47E-05	2.80421	non metastatic up vs metastatic
CfaAffx.2621.1.S1_at	similar to Protein C5orf5 (GAP-like protein N61)	FAM13B	1.53E-05	2.81112	non metastatic up vs metastatic
CfaAffx.7267.1.S1_s_at	similar to p130Cas-associated protein (p140Cap) (SNAP-25-interacting protein) (S	LOC219672	2.96E-05	2.8303	non metastatic up vs metastatic
Cfa.17637.1.S1_s_at	nuclear factor I/A	NFIA	0.000523368	2.83614	non metastatic up vs metastatic
Cfa.5505.1.A1_at	autism susceptibility candidate 2	AUTS2	0.000118753	2.83821	non metastatic up vs metastatic
Cfa.5507.2.S1_at	IKAROS family zinc finger 2 (Helios)	IKZF2	7.71E-05	2.84616	non metastatic up vs metastatic
CfaAffx.26023.1.S1_s_at	sarcoglycan, alpha (50kDa dystrophin-associated glycoprotein)	SGCA	0.000348079	2.84886	non metastatic up vs metastatic
CfaAffx.9664.1.S1_at	K(lysine) acetyltransferase 2B	KAT2B	0.000100559	2.8572	non metastatic up vs metastatic
CfaAffx.5084.1.S1_at	zinc finger protein 462	ZNF462	7.91E-05	2.89605	non metastatic up vs metastatic
CfaAffx.11463.1.S1_at	dynein, axonemal, heavy chain 10	DNAH10	0.000609116	2.89881	non metastatic up vs metastatic
CfaAffx.10640.1.S1_s_at	furry homolog (Drosophila)	FRY	0.000914275	2.93494	non metastatic up vs metastatic
CfaAffx.3870.1.S1_s_at	DnaJ (Hsp40) homolog, subfamily B, member 5	DNAJB5	0.000707278	2.93761	non metastatic up vs metastatic
CfaAffx.18082.1.S1_s_at	SRY (sex determining region Y)-box 5	SOX5	0.000299782	2.94772	non metastatic up vs metastatic
Cfa.874.2.S1_s_at	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polyp	OGT	5.81E-05	2.94977	non metastatic up vs metastatic
CfaAffx.18838.1.S1_s_at	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	ABCC5	0.00024183	2.95541	non metastatic up vs metastatic
CfaAffx.2190.1.S1_at	solute carrier family 22 (organic cation/ergothioneine transporter), member 4	SLC22A4	0.000677658	2.9926	non metastatic up vs metastatic
CfaAffx.30566.1.S1_at	similar to Pancreatic alpha-amylase precursor (PA) (1,4-alpha-D-glucan glucanohy	AMY2A	0.00028172	3.01182	non metastatic up vs metastatic
Cfa.5480.1.A1_s_at	potassium channel tetramerisation domain containing 1	KCTD1	0.000617896	3.05719	non metastatic up vs metastatic
Cfa.15165.1.A1_at	similar to CG33071-PC, isoform C	CG33071-PC, isoform C	0.000341568	3.07453	non metastatic up vs metastatic
Cfa.1874.1.S1_at	sorting nexin 9	SNX9	0.000476979	3.08289	non metastatic up vs metastatic
CfaAffx.2351.1.S1_at	hyaluronan synthase 2	HAS2	0.000565661	3.12159	non metastatic up vs metastatic
Cfa.144.1.S1_s_at	met proto-oncogene (hepatocyte growth factor receptor)	MET	0.000390984	3.12512	non metastatic up vs metastatic
CfaAffx.24219.1.S1_s_at	similar to tropomyosin 1 (alpha)	TPM1	1.96E-05	3.1436	non metastatic up vs metastatic
Cfa.10247.2.S1_at	heterogeneous nuclear ribonucleoprotein A2/B1	HNRNPA2B1	8.48E-05	3.14945	non metastatic up vs metastatic
Cfa.18565.1.S1_at	oxysterol binding protein-like 9	OSBPL9	0.000121813	3.15985	non metastatic up vs metastatic
Cfa.15140.1.A1_s_at	G protein-coupled receptor 116	GPR116	0.000594379	3.18445	non metastatic up vs metastatic
CfaAffx.4331.1.S1_at	leucine rich repeat containing 1	LRRC1	3.88E-05	3.2	non metastatic up vs metastatic
Cfa.4502.1.S1_at	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	PIK3R1	0.000146564	3.20455	non metastatic up vs metastatic
Cfa.14944.1.A1_at	aminomethyltransferase	AMT	0.000233924	3.20779	non metastatic up vs metastatic
Cfa.12543.1.A1_at	natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide rec	NPR2	4.02E-05	3.22355	non metastatic up vs metastatic
CfaAffx.17101.1.S1_s_at	collagen, type XVI, alpha 1	COL16A1	0.000482422	3.22821	non metastatic up vs metastatic
CfaAffx.23098.1.S1_s_at	similar to dynein, cytoplasmic, heavy polypeptide 2	DYNC2H1	0.000925656	3.25929	non metastatic up vs metastatic
Cfa.683.1.A1_at	tetratricopeptide repeat domain 14	TTC14	0.000535833	3.27354	non metastatic up vs metastatic
Cfa.6129.1.S1_at	non-SMC element 4 homolog A (S. cerevisiae)	NSMCE4A	5.28E-05	3.27621	non metastatic up vs metastatic
CfaAffx.21611.1.S1_s_at	PIH1 domain containing 2	PIH1D2	9.89E-05	3.2834	non metastatic up vs metastatic
CfaAffx.23588.1.S1_s_at	coiled-coil and C2 domain containing 2A	CC2D2A	0.000553096	3.32546	non metastatic up vs metastatic
Cfa.4331.2.S1_at	similar to Protein C2orf25, mitochondrial precursor	MMADHC	0.000568236	3.32718	non metastatic up vs metastatic
Cfa.1931.1.A1_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subf	SMARCA1	9.99E-05	3.36772	non metastatic up vs metastatic
CfaAffx.15527.1.S1_at	jumonji, AT rich interactive domain 2	JARID2	0.000760324	3.37175	non metastatic up vs metastatic
Cfa.707.2.A1_x_at	ribosomal protein L32	RPL32	2.71E-05	3.37184	non metastatic up vs metastatic
CfaAffx.3467.1.S1_at	MOB1, Mps One Binder kinase activator-like 2B (yeast)	MOBKL2B	0.000965188	3.3945	non metastatic up vs metastatic
CfaAffx.16811.1.S1_at	G protein-coupled receptor kinase interactor 2	GIT2	1.93E-05	3.43824	non metastatic up vs metastatic
Cfa.9398.1.A1_at	Ewing sarcoma breakpoint region 1	EWSR1	8.39E-05	3.44536	non metastatic up vs metastatic
Cfa.15400.1.A1_at	poly(A) binding protein, nuclear 1	PABPN1	0.000293506	3.5028	non metastatic up vs metastatic
CfaAffx.26743.1.S1_at	aquaporin 8	AQP8	0.000128692	3.55772	non metastatic up vs metastatic
Cfa.14207.1.A1_at	DEAH (Asp-Glu-Ala-His) box polypeptide 9	DHX9	0.000449731	3.59518	non metastatic up vs metastatic
CfaAffx.5659.1.S1_at	similar to ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d is	ATP5H	4.27E-05	3.62259	non metastatic up vs metastatic
CfaAffx.14906.1.S1_s_at	3-hydroxyisobutyryl-Coenzyme A hydrolase	HIBCH	4.67E-05	3.6697	non metastatic up vs metastatic
Cfa.17400.1.S1_at	serine/threonine/tyrosine interacting-like 1	STYXL1	7.71E-05	3.69689	non metastatic up vs metastatic
Cfa.19459.1.S1_at	protein inhibitor of activated STAT, 1	PIAS1	0.000107797	3.71625	non metastatic up vs metastatic
CfaAffx.27511.1.S1_at	olfactomedin 2	OLFM2	0.000773393	3.75856	non metastatic up vs metastatic
Cfa.20550.1.S1_at	La ribonucleoprotein domain family, member 4	LARP4	0.000171003	3.7904	non metastatic up vs metastatic
Cfa.9284.1.A1_at	deleted in bladder cancer 1	DBC1	0.000793852	3.80093	non metastatic up vs metastatic
Cfa.9772.1.A1_at	formin homology 2 domain containing 3	FHOD3	0.000972218	3.8371	non metastatic up vs metastatic
CfaAffx.10951.1.S1_at	leucine-rich repeats and immunoglobulin-like domains 1	LRIG1	4.01E-05	3.88218	non metastatic up vs metastatic
CfaAffx.18341.1.S1_at	teashirt zinc finger homeobox 2	TSHZ2	0.000123762	4.00223	non metastatic up vs metastatic
CfaAffx.14099.1.S1_at	serine incorporator 5	SERINC5	4.81E-06	4.07675	non metastatic up vs metastatic
CfaAffx.14004.1.S1_s_at	copine II	CPNE2	5.36E-05	4.18238	non metastatic up vs metastatic
CfaAffx.3208.1.S1_at	transportin 3	TNPO3	0.000345838	4.19519	non metastatic up vs metastatic
CfaAffx.25618.1.S1_at	similar to TAR DNA binding protein isoform 4	TARDBP	2.28E-05	4.19763	non metastatic up vs metastatic
CfaAffx.3150.1.S1_at	multiple PDZ domain protein	MPDZ	1.75E-05	4.21823	non metastatic up vs metastatic
CfaAffx.15238.1.S1_at	chromodomain helicase DNA binding protein 9	CHD9	9.39E-05	4.24147	non metastatic up vs metastatic
Cfa.18898.1.S1_at	SET domain containing 2	SETD2	0.000974245	4.31842	non metastatic up vs metastatic
CfaAffx.10883.1.S1_s_at	transferrin	TF	0.000541146	4.34627	non metastatic up vs metastatic
Cfa.2347.1.S1_at	LATS, large tumor suppressor, homolog 1 (Drosophila)	LATS1	0.000343713	4.3862	non metastatic up vs metastatic
CfaAffx.2745.1.S1_at	tripartite motif-containing 58	TRIM58	1.65E-06	4.41005	non metastatic up vs metastatic
Cfa.18489.1.S1_at	high mobility group nucleosomal binding domain 3	HMGN3	2.81E-05	4.5734	non metastatic up vs metastatic
CfaAffx.11893.1.S1_at	coagulation factor XI	F11	0.000683562	4.58719	non metastatic up vs metastatic
CfaAffx.23355.1.S1_s_at	TRAF2 and NCK interacting kinase	TNIK	0.00020378	4.59873	non metastatic up vs metastatic
Cfa.21327.1.S1_at	similar to alpha-2u globulin PGCL4	PGCL4	0.000336334	4.66591	non metastatic up vs metastatic
Cfa.5314.1.A1_at	zinc finger and BTB domain containing 20	ZBTB20	1.63E-05	4.6701	non metastatic up vs metastatic
Cfa.11642.1.S1_s_at	actin, gamma 2, smooth muscle, enteric	ACTG2	0.000143772	5.02575	non metastatic up vs metastatic
CfaAffx.21523.1.S1_s_at	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	SEMA6D	0.000258144	5.04136	non metastatic up vs metastatic
CfaAffx.12818.1.S1_s_at	phospholipase C, epsilon 1	PLCE1	0.000764498	5.13653	non metastatic up vs metastatic
CfaAffx.9169.1.S1_s_at	RNA binding motif, single stranded interacting protein	RBMS3	0.000965188	5.13726	non metastatic up vs metastatic
Cfa.20442.1.S1_at	vesicle-associated membrane protein 2 (synaptobrevin 2)	VAMP2	2.86E-05	5.21782	non metastatic up vs metastatic
CfaAffx.14958.1.S1_s_at	ABI gene family, member 3 (NESH) binding protein	ABI3BP	0.000700646	5.42443	non metastatic up vs metastatic
CfaAffx.30901.1.S1_s_at	transforming growth factor, beta receptor III	TGFBR3	0.000136507	5.47856	non metastatic up vs metastatic
CfaAffx.23506.1.S1_at	neurotrophin 3	NTF3	0.000992986	5.63686	non metastatic up vs metastatic
CfaAffx.2206.1.S1_s_at	unc-93 homolog A (C. elegans)	UNC93A	0.000402851	5.76194	non metastatic up vs metastatic
Cfa.17868.1.S1_at	calponin 1, basic, smooth muscle	CNN1	0.000531942	6.2543	non metastatic up vs metastatic
Cfa.2332.1.A1_at	neuropilin 1	NRP1	2.62E-05	6.33224	non metastatic up vs metastatic
CfaAffx.20922.1.S1_at	zinc finger and BTB domain containing 16	ZBTB16	0.000212413	6.39891	non metastatic up vs metastatic
Cfa.7236.1.A1_s_at	neurexin 1	NRXN1	0.000899966	6.40373	non metastatic up vs metastatic
Cfa.3036.1.S1_at	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2	B3GALT2	0.000303776	6.67268	non metastatic up vs metastatic
CfaAffx.18930.1.S1_s_at	myosin light chain kinase	MYLK	6.96E-05	7.06453	non metastatic up vs metastatic
Cfa.21344.1.S1_at	protein kinase (cAMP-dependent, catalytic) inhibitor alpha	PKIA	0.000286267	7.35996	non metastatic up vs metastatic
CfaAffx.8446.1.S1_at	GATA binding protein 3	GATA3	0.000707278	7.55557	non metastatic up vs metastatic
CfaAffx.9991.1.S1_s_at	fibroblast growth factor receptor 1	FGFR1	3.25E-05	7.5584	non metastatic up vs metastatic
Cfa.10219.2.A1_s_at	chondroitin sulfate proteoglycan 5 (neuroglycan C)	CSPG5	0.000185168	7.7391	non metastatic up vs metastatic
CfaAffx.4546.1.S1_s_at	dystonin	DST	0.000465918	7.87583	non metastatic up vs metastatic
CfaAffx.27976.1.S1_at	kelch-like 13 (Drosophila)	KLHL13	1.24E-05	8.14153	non metastatic up vs metastatic
CfaAffx.22870.1.S1_s_at	alkaline phosphatase, liver/bone/kidney	ALPL	0.000456084	8.77226	non metastatic up vs metastatic
Cfa.10366.1.A1_at	neurotrophic tyrosine kinase, receptor, type 2	NTRK2	3.88E-06	9.04333	non metastatic up vs metastatic
CfaAffx.24422.1.S1_s_at	keratin 17	KRT17	0.000253921	10.5339	non metastatic up vs metastatic
Cfa.5139.1.A1_s_at	follistatin	FST	1.14E-05	10.8276	non metastatic up vs metastatic
CfaAffx.15340.1.S1_at	neural precursor cell expressed, developmentally down-regulated 9	NEDD9	2.20E-06	11.2545	non metastatic up vs metastatic
CfaAffx.4817.1.S1_at	regulating synaptic membrane exocytosis 1	RIMS1	4.22E-05	11.7372	non metastatic up vs metastatic
Cfa.261.1.A1_a_at	crystallin, mu	CRYM	0.000186565	12.1811	non metastatic up vs metastatic
CfaAffx.3936.1.S1_at	HEPACAM family member 2	HEPACAM2	0.000200444	13.2504	non metastatic up vs metastatic
Cfa.15780.1.S1_at	troponin I type 2 (skeletal, fast)	TNNI2	0.000432107	13.2527	non metastatic up vs metastatic
Cfa.3564.1.A1_s_at	collagen, type II, alpha 1	COL2A1	0.000767111	15.2033	non metastatic up vs metastatic
CfaAffx.21646.1.S1_at	glycoprotein hormone alpha 2	GPHA2	0.00033286	20.2388	non metastatic up vs metastatic
Cfa.1645.2.S1_s_at	myosin, heavy chain 11, smooth muscle	MYH11	1.65E-06	25.5203	non metastatic up vs metastatic
CfaAffx.15786.1.S1_s_at	ATP-binding cassette, sub-family C (CFTR/MRP), member 11	ABCC11	0.000718415	27.2701	non metastatic up vs metastatic
Cfa.12228.1.A1_at	secretoglobin, family 1A, member 1 (uteroglobin)	SCGB1A1	0.000289654	36.1186	non metastatic up vs metastatic
