ProbeUID	ProbeName	GeneName	SystematicName	Description	AverageLog	Average P-value
196948	A_68_P26288306	Mmp8	chr9:007553851-007553910	PROMOTER	0.805442879	2.97E-07
24090	A_68_P24817079	Tpi1	chr6:124777239-124777298	INSIDE	1.050269445	3.08E-07
56192	A_68_P28190127	Rab40b	chr11:121174843-121174902	INSIDE	0.868155506	3.17E-07
20917	A_68_P22193742	Plch1	chr3:063944034-063944091	PROMOTER	1.028339037	3.51E-07
164925	A_68_P23278135	Lsm10	chr4:125597292-125597348	PROMOTER	0.896731901	3.61E-07
19658	A_68_P24402720	Nobox	chr6:043238369-043238428	INSIDE	0.808594935	3.92E-07
7576	A_68_P32680332	Ngfrap1	chrX:131612785-131612844	PROMOTER	0.757350019	4.33E-07
163354	A_68_P30685167	Nr1i2	chr16:038212513-038212571	INSIDE	0.877182812	4.40E-07
204985	A_68_P21266383	Tbr1	chr2:061606204-061606258	INSIDE	0.908705024	4.51E-07
107450	A_68_P28397159	Pnpla8	chr12:045140613-045140672	INSIDE	0.887267757	4.58E-07
143303	A_68_P27898533	Acadvl-Dlgh4	chr11:069831762-069831821	DIVERGENT_PROMOTER	0.772159963	4.62E-07
12620	A_68_P30503171	Copz1	chr15:103102271-103102330	INSIDE	0.759961048	5.17E-07
37178	A_68_P20829392	Slamf1	chr1:173605468-173605527	INSIDE	1.218960497	5.48E-07
19805	A_68_P27614837	AI553587	chr11:017113286-017113345	INSIDE	0.746395092	5.50E-07
179912	A_68_P22317909	Thbs3	chr3:089302127-089302186	INSIDE	0.874437049	5.67E-07
157212	A_68_P26527478	Wdr61	chr9:054537125-054537174	PROMOTER	1.179250634	5.83E-07
237031	A_68_P23223370	Pdzk1ip1	chr4:114587715-114587774	INSIDE	1.018323409	6.68E-07
23149	A_68_P25837102	Casp3	chr8:048120723-048120779	INSIDE	0.794194048	6.71E-07
235193	A_68_P28149087	Ttyh2	chr11:114490598-114490647	PROMOTER	0.833968218	6.81E-07
31066	A_68_P24854492	Tas2r124	chr6:132718015-132718074	PROMOTER	0.75599614	6.87E-07
100708	A_68_P31375048	Prkcn	chr17:078923185-078923244	PROMOTER	1.11370821	6.92E-07
211907	A_68_P30672914	Dtx3l	chr16:035860889-035860948	PROMOTER	0.894842637	6.93E-07
217373	A_68_P31734250	Megf10	chr18:057260159-057260211	INSIDE	1.00839702	7.01E-07
5507	A_68_P23567490	Gm1040	chr5:029762792-029762851	PROMOTER	1.187888056	7.27E-07
120977	A_68_P27804065	Hspa4	chr11:053141780-053141839	INSIDE	0.815753815	7.48E-07
139908	A_68_P28077824	Tmem101	chr11:101970246-101970294	INSIDE	0.900087331	8.07E-07
66262	A_68_P21350018	Osbpl6	chr2:076207586-076207630	INSIDE	1.009565016	8.23E-07
119530	A_68_P21568755	Rhov	chr2:118967460-118967519	PROMOTER	0.813151131	8.33E-07
101537	A_68_P26423661	Svs7	chr9:035362401-035362460	PROMOTER	0.750872224	8.79E-07
197592	A_68_P32746480	Huwe1	chrX:147146103-147146162	INSIDE	1.188037976	9.27E-07
173270	A_68_P25391170	Olfr685	chr7:105053332-105053391	DOWNSTREAM	0.770313787	9.48E-07
1285	A_68_P21395970	Ssrp1	chr2:084840546-084840605	INSIDE	0.761240319	1.04E-06
103965	A_68_P26136817	Ctrl	chr8:108821343-108821387	INSIDE	0.814849499	1.08E-06
36772	A_68_P20841262	Spna1	chr1:176007350-176007406	PROMOTER	0.911350639	1.09E-06
238863	A_68_P31540758	Ttr	chr18:020805219-020805278	PROMOTER	0.757586498	1.11E-06
41764	A_68_P23867765	Ugt2b38	chr5:088502983-088503042	PROMOTER	0.913071809	0.000001128
167622	A_68_P25360306	Dgat2	chr7:099057154-099057207	INSIDE	0.764102736	1.13E-06
33560	A_68_P26434673	Olfr901	chr9:038182971-038183030	DOWNSTREAM	0.88033805	1.15E-06
151762	A_68_P24388849	BC052883	chr6:040373607-040373662	INSIDE	0.755570094	1.16E-06
207595	A_68_P32778421	Pdha1	chrX:155484942-155485001	PROMOTER	0.816226	1.16E-06
14971	A_68_P28631195	Dio2	chr12:091145586-091145645	PROMOTER	0.757695949	1.18E-06
114475	A_68_P21122732	Lmx1b	chr2:033459763-033459822	INSIDE	0.755811223	1.22E-06
47957	A_68_P23198007	Txndc12	chr4:108348241-108348300	INSIDE	0.907786347	0.000001235
117157	A_68_P23336629	C1qa	chr4:136172754-136172813	PROMOTER	0.779406142	1.25E-06
229591	A_68_P24609764	Snrpg	chr6:086337054-086337104	PROMOTER	0.895731936	1.27E-06
5239	A_68_P28233068	Nt5c1b	chr12:010391845-010391904	PROMOTER	0.754705677	1.27E-06
207958	A_68_P30284257	Adcy8	chr15:064751250-064751294	INSIDE	0.882062856	1.28E-06
232039	A_68_P23091223	Ifna14	chr4:088042315-088042374	DOWNSTREAM	0.960522969	1.43E-06
217312	A_68_P25009531	Pafah1b3	chr7:025004995-025005051	INSIDE	0.959419005	1.51E-06
204088	A_68_P25402951	Olfr491	chr7:108104067-108104126	PROMOTER	0.779607395	0.000001541
47395	A_68_P32204516	AU041783	chr19:057059831-057059890	INSIDE	0.806268342	1.54E-06
212566	A_68_P25381615	Olfr578	chr7:102862055-102862114	PROMOTER	0.856637221	0.000001548
59784	A_68_P28157958	Acox1	chr11:116017880-116017939	PROMOTER	1.184869573	1.56E-06
112479	A_68_P22653950	St6galnac5	chr3:152921996-152922055	PROMOTER	0.829543111	1.66E-06
51444	A_68_P28073251	Psme3	chr11:101132799-101132847	INSIDE	0.751043731	1.66E-06
11874	A_68_P32555657	Pja1	chrX:095673754-095673813	PROMOTER	1.051805066	1.74E-06
158954	A_68_P21130456	Phf19	chr2:034737237-034737285	PROMOTER	0.939880676	1.77E-06
17408	A_68_P28875429	Zfp184	chr13:021953768-021953827	INSIDE	0.776767949	1.81E-06
204297	A_68_P23418030	Rpl22	chr4:151170727-151170776	INSIDE	0.796756493	1.82E-06
49281	A_68_P32001785	Aldh1a1	chr19:020665098-020665157	PROMOTER	0.797071162	1.83E-06
4522	A_68_P26992624	Aldh8a1	chr10:021066225-021066284	PROMOTER	0.756437521	1.85E-06
1137	A_68_P24128888	Zscan21	chr5:138342980-138343039	PROMOTER	0.787103513	1.87E-06
192557	A_68_P23962888	Zfp644	chr5:106937702-106937757	PROMOTER	0.99234264	1.88E-06
92596	A_68_P32460584	Pnma3	chrX:069313916-069313975	PROMOTER	0.936225361	2.03E-06
26448	A_68_P23197903	Btf3l4	chr4:108330765-108330824	INSIDE	0.775573249	2.04E-06
7992	A_68_P20617864	Slc41a1	chr1:133656945-133656989	INSIDE	0.765117485	2.09E-06
217913	A_68_P20594518	Mgat5	chr1:129132147-129132206	PROMOTER	0.761616944	2.09E-06
151811	A_68_P32465419	Arhgap4	chrX:070161805-070161864	INSIDE	0.867470295	2.12E-06
230649	A_68_P27831171	Olfr30	chr11:058277160-058277204	PROMOTER	1.026125115	2.15E-06
111352	A_68_P27918157	Olfr392	chr11:073631694-073631753	PROMOTER	1.008749938	2.20E-06
23692	A_68_P25777229	Tnks	chr8:036436962-036437021	PROMOTER	0.866562558	2.21E-06
138009	A_68_P30824963	Pou1f1	chr16:065437833-065437892	PROMOTER	0.804625799	0.000002273
172473	A_68_P20074972	Paqr8	chr1:020871213-020871272	PROMOTER	0.767407377	2.36E-06
84127	A_68_P30255537	Trib1	chr15:059480731-059480783	INSIDE	0.886197145	2.69E-06
16898	A_68_P23981828	Pus1	chr5:111015866-111015915	INSIDE	0.767327932	2.70E-06
34105	A_68_P31672374	Kcnn2	chr18:045681743-045681802	PROMOTER	0.777516925	2.73E-06
102382	A_68_P29152778	Gpr150	chr13:076526199-076526258	PROMOTER	0.854224967	2.91E-06
88172	A_68_P25171239	Chrna7	chr7:063088980-063089039	INSIDE	0.918816607	2.92E-06
144861	A_68_P24428207	Repin1	chr6:048525293-048525345	INSIDE	0.759654398	0.000002983
151397	A_68_P30367941	Gtpbp1	chr15:079520255-079520313	INSIDE	0.843269477	3.07E-06
64196	A_68_P24633135	Aldh1l1	chr6:090516158-090516205	PROMOTER	0.87215565	3.10E-06
199394	A_68_P31602498	Bin1	chr18:032520560-032520604	INSIDE	0.767103231	3.13E-06
39193	A_68_P26207400	Cdh13	chr8:121166757-121166816	PROMOTER	0.80500371	3.25E-06
23608	A_68_P28068835	Cnp1	chr11:100393495-100393554	INSIDE	0.95818142	3.30E-06
7753	A_68_P26157745	Dhx38	chr8:112453924-112453983	INSIDE	0.765009688	0.000003359
145985	A_68_P24973515	Zscan22	chr7:011799694-011799753	INSIDE	0.84685067	3.37E-06
32642	A_68_P21563062	Gpr176	chr2:117969538-117969595	INSIDE	0.885575834	3.40E-06
8277	A_68_P22379795	Vangl1	chr3:102337833-102337892	PROMOTER	0.89847218	0.00000341
136025	A_68_P32562374	Slc7a3	chrX:097286737-097286785	INSIDE	0.952788568	3.47E-06
126313	A_68_P27260911	S100b	chr10:075699240-075699299	INSIDE	0.93644455	3.52E-06
121862	A_68_P30421457	Creld2	chr15:088651546-088651591	INSIDE	0.747137639	3.60E-06
199386	A_68_P23893720	Cxcl10	chr5:093423076-093423135	INSIDE	0.793551713	3.69E-06
161849	A_68_P24471038	Neurod6	chr6:055612742-055612801	PROMOTER	0.92407993	0.000003963
110187	A_68_P30980986	Pigp	chr16:094482197-094482256	PROMOTER	0.882025688	4.07E-06
129048	A_68_P24421978	Cntnap2	chr6:047173214-047173273	PROMOTER	1.046102208	4.08E-06
226389	A_68_P25456719	Arl6ip1	chr7:117925829-117925888	PROMOTER	0.889361618	0.000004159
85123	A_68_P20799893	Tada1l	chr1:168217058-168217113	INSIDE	0.765957955	4.21E-06
78158	A_68_P32683825	BC031748	chrX:132391381-132391440	PROMOTER	0.752499901	4.23E-06
164035	A_68_P31503692	Osbpl1a	chr18:013084080-013084139	INSIDE	0.831190198	0.000004241
185180	A_68_P28517357	Spg3a	chr12:070852013-070852072	INSIDE	0.859789876	4.65E-06
113842	A_68_P32288212	Rp2h	chrX:019520751-019520810	PROMOTER	0.910907302	4.73E-06
157101	A_68_P30013674	Amacr	chr15:010939919-010939976	INSIDE	0.766636835	4.81E-06
172793	A_68_P29596903	Olfr732	chr14:049207151-049207210	PROMOTER	0.7469723	5.01E-06
88092	A_68_P22346088	Mrps21	chr3:095954038-095954097	INSIDE	0.752586404	0.000005086
35108	A_68_P26847732	Osbpl10	chr9:114912953-114913012	PROMOTER	0.900246964	5.29E-06
181292	A_68_P31099833	Fahd1	chr17:024575290-024575349	DOWNSTREAM	0.781358466	5.33E-06
193261	A_68_P25114503	Htatip2	chr7:049627643-049627694	INSIDE	0.783397923	5.59E-06
37661	A_68_P30718946	Gramd1c	chr16:043902597-043902656	INSIDE	0.796182957	5.67E-06
88234	A_68_P27991078	Dhx40	chr11:086621945-086622004	INSIDE	0.850681979	5.82E-06
183076	A_68_P28186427	Dcxr	chr11:120542273-120542329	INSIDE	0.776794885	5.97E-06
115783	A_68_P22312820	Rhbg	chr3:088344027-088344081	PROMOTER	0.749911367	6.03E-06
31776	A_68_P27919465	Olfr43	chr11:074024502-074024561	PROMOTER	0.768200955	6.05E-06
144537	A_68_P29329260	Gpbp1	chr13:112611620-112611679	PROMOTER	1.027176773	0.00000634
214585	A_68_P32213490	Gfra1	chr19:058505692-058505745	INSIDE	0.840141522	7.74E-06
171324	A_68_P27544876	Olfr770	chr10:128541440-128541499	PROMOTER	0.928174889	8.16E-06
112579	A_68_P22147220	Postn	chr3:054448604-054448663	PROMOTER	0.798176265	8.23E-06
105146	A_68_P22920338	Olfr270	chr4:052989765-052989824	PROMOTER	0.781532284	0.000008282
225551	A_68_P28873855	Olfr11	chr13:021651291-021651350	PROMOTER	0.926085369	8.34E-06
104040	A_68_P31401144	Haao	chr17:083756814-083756873	PROMOTER	0.843826265	8.48E-06
103928	A_68_P26542026	Scamp5	chr9:057268908-057268967	PROMOTER	0.804170439	8.76E-06
40845	A_68_P25503052	Kctd13	chr7:126721107-126721166	INSIDE	0.764886273	0.000008955
197435	A_68_P23575610	Abhd1	chr5:031220799-031220858	PROMOTER	0.787010726	9.30E-06
37899	A_68_P32696412	Morc4	chrX:135221221-135221280	PROMOTER	0.795736678	0.00000959
164918	A_68_P23525877	AI847670	chr5:020933955-020934014	PROMOTER	0.746296824	9.67E-06
103186	A_68_P24318665	Grm8	chr6:028081450-028081509	INSIDE	0.752558719	0.000009778
232655	A_68_P30014079	Adamts12	chr15:011005880-011005939	PROMOTER	0.757809829	9.83E-06
70507	A_68_P30562922	Snai2	chr16:014614741-014614798	PROMOTER	0.817310787	1.02E-05
21647	A_68_P25834929	Slc25a4	chr8:047715069-047715128	PROMOTER	0.746750518	1.04E-05
65747	A_68_P26748157	Rasa2	chr9:096441176-096441233	PROMOTER	0.836017014	1.04E-05
164679	A_68_P29596929	Olfr733	chr14:049219290-049219349	DOWNSTREAM	0.812860134	1.12E-05
82357	A_68_P25528918	Hmx2	chr7:131336046-131336105	PROMOTER	0.768112721	1.15E-05
96735	A_68_P22351870	Gja8	chr3:097009858-097009917	INSIDE	0.961790546	0.0000127
105834	A_68_P26282979	Pdgfd	chr9:006166273-006166332	PROMOTER	0.945592699	1.28E-05
203728	A_68_P31656250	Gpr151	chr18:042708051-042708106	PROMOTER	0.758004339	1.30E-05
235006	A_68_P24643648	Mrps25	chr6:092150788-092150845	PROMOTER	0.983258069	1.34E-05
212409	A_68_P28874247	Hist1h2bm	chr13:021727639-021727698	PROMOTER	0.992795997	1.39E-05
46210	A_68_P28671802	Ptpn21	chr12:099133802-099133861	INSIDE	1.012657643	1.44E-05
79572	A_68_P27933941	Gosr1	chr11:076578350-076578409	INSIDE	0.851912897	1.45E-05
85958	A_68_P23289839	Hmgb4	chr4:127765422-127765481	PROMOTER	0.75383508	0.0000147
132533	A_68_P28328470	Sh3yl1	chr12:031500049-031500108	INSIDE	1.034994845	1.53E-05
47142	A_68_P23438173	Prkcz	chr4:154208200-154208259	PROMOTER	0.780958118	1.54E-05
237407	A_68_P21116161	Pip5kl1	chr2:032398488-032398542	INSIDE	0.79435293	1.55E-05
93198	A_68_P29621334	Mcpt8	chr14:055038503-055038562	INSIDE	0.878769062	0.000015557
95790	A_68_P29942822	Hs6st3	chr14:118269565-118269624	PROMOTER	0.839379063	1.56E-05
3578	A_68_P22276702	Tdo2	chr3:082061865-082061924	PROMOTER	0.82365727	1.58E-05
207567	A_68_P27662579	Fancl	chr11:026283515-026283570	PROMOTER	0.783763457	1.58E-05
231753	A_68_P26530344	Nrg4	chr9:055078684-055078743	INSIDE	0.77977884	1.60E-05
236405	A_68_P20886148	Fbxo28	chr1:184176769-184176828	INSIDE	0.835524926	1.61E-05
103180	A_68_P24992062	Gpr4	chr7:018370813-018370865	PROMOTER	0.978724624	1.70E-05
16114	A_68_P21904938	Ogfr	chr2:180524848-180524894	INSIDE	0.873946763	1.76E-05
143419	A_68_P22666338	Tnni3k	chr3:154989676-154989735	INSIDE	0.788132964	0.000018179
113244	A_68_P32728749	Htr2c	chrX:142404962-142405021	INSIDE	0.870642075	1.84E-05
101167	A_68_P24851596	Tas2r107	chr6:131625495-131625554	INSIDE	0.761814844	1.88E-05
233791	A_68_P27478493	Rab3ip	chr10:116352903-116352962	INSIDE	0.9563467	1.89E-05
119305	A_68_P20646965	Zfp281	chr1:138437657-138437716	PROMOTER	1.194038526	1.94E-05
104057	A_68_P29715854	Rcbtb2	chr14:071872614-071872673	PROMOTER	0.879342279	1.95E-05
97691	A_68_P31708223	Lox	chr18:052659197-052659252	PROMOTER	0.784016651	1.98E-05
226041	A_68_P25582652	Olfr522-Olfr523	chr7:140023198-140023257	DIVERGENT_PROMOTER	0.903129682	2.08E-05
72575	A_68_P27285688	Oaz1	chr10:080229118-080229177	PROMOTER	0.751834434	2.14E-05
182287	A_68_P25367265	Ppme1	chr7:100243579-100243638	INSIDE	0.820227041	2.24E-05
152939	A_68_P29600283	Rnase6	chr14:050053353-050053412	DOWNSTREAM	0.82860909	2.30E-05
227179	A_68_P30570954	Ppm1f	chr16:016813554-016813607	PROMOTER	0.932371078	2.41E-05
213895	A_68_P20610046	Daf2	chr1:132250741-132250800	PROMOTER	0.748462525	0.000024461
134793	A_68_P26336185	Chordc1	chr9:018040021-018040080	PROMOTER	0.80241106	2.52E-05
168625	A_68_P22413533	Wdr47	chr3:108720780-108720839	INSIDE	0.912019444	2.54E-05
230789	A_68_P28059230	Cdc6	chr11:098724463-098724522	INSIDE	0.937010717	2.55E-05
75202	A_68_P23012926	Tle1	chr4:071687729-071687779	PROMOTER	0.881793133	2.58E-05
199019	A_68_P20285552	Gpr1	chr1:063116281-063116340	DOWNSTREAM	0.770444197	2.59E-05
152631	A_68_P28547649	Rhoj	chr12:076223491-076223550	PROMOTER	0.780301115	2.67E-05
219931	A_68_P30568838	Yars2	chr16:016215834-016215893	PROMOTER	1.037649883	2.88E-05
220277	A_68_P27850808	Ulk2	chr11:061669358-061669417	INSIDE	0.828068316	2.95E-05
199592	A_68_P23301311	Serinc2	chr4:129781783-129781839	PROMOTER	0.975471028	0.000030171
200814	A_68_P23973492	Slc26a1	chr5:108916349-108916408	PROMOTER	0.882505681	3.19E-05
144666	A_68_P27340141	Slc25a3	chr10:090554165-090554224	PROMOTER	0.783284492	3.22E-05
75716	A_68_P29072980	Rmi1	chr13:058402433-058402492	PROMOTER	0.816445579	0.00003397
43912	A_68_P26434827	Olfr905	chr9:038220381-038220440	PROMOTER	0.81967073	3.45E-05
6460	A_68_P20373145	Kcne4	chr1:078694730-078694789	PROMOTER	0.798796825	3.48E-05
92647	A_68_P32530331	MGC118250	chrX:088740731-088740790	PROMOTER	0.847176745	3.50E-05
75061	A_68_P30500774	Hoxc12	chr15:102760672-102760731	PROMOTER	0.80534326	3.60E-05
234377	A_68_P24183706	Uspl1	chr5:149496858-149496917	INSIDE	0.800747989	3.65E-05
120206	A_68_P26075781	Mt3	chr8:097043249-097043301	DOWNSTREAM	0.749434616	0.000039383
54414	A_68_P25363534	Slco2b1	chr7:099585711-099585760	PROMOTER	0.774707208	4.24E-05
186921	A_68_P21371780	Pde1a	chr2:079707279-079707338	INSIDE	0.832052197	4.33E-05
60195	A_68_P30080928	EG432939	chr15:025355671-025355730	PROMOTER	0.804764034	4.50E-05
121564	A_68_P29101900	Hiatl1	chr13:065132236-065132295	PROMOTER	0.78890096	4.84E-05
114814	A_68_P23321263	Ccdc21	chr4:133403100-133403159	INSIDE	0.852116848	4.98E-05
82350	A_68_P26989962	Ahi1	chr10:020639365-020639424	PROMOTER	0.894053557	5.39E-05
110706	A_68_P22346143	Gm129	chr3:095965919-095965978	INSIDE	0.773940215	5.47E-05
217374	A_68_P21796131	Top1	chr2:160335118-160335177	PROMOTER	0.804066841	0.00005877
80318	A_68_P21639375	Pcna-Cds2	chr2:131944970-131945029	DIVERGENT_PROMOTER	0.802544738	5.89E-05
97031	A_68_P32055554	Il33	chr19:029993505-029993564	INSIDE	0.746316603	6.22E-05
68295	A_68_P29337705	Dhx29	chr13:114049773-114049832	INSIDE	0.866178942	6.28E-05
16866	A_68_P32581169	Fgf16	chrX:101964917-101964976	PROMOTER	0.763671783	6.49E-05
140988	A_68_P30793506	Olfr174	chr16:058767279-058767338	INSIDE	0.922201853	6.84E-05
190402	A_68_P31762256	Adrb2	chr18:062306966-062307025	PROMOTER	0.781459698	7.35E-05
44487	A_68_P32227261	Eif3s10	chr19:060847373-060847432	PROMOTER	0.860468996	7.82E-05
64958	A_68_P31604492	Tslp	chr18:032955744-032955803	PROMOTER	0.80832031	8.46E-05
127500	A_68_P26524434	Cyp19a1	chr9:053994836-053994895	PROMOTER	0.872139123	0.000087555
10974	A_68_P32026463	Foxd4	chr19:024972128-024972187	PROMOTER	0.838775464	9.16E-05
153672	A_68_P25892556	Galnt7	chr8:060549227-060549286	PROMOTER	0.987166522	9.90E-05
210205	A_68_P27928962	Rph3al	chr11:075726003-075726049	INSIDE	0.927413363	0.000101195
12384	A_68_P32466449	Opn1mw	chrX:070379876-070379935	PROMOTER	0.803307849	0.000109957
21768	A_68_P22249111	Fstl5	chr3:076161591-076161650	INSIDE	0.813440925	0.000111781
231460	A_68_P23592720	BC023882	chr5:034484398-034484457	INSIDE	1.039320577	0.000122061
216721	A_68_P22789546	Fhl5	chr4:025332113-025332172	INSIDE	0.992051135	0.000125787
20935	A_68_P30925861	Gabpa	chr16:084716732-084716791	PROMOTER	0.884615702	0.000130695
172658	A_68_P21310287	Bbs5	chr2:069448463-069448522	INSIDE	0.778110363	0.000132954
7823	A_68_P21054153	Thnsl1	chr2:021126915-021126974	INSIDE	0.749420349	0.000135745
33134	A_68_P32610321	Klhl4	chrX:110592504-110592563	INSIDE	1.051771131	0.00014401
200144	A_68_P20005216	Rp1h	chr1:004348782-004348841	INSIDE	0.818681895	0.000146597
56177	A_68_P23088480	Mllt3	chr4:087507611-087507670	PROMOTER	0.878917371	0.000149868
55033	A_68_P26434021	Olfr894	chr9:037966332-037966391	PROMOTER	0.777736278	0.000151015
223103	A_68_P25389909	Olfr667	chr7:104794639-104794698	PROMOTER	0.872995087	0.000158856
227062	A_68_P30652748	Osta-Zdhhc19	chr16:032408014-032408070	DIVERGENT_PROMOTER	0.821208484	0.000165386
128836	A_68_P21979264	Cpb1	chr3:020467852-020467910	PROMOTER	0.864172014	0.000170468
120172	A_68_P26254631	BC021891	chr8:128797511-128797555	INSIDE	0.762908231	0.000171097
17388	A_68_P20349767	Ttll4	chr1:074597190-074597249	INSIDE	0.792043411	0.00017121
191152	A_68_P24298787	Cadps2	chr6:023794737-023794796	PROMOTER	0.992242532	0.000193442
98593	A_68_P21406301	Olfr153	chr2:087330162-087330221	PROMOTER	0.961686105	0.000202964
131688	A_68_P29107631	Rsl1	chr13:067671024-067671083	PROMOTER	0.84919842	0.000218543
23455	A_68_P32693753	Trap1a	chrX:134680239-134680292	INSIDE	0.818809323	0.000219619
189647	A_68_P28821616	Chrm3	chr13:010360299-010360343	PROMOTER	1.03159948	0.000231671
199416	A_68_P21403595	Olfr1093	chr2:086584585-086584644	PROMOTER	0.781282483	0.000237127
117408	A_68_P30382856	Naga	chr15:082165447-082165502	INSIDE	0.758849696	0.000244991
59971	A_68_P30360628	C1qtnf6	chr15:078356180-078356233	INSIDE	0.905669419	0.000253018
231958	A_68_P27269188	Sumo3	chr10:077048530-077048589	PROMOTER	0.790797915	0.000253332
9099	A_68_P31152687	Psmb8	chr17:033810133-033810192	INSIDE	0.76743424	0.00026316
31690	A_68_P31206443	Abcc10	chr17:045792913-045792968	PROMOTER	0.749826124	0.000271262
29924	A_68_P22606543	Clca5	chr3:145035245-145035303	INSIDE	0.804833475	0.000273132
233584	A_68_P24568061	Ctnna2	chr6:077906793-077906852	INSIDE	0.851948586	0.000286469
153263	A_68_P22376191	Atp1a1	chr3:101732947-101733003	INSIDE	0.759652949	0.000295024
27071	A_68_P20270767	Cd28	chr1:060693353-060693412	INSIDE	0.866344126	0.000299119
72955	A_68_P29667833	Msra	chr14:063409522-063409575	INSIDE	0.997894035	0.00032559
138042	A_68_P24854951	Tas2r116	chr6:132818760-132818819	PROMOTER	0.756340303	0.000340596
206510	A_68_P22291942	Tigd4	chr3:084680687-084680746	INSIDE	0.765718922	0.000363049
115936	A_68_P28552894	Mthfd1	chr12:077174755-077174812	INSIDE	0.921890662	0.000381829
169626	A_68_P32703653	Col4a6	chrX:136718080-136718139	INSIDE	0.792061875	0.000394063
108426	A_68_P23820405	Spink2	chr5:078284586-078284645	INSIDE	0.749570094	0.000400283
25475	A_68_P23885222	Gm1960	chr5:091862871-091862930	INSIDE	0.88998321	0.000514736
100671	A_68_P29751187	Narg1l-Mtrf1	chr14:078130818-078130877	DIVERGENT_PROMOTER	0.766828054	0.000552427
163604	A_68_P31165723	Trim26	chr17:036440320-036440379	PROMOTER	1.003220279	0.000580499
204825	A_68_P27110502	Popdc3	chr10:044979941-044980000	INSIDE	0.790392203	0.000646338
108393	A_68_P27323502	Pmch	chr10:087518349-087518408	PROMOTER	0.80684361	0.000844651
83688	A_68_P26436938	Olfr935	chr9:038749137-038749196	PROMOTER	0.752509884	0.000947487
7279	A_68_P27916763	Olfr20	chr11:073169893-073169952	PROMOTER	0.794477764	0.000985488
