Probe Set ID	Gene Title	Gene Symbol	Chromosomal Location	FFPE FD	FFPE p value	FF FD	FF p value
204454_at	leucine zipper, down-regulated in cancer 1	LDOC1	chrXq27	-1.9251888862035	0.001172219	-5.52126941358651	4.67806E-07
204458_at	lysophospholipase 3 (lysosomal phospholipase A2)	LYPLA3	chr16q22.1	-2.02090289297353	7.6026E-05	-1.4742692172911	0.008051032
204487_s_at	potassium voltage-gated channel, KQT-like subfamily, member 1	KCNQ1	chr11p15.5	-2.65737162819302	0.004482471	-2.29739670999407	0.002242994
204508_s_at	carbonic anhydrase XII	CA12	chr15q22	-8.45614432449104	0.000103005	-13.8806189944331	2.41023E-06
204519_s_at	plasma membrane proteolipid (plasmolipin)	PLLP	chr16q13	-4.02782220022687	0.000325348	-2.22684323645737	0.003510844
204591_at	cell adhesion molecule with homology to L1CAM (close homolog of L1)	CHL1	chr3p26.1	-4.99332219560645	0.002423251	-39.1244888861462	1.96938E-06
204613_at	phospholipase C, gamma 2 (phosphatidylinositol-specific)	PLCG2	chr16q24.1	-4.04180578594705	0.00054464	-5.8360813769607	0.000298944
204621_s_at	nuclear receptor subfamily 4, group A, member 2	NR4A2	chr2q22-q23	-2.83824671240076	0.000429778	-2.57576325901965	0.000133003
204622_x_at	nuclear receptor subfamily 4, group A, member 2	NR4A2	chr2q22-q23	-2.12874036490672	0.000839088	-5.48313121991881	2.05919E-06
204626_s_at	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	ITGB3	chr17q21.32	-2.33755449712249	0.006171179	-3.6807506024995	0.005671308
204663_at	malic enzyme 3, NADP(+)-dependent, mitochondrial	ME3	chr11cen-q22.3	-1.91189063518748	0.00662329	-2.12874036490672	0.00059384
204735_at	phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)	PDE4A	chr19p13.2	-2.47083727425386	0.002670722	-2.06336635860272	0.002617002
204745_x_at	metallothionein 1G	MT1G	chr16q13	-2.92817139189125	0.001005988	-4.78991481847571	8.03309E-06
204748_at	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	PTGS2	chr1q25.2-q25.3	-12.640660989814	2.22728E-06	-12.5969276251073	1.65488E-05
204864_s_at	interleukin 6 signal transducer (gp130, oncostatin M receptor)	IL6ST	chr5q11	-3.3987399965546	1.99604E-05	-3.0314331330208	0.001026538
204894_s_at	amine oxidase, copper containing 3 (vascular adhesion protein 1)	AOC3	chr17q21	-9.6130883962148	2.66269E-09	-6.233316637284	2.97139E-07
204939_s_at	phospholamban	PLN	chr6q22.1	-4.8065441981074	3.38902E-06	-6.25495714502875	8.90269E-06
204949_at	intercellular adhesion molecule 3	ICAM3	chr19p13.3-p13.2	-1.97246540898672	0.008019485	-2.25011696937762	0.002630697
204983_s_at	glypican 4	GPC4	chrXq26.1	-2.14354692507259	0.001229603	-2.84810039119414	0.000181704
204984_at	glypican 4	GPC4	chrXq26.1	-3.98616105131147	2.27797E-06	-3.55537072466628	5.31746E-05
205017_s_at	muscleblind-like 2 (Drosophila)	MBNL2	chr13q32.1	-2.67585510957222	2.85461E-05	-2.36198532285906	0.002336556
205066_s_at	ectonucleotide pyrophosphatase/phosphodiesterase 1	ENPP1	chr6q22-q23	-3.16016524745351	0.001131744	-7.46426393229445	7.42769E-05
205082_s_at	aldehyde oxidase 1	AOX1	chr2q33	-2.75108363627949	0.002689975	-8.28211939073102	4.50951E-06
205101_at	class II, major histocompatibility complex, transactivator	CIITA	chr16p13	-4.24275096547287	6.84879E-05	-4.69133979692751	0.001086915
205117_at	fibroblast growth factor 1 (acidic)	FGF1	chr5q31	-2.53151318794056	0.001958852	-8.7847425102964	5.04838E-07
205128_x_at	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	PTGS1	chr9q32-q33.3	-3.31727818325777	0.006572011	-7.64756254074994	0.001059724
205313_at	HNF1 homeobox B	HNF1B	chr17cen-q21.3	-2.81864151028404	0.008144735	-14.4700700409774	0.000177776
205328_at	claudin 10	CLDN10	chr13q31-q34	-7.64756254074994	0.002843863	-43.2611466569	1.79264E-05
205380_at	PDZ domain containing 1	PDZK1	chr1q21	-10.7034204382889	0.003211885	-46.5271205542499	8.64019E-05
205392_s_at	chemokine (C-C motif) ligand 14 /// chemokine (C-C motif) ligand 15	CCL14 /// CCL15	chr17q11.2	-3.24900958542494	7.78585E-05	-2.56685179512581	0.000993184
205401_at	alkylglycerone phosphate synthase	AGPS	chr2q31.2	-1.63014466480525	0.00110157	-1.59107296750984	0.001757958
205440_s_at	neuropeptide Y receptor Y1	NPY1R	chr4q31.3-q32	-6.02098698964427	1.27694E-06	-28.6408022696951	2.26825E-09
205479_s_at	plasminogen activator, urokinase	PLAU	chr10q24	-3.09512998708478	2.04166E-05	-1.98618499087407	0.002126665
205554_s_at	deoxyribonuclease I-like 3	DNASE1L3	chr3p21.1-p14.3	-3.98616105131147	0.000330905	-7.97232210262294	1.10801E-05
205608_s_at	angiopoietin 1	ANGPT1	chr8q22.3-q23	-3.95862662566083	0.000745104	-5.79576861821951	0.000509334
205614_x_at	macrophage stimulating 1 (hepatocyte growth factor-like)	MST1	chr3p21	-2.85798827948219	0.002409401	-3.08442165081588	0.000703607
205641_s_at	TNFRSF1A-associated via death domain	TRADD	chr16q22	-1.49484924863494	0.003224364	-1.4742692172911	0.004831936
205674_x_at	FXYD domain containing ion transport regulator 2	FXYD2	chr11q23	-4.67510899424498	0.0014627	-10.5560632861832	1.05766E-05
205710_at	low density lipoprotein-related protein 2	LRP2	chr2q24-q31	-33.8245772979642	0.001401533	-19.1596592739029	0.00230201
205799_s_at	solute carrier family 3 (cystine, dibasic and neutral amino acid transporters, activator of cystine, dibasic and neutral amino acid transport), member 1	SLC3A1	chr2p16.3	-4.24275096547287	0.000586895	-7.11074144933256	0.000129967
205846_at	protein tyrosine phosphatase, receptor type, B	PTPRB	chr12q15-q21	-1.91189063518748	0.003039632	-2.16595009105185	0.001553803
205870_at	bradykinin receptor B2	BDKRB2	chr14q32.1-q32.2	-2.77021893622185	0.000371676	-3.47015474860827	9.28863E-05
205890_s_at	ubiquitin D	UBD	chr6p21.3	-4.78991481847571	0.001705327	-25.9920766833995	3.12418E-05
205911_at	parathyroid hormone receptor 1	PTHR1	chr3p22-p21.1	-2.45376995450761	0.006303308	-2.34566989846376	0.005561211
205945_at	interleukin 6 receptor	IL6R	chr1q21	-2.70382166605625	0.002108231	-7.13542815536074	5.77214E-05
205984_at	corticotropin releasing hormone binding protein	CRHBP	chr5q11.2-q13.3	-3.20427951035849	0.008660928	-4.78991481847572	0.000174894
205987_at	CD1c molecule	CD1C	chr1q22-q23	-4.59479341998814	0.004323262	-6.54321646846225	0.007214144
206030_at	aspartoacylase (Canavan disease)	ASPA	chr17pter-p13	-8.57418770029034	0.003231828	-6.70389707734359	0.003605041
206049_at	selectin P (granule membrane protein 140kDa, antigen CD62)	SELP	chr1q22-q25	-3.37526318452007	0.009381196	-6.45313407377701	0.001255431
206082_at	---	---	---	-1.91852823865053	0.007411729	-4.02782220022687	6.75838E-05
206099_at	protein kinase C, eta	PRKCH	chr14q22-q23	-3.24900958542494	1.21306E-05	-2.98969849726987	0.000540512
206119_at	betaine-homocysteine methyltransferase	BHMT	chr5q13.1-q15	-30.3789478704166	0.001607169	-181.647789593649	7.53882E-06
206170_at	adrenergic, beta-2-, receptor, surface	ADRB2	chr5q31-q32	-1.82133966718396	0.004807473	-2.63901582154579	0.001538488
206183_s_at	hect domain and RLD 3	HERC3	chr4q21	-2.08493152168224	0.002715955	-3.2602893296105	0.000624855
206200_s_at	annexin A11	ANXA11	chr10q23	-3.91768119034771	6.47541E-06	-2.78948733270081	0.000559056
206245_s_at	influenza virus NS1A binding protein	IVNS1ABP	chr1q25.1-q31.1	-2.54912125463852	1.27968E-05	-1.80250092522166	0.006169109
206283_s_at	T-cell acute lymphocytic leukemia 1	TAL1	chr1p32	-2.00694349701901	0.001377078	-2.48802330659694	0.000101763
206381_at	sodium channel, voltage-gated, type II, alpha subunit	SCN2A	chr2q23-q24	-2.22684323645737	0.008747692	-5.29635564158159	0.000114045
206461_x_at	metallothionein 1H /// metallothionein 1 pseudogene 2	MT1H /// MT1P2	chr16q13 /// chr1q43	-4.64281565753488	4.65886E-05	-5.63728302056808	3.57242E-06
206517_at	cadherin 16, KSP-cadherin	CDH16	chr16q22.1	-4.05583791916012	0.001247684	-5.69620078238829	4.99433E-05
206541_at	kallikrein B, plasma (Fletcher factor) 1	KLKB1	chr4q34-q35	-1.87904549842802	0.006037383	-1.86606598307362	0.005984754
206576_s_at	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)	CEACAM1	chr19q13.2	-3.12747857251437	0.000100302	-3.69352924291758	2.99249E-05
206600_s_at	solute carrier family 16, member 5 (monocarboxylic acid transporter 6)	SLC16A5	chr17q25.1	-1.71713087287551	0.000594944	-2.47083727425386	2.53354E-05
206662_at	glutaredoxin (thioltransferase)	GLRX	chr5q14	-3.64267933436792	1.2331E-05	-3.45814892523146	7.75091E-06
206665_s_at	BCL2-like 1	BCL2L1	chr20q11.21	-2.03495938420537	0.001923326	-1.79626474576787	0.001520034
206685_at	HLA complex group 4	HCG4	chr6p21.3	-1.71713087287551	0.001612441	-2.18101546533051	0.000123811
206702_at	TEK tyrosine kinase, endothelial (venous malformations, multiple cutaneous and mucosal)	TEK	chr9p21	-2.48802330659694	0.002927481	-4.06991876841074	0.000967596
206715_at	transcription factor EC	TFEC	chr7q31.2	-1.74714579183339	0.001752911	-10.1964850185541	4.94302E-10
206870_at	peroxisome proliferator-activated receptor alpha	PPARA	chr22q12-q13.1|22q13.31	-2.08493152168224	0.006084626	-2.16595009105185	0.009836608
206896_s_at	guanine nucleotide binding protein (G protein), gamma 7	GNG7	chr19p13.3	-2.23457427614444	0.009396408	-1.95884059517385	0.009349103
206930_at	glycine-N-acyltransferase	GLYAT	chr11q12.1	-13.131865740968	0.002736897	-14.1722803056378	0.001914652
207029_at	KIT ligand	KITLG	chr12q22	-2.92817139189125	0.006802191	-4.28709385014517	0.008177077
207044_at	thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)	THRB	chr3p24.2	-2.16595009105185	0.004615034	-2	0.001655678
207275_s_at	acyl-CoA synthetase long-chain family member 1	ACSL1	chr4q34-q35	-3.55537072466628	0.001397715	-7.46426393229446	1.7107E-05
207276_at	cerebellar degeneration-related protein 1, 34kDa	CDR1	chrXq27.1-q27.2	-14.5707173374716	0.000113131	-3.29436406907029	0.007897567
207291_at	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)	PRRG4	chr11p13	-2.14354692507259	0.004705065	-4.77334297212689	3.94252E-06
207334_s_at	transforming growth factor, beta receptor II (70/80kDa)	TGFBR2	chr3p22	-2.6665973541824	0.001042888	-2.73208051350879	0.003072779
207387_s_at	glycerol kinase	GK	chrXp21.3	-4.74037108376633	0.001225628	-11.235559005904	7.18937E-05
207429_at	solute carrier family 22 (organic cation transporter), member 2	SLC22A2	chr6q26	-24.7610398966782	0.000126441	-26.7228134217078	5.64461E-05
207434_s_at	FXYD domain containing ion transport regulator 2	FXYD2	chr11q23	-4.45368647291475	0.004136815	-16.564238781462	6.90242E-06
207526_s_at	interleukin 1 receptor-like 1	IL1RL1	chr2q12	-17.5086992201718	0.000190626	-4.34693945010423	0.003615753
207549_x_at	CD46 molecule, complement regulatory protein	CD46	chr1q32	-2.02791895958006	0.000552293	-2.77021893622185	6.45656E-05
207574_s_at	growth arrest and DNA-damage-inducible, beta	GADD45B	chr19p13.3	-4.43827788827138	3.10067E-05	-5.97939699453976	0.000222659
207594_s_at	synaptojanin 1	SYNJ1	chr21q22.2	-1.61888443309482	0.009766685	-2.28944832119737	9.33589E-05
207596_at	---	---	---	-9.91766159951189	1.1769E-05	-29.6508179804919	1.05347E-06
207737_at	---	---	---	-2.08493152168224	0.009968658	-2.71320865489534	0.007539437
207836_s_at	RNA binding protein with multiple splicing	RBPMS	chr8p12-p11	-3.97236998174814	5.27456E-08	-1.84676462145879	0.000345008
207847_s_at	mucin 1, cell surface associated	MUC1	chr1q21	-4.24275096547287	0.000224721	-9.61308839621481	3.96194E-05
207961_x_at	myosin, heavy chain 11, smooth muscle	MYH11	chr16p13.11	-6.94030949721654	6.42877E-06	-6.16884330163176	0.000127787
207993_s_at	calcium binding protein P22	CHP	chr15q13.3	-1.63014466480525	0.00077317	-1.72309231942403	0.000796118
208016_s_at	angiotensin II receptor, type 1	AGTR1	chr3q21-q25	-7.26015324253729	0.000232531	-6.02098698964427	0.001787112
208078_s_at	SNF1-like kinase	SNF1LK	chr21q22.3	-3.82378127037497	2.47867E-06	-3.6553258009176	1.84969E-05
208083_s_at	integrin, beta 6	ITGB6	chr2q24.2	-20.8937565934227	0.000230826	-51.0910967268255	0.000856849
208146_s_at	carboxypeptidase, vitellogenic-like	CPVL	chr7p15-p14	-2.67585510957222	0.000146931	-5.67649342480153	2.33003E-05
208161_s_at	ATP-binding cassette, sub-family C (CFTR/MRP), member 3	ABCC3	chr17q22	-2.95877501849767	0.007869633	-6.82107913414366	0.002835584
208240_s_at	fibroblast growth factor 1 (acidic)	FGF1	chr5q31	-3.2602893296105	1.55095E-05	-7.18505898307148	2.76488E-08
208284_x_at	gamma-glutamyltransferase 1	GGT1	chr22q11.23	-2.06336635860272	0.00878085	-2.33755449712249	0.00281669
208354_s_at	solute carrier family 12 (sodium/chloride transporters), member 3	SLC12A3	chr16q13	-6.94030949721654	0.005816184	-7.361501204999	0.002085757
208370_s_at	regulator of calcineurin 1	RCAN1	chr21q22.1-q22.2|21q22.12	-7.59473696760415	0.000112418	-2.43682052735038	0.008023545
208450_at	lectin, galactoside-binding, soluble, 2	LGALS2	chr22q12-q13|22q13.1	-2.68514500556053	0.004043329	-10.7778686149255	1.83759E-07
208451_s_at	complement component 4A (Rodgers blood group) /// complement component 4B (Childo blood group)	C4A /// C4B	chr6p21.3	-2.48802330659694	0.001896337	-3.31727818325777	0.000108864
208454_s_at	plasma glutamate carboxypeptidase	PGCP	chr8q22.2	-1.61888443309482	0.003338822	-1.88556907183648	0.001085653
208485_x_at	CASP8 and FADD-like apoptosis regulator	CFLAR	chr2q33-q34	-2.50532887724826	0.000697632	-2.22684323645737	0.003663488
208510_s_at	peroxisome proliferator-activated receptor gamma	PPARG	chr3p25	-2	0.0070686	-1.65290063630842	0.004062734
208581_x_at	metallothionein 1X	MT1X	chr16q13	-2.87786716002164	0.000339082	-4.21344414381934	1.38711E-06
208621_s_at	ezrin	EZR	chr6q25.2-q26	-2.09943336724613	0.000100527	-4.11245530662427	8.3832E-07
208622_s_at	ezrin	EZR	chr6q25.2-q26	-1.9656411970905	0.000568243	-2.95877501849767	3.96775E-05
208678_at	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1	ATP6V1E1	chr22pter-q11.2|22q11.1	-1.53155799709438	0.003276631	-1.75321144263207	0.000503123
208701_at	Amyloid beta (A4) precursor-like protein 2	APLP2	chr11q23-q25|11q24	-2.05622765331213	0.000513632	-2.23457427614444	0.000351285
208702_x_at	amyloid beta (A4) precursor-like protein 2	APLP2	chr11q23-q25|11q24	-1.84037530124975	0.005999478	-1.94530989482457	0.006740379
208791_at	clusterin	CLU	chr8p21-p12	-4.36203093066103	0.000102352	-5.69620078238829	0.000201414
208792_s_at	clusterin	CLU	chr8p21-p12	-2.91804068848035	0.00454184	-5.37029001112105	0.000680469
208868_s_at	GABA(A) receptor-associated protein like 1	GABARAPL1	chr12p13.2	-2.76063470679326	0.001000106	-2.28944832119737	0.00772177
208872_s_at	receptor accessory protein 5	REEP5	chr5q22-q23	-2.32946717293691	8.19877E-05	-2.63901582154579	6.21959E-05
208944_at	transforming growth factor, beta receptor II (70/80kDa)	TGFBR2	chr3p22	-2.18101546533052	0.000114481	-2.92817139189125	2.56603E-05
209008_x_at	keratin 8	KRT8	chr12q13	-1.98618499087407	0.009160074	-1.9251888862035	0.008092742
209101_at	connective tissue growth factor	CTGF	chr6q23.1	-2.9690471412581	0.000987257	-2.62078680771673	0.006339168
209147_s_at	phosphatidic acid phosphatase type 2A	PPAP2A	chr5q11	-1.9656411970905	0.001756589	-2.0491136460656	0.004071181
209189_at	v-fos FBJ murine osteosarcoma viral oncogene homolog	FOS	chr14q24.3	-8.87655577654276	2.27206E-07	-3.9041270431049	6.65697E-05
209276_s_at	glutaredoxin (thioltransferase)	GLRX	chr5q14	-2.58470566127498	0.00037478	-3.74508898973797	1.60727E-05
209283_at	crystallin, alpha B	CRYAB	chr11q22.3-q23.1	-14.4200074017733	1.16912E-07	-8.87655577654276	2.07838E-05
209343_at	EF-hand domain family, member D1	EFHD1	chr2q37.1	-6.94030949721654	1.13022E-05	-4.28709385014517	0.000121507
209369_at	annexin A3	ANXA3	chr4q13-q22	-1.5965967727133	0.009187764	-2.57576325901965	0.008004869
209386_at	transmembrane 4 L six family member 1	TM4SF1	chr3q21-q25	-5.02805349808732	3.14596E-06	-3.37526318452007	0.000167983
209387_s_at	transmembrane 4 L six family member 1	TM4SF1	chr3q21-q25	-2.4032720990537	0.000660824	-3.0314331330208	0.00153019
209410_s_at	growth factor receptor-bound protein 10	GRB10	chr7p12-p11.2	-2.05622765331213	0.005252784	-2.30537269359773	0.00227837
209424_s_at	alpha-methylacyl-CoA racemase	AMACR	chr5p13	-2.27363394647203	0.001076725	-3.82378127037497	0.000174488
209457_at	dual specificity phosphatase 5	DUSP5	chr10q25	-3.2602893296105	0.000356048	-4.14105969536551	0.000560481
209488_s_at	RNA binding protein with multiple splicing	RBPMS	chr8p12-p11	-6.233316637284	1.71516E-09	-2.23457427614444	0.000114496
209498_at	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)	CEACAM1	chr19q13.2	-2.54030196507758	0.000328583	-9.03171523844905	2.02815E-08
209539_at	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	ARHGEF6	chrXq26	-3.06311599418876	6.20626E-06	-2.38667148606344	0.00052644
209568_s_at	ral guanine nucleotide dissociation stimulator-like 1	RGL1	chr1q25.3	-2.0491136460656	6.81819E-05	-1.67017583885674	0.008726533
209604_s_at	GATA binding protein 3	GATA3	chr10p15	-7.41270449512297	0.002036368	-12.0419739792885	0.001636069
209612_s_at	alcohol dehydrogenase 1B (class I), beta polypeptide /// alcohol dehydrogenase 1C (class I), gamma polypeptide	ADH1B /// ADH1C	chr4q21-q23	-22.7059736992061	1.42116E-07	-6.19025997416955	0.000167824
209613_s_at	alcohol dehydrogenase 1B (class I), beta polypeptide /// alcohol dehydrogenase 1C (class I), gamma polypeptide	ADH1B /// ADH1C	chr4q21-q23	-17.6304818540258	1.07037E-07	-7.38705848583516	4.39504E-05
209655_s_at	transmembrane protein 47	TMEM47	chrXp11.4	-11.5114686400866	1.6587E-10	-7.49017797947594	3.57147E-08
209656_s_at	transmembrane protein 47	TMEM47	chrXp11.4	-3.6807506024995	0.000100424	-9.64646262152608	3.7196E-06
209676_at	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	TFPI	chr2q32	-3.79736848380208	0.000370697	-5.97939699453975	8.82359E-06
209691_s_at	docking protein 4	DOK4	chr16q13	-1.83400808640934	0.001383242	-1.68179283050743	0.001626406
209791_at	peptidyl arginine deiminase, type II	PADI2	chr1p36.13	-10.0561069961746	5.23172E-05	-5.87667453311323	0.00312522
209813_x_at	T cell receptor gamma constant 2 /// T cell receptor gamma variable 9 /// TCR gamma alternate reading frame protein	TARP /// TRGC2 /// TRGV9	chr7p14 /// chr7p15-p14	-1.64718203453515	0.006154308	-5.22343914835567	8.7799E-07
209869_at	adrenergic, alpha-2A-, receptor	ADRA2A	chr10q24-q26	-8.60395512365903	0.001468077	-19.4271181503207	0.001755391
209875_s_at	secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)	SPP1	chr4q21-q25	-32.4467033532809	1.17979E-05	-38.7198108550174	0.00058551
209901_x_at	allograft inflammatory factor 1	AIF1	chr6p21.3	-3.12747857251437	0.0003973	-3.2265670368885	0.001096131
209939_x_at	CASP8 and FADD-like apoptosis regulator	CFLAR	chr2q33-q34	-2.09216987958506	0.002535522	-2.02791895958006	0.007157705
209961_s_at	hepatocyte growth factor (hepapoietin A; scatter factor)	HGF	chr7q21.1	-7.2350350204887	0.001512798	-9.28563131506976	0.002598547
210048_at	N-ethylmaleimide-sensitive factor attachment protein, gamma	NAPG	chr18p11.22	-1.36131411649947	0.004786467	-1.43893358001082	0.004957737
210051_at	Rap guanine nucleotide exchange factor (GEF) 3	RAPGEF3	chr12q13.1	-2.21146130664054	9.85119E-05	-1.77768536233314	0.00032784
210059_s_at	mitogen-activated protein kinase 13	MAPK13	chr6p21.31	-1.55293775000208	0.008641444	-1.72309231942403	0.004622203
210136_at	myelin basic protein	MBP	chr18q23	-2.56685179512581	0.007059328	-3.850377772407	0.006357118
210168_at	complement component 6	C6	chr5p13	-2.2657677705916	0.003233757	-1.65290063630842	0.008919046
210173_at	protein tyrosine phosphatase, receptor type, J	PTPRJ	chr11p11.2	-1.63014466480525	0.007919262	-3.42238010273041	1.39158E-06
