probe set	Gene	Gene	Accession	EntrezGene	CEF NY315/CEF RCAS	CEF SRA/CEF RCAS	CEF SRA/CEF NY315	min p-value
Gga.13445.1.S1_s_at	NEXN	nexilin	CR407225.1	424552	-0.91	-2.08	-1.17	0.002195
Gga.8769.1.S1_at	Transcribed locus	Transcribed locus	BX540913	0	0.21	-0.96	-1.18	0.004801
Gga.5799.1.S1_s_at	P4HA2	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide II	CR385746.1	416326	0.06	-1.12	-1.18	0.031477
Gga.4977.1.S1_at	MSX2	msh homeobox 2	NM_204559.1	395245	0.37	-0.82	-1.19	0.014792
Gga.17661.1.S1_s_at		Finished cDNA, clone ChEST908h8	BU208365	0	0.11	-1.08	-1.19	0.010338
GgaAffx.21292.1.S1_at		Finished cDNA, clone ChEST853j10	CR523323.1	0	-0.19	-1.38	-1.19	0.000201
GgaAffx.4571.1.A1_at	RCJMB04_2l20	LIM domain containing preferred translocation partner in lipoma	ENSGALT00000011854.1	429148	-0.31	-1.5	-1.19	0.001435
Gga.17506.1.S1_at		Finished cDNA, clone ChEST606d7	BU141436	0	-0.34	-1.52	-1.19	0.000979
Gga.16844.2.S1_s_at	COL3A1	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)	BU413584	396340	-0.48	-1.66	-1.19	0.008891
Gga.2839.1.S1_at	COL2A1	collagen, type II, alpha 1 (primary osteoarthritis, spondyloepiphyseal dysplasia, congenital)	NM_204426.1	395069	0.06	-1.13	-1.2	0.00177
Gga.9281.2.S1_a_at	LOC769203	hypothetical protein LOC769203	CR390861.1	0	-0.09	-1.29	-1.2	0.033167
GgaAffx.24036.1.S1_at	LOC772003	similar to HWKM1940	ENSGALT00000021035.1	0	-0.23	-1.43	-1.2	0.002097
Gga.15370.1.S1_at	TMEM47	transmembrane protein 47	BU230972	0	-0.35	-1.55	-1.2	0.037215
GgaAffx.25155.1.S1_at	LOC418903	similar to KIAA0369	ENSGALT00000027553.1	418903	-1.56	-2.76	-1.2	0.000126
GgaAffx.26623.1.S1_at	LOC768420	similar to Coactosin-like 1 (Dictyostelium)	ENSGALT00000000938.1	0	0.02	-1.19	-1.21	0.022005
Gga.13175.1.S1_at	LOC421703	similar to protein 4.1-G	CR352618.1	0	-0.01	-1.22	-1.21	0.004699
GgaAffx.25534.1.S1_s_at	COL3A1	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)	ENSGALT00000004033.1	396340	-0.18	-1.39	-1.21	0.015559
Gga.3448.1.S1_at	THBS1	thrombospondin 1	U76994.1	373987	-1.02	-2.23	-1.21	0.000019
Gga.7088.1.S1_at		Finished cDNA, clone ChEST695o3	BX259751	0	0.1	-1.12	-1.22	0.026105
Gga.18768.1.S1_at		Finished cDNA, clone ChEST650c23	BU306029	0	0.02	-1.19	-1.22	0.000025
Gga.19853.1.S1_at		Finished cDNA, clone ChEST1010m16	CR407015.1	0	-0.07	-1.28	-1.22	0.017266
Gga.10372.1.A1_at		Finished cDNA, clone ChEST552f4	BX931771.1	0	-0.26	-1.48	-1.22	0.000057
Gga.17110.1.S1_at		Finished cDNA, clone ChEST701k15	CR391266.1	0	-1.09	-2.31	-1.22	0.005231
Gga.2931.1.S1_at	RRBP1	ribosome binding protein 1 homolog 180kDa (dog)	L13973.1	396414	0.1	-1.13	-1.23	0.024321
GgaAffx.7759.1.S1_at	UTRN	utrophin	ENSGALT00000019989.1	421610	0.03	-1.2	-1.23	0.007589
Gga.11323.1.S1_at	CRH	corticotropin releasing hormone	AJ621492.2	404297	-0.06	-1.29	-1.23	0.001959
Gga.11317.1.S1_at			CR354361.1	415439	-0.33	-1.56	-1.23	0.002075
Gga.14195.1.S1_at		Finished cDNA, clone ChEST542c3	BU472478	0	-0.46	-1.69	-1.23	0.00441
Gga.12660.2.S1_a_at	PCSK5	proprotein convertase subtilisin/kexin type 5	BX930369.1	395456	-0.58	-1.81	-1.23	0.001962
GgaAffx.22988.1.S1_at			ENSGALT00000015689.1	0	-0.41	-1.65	-1.24	0.001432
Gga.2668.1.S1_a_at	RARB	retinoic acid receptor, beta	NM_205326.1	396266	-0.32	-1.57	-1.25	0.003899
Gga.718.2.S1_a_at	DMD	dystrophin	BU337294	396236	-0.74	-1.99	-1.25	0.000068
Gga.11634.1.S1_at	CTHRC1	collagen triple helix repeat containing 1	BX935556.2	420262	0.22	-1.04	-1.26	0.030635
Gga.5111.1.S1_at	CCDC80	coiled-coil domain containing 80	NM_204431.1	395074	-0.23	-1.49	-1.26	0.010957
Gga.4491.1.S1_s_at	LSP1	lymphocyte-specific protein 1	CR387714.1	374254	-0.34	-1.61	-1.26	0.001514
Gga.12011.2.S1_a_at	CEP290	centrosomal protein 290kDa	BX934669.1	417887	-0.83	-2.09	-1.26	0.007314
Gga.11387.1.S1_s_at	LOC769163	similar to GPBP-interacting protein 130b	BX935828.1	769163	-0.06	-1.32	-1.27	0.008455
Gga.14180.1.S1_at	LOC420792	similar to tensin	BU485072	420792	-0.26	-1.53	-1.27	0.000043
Gga.239.1.S1_at	TLL1	tolloid-like 1	NM_204703.1	395441	-0.52	-1.79	-1.27	0.016249
Gga.10720.1.S1_at		Finished cDNA, clone ChEST613c7	BU452631	0	-1.35	-2.62	-1.27	0.021283
Gga.12911.1.S1_at	LOC422756	similar to RAS-like, family 11, member B	BU332293	422756	-1.46	-2.73	-1.27	0.000004
GgaAffx.23234.2.S1_s_at	LOC421461	similar to latent transforming growth factor beta binding protein 1 isoform LTBP-1L	ENSGALT00000017014.1	421461	0.22	-1.07	-1.28	0.005128
Gga.14547.1.S1_at	LOC428510	Similar to axonemal dynein heavy chain DNAH5	CR387609.1	428510	-0.03	-1.31	-1.28	0.021228
Gga.19236.1.A1_at		Finished cDNA, clone ChEST860e23	BU204804	0	-0.26	-1.54	-1.28	0.000626
Gga.15278.1.S1_at		Finished cDNA, clone ChEST541n20	CR385196.1	0	-0.68	-1.95	-1.28	0.000469
Gga.19980.1.S1_at		Finished cDNA, clone ChEST788b15	BU459767	0	-0.98	-2.25	-1.28	0.000382
Gga.552.1.S1_at	DIO3	deiodinase, iodothyronine, type III	Y11273.1	395939	0.44	-0.85	-1.29	0.020894
Gga.7689.3.S1_s_at	LOC418565	similar to calcium/calmodulin-dependent serine protein kinase (MAGUK family)	BU243905	0	0.06	-1.22	-1.29	0.00186
Gga.2827.2.S1_a_at	TIMP3	TIMP metallopeptidase inhibitor 3	CR386544.1	396483	-0.42	-1.72	-1.29	0.002977
Gga.16135.1.S1_at	PALLD	palladin, cytoskeletal associated protein	BU202964	422430	-0.57	-1.86	-1.29	0.001461
Gga.1471.1.S1_at		Finished cDNA, clone ChEST189e1	BU357160	0	-0.57	-1.86	-1.29	0.001094
GgaAffx.12711.1.S1_at	RCJMB04_21h11	hypothetical protein LOC768701	AJ720608	768701	-0.67	-1.97	-1.29	0.003035
Gga.3607.1.S1_a_at	LOC396243	Collagen alpha 2(I) chain precursor	M33383.1	396243	-0.68	-1.97	-1.29	0.000372
Gga.6919.1.A1_at	CXXC5	CXXC finger 5	BX271596	416138	0.29	-1	-1.3	0.049865
Gga.2969.1.S1_s_at	RCJMB04_32j5	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha	BU355435	426396	-0.1	-1.4	-1.3	0.036183
Gga.4491.1.S1_at	LSP1	lymphocyte-specific protein 1	CR387714.1	374254	-0.12	-1.42	-1.3	0.008423
Gga.8489.1.S1_at	FGF9	fibroblast growth factor 9 (glia-activating factor)	NM_204399.1	378917	-0.36	-1.66	-1.3	0.007398
Gga.14278.1.S1_at		Finished cDNA, clone ChEST37d4	CR352696.1	0	-0.76	-2.06	-1.3	0.003682
GgaAffx.22193.2.S1_s_at	CADPS	Ca2+-dependent secretion activator	ENSGALT00000011773.1	416075	-0.85	-2.15	-1.3	0.000076
Gga.16207.1.S1_s_at	PPP2R3A	protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha	CR385503.1	424733	0.37	-0.94	-1.31	0.00484
Gga.7428.1.S1_at	CMYA5	cardiomyopathy associated 5	BX933841.1	427177	0.16	-1.16	-1.31	0.011133
Gga.4051.1.S1_at	CTGF	connective tissue growth factor	NM_204274.1	374135	-0.12	-1.43	-1.31	0.008273
Gga.8747.1.S1_at	LOC429710	similar to Junction plakoglobin	BX540647	0	-0.38	-1.69	-1.31	0.035534
Gga.14771.1.S1_at		Finished cDNA, clone ChEST34m4	BU208405	0	0.28	-1.04	-1.32	0.006987
Gga.13441.1.S1_x_at		Finished cDNA, clone ChEST40a19	BU394918	0	0.04	-1.28	-1.32	0.003811
Gga.18421.1.S1_at		Finished cDNA, clone ChEST659j16	BU221730	0	-0.29	-1.61	-1.32	0.000371
Gga.3099.1.S1_at		Finished cDNA, clone ChEST725l11	CF075097	0	-0.42	-1.75	-1.32	0.006856
GgaAffx.24395.1.S1_at	LOC770462	similar to PAK4 protein	ENSGALT00000023126.1	0	-0.64	-1.96	-1.32	0.000004
Gga.19934.1.S1_at	SNAI2	snail homolog 2 (Drosophila)	BU396459	432368	0.06	-1.27	-1.33	0.032659
GgaAffx.23472.1.S1_at	LOC428437	similar to MGC137510 protein	ENSGALT00000018199.1	428437	-0.91	-2.24	-1.33	0.003421
GgaAffx.23229.1.S1_s_at	LOC771940	similar to Ceruloplasmin precursor (Ferroxidase)	ENSGALT00000016991.1	0	0.03	-1.31	-1.34	0.00646
GgaAffx.22999.1.S1_s_at	COL1A2	collagen, type I, alpha 2	ENSGALT00000015703.1	420564	0.07	-1.28	-1.35	0.001759
GgaAffx.12721.1.A1_at	RCJMB04_21l11	transmembrane, prostate androgen induced RNA	AJ720618	428166	-1.21	-2.57	-1.35	0.001134
Gga.5318.1.S1_at			BU341494	0	0.3	-1.06	-1.36	0.000475
Gga.18130.1.S1_at		Finished cDNA, clone ChEST478c4	BU272119	0	-0.16	-1.51	-1.36	0.001456
GgaAffx.24121.4.S1_s_at	LOC420952	similar to KIAA1695 protein	ENSGALT00000021426.1	420952	1	-1.11	-1.37	0.007282
Gga.16130.1.S1_at		Finished cDNA, clone ChEST424a5	CR386776.1	0	-0.12	-1.49	-1.37	0.032365
Gga.13207.1.S1_at	NLN	neurolysin (metallopeptidase M3 family)	BU379156	427167	-0.55	-1.92	-1.37	0.000264
Gga.3180.1.S2_a_at	LFNG	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	NM_204948.1	395790	-0.71	-2.08	-1.37	0.005929
Gga.4346.1.S1_at	CASP3	caspase 3, apoptosis-related cysteine peptidase	NM_204725.1	395476	0.1	-1.29	-1.38	0.021095
Gga.1019.1.S1_at		Finished cDNA, clone ChEST270m22	BU387725	0	0.01	-1.37	-1.38	0.003896
Gga.2668.2.S1_at	RARB	retinoic acid receptor, beta	BU390690	396266	-0.15	-1.53	-1.38	0.009588
Gga.9525.1.S1_s_at	LOC423991	similar to KIAA1946	CN235262	423991	0.2	-1.19	-1.39	0.037442
Gga.2969.1.S1_at			BU355435	426396	-0.05	-1.43	-1.39	0.043184
Gga.6003.1.S1_a_at	LOC419019	similar to LOC495390 protein	BU284072	419019	0.14	-1.26	-1.4	0.000262
Gga.9177.1.S1_at		Finished cDNA, clone ChEST937a10	BU328214	0	-0.61	-2.01	-1.4	0.005984
Gga.4384.1.S2_at	BIRC2	baculoviral IAP repeat-containing 2	BU239841	374012	-0.65	-2.06	-1.4	0.001026
GgaAffx.2517.1.S1_at	LOC423690	similar to leukemia-associated protein with a CXXC domain	ENSGALT00000006482.1	0	0.05	-1.36	-1.41	0.000335
Gga.10570.1.S1_at	KHDRBS3	KH domain containing, RNA binding, signal transduction associated 3	BU136664	420317	-0.67	-2.08	-1.41	0.018249
GgaAffx.20969.1.S1_at		Finished cDNA, clone ChEST322a24	CR523646.1	0	-1.14	-2.55	-1.41	0.001117
Gga.4303.1.S1_at	LOX	lysyl oxidase	NM_205481.1	396474	-0.56	-1.98	-1.42	0.024488
Gga.2842.1.S1_at	CXXC5	CXXC finger 5	BU327910	416138	0.15	-1.28	-1.43	0.018194
Gga.4087.1.S2_at	FZD1	frizzled homolog 1 (Drosophila)	BU226682	374062	-0.15	-1.58	-1.43	0.01503
Gga.16422.1.S1_at	LOC423782	hypothetical LOC423782	BU113809	0	-0.3	-1.73	-1.43	0.001973
Gga.13327.1.S1_s_at	LOC422413	similar to hypothetical protein DKFZp434L142	BU450900	422413	-2.13	-3.56	-1.43	0.000742
Gga.10972.1.S1_at	LOC420315	similar to alpha 1 type XXII collagen	BX931481.2	420315	-0.27	-1.71	-1.44	0.000183
GgaAffx.21032.1.S1_at		Finished cDNA, clone ChEST863h3	CR523583.1	0	-0.76	-2.19	-1.44	0.00578
GgaAffx.3535.1.S1_at	LOC423037	similar to JAW1-related protein	ENSGALT00000009037.1	423037	-1.15	-2.59	-1.44	0.000072
GgaAffx.6512.1.S1_at	LOC417870	similar to PRKC, apoptosis, WT1, regulator	ENSGALT00000016801.1	417870	-1.67	-3.12	-1.44	0.000113
Gga.1641.1.A1_at	LOC417151	Hypothetical LOC417151	BX271137	0	0.6	-0.85	-1.45	0.008874
GgaAffx.7130.7.S1_s_at	LOC424194	similar to anion exchanger 3 brain	ENSGALT00000018306.1	0	0.09	-1.35	-1.45	0.001842
Gga.19012.1.S1_at	LOC423782	hypothetical LOC423782	CR388601.1	423782	-0.22	-1.68	-1.46	0.000243
Gga.1784.1.S1_at	ITGA8	integrin, alpha 8	NM_205288.1	396225	-0.87	-2.33	-1.46	0.000558
Gga.9783.1.S1_s_at	LOC417151	Hypothetical LOC417151	BX933023.1	0	0.61	-0.86	-1.47	0.00362
Gga.9671.1.S1_at	LOC424643	hypothetical LOC424643	BU447234	0	0.26	-1.21	-1.47	0.015027
Gga.3477.1.S1_at	FGFR2	fibroblast growth factor receptor 2	NM_205319.1	396259	-0.41	-1.87	-1.47	0.004864
Gga.18811.1.S1_at		Finished cDNA, clone ChEST987f14	CR391541.1	0	0.21	-1.27	-1.48	0.001411
Gga.18917.1.S1_s_at		Hypothetical protein, clone 9b22	CD215341	0	-0.45	-1.93	-1.48	0.006489
Gga.9326.2.S1_at	LOC768399	Similar to Pro-Pol-dUTPase polyprotein; RNaseH; dUTPase; integrase; protease; reverse transcriptase	BU264864	768943	-0.64	-2.12	-1.48	0.0072
Gga.4306.1.S1_at	DMN	desmuslin	NM_204809.1	395599	-0.58	-2.08	-1.5	0.00062
Gga.4305.1.S1_at		Finished cDNA, clone ChEST72k8	CF250667	0	0.27	-1.26	-1.53	0.002944
Gga.714.1.S2_at			BU435537	386747	-0.13	-1.66	-1.53	0.004004
GgaAffx.1539.1.S1_at	LOC428221	similar to FLJ00201 protein	ENSGALT00000003614.1	428221	-0.24	-1.78	-1.53	0.000296
Gga.13228.1.S1_at	LOC422430	Actin-associated protein palladin	BU253221	422430	-0.46	-1.99	-1.53	0.000232
GgaAffx.7805.2.S1_s_at	LOC420768	similar to C7orf10 protein	ENSGALT00000020142.1	0	-1.56	-3.09	-1.53	0.00001
Gga.2535.2.S1_a_at	LOC421461	similar to latent transforming growth factor beta binding protein 1 isoform LTBP-1L	BU130679	0	0.59	-0.95	-1.54	0.002893
GgaAffx.6053.1.S1_at			ENSGALT00000015706.1	0	0.22	-1.32	-1.54	0.002922
Gga.13822.1.S1_at		Gga.13822.1	BU301532	0	0.59	-0.97	-1.55	0.013126
Gga.18934.1.S1_at		Finished cDNA, clone ChEST423b4	BU485153	0	0.48	-1.07	-1.55	0.023953
Gga.9271.1.S1_a_at		Finished cDNA, clone ChEST586b17	CR391213.1	0	0.33	-1.22	-1.55	0.005006
Gga.4941.1.S1_at	CDH11	cadherin 11, type 2, OB-cadherin (osteoblast)	AF055342.1	415797	-0.31	-1.86	-1.55	0.001245
Gga.18700.1.S1_at		Finished cDNA, clone ChEST206h11	CR391257.1	0	-0.74	-2.29	-1.55	0.000365
Gga.16411.1.S1_at		Finished cDNA, clone ChEST36h24	CR386924.1	0	0.49	-1.07	-1.56	0.004617
GgaAffx.20762.1.S1_at	LOC396152	Ch-runtB2	CR523853.1	396152	-0.25	-1.81	-1.56	0.03782
GgaAffx.20483.1.S1_at		Finished cDNA, clone ChEST655p17	CR524132.1	0	-0.67	-2.23	-1.56	0.000965
GgaAffx.21342.1.S1_at		Finished cDNA, clone ChEST609n12	CR523273.1	0	-0.5	-2.07	-1.57	0.000048
Gga.1647.1.S1_at		Finished cDNA, clone ChEST712h12	BU365058	0	0.31	-1.27	-1.58	0.019863
GgaAffx.8024.1.S1_at	LOC771624	hypothetical protein LOC771624	ENSGALT00000020673.1	0	-0.1	-1.69	-1.58	0.003706
Gga.491.1.S1_at	WNT9A	wingless-type MMTV integration site family, member 9A	NM_204981.1	395829	-0.19	-1.77	-1.58	0.003157
Gga.4052.1.S1_at	MYL9	myosin, light chain 9, regulatory	NM_205278.1	396215	-0.68	-2.26	-1.58	0.004733
Gga.3104.1.S1_at	LOC418752	similar to Collagen alpha-2(IV) chain	CR385849.1	0	-0.89	-2.48	-1.58	0.001341
Gga.12552.1.S1_at		Transcribed locus	CK607277	0	0.22	-1.38	-1.59	0.00315
GgaAffx.9641.1.S1_at	PCSK5	proprotein convertase subtilisin/kexin type 5	ENSGALT00000024468.1	395456	-0.77	-2.38	-1.61	0.007771
GgaAffx.7501.1.S1_at	FAT4	FAT tumor suppressor homolog 4 (Drosophila)	ENSGALT00000019291.1	0	0.39	-1.23	-1.62	0.000542
GgaAffx.1883.3.S1_s_at	LOC427019	similar to ADAMTS-like 2	ENSGALT00000002556.1	427019	0.11	-1.53	-1.63	0.008031
Gga.2304.1.S1_at	C-erbB oncogene mRNA activated by ALV insertion, producing a gag-env-erbB fusion protein	C-erbB oncogene mRNA activated by ALV insertion, producing a gag-env-erbB fusion protein	BU223184	0	-0.08	-1.71	-1.63	0.005855
Gga.16213.1.S1_at		Finished cDNA, clone ChEST532c9	CR387761.1	0	-0.61	-2.24	-1.64	0.004827
Gga.19892.1.S1_at		Finished cDNA, clone ChEST752i24	CR407136.1	0	-0.92	-2.56	-1.64	0.000011
Gga.18092.1.S1_at		Finished cDNA, clone ChEST807h20	CR389639.1	0	-1.43	-3.08	-1.64	0.00001
Gga.18351.1.A1_at	LOC426312	similar to N-acetylglucosamine-6-sulfatase	CR390376.1	426312	0.12	-1.53	-1.65	0.007231
Gga.16322.1.S1_at		Finished cDNA, clone ChEST772i13	BU130385	0	0.07	-1.58	-1.65	0.000256
Gga.4988.1.S1_at	CALD1	caldesmon 1	NM_204158.1	373965	-0.43	-2.08	-1.65	0.001559
Gga.9052.1.S1_at	LOC768655	similar to pim-3 protein	BU457184	0	-0.15	-1.82	-1.66	0.000793
GgaAffx.9643.2.S1_at	PCSK5	proprotein convertase subtilisin/kexin type 5	ENSGALT00000024470.1	395456	-0.37	-2.03	-1.66	0.002427
GgaAffx.12413.1.S1_at	LOC768866	hypothetical protein LOC768866	AJ720310	768866	-0.42	-2.09	-1.67	0.003554
Gga.13003.1.S1_at		Finished cDNA, clone ChEST999a12	BU463188	0	-0.95	-2.62	-1.67	0.001007
Gga.15074.1.S1_at	LOC771075	hypothetical protein LOC771075	BU253126	0	-0.03	-1.7	-1.68	0.005468
GgaAffx.9565.2.S1_s_at	LOC431602	similar to protein tyrosine phosphatase, receptor type, D	ENSGALT00000024294.1	0	-0.33	-2.01	-1.68	0.02103
GgaAffx.21386.1.S1_s_at	CALD1	caldesmon 1	CR523229.1	373965	-0.58	-2.26	-1.68	0.001514
Gga.11317.2.S1_a_at			BX929277.1	415439	-1.16	-2.84	-1.69	0.000601
GgaAffx.20952.1.A1_s_at	COL2A1	collagen, type II, alpha 1 (primary osteoarthritis, spondyloepiphyseal dysplasia, congenital)	CR523663.1	395069	-0.48	-2.18	-1.7	0.000223
Gga.4851.1.A1_at	COL3A1	Collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)	CR389359.1	0	0.49	-1.22	-1.71	0.00611
Gga.5015.1.A1_at		Clone cDNA48AR microsatellite MCW188 sequence	L48897.1	0	-0.07	-1.78	-1.71	0.00066
Gga.7551.1.S1_at	WISP1	WNT1 inducible signaling pathway protein 1	BU213681	420322	-0.48	-2.19	-1.71	0.012132
Gga.5016.1.S1_at	Clone cDNA44AR microsatellite MCW149 sequence	Clone cDNA44AR microsatellite MCW149 sequence	L48895.1	0	-1.13	-2.84	-1.71	0.00005
Gga.6268.1.S1_at		Finished cDNA, clone ChEST867d11	CR338924.1	0	-0.08	-1.8	-1.72	0.035762
Gga.718.1.S1_at	DMD	dystrophin	NM_205299.1	396236	-0.86	-2.58	-1.72	0.00001
Gga.13585.1.S1_s_at	FAM20A	family with sequence similarity 20, member A	BX934750.1	417439	-1.11	-2.83	-1.72	0.000147
Gga.4965.2.S1_at	LOC395875	Collagen type XII alpha 1 chain	BU424353	395875	-0.07	-1.8	-1.73	0.004542
GgaAffx.21792.1.S1_s_at	SCX	class II bHLH protein scleraxis	NM_204253.1	374101	0.82	-0.92	-1.74	0.020298
GgaAffx.20781.1.S1_at		Finished cDNA, clone ChEST229d1	CR523834.1	0	-0.15	-1.89	-1.74	0.019695
Gga.344.1.S1_s_at	PDLIM3	PDZ and LIM domain 3	BX269956	414873	-2.89	-4.64	-1.75	0.000037
Gga.18329.1.S1_at		Finished cDNA, clone ChEST922a6	BU484490	0	0.15	-1.61	-1.76	0.000119
Gga.4965.1.S1_at	COL12A1	collagen, type XII, alpha 1	D00824.1	395875	-0.05	-1.81	-1.76	0.006689
Gga.1615.1.S1_at	TMTC1	transmembrane and tetratricopeptide repeat containing 1	AL587697	418143	-0.49	-2.27	-1.77	0.001486
Gga.566.1.S1_at	ITGA1	integrin, alpha 1	NM_205069.1	395951	-0.45	-2.23	-1.78	0.00015
Gga.19659.1.S1_at		Finished cDNA, clone ChEST867m22	BU309002	0	-0.03	-1.82	-1.79	0.000239
Gga.4988.2.S1_a_at	CALD1	caldesmon 1	M28417.1	373965	-0.21	-2	-1.79	0.015466
Gga.2769.1.S1_at	IL6	interleukin 6 (interferon, beta 2)	NM_204628.1	395337	-0.56	-2.35	-1.79	0.001272
GgaAffx.10059.1.S1_at	LOC427971	similar to aggrecanase-2	ENSGALT00000025470.1	427971	-1.28	-3.07	-1.79	0.000369
Gga.13928.1.S1_at		Finished cDNA, clone ChEST215b14	BU483724	0	0.69	-1.11	-1.8	0.004951
Gga.16589.1.S2_at	LSP1	lymphocyte-specific protein 1	BU290178	374254	-0.26	-2.07	-1.8	0.005765
Gga.644.1.S1_at	ACTG2	actin, gamma 2, smooth muscle, enteric	NM_205172.1	396084	-1.26	-3.06	-1.8	0.00011
Gga.11887.1.S1_at		Finished cDNA, clone ChEST644h21	BX935172.1	0	0.47	-1.34	-1.81	0.002709
Gga.8948.1.S1_s_at	LOC426312	similar to N-acetylglucosamine-6-sulfatase	AY313954.1	426312	-0.33	-2.14	-1.81	0.001398
Gga.4217.3.S1_at	MYH6	myosin, heavy chain 6, cardiac muscle, alpha (cardiomyopathy, hypertrophic 1)	U87231.1	427788	-2.05	-3.86	-1.81	0.000638
Gga.1631.1.A1_at		Transcribed locus	AL587768	0	0.07	-1.76	-1.83	0.005716
GgaAffx.12091.1.S1_at		Hypothetical protein, clone 9b22	AJ719988	0	-0.34	-2.17	-1.83	0.015724
Gga.19439.1.S1_at		Finished cDNA, clone ChEST643d13	BU259119	0	-1.06	-2.88	-1.83	0.000147
Gga.13764.1.S1_at		Finished cDNA, clone ChEST1014h3	BU203330	0	0.11	-1.72	-1.84	0.000007
GgaAffx.1352.2.S1_at	LOC423614	similar to synaptotagmin XV-a	ENSGALT00000003181.1	423614	-0.1	-1.94	-1.84	0.024425
Gga.15886.1.S1_at		Finished cDNA, clone ChEST720e24	CR387145.1	0	0.16	-1.69	-1.85	0.003473
Gga.5376.2.S1_a_at		Finished cDNA, clone ChEST560m2	BU247965	0	-0.04	-1.9	-1.86	0.002422
Gga.3928.1.S1_at	HAPLN1	hyaluronan and proteoglycan link protein 1	NM_205482.1	396475	-0.22	-2.09	-1.86	0.045528
Gga.3676.1.S1_at	LOC423952	N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase	AJ441642	423952	-0.72	-2.58	-1.86	0.002075
GgaAffx.6656.1.S1_at	LOC421461	similar to latent transforming growth factor beta binding protein 1 isoform LTBP-1L	ENSGALT00000017136.1	421461	-0.03	-1.92	-1.88	0.001187
Gga.2375.1.S2_at	CTNNA2	catenin (cadherin-associated protein), alpha 2	BU223694	396035	-0.71	-2.6	-1.88	0.006771
GgaAffx.21149.1.S1_at		Finished cDNA, clone ChEST752c1	CR523466.1	0	-0.1	-1.99	-1.89	0.001085
Gga.14835.1.S1_at		Finished cDNA, clone ChEST286i13	BU468873	0	0.72	-1.19	-1.91	0.008329
Gga.2592.1.S1_at	COL5A1	collagen, type V, alpha 1	NM_204790.1	395568	0.02	-1.89	-1.91	0.000446
Gga.1552.1.A1_at		Transcribed locus	AL586590	0	-0.09	-2	-1.91	0.007564
Gga.16662.1.S1_at			BU278810	0	-0.47	-2.38	-1.91	0.002128
Gga.7754.1.S1_at	LOC416892	similar to hypothetical protein LOC338773	BU222744	416892	0.15	-1.77	-1.92	0.00052
Gga.16392.1.S1_at	COL11A1	collagen, type XI, alpha 1	BU421013	0	0.11	-1.8	-1.92	0.003757
GgaAffx.1557.1.S1_at	GPC1	glypican 1	ENSGALT00000003692.1	424770	0.63	-1.32	-1.96	0.009801
Gga.5016.1.A1_at		Clone cDNA44AR microsatellite MCW149 sequence	L48895.1	0	-1.16	-3.12	-1.96	0.000823
Gga.12667.1.S1_at	FILIP1	filamin A interacting protein 1	BU260611	421860	-0.11	-2.08	-1.97	0.005935
Gga.2800.1.S1_at	SLMAP	sarcolemma associated protein	NM_205395.1	396360	-0.94	-2.91	-1.97	0.001143
Gga.5154.1.S1_at	POSTN	periostin, osteoblast specific factor	BU435666	395429	-0.17	-2.15	-1.98	0.002042
Gga.12557.1.S1_at	LOC768542	similar to TMEFF2	BX933949.1	0	-1.07	-3.07	-2	0.003103
Gga.5291.1.S1_at	CADM1	cell adhesion molecule 1	BU216867	419762	1.02	-0.99	-2.01	0.000792
Gga.15903.1.S1_s_at	PDZRN3	PDZ domain containing RING finger 3	CR387480.1	416099	0.04	-1.97	-2.01	0.000679
Gga.645.1.S1_s_at	SKIL	SKI-like oncogene	NM_205174.1	396087	0.11	-1.92	-2.03	0.014618
Gga.12471.1.S1_at	LOC421364	hypothetical LOC421364	BU337463	421364	0.11	-1.92	-2.03	0.004735
GgaAffx.9643.1.S1_at	PCSK5	proprotein convertase subtilisin/kexin type 5	ENSGALT00000024469.1	395456	-0.06	-2.09	-2.03	0.008312
Gga.4965.3.S1_a_at	COL12A1	collagen, type XII, alpha 1	X67327.1	395875	-0.68	-2.72	-2.04	0.000135
GgaAffx.1064.1.S1_s_at	ATG16L1	ATG16 autophagy related 16-like 1 (S. cerevisiae)	ENSGALT00000002471.1	424746	0.03	-2.02	-2.05	0.000648
Gga.15017.1.S1_at	LOC424815	hypothetical LOC424815	BU238786	0	0.33	-1.73	-2.06	0.000382
Gga.2829.1.S1_at		Finished cDNA, clone ChEST888b4	BU279348	0	-0.35	-2.42	-2.06	0.000196
GgaAffx.25869.1.S1_at	LOC419533	hypothetical LOC419533	ENSGALT00000000548.1	419533	-0.45	-2.51	-2.06	0.000567
Gga.4217.3.S1_x_at	MYH6	myosin, heavy chain 6, cardiac muscle, alpha (cardiomyopathy, hypertrophic 1)	U87231.1	427788	-1.91	-3.97	-2.07	0.000802
GgaAffx.12553.1.S1_at	RCJMB04_17o8	sterile alpha motif domain containing 11	AJ720450	419434	-0.71	-2.8	-2.09	0.003335
