Curated Gene Symbol	FeatureNumber	GeneName	siCTNNB1	siBRG1	siP300	siMLLT10	Description
	15839	XR_019203	1.8	-0.194	-0.509	0.43	PREDICTED: Homo sapiens similar to Keratin, type II cytoskeletal 8 (Cytokeratin-8) (CK-8) (Keratin-8) (K8) (LOC390472), mRNA [XR_019203]
	39563	A_24_P281605	1.802	-0.249	-0.582	0.422	Unknown
TMEM105	6602	TMEM105	1.803	-0.145	-0.208	-0.063	transmembrane protein 105 (TMEM105), mRNA [NM_178520]
	41331	A_24_P15973	1.804	-0.152	-0.389	0.405	Unknown
	16395	BM807051	1.805	-0.032	-0.373	-0.101	AGENCOURT_6552906 NIH_MGC_85 Homo sapiens cDNA clone IMAGE:5552012 5, mRNA sequence [BM807051]
ATP8A1	25060	ATP8A1	1.806	-0.881	-0.735	-0.015	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1 (ATP8A1), transcript variant 1, mRNA [NM_006095]
	10001	CA313037	1.807	0.104	-0.033	-0.139	CA313037 UI-CF-FN0-aex-g-14-0-UI.s1 UI-CF-FN0 Homo sapiens cDNA clone UI-CF-FN0-aex-g-14-0-UI 3, mRNA sequence [CA313037]
	2726	A_24_P798431	1.807	0.183	-0.183	-0.096	Unknown
	32286	ENST00000327506	1.807	-0.139	-0.295	0.249	Homo sapiens hypothetical protein LOC339766, mRNA (cDNA clone IMAGE:5478533), partial cds. [BC042133]
AATK	8149	AATK	1.81	-0.463	0.087	0.215	apoptosis-associated tyrosine kinase (AATK), mRNA [NM_001080395]
PI3	28657	PI3	1.811	--	--	--	peptidase inhibitor 3, skin-derived (SKALP) (PI3), mRNA [NM_002638]
FOS	2479	FOS	1.814	-1.067	-0.789	0.324	v-fos FBJ murine osteosarcoma viral oncogene homolog (FOS), mRNA [NM_005252]
FCGBP	9339	FCGBP	1.816	-0.697	-1.156	0.367	Fc fragment of IgG binding protein (FCGBP), mRNA [NM_003890]
MST1	25389	MST1	1.828	0.183	-0.015	0.152	macrophage stimulating 1 (hepatocyte growth factor-like) (MST1), mRNA [NM_020998]
SLCO2B1	45105	SLCO2B1	1.828	0.571	-1.412	0.41	solute carrier organic anion transporter family, member 2B1 (SLCO2B1), mRNA [NM_007256]
	38939	A_24_P315594	1.831	0.057	-0.205	0.686	Unknown
CAPN9	19730	CAPN9	1.831	-0.782	-0.824	0.146	calpain 9 (CAPN9), transcript variant 1, mRNA [NM_006615]
C1orf116	27571	C1orf116	1.833	-0.822	-1.199	-0.238	chromosome 1 open reading frame 116 (C1orf116), transcript variant 1, mRNA [NM_023938]
	4426	A_23_P62857	1.834	-0.556	-2.383	-0.081	Unknown
PRSS2	13192	PRSS2	1.84	0.994	-0.247	0.477	protease, serine, 2 (trypsin 2) (PRSS2), transcript variant 1, mRNA [NM_002770]
EPB41L1	40725	EPB41L1	1.844	-0.126	-0.25	0.213	erythrocyte membrane protein band 4.1-like 1 (EPB41L1), transcript variant 1, mRNA [NM_012156]
FAM83E	3478	FAM83E	1.844	-1.073	-1.003	--	family with sequence similarity 83, member E (FAM83E), mRNA [NM_017708]
COPA	23628	COPA	1.845	0.331	0.491	0.166	coatomer protein complex, subunit alpha (COPA), transcript variant 1, mRNA [NM_001098398]
GPRC5A	43398	GPRC5A	1.851	-0.116	-1.778	1.087	G protein-coupled receptor, family C, group 5, member A (GPRC5A), mRNA [NM_003979]
	14940	A_24_P298894	1.858	-0.055	-0.4	0.301	Unknown
	19969	A_32_P57002	1.862	-0.033	-0.467	0.098	Unknown
PLA2G2A	33790	PLA2G2A	1.863	-0.818	-3.031	-0.137	phospholipase A2, group IIA (platelets, synovial fluid) (PLA2G2A), mRNA [NM_000300]
UGT2B17	35391	UGT2B17	1.877	0.168	-0.267	0.068	UDP glucuronosyltransferase 2 family, polypeptide B17 (UGT2B17), mRNA [NM_001077]
CDH12	15553	CDH12	1.879	0.201	0.192	0.159	cadherin 12, type 2 (N-cadherin 2) (CDH12), mRNA [NM_004061]
	4225	XR_018641	1.891	-0.229	-0.458	0.462	PREDICTED: Homo sapiens similar to Keratin, type II cytoskeletal 8 (Cytokeratin-8) (CK-8) (Keratin-8) (K8) (LOC649545), mRNA [XR_018641]
ALDH1L1	39837	ALDH1L1	1.894	-0.215	0.173	0.051	aldehyde dehydrogenase 1 family, member L1 (ALDH1L1), mRNA [NM_012190]
TPO	23210	TPO	1.895	--	--	--	thyroid peroxidase (TPO), transcript variant 1, mRNA [NM_000547]
	29259	LOC100128116	1.896	-0.101	-0.35	0.376	PREDICTED: Homo sapiens misc_RNA (LOC100128116), miscRNA [XR_038299]
	22124	BC018589	1.899	0.05	-0.398	0.376	Homo sapiens cDNA clone IMAGE:3863301. [BC018589]
AKR1C1	13845	AKR1C1	1.901	0.228	0.181	0.47	aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase) (AKR1C1), mRNA [NM_001353]
KLF6	20049	KLF6	1.901	-0.106	-0.575	-0.075	Kruppel-like factor 6 (KLF6), transcript variant 2, mRNA [NM_001300]
PTRF	13320	PTRF	1.902	0.661	1.156	0.569	polymerase I and transcript release factor (PTRF), mRNA [NM_012232]
KRT8	30261	KRT8	1.907	-0.05	-0.24	0.436	keratin 8 (KRT8), mRNA [NM_002273]
POLD4	30306	POLD4	1.909	0.088	0.229	0.207	polymerase (DNA-directed), delta 4 (POLD4), mRNA [NM_021173]
ST3GAL4	34880	ST3GAL4	1.909	-0.259	0.016	0.091	Homo sapiens cDNA FLJ11867 fis, clone HEMBA1006976, weakly similar to H.sapiens mRNA for Gal-beta(1-3/1-4)GlcNAc alpha-2.3-sialyltransferase. [AK021929]
COL17A1	26786	COL17A1	1.92	--	--	--	collagen, type XVII, alpha 1 (COL17A1), mRNA [NM_000494]
SLC7A7	16738	SLC7A7	1.921	-0.133	-1.781	0.795	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7 (SLC7A7), mRNA [NM_003982]
CDH15	12085	CDH15	1.927	0.061	-0.143	-0.086	cadherin 15, M-cadherin (myotubule) (CDH15), mRNA [NM_004933]
MIR22HG	7970	C17orf91	1.927	0.478	0.435	-0.065	chromosome 17 open reading frame 91 (C17orf91), transcript variant 1, mRNA [NM_032895]
EGR1	3808	EGR1	1.927	-0.422	0.835	0.2	early growth response 1 (EGR1), mRNA [NM_001964]
HLA-DMA	9166	HLA-DMA	1.93	-0.181	-0.003	0.215	major histocompatibility complex, class II, DM alpha (HLA-DMA), mRNA [NM_006120]
SGK2	4023	SGK2	1.934	--	--	--	serum/glucocorticoid regulated kinase 2 (SGK2), transcript variant 1, mRNA [NM_170693]
KLF6	9355	KLF6	1.941	-0.034	-0.537	-0.006	Kruppel-like factor 6 (KLF6), transcript variant 2, mRNA [NM_001300]
SLC22A18AS	36827	SLC22A18AS	1.943	-0.107	-0.582	0.033	Homo sapiens ORCTL2S hypothetical protein (ORCTL2S) mRNA, complete cds. [AF037066]
CLDN23	39657	CLDN23	1.944	0.715	0.821	0.405	claudin 23 (CLDN23), mRNA [NM_194284]
UGT2B15	34060	UGT2B15	1.948	1.216	-0.018	0.34	UDP glucuronosyltransferase 2 family, polypeptide B15 (UGT2B15), mRNA [NM_001076]
STAT4	43850	STAT4	1.955	--	--	--	signal transducer and activator of transcription 4 (STAT4), mRNA [NM_003151]
	4004	BC031250	1.959	0.345	-0.194	0.16	Homo sapiens cDNA clone IMAGE:5268928. [BC031250]
LTBP1	5798	LTBP1	1.96	-0.227	-0.231	0.08	latent transforming growth factor beta binding protein 1 (LTBP1), transcript variant 1, mRNA [NM_206943]
MMEL1	6292	MMEL1	1.968	-0.537	-0.339	0.285	membrane metallo-endopeptidase-like 1 (MMEL1), mRNA [NM_033467]
	2452	LOC149501	1.971	-0.096	-0.374	0.44	PREDICTED: Homo sapiens misc_RNA (LOC149501), miscRNA [XR_018597]
DEFB1	4673	DEFB1	1.978	-0.839	-1.485	0.754	defensin, beta 1 (DEFB1), mRNA [NM_005218]
FOXQ1	42973	FOXQ1	1.981	0.268	-0.288	1.192	forkhead box Q1 (FOXQ1), mRNA [NM_033260]
	30607	XR_015516	1.985	--	--	--	PREDICTED: Homo sapiens similar to Keratin, type II cytoskeletal 8 (Cytokeratin-8) (CK-8) (Keratin-8) (K8) (Cytokeratin endo A) (LOC729344), mRNA [XR_015516]
SLC22A18	36876	SLC22A18	1.986	-0.181	-0.046	0.237	solute carrier family 22, member 18 (SLC22A18), transcript variant 2, mRNA [NM_183233]
ZNF205-AS1	36061	MGC3771	1.988	0.373	0.077	0.105	Homo sapiens cDNA clone IMAGE:2959625. [BC001809]
GJB1	19235	GJB1	1.988	-0.24	-1.405	0.467	gap junction protein, beta 1, 32kDa (GJB1), transcript variant 2, mRNA [NM_000166]
KLK10	23803	KLK10	1.995	-0.635	-0.379	-0.473	kallikrein-related peptidase 10 (KLK10), transcript variant 1, mRNA [NM_002776]
	7318	TncRNA	2	0.611	0.012	-0.169	Human clone 137308 mRNA, partial cds. [U60873]
OASL	36193	OASL	2.006	0.195	0.429	0.493	2-5-oligoadenylate synthetase-like (OASL), transcript variant 1, mRNA [NM_003733]
SFTA2	44914	SFTPG	2.006	--	--	--	surfactant associated protein G (SFTPG), mRNA [NM_205854]
SPIB	13553	SPIB	2.016	-1.387	--	0.179	Spi-B transcription factor (Spi-1/PU.1 related) (SPIB), mRNA [NM_003121]
TFF3	26535	TFF3	2.018	-0.427	-0.263	-0.076	trefoil factor 3 (intestinal) (TFF3), mRNA [NM_003226]
PKIB	31792	PKIB	2.035	0.015	-0.046	0.357	protein kinase (cAMP-dependent, catalytic) inhibitor beta (PKIB), transcript variant 1, mRNA [NM_181795]
TMEM45B	2324	TMEM45B	2.039	0.344	-0.823	0.202	transmembrane protein 45B (TMEM45B), mRNA [NM_138788]
	4624	THC2656519	2.04	-0.057	-1.03	0.008	Unknown
	2676	LOC654346	2.041	-0.386	0.039	0.347	similar to galectin 9 short isoform (LOC654346), mRNA [NM_001040078]
	36012	XR_016847	2.042	--	--	--	PREDICTED: Homo sapiens similar to Keratin, type II cytoskeletal 8 (Cytokeratin-8) (CK-8) (Keratin-8) (K8) (LOC644998), mRNA [XR_016847]
UGT1A6	35416	UGT1A6	2.053	-0.039	-1.406	0.143	UDP glucuronosyltransferase 1 family, polypeptide A6 (UGT1A6), transcript variant 1, mRNA [NM_001072]
TMSB4X	23967	TMSB4X	2.058	0.057	-0.57	0.015	Thymosin beta-4 (T beta 4) (Fx) [Contains: Hematopoietic system regulatory peptide (Seraspenide)]. [Source:Uniprot/SWISSPROT;Acc:P62328] [ENST00000380635]
CDH17	41114	CDH17	2.082	0.058	-1.675	1.151	cadherin 17, LI cadherin (liver-intestine) (CDH17), mRNA [NM_004063]
	2339	CU450678	2.083	-0.83	-0.675	-0.049	CU450678 Homo sapiens ORESTES from keratinocytes Homo sapiens cDNA, mRNA sequence [CU450678]
TTC39A	12172	C1orf34	2.087	-0.333	-0.076	0.221	chromosome 1 open reading frame 34 (C1orf34), mRNA [NM_001080494]
SEMA3B	30014	SEMA3B	2.107	-0.006	-0.195	0.223	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B (SEMA3B), transcript variant 1, mRNA [NM_004636]
MLPH	3542	MLPH	2.108	0.111	-0.063	0.413	melanophilin (MLPH), transcript variant 1, mRNA [NM_024101]
GALNT5	11760	GALNT5	2.109	-0.482	-1.141	0.288	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5 (GalNAc-T5) (GALNT5), mRNA [NM_014568]
CFB	41777	CFB	2.11	-0.035	0.419	0.456	complement factor B (CFB), mRNA [NM_001710]
RAB37	10564	RAB37	2.13	-0.475	-0.746	0.231	RAB37, member RAS oncogene family (RAB37), transcript variant 3, mRNA [NM_175738]
GUCY2C	43913	GUCY2C	2.135	-0.32	--	0.035	guanylate cyclase 2C (heat stable enterotoxin receptor) (GUCY2C), mRNA [NM_004963]
MEI1	7407	MEI1	2.142	-0.286	-0.205	0.309	meiosis inhibitor 1 (MEI1), mRNA [NM_152513]
SLPI	20510	SLPI	2.157	-0.289	-1.232	0.714	secretory leukocyte peptidase inhibitor (SLPI), mRNA [NM_003064]
LCN2	33122	LCN2	2.161	-0.127	-0.485	0.306	lipocalin 2 (LCN2), mRNA [NM_005564]
	4737	A_32_P119949	2.165	0.196	-0.238	0.517	Unknown
UGT1A6	6092	UGT1A6	2.166	-0.3	-1.723	0.06	UDP glucuronosyltransferase 1 family, polypeptide A6 (UGT1A6), transcript variant 1, mRNA [NM_001072]
SFTA2	11279	SFTPG	2.168	--	--	--	surfactant associated protein G (SFTPG), mRNA [NM_205854]
LDHD	18128	LDHD	2.18	-0.156	0.01	0.076	lactate dehydrogenase D (LDHD), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA [NM_153486]
ELF3	1226	ELF3	2.196	0.003	-0.869	0.206	E74-like factor 3 (ets domain transcription factor, epithelial-specific ) (ELF3), transcript variant 1, mRNA [NM_004433]
SGK2	30673	SGK2	2.197	0.259	-0.287	0.706	serum/glucocorticoid regulated kinase 2 (SGK2), transcript variant 1, mRNA [NM_170693]
CD177	41326	CD177	2.204	--	--	--	CD177 molecule (CD177), mRNA [NM_020406]
KIAA1217	42253	KIAA1217	2.206	-0.095	-1.087	0.542	KIAA1217 (KIAA1217), transcript variant 1, mRNA [NM_019590]
LGALS3	8599	LGALS3	2.206	-0.043	-1.243	0.282	lectin, galactoside-binding, soluble, 3 (LGALS3), transcript variant 1, mRNA [NM_002306]
SPDEF	6721	SPDEF	2.207	-0.589	-0.705	0.416	SAM pointed domain containing ets transcription factor (SPDEF), mRNA [NM_012391]
DQX1	15279	DQX1	2.214	-0.403	-0.868	0.425	DEAQ box polypeptide 1 (RNA-dependent ATPase) (DQX1), mRNA [NM_133637]
	10012	BG542103	2.219	-0.349	-1.059	0.311	602571323F1 NIH_MGC_77 Homo sapiens cDNA clone IMAGE:4695748 5, mRNA sequence [BG542103]
SMPD3	30249	SMPD3	2.22	-0.367	0.923	0.576	sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II) (SMPD3), mRNA [NM_018667]
B3GALT4	44080	B3GALT4	2.241	0.248	0.651	0.359	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4 (B3GALT4), mRNA [NM_003782]
HMGCS2	12680	HMGCS2	2.244	-0.622	-0.359	-0.348	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 (mitochondrial) (HMGCS2), nuclear gene encoding mitochondrial protein, mRNA [NM_005518]
UGT2B17	2664	UGT2B17	2.245	-0.032	-0.455	0.094	UDP glucuronosyltransferase 2 family, polypeptide B17 (UGT2B17), mRNA [NM_001077]
	21517	THC2660636	2.252	-0.024	-0.287	0.422	Unknown
AQP3	33255	AQP3	2.257	0.577	0.138	0.457	aquaporin 3 (Gill blood group) (AQP3), mRNA [NM_004925]
MVP	30761	MVP	2.27	0.575	0.443	0.562	major vault protein (MVP), transcript variant 1, mRNA [NM_017458]
HYAL1	13940	HYAL1	2.285	-1.455	-1.482	0.245	hyaluronoglucosaminidase 1 (HYAL1), transcript variant 1, mRNA [NM_007312]
SLPI	37039	SLPI	2.312	-0.202	-1.007	0.793	secretory leukocyte peptidase inhibitor (SLPI), mRNA [NM_003064]
SLC44A4	41709	SLC44A4	2.316	--	--	0.385	solute carrier family 44, member 4 (SLC44A4), mRNA [NM_025257]
UGT1A8	43195	UGT1A8	2.325	--	--	--	UDP glucuronosyltransferase 1 family, polypeptide A8 (UGT1A8), mRNA [NM_019076]
MGLL	28131	MGLL	2.334	-0.39	-0.732	0.783	monoglyceride lipase (MGLL), transcript variant 1, mRNA [NM_007283]
	32948	THC2604598	2.339	-0.4	-1.186	0.06	AF154107 UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 5 {Homo sapiens} (exp=-1; wgp=0; cg=0), partial (25%) [THC2604598]
MTMR11	38991	MTMR11	2.343	0.123	-0.397	0.52	myotubularin related protein 11 (MTMR11), mRNA [NM_181873]
	32342	LOC124220	2.359	-0.107	-0.506	0.453	similar to common salivary protein 1 (LOC124220), mRNA [NM_145252]
AHNAK	30718	AHNAK	2.365	-0.188	-1.035	0.003	AHNAK nucleoprotein (AHNAK), transcript variant 2, mRNA [NM_024060]
CYP4F8	14586	CYP4F8	2.387	-0.454	-0.634	0.32	cytochrome P450, family 4, subfamily F, polypeptide 8 (CYP4F8), mRNA [NM_007253]
SBSPON	15726	RPESP	2.39	0.092	-0.261	0.62	RPE-spondin (RPESP), mRNA [NM_153225]
PCK1	20923	PCK1	2.394	-1.962	-3.618	-0.079	phosphoenolpyruvate carboxykinase 1 (soluble) (PCK1), mRNA [NM_002591]
CLIC3	36677	CLIC3	2.396	-0.285	-0.271	0.372	chloride intracellular channel 3 (CLIC3), mRNA [NM_004669]
DIO3OS	12566	DIO3OS	2.397	--	--	--	deiodinase, iodothyronine, type III opposite strand (DIO3OS) on chromosome 14 [NR_002770]
MYOF	33489	FER1L3	2.403	1.301	-0.24	0.577	fer-1-like 3, myoferlin (C. elegans) (FER1L3), transcript variant 1, mRNA [NM_013451]
KLK10	6020	KLK10	2.436	-0.513	-0.45	-0.168	kallikrein-related peptidase 10 (KLK10), transcript variant 1, mRNA [NM_002776]
WDR78	5656	WDR78	2.437	0.467	0.166	0.532	WD repeat domain 78 (WDR78), transcript variant 2, mRNA [NM_207014]
PTK6	10059	PTK6	2.439	-0.422	-0.624	0.08	PTK6 protein tyrosine kinase 6 (PTK6), mRNA [NM_005975]
RAB3B	1922	RAB3B	2.443	0.257	0.275	0.481	Homo sapiens cDNA FLJ11245 fis, clone PLACE1008629. [AK002107]
CELA3B	44934	ELA3B	2.443	2.157	-0.54	-0.18	elastase 3B, pancreatic (ELA3B), mRNA [NM_007352]
B3GALT4	20594	B3GALT4	2.452	0.267	0.79	0.252	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4 (B3GALT4), mRNA [NM_003782]
	22029	THC2736540	2.466	-0.596	-0.438	0.329	1PE3_1 Chain 1, Solution Structure Of The Disulphide-Linked Dimer Of Human Intestinal Trefoil Factor (Tff3). {Homo sapiens} (exp=-1; wgp=0; cg=0), partial (36%) [THC2736540]
C1orf116	39977	C1orf116	2.488	-0.571	-1.139	-0.216	chromosome 1 open reading frame 116 (C1orf116), transcript variant 1, mRNA [NM_023938]
AGR2	12958	AGR2	2.491	-0.29	-0.726	0.218	anterior gradient homolog 2 (Xenopus laevis) (AGR2), mRNA [NM_006408]
RSPH1	42172	RSPH1	2.503	0.496	0.333	0.374	radial spoke head 1 homolog (Chlamydomonas) (RSPH1), mRNA [NM_080860]
ST6GALNAC1	3143	ST6GALNAC1	2.506	-1.193	-1.838	-0.133	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 (ST6GALNAC1), mRNA [NM_018414]
ACOX2	9892	ACOX2	2.512	-0.622	-1.467	0.415	acyl-Coenzyme A oxidase 2, branched chain (ACOX2), mRNA [NM_003500]
MUC5AC	40678	MUC5AC	2.522	--	--	--	mucin 5AC, oligomeric mucus/gel-forming (MUC5AC), mRNA [NM_017511]
TSPAN1	23355	TSPAN1	2.573	-0.858	-1.104	-0.135	tetraspanin 1 (TSPAN1), mRNA [NM_005727]
BHLHE41	32239	BHLHB3	2.596	0.343	0.857	0.565	basic helix-loop-helix domain containing, class B, 3 (BHLHB3), mRNA [NM_030762]
EFNB2	5995	EFNB2	2.601	-0.419	-0.679	0.275	ephrin-B2 (EFNB2), mRNA [NM_004093]
SLC44A4	40045	SLC44A4	2.609	--	--	--	solute carrier family 44, member 4 (SLC44A4), mRNA [NM_025257]
	43317	BC015783	2.618	0.878	0.274	0.497	Homo sapiens, clone IMAGE:4857346, mRNA. [BC015783]
MYO1A	22181	MYO1A	2.628	0.339	-0.197	0.686	myosin IA (MYO1A), mRNA [NM_005379]
BDKRB1	9456	BDKRB1	2.65	0.038	-1.473	0.168	bradykinin receptor B1 (BDKRB1), mRNA [NM_000710]
AKR1C1	7435	AKR1C1	2.657	0.019	-0.578	0.271	aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase) (AKR1C1), mRNA [NM_001353]
	32887	ENST00000311208	2.657	-0.192	-0.353	0.286	DA072538 BRACE2 Homo sapiens cDNA clone BRACE2023553 5, mRNA sequence [DA072538]
CEACAM7	37724	CEACAM7	2.684	-0.717	-0.96	0.383	carcinoembryonic antigen-related cell adhesion molecule 7 (CEACAM7), mRNA [NM_006890]
CCL28	45156	CCL28	2.688	-0.612	0.091	0.119	chemokine (C-C motif) ligand 28 (CCL28), mRNA [NM_148672]
CD68	8836	CD68	2.69	-0.598	-0.934	0.495	CD68 molecule (CD68), transcript variant 1, mRNA [NM_001251]
	25016	ENST00000358378	2.7	-0.405	-0.574	0.165	Mucin-5AC (Mucin-5 subtype AC, tracheobronchial) (Tracheobronchial mucin) (TBM) (Major airway glycoprotein) (Fragment). [Source:Uniprot/SWISSPROT;Acc:P98088] [ENST00000358378]
	30720	AK024898	2.713	0.165	-0.226	0.411	Homo sapiens cDNA: FLJ21245 fis, clone COL01184. [AK024898]
	37213	LOC643100	2.723	0.794	0.283	1.495	PREDICTED: Homo sapiens hypothetical LOC643100 (LOC643100), mRNA [XM_931316]
AKR1C1	12968	AKR1C1	2.741	0.087	-0.491	0.299	aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase) (AKR1C1), mRNA [NM_001353]
C15orf48	33229	C15orf48	2.751	0.834	-0.513	0.673	chromosome 15 open reading frame 48 (C15orf48), transcript variant 2, mRNA [NM_032413]
	2459	ENST00000358378	2.757	-0.398	-0.434	-0.165	Mucin-5AC (Mucin-5 subtype AC, tracheobronchial) (Tracheobronchial mucin) (TBM) (Major airway glycoprotein) (Fragment). [Source:Uniprot/SWISSPROT;Acc:P98088] [ENST00000358378]
TAX1BP3	12140	TAX1BP3	2.766	0.257	0.326	-0.045	Tax1 (human T-cell leukemia virus type I) binding protein 3 (TAX1BP3), mRNA [NM_014604]
PCP4	21014	PCP4	2.77	0.029	0.068	-0.256	Purkinje cell protein 4 (PCP4), mRNA [NM_006198]
KRT33A	35031	KRT33A	2.81	-0.067	-0.493	0.186	keratin 33A (KRT33A), mRNA [NM_004138]
ZNF575	40922	ZNF575	2.823	0.532	0.132	0.03	zinc finger protein 575 (ZNF575), mRNA [NM_174945]
CEACAM1	26935	CEACAM1	2.869	1.314	1.163	0.191	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein) (CEACAM1), transcript variant 2, mRNA [NM_001024912]
ZG16	42836	ZG16	2.876	-0.092	-2.301	-0.107	zymogen granule protein 16 (ZG16), mRNA [NM_152338]
EFNB2	31845	EFNB2	2.904	-0.281	-0.449	0.336	ephrin-B2 (EFNB2), mRNA [NM_004093]
LRRC19	27811	LRRC19	2.923	-1.388	-2.383	0.636	leucine rich repeat containing 19 (LRRC19), mRNA [NM_022901]
PLA2G10	43994	PLA2G10	2.931	-0.387	-0.353	--	phospholipase A2, group X (PLA2G10), mRNA [NM_003561]
REG4	42478	REG4	2.934	-0.527	-0.034	-0.102	regenerating islet-derived family, member 4 (REG4), mRNA [NM_032044]
NCF2	18798	NCF2	2.961	0.486	-0.069	0.535	neutrophil cytosolic factor 2 (65kDa, chronic granulomatous disease, autosomal 2) (NCF2), mRNA [NM_000433]
TFF1	21045	TFF1	2.972	0.046	-0.196	0.771	trefoil factor 1 (TFF1), mRNA [NM_003225]
KRT19	13920	KRT19	2.974	-0.186	-0.168	0.447	keratin 19 (KRT19), mRNA [NM_002276]
BDKRB1	38150	BDKRB1	2.986	-0.064	-1.543	0.299	bradykinin receptor B1 (BDKRB1), mRNA [NM_000710]
S100A10	14176	S100A10	2.994	0.758	-1.722	0.885	S100 calcium binding protein A10 (S100A10), mRNA [NM_002966]
SLC37A2	21584	SLC37A2	2.994	0.106	0.117	-0.299	solute carrier family 37 (glycerol-3-phosphate transporter), member 2 (SLC37A2), mRNA [NM_198277]
	40000	THC2621222	2.994	--	--	--	HSU44975 DNA-binding protein CPBP {Homo sapiens} (exp=-1; wgp=0; cg=0), complete [THC2481478]
ISX	36760	ISX	3.026	2.292	1.004	-0.171	intestine-specific homeobox (ISX), mRNA [NM_001008494]
CASP1	6668	CASP1	3.071	-0.464	0.48	0.712	caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase) (CASP1), transcript variant alpha, mRNA [NM_033292]
P2RX5	2377	P2RX5	3.092	-0.613	-0.29	-0.535	purinergic receptor P2X, ligand-gated ion channel, 5 (P2RX5), transcript variant 1, mRNA [NM_002561]
CLIC5	28032	CLIC5	3.093	0.165	0.188	0.366	chloride intracellular channel 5 (CLIC5), transcript variant 2, mRNA [NM_016929]
BCAS1	14360	BCAS1	3.128	-0.561	-1.137	0.664	breast carcinoma amplified sequence 1 (BCAS1), mRNA [NM_003657]
ARL14	19725	ARL14	3.169	0.479	--	0.835	ADP-ribosylation factor-like 14 (ARL14), mRNA [NM_025047]
CDKN2B	34929	CDKN2B	3.185	0.386	0.947	1.044	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4) (CDKN2B), transcript variant 2, mRNA [NM_078487]
HSD17B2	37029	HSD17B2	3.211	0.49	0.259	0.192	hydroxysteroid (17-beta) dehydrogenase 2 (HSD17B2), mRNA [NM_002153]
CA1	31835	CA1	3.282	--	--	--	carbonic anhydrase I (CA1), mRNA [NM_001738]
LGALS4	29963	LGALS4	3.285	-0.821	-0.887	-0.278	lectin, galactoside-binding, soluble, 4 (galectin 4) (LGALS4), mRNA [NM_006149]
SDCBP2	6879	SDCBP2	3.299	-0.379	-0.589	0.182	syndecan binding protein (syntenin) 2 (SDCBP2), transcript variant 1, mRNA [NM_080489]
CEACAM5	42691	CEACAM5	3.325	-0.768	-0.54	0.098	carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5), mRNA [NM_004363]
TFF1	6011	TFF1	3.353	-0.281	-0.174	0.431	trefoil factor 1 (TFF1), mRNA [NM_003225]
GCNT3	5235	GCNT3	3.354	--	--	--	glucosaminyl (N-acetyl) transferase 3, mucin type (GCNT3), mRNA [NM_004751]
ABCC3	21191	ABCC3	3.408	0.167	-0.365	0.66	ATP-binding cassette, sub-family C (CFTR/MRP), member 3 (ABCC3), mRNA [NM_003786]
BTNL3	3300	BTNL3	3.41	-1.59	--	-0.234	butyrophilin-like 3 (BTNL3), mRNA [NM_197975]
	30757	A_32_P121234	3.535	1.255	0.173	1.238	Unknown
DPCR1	8206	DPCR1	3.561	--	--	--	diffuse panbronchiolitis critical region 1 (DPCR1), mRNA [NM_080870]
MUC5AC	18849	MUC5AC	3.577	--	--	--	H.sapiens (MAR11) MUC5AC mRNA for mucin (partial). [Z34282]
CEACAM6	4068	CEACAM6	3.6	-1.175	-1.073	0.492	carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen) (CEACAM6), mRNA [NM_002483]
CEACAM6	44074	CEACAM6	3.607	-1.05	-0.882	0.521	Homo sapiens carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen), mRNA (cDNA clone MGC:10467 IMAGE:3640231), complete cds. [BC005008]
PDZD3	41278	PDZD3	3.611	--	--	--	PDZ domain containing 3 (PDZD3), mRNA [NM_024791]
CEACAM1	8119	CEACAM1	3.626	0.533	0.044	0.677	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein) (CEACAM1), transcript variant 1, mRNA [NM_001712]
