FeatureNumber	ProbeUID	AgilentProbeID	GeneSymbol	SystematicName	Description	logFoldChange	AverageExpression	t.statistic	p.value	adjusted.p.value
19342	17660	A_32_P193218	AK123506	AK123506	Homo sapiens cDNA FLJ41512 fis, clone BRTHA2010097. [AK123506]	-0.419292339	7.425118617	-4.607564463	0.000160397	0.006270258
16105	14682	A_23_P100469	TXNL4B	NM_017853	Homo sapiens thioredoxin-like 4B (TXNL4B), mRNA [NM_017853]	-0.320432038	7.202556111	-4.605002328	0.000161368	0.006270258
7631	6951	A_24_P415327	HPS1	NM_000195	Homo sapiens Hermansky-Pudlak syndrome 1 (HPS1), transcript variant 1, mRNA [NM_000195]	-0.293488176	9.885263533	-4.606085343	0.000160957	0.006270258
10413	9563	A_23_P61487	LRRC20	NM_018205	Homo sapiens leucine rich repeat containing 20 (LRRC20), transcript variant 3, mRNA [NM_018205]	-0.270736184	10.11336266	-4.605111262	0.000161327	0.006270258
6069	5473	A_24_P41483	A_24_P41483	A_24_P41483	Unknown	-0.260591644	6.850294715	-4.602729108	0.000162235	0.006291187
14362	13218	A_24_P79755	AKR1A1	NM_006066	Homo sapiens aldo-keto reductase family 1, member A1 (aldehyde reductase) (AKR1A1), transcript variant 1, mRNA [NM_006066]	-0.559737137	9.701034718	-4.601105948	0.000162857	0.006291831
22120	20244	A_24_P325691	TRIP12	NM_004238	Homo sapiens thyroid hormone receptor interactor 12 (TRIP12), mRNA [NM_004238]	-0.446931444	11.00103111	-4.650020033	0.000163491	0.006294866
27742	25419	A_23_P74887	SDC3	AB007937	Homo sapiens mRNA for KIAA0468 protein, partial cds. [AB007937]	-0.394525962	8.770484572	-4.594406825	0.000165447	0.006343168
13374	12184	A_24_P303193	CR596214	CR596214	full-length cDNA clone CS0DC006YB07 of Neuroblastoma Cot 25-normalized of Homo sapiens (human). [CR596214]	-0.483486387	9.246591721	-4.593784055	0.00016569	0.006343511
3655	3327	A_23_P77572	EIF3S8	NM_003752	Homo sapiens eukaryotic translation initiation factor 3, subunit 8, 110kDa (EIF3S8), transcript variant 1, mRNA [NM_003752]	-0.265195509	13.74836003	-4.592716099	0.000166108	0.006350525
30328	27809	A_23_P4007	FXR2	NM_004860	Homo sapiens fragile X mental retardation, autosomal homolog 2 (FXR2), mRNA [NM_004860]	-0.545029962	7.944154016	-4.591358	0.00016664	0.00635296
34354	31451	A_23_P41437	C4orf20	NM_018359	Homo sapiens chromosome 4 open reading frame 20 (C4orf20), mRNA [NM_018359]	-0.286682888	10.9611409	-4.591491262	0.000166588	0.00635296
34241	31401	A_24_P383076	AASDH	NM_181806	Homo sapiens 2-aminoadipic 6-semialdehyde dehydrogenase (AASDH), mRNA [NM_181806]	-0.427611197	8.0970393	-4.589337893	0.000167436	0.00637431
14854	13644	A_24_P607107	A_24_P607107	A_24_P607107	Unknown	-0.494134929	11.54807757	-4.587488022	0.000168167	0.006384225
16368	14999	A_23_P33216	ATP5B	NM_001686	Homo sapiens ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (ATP5B), nuclear gene encoding mitochondrial protein, mRNA [NM_001686]	-0.758899303	12.23101063	-4.586118993	0.000168711	0.006395898
10598	9750	A_24_P679796	A_24_P679796	A_24_P679796	Unknown	-0.750201299	11.2004126	-4.582795332	0.000170037	0.006410333
4478	4081	A_24_P141005	SYPL1	NM_182715	Homo sapiens synaptophysin-like 1 (SYPL1), transcript variant 2, mRNA [NM_182715]	-0.647845945	8.099085723	-4.584304213	0.000169434	0.006410333
23789	21752	A_24_P612446	C6orf89	NM_152734	Homo sapiens chromosome 6 open reading frame 89 (C6orf89), mRNA [NM_152734]	-0.554241221	8.926354825	-4.582002973	0.000170355	0.006413396
3345	2898	A_23_P216610	SUSD1	NM_022486	Homo sapiens sushi domain containing 1 (SUSD1), mRNA [NM_022486]	-0.296582539	8.791909217	-4.578292437	0.000171851	0.006451809
38250	35007	A_24_P177025	CDC34	NM_004359	Homo sapiens cell division cycle 34 (CDC34), mRNA [NM_004359]	-0.355173064	10.02963151	-4.577608421	0.000172129	0.006453281
2050	1740	A_24_P54178	TMED5	NM_016040	Homo sapiens transmembrane emp24 protein transport domain containing 5 (TMED5), mRNA [NM_016040]	-0.517276552	10.57547585	-4.576977526	0.000172385	0.006453958
29648	27194	A_24_P279760	A_24_P279760	A_24_P279760	Unknown	-0.560600004	11.13915489	-4.574822913	0.000173263	0.006472288
5718	5136	A_23_P54963	MRPL38	NM_032478	Homo sapiens mitochondrial ribosomal protein L38 (MRPL38), nuclear gene encoding mitochondrial protein, mRNA [NM_032478]	-0.378014634	9.797676827	-4.574020116	0.000173591	0.006472288
8954	8140	A_24_P135902	RPS2	NM_002952	Homo sapiens ribosomal protein S2 (RPS2), mRNA [NM_002952]	-0.682820838	17.04939973	-4.570719804	0.000174947	0.006490734
31741	29009	A_23_P154330	TXNDC9	NM_005783	Homo sapiens thioredoxin domain containing 9 (TXNDC9), mRNA [NM_005783]	-0.49556197	11.63913912	-4.569996125	0.000175245	0.006490734
5673	5209	A_23_P60240	PIGO	NM_032634	Homo sapiens phosphatidylinositol glycan anchor biosynthesis, class O (PIGO), transcript variant 1, mRNA [NM_032634]	-0.369454308	10.09454137	-4.570421324	0.00017507	0.006490734
23085	21078	A_23_P62139	PQBP1	NM_005710	Homo sapiens polyglutamine binding protein 1 (PQBP1), transcript variant 1, mRNA [NM_005710]	-0.302601636	10.30773405	-4.56817034	0.000176001	0.006490734
32278	29527	A_23_P108994	RPN2	NM_002951	Homo sapiens ribophorin II (RPN2), mRNA [NM_002951]	-0.804032643	11.02170056	-4.566109884	0.000176858	0.006492926
12372	11276	A_24_P67408	A_24_P67408	A_24_P67408	Unknown	-0.46942229	10.2523558	-4.565753996	0.000177007	0.006492926
4701	4180	A_23_P152406	CAPNS2	NM_032330	Homo sapiens calpain, small subunit 2 (CAPNS2), mRNA [NM_032330]	-0.375978828	7.712381164	-4.566758333	0.000176588	0.006492926
31976	29286	A_23_P358928	SRI	NM_003130	Homo sapiens sorcin (SRI), transcript variant 1, mRNA [NM_003130]	-0.425599254	13.38005585	-4.562613264	0.000178322	0.006493631
17029	15595	A_24_P204358	PYCR1	NM_153824	Homo sapiens pyrroline-5-carboxylate reductase 1 (PYCR1), transcript variant 2, mRNA [NM_153824]	-0.404263314	9.815680194	-4.564192161	0.00017766	0.006493631
43815	39972	A_24_P336957	HTRA2	NM_145074	Homo sapiens HtrA serine peptidase 2 (HTRA2), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA [NM_145074]	-0.198665985	11.02063834	-4.56334182	0.000178016	0.006493631
25204	23087	A_24_P603890	A_24_P603890	A_24_P603890	Unknown	-0.732491985	12.30111079	-4.559883855	0.000179474	0.006512462
37613	34450	A_24_P295806	CHID1	NM_023947	Homo sapiens chitinase domain containing 1 (CHID1), mRNA [NM_023947]	-0.717067189	9.140382767	-4.556772406	0.000180795	0.006534174
9452	8588	A_24_P152335	NKIRAS2	NM_001001349	Homo sapiens NFKB inhibitor interacting Ras-like 2 (NKIRAS2), transcript variant 1, mRNA [NM_001001349]	-0.365537203	7.723177882	-4.555851959	0.000181188	0.006538159
526	410	A_24_P378987	DHRSX	NM_145177	Homo sapiens dehydrogenase/reductase (SDR family) X-linked (DHRSX), mRNA [NM_145177]	-0.315184806	10.58126275	-4.555384477	0.000181388	0.006538159
38494	35296	A_24_P571937	CB131079	CB131079	CB131079 K-EST0181079 L13SNU387 Homo sapiens cDNA clone L13SNU387-14-G04 5, mRNA sequence [CB131079]	-0.705430696	13.58666876	-4.553830704	0.000182054	0.006544751
5966	5441	A_23_P334123	ITFG1	NM_030790	Homo sapiens integrin alpha FG-GAP repeat containing 1 (ITFG1), mRNA [NM_030790]	-0.431841892	10.35339466	-4.551968197	0.000182855	0.006547508
30888	28221	A_23_P159227	ADAM15	NM_207191	Homo sapiens ADAM metallopeptidase domain 15 (metargidin) (ADAM15), transcript variant 1, mRNA [NM_207191]	-0.615187427	9.353247067	-4.542178274	0.000187126	0.006626718
6173	5666	A_23_P33072	MAF1	NM_032272	Homo sapiens MAF1 homolog (S. cerevisiae) (MAF1), mRNA [NM_032272]	-0.575846889	9.128337582	-4.541304619	0.000187512	0.006626718
18489	16868	A_23_P1519	PITPNM1	NM_004910	Homo sapiens phosphatidylinositol transfer protein, membrane-associated 1 (PITPNM1), mRNA [NM_004910]	-0.495933637	7.897929447	-4.54176795	0.000187307	0.006626718
33146	30334	A_24_P282578	SSR2	NM_003145	Homo sapiens signal sequence receptor, beta (translocon-associated protein beta) (SSR2), mRNA [NM_003145]	-0.494304986	12.8325904	-4.544403767	0.000186146	0.006626718
7880	7249	A_23_P214969	CITED2	NM_006079	Homo sapiens Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 (CITED2), mRNA [NM_006079]	-0.424214641	10.83786902	-4.544338317	0.000186175	0.006626718
20051	18329	A_24_P410363	EGLN1	NM_022051	Homo sapiens egl nine homolog 1 (C. elegans) (EGLN1), mRNA [NM_022051]	-0.328847414	7.76621017	-4.538753572	0.000188643	0.006649372
39933	36516	A_24_P165656	PRKD3	NM_005813	Homo sapiens protein kinase D3 (PRKD3), mRNA [NM_005813]	-0.481399476	9.172903641	-4.535080104	0.000190285	0.006655311
38095	34874	A_23_P419947	MLF1	NM_022443	Homo sapiens myeloid leukemia factor 1 (MLF1), mRNA [NM_022443]	-0.451436484	8.462073578	-4.537343729	0.000189272	0.006655311
17613	16044	A_32_P135902	EIF4A1	NM_001416	Homo sapiens eukaryotic translation initiation factor 4A, isoform 1 (EIF4A1), mRNA [NM_001416]	-0.447989168	11.16543381	-4.536306412	0.000189735	0.006655311
2413	2096	A_24_P312189	BCDIN3	NM_019606	Homo sapiens bin3, bicoid-interacting 3, homolog (Drosophila) (BCDIN3), mRNA [NM_019606]	-0.385970674	9.28860082	-4.537000786	0.000189425	0.006655311
30968	28367	A_23_P132248	ZMAT5	NM_019103	Homo sapiens zinc finger, matrin type 5 (ZMAT5), transcript variant 1, mRNA [NM_019103]	-0.373843029	8.501081799	-4.535548709	0.000190075	0.006655311
12024	10952	A_23_P142205	LILRA2	NM_006866	Homo sapiens leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2 (LILRA2), mRNA [NM_006866]	-0.217585655	6.494596527	-4.535780085	0.000189971	0.006655311
32456	29700	A_23_P6746	IQSEC1	NM_014869	Homo sapiens IQ motif and Sec7 domain 1 (IQSEC1), mRNA [NM_014869]	-0.37823565	9.654903133	-4.529790913	0.000192674	0.00672609
33940	31006	A_24_P109644	AF229166	AF229166	Homo sapiens docking protein 1-like protein mRNA, partial cds. [AF229166]	-0.315043055	6.839711861	-4.529502939	0.000192805	0.00672609
42168	38587	A_23_P38497	SLC25A11	NM_003562	Homo sapiens solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11 (SLC25A11), mRNA [NM_003562]	-0.562729124	9.922127804	-4.523146893	0.000195718	0.006731182
1471	1162	A_24_P578437	BE926212	BE926212	BE926212 RC5-BN0193-310800-034-A04 BN0193 Homo sapiens cDNA, mRNA sequence [BE926212]	-0.552131222	10.01591851	-4.522747416	0.000195902	0.006731182
40487	37061	A_24_P49800	A_24_P49800	A_24_P49800	Unknown	-0.522472325	13.69149352	-4.526020139	0.000194396	0.006731182
28797	26418	A_32_P224840	FTS	NM_001012398	Homo sapiens fused toes homolog (mouse) (FTS), transcript variant 1, mRNA [NM_001012398]	-0.485626352	7.669103999	-4.525295938	0.000194728	0.006731182
35718	32708	A_24_P245767	SUMO3	NM_006936	Homo sapiens SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae) (SUMO3), mRNA [NM_006936]	-0.453777159	9.377996707	-4.52736793	0.000193779	0.006731182
146	102	A_23_P379550	YARS	NM_003680	Homo sapiens tyrosyl-tRNA synthetase (YARS), mRNA [NM_003680]	-0.377146656	9.183286914	-4.523803257	0.000195415	0.006731182
15691	14384	A_24_P95439	CARS	NM_001014438	Homo sapiens cysteinyl-tRNA synthetase (CARS), transcript variant 4, mRNA [NM_001014438]	-0.370315315	8.503316136	-4.526744047	0.000194064	0.006731182
13809	12677	A_24_P273799	ENST00000301042	ENST00000301042	Homo sapiens mRNA; cDNA DKFZp667D1012 (from clone DKFZp667D1012). [AL713659]	-0.285653585	8.404061605	-4.523965268	0.00019534	0.006731182
4819	4398	A_23_P162579	HSPB8	NM_014365	Homo sapiens heat shock 22kDa protein 8 (HSPB8), mRNA [NM_014365]	-0.610372437	8.115817401	-4.520318526	0.000197028	0.006754726
22564	20595	A_32_P194848	TAGLN2	NM_003564	Homo sapiens transgelin 2 (TAGLN2), mRNA [NM_003564]	-0.60366419	8.365717348	-4.519677192	0.000197327	0.006754726
9518	8704	A_24_P465772	LOC204010	BC107865	Homo sapiens similar to 40S ribosomal protein SA (P40) (34/67 kDa laminin receptor) (Colon carcinoma laminin-binding protein) (NEM/1CHD4) (Multidrug resistance-associated protein MGr1-Ag), mRNA (cDNA clone MGC:104447 IMAGE:4095371), complete cds....	-0.383174358	13.14083158	-4.519597464	0.000197364	0.006754726
38860	35500	A_23_P33613	XTP3TPA	NM_024096	Homo sapiens XTP3-transactivated protein A (XTP3TPA), mRNA [NM_024096]	-0.718443989	12.27883922	-4.506824302	0.000203403	0.006782011
20707	18893	A_23_P128817	PCK2	NM_004563	Homo sapiens phosphoenolpyruvate carboxykinase 2 (mitochondrial) (PCK2), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA [NM_004563]	-0.623885447	9.040848207	-4.512029281	0.00020092	0.006782011
26216	24009	A_32_P725218	METTL2A	NM_001005372	Homo sapiens methyltransferase like 2A (METTL2A), mRNA [NM_001005372]	-0.503152567	8.229773884	-4.511109537	0.000201356	0.006782011
25520	23356	A_24_P118591	A_24_P118591	A_24_P118591	Unknown	-0.502324097	14.10586599	-4.507060765	0.000203289	0.006782011
293	185	A_23_P107211	RAB5C	NM_201434	Homo sapiens RAB5C, member RAS oncogene family (RAB5C), transcript variant 1, mRNA [NM_201434]	-0.488581994	9.665012605	-4.514392812	0.000199802	0.006782011
10535	9632	A_23_P135364	DTYMK	NM_012145	Homo sapiens deoxythymidylate kinase (thymidylate kinase) (DTYMK), mRNA [NM_012145]	-0.482615378	10.36264792	-4.507615099	0.000203024	0.006782011
31440	28768	A_23_P46063	NME7	NM_013330	Homo sapiens non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase) (NME7), transcript variant 1, mRNA [NM_013330]	-0.454009907	9.773412937	-4.508832047	0.000202442	0.006782011
6623	6030	A_32_P147241	PKM2	NM_182470	Homo sapiens pyruvate kinase, muscle (PKM2), transcript variant 2, mRNA [NM_182470]	-0.417254138	11.34853105	-4.505757483	0.000203916	0.006782011
30382	27753	A_24_P80406	LOC152217	BC062368	Homo sapiens hypothetical protein BC007882, mRNA (cDNA clone MGC:71256 IMAGE:6730791), complete cds. [BC062368]	-0.408341247	9.903071966	-4.516282932	0.000198913	0.006782011
27054	24772	A_32_P132796	BRE	NM_004899	Homo sapiens brain and reproductive organ-expressed (TNFRSF1A modulator) (BRE), transcript variant 1, mRNA [NM_004899]	-0.401277844	8.977291417	-4.514096938	0.000199942	0.006782011
38489	35286	A_23_P11995	PRDX1	NM_002574	Homo sapiens peroxiredoxin 1 (PRDX1), transcript variant 1, mRNA [NM_002574]	-0.391427339	14.80630048	-4.513354312	0.000200293	0.006782011
12268	11238	A_23_P86818	PEX16	NM_004813	Homo sapiens peroxisomal biogenesis factor 16 (PEX16), transcript variant 1, mRNA [NM_004813]	-0.34090894	8.632141513	-4.51463905	0.000199686	0.006782011
26784	24429	A_23_P168683	DDX56	NM_019082	Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 56 (DDX56), mRNA [NM_019082]	-0.305112195	8.899682662	-4.512915659	0.0002005	0.006782011
13331	12263	A_23_P368896	SNX12	NM_013346	Homo sapiens sorting nexin 12 (SNX12), mRNA [NM_013346]	-0.266253562	7.757141761	-4.510280468	0.000201751	0.006782011
20801	19062	A_24_P612656	A_24_P612656	A_24_P612656	Unknown	-0.221115512	16.01192498	-4.510443279	0.000201673	0.006782011
23329	21382	A_24_P11965	MRFAP1	NM_033296	Homo sapiens Mof4 family associated protein 1 (MRFAP1), mRNA [NM_033296]	-0.518083145	13.31388487	-4.501548702	0.000205951	0.006820914
26041	23845	A_23_P332509	NAG	NM_015909	Homo sapiens neuroblastoma-amplified protein (NAG), mRNA [NM_015909]	-0.415202296	10.23742586	-4.501097676	0.000206171	0.006820914
41615	38033	A_23_P159544	ASMTL	NM_004192	Homo sapiens acetylserotonin O-methyltransferase-like (ASMTL), mRNA [NM_004192]	-0.414928247	9.848076702	-4.499892988	0.000206758	0.006820914
11977	11018	A_23_P165788	PHOSPHO2	NM_001008489	Homo sapiens phosphatase, orphan 2 (PHOSPHO2), mRNA [NM_001008489]	-0.397008972	9.947979906	-4.498610713	0.000207384	0.006820914
13599	12438	A_24_P308628	HEMK1	NM_016173	Homo sapiens HemK methyltransferase family member 1 (HEMK1), mRNA [NM_016173]	-0.361609518	8.728925656	-4.498732711	0.000207325	0.006820914
2176	1821	A_24_P212605	A_24_P212605	A_24_P212605	Unknown	-0.72323258	12.29808547	-4.495943027	0.000208694	0.006846071
35966	32845	A_24_P402242	COL3A1	NM_000090	Homo sapiens collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant) (COL3A1), mRNA [NM_000090]	-1.153716586	11.59584774	-4.490441838	0.000211422	0.006912904
39287	35965	A_23_P130886	FLJ14981	AK027887	Homo sapiens cDNA FLJ14981 fis, clone Y79AA1000202. [AK027887]	-0.407407496	10.0686811	-4.490843372	0.000211221	0.006912904
18313	16700	A_23_P99604	KIAA1333	NM_017769	Homo sapiens KIAA1333 (KIAA1333), mRNA [NM_017769]	-0.346737916	8.379875643	-4.489805881	0.000211739	0.006914948
29439	26968	A_24_P388622	STX18	NM_016930	Homo sapiens syntaxin 18 (STX18), mRNA [NM_016930]	-0.457049517	8.96618647	-4.48908954	0.000212098	0.006918316
11040	10090	A_23_P106761	CORO1A	NM_007074	Homo sapiens coronin, actin binding protein, 1A (CORO1A), mRNA [NM_007074]	-0.522989851	9.716028781	-4.488027232	0.00021263	0.00692735
9950	9032	A_32_P44316	EEF1A1	NM_001402	Homo sapiens eukaryotic translation elongation factor 1 alpha 1 (EEF1A1), mRNA [NM_001402]	-0.696077915	13.36947352	-4.486394305	0.000213451	0.006945756
9103	8257	A_23_P211522	SYNGR1	NM_145738	Homo sapiens synaptogyrin 1 (SYNGR1), transcript variant 1c, mRNA [NM_145738]	-0.409497948	9.000269258	-4.484067741	0.000214627	0.006950633
36957	33869	A_23_P31893	ST3GAL1	NM_003033	Homo sapiens ST3 beta-galactoside alpha-2,3-sialyltransferase 1 (ST3GAL1), transcript variant 1, mRNA [NM_003033]	-0.398727982	11.19353124	-4.484521087	0.000214397	0.006950633
28445	26086	A_23_P10798	CNP	NM_033133	Homo sapiens 2,3-cyclic nucleotide 3 phosphodiesterase (CNP), mRNA [NM_033133]	-0.438759433	6.93938673	-4.482959735	0.000215189	0.006952225
38796	35540	A_32_P191895	BC045716	BC045716	Homo sapiens cDNA clone IMAGE:5261156. [BC045716]	-0.451022376	8.058491296	-4.479860705	0.000216769	0.006994938
21500	19729	A_24_P400981	A_24_P400981	A_24_P400981	Unknown	-0.330288022	8.518611381	-4.474872638	0.000219337	0.007069385
5045	4507	A_24_P212834	A_24_P212834	A_24_P212834	Unknown	-0.494871739	9.248583549	-4.469075595	0.00022236	0.007132888
18349	16764	A_24_P340976	AL039916	AL039916	AL039916 DKFZp434H1712_r1 434 (synonym: htes3) Homo sapiens cDNA clone DKFZp434H1712 5, mRNA sequence [AL039916]	-0.399423443	13.41483396	-4.468257985	0.00022279	0.007138224
20592	18838	A_23_P108157	TJP3	NM_014428	Homo sapiens tight junction protein 3 (zona occludens 3) (TJP3), mRNA [NM_014428]	-0.594005444	8.937935733	-4.466447587	0.000223744	0.00716034
44475	40485	A_24_P273245	A_24_P273245	A_24_P273245	Unknown	-0.46911547	8.357774059	-4.465809357	0.000224082	0.007162683
25649	23438	A_23_P7030	MRPL3	NM_007208	Homo sapiens mitochondrial ribosomal protein L3 (MRPL3), nuclear gene encoding mitochondrial protein, mRNA [NM_007208]	-0.598192465	9.92677239	-4.464306133	0.000224878	0.007179687
12437	11397	A_24_P269853	ACTR1A	NM_005736	Homo sapiens ARP1 actin-related protein 1 homolog A, centractin alpha (yeast) (ACTR1A), mRNA [NM_005736]	-0.529428817	8.298959181	-4.461125973	0.000226574	0.007192988
32710	30004	A_24_P597190	LOC441066	XM_496741	PREDICTED: Homo sapiens similar to Beta-glucuronidase precursor (LOC441066), mRNA [XM_496741]	-0.485411274	7.834466656	-4.461982833	0.000226116	0.007192988
40423	36941	A_24_P244442	BSCL2	NM_032667	Homo sapiens Bernardinelli-Seip congenital lipodystrophy 2 (seipin) (BSCL2), mRNA [NM_032667]	-0.467470273	9.927641982	-4.462442107	0.00022587	0.007192988
11300	10411	A_24_P25020	A_24_P25020	A_24_P25020	Unknown	-0.457440193	9.976100027	-4.460202984	0.000227068	0.007192988
17633	16081	A_24_P567454	CR603272	CR603272	full-length cDNA clone CS0DC013YI10 of Neuroblastoma Cot 25-normalized of Homo sapiens (human). [CR603272]	-0.446118379	10.89319098	-4.45914223	0.000227637	0.007192988
32684	29955	A_24_P677525	AF336795	AF336795	Homo sapiens NM-4 mRNA, complete cds. [AF336795]	-0.424105396	10.35905963	-4.460721229	0.00022679	0.007192988
10322	9399	A_32_P12610	E2F6	NM_198256	Homo sapiens E2F transcription factor 6 (E2F6), mRNA [NM_198256]	-0.385439401	8.896167281	-4.459373525	0.000227513	0.007192988
10285	917	A_23_P24870	CD44	NM_000610	Homo sapiens CD44 molecule (Indian blood group) (CD44), transcript variant 1, mRNA [NM_000610]	-0.299002408	12.89951912	-4.459056945	0.000227683	0.007192988
20725	18924	A_32_P90551	SRP68	NM_014230	Homo sapiens signal recognition particle 68kDa (SRP68), mRNA [NM_014230]	-0.675957617	8.563385507	-4.452691633	0.000231132	0.007263883
17700	16202	A_24_P234214	HNRPLL	NM_138394	Homo sapiens heterogeneous nuclear ribonucleoprotein L-like (HNRPLL), mRNA [NM_138394]	-0.573324747	9.295336698	-4.450974252	0.000232071	0.007263883
13598	12436	A_23_P250629	PSMB8	NM_004159	Homo sapiens proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7) (PSMB8), transcript variant 1, mRNA [NM_004159]	-0.489537772	10.79703166	-4.451952251	0.000231536	0.007263883
1918	1660	A_23_P201059	UBQLN4	NM_020131	Homo sapiens ubiquilin 4 (UBQLN4), mRNA [NM_020131]	-0.367971604	7.743647847	-4.452221221	0.000231389	0.007263883
6592	5972	A_24_P228027	CYB5D2	NM_144611	Homo sapiens cytochrome b5 domain containing 2 (CYB5D2), mRNA [NM_144611]	-0.346372867	9.79763738	-4.453213907	0.000230847	0.007263883
184	136	A_23_P111381	ATG5	NM_004849	Homo sapiens ATG5 autophagy related 5 homolog (S. cerevisiae) (ATG5), mRNA [NM_004849]	-0.227942852	10.05688397	-4.453613842	0.000230629	0.007263883
33312	30486	A_24_P170309	A_24_P170309	A_24_P170309	Unknown	-0.446891265	7.573423912	-4.448201982	0.000233596	0.007265065
32879	30161	A_23_P8561	RHBDD2	NM_001040457	Homo sapiens rhomboid domain containing 2 (RHBDD2), transcript variant 2, mRNA [NM_001040457]	-0.443310287	10.27757539	-4.448737723	0.0002333	0.007265065
13403	12238	A_23_P148785	SFT2D2	NM_199344	Homo sapiens SFT2 domain containing 2 (SFT2D2), mRNA [NM_199344]	-0.364205508	8.475408353	-4.44798199	0.000233717	0.007265065
22055	20127	A_23_P219117	EPB49	NM_001978	Homo sapiens erythrocyte membrane protein band 4.9 (dematin) (EPB49), mRNA [NM_001978]	-0.31716789	6.402987942	-4.448066425	0.000233671	0.007265065
45195	41066	A_24_P174550	RHOA	NM_001664	Homo sapiens ras homolog gene family, member A (RHOA), mRNA [NM_001664]	-0.637317085	10.49981809	-4.446144022	0.000234734	0.007268898
20044	18316	A_23_P75989	PAK1	NM_002576	Homo sapiens p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast) (PAK1), mRNA [NM_002576]	-0.576367778	9.642942292	-4.446917499	0.000234306	0.007268898
14112	12919	A_23_P158239	SHMT2	NM_005412	Homo sapiens serine hydroxymethyltransferase 2 (mitochondrial) (SHMT2), mRNA [NM_005412]	-0.409699013	10.85243137	-4.445821006	0.000234913	0.007268898
11731	10730	A_24_P234391	EFHD1	NM_025202	Homo sapiens EF-hand domain family, member D1 (EFHD1), mRNA [NM_025202]	-0.708815945	9.994053628	-4.444673212	0.000235551	0.007280321
12149	11174	A_24_P101694	A_24_P101694	A_24_P101694	Unknown	-0.472238702	13.20313855	-4.443108923	0.000236423	0.007292513
33392	30628	A_32_P117170	ENST00000341533	ENST00000341533	Homo sapiens hypothetical metallo-hydrolase/oxidoreductase structure-containing protein (C7orf18) mRNA, complete cds. [AY357337]	-0.351515614	10.14850271	-4.443000411	0.000236483	0.007292513
22415	20475	A_23_P435501	SERINC3	NM_198941	Homo sapiens serine incorporator 3 (SERINC3), transcript variant 2, mRNA [NM_198941]	-0.595556628	9.026512379	-4.437262306	0.000239711	0.007300668
19895	18206	A_23_P252700	UNC50	NM_014044	Homo sapiens unc-50 homolog (C. elegans) (UNC50), mRNA [NM_014044]	-0.550559357	11.94039328	-4.438410551	0.000239061	0.007300668
43144	39414	A_23_P150852	FAM62A	NM_015292	Homo sapiens family with sequence similarity 62 (C2 domain containing), member A (FAM62A), mRNA [NM_015292]	-0.515489484	10.79434401	-4.438433465	0.000239048	0.007300668
19822	18072	A_23_P79927	NOL5A	NM_006392	Homo sapiens nucleolar protein 5A (56kDa with KKE/D repeat) (NOL5A), mRNA [NM_006392]	-0.514906164	10.95512521	-4.437718401	0.000239452	0.007300668
18266	16767	A_23_P63655	ATP5C1	NM_005174	Homo sapiens ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 (ATP5C1), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA [NM_005174]	-0.430434907	11.02772933	-4.440480748	0.000237895	0.007300668
25966	23710	A_23_P162746	CRYL1	NM_015974	Homo sapiens crystallin, lambda 1 (CRYL1), mRNA [NM_015974]	-0.339436052	11.16338648	-4.441604726	0.000237264	0.007300668
5738	5174	A_23_P6869	TMEM115	NM_007024	Homo sapiens transmembrane protein 115 (TMEM115), mRNA [NM_007024]	-0.467698432	8.412858003	-4.435070263	0.000240955	0.007310747
8021	7351	A_24_P186354	A_24_P186354	A_24_P186354	Unknown	-0.427831621	9.456589496	-4.435237388	0.00024086	0.007310747
24376	22360	A_23_P128161	TUBA6	NM_032704	Homo sapiens tubulin, alpha 6 (TUBA6), mRNA [NM_032704]	-0.797842967	12.72153433	-4.432581249	0.000242376	0.007316085
16276	14834	A_23_P138975	RBM7	NM_016090	Homo sapiens RNA binding motif protein 7 (RBM7), mRNA [NM_016090]	-0.597517257	8.751005777	-4.433052722	0.000242106	0.007316085
10397	9532	A_24_P134526	TSPO	NM_007311	Homo sapiens translocator protein (18kDa) (TSPO), transcript variant PBR-S, mRNA [NM_007311]	-0.197586156	11.52237578	-4.432608517	0.00024236	0.007316085
37865	34606	A_24_P245358	ATP5A1	NM_001001937	Homo sapiens ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle (ATP5A1), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA [NM_001001937]	-0.535582214	13.92557105	-4.430402514	0.000243627	0.007323273
