Ensembl ID	External gene Id	Chr	Gene start (bp)	MYC-binding sites
ENSG00000169180	XPO6	16	28109316	2
ENSG00000168488	ATXN2L	16	28834320	2
ENSG00000102879	CORO1A	16	30194892	2
ENSG00000180209	MYLPF	16	30386112	2
ENSG00000235560	AC_002310.2	16	30546394	2
ENSG00000069345	DNAJA2	16	46989274	2
ENSG00000121281	ADCY7	16	50300478	2
ENSG00000125166	GOT2	16	58741035	2
ENSG00000067955	CBFB	16	67063050	2
ENSG00000038358	EDC4	16	67906975	2
ENSG00000168872	DDX19A	16	70380732	2
ENSG00000140943	MBTPS1	16	84087366	2
ENSG00000103168	TAF1C	16	84211461	2
ENSG00000140950	KIAA1609	16	84509966	2
ENSG00000131149	KIAA0182	16	85645023	2
ENSG00000103264	FBXO31	16	87362944	2
ENSG00000179588	ZFPM1	16	88519725	2
ENSG00000051523	CYBA	16	88709698	2
ENSG00000158717	RNF166	16	88762903	2
ENSG00000129993	CBFA2T3	16	88941266	2
ENSG00000185324	CDK10	16	89753078	2
ENSG00000075399	C16orf7	16	89773541	2
ENSG00000141002	TCF25	16	89939970	2
ENSG00000198211	TUBB3	16	89985667	2
ENSG00000235361	AC_016292.1	17	1085187	2
ENSG00000182880	OR1D5	17	2965963	2
ENSG00000108518	PFN1	17	4848947	2
ENSG00000161960	EIF4A1	17	7476024	2
ENSG00000170004	CHD3	17	7788124	2
ENSG00000179094	PER1	17	8043809	2
ENSG00000205309	NT5M	17	17206649	2
ENSG00000237328	AC_122129.3	17	17662468	2
ENSG00000072310	SREBF1	17	17714653	2
ENSG00000124422	USP22	17	20902906	2
ENSG00000154035	C17orf103	17	21142183	2
ENSG00000076604	TRAF4	17	27071036	2
ENSG00000005156	LIG3	17	33307542	2
ENSG00000179294	C17orf96	17	36827961	2
ENSG00000108292	MLLT6	17	36861795	2
ENSG00000141720	PIP5K2B	17	36921942	2
ENSG00000108298	RPL19	17	37356536	2
ENSG00000249524	AC_079199.1	17	37916402	2
ENSG00000126368	NR1D1	17	38249040	2
ENSG00000013306	SLC25A39	17	42396993	2
ENSG00000172992	DCAKD	17	43100710	2
ENSG00000214401	AC_217773.2	17	44270940	2
ENSG00000108424	KPNB1	17	45727275	2
ENSG00000159217	IGF2BP1	17	47074774	2
ENSG00000108798	ABI3	17	47287589	2
ENSG00000108819	PPP1R9B	17	48211104	2
ENSG00000229980	AC_091062.2	17	48944040	2
ENSG00000136450	SFRS1	17	56078284	2
ENSG00000108389	MTMR4	17	56566893	2
ENSG00000136490	LIMD2	17	61773250	2
ENSG00000007312	CD79B	17	62006100	2
ENSG00000108622	ICAM2	17	62079956	2
ENSG00000120063	GNA13	17	63005407	2
ENSG00000154217	PITPNC1	17	65373924	2
ENSG00000182481	KPNA2	17	66031848	2
ENSG00000252545	U6	17	73027192	2
ENSG00000125454	SLC25A19	17	73269062	2
ENSG00000108479	GALK1	17	73754018	2
ENSG00000132471	WBP2	17	73841780	2
ENSG00000129667	RHBDF2	17	74466976	2
ENSG00000250233	AC_015802.2	17	74485424	2
ENSG00000229070	AC_111170.2	17	75440786	2
ENSG00000250022	AC_111170.2	17	75464643	2
ENSG00000167895	TMC8	17	76126859	2
ENSG00000225663	FAM195B	17	79780293	2
ENSG00000244773	AC_132872.4	17	80247922	2
ENSG00000141568	FOXK2	17	80477591	2
ENSG00000238863	snoU13	18	3424257	2
ENSG00000178127	NDUFV2	18	9102628	2
ENSG00000141391	SLMO1	18	12407895	2
ENSG00000085415	SEH1L	18	12947983	2
ENSG00000134758	RNF138	18	29671828	2
ENSG00000152242	C18orf25	18	43753988	2
ENSG00000175387	SMAD2	18	45357922	2
ENSG00000101665	SMAD7	18	46446223	2
ENSG00000176624	MEX3C	18	48700920	2
ENSG00000134440	NARS	18	55267896	2
ENSG00000141664	ZCCHC2	18	60190658	2
ENSG00000206029	AC_116904.1	18	72260074	2
ENSG00000130856	ZNF236	18	74536116	2
ENSG00000178412	AC_068473.1	18	77398938	2
ENSG00000101546	C18orf22	18	77794358	2
ENSG00000011304	PTBP1	19	797392	2
ENSG00000180448	HMHA1	19	1066025	2
ENSG00000226593	AC_004258.1	19	1275520	2
ENSG00000071626	DAZAP1	19	1407584	2
ENSG00000071564	TCF3	19	1609293	2
ENSG00000227500	SCAMP4	19	1905371	2
ENSG00000172081	MOBKL2A	19	2071037	2
ENSG00000176619	LMNB2	19	2428164	2
ENSG00000141873	SLC39A3	19	2732525	2
ENSG00000167658	EEF2	19	3976055	2
ENSG00000127663	KDM4B	19	4969124	2
ENSG00000088247	KHSRP	19	6413121	2
ENSG00000228975	AC_119396.1	19	7427666	2
ENSG00000175898	S1PR2	19	10332109	2
ENSG00000090339	ICAM1	19	10381517	2
ENSG00000065989	PDE4A	19	10527619	2
ENSG00000129351	ILF3	19	10764937	2
ENSG00000127616	SMARCA4	19	11071598	2
ENSG00000242219	AC_011442.1	19	11122384	2
ENSG00000173928	C19orf39	19	11485383	2
ENSG00000105576	TNPO2	19	12810008	2
ENSG00000171223	JUNB	19	12902310	2
ENSG00000179218	CALR	19	13049414	2
ENSG00000104903	LYL1	19	13209848	2
ENSG00000123136	DDX39	19	14519633	2
ENSG00000105127	AKAP8	19	15464341	2
ENSG00000011243	AKAP8L	19	15490859	2
ENSG00000167461	RAB8A	19	16222490	2
ENSG00000127527	EPS15L1	19	16466220	2
ENSG00000160117	ANKLE1	19	17392454	2
ENSG00000130312	MRPL34	19	17416477	2
ENSG00000105643	ARRDC2	19	18111944	2
ENSG00000130513	GDF15	19	18496968	2
ENSG00000130511	SSBP4	19	18530136	2
ENSG00000006015	C19orf60	19	18699495	2
ENSG00000064545	TMEM161A	19	19230429	2
ENSG00000129933	KIAA0892	19	19431614	2
ENSG00000167491	GATAD2A	19	19496639	2
ENSG00000105216	LSM14A	19	34663352	2
ENSG00000105220	GPI	19	34855815	2
ENSG00000126247	CAPNS1	19	36630918	2
ENSG00000104824	HNRNPL	19	39327029	2
ENSG00000187994	RINL	19	39358470	2
ENSG00000128016	ZFP36	19	39897453	2
ENSG00000105245	NUMBL	19	41171810	2
ENSG00000171570	EGLN2	19	41305048	2
ENSG00000142039	CCDC97	19	41816094	2
ENSG00000105329	TGFB1	19	41836651	2
ENSG00000235187	AC_010616.1	19	42413527	2
ENSG00000028277	POU2F2	19	42592675	2
ENSG00000204957	AC_006486.1	19	42746927	2
ENSG00000012061	ERCC1	19	45912872	2
ENSG00000125746	EML2	19	46112660	2
ENSG00000011485	PPP5C	19	46850294	2
ENSG00000105281	SLC1A5	19	47278140	2
ENSG00000130749	ZC3H4	19	47567449	2
ENSG00000142227	EMP3	19	48828629	2
ENSG00000087086	FTL	19	49468566	2
ENSG00000105063	SAPS1	19	55741148	2
ENSG00000171443	ZNF524	19	56111730	2
ENSG00000142409	ZNF787	19	56598732	2
ENSG00000177764	ZCCHC3	20	278204	2
ENSG00000101255	TRIB3	20	361261	2
ENSG00000132670	PTPRA	20	2844830	2
ENSG00000125772	GPCPD1	20	5525081	2
ENSG00000149346	C20orf94	20	10415951	2
ENSG00000130684	ZNF337	20	25654851	2
ENSG00000125968	ID1	20	30193086	2
ENSG00000245977	AL133343.1	20	31097762	2
ENSG00000101412	E2F1	20	32263489	2
ENSG00000125970	RALY	20	32581452	2
ENSG00000061656	SPAG4	20	34203814	2
ENSG00000149639	C20orf117	20	35405845	2
ENSG00000101057	MYBL2	20	42295797	2
ENSG00000230043	TMSL6	20	49457152	2
ENSG00000101126	ADNP	20	49505585	2
ENSG00000101096	NFATC2	20	50003494	2
ENSG00000132819	RBM38	20	55966463	2
ENSG00000124227	ANKRD60	20	56793551	2
ENSG00000149657	LSM14B	20	60697517	2
ENSG00000226094	RPL7P3	20	61169878	2
ENSG00000101191	DIDO1	20	61509090	2
ENSG00000101194	SLC17A9	20	61584052	2
ENSG00000232442	CTD-3184A7.4	20	62258580	2
ENSG00000183260	C20orf135	20	62492851	2
ENSG00000237371	RP13-152O15.5	20	62688156	2
ENSG00000248681	CR381670.1	21	9738602	2
ENSG00000156273	BACH1	21	30671192	2
ENSG00000237594	AP_000251.2	21	32931537	2
ENSG00000159140	SON	21	34914924	2
ENSG00000157538	DSCR3	21	38591910	2
ENSG00000184385	C21orf128	21	43522244	2
ENSG00000231867	AP_001625.5	21	43928734	2
ENSG00000239415	AP_001469.9	21	47671463	2
ENSG00000015475	BID	22	18216906	2
ENSG00000184470	TXNRD2	22	19863040	2
ENSG00000128266	GNAZ	22	23412540	2
ENSG00000236794	U07000.5	22	23522106	2
ENSG00000099991	CABIN1	22	24407642	2
ENSG00000241878	PISD	22	32014477	2
ENSG00000100320	RBM9	22	36134783	2
ENSG00000100345	MYH9	22	36677327	2
ENSG00000100060	MFNG	22	37865103	2
ENSG00000248512	AL035496.1	22	38004868	2
ENSG00000183741	CBX6	22	39257455	2
ENSG00000100335	SMCR7L	22	39895437	2
ENSG00000187051	RPS19BP1	22	39925098	2
ENSG00000100403	ZC3H7B	22	41697526	2
ENSG00000183864	TOB2	22	41829496	2
ENSG00000159958	TNFRSF13C	22	42321045	2
ENSG00000100162	CENPM	22	42334725	2
ENSG00000250278	Z99716.2	22	42335060	2
ENSG00000248178	AL049757.2	22	43111862	2
ENSG00000226328	CTA-217C2.1	22	45529710	2
ENSG00000100416	TRMU	22	46726772	2
ENSG00000198355	PIM3	22	50354161	2
ENSG00000170638	TRABD	22	50624344	2
ENSG00000073464	CLCN4	X	10125024	2
ENSG00000186312	CA5BP	X	15693039	2
ENSG00000238123	RP4-646N3.3	X	38660821	2
ENSG00000242892	XX-FW83563B9.5	X	153625219	2
ENSG00000188976	NOC2L	1	879584	1
ENSG00000187608	ISG15	1	948803	1
ENSG00000131591	C1orf159	1	1017198	1
ENSG00000223823	RP11-465B22.5	1	1072397	1
ENSG00000176022	B3GALT6	1	1167629	1
ENSG00000169972	PUSL1	1	1243947	1
ENSG00000127054	CPSF3L	1	1246969	1
ENSG00000175756	AURKAIP1	1	1309110	1
ENSG00000221978	CCNL2	1	1321091	1
ENSG00000242485	MRPL20	1	1337288	1
ENSG00000179403	VWA1	1	1370241	1
ENSG00000160072	ATAD3B	1	1407143	1
ENSG00000197785	ATAD3A	1	1447531	1
ENSG00000160075	SSU72	1	1477053	1
ENSG00000197530	MIB2	1	1550801	1
ENSG00000189339	RP11-345P4.4	1	1592939	1
ENSG00000008130	NADK	1	1682671	1
ENSG00000231050	RP1-140A9.1	1	1822910	1
ENSG00000157911	PEX10	1	2336236	1
ENSG00000229393	RP3-395M20.3	1	2424876	1
ENSG00000157870	C1orf93	1	2517930	1
ENSG00000078900	TP73	1	3569084	1
ENSG00000235169	RP1-286D6.2	1	3689352	1
ENSG00000130764	LRRC47	1	3696784	1
ENSG00000236423	RP13-15E13.1	1	3816936	1
ENSG00000158286	RNF207	1	6265535	1
ENSG00000116237	ICMT	1	6281252	1
ENSG00000097021	ACOT7	1	6324333	1
ENSG00000069812	HES2	1	6472478	1
ENSG00000215788	TNFRSF25	1	6521211	1
ENSG00000162408	NOL9	1	6581407	1
ENSG00000204859	ZBTB48	1	6640061	1
ENSG00000250449	AL591866.2	1	6653265	1
ENSG00000116273	PHF13	1	6673745	1
ENSG00000007923	DNAJC11	1	6694228	1
ENSG00000237436	RP11-312B8.1	1	6843952	1
ENSG00000234619	RP4-633I8.1	1	8810489	1
ENSG00000074800	ENO1	1	8921061	1
ENSG00000236269	RP3-477M7.2	1	8935847	1
ENSG00000252404	SCARNA16	1	9142755	1
ENSG00000252956	5S_rRNA	1	9497728	1
ENSG00000171612	SLC25A33	1	9599541	1
ENSG00000171608	PIK3CD	1	9711803	1
ENSG00000162441	LZIC	1	9982171	1
ENSG00000251503	RP5-1113E3.5	1	10490159	1
ENSG00000142655	PEX14	1	10532345	1
ENSG00000120948	TARDBP	1	11072414	1
ENSG00000120942	UBIAD1	1	11333263	1
ENSG00000132879	FBXO44	1	11714432	1
ENSG00000177674	AGTRAP	1	11796141	1
ENSG00000215910	C1orf167	1	11821844	1
ENSG00000242349	NPPAAS	1	11901074	1
ENSG00000083444	PLOD1	1	11994262	1
ENSG00000116688	MFN2	1	12040238	1
ENSG00000116691	MIIP	1	12079523	1
ENSG00000227612	RP5-1177E19.2	1	14104760	1
ENSG00000142634	EFHD2	1	15736391	1
ENSG00000116138	DNAJC16	1	15853308	1
ENSG00000116771	AGMAT	1	15898848	1
ENSG00000197312	DDI2	1	15943995	1
ENSG00000178715	RP11-169K16.8	1	16154727	1
ENSG00000142632	ARHGEF19	1	16524349	1
ENSG00000226457	RP11-430L17.1	1	16695645	1
ENSG00000157191	NECAP2	1	16767167	1
ENSG00000219481	NBPF1	1	16888818	1
ENSG00000117118	SDHB	1	17345217	1
ENSG00000179051	RCC2	1	17733256	1
ENSG00000127463	KIAA0090	1	19542158	1
ENSG00000040487	PQLC2	1	19638740	1
ENSG00000077549	CAPZB	1	19665270	1
ENSG00000173436	C1orf151	1	19923477	1
ENSG00000158828	PINK1	1	20959948	1
ENSG00000075151	EIF4G3	1	21132972	1
ENSG00000090686	USP48	1	22004791	1
ENSG00000232037	RP11-26H16.1	1	22234591	1
ENSG00000070831	CDC42	1	22379120	1
ENSG00000184677	ZBTB40	1	22778344	1
ENSG00000004487	KDM1A	1	23345941	1
ENSG00000125944	HNRNPR	1	23630264	1
ENSG00000187251	C1orf213	1	23695464	1
ENSG00000088280	ASAP3	1	23755055	1
ENSG00000235052	RP1-150O5.3	1	23875630	1
ENSG00000117318	ID3	1	23884409	1
ENSG00000197880	MDS2	1	23907985	1
ENSG00000142676	RPL11	1	24018269	1
ENSG00000011007	TCEB3	1	24069645	1
ENSG00000011009	LYPLA2	1	24117460	1
ENSG00000117308	GALE	1	24122089	1
ENSG00000189266	PNRC2	1	24285599	1
ENSG00000188529	SFRS13A	1	24291294	1
ENSG00000142677	IL22RA1	1	24446261	1
ENSG00000185436	IL28RA	1	24480647	1
ENSG00000230023	RP11-10N16.2	1	24526730	1
ENSG00000001461	NIPAL3	1	24742284	1
ENSG00000133226	SRRM1	1	24958207	1
ENSG00000188672	RHCE	1	25688741	1
ENSG00000157978	LDLRAP1	1	25870071	1
ENSG00000225643	RP11-70P17.1	1	25907969	1
ENSG00000127423	C1orf135	1	26160497	1
ENSG00000117632	STMN1	1	26212214	1
ENSG00000158006	PAFAH2	1	26286258	1
ENSG00000175087	PDIK1L	1	26437664	1
ENSG00000142684	ZNF593	1	26496362	1
ENSG00000130695	CCDC21	1	26560691	1
ENSG00000142669	SH3BGRL3	1	26605667	1
ENSG00000169442	CD52	1	26644448	1
ENSG00000225854	RP11-569G9.7	1	26653178	1
ENSG00000117682	DHDDS	1	26758773	1
ENSG00000198830	HMGN2	1	26798941	1
ENSG00000224129	RP11-492M19.1	1	26845845	1
ENSG00000117676	RPS6KA1	1	26856258	1
ENSG00000229247	RP11-492M19.3	1	26966868	1
ENSG00000251227	AL512408.1	1	27044485	1
ENSG00000060642	PIGV	1	27113963	1
ENSG00000175793	SFN	1	27189653	1
ENSG00000131910	NR0B2	1	27237980	1
ENSG00000186501	TMEM222	1	27648636	1
ENSG00000241169	RP4-752I6.1	1	27783709	1
ENSG00000237429	RP1-159A19.4	1	27852316	1
ENSG00000000938	FGR	1	27938575	1
ENSG00000117748	RPA2	1	28218035	1
ENSG00000158161	EYA3	1	28296855	1
ENSG00000130772	MED18	1	28655513	1
ENSG00000238821	snoU13	1	28843988	1
ENSG00000180098	TRNAU1AP	1	28879597	1
ENSG00000207070	SNORA16	1	28907432	1
ENSG00000120656	TAF12	1	28915835	1
ENSG00000198492	YTHDF2	1	29063133	1
ENSG00000116353	MECR	1	29519385	1
ENSG00000186056	RP5-1166H10.2	1	31190940	1
ENSG00000134644	PUM1	1	31404353	1
ENSG00000225142	RP11-490K7.1	1	31580995	1
ENSG00000168528	SERINC2	1	31882412	1
ENSG00000228682	RP11-439L8.3	1	31971841	1
ENSG00000162517	PEF1	1	32095463	1
ENSG00000121753	BAI2	1	32192718	1
ENSG00000184007	PTP4A2	1	32372022	1
ENSG00000121774	KHDRBS1	1	32479430	1
ENSG00000203325	RP11-277A4.4	1	32517892	1
ENSG00000025800	KPNA6	1	32573639	1
ENSG00000084652	TXLNA	1	32645287	1
ENSG00000160055	C1orf91	1	32680073	1
ENSG00000182866	LCK	1	32716840	1
ENSG00000116478	HDAC1	1	32757687	1
ENSG00000231176	RP4-811H24.10	1	32816855	1
ENSG00000224333	GAPDHP20	1	32867710	1
ENSG00000176261	ZBTB8OS	1	33065854	1
ENSG00000116497	S100PBP	1	33283043	1
ENSG00000004455	AK2	1	33473585	1
ENSG00000142920	ADC	1	33546705	1
ENSG00000233246	RP11-415J8.5	1	33815953	1
ENSG00000146463	ZMYM4	1	35734568	1
ENSG00000142687	KIAA0319L	1	35899091	1
ENSG00000126067	PSMB2	1	36042938	1
ENSG00000126070	EIF2C3	1	36396319	1
ENSG00000116863	ADPRHL2	1	36554476	1
ENSG00000171812	COL8A2	1	36560837	1
ENSG00000054116	TRAPPC3	1	36602173	1
ENSG00000116871	MAP7D1	1	36621194	1
ENSG00000054118	THRAP3	1	36690017	1
ENSG00000196182	STK40	1	36805225	1
ENSG00000181817	LSM10	1	36856839	1
ENSG00000116898	MRPS15	1	36921319	1
ENSG00000234481	RP4-614N24.1	1	37238741	1
ENSG00000163873	GRIK3	1	37261128	1
ENSG00000163875	MEAF6	1	37951915	1
ENSG00000134697	GNL2	1	38032417	1
ENSG00000116922	C1orf109	1	38147242	1
ENSG00000134690	CDCA8	1	38158090	1
ENSG00000185090	MANEAL	1	38259542	1
ENSG00000196449	YRDC	1	38268616	1
ENSG00000188786	MTF1	1	38279851	1
ENSG00000204084	INPP5B	1	38326369	1
ENSG00000183431	SF3A3	1	38422647	1
ENSG00000183520	UTP11L	1	38474930	1
ENSG00000238063	RP11-329N22.1	1	38940868	1
ENSG00000116954	RRAGC	1	39303870	1
ENSG00000168653	NDUFS5	1	39491990	1
ENSG00000090621	PABPC4	1	40026485	1
ENSG00000116985	BMP8B	1	40222854	1
ENSG00000229213	RP1-118J21.24	1	40261515	1
ENSG00000043514	TRIT1	1	40306708	1
ENSG00000168389	MFSD2A	1	40420802	1
ENSG00000228477	RP3-342P20.2	1	40428352	1
ENSG00000131236	CAP1	1	40505905	1
ENSG00000131238	PPT1	1	40538377	1
ENSG00000117000	RLF	1	40627045	1
ENSG00000084073	ZMPSTE24	1	40723779	1
ENSG00000049089	COL9A2	1	40766159	1
ENSG00000187801	ZNF643	1	40915771	1
ENSG00000187815	ZNF642	1	40942887	1
ENSG00000066136	NFYC	1	41157242	1
ENSG00000171793	CTPS	1	41445007	1
ENSG00000247823	AL110502.1	1	41480262	1
ENSG00000010803	SCMH1	1	41492874	1
ENSG00000235358	RP11-399E6.1	1	41708045	1
ENSG00000230638	RP11-486B10.4	1	42007739	1
ENSG00000198815	FOXJ3	1	42642210	1
ENSG00000177181	RIMKLA	1	42846466	1
ENSG00000171960	PPIH	1	43124048	1
ENSG00000164008	C1orf50	1	43232940	1
ENSG00000243710	WDR65	1	43638026	1
ENSG00000126091	ST3GAL3	1	44173216	1
ENSG00000237950	RP11-7O11.3	1	44410042	1
ENSG00000132768	DPH2	1	44435653	1
ENSG00000117410	ATP6V0B	1	44440617	1
ENSG00000117411	B4GALT2	1	44444615	1
ENSG00000159214	CCDC24	1	44457031	1
ENSG00000178028	DMAP1	1	44679127	1
ENSG00000117419	ERI3	1	44686742	1
ENSG00000126106	TMEM53	1	45100910	1
ENSG00000199377	U5	1	45187458	1
ENSG00000225721	RP11-269F19.2	1	45224709	1
ENSG00000142959	BEST4	1	45249257	1
ENSG00000173846	PLK3	1	45265897	1
ENSG00000222009	BTBD19	1	45274154	1
ENSG00000070785	EIF2B3	1	45316450	1
ENSG00000246279	AL359540.1	1	45769863	1
ENSG00000132781	MUTYH	1	45794914	1
ENSG00000132763	MMACHC	1	45965725	1
ENSG00000117450	PRDX1	1	45976708	1
ENSG00000117448	AKR1A1	1	46016215	1
ENSG00000159592	GPBP1L1	1	46092976	1
ENSG00000159596	TMEM69	1	46152886	1
ENSG00000227857	RP4-533D7.5	1	46599043	1
ENSG00000132128	LRRC41	1	46726868	1
ENSG00000117481	NSUN4	1	46805849	1
ENSG00000159658	KIAA0494	1	47140831	1
ENSG00000162368	CMPK1	1	47799469	1
ENSG00000186564	FOXD2	1	47901689	1
ENSG00000185104	FAF1	1	50905150	1
ENSG00000123080	CDKN2C	1	51426417	1
ENSG00000227070	RP11-191G24.1	1	51983981	1
ENSG00000212624	SNORA26	1	52190447	1
ENSG00000078618	NRD1	1	52254863	1
ENSG00000117862	TXNDC12	1	52485803	1
ENSG00000198841	KTI12	1	52497775	1
ENSG00000162384	C1orf123	1	53679771	1
ENSG00000226754	RP5-1024G6.5	1	53704282	1
ENSG00000157193	LRP8	1	53711212	1
ENSG00000058804	TMEM48	1	54231133	1
ENSG00000116209	TMEM59	1	54497347	1
ENSG00000215883	CYB5RL	1	54609065	1
ENSG00000243725	TTC4	1	55181495	1
ENSG00000162396	PARS2	1	55222571	1
ENSG00000242396	RP11-67L3.5	1	55352548	1
ENSG00000162402	USP24	1	55532032	1
ENSG00000162607	USP1	1	62901968	1
ENSG00000125703	ATG4C	1	63249806	1
ENSG00000088035	ALG6	1	63833261	1
ENSG00000142856	ITGB3BP	1	63906441	1
ENSG00000203965	EFCAB7	1	63989013	1
ENSG00000116675	DNAJC6	1	65713902	1
ENSG00000118473	SGIP1	1	66999066	1
ENSG00000198160	MIER1	1	67390640	1
ENSG00000116704	SLC35D1	1	67465015	1
ENSG00000066557	LRRC40	1	70610488	1
ENSG00000228988	RP4-677H15.4	1	70684272	1
ENSG00000137955	RABGGTB	1	76251882	1
ENSG00000036549	ZZZ3	1	78028101	1
ENSG00000162613	FUBP1	1	78400603	1
ENSG00000142875	PRKACB	1	84543745	1
ENSG00000203943	SAMD13	1	84764049	1
ENSG00000117133	RPF1	1	84944942	1
ENSG00000117155	SSX2IP	1	85109390	1
ENSG00000153898	MCOLN2	1	85391267	1
ENSG00000097096	SYDE2	1	85623356	1
ENSG00000117174	ZNHIT6	1	86118491	1
ENSG00000097033	SH3GLB1	1	87170259	1
ENSG00000065243	PKN2	1	89149905	1
ENSG00000137947	GTF2B	1	89318615	1
ENSG00000197147	LRRC8B	1	89990395	1
ENSG00000228175	GEMIN8P4	1	90459152	1
ENSG00000122482	ZNF644	1	91380859	1
ENSG00000097046	CDC7	1	91966404	1
ENSG00000122484	RPAP2	1	92764522	1
ENSG00000162676	GFI1	1	92940319	1
ENSG00000067208	EVI5	1	92974253	1
ENSG00000122406	RPL5	1	93297597	1
ENSG00000239710	AC_093577.7	1	93440385	1
ENSG00000143033	MTF2	1	93544795	1
ENSG00000117505	DR1	1	93811445	1
ENSG00000211575	hsa-mir-760	1	94312388	1
ENSG00000067334	DNTTIP2	1	94331839	1
ENSG00000023909	GCLM	1	94350761	1
ENSG00000172339	ALG14	1	95448297	1
ENSG00000162688	AGL	1	100315640	1
ENSG00000228084	RP5-884G6.2	1	100433939	1
ENSG00000156875	HIAT1	1	100503653	1
ENSG00000156876	SASS6	1	100549119	1
ENSG00000117543	DPH5	1	101455179	1
ENSG00000198890	PRMT6	1	107599301	1
ENSG00000162639	C1orf59	1	109190912	1
ENSG00000134186	PRPF38B	1	109234945	1
ENSG00000121940	CLCC1	1	109472130	1
ENSG00000197780	TAF13	1	109605121	1
ENSG00000215717	TMEM167B	1	109630883	1
ENSG00000238881	snoU2-25	1	109642815	1
ENSG00000031698	SARS	1	109756540	1
ENSG00000143106	PSMA5	1	109944470	1
ENSG00000162650	ATXN7L2	1	110026101	1
ENSG00000174151	CYB561D1	1	110036658	1
ENSG00000116337	AMPD2	1	110162459	1
ENSG00000224927	RP4-735C1.5	1	110353266	1
ENSG00000143093	FAM40A	1	110574199	1
ENSG00000116396	KCNC4	1	110753965	1
ENSG00000134248	HBXIP	1	110943871	1
ENSG00000156171	DRAM2	1	111659955	1
ENSG00000162777	DENND2D	1	111729796	1
ENSG00000116455	WDR77	1	111982512	1
ENSG00000197852	C1orf183	1	112264686	1
ENSG00000134245	WNT2B	1	113009163	1
ENSG00000116489	CAPZA1	1	113161795	1
ENSG00000226419	RP11-31F15.1	1	113499037	1
ENSG00000248536	AL137856.1	1	114375710	1
ENSG00000118655	DCLRE1B	1	114447763	1
ENSG00000235527	RP5-1073O3.7	1	114466622	1
ENSG00000197323	TRIM33	1	114935399	1
ENSG00000213281	NRAS	1	115247090	1
ENSG00000009307	CSDE1	1	115259534	1
ENSG00000052723	SIKE1	1	115312100	1
ENSG00000163399	ATP1A1	1	116915290	1
ENSG00000116830	TTF2	1	117602925	1
ENSG00000198162	MAN1A2	1	117910071	1
ENSG00000065183	WDR3	1	118472347	1
ENSG00000116874	WARS2	1	119573839	1
ENSG00000092621	PHGDH	1	120202421	1
ENSG00000201699	U1	1	144534038	1
ENSG00000222788	U2	1	144944672	1
ENSG00000201558	U1	1	145382757	1
ENSG00000117289	TXNIP	1	145438469	1
ENSG00000181039	ANKRD34A	1	145470508	1
ENSG00000131795	RBM8A	1	145507598	1
ENSG00000211451	GNRHR2	1	145509752	1
ENSG00000186364	NUDT17	1	145586115	1
ENSG00000186141	POLR3C	1	145592605	1
ENSG00000230832	RP11-325P15.2	1	146553887	1
ENSG00000131791	PRKAB2	1	146626685	1
ENSG00000131778	CHD1L	1	146714291	1
ENSG00000136631	VPS45	1	150039342	1
ENSG00000143401	ANP32E	1	150190717	1
ENSG00000117362	APH1A	1	150237799	1
ENSG00000187145	MRPS21	1	150266289	1
ENSG00000117360	PRPF3	1	150293925	1
ENSG00000143374	TARS2	1	150459890	1
ENSG00000237781	RP11-54A4.2	1	150521040	1
ENSG00000203804	C1orf138	1	150532678	1
ENSG00000143420	ENSA	1	150573327	1
ENSG00000143379	SETDB1	1	150898767	1
ENSG00000143418	LASS2	1	150933059	1
ENSG00000197622	CDC42SE1	1	151023447	1
ENSG00000143458	GABPB2	1	151043054	1
ENSG00000163155	LYSMD1	1	151132222	1
ENSG00000163159	VPS72	1	151142463	1
ENSG00000159352	PSMD4	1	151227179	1
ENSG00000143373	ZNF687	1	151254094	1
ENSG00000237976	RP11-126K1.6	1	151319443	1
ENSG00000250734	RP11-404E16.1	1	151584514	1
ENSG00000159445	THEM4	1	151846060	1
ENSG00000238279	BX470102.3	1	153506079	1
ENSG00000189171	S100A13	1	153591263	1
ENSG00000143621	ILF2	1	153634512	1
ENSG00000143624	INTS3	1	153700543	1
ENSG00000207039	Y_RNA	1	153758196	1
ENSG00000143614	GATAD2B	1	153777201	1
ENSG00000198837	DENND4B	1	153901977	1
ENSG00000143578	CREB3L4	1	153940010	1
ENSG00000177954	RPS27	1	153963235	1
ENSG00000143612	C1orf43	1	154179196	1
ENSG00000160714	UBE2Q1	1	154521053	1
ENSG00000233875	RP11-61L14.6	1	154551541	1
ENSG00000143603	KCNN3	1	154679902	1
ENSG00000173207	CKS1B	1	154947129	1
ENSG00000160688	FLAD1	1	154955814	1
ENSG00000143537	ADAM15	1	155023177	1
ENSG00000163463	KRTCAP2	1	155141884	1
ENSG00000208011	hsa-mir-92b	1	155164968	1
ENSG00000169231	THBS3	1	155165379	1
ENSG00000160766	GBAP	1	155183616	1
ENSG00000177628	GBA	1	155204243	1
ENSG00000116521	SCAMP3	1	155225770	1
ENSG00000143630	HCN3	1	155247374	1
ENSG00000160752	FDPS	1	155278539	1
ENSG00000225855	C1orf104	1	155286654	1
ENSG00000116539	ASH1L	1	155305059	1
ENSG00000125459	MSTO1	1	155579996	1
ENSG00000132680	KIAA0907	1	155882834	1
ENSG00000160803	UBQLN4	1	156005092	1
ENSG00000116586	ROBLD3	1	156024543	1
