Probe sets	Symbol	Title	P value	Fold
241396_at	241396_at	NA	0.04091	1.52
241586_at	241586_at	NA	0.04091	1.21
241657_at	241657_at	Transcribed locus	0.04091	1.15
241911_at	CDKL3	cyclin-dependent kinase-like 3	0.04091	1.14
242730_at	FLJ33065	Hypothetical gene supported by AK057627; BC031275; BC045736	0.04091	1.16
242846_at	242846_at	Transcribed locus	0.04091	0.77
242880_at	NALCN	sodium leak channel, non-selective	0.04091	1.12
243231_at	FLJ39822	hypothetical protein FLJ39822	0.04091	0.53
243773_at	PDCD2	Programmed cell death 2	0.04091	0.85
244108_at	SYNPO2	synaptopodin 2	0.04091	1.18
244155_x_at	TOR2A	Torsin family 2, member A	0.04091	1.18
244459_at	244459_at	Transcribed locus	0.04091	1.11
244750_at	244750_at	Transcribed locus	0.04091	1.14
244822_at	GART	Phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	0.04091	0.65
36545_s_at	SFI1	Sfi1 homolog, spindle assembly associated (yeast)	0.04091	0.62
53720_at	FLJ11286	hypothetical protein FLJ11286	0.04091	1.59
57539_at	ZGPAT	zinc finger, CCCH-type with G patch domain	0.04091	3.27
62987_r_at	CACNG4	calcium channel, voltage-dependent, gamma subunit 4	0.04091	0.89
65438_at	KIAA1609	KIAA1609	0.04091	0.85
210989_at	LAMA4	Laminin, alpha 4	0.04165	1.15
240887_at	240887_at	NA	0.04188	1.18
205709_s_at	CDS1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1	0.04205	0.41
216539_at	ATXN3L	ataxin 3-like	0.04803	1.18
235460_at	SNX22	sorting nexin 22	0.04809	1.53
1566093_at	ARHGEF12	Rho guanine nucleotide exchange factor (GEF) 12	0.04815	1.13
228711_at	ZNF37A	zinc finger protein 37A	0.04815	1.3
233815_at	NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2	0.04815	1.14
235890_at	235890_at	Transcribed locus	0.04815	1.28
243856_at	243856_at	Transcribed locus	0.04815	0.89
1553792_at	KIAA1109	KIAA1109	0.04821	0.91
1568488_at	GTA	galactosyltransferase activator	0.04821	0.91
1552269_at	SPATA17	spermatogenesis associated 17	0.04912	0.84
1552618_at	STX6	syntaxin 6	0.04912	0.73
1553053_at	C14orf48	chromosome 14 open reading frame 48	0.04912	1.14
1553367_a_at	COX6B2	cytochrome c oxidase subunit VIb polypeptide 2 (testis)	0.04912	1.17
1553998_at	DMRTC1 /// LOC728656	DMRT-like family C1 /// similar to doublesex and mab-3 related transcription factor 8.1 isoform a	0.04912	1.16
1554334_a_at	DNAJA4	DnaJ (Hsp40) homolog, subfamily A, member 4	0.04912	0.75
1554379_a_at	TP73	tumor protein p73	0.04912	1.16
1554486_a_at	C6orf114	chromosome 6 open reading frame 114	0.04912	1.24
1554772_at	C17orf57	chromosome 17 open reading frame 57	0.04912	1.12
1554964_x_at	1554964_x_at	CDNA clone IMAGE:5310797	0.04912	0.88
1555068_at	WNK1	WNK lysine deficient protein kinase 1	0.04912	0.81
1555136_at	FGD6	FYVE, RhoGEF and PH domain containing 6	0.04912	0.8
1555145_at	C1orf96	chromosome 1 open reading frame 96	0.04912	1.11
1555206_at	1555206_at	CDNA clone IMAGE:3944752	0.04912	1.13
1555355_a_at	ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	0.04912	1.67
1555412_at	FBXL21	F-box and leucine-rich repeat protein 21	0.04912	0.75
1555579_s_at	PTPRM	protein tyrosine phosphatase, receptor type, M	0.04912	0.51
1555645_at	1555645_at	FGF-2 activity-associated protein 2 (GAFA2)	0.04912	1.12
1555676_s_at	GSH1	GS homeobox 1	0.04912	1.1
1555757_at	C7orf34	chromosome 7 open reading frame 34	0.04912	1.14
1556405_s_at	LOC374890	hypothetical gene supported by BC030765	0.04912	1.17
1556558_s_at	FLJ36665	hypothetical protein FLJ36665	0.04912	1.27
1556564_at	KIAA1822	KIAA1822	0.04912	1.16
1557116_at	APOL6	apolipoprotein L, 6	0.04912	1.76
1557260_a_at	ZNF382	zinc finger protein 382	0.04912	0.72
1557290_at	DPY19L2 /// DPY19L2P1 /// DPY19L2P2 /// DPY19L2P4	dpy-19-like 2 (C. elegans) /// dpy-19-like 2 pseudogene 2 (C. elegans) /// dpy-19-like 2 pseudogene 4 (C. elegans) /// dpy-19-like 2 pseudogene 1 (C. elegans)	0.04912	1.11
1557311_at	1557311_at	CDNA FLJ40469 fis, clone TESTI2042473	0.04912	0.86
1557370_s_at	MYCBP2	MYC binding protein 2	0.04912	0.72
1557620_a_at	CCDC38	coiled-coil domain containing 38	0.04912	1.23
1558152_at	1558152_at	CDNA FLJ35102 fis, clone PLACE6006474, weakly similar to ADHESIVE PLAQUE MATRIX PROTEIN PRECURSOR	0.04912	0.44
1558501_at	DNM3	dynamin 3	0.04912	0.81
1559065_a_at	CLEC4G	C-type lectin superfamily 4, member G	0.04912	1.22
1559303_at	1559303_at	CDNA clone IMAGE:5299257	0.04912	1.11
1559420_x_at	CACNB2	calcium channel, voltage-dependent, beta 2 subunit	0.04912	1.32
1559939_at	FLJ16124	FLJ16124 protein	0.04912	0.9
1560531_at	LCE1B	late cornified envelope 1B	0.04912	1.17
1560589_a_at	1560589_a_at	Homo sapiens, clone IMAGE:4657243, mRNA	0.04912	1.22
1560617_at	1560617_at	CDNA clone IMAGE:4824791	0.04912	1.16
1560994_x_at	LOC400590	hypothetical LOC400590	0.04912	0.91
1561045_a_at	1561045_a_at	Homo sapiens, clone IMAGE:5548255, mRNA	0.04912	1.18
1561179_s_at	AMZ1	archaemetzincin-1	0.04912	1.14
1561360_at	1561360_at	CDNA clone IMAGE:5272441	0.04912	0.88
1562245_a_at	1562245_a_at	MRNA; cDNA DKFZp686H1629 (from clone DKFZp686H1629)	0.04912	0.87
1562353_x_at	1562353_x_at	Homo sapiens, clone IMAGE:5760997, mRNA	0.04912	1.15
1562458_at	UBE2W	ubiquitin-conjugating enzyme E2W (putative)	0.04912	0.89
1562501_at	LOC255177	hypothetical protein LOC255177	0.04912	1.11
1562590_at	PRTG	protogenin homolog (Gallus gallus)	0.04912	1.26
1562760_at	1562760_at	Homo sapiens, clone IMAGE:5745053, mRNA	0.04912	1.15
1562770_at	1562770_at	Homo sapiens, clone IMAGE:5228125, mRNA	0.04912	1.21
1562817_at	1562817_at	CDNA clone IMAGE:5303547	0.04912	0.86
1562966_at	KIAA1217	KIAA1217	0.04912	0.71
1563062_at	LOC728192	Hypothetical protein LOC728192	0.04912	1.18
1563511_at	DKFZp451B082	hypothetical gene supported by AL831931	0.04912	1.2
1563943_at	PPARGC1B	peroxisome proliferator-activated receptor gamma, coactivator 1 beta	0.04912	1.17
1564144_at	1564144_at	CDNA FLJ35206 fis, clone PLACE6018843	0.04912	1.14
1564259_at	1564259_at	MRNA; cDNA DKFZp434P0629 (from clone DKFZp434P0629)	0.04912	1.12
1565577_s_at	1565577_s_at	CDNA FLJ34486 fis, clone HLUNG2004217	0.04912	1.35
1565608_at	MFSD1	Major facilitator superfamily domain containing 1	0.04912	0.9
1565817_at	IKZF1	IKAROS family zinc finger 1 (Ikaros)	0.04912	1.21
1565818_s_at	IKZF1	IKAROS family zinc finger 1 (Ikaros)	0.04912	1.19
1566084_at	LOC644215	Hypothetical LOC644215	0.04912	0.75
1566363_at	DNTT	deoxynucleotidyltransferase, terminal	0.04912	0.88
1566571_at	1566571_at	CDNA FLJ30778 fis, clone FEBRA2000809	0.04912	1.16
1568805_at	NCOA7	nuclear receptor coactivator 7	0.04912	0.88
1568905_at	1568905_at	CDNA clone IMAGE:4795773	0.04912	1.14
1569905_at	HSD11B1L	hydroxysteroid (11-beta) dehydrogenase 1-like	0.04912	1.16
1570262_at	1570262_at	CDNA clone IMAGE:4825699	0.04912	1.14
200052_s_at	ILF2	interleukin enhancer binding factor 2, 45kDa	0.04912	0.68
200963_x_at	RPL31	ribosomal protein L31	0.04912	0.7
201109_s_at	THBS1	thrombospondin 1	0.04912	0.29
201115_at	POLD2	polymerase (DNA directed), delta 2, regulatory subunit 50kDa	0.04912	1.54
201161_s_at	CSDA	cold shock domain protein A	0.04912	0.49
201340_s_at	ENC1	ectodermal-neural cortex (with BTB-like domain)	0.04912	0.54
201367_s_at	ZFP36L2	zinc finger protein 36, C3H type-like 2	0.04912	0.49
201481_s_at	PYGB	phosphorylase, glycogen; brain	0.04912	0.63
201811_x_at	SH3BP5	SH3-domain binding protein 5 (BTK-associated)	0.04912	0.5
201860_s_at	PLAT	plasminogen activator, tissue	0.04912	0.46
201867_s_at	TBL1X	transducin (beta)-like 1X-linked	0.04912	1.86
202334_s_at	UBE2B	ubiquitin-conjugating enzyme E2B (RAD6 homolog)	0.04912	1.57
202357_s_at	CFB	complement factor B	0.04912	1.8
202412_s_at	USP1	ubiquitin specific peptidase 1	0.04912	1.83
202532_s_at	DHFR	dihydrofolate reductase	0.04912	1.7
202561_at	TNKS	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	0.04912	1.38
202730_s_at	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)	0.04912	0.68
202747_s_at	ITM2A	integral membrane protein 2A	0.04912	0.58
202940_at	WNK1	WNK lysine deficient protein kinase 1	0.04912	0.66
203050_at	TP53BP1	tumor protein p53 binding protein, 1	0.04912	0.8
203058_s_at	PAPSS2	3-phosphoadenosine 5-phosphosulfate synthase 2	0.04912	1.88
203354_s_at	PSD3	pleckstrin and Sec7 domain containing 3	0.04912	2.52
203355_s_at	PSD3	pleckstrin and Sec7 domain containing 3	0.04912	2.44
203433_at	MTHFS	5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)	0.04912	1.59
203463_s_at	EPN2	epsin 2	0.04912	0.8
203590_at	DYNC1LI2	dynein, cytoplasmic 1, light intermediate chain 2	0.04912	1.31
203648_at	TATDN2	TatD DNase domain containing 2	0.04912	0.73
203758_at	CTSO	cathepsin O	0.04912	1.94
203945_at	ARG2	arginase, type II	0.04912	1.45
204049_s_at	PHACTR2	phosphatase and actin regulator 2	0.04912	0.44
204156_at	KIAA0999	KIAA0999 protein	0.04912	0.65
204252_at	CDK2	cyclin-dependent kinase 2	0.04912	1.37
204369_at	PIK3CA	phosphoinositide-3-kinase, catalytic, alpha polypeptide	0.04912	1.52
204467_s_at	SNCA	synuclein, alpha (non A4 component of amyloid precursor)	0.04912	1.16
205238_at	CXorf34	chromosome X open reading frame 34	0.04912	0.63
205581_s_at	NOS3	nitric oxide synthase 3 (endothelial cell)	0.04912	0.65
206180_x_at	ZNF747	zinc finger protein 747	0.04912	1.73
206769_at	TMSB4Y	thymosin, beta 4, Y-linked	0.04912	1.19
206862_at	ZNF254	zinc finger protein 254	0.04912	1.21
207039_at	CDKN2A	cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)	0.04912	2.35
207120_at	ZNF667	zinc finger protein 667	0.04912	0.84
207631_at	NBR2	neighbor of BRCA1 gene 2	0.04912	1.27
207826_s_at	ID3	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein	0.04912	0.56
207888_at	207888_at	NA	0.04912	1.12
208451_s_at	C4A /// C4B	complement component 4A (Rodgers blood group) /// complement component 4B (Childo blood group)	0.04912	1.81
208613_s_at	FLNB	filamin B, beta (actin binding protein 278)	0.04912	0.75
208672_s_at	SFRS3	splicing factor, arginine/serine-rich 3	0.04912	0.8
208897_s_at	DDX18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18	0.04912	0.77
209256_s_at	KIAA0265	KIAA0265 protein	0.04912	1.68
209295_at	TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b	0.04912	1.67
209427_at	SMTN	smoothelin	0.04912	0.7
209446_s_at	C7orf44	chromosome 7 open reading frame 44	0.04912	0.64
209550_at	NDN	necdin homolog (mouse)	0.04912	0.51
209657_s_at	HSF2	heat shock transcription factor 2	0.04912	0.69
210063_at	SARDH	sarcosine dehydrogenase	0.04912	1.75
210267_at	NPAL3	NIPA-like domain containing 3	0.04912	1.13
210326_at	AGXT	alanine-glyoxylate aminotransferase	0.04912	2.19
210678_s_at	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)	0.04912	1.56
210715_s_at	SPINT2	serine peptidase inhibitor, Kunitz type, 2	0.04912	0.41
210802_s_at	DIMT1L	DIM1 dimethyladenosine transferase 1-like (S. cerevisiae)	0.04912	0.59
210874_s_at	NAT6	N-acetyltransferase 6	0.04912	0.79
210890_x_at	KIR2DL1	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1	0.04912	1.16
210892_s_at	GTF2I	general transcription factor II, i	0.04912	0.55
211523_at	GNRHR	gonadotropin-releasing hormone receptor	0.04912	1.14
211575_s_at	UBE3A	ubiquitin protein ligase E3A (human papilloma virus E6-associated protein, Angelman syndrome)	0.04912	1.27
211583_x_at	NCR3	natural cytotoxicity triggering receptor 3	0.04912	1.15
211787_s_at	EIF4A1	eukaryotic translation initiation factor 4A, isoform 1	0.04912	0.68
211915_s_at	LOC643224 /// LOC728247 /// LOC730613 /// TUBB4Q /// TUBB8	tubulin, beta polypeptide 4, member Q /// tubulin, beta 8 /// similar to tubulin, beta 8	0.04912	1.15
212205_at	H2AFV	H2A histone family, member V	0.04912	1.53
212252_at	CAMKK2	calcium/calmodulin-dependent protein kinase kinase 2, beta	0.04912	1.32
212361_s_at	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	0.04912	1.51
212402_at	ZC3H13	zinc finger CCCH-type containing 13	0.04912	0.57
212441_at	KIAA0232	KIAA0232 gene product	0.04912	1.57
212450_at	KIAA0256	KIAA0256 gene product	0.04912	1.3
212593_s_at	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)	0.04912	0.7
213373_s_at	CASP8	caspase 8, apoptosis-related cysteine peptidase	0.04912	0.66
213743_at	CCNT2	cyclin T2	0.04912	0.67
213778_x_at	ZNF276	zinc finger protein 276	0.04912	0.86
214151_s_at	CCPG1	cell cycle progression 1	0.04912	1.62
214182_at	ARF6	ADP-ribosylation factor 6	0.04912	1.76
214190_x_at	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	0.04912	0.75
214329_x_at	TNFSF10	Tumor necrosis factor (ligand) superfamily, member 10	0.04912	1.83
214833_at	TMEM63A	transmembrane protein 63A	0.04912	0.61
215118_s_at	IGHA1	Immunoglobulin heavy constant alpha 1	0.04912	0.83
215346_at	CD40	CD40 molecule, TNF receptor superfamily member 5	0.04912	1.57
215367_at	KIAA1614	KIAA1614	0.04912	1.14
215694_at	SPATA5L1	spermatogenesis associated 5-like 1	0.04912	0.77
215842_s_at	ATP11A	ATPase, Class VI, type 11A	0.04912	0.77
215973_at	HCG4P6	HLA complex group 4 pseudogene 6	0.04912	1.15
216108_at	216108_at	CDNA FLJ14080 fis, clone HEMBB1002152	0.04912	0.9
216195_at	ANK2	Ankyrin 2, neuronal	0.04912	0.9
216537_s_at	SIGLEC7	sialic acid binding Ig-like lectin 7	0.04912	1.11
216551_x_at	PLCG1	phospholipase C, gamma 1	0.04912	0.85
216800_at	216800_at	CDNA: FLJ23416 fis, clone HEP20790	0.04912	1.16
216872_at	HR44	Hr44 antigen	0.04912	1.14
216908_x_at	LOC730092	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene	0.04912	0.63
216926_s_at	KIAA0892	KIAA0892	0.04912	1.18
217203_at	LOC401708	similar to Glutamine synthetase (Glutamate--ammonia ligase) (GS)	0.04912	0.71
217442_at	217442_at	CDNA FLJ42075 fis, clone SYNOV2017055	0.04912	1.18
217728_at	S100A6	S100 calcium binding protein A6	0.04912	0.41
217729_s_at	AES	amino-terminal enhancer of split	0.04912	1.14
218025_s_at	PECI	peroxisomal D3,D2-enoyl-CoA isomerase	0.04912	1.49
218116_at	C9orf78	chromosome 9 open reading frame 78	0.04912	1.31
218345_at	TMEM176A	transmembrane protein 176A	0.04912	1.71
219043_s_at	LOC285359 /// LOC644850 /// PDCL3	phosducin-like 3 /// phosducin-like 3 pseudogene /// similar to phosducin-like 3	0.04912	0.55
219143_s_at	RPP25	ribonuclease P 25kDa subunit	0.04912	0.64
219354_at	KLHL26	kelch-like 26 (Drosophila)	0.04912	1.46
219527_at	MOSC2	MOCO sulphurase C-terminal domain containing 2	0.04912	1.74
219662_at	C2orf49	chromosome 2 open reading frame 49	0.04912	0.67
219883_at	219883_at	NA	0.04912	1.25
220516_at	ZSCAN2	zinc finger and SCAN domain containing 2	0.04912	1.15
220593_s_at	CCDC40	coiled-coil domain containing 40	0.04912	1.17
220597_s_at	ARL6IP4	ADP-ribosylation-like factor 6 interacting protein 4	0.04912	1.3
220820_at	220820_at	NA	0.04912	1.12
220887_at	C14orf162	chromosome 14 open reading frame 162	0.04912	1.33
221169_s_at	HRH4	histamine receptor H4	0.04912	1.18
221266_s_at	TM7SF4	transmembrane 7 superfamily member 4	0.04912	0.85
221517_s_at	CRSP6	cofactor required for Sp1 transcriptional activation, subunit 6, 77kDa	0.04912	0.66
221625_at	221625_at	CDNA FLJ46609 fis, clone TKIDN2010200	0.04912	1.11
221654_s_at	USP3	ubiquitin specific peptidase 3	0.04912	0.75
221761_at	ADSS	adenylosuccinate synthase	0.04912	0.69
221774_x_at	FAM48A	family with sequence similarity 48, member A	0.04912	0.66
222229_x_at	LOC392501	similar to 60S ribosomal protein L26	0.04912	0.77
222300_at	222300_at	NA	0.04912	1.13
222871_at	KLHDC8A	kelch domain containing 8A	0.04912	0.84
223216_x_at	FBXO16 /// ZNF395	zinc finger protein 395 /// F-box protein 16	0.04912	1.55
223564_s_at	GNB1L	guanine nucleotide binding protein (G protein), beta polypeptide 1-like	0.04912	1.2
223652_at	AS3MT	arsenic (+3 oxidation state) methyltransferase	0.04912	2.04
224013_s_at	SOX7	SRY (sex determining region Y)-box 7	0.04912	0.69
224638_at	UNQ1887	signal peptide peptidase 3	0.04912	1.27
224681_at	GNA12	guanine nucleotide binding protein (G protein) alpha 12	0.04912	0.72
224854_s_at	SLAIN2	SLAIN motif family, member 2	0.04912	0.81
224954_at	SHMT1	serine hydroxymethyltransferase 1 (soluble)	0.04912	1.96
224974_at	SUDS3	suppressor of defective silencing 3 homolog (S. cerevisiae)	0.04912	1.41
225113_at	AGPS	alkylglycerone phosphate synthase	0.04912	0.63
225265_at	RBMS1	RNA binding motif, single stranded interacting protein 1	0.04912	0.5
225295_at	SLC39A10	solute carrier family 39 (zinc transporter), member 10	0.04912	0.36
225382_at	ZNF275	zinc finger protein 275	0.04912	1.98
225425_s_at	MRPL41	mitochondrial ribosomal protein L41	0.04912	1.39
225429_at	225429_at	Transcribed locus	0.04912	1.51
225647_s_at	CTSC	cathepsin C	0.04912	0.3
225896_at	225896_at	CDNA FLJ34018 fis, clone FCBBF2002801	0.04912	0.84
225927_at	MAP3K1	mitogen-activated protein kinase kinase kinase 1	0.04912	0.63
226318_at	TBRG1	transforming growth factor beta regulator 1	0.04912	0.43
226363_at	ABCC5	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	0.04912	0.7
226407_at	LOC728913	Similar to Reticulocalbin-1 precursor /// Pp13759	0.04912	0.77
226446_at	HES6	hairy and enhancer of split 6 (Drosophila)	0.04912	1.67
226662_at	226662_at	Full-length cDNA clone CS0DB009YL20 of Neuroblastoma Cot 10-normalized of Homo sapiens (human)	0.04912	1.41
226780_s_at	HSPC268	hypothetical protein HSPC268	0.04912	1.73
226830_x_at	CHD2	Chromodomain helicase DNA binding protein 2	0.04912	1.23
226954_at	UBE2R2	ubiquitin-conjugating enzyme E2R 2	0.04912	1.42
226970_at	FBXO33	F-box protein 33	0.04912	1.48
227085_at	H2AFV	H2A histone family, member V	0.04912	1.39
227331_at	227331_at	Full-length cDNA clone CS0DI068YG03 of Placenta Cot 25-normalized of Homo sapiens (human)	0.04912	1.23
227738_s_at	ARMC5	armadillo repeat containing 5	0.04912	1.18
227752_at	SPTLC3	serine palmitoyltransferase, long chain base subunit 3	0.04912	0.51
227948_at	FGD4	FYVE, RhoGEF and PH domain containing 4	0.04912	1.83
227989_at	LTBP4	Latent transforming growth factor beta binding protein 4	0.04912	1.2
228335_at	CLDN11	claudin 11 (oligodendrocyte transmembrane protein)	0.04912	0.36
228390_at	228390_at	CDNA clone IMAGE:5259272	0.04912	0.55
228657_at	228657_at	NA	0.04912	1.17
228964_at	PRDM1	PR domain containing 1, with ZNF domain	0.04912	0.54
228977_at	LOC729680	hypothetical protein LOC729680	0.04912	0.64
229223_at	229223_at	Transcribed locus	0.04912	1.75
229697_at	HIRIP3	HIRA interacting protein 3	0.04912	1.36
229824_at	229824_at	CDNA FLJ45325 fis, clone BRHIP3006717	0.04912	0.76
229989_at	LOC91893	hypothetical protein BC006136	0.04912	0.8
230029_x_at	ZNF650	zinc finger protein 650	0.04912	0.78
230039_at	230039_at	NA	0.04912	1.29
230336_at	230336_at	Transcribed locus	0.04912	0.77
230406_at	230406_at	Transcribed locus	0.04912	2.43
230433_at	LOC729970 /// LOC730758	hypothetical protein LOC729970 /// hypothetical protein LOC730758	0.04912	1.89
230616_at	230616_at	Transcribed locus, weakly similar to NP_002283.3  beta 2 precursor [Homo sapiens]	0.04912	1.21
230647_at	TMEM53	Transmembrane protein 53	0.04912	1.43
230685_at	FLJ33630	hypothetical protein LOC644873	0.04912	0.84
230734_x_at	230734_x_at	ELISC-1	0.04912	0.69
230978_at	230978_at	Full-length cDNA clone CS0DI043YL16 of Placenta Cot 25-normalized of Homo sapiens (human)	0.04912	1.15
231065_at	PDE6D	Phosphodiesterase 6D, cGMP-specific, rod, delta	0.04912	0.87
231182_at	WIPF1	WAS/WASL interacting protein family, member 1	0.04912	0.82
231268_at	LOC645895	hypothetical LOC645895	0.04912	0.81
231551_at	LOC729059 /// LOC732375	hypothetical protein LOC729059 /// hypothetical protein LOC732375	0.04912	1.12
231594_at	231594_at	NA	0.04912	1.17
231691_at	LOC388503	similar to Complement C3 precursor	0.04912	3.66
231879_at	COL12A1	collagen, type XII, alpha 1	0.04912	0.83
232093_at	LOC147650 /// LOC729781 /// LOC730718	hypothetical protein LOC147650 /// hypothetical protein LOC729781 /// hypothetical protein LOC730718	0.04912	1.13
232475_at	C15orf42	chromosome 15 open reading frame 42	0.04912	1.18
232506_s_at	C15orf41	chromosome 15 open reading frame 41	0.04912	0.8
232750_at	TNS1	Tensin 1	0.04912	1.14
232869_at	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	0.04912	1.12
233593_at	233593_at	MRNA; cDNA DKFZp434J036 (from clone DKFZp434J036)	0.04912	1.26
233596_at	233596_at	Clone FLB2543	0.04912	0.72
233607_at	233607_at	CDNA FLJ11739 fis, clone HEMBA1005497	0.04912	0.53
233728_at	ISG20L2	Interferon stimulated exonuclease gene 20kDa-like 2	0.04912	1.24
233825_s_at	CD99L2	CD99 molecule-like 2	0.04912	1.55
233866_at	KLHL5	kelch-like 5 (Drosophila)	0.04912	0.78
234162_at	234162_at	CDNA: FLJ22641 fis, clone HSI06942	0.04912	0.87
234190_at	234190_at	CDNA: FLJ21265 fis, clone COL01584	0.04912	0.88
234218_at	234218_at	NA	0.04912	1.11
234249_at	234249_at	NA	0.04912	1.14
234330_at	234330_at	CDNA FLJ14081 fis, clone HEMBB1002280	0.04912	1.14
234439_at	234439_at	CDNA FLJ10235 fis, clone HEMBB1000339	0.04912	1.27
234555_at	234555_at	CDNA FLJ20083 fis, clone COL03440	0.04912	1.12
234704_at	234704_at	NA	0.04912	0.91
234800_at	234800_at	NA	0.04912	1.13
234994_at	KIAA1913	KIAA1913	0.04912	0.5
235112_at	235112_at	Homo sapiens, Similar to RIKEN cDNA E130308A19 gene, clone IMAGE:6198463, mRNA	0.04912	1.57
235113_at	PPIL5	peptidylprolyl isomerase (cyclophilin)-like 5	0.04912	1.52
235299_at	235299_at	Transcribed locus	0.04912	1.95
235530_at	235530_at	CDNA FLJ38922 fis, clone NT2NE2011691	0.04912	1.21
235542_at	MGC22014	hypothetical protein MGC22014	0.04912	0.61
235572_at	SPC24	SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)	0.04912	1.44
235628_x_at	235628_x_at	NA	0.04912	0.69
235683_at	SESN3	sestrin 3	0.04912	0.59
235844_at	PHTF1	putative homeodomain transcription factor 1	0.04912	0.81
235951_s_at	ZNF688	zinc finger protein 688	0.04912	0.88
236172_at	LTB4R	Leukotriene B4 receptor	0.04912	1.48
236253_at	236253_at	Transcribed locus	0.04912	1.17
236273_at	NBPF1	neuroblastoma breakpoint family, member 1	0.04912	0.71
236825_at	236825_at	Transcribed locus	0.04912	1.13
236853_at	C13orf16	chromosome 13 open reading frame 16	0.04912	1.1
236912_at	236912_at	Transcribed locus	0.04912	1.14
236939_at	236939_at	NA	0.04912	1.18
237024_at	C3orf45	chromosome 3 open reading frame 45	0.04912	1.22
237040_at	CWF19L2	CWF19-like 2, cell cycle control (S. pombe)	0.04912	0.77
237130_at	237130_at	Transcribed locus	0.04912	1.15
237525_at	237525_at	NA	0.04912	1.12
237730_at	237730_at	CDNA clone IMAGE:5269981	0.04912	1.14
238135_at	238135_at	NA	0.04912	1.31
238614_x_at	ZNF430	zinc finger protein 430	0.04912	0.77
238733_at	238733_at	Transcribed locus	0.04912	1.94
239016_at	239016_at	Transcribed locus	0.04912	1.19
239101_at	ITCH	itchy homolog E3 ubiquitin protein ligase (mouse)	0.04912	1.64
239297_at	239297_at	Transcribed locus	0.04912	0.73
239447_at	239447_at	Transcribed locus	0.04912	1.16
239878_at	IPMK	inositol polyphosphate multikinase	0.04912	0.89
240035_at	240035_at	Transcribed locus	0.04912	1.18
240055_at	240055_at	Transcribed locus	0.04912	1.18
240081_at	240081_at	NA	0.04912	0.91
240123_at	240123_at	Transcribed locus	0.04912	1.16
240493_at	240493_at	NA	0.04912	1.17
240509_s_at	GREM2	gremlin 2, cysteine knot superfamily, homolog (Xenopus laevis)	0.04912	2.46
240648_at	240648_at	Transcribed locus, strongly similar to XP_530233.1  hypothetical protein XP_530233 [Pan troglodytes]	0.04912	1.17
240680_at	240680_at	Transcribed locus	0.04912	1.15
240728_at	PLCB4	Phospholipase C, beta 4	0.04912	1.11
240838_s_at	LOC145837	hypothetical protein LOC145837	0.04912	2.53
241309_at	241309_at	Transcribed locus	0.04912	1.1
241455_at	241455_at	Transcribed locus	0.04912	1.15
241637_at	241637_at	Transcribed locus	0.04912	1.14
241717_at	LOC285281	hypothetical protein LOC285281	0.04912	1.14
241881_at	241881_at	NA	0.04912	1.14
241988_x_at	241988_x_at	Transcribed locus	0.04912	0.8
242065_x_at	IDI1	isopentenyl-diphosphate delta isomerase 1	0.04912	1.26
242095_at	FLJ45825	hypothetical protein LOC646888	0.04912	0.85
242481_at	242481_at	Transcribed locus	0.04912	0.74
242945_at	FAM20A	family with sequence similarity 20, member A	0.04912	1.89
243156_at	243156_at	Transcribed locus	0.04912	1.15
243462_s_at	243462_s_at	Transcribed locus	0.04912	0.66
243735_at	243735_at	CDNA FLJ38461 fis, clone FEBRA2020977	0.04912	1.5
243747_at	ZNF599	zinc finger protein 599	0.04912	1.24
243814_at	ZMYND8	Zinc finger, MYND-type containing 8	0.04912	1.15
243910_x_at	243910_x_at	CDNA FLJ30383 fis, clone BRACE2008102	0.04912	1.52
244095_at	244095_at	NA	0.04912	1.17
244122_at	MGST3	Microsomal glutathione S-transferase 3	0.04912	1.15
244336_at	244336_at	NA	0.04912	1.18
244525_at	244525_at	NA	0.04912	1.15
244544_at	244544_at	Transcribed locus	0.04912	1.14
244739_at	244739_at	Transcribed locus	0.04912	0.85
