Probe Set ID	Gene Title	Gene Symbol	p-value	FC Absolute	Function
206538_at	muscle RAS oncogene homolog	MRAS	0.005	-1.92	MAPK signalling pathway
1556568_a_at	nemo-like kinase	NLK	0.012	-1.84	MAPK signalling pathway
218318_s_at	nemo-like kinase	NLK	0.001	-3.14	MAPK signalling pathway
222589_at	nemo-like kinase	NLK	0.047	-3.57	MAPK signalling pathway
229463_at	neurotrophic tyrosine kinase, receptor, type 2	NTRK2	0.028	-2.66	MAPK signalling pathway
230100_x_at	p21 protein (Cdc42/Rac)-activated kinase 1	PAK1	0.042	-2.88	MAPK signalling pathway
202425_x_at	protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform	PPP3CA	0.034	-5.24	MAPK signalling pathway
32541_at	protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform	PPP3CC	0.035	-1.99	MAPK signalling pathway
202801_at	protein kinase, cAMP-dependent, catalytic, alpha	PRKACA	0.022	-2.88	MAPK signalling pathway
202742_s_at	protein kinase, cAMP-dependent, catalytic, beta	PRKACB	0.026	-2.35	MAPK signalling pathway
227817_at	protein kinase C, beta	PRKCB	0.014	-4.69	MAPK signalling pathway
236456_at	protein tyrosine phosphatase, non-receptor type 5 (striatum-enriched)	PTPN5	0.026	-4.6	MAPK signalling pathway
230669_at	RAS p21 protein activator 2	RASA2	0.016	-1.6	MAPK signalling pathway
226335_at	ribosomal protein S6 kinase, 90kDa, polypeptide 3	RPS6KA3	0.029	-1.77	MAPK signalling pathway
204633_s_at	ribosomal protein S6 kinase, 90kDa, polypeptide 5	RPS6KA5	0.033	-1.53	MAPK signalling pathway
225665_at	sterile alpha motif and leucine zipper containing kinase AZK	ZAK	0.025	-1.83	MAPK signalling pathway
224778_s_at	TAO kinase 1		0.021	-2.34	MAPK signalling pathway
233369_at	son of sevenless homolog 2 (drosophila)		0.01	-1.59	MAPK signalling pathway
236395_at	myocyte enhancer factor 2C		0.006	-1.86	MAPK signalling pathway
205709_s_at	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1	CDS1	0.026	-1.99	Phosphatidylinositol signalling pathway
207556_s_at	diacylglycerol kinase, zeta 104kDa	DGKZ	0.012	-3.47	Phosphatidylinositol signalling pathway
227087_at	inositol polyphosphate-4-phosphatase, type I, 107kDa	INPP4A	0.027	-3.9	Phosphatidylinositol signalling pathway
204706_at	inositol polyphosphate-5-phosphatase, 72 kDa	INPP5E	0.048	-1.58	Phosphatidylinositol signalling pathway
219092_s_at	inositol 1,3,4,5,6-pentakisphosphate 2-kinase	IPPK	0.032	-1.83	Phosphatidylinositol signalling pathway
206138_s_at	phosphatidylinositol 4-kinase, catalytic, beta	PI4KB	0.007	-1.72	Phosphatidylinositol signalling pathway
241905_at	Phosphoinositide-3-kinase, class 2, alpha polypeptide	PIK3C2A	0.006	-1.56	Phosphatidylinositol signalling pathway
212240_s_at	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	PIK3R1	0.011	-3.83	Phosphatidylinositol signalling pathway
212249_at	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	PIK3R1	0.007	-2.12	Phosphatidylinositol signalling pathway
211925_s_at	phospholipase C, beta 1 (phosphoinositide-specific)	PLCB1	0	-2.87	Phosphatidylinositol signalling pathway
242494_at	phospholipase C, beta 1 (phosphoinositide-specific)	PLCB1	0.007	-2.09	Phosphatidylinositol signalling pathway
244726_at	phospholipase C, beta 1 (phosphoinositide-specific)	PLCB1	0.005	-2.48	Phosphatidylinositol signalling pathway
202789_at	phospholipase C, gamma 1	PLCG1	0.025	-1.75	Phosphatidylinositol signalling pathway
242622_x_at	Phosphatase and tensin homolog	PTEN	0.003	-1.58	Phosphatidylinositol signalling pathway
240458_at	inositol 1,4,5-triphosphate receptor, type 2		0.034	-1.59	Phosphatidylinositol signalling pathway
209380_s_at	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	ABCC5	0.036	-2.86	Insulin signalling pathway
226363_at	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	ABCC5	0.033	-2.5	Insulin signalling pathway
202442_at	adaptor-related protein complex 3, sigma 1 subunit	AP3S1	0.033	-2.53	Insulin signalling pathway
205293_x_at	BAI1-associated protein 2	BAIAP2	0.02	-1.89	Insulin signalling pathway
205294_at	BAI1-associated protein 2	BAIAP2	0.021	-2.57	Insulin signalling pathway
215248_at	growth factor receptor-bound protein 10	GRB10	0.011	-1.58	Insulin signalling pathway
215075_s_at	growth factor receptor-bound protein 2	GRB2	0.028	-1.96	Insulin signalling pathway
205659_at	histone deacetylase 9	HDAC9	0.045	-2.5	Insulin signalling pathway
203628_at	insulin-like growth factor 1 receptor	IGF1R	0.004	-2.19	Insulin signalling pathway
225330_at	insulin-like growth factor 1 receptor	IGF1R	0.033	-2.34	Insulin signalling pathway
201393_s_at	insulin-like growth factor 2 receptor	IGF2R	0.039	-1.55	Insulin signalling pathway
213792_s_at	insulin receptor	INSR	0.039	-1.85	Insulin signalling pathway
236338_at	insulin receptor substrate 2	IRS2	0.023	-1.57	Insulin signalling pathway
212274_at	lipin 1	LPIN1	0.002	-2.13	Insulin signalling pathway
208644_at	poly (ADP-ribose) polymerase 1	PARP1	0.038	-2.27	Insulin signalling pathway
205586_x_at	VGF nerve growth factor inducible	VGF	0.004	-2.86	Insulin signalling pathway
204497_at	adenylate cyclase 9	ADCY9	0.012	-2.85	Calcium signalling pathway
229309_at	adrenergic, beta-1-, receptor	ADRB1	0.002	-2.44	Calcium signalling pathway
209186_at	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	ATP2A2	0.016	-3.22	Calcium signalling pathway
212362_at	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	ATP2A2	0.019	-2.41	Calcium signalling pathway
239996_x_at	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	ATP2A2	0.015	1.51	Calcium signalling pathway
209281_s_at	ATPase, Ca++ transporting, plasma membrane 1	ATP2B1	0.007	-2.72	Calcium signalling pathway
212930_at	ATPase, Ca++ transporting, plasma membrane 1	ATP2B1	0.05	-4.44	Calcium signalling pathway
215716_s_at	ATPase, Ca++ transporting, plasma membrane 1	ATP2B1	0.034	-3.97	Calcium signalling pathway
204685_s_at	ATPase, Ca++ transporting, plasma membrane 2	ATP2B2	0.019	-6.27	Calcium signalling pathway
216120_s_at	ATPase, Ca++ transporting, plasma membrane 2	ATP2B2	0.002	-2.22	Calcium signalling pathway
239357_at	ATPase, Ca++ transporting, plasma membrane 2	ATP2B2	0.026	-4.02	Calcium signalling pathway
214933_at	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	CACNA1A	0.005	-3.36	Calcium signalling pathway
243334_at	calcium channel, voltage-dependent, L type, alpha 1D subunit	CACNA1D	0.001	-2.15	Calcium signalling pathway
210380_s_at	calcium channel, voltage-dependent, T type, alpha 1G subunit	CACNA1G	0.015	-1.76	Calcium signalling pathway
200655_s_at	calmodulin 1 (phosphorylase kinase, delta)	CALM1	0.025	-4.29	Calcium signalling pathway
209563_x_at	calmodulin 1 (phosphorylase kinase, delta)	CALM1	0.008	-4.49	Calcium signalling pathway
213688_at	calmodulin 1 (phosphorylase kinase, delta)	CALM1	0.022	-1.6	Calcium signalling pathway
241619_at	calmodulin 1 (phosphorylase kinase, delta)	CALM1	0.002	-1.58	Calcium signalling pathway
200623_s_at	calmodulin 3 (phosphorylase kinase, delta)	CALM3	0.013	-6.01	Calcium signalling pathway
235626_at	calcium/calmodulin-dependent protein kinase I delta	CAMK1D	0.038	-2.28	Calcium signalling pathway
207613_s_at	calcium/calmodulin-dependent protein kinase II alpha	CAMK2A	0.013	-2.2	Calcium signalling pathway
213108_at	calcium/calmodulin-dependent protein kinase II alpha	CAMK2A	0.017	-4.18	Calcium signalling pathway
231793_s_at	calcium/calmodulin-dependent protein kinase II delta	CAMK2D	0.046	-2.15	Calcium signalling pathway
240593_x_at	calcium/calmodulin-dependent protein kinase II delta	CAMK2D	0.001	-1.71	Calcium signalling pathway
239179_at	calcium/calmodulin-dependent protein kinase II gamma	CAMK2G	0.002	-2.17	Calcium signalling pathway
229163_at	calcium/calmodulin-dependent protein kinase II inhibitor 1	CAMK2N1	0.012	-2.1	Calcium signalling pathway
241871_at	calcium/calmodulin-dependent protein kinase IV	CAMK4	0.034	-2.06	Calcium signalling pathway
213812_s_at	calcium/calmodulin-dependent protein kinase kinase 2, beta	CAMKK2	0.001	-4.34	Calcium signalling pathway
203538_at	calcium modulating ligand	CAMLG	0.029	-3.03	Calcium signalling pathway
212712_at	calmodulin regulated spectrin-associated protein 1	CAMSAP1	0.027	-1.5	Calcium signalling pathway
203440_at	cadherin 2, type 1, N-cadherin (neuronal)	CDH2	0.006	-2.79	Calcium signalling pathway
202615_at	Guanine nucleotide binding protein (G protein), q polypeptide	GNAQ	0.01	-2.98	Calcium signalling pathway
207135_at	5-hydroxytryptamine (serotonin) receptor 2A	HTR2A	0.009	-2.05	Calcium signalling pathway
211616_s_at	5-hydroxytryptamine (serotonin) receptor 2A	HTR2A	0.031	-1.52	Calcium signalling pathway
210448_s_at	purinergic receptor P2X, ligand-gated ion channel, 5	P2RX5	0.026	-1.6	Calcium signalling pathway
203110_at	PTK2B protein tyrosine kinase 2 beta	PTK2B	0.02	-3.41	Calcium signalling pathway
207557_s_at	ryanodine receptor 2 (cardiac)	RYR2	0	-2.33	Calcium signalling pathway
243447_at	ryanodine receptor 2 (cardiac)	RYR2	0.021	-1.58	Calcium signalling pathway
215267_s_at	solute carrier family 8 (sodium/calcium exchanger), member 2	SLC8A2	0.028	-2.26	Calcium signalling pathway
40273_at	sphingosine kinase 2	SPHK2	0.005	-1.87	Calcium signalling pathway
205802_at	transient receptor potential cation channel, subfamily C, member 1	TRPC1	0.03	-3.03	Calcium signalling pathway
241041_at	solute carrier family 8 (sodium/calcium exchanger), member 1		0.037	-1.52	Calcium signalling pathway
218221_at	aryl hydrocarbon receptor nuclear translocator	ARNT	0.003	-1.63	Hypoxia / Angiogenesis
1558050_at	eukaryotic translation initiation factor 2B, subunit 5 epsilon, 82kDa	EIF2B5	0.013	-1.58	Hypoxia / Angiogenesis
212351_at	eukaryotic translation initiation factor 2B, subunit 5 epsilon, 82kDa	EIF2B5	0.043	-1.87	Hypoxia / Angiogenesis
227746_at	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)	ELAVL1	0.023	-1.83	Hypoxia / Angiogenesis
244660_at	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)	ELAVL1	0.035	-1.95	Hypoxia / Angiogenesis
200989_at	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	HIF1A	0.035	-2.92	Hypoxia / Angiogenesis
200825_s_at	hypoxia up-regulated 1	HYOU1	0.03	-2.69	Hypoxia / Angiogenesis
210512_s_at	vascular endothelial growth factor A	VEGFA	0.018	-2.86	Hypoxia / Angiogenesis
203844_at	von Hippel-Lindau tumor suppressor	VHL	0.019	-1.81	Hypoxia / Angiogenesis
241387_at	PTK2 protein tyrosine kinase 2		0.043	-1.5	Hypoxia / Angiogenesis
		ARNT	0.003	-1.63	Hypoxia / Angiogenesis
212384_at	HLA-B associated transcript 1	BAT1	0.001	-2.45	Leukocyte activation / immune response
219497_s_at	B-cell CLL/lymphoma 11A (zinc finger protein)	BCL11A	0.008	-2.92	Leukocyte activation / immune response
222891_s_at	B-cell CLL/lymphoma 11A (zinc finger protein)	BCL11A	0.025	-1.64	Leukocyte activation / immune response
219528_s_at	B-cell CLL/lymphoma 11B (zinc finger protein)	BCL11B	0.016	-2.17	Leukocyte activation / immune response
232210_at	B-cell CLL/lymphoma 2	BCL2	0.016	-1.87	Leukocyte activation / immune response
208405_s_at	CD164 molecule, sialomucin	CD164	0.037	-2.31	Leukocyte activation / immune response
206368_at	complexin 2	CPLX2	0.033	-2.38	Leukocyte activation / immune response
225815_at	complexin 2	CPLX2	0.032	-2.82	Leukocyte activation / immune response
208674_x_at	dolichyl-diphosphooligosaccharide-protein glycosyltransferase	DDOST	0.011	-1.97	Leukocyte activation / immune response
201694_s_at	early growth response 1	EGR1	0.012	-3.97	Leukocyte activation / immune response
227404_s_at	Early growth response 1	EGR1	0.006	-2.44	Leukocyte activation / immune response
224837_at	forkhead box P1	FOXP1	0.008	-3.02	Leukocyte activation / immune response
229844_at	forkhead box P1	FOXP1	0.019	-2.44	Leukocyte activation / immune response
235444_at	forkhead box P1	FOXP1	0.006	-1.52	Leukocyte activation / immune response
226191_at	glycogen synthase kinase 3 beta	GSK3B	0.041	-2.02	Leukocyte activation / immune response
201565_s_at	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein	ID2	0.043	-3.19	Leukocyte activation / immune response
201642_at	interferon gamma receptor 2 (interferon gamma transducer 1)	IFNGR2	0.016	-2.03	Leukocyte activation / immune response
241808_at	interleukin 7	IL7	0.05	-2.22	Leukocyte activation / immune response
1555832_s_at	Kruppel-like factor 6	KLF6	0.031	-1.69	Leukocyte activation / immune response
213837_at	l(3)mbt-like (Drosophila)	L3MBTL	0.029	-1.67	Leukocyte activation / immune response
224624_at	leucine rich repeat containing 8 family, member A	LRRC8A	0.015	-1.96	Leukocyte activation / immune response
214246_x_at	misshapen-like kinase 1 (zebrafish)	MINK1	0.04	-2.22	Leukocyte activation / immune response
212076_at	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	MLL	0.01	-1.69	Leukocyte activation / immune response
212078_s_at	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	MLL	0.043	-1.6	Leukocyte activation / immune response
226981_at	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	MLL	0.017	-2.95	Leukocyte activation / immune response
223189_x_at	myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)	MLL5	0.001	-1.97	Leukocyte activation / immune response
223190_s_at	myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)	MLL5	0.026	-2.55	Leukocyte activation / immune response
226100_at	myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)	MLL5	0.021	-2.87	Leukocyte activation / immune response
211063_s_at	NCK adaptor protein 1	NCK1	0.009	-2.16	Leukocyte activation / immune response
208003_s_at	nuclear factor of activated T-cells 5, tonicity-responsive	NFAT5	0.006	-1.66	Leukocyte activation / immune response
201502_s_at	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	NFKBIA	0.021	-1.7	Leukocyte activation / immune response
212148_at	pre-B-cell leukemia homeobox 1	PBX1	0.049	-2.81	Leukocyte activation / immune response
242022_at	pre-B-cell leukemia homeobox 1	PBX1	0.023	-1.59	Leukocyte activation / immune response
205463_s_at	platelet-derived growth factor alpha polypeptide	PDGFA	0.049	-1.5	Leukocyte activation / immune response
208694_at	protein kinase, DNA-activated, catalytic polypeptide	PRKDC	0.016	-1.93	Leukocyte activation / immune response
203624_at	splicing factor, arginine/serine-rich 17A	SFRS17A	0.032	-2.09	Leukocyte activation / immune response
230069_at	sideroflexin 1	SFXN1	0.011	-2.21	Leukocyte activation / immune response
222469_s_at	toll interacting protein	TOLLIP	0.018	-3.77	Leukocyte activation / immune response
233881_s_at	toll interacting protein	TOLLIP	0.007	-1.94	Leukocyte activation / immune response
224631_at	zinc finger protein 91 homolog (mouse)	ZFP91	0.001	-1.71	Leukocyte activation / immune response
1570350_at	runt-related transcription factor 1		0.032	1.64	Leukocyte activation / immune response
231069_at	ash2 (absent, small, or homeotic)-like (Drosophila)		0.025	-1.62	Leukocyte activation / immune response
244697_at	zinc finger and BTB domain containing 16		0.04	-1.63	Leukocyte activation / immune response
205986_at	apoptosis-associated tyrosine kinase	AATK	0.022	-2.75	Apoptosis
212985_at	amyloid beta (A4) precursor protein-binding, family B, member 2	APBB2	0.03	-1.68	Apoptosis
202913_at	Rho guanine nucleotide exchange factor (GEF) 11	ARHGEF11	0.033	-2.18	Apoptosis
213039_at	rho/rac guanine nucleotide exchange factor (GEF) 18	ARHGEF18	0.044	-1.65	Apoptosis
212312_at	BCL2-like 1	BCL2L1	0.04	-1.74	Apoptosis
214499_s_at	BCL2-associated transcription factor 1	BCLAF1	0	-4.07	Apoptosis
221479_s_at	BCL2/adenovirus E1B 19kDa interacting protein 3-like	BNIP3L	0.015	-2.16	Apoptosis
209030_s_at	cell adhesion molecule 1	CADM1	0.044	-1.67	Apoptosis
202763_at	caspase 3, apoptosis-related cysteine peptidase	CASP3	0.017	-1.55	Apoptosis
227558_at	chromobox homolog 4 (Pc class homolog, Drosophila)	CBX4	0.018	-1.82	Apoptosis
204995_at	cyclin-dependent kinase 5, regulatory subunit 1 (p35)	CDK5R1	0.036	-5.82	Apoptosis
212501_at	CCAAT/enhancer binding protein (C/EBP), beta	CEBPB	0.001	-2.37	Apoptosis
225527_at	CCAAT/enhancer binding protein (C/EBP), gamma	CEBPG	0.004	-2.3	Apoptosis
212571_at	chromodomain helicase DNA binding protein 8	CHD8	0.018	-1.65	Apoptosis
209357_at	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	CITED2	0.003	-2.18	Apoptosis
220462_at	cysteine-serine-rich nuclear protein 3	CSRNP3	0.009	-1.98	Apoptosis
201681_s_at	discs, large homolog 5 (Drosophila)	DLG5	0.018	-1.96	Apoptosis
218696_at	eukaryotic translation initiation factor 2-alpha kinase 3	EIF2AK3	0.026	-2.04	Apoptosis
202676_x_at	Fas-activated serine/threonine kinase	FASTK	0.021	-2.15	Apoptosis
210975_x_at	Fas-activated serine/threonine kinase	FASTK	0.022	-2.2	Apoptosis
214114_x_at	Fas-activated serine/threonine kinase	FASTK	0.027	-2.12	Apoptosis
204131_s_at	forkhead box O3	FOXO3	0.003	-2.46	Apoptosis
224889_at	forkhead box O3	FOXO3	0.033	-1.66	Apoptosis
200824_at	glutathione S-transferase pi 1	GSTP1	0.009	1.89	Apoptosis
200679_x_at	high-mobility group box 1	HMGB1	0.03	-1.57	Apoptosis
200680_x_at	high-mobility group box 1	HMGB1	0.046	-2.1	Apoptosis
216449_x_at	heat shock protein 90kDa beta (Grp94), member 1	HSP90B1	0.002	-2.04	Apoptosis
216450_x_at	heat shock protein 90kDa beta (Grp94), member 1	HSP90B1	0.016	-1.88	Apoptosis
210253_at	HIV-1 Tat interactive protein 2, 30kDa	HTATIP2	0.033	-1.66	Apoptosis
226333_at	interleukin 6 receptor	IL6R	0.009	-1.59	Apoptosis
228269_x_at	Kv channel interacting protein 3, calsenilin	KCNIP3	0.015	-1.61	Apoptosis
212748_at	megakaryoblastic leukemia (translocation) 1	MKL1	0.041	-1.53	Apoptosis
227651_at	nucleus accumbens associated 1, BEN and BTB (POZ) domain containing	NACC1	0.008	-1.79	Apoptosis
208759_at	nicastrin	NCSTN	0.003	-1.83	Apoptosis
216321_s_at	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	NR3C1	0.03	-2.93	Apoptosis
222380_s_at	Programmed cell death 6	PDCD6	0.037	-1.89	Apoptosis
231809_x_at	programmed cell death 7	PDCD7	0.005	-2.64	Apoptosis
222622_at	phosphoglycolate phosphatase	PGP	0.023	-3.06	Apoptosis
209193_at	pim-1 oncogene	PIM1	0.032	-1.69	Apoptosis
224739_at	pim-3 oncogene	PIM3	0.002	-2.3	Apoptosis
207002_s_at	pleiomorphic adenoma gene-like 1	PLAGL1	0.011	-2.11	Apoptosis
207943_x_at	pleiomorphic adenoma gene-like 1	PLAGL1	0.012	-2.12	Apoptosis
209318_x_at	pleiomorphic adenoma gene-like 1	PLAGL1	0.011	-1.52	Apoptosis
226101_at	protein kinase C, epsilon	PRKCE	0.015	-3.13	Apoptosis
234609_at	protein kinase C, epsilon	PRKCE	0.012	-1.53	Apoptosis
213518_at	protein kinase C, iota	PRKCI	0	-4.96	Apoptosis
204748_at	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	PTGS2	0.004	-1.94	Apoptosis
200635_s_at	protein tyrosine phosphatase, receptor type, F	PTPRF	0.016	-1.55	Apoptosis
223342_at	ribonucleotide reductase M2 B (TP53 inducible)	RRM2B	0.013	-3.03	Apoptosis
1556049_at	reticulon 4	RTN4	0	-1.9	Apoptosis
239251_at	reticulon 4	RTN4	0.006	-1.85	Apoptosis
243031_at	reticulon 4	RTN4	0.002	-1.8	Apoptosis
221471_at	serine incorporator 3	SERINC3	0.015	-3.79	Apoptosis
201085_s_at	SON DNA binding protein	SON	0.015	-1.8	Apoptosis
226465_s_at	SON DNA binding protein	SON	0.011	-2.75	Apoptosis
202936_s_at	SRY (sex determining region Y)-box 9	SOX9	0.034	-2.32	Apoptosis
223031_s_at	TNF receptor-associated factor 7	TRAF7	0.029	-1.69	Apoptosis
209012_at	triple functional domain (PTPRF interacting)	TRIO	0.04	-2.48	Apoptosis
231403_at	Triple functional domain (PTPRF interacting)	TRIO	0.001	-2.74	Apoptosis
235705_at	triple functional domain (PTPRF interacting)	TRIO	0.001	-2.11	Apoptosis
240399_at	triple functional domain (PTPRF interacting)	TRIO	0.001	-1.75	Apoptosis
221253_s_at	thioredoxin domain containing 5 (endoplasmic reticulum)	TXNDC5	0.031	-1.76	Apoptosis
206072_at	urocortin	UCN	0.009	-1.79	Apoptosis
224638_at	signal peptide peptidase 3	UNQ1887	0.003	-1.74	Apoptosis
224639_at	signal peptide peptidase 3	UNQ1887	0	-2.93	Apoptosis
208648_at	valosin-containing protein	VCP	0.017	-1.66	Apoptosis
205672_at	xeroderma pigmentosum, complementation group A	XPA	0.02	-1.71	Apoptosis
1558802_at	TM2 domain containing 1		0.031	-1.65	Apoptosis
213757_at	eukaryotic translation initiation factor 5A		0.015	-2.68	Apoptosis
229692_at	API5-like 1; apoptosis inhibitor 5		0.018	-1.74	Apoptosis
239944_at	NLR family, apoptosis inhibitory protein		0.004	-1.6	Apoptosis
243533_x_at	apoptotic peptidase activating factor 1		0.046	-1.53	Apoptosis
					Apoptosis
DNA damage/ oxidative stress					Apoptosis
204617_s_at	adrenocortical dysplasia homolog (mouse)	ACD	0.025	-1.73	Apoptosis
