Probe	ChipID	name	FOLD PL 21-17	FOLD AM 21-17	 RATIO AM vs PL 	P_INT_GEA_R_AGE_TR
RAE230A:1370807_at	1370807_at	vacuole Membrane Protein 1	0.65	1	1.54	0.000425451
RAE230A:1389363_at	1389363_at	androgen-responsive gene encoding an ARD-like protein	0.54	0.83	1.54	
RAE230A:1370780_at	1370780_at	GTP-binding protein Rab0	0.54	0.83	1.54	
RAE230A:1371032_at	1371032_at	nidogen (entactin)	0.6	0.92	1.53	
RAE230A:1370714_a_at	1370714_a_at	sialyltransferase 1	0.51	0.78	1.53	
RAE230A:1375848_at	1375848_at	"Similar to Pon2 protein (LOC296851), mRNA"	0.51	0.78	1.53	
RAE230A:1371374_at	1371374_at	"Similar to homolog of yeast MAF1 (LOC315093), mRNA"	0.51	0.78	1.53	
RAE230A:1372982_at	1372982_at	"protein phospatase 3, regulatory subunit B, alpha isoform,type 1"	0.7	1.07	1.53	
RAE230A:1372362_at	1372362_at	"Similar to N-acetylgalactosamine kinase (GalNAc kinase) (Galactokinase 2) (LOC296117), mRNA"	0.65	0.99	1.52	
RAE230A:1382920_at	1382920_at	"Similar to Leucine-rich repeat-containing 8 (LOC311846), mRNA"	0.46	0.7	1.52	
RAE230A:1369318_at	1369318_at	fragile histidine triad protein	0.48	0.73	1.52	
RAE230A:1371002_at	1371002_at	programmed cell death 2	0.52	0.79	1.52	
RAE230A:1368958_at	1368958_at	protein kinase C and casein kinase substrate in neurons 1	0.29	0.44	1.52	
RAE230A:1389725_at	1389725_at	"Similar to Delta(14)-sterol reductase (C-14 sterol reductase) (Sterol C14-reductase) (Delta14-SR) (Transmembrane 7 superfamily member 2) (Another new gene 1) (Putative sterol reductase SR-1) (LOC293688), mRNA"	0.29	0.44	1.52	
RAE230A:1370473_a_at	1370473_a_at	"protein tyrosine phosphatase, non-receptor type 23"	0.63	0.95	1.51	
RAE230A:1375444_at	1375444_at	"Similar to mBLVR (LOC314633), mRNA"	0.65	0.98	1.51	
RAE230A:1390351_at	1390351_at	Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase	0.67	1.01	1.51	
RAE230A:1371151_at	1371151_at	carboxypeptidase A3	1.8	2.71	1.51	
RAE230A:1367877_at	1367877_at	solute carrier family 11 member 2	0.18	0.27	1.5	
RAE230A:1374114_at	1374114_at	"Similar to RIKEN cDNA 0710008C12 (LOC309453), mRNA"	0.36	0.54	1.5	
RAE230A:1371727_at	1371727_at	"galactosidase, beta 1"	0.3	0.45	1.5	
RAE230A:1388088_a_at	1388088_a_at	transcription factor USF2	0.24	0.36	1.5	
RAE230A:1387765_at	1387765_at	"mannose binding lectin 2, protein C"	0.62	0.93	1.5	
RAE230A:1377496_at	1377496_at	"Similar to RIKEN cDNA 5730453I16 (LOC365407), mRNA"	0.42	0.63	1.5	
RAE230A:1372526_at	1372526_at	folliculin	0.38	0.57	1.5	
RAE230A:1382285_at	1382285_at	"Similar to alpha-N-acetyl-galactosaminidase (LOC315165), mRNA"	0.28	0.42	1.5	
RAE230A:1387087_at	1387087_at	"CCAAT/enhancer binding protein (C/EBP), beta"	0.56	0.84	1.5	
RAE230A:1389357_at	1389357_at	"Hypothetical LOC289736 (LOC289736), mRNA"	0.65	0.97	1.49	
RAE230A:1389591_at	1389591_at	"Similar to HS1 binding protein 3 (LOC313950), mRNA"	0.45	0.67	1.49	
RAE230A:1386967_at	1386967_at	ras-like protein	0.37	0.55	1.49	
RAE230A:1372404_at	1372404_at	"Similar to EN-7 protein (LOC366957), mRNA"	0.33	0.49	1.48	
RAE230A:1368215_at	1368215_at	"ceroid-lipofuscinosis, neuronal 2"	0.29	0.43	1.48	
RAE230A:1372329_at	1372329_at	Transcribed sequences	0.58	0.86	1.48	
RAE230A:1374566_at	1374566_at	"Similar to KIAA0975 protein (LOC306255), mRNA"	0.52	0.77	1.48	
RAE230A:1374892_at	1374892_at	"Similar to spermidine/spermine N-1 acetyltransferase 2 (LOC360547), mRNA"	0.25	0.37	1.48	
RAE230A:1369654_at	1369654_at	"protein kinase, AMP-activated, alpha 2 catalytic subunit"	0.48	0.71	1.48	
RAE230A:1398655_at	1398655_at	myogenic differentiation 1	0.23	0.34	1.48	
RAE230A:1387791_at	1387791_at	angiotensin 1 converting enzyme 1	1.62	2.39	1.48	
RAE230A:1370791_at	1370791_at	"Defensin RatNP-3 precursor mRNA, complete cds"	4.01	5.91	1.47	
RAE230A:1369635_at	1369635_at	sorbitol dehydrogenase	0.19	0.28	1.47	
RAE230A:1368842_at	1368842_at	transcription factor 4	0.57	0.84	1.47	
RAE230A:1376848_at	1376848_at	Transcribed sequences	0.57	0.84	1.47	
RAE230A:1368128_at	1368128_at	"phospholipase A2, group IIA (platelets, synovial fluid)"	1.36	2	1.47	
RAE230A:1376502_at	1376502_at	"Similar to putative protein, with at least 9 transmembrane domains, of eukaryotic origin (43.9 kD) (2G415) (LOC298851), mRNA"	0.47	0.69	1.47	
RAE230A:1376226_at	1376226_at	no description	0.47	0.69	1.47	
RAE230A:1368862_at	1368862_at	v-akt murine thymoma viral oncogene homolog 1	0.43	0.63	1.47	
RAE230A:1398875_at	1398875_at	"estrous-specific protein, 250 kDa"	1.57	2.3	1.46	
RAE230A:1368570_at	1368570_at	lecithin-retinol acyltransferase	0.41	0.6	1.46	
RAE230A:1368827_at	1368827_at	GATA binding protein 6	0.52	0.76	1.46	
RAE230A:1386653_at	1386653_at	Transcribed sequences	0.5	0.73	1.46	
RAE230A:1376868_at	1376868_at	"Similar to cobl-related 1 (LOC311088), mRNA"	0.37	0.54	1.46	
RAE230A:1385243_at	1385243_at	Transcribed sequences	0.61	0.89	1.46	
RAE230A:1374386_at	1374386_at	Transcribed sequences	0.24	0.35	1.46	
RAE230A:1386908_at	1386908_at	glutaredoxin 1 (thioltransferase)	0.59	0.86	1.46	
RAE230A:1368321_at	1368321_at	early growth response 1	1.53	2.23	1.46	
RAE230A:1386899_at	1386899_at	cathepsin H	0.35	0.51	1.46	
RAE230A:1368497_at	1368497_at	"ATP-binding cassette, sub-family C (CFTR/MRP), member 2"	0.11	0.16	1.45	
RAE230A:1376249_at	1376249_at	"Similar to RIKEN cDNA 0610025O11 gene (LOC292485), mRNA"	0.22	0.32	1.45	
RAE230A:1372733_at	1372733_at	"Similar to intracellular membrane-associated calcium-independent phospholipase A2 gamma (LOC314075), mRNA"	0.55	0.8	1.45	
RAE230A:1370007_at	1370007_at	"protein disulfide isomerase related protein (calcium-binding protein, intestinal-related)"	0.66	0.96	1.45	
RAE230A:1382027_at	1382027_at	"Similar to Ac1261 (LOC303588), mRNA"	0.53	0.77	1.45	
RAE230A:1387675_at	1387675_at	"plasminogen activator, urokinase"	1.46	2.12	1.45	
RAE230A:1371875_at	1371875_at	"Similar to mannosidase, beta A, lysosomal (LOC310864), mRNA"	0.51	0.74	1.45	
RAE230A:1389275_at	1389275_at	"Similar to Sh3bp1 protein (LOC315122), mRNA"	3	4.35	1.45	
RAE230A:1370708_a_at	1370708_a_at	3-alpha-hydroxysteroid dehydrogenase	0.6	0.87	1.45	
RAE230A:1372260_at	1372260_at	"Similar to leucine zipper domain protein (LOC287061), mRNA"	0.6	0.87	1.45	
RAE230A:1370497_at	1370497_at	"cytochrome P450, subfamily 11B, polypeptide 1"	0.49	0.71	1.45	
RAE230A:1389609_at	1389609_at	"Similar to Transmembrane 7 superfamily protein member 3 precursor (LOC297725), mRNA"	0.29	0.42	1.45	
RAE230A:1377479_at	1377479_at	Transcribed sequences	0.58	0.84	1.45	
RAE230A:1367950_at	1367950_at	"solute carrier family 22, member 5"	0.38	0.55	1.45	
RAE230A:1375563_at	1375563_at	Transcribed sequences	0.61	0.88	1.44	
RAE230A:1367647_at	1367647_at	"serine (or cysteine) proteinase inhibitor, clade A, member 1"	0.52	0.75	1.44	
RAE230A:1390512_at	1390512_at	Transcribed sequences	1.95	2.8	1.44	
RAE230A:1377185_at	1377185_at	Transcribed sequences	0.39	0.56	1.44	
RAE230A:1370385_at	1370385_at	"phospholipase A2, group VI"	0.46	0.66	1.43	
RAE230A:1388831_at	1388831_at	"solute carrier family 9 (sodium/hydrogen exchanger), isoform 3 regulator 2"	0.37	0.53	1.43	
RAE230A:1399136_at	1399136_at	Transcribed sequences	0.58	0.83	1.43	
RAE230A:1375656_at	1375656_at	"Similar to RIKEN cDNA 2210010N04 gene (LOC304285), mRNA"	0.28	0.4	1.43	
RAE230A:1386986_at	1386986_at	opioid growth factor receptor	0.61	0.87	1.43	
RAE230A:1372231_at	1372231_at	Transcribed sequences	0.47	0.67	1.43	
RAE230A:1389616_at	1389616_at	Transcribed sequences	0.52	0.74	1.42	
RAE230A:1368202_a_at	1368202_a_at	"disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)"	0.24	0.34	1.42	
RAE230A:1383096_at	1383096_at	amyloid beta (A4) precursor-like protein 2	0.53	0.75	1.42	
RAE230A:1368868_at	1368868_at	A kinase (PRKA) anchor protein (gravin) 12	0.53	0.75	1.42	
RAE230A:1370992_a_at	1370992_a_at	"fibrinogen, alpha polypeptide"	0.29	0.41	1.41	
RAE230A:1368168_at	1368168_at	"solute carrier family 34 (sodium phosphate), member 2"	0.46	0.65	1.41	
RAE230A:1375343_at	1375343_at	Transcribed sequences	0.68	0.96	1.41	
RAE230A:1388447_at	1388447_at	Transcribed sequence with moderate similarity to protein ref:NP_112177.1 (H.sapiens) hypothetical protein DKFZp566J091 [Homo sapiens]	0.39	0.55	1.41	
RAE230A:1370924_at	1370924_at	"Rat T-cell receptor active beta-chain C-region mRNA, partial cds, clone TRB4"	0.39	0.55	1.41	
RAE230A:1388716_at	1388716_at	"HLA-B associated transcript 8, rat orthologue"	0.61	0.86	1.41	
RAE230A:1368238_at	1368238_at	pancreatitis-associated protein	3.91	5.51	1.41	
RAE230A:1372524_at	1372524_at	"Similar to Kiaa0575 (LOC313977), mRNA"	0.44	0.62	1.41	
RAE230A:1389123_at	1389123_at	"Similar to Small inducible cytokine A6 precursor (CCL6) (C10 protein) (LOC287910), mRNA"	1.76	2.48	1.41	
RAE230A:1376518_at	1376518_at	"Similar to class I cytokine receptor (LOC288905), mRNA"	0.27	0.38	1.41	
RAE230A:1376438_at	1376438_at	Transcribed sequences	0.62	0.87	1.4	
RAE230A:1375211_at	1375211_at	"Similar to Ribonuclease 6 precursor (LOC292306), mRNA"	0.3	0.42	1.4	
RAE230A:1367850_at	1367850_at	"Fc receptor, IgG, low affinity III"	0.45	0.63	1.4	
RAE230A:1385314_at	1385314_at	GTPase Rab14	0.5	0.7	1.4	
RAE230A:1368650_at	1368650_at	TGFB inducible early growth response	0.6	0.84	1.4	
RAE230A:1383162_at	1383162_at	no description	0.76	1.06	1.39	
RAE230A:1376709_at	1376709_at	"Similar to RIKEN cDNA 4933419D20 (LOC295455), mRNA"	0.33	0.46	1.39	
RAE230A:1388017_at	1388017_at	apical early endosomal glycoprotein	0.23	0.32	1.39	0.000280778
RAE230A:1368317_at	1368317_at	aquaporin 7	4.87	6.77	1.39	
RAE230A:1390173_at	1390173_at	Transcribed sequences	0.36	0.5	1.39	
RAE230A:1370751_at	1370751_at	rRNA promoter binding protein	0.54	0.75	1.39	
RAE230A:1390526_at	1390526_at	Transcribed sequences	0.72	1	1.39	
RAE230A:1385072_at	1385072_at	"Similar to RIKEN cDNA A530057M15 gene (LOC313843), mRNA"	0.49	0.68	1.39	
RAE230A:1377098_at	1377098_at	Transcribed sequences	1.42	1.97	1.39	
RAE230A:1373599_at	1373599_at	"Similar to RNA polymerase III transcription initiation factor BRF2 (LOC306542), mRNA"	0.6	0.83	1.38	
RAE230A:1373951_at	1373951_at	"protein kinase, cAMP dependent regulatory, type I, alpha"	0.71	0.98	1.38	
RAE230A:1388471_at	1388471_at	"Similar to RIKEN cDNA E430026E19 (LOC314683), mRNA"	0.66	0.91	1.38	
RAE230A:1390111_at	1390111_at	"Similar to mKIAA0493 protein (LOC362916), mRNA"	0.45	0.62	1.38	
RAE230A:1390100_s_at	1390100_s_at	HLA-B-associated transcript 1A	0.61	0.84	1.38	
RAE230A:1371487_at	1371487_at	"Similar to SH3 domain binding glutamic acid-rich protein-like 3 (LOC298544), mRNA"	0.69	0.95	1.38	
RAE230A:1373680_at	1373680_at	Transcribed sequences	0.16	0.22	1.38	
RAE230A:1374088_at	1374088_at	Transcribed sequences	0.08	0.11	1.38	
RAE230A:1387889_at	1387889_at	folate receptor 1 (adult)	0.32	0.44	1.38	
RAE230A:1398870_at	1398870_at	outer mitochondrial membrane receptor rTOM20	0.75	1.03	1.37	
RAE230A:1372465_at	1372465_at	"Similar to nucleolar RNA-associated protein alpha (LOC313167), mRNA"	0.67	0.92	1.37	
RAE230A:1387165_at	1387165_at	v-maf musculoaponeurotic fibrosarcoma (avian) oncogene homolog (c-maf)	0.51	0.7	1.37	
RAE230A:1374401_at	1374401_at	"Similar to sorting nexin 2 (LOC291464), mRNA"	0.43	0.59	1.37	
RAE230A:1370336_at	1370336_at	pregnancy-induced growth inhibitor	0.35	0.48	1.37	
RAE230A:1371216_s_at	1371216_s_at	fucosyltransferase 2	6.51	8.92	1.37	
RAE230A:1390028_at	1390028_at	Transcribed sequences	0.57	0.78	1.37	
RAE230A:1368000_at	1368000_at	complement component 3	0.38	0.52	1.37	
RAE230A:1383161_a_at	1383161_a_at	no description	0.76	1.04	1.37	
RAE230A:1368867_at	1368867_at	GERp95	0.63	0.86	1.37	
RAE230A:1379497_at	1379497_at	no description	0.11	0.15	1.36	
RAE230A:1371935_at	1371935_at	"Similar to transmembrane protein 9 (LOC289046), mRNA"	0.55	0.75	1.36	
RAE230A:1372341_at	1372341_at	"Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	0.69	0.94	1.36	
RAE230A:1372655_at	1372655_at	Transcribed sequences	0.36	0.49	1.36	
RAE230A:1369029_at	1369029_at	phospholipid scramblase 1	0.61	0.83	1.36	
RAE230A:1371021_at	1371021_at	arylsulfatase B	0.25	0.34	1.36	
RAE230A:1399122_at	1399122_at	Transcribed sequences	0.7	0.95	1.36	
RAE230A:1372064_at	1372064_at	CDK104 mRNA	0.56	0.76	1.36	
RAE230A:1370209_at	1370209_at	Kruppel-like factor 9	0.73	0.99	1.36	
RAE230A:1372621_at	1372621_at	"Similar to 2610027C15Rik protein (LOC362597), mRNA"	0.48	0.65	1.35	
RAE230A:1368388_at	1368388_at	v-maf musculoaponeurotic fibrosarcoma (avian) oncogene homolog (c-maf)	0.48	0.65	1.35	
RAE230A:1368265_at	1368265_at	cytochrome P450 monooxygenase CYP2T1	0.65	0.88	1.35	
RAE230A:1383564_at	1383564_at	"Similar to interferon regulatory factor 7 (LOC293624), mRNA"	0.71	0.96	1.35	
RAE230A:1368385_a_at	1368385_a_at	growth factor receptor bound protein 2	0.74	1	1.35	
RAE230A:1369152_at	1369152_at	"protein phospatase 3, regulatory subunit B, alpha isoform,type 1"	0.57	0.77	1.35	
RAE230A:1371996_at	1371996_at	"Similar to B230313N05Rik protein (LOC297705), mRNA"	0.6	0.81	1.35	
RAE230A:1379782_a_at	1379782_a_at	Transcribed sequence with weak similarity to protein sp:O94772 (H.sapiens) LY6H_HUMAN Lymphocyte antigen Ly-6H precursor	0.63	0.85	1.35	
RAE230A:1371468_at	1371468_at	Transcribed sequences	0.43	0.58	1.35	
RAE230A:1372190_at	1372190_at	Transcribed sequences	1.98	2.67	1.35	
RAE230A:1386982_at	1386982_at	"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"	1.81	2.44	1.35	
RAE230A:1389736_at	1389736_at	"Similar to Ser/Thr kinase KKIAMRE-beta (LOC305242), mRNA"	0.46	0.62	1.35	
RAE230A:1375687_at	1375687_at	GTPase Rab14	0.52	0.7	1.35	
RAE230A:1374746_at	1374746_at	"Ab1-152 mRNA, complete cds"	0.52	0.7	1.35	
RAE230A:1390223_at	1390223_at	Transcribed sequences	0.29	0.39	1.34	
RAE230A:1389106_at	1389106_at	"Hypothetical LOC288921 (LOC288921), mRNA"	0.61	0.82	1.34	
RAE230A:1370488_a_at	1370488_a_at	"protein tyrosine phosphatase, receptor type, D"	0.32	0.43	1.34	
RAE230A:1375106_at	1375106_at	"Similar to amnionless precursor protein (LOC314459), mRNA"	0.38	0.51	1.34	
RAE230A:1376211_a_at	1376211_a_at	"Similar to hypothetical protein MGC27385 (LOC305792), mRNA"	0.53	0.71	1.34	
RAE230A:1369989_at	1369989_at	pyridoxine 5-phosphate oxidase	0.56	0.75	1.34	
RAE230A:1389672_at	1389672_at	Transcribed sequences	0.59	0.79	1.34	
RAE230A:1389500_at	1389500_at	no description	0.62	0.83	1.34	
RAE230A:1371555_at	1371555_at	"Similar to sorting nexin 12 (LOC363478), mRNA"	0.65	0.87	1.34	
RAE230A:1374920_at	1374920_at	Transcribed sequence with weak similarity to protein pir:T31613 (C.elegans) T31613 hypothetical protein Y50E8A.i - Caenorhabditis elegans	0.65	0.87	1.34	
RAE230A:1369491_at	1369491_at	D-amino acid oxidase	0.24	0.32	1.33	
RAE230A:1377506_at	1377506_at	"Similar to GDF-1 embryonic growth factor - mouse (LOC306351), mRNA"	0.06	0.08	1.33	
RAE230A:1398848_at	1398848_at	suppression of tumorigenicity 13 (colon carcinoma) Hsp70-interacting protein	0.69	0.92	1.33	
RAE230A:1370663_at	1370663_at	no description	0.6	0.8	1.33	
RAE230A:1386762_at	1386762_at	Transcribed sequences	0.57	0.76	1.33	
RAE230A:1373091_at	1373091_at	"Similar to PLAGL2 (LOC296281), mRNA"	0.45	0.6	1.33	
RAE230A:1368311_at	1368311_at	0-6-methylguanine-DNA methyltransferase	0.36	0.48	1.33	
RAE230A:1376954_at	1376954_at	transcription factor USF2	0.54	0.72	1.33	
RAE230A:1389026_at	1389026_at	"Similar to RIKEN cDNA 4933417L02 (LOC293117), mRNA"	0.54	0.72	1.33	
RAE230A:1374933_at	1374933_at	l-gicerin	0.7	0.93	1.33	
RAE230A:1373305_at	1373305_at	"Similar to sorting nexin 4 (LOC360725), mRNA"	0.67	0.89	1.33	
RAE230A:1389157_at	1389157_at	"lectin, galactoside-binding, soluble, 2 (galectin 2)"	0.67	0.89	1.33	
RAE230A:1377250_at	1377250_at	Transcribed sequences	0.67	0.89	1.33	
RAE230A:1389014_at	1389014_at	pre-B-cell colony-enhancing factor	0.67	0.89	1.33	
RAE230A:1387670_at	1387670_at	glycerol-3-phosphate dehydrogenase 2	1.77	2.35	1.33	
RAE230A:1368316_at	1368316_at	aquaporin 8	1.59	2.11	1.33	
RAE230A:1384329_at	1384329_at	"Similar to serine protease (LOC302971), mRNA"	0.43	0.57	1.33	
RAE230A:1374512_at	1374512_at	no description	0.4	0.53	1.33	
RAE230A:1374701_at	1374701_at	Transcribed sequence with weak similarity to protein ref:NP_008844.1 (H.sapiens) ring finger protein 5 [Homo sapiens]	0.4	0.53	1.33	
RAE230A:1370153_at	1370153_at	growth differentiation factor 15	0.37	0.49	1.32	
RAE230A:1373986_at	1373986_at	Transcribed sequences	0.34	0.45	1.32	
RAE230A:1370262_at	1370262_at	LYRIC	0.68	0.9	1.32	
RAE230A:1390694_at	1390694_at	no description	0.28	0.37	1.32	
RAE230A:1375982_at	1375982_at	Transcribed sequence with weak similarity to protein ref:NP_006448.1 (H.sapiens) LIM protein	1.75	2.31	1.32	
RAE230A:1374622_at	1374622_at	"Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	0.47	0.62	1.32	
RAE230A:1391409_at	1391409_at	"Similar to amnionless precursor protein (LOC314459), mRNA"	0.41	0.54	1.32	
RAE230A:137RAE230A:1356_at	1371356_at	"Similar to Tenc1 protein (LOC315326), mRNA"	0.41	0.54	1.32	
RAE230A:1376605_at	1376605_at	Transcribed sequences	0.19	0.25	1.32	
RAE230A:1398788_at	1398788_at	"glucose regulated protein, 58 kDa"	0.76	1	1.32	
RAE230A:13931RAE230A:13_at	1393113_at	"Similar to RIKEN cDNA B230365D05 (LOC311193), mRNA"	0.57	0.75	1.32	
RAE230A:1389575_at	1389575_at	"Similar to sid2057p (LOC293160), mRNA"	0.73	0.96	1.32	
RAE230A:1374670_at	1374670_at	"Similar to hypothetical protein MGC20700 (LOC362824), mRNA"	0.54	0.71	1.31	
RAE230A:1389318_at	1389318_at	"Similar to hypothetical protein E130308H01 (LOC314212), mRNA"	0.7	0.92	1.31	
RAE230A:1367652_at	1367652_at	insulin-like growth factor binding protein 3	0.42	0.55	1.31	
RAE230A:1368026_at	1368026_at	"hepatoma-derived growth factor, related protein 2"	0.55	0.72	1.31	
RAE230A:1372704_at	1372704_at	"Similar to RIKEN cDNA 2310008M10 (LOC362040), mRNA"	1.5	1.96	1.31	
RAE230A:1389554_at	1389554_at	"nuclear receptor subfamily 2, group F, member 2"	0.62	0.81	1.31	
RAE230A:1391484_at	1391484_at	Transcribed sequences	0.62	0.81	1.31	
RAE230A:1376765_at	1376765_at	"Similar to B29 protein (LOC361348), mRNA"	0.36	0.47	1.31	
RAE230A:1370318_at	1370318_at	phosphatidylinositol 4-kinase	0.72	0.94	1.31	
RAE230A:1375230_at	1375230_at	no description	0.46	0.6	1.3	
RAE230A:1389095_at	1389095_at	Transcribed sequence with weak similarity to protein ref:NP_150279.1 (H.sapiens) brother of CDO [Homo sapiens]	0.46	0.6	1.3	
RAE230A:1374280_at	1374280_at	Transcribed sequences	0.46	0.6	1.3	
RAE230A:1398334_a_at	1398334_a_at	"Similar to RIKEN cDNA 1810029F08 (LOC295956), mRNA"	0.56	0.73	1.3	
RAE230A:1374705_at	1374705_at	"Similar to type IV collagen alpha 5 chain (LOC300276), mRNA"	0.66	0.86	1.3	
RAE230A:1367765_at	1367765_at	transcobalamin 2	0.53	0.69	1.3	
RAE230A:1372203_at	1372203_at	PDZ protein Mrt1	0.63	0.82	1.3	
RAE230A:1372724_at	1372724_at	NMDA receptor glutamate-binding chain	0.4	0.52	1.3	
RAE230A:1373333_at	1373333_at	"Similar to Microsomal signal peptidase 23 kDa subunit (SPase 22 kDa subunit) (SPC22/23) (LOC317409), mRNA"	0.2	0.26	1.3	
RAE230A:1370631_at	1370631_at	pancreatitis-associated protein 3	7.6	9.86	1.3	
RAE230A:1376963_at	1376963_at	"Similar to dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2 isoform 2 (LOC314862), mRNA"	0.37	0.48	1.3	
RAE230A:1368871_at	1368871_at	mitogen activated protein kinase kinase kinase 1	0.64	0.83	1.3	
RAE230A:1391485_at	1391485_at	Transcribed sequences	0.44	0.57	1.3	
RAE230A:1376376_at	1376376_at	Transcribed sequences	0.61	0.79	1.3	
RAE230A:1373771_at	1373771_at	Transcribed sequences	0.61	0.79	1.3	
RAE230A:1372311_at	1372311_at	no description	0.34	0.44	1.29	
RAE230A:1398768_at	1398768_at	retinoblastoma binding protein 7	0.68	0.88	1.29	
RAE230A:1398935_at	1398935_at	Transcribed sequences	0.68	0.88	1.29	
RAE230A:1367522_at	1367522_at	Transcribed sequence with moderate similarity to protein pir:B42832 (H.sapiens) B42832 factor VIII intron 22 protein - human	0.68	0.88	1.29	
RAE230A:1387491_at	1387491_at	glycerol kinase	1.4	1.81	1.29	
RAE230A:1390445_at	1390445_at	"Similar to mbt domain containing 1 (LOC303457), mRNA"	0.65	0.84	1.29	
RAE230A:1370719_a_at	1370719_a_at	Mid-1-related chloride channel 1	0.65	0.84	1.29	
RAE230A:1378416_at	1378416_at	"Similar to 0610012F22Rik protein (LOC299246), mRNA"	0.24	0.31	1.29	
RAE230A:1390012_at	1390012_at	Transcribed sequences	0.55	0.71	1.29	
RAE230A:1373166_at	1373166_at	Transcribed sequences	0.62	0.8	1.29	
RAE230A:1379250_at	1379250_at	"Similar to RIKEN cDNA A530057M15 gene (LOC313843), mRNA"	0.52	0.67	1.29	
RAE230A:1387510_at	1387510_at	sorting nexin 16	0.59	0.76	1.29	
RAE230A:1369944_at	1369944_at	MARCKS-like protein	0.73	0.94	1.29	
