UID	NAME	C1	C3	C2	EH2	EH6	EH3	EH5	EH1	EH4
A_01_P019584	||  || A_01_P019584 ||  || Homo sapiens Down syndrome critical region gene 5 (DSCR5), transcript variant 2, mRNA [NM_153682] ||  ||  || 6273437	-0.9	-0.67	-0.69	0.1	0.49	-0.28	0.3	0.84	0.49
A_01_P002716	||  || A_01_P002716 ||  || Homo sapiens major histocompatibility complex, class II, DR beta 4 (HLA-DRB4), mRNA. [NM_021983] ||  ||  || 6276838	-0.54	0.68	0.76	2.13	1.19	2.02	2.47	1.44	2.15
A_01_P009060	||  || A_01_P009060 ||  || Homo sapiens striatin, calmodulin binding protein (STRN), mRNA. [NM_003162] ||  ||  || 6292455	-0.66	-1.53	-0.02	1.41	1.25	0.77	0.92	0.02	0.96
A_01_P004971	||  || A_01_P004971 ||  || PREDICTED: Homo sapiens hypothetical protein DKFZp434H2226 (DKFZp434H2226), mRNA [XM_043863] ||  ||  || 6276053	0.43	-1.21	-0.78	0.97	0.46	1	1.08	1.14	0.93
A_01_P019542	||  || A_01_P019542 ||  || Homo sapiens hypothetical protein FLJ11046 (FLJ11046), mRNA [NM_018309] ||  ||  || 6292499	-1.35	-0.99	-1.64	0.89	1.25	-0.72	0.63	-0.12	0.59
A_01_P010463	||  || A_01_P010463 ||  || Homo sapiens G protein-coupled receptor 171 (GPR171), mRNA. [NM_013308] ||  ||  || 6273923	-0.6	-0.39	-0.47	3.16	0.04	2.78	2.77	1.36	2.28
A_01_P003086	||  || A_01_P003086 ||  || UI-CF-DU1-abf-p-14-0-UI.s1 UI-CF-DU1 Homo sapiens cDNA clone UI-CF-DU1-abf-p-14-0-UI 3, mRNA sequence [BU680450] ||  ||  || 6283104	-1.12	-0.8	-1.61	0.81	-0.35	0.23	0.51	-0.41	0.55
A_01_P002409	||  || A_01_P002409 ||  || Homo sapiens zinc finger and BTB domain containing 8 opposite strand (ZBTB8OS), mRNA. [NM_178547] ||  ||  || 6267114	-0.15	-0.99	-1.11	2.01	1.03	0.53	2.12	0.13	1.67
A_01_P008905	||  || A_01_P008905 ||  || Homo sapiens hypothetical protein MGC23937 similar to CG4798 (RP11-311P8.3), mRNA. [NM_145052] ||  ||  || 6286768	-1.61	-1.12	-0.44	0.19	0.78	0.03	-0.22	0.27	0.24
A_01_P007032	||  || A_01_P007032 ||  || Homo sapiens small EDRK-rich factor 1B (centromeric) (SERF1B), mRNA [NM_022978] ||  ||  || 6290171	-0.44	-0.09	-0.33	0.71	0.72	0.95	0.69	0.14	0.46
A_01_P004144	||  || A_01_P004144 ||  || Homo sapiens eukaryotic translation elongation factor 1 alpha 1 (EEF1A1), mRNA [NM_001402] ||  ||  || 6289867	-1.47	-1.46	-1.37	-1.04	-0.08	-0.31	-0.09	-0.59	-0.4
A_01_P000117	||  || A_01_P000117 ||  || Homo sapiens zinc finger protein 426 (ZNF426), mRNA [NM_024106] ||  ||  || 6275589	-2.12	-1.39	-1.6	-0.27	-0.01	-1.21	0.7	0.08	0.09
A_01_P017703	||  || A_01_P017703 ||  || PREDICTED: Homo sapiens l(3)mbt-like 3 (Drosophila) (L3MBTL3), mRNA [XM_027074] ||  ||  || 6282646	-1.78	-1.72	-1.83	-0.57	-1.16	-1.23	-1.07	-1.02	-0.78
A_01_P001187	||  || A_01_P001187 ||  || ILLUMIGEN_MCQ_3574 Katze_MMPL2 Macaca mulatta cDNA 5 similar to human DKFZp761B1514 (Hs.277533), mRNA sequence [CK232335] ||  ||  || 6283811	-0.51	-0.81	-1.05	0.7	0.35	-0.02	0.96	-0.14	0.66
A_01_P005420	||  || A_01_P005420 ||  || PREDICTED: Macaca mulatta similar to Krueppel-like factor 5 (Intestinal-enriched krueppel-like factor) (Colon krueppel-like factor) (Transcription factor BTEB2) (Basic transcription element-binding protein 2) (BTE-binding protei	0.39	-1.42	-1.57	1.39	0.23	1.38	1.57	0.7	1.81
A_01_P005763	||  || A_01_P005763 ||  || Homo sapiens Rho GTPase activating protein 15 (ARHGAP15), mRNA [NM_018460] ||  ||  || 6288832	-1.66	0.06	-1.14	2.41	0.33	2.36	1.53	0.41	1.46
A_01_P013412	||  || A_01_P013412 ||  || Homo sapiens cyclin-dependent kinase 6 (CDK6), mRNA [NM_001259] ||  ||  || 6275709	-0.86	-0.69	-0.41	0.42	0.65	-0.17	0.42	0.18	0.15
A_01_P004539	||  || A_01_P004539 ||  || Homo sapiens TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa (TAF9), transcript variant 2, mRNA [NM_016283] ||  ||  || 6284051	-1.16	-0.98	-0.89	-0.21	-0.02	-0.31	-0.49	-0.26	-0.51
A_01_P001850	||  || A_01_P001850 ||  ||  ||  ||  || 6287677	-0.49	-0.64	-0.12	2.19	0.39	0.5	2.03	1.56	1.8
A_01_P019077	||  || A_01_P019077 ||  || Homo sapiens RNA binding motif protein 16 (RBM16), mRNA [NM_014892] ||  ||  || 6271594	-1.88	-0.98	-0.61	0.05	0.2	-0.26	0.25	-0.13	0.07
A_01_P004327	||  || A_01_P004327 ||  || Homo sapiens hypothetical protein PRO1853 (PRO1853), transcript variant 2, mRNA [NM_018607] ||  ||  || 6285578	-0.1	-0.59	-0.61	0.39	0.06	0.34	0.42	0.6	0.42
A_01_P007313	||  || A_01_P007313 ||  || Homo sapiens THUMP domain containing 1 (THUMPD1), mRNA [NM_017736] ||  ||  || 6284168	-0.72	-1.85	-1.8	-0.37	0.12	-0.47	-0.35	-0.12	-0.39
A_01_P004679	||  || A_01_P004679 ||  || Homo sapiens hypothetical protein MGC20255 (MGC20255), mRNA. [NM_052848] ||  ||  || 6282784	-0.23	-0.45	-1.19	0.79	0.21	0.7	0.29	0.76	0.24
A_01_P000794	||  || A_01_P000794 ||  || Homo sapiens reproduction 8 (D8S2298E), mRNA. [NM_005671] ||  ||  || 6292004	-0.91	-0.54	-0.35	1.08	-0.05	1.48	1.05	0.43	0.8
A_01_P015734	||  || A_01_P015734 ||  || Homo sapiens cytochrome b-245, beta polypeptide (chronic granulomatous disease) (CYBB), mRNA. [NM_000397] ||  ||  || 6272346	-1.01	-0.97	-1.24	3.36	-0.56	2.75	1.79	1.6	1.69
A_01_P005437	||  || A_01_P005437 ||  || Homo sapiens calcium/calmodulin-dependent serine protein kinase (MAGUK family) (CASK), mRNA [NM_003688] ||  ||  || 6284187	0.1	0.38	-0.58	1.23	0.6	1.2	0.92	1.27	1.46
A_01_P018219	||  || A_01_P018219 ||  || Homo sapiens RNA binding motif protein 5 (RBM5), mRNA [NM_005778] ||  ||  || 6285555	-1.92	-1.96	-1.99	-1.1	-1.25	-1.45	-1.46	-1.49	-1.29
A_01_P008040	||  || A_01_P008040 ||  || Homo sapiens non-metastatic cells 1, protein (NM23A) expressed in (NME1), transcript variant 2, mRNA. [NM_000269] ||  ||  || 6282423	0.48	-0.06	-0.37	1.14	0.7	1.34	1.3	0.78	1.07
A_01_P017111	||  || A_01_P017111 ||  || Homo sapiens cytochrome b5 reductase b5R.2 (CYB5R2), transcript variant 2, mRNA [NM_001001336] ||  ||  || 6279948	-0.48	-0.35	-0.7	1.11	0.84	1.35	1.05	-0.17	0.8
A_01_P019738	||  || A_01_P019738 ||  || Homo sapiens purinergic receptor P2X, ligand-gated ion channel, 5 (P2RX5), transcript variant 1, mRNA. [NM_002561] ||  ||  || 6289371	-0.17	-1.28	-1.62	1.68	0.08	1.3	0.89	0.09	1.73
A_01_P000510	||  || A_01_P000510 ||  || Homo sapiens dual oxidase 2 (DUOX2), mRNA. [NM_014080] ||  ||  || 6288661	-0.24	0	-0.14	3.74	0	3.2	3.34	3.24	3.26
A_01_P013311	||  || A_01_P013311 ||  || Homo sapiens platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa (PAFAH1B2), mRNA [NM_002572] ||  ||  || 6292564	0.25	-0.56	-0.66	1.44	0.67	1.74	1.29	0.41	1.06
A_01_P017832	||  || A_01_P017832 ||  || Homo sapiens hypothetical protein MGC33212 (MGC33212), mRNA [NM_152773] ||  ||  || 6270566	-1.26	-0.9	-1.1	1.53	0	-0.02	-0.14	0.77	0.96
A_01_P009595	||  || A_01_P009595 ||  || Homo sapiens ATP-binding cassette, sub-family B (MDR/TAP), member 4 (ABCB4), transcript variant B, mRNA [NM_018849] ||  ||  || 6281012	-0.41	-0.94	-0.58	0.98	0.52	0.61	0.69	-0.24	0.47
A_01_P006450	||  || A_01_P006450 ||  || Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 (SMARCA5), mRNA [NM_003601] ||  ||  || 6269963	-0.28	-0.81	-1.13	0.95	0.35	0.68	0.4	-0.13	0.34
A_01_P003978	||  || A_01_P003978 ||  || PREDICTED: Macaca mulatta hypothetical protein LOC703544 (LOC703544), mRNA [XR_012454] ||  ||  || 6293796	-0.46	0.04	-0.82	1.36	2.34	0.56	0.63	1.24	1.15
A_01_P010719	||  || A_01_P010719 ||  || Homo sapiens chromosome X open reading frame 39 (CXorf39), mRNA. [NM_207318] ||  ||  || 6276547	-0.47	0.02	0.22	0.96	1.27	0.41	0.88	0.97	1.13
A_01_P010892	||  || A_01_P010892 ||  || PREDICTED: Macaca mulatta similar to RAN binding protein 2 (LOC694823), mRNA [XR_009960] ||  ||  || 6284706	-2.24	-1.59	-1.21	0.12	-0.86	-0.8	-0.4	-0.43	-0.06
A_01_P000363	||  || A_01_P000363 ||  || Homo sapiens major histocompatibility complex, class II, DR beta 3 (HLA-DRB3), mRNA [NM_022555] ||  ||  || 6270039	-1.2	0	0.02	1.54	0.32	1.5	1.81	0.85	1.66
A_01_P008694	||  || A_01_P008694 ||  || Homo sapiens alkB, alkylation repair homolog (E. coli) (ALKBH), mRNA [NM_006020] ||  ||  || 6270753	-0.89	-1.33	-0.69	-0.09	0.33	-0.18	-0.02	-0.28	-0.24
A_01_P016137	||  || A_01_P016137 ||  || Homo sapiens ST6 beta-galactosamide alpha-2,6-sialyltranferase 1 (ST6GAL1), transcript variant 2, mRNA. [NM_003032] ||  ||  || 6281792	-0.3	0.3	-1.09	2.72	0.57	3.02	2.63	0.92	2.66
A_01_P001262	||  || A_01_P001262 ||  || Homo sapiens chromosome 14 open reading frame 103 (C14orf103), mRNA [NM_018036] ||  ||  || 6271007	-2.66	-2.12	-1.12	-0.69	-0.25	-0.75	-0.79	-0.34	-0.85
A_01_P013994	||  || A_01_P013994 ||  || Homo sapiens solute carrier family 25 (mitochondrial carrier, brain), member 14 (SLC25A14), nuclear gene encoding mitochondrial protein, transcript variant long, mRNA [NM_003951] ||  ||  || 6275630	-1.13	-2.15	-1.4	-0.68	-0.3	-0.61	-0.36	-0.72	-0.56
A_01_P006135	||  || A_01_P006135 ||  || Homo sapiens protein tyrosine phosphatase, non-receptor type 1 (PTPN1), mRNA [NM_002827] ||  ||  || 6284664	-0.36	-0.66	-0.33	1.19	0.45	0.68	0.52	0.05	0.71
A_01_P015888	||  || A_01_P015888 ||  || Homo sapiens prolylcarboxypeptidase (angiotensinase C) (PRCP), transcript variant 2, mRNA [NM_199418] ||  ||  || 6290010	-0.79	-0.24	0.42	0.86	0.75	1.05	1.2	0.65	1.16
A_01_P019383	||  || A_01_P019383 ||  || PREDICTED: Macaca mulatta similar to pleckstrin homology domain interacting protein (LOC716810), mRNA [XR_014196] ||  ||  || 6269491	-1.55	-1.79	-2.48	-0.75	-1.43	-0.49	-0.62	-0.62	-0.75
A_01_P005610	||  || A_01_P005610 ||  || Homo sapiens ubiquitin protein ligase E3 component n-recognin 1 (UBR1), mRNA [NM_174916] ||  ||  || 6289114	-0.74	-0.61	-0.78	0.83	1.37	0.5	0.74	-0.33	0.9
A_01_P000539	||  || A_01_P000539 ||  || Homo sapiens transcription factor 7 (T-cell specific, HMG-box) (TCF7), transcript variant 1, mRNA [NM_003202] ||  ||  || 6285649	-2.47	-1.94	-2.27	1.21	-1.23	0.87	-0.66	-0.02	-0.72
A_01_P014929	||  || A_01_P014929 ||  || Homo sapiens suppressor of cytokine signaling 6 (SOCS6), mRNA. [NM_004232] ||  ||  || 6278613	-1.52	-1.48	-1.27	0.48	-0.65	-0.58	0.54	-0.25	0.75
A_01_P011048	||  || A_01_P011048 ||  ||  ||  ||  || 6293392	-1.22	-1.88	-2.2	-0.35	0.25	-1.16	-0.38	-0.32	-0.56
A_01_P006161	||  || A_01_P006161 ||  || Homo sapiens regulator of G-protein signalling 19 (RGS19), mRNA [NM_005873] ||  ||  || 6285490	-0.23	-0.13	-0.22	1.81	0.59	1.72	1.32	0.47	1.09
A_01_P004001	||  || A_01_P004001 ||  || Homo sapiens solute carrier family 38, member 6 (SLC38A6), mRNA [NM_153811] ||  ||  || 6277591	-0.79	0.16	0.39	1.32	0.93	1.59	1.14	0.74	1.23
A_01_P016844	||  || A_01_P016844 ||  || Homo sapiens nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha (NFKBIA), mRNA [NM_020529] ||  ||  || 6280220	-0.08	0.4	0.76	1.13	1.54	1.42	1.14	1.55	1.1
A_01_P002489	||  || A_01_P002489 ||  || Homo sapiens phosphatidylinositol 3,4,5-trisphosphate-dependent RAC exchanger 1 (PREX1), mRNA [NM_020820] ||  ||  || 6280761	-0.54	-0.07	0.07	1.45	0.46	1.74	1.18	0.72	0.98
A_01_P004989	||  || A_01_P004989 ||  || Homo sapiens RAD23 homolog B (S. cerevisiae) (RAD23B), mRNA. [NM_002874] ||  ||  || 6270513	-1.62	-1.53	-2.12	0.25	-1.17	-0.74	-0.02	-0.53	0.06
A_01_P002966	||  || A_01_P002966 ||  || Homo sapiens COMM domain containing 2 (COMMD2), mRNA. [NM_016094] ||  ||  || 6283166	0.42	0.34	0.77	1.31	1.34	1.21	1.39	0.93	1.23
A_01_P003752	||  || A_01_P003752 ||  || Homo sapiens replication protein A2, 32kDa (RPA2), mRNA [NM_002946] ||  ||  || 6271828	-0.54	-0.81	-0.88	0.78	-0.06	0.01	0.21	0.01	0.16
A_01_P010442	||  || A_01_P010442 ||  || Homo sapiens uridine-cytidine kinase 1 (UCK1), mRNA. [NM_031432] ||  ||  || 6279208	-1.56	-1.3	-1.65	-0.88	-0.42	-0.24	-0.49	-0.4	-1.03
A_01_P009467	||  || A_01_P009467 ||  || Homo sapiens valosin-containing protein (p97)/p47 complex-interacting protein p135 (VCIP135), mRNA [NM_025054] ||  ||  || 6280252	-1.13	-1.45	-0.98	-0.31	-0.26	-0.73	-0.11	0.23	0.1
A_01_P017797	||  || A_01_P017797 ||  || Homo sapiens ring finger protein 183 (RNF183), mRNA. [NM_145051] ||  ||  || 6286836	-0.16	-0.84	-0.94	3.44	-0.07	3.97	1.87	2.08	2.78
A_01_P009192	||  || A_01_P009192 ||  || Homo sapiens PRP4 pre-mRNA processing factor 4 homolog B (yeast) (PRPF4B), transcript variant 2, mRNA. [NM_176800] ||  ||  || 6288099	-1.84	-1.75	-2.36	-0.89	-0.81	-0.94	-1.4	-0.94	-1.36
A_01_P008655	||  || A_01_P008655 ||  || ILLUMIGEN_MCQ_8982 Katze_MMBR Macaca mulatta cDNA clone IBIUW:2913 5 similar to Bases 1 to 922 highly similar to human KIAA0436 (Hs.110), mRNA sequence [CN643945] ||  ||  || 6270714	-1.32	-1.9	-0.7	-0.14	0.29	-0.39	-0.09	-0.28	-0.32
A_01_P015290	||  || A_01_P015290 ||  || Homo sapiens vesicle-associated membrane protein 5 (myobrevin) (VAMP5), mRNA [NM_006634] ||  ||  || 6287104	-0.17	-0.29	-0.43	0.51	0.23	0.6	0.46	0.19	0.25
A_01_P005524	||  || A_01_P005524 ||  || Homo sapiens ubiquitin-fold modifier 1 (UFM1), mRNA. [NM_016617] ||  ||  || 6284650	-1.6	-1.13	-1.32	0.37	-0.92	-0.33	-0.02	-0.03	-0.24
A_01_P019111	||  || A_01_P019111 ||  || Homo sapiens immunoglobulin lambda-like polypeptide 1 (IGLL1), transcript variant 1, mRNA. [NM_020070] ||  ||  || 6276414	-0.28	1.26	0.14	1.96	1.13	1.81	1.92	1.99	2.1
A_01_P009888	||  || A_01_P009888 ||  || Homo sapiens adaptor-related protein complex 4, beta 1 subunit (AP4B1), mRNA [NM_006594] ||  ||  || 6270672	-1.34	-1.11	-2.38	-0.25	0.07	-0.42	-0.5	-0.33	-0.74
A_01_P015417	||  || A_01_P015417 ||  || Homo sapiens hypothetical protein MGC13096 (MGC13096), mRNA. [NM_032346] ||  ||  || 6269265	-0.54	-0.62	-2.02	0.01	0.43	0.14	0.24	0.57	0.38
A_01_P004449	||  || A_01_P004449 ||  || Homo sapiens sarcoma antigen NY-SAR-48 (NY-SAR-48), transcript variant 2, mRNA. [NM_001011699] ||  ||  || 6281469	-1.47	-1.71	-0.96	0.64	-0.41	0.12	-0.17	-0.7	0.52
A_01_P013381	||  || A_01_P013381 ||  || Homo sapiens formin homology 2 domain containing 1 (FHOD1), mRNA [NM_013241] ||  ||  || 6268054	-1.53	-1.67	-1.36	-0.88	-0.89	-0.98	-0.92	-1.1	-0.74
A_01_P004235	||  || A_01_P004235 ||  || ILLUMIGEN_MCQ_23993 Katze_MMSP Macaca mulatta cDNA clone IBIUW:13058 5 similar to Bases 1 to 1044 highly similar to human RYBP (Hs.7910), mRNA sequence [CN802634] ||  ||  || 6279237	-0.48	-1.5	-0.6	0.52	0.52	0.22	0.38	-0.22	0.25
A_01_P012436	||  || A_01_P012436 ||  || Homo sapiens prostaglandin E receptor 2 (subtype EP2), 53kDa (PTGER2), mRNA [NM_000956] ||  ||  || 6269327	-2.81	-2.02	-0.71	0.07	-0.76	-0.18	0.62	-0.19	0.45
A_01_P010815	||  || A_01_P010815 ||  || Homo sapiens neuromedin B (NMB), transcript variant 1, mRNA [NM_021077] ||  ||  || 6292878	0.74	-0.43	0.05	1.7	1.06	1.95	2.23	0.9	1.86
A_01_P016148	||  || A_01_P016148 ||  || ILLUMIGEN_MCQ_2359 Katze_MMLG Macaca mulatta cDNA 5 similar to human Unigene Hs.500464, mRNA sequence [CK231504] ||  ||  || 6278942	-1	-0.82	-0.61	-0.46	0.53	0.32	0.5	0.09	0.31
A_01_P019642	||  || A_01_P019642 ||  || Homo sapiens GTPase, IMAP family member 4 (GIMAP4), mRNA. [NM_018326] ||  ||  || 6287172	0.27	0.92	0.26	1.66	1.29	2.13	1.62	1.11	1.68
A_01_P013447	||  || A_01_P013447 ||  || PREDICTED: Macaca mulatta similar to pad-1-like isoform 1 (LOC694339), mRNA [XR_009835] ||  ||  || 6287585	-1.73	-0.81	-1.8	-0.37	0.04	-0.44	-0.46	-0.28	-0.66
A_01_P006898	||  || A_01_P006898 ||  || PREDICTED: Macaca mulatta similar to transmembrane protein 64 (LOC695826), mRNA [XR_010059] ||  ||  || 6281733	-1.35	-1.16	-0.07	0.25	1.43	0.96	0.35	1.23	0.17
A_01_P003899	||  || A_01_P003899 ||  || PREDICTED: Macaca mulatta chondroitin sulfate proteoglycan 6 (bamacan) (CSPG6), mRNA [XR_010293] ||  ||  || 6291702	-0.71	-1.16	-1.59	0.45	-0.06	-0.22	-0.31	-0.4	0.09
A_01_P016094	||  || A_01_P016094 ||  || Homo sapiens lysyl-tRNA synthetase (KARS), mRNA [NM_005548] ||  ||  || 6275089	-0.58	-0.54	-0.53	-0.11	-0.19	-0.16	-0.12	-0.07	-0.19
A_01_P002792	||  || A_01_P002792 ||  || Homo sapiens small acidic protein (SMAP), mRNA [NM_014267] ||  ||  || 6273695	-1.66	-0.97	-1.51	-0.56	0.63	-0.69	0.01	0.25	-0.07
A_01_P016569	||  || A_01_P016569 ||  || Homo sapiens hypothetical protein FLJ21168 (FLJ21168), mRNA [NM_025073] ||  ||  || 6292254	-1.29	-1.38	-1.21	1.39	-0.01	0.98	0.74	-0.87	0.79
A_01_P005520	||  || A_01_P005520 ||  || Homo sapiens chromosome 18 open reading frame 55 (C18orf55), mRNA. [NM_014177] ||  ||  || 6292227	-0.23	-1.19	-0.6	0.51	0.63	0.35	0.11	0.34	0.05
A_01_P005216	||  || A_01_P005216 ||  || PREDICTED: Homo sapiens chromosome 10 open reading frame 18 (C10orf18), mRNA [XM_374765] ||  ||  || 6286889	-1.83	-1.8	-0.81	0.34	-0.24	-0.89	-0.01	0.1	0.58
A_01_P001375	||  || A_01_P001375 ||  || Homo sapiens copine III (CPNE3), mRNA [NM_003909] ||  ||  || 6278556	-0.34	-0.19	-0.63	0.3	0.64	0.32	0.79	0.15	0.39
A_01_P007239	||  || A_01_P007239 ||  || Homo sapiens PC4 and SFRS1 interacting protein 1 (PSIP1), mRNA. [NM_021144] ||  ||  || 6282492	-0.67	-1.19	-0.92	-0.1	0.26	0.52	0.04	-0.25	-0.29
A_01_P011702	||  || A_01_P011702 ||  || Homo sapiens hypothetical protein LOC157697 (LOC157697), mRNA. [NM_207332] ||  ||  || 6267664	-0.14	-0.98	-1.15	0.64	0.17	0.29	0.5	-0.03	0.3
A_01_P000532	||  || A_01_P000532 ||  || Homo sapiens platelet/endothelial cell adhesion molecule (CD31 antigen) (PECAM1), mRNA. [NM_000442] ||  ||  || 6276862	-1.22	-0.33	-1.75	0.52	0.32	0.45	0.3	-0.25	-0.09
A_01_P017156	||  || A_01_P017156 ||  || Homo sapiens CTD-binding SR-like protein rA9 (KIAA1542), mRNA. [NM_020901] ||  ||  || 6291669	-1.35	-1.74	-2.05	-0.14	-0.83	-0.88	-0.96	-0.86	-0.65
A_01_P004587	||  || A_01_P004587 ||  || Homo sapiens queuine tRNA-ribosyltransferase 1 (tRNA-guanine transglycosylase) (QTRT1), mRNA [NM_031209] ||  ||  || 6281101	-0.2	-1.21	-0.73	0.53	-0.13	0.47	0.36	0.68	0.3
A_01_P009653	||  || A_01_P009653 ||  || Homo sapiens GRB2-associated binding protein 3 (GAB3), mRNA. [NM_080612] ||  ||  || 6288697	-2.23	-1.29	-1.79	0.5	-0.78	-0.26	0.28	-1.05	0.45
A_01_P014932	||  || A_01_P014932 ||  || Homo sapiens M-phase phosphoprotein, mpp8 (HSMPP8), mRNA [NM_017520] ||  ||  || 6284876	-1.77	-1.16	-2.15	-0.56	-0.85	-0.92	-0.45	-0.29	0.08
A_01_P012718	||  || A_01_P012718 ||  || Homo sapiens hypothetical protein DKFZp564O0523 (DKFZP564O0523), mRNA [NM_032120] ||  ||  || 6273433	-0.85	-1.24	-0.3	0.26	0.64	-0.2	0.91	1.28	1.19
A_01_P011746	||  || A_01_P011746 ||  || Homo sapiens hypothetical protein FLJ20397 (FLJ20397), mRNA [NM_017802] ||  ||  || 6283816	-0.65	-1.75	-1.39	0.29	-0.49	-0.29	0.26	-0.31	0.12
A_01_P013656	||  || A_01_P013656 ||  || Homo sapiens ring finger protein 126 (RNF126), transcript variant 2, mRNA [NM_194460] ||  ||  || 6290426	-2	-1.52	-0.85	0.08	1.11	0.02	-0.49	-0.33	-0.02
A_01_P011211	||  || A_01_P011211 ||  || ILLUMIGEN_MCQ_5177 Katze_MMBR Macaca mulatta cDNA clone IBIUW:5985 5 similar to Bases 207 to 967 highly similar to human Unigene Hs.351680, mRNA sequence [CN641683] ||  ||  || 6274842	-1.23	-2.07	-1.56	0.01	-1.31	-0.01	-0.16	0.01	-0.01
A_01_P010876	||  || A_01_P010876 ||  || Homo sapiens cell growth regulator with ring finger domain 1 (CGRRF1), mRNA. [NM_006568] ||  ||  || 6293995	-1.81	-1.1	-0.12	0.23	0.89	0.12	0.17	0.63	0.42
A_01_P018057	||  || A_01_P018057 ||  || Homo sapiens scavenger receptor cysteine-rich type 1 protein M160 (M160), mRNA. [NM_174941] ||  ||  || 6281898	0.61	-0.64	-1.11	4.55	0.54	4.43	2.71	1.8	3.47
A_01_P005646	||  || A_01_P005646 ||  || ILLUMIGEN_MCQ_37575 Katze_MMBR Macaca mulatta cDNA clone IBIUW:14960 5 similar to Bases 8 to 1000 highly similar to human Unigene Hs.432862, mRNA sequence [CN802066] ||  ||  || 6293752	-1.95	-0.95	-0.83	-0.35	1.14	0.23	0.16	0.17	-0.08
A_01_P010626	||  || A_01_P010626 ||  || Homo sapiens dullard homolog (Xenopus laevis) (DULLARD), mRNA. [NM_015343] ||  ||  || 6285833	-1.6	-1.63	-1.95	-0.18	-0.38	-1.18	-0.16	-1.09	-0.16
A_01_P012314	||  || A_01_P012314 ||  || Homo sapiens proapoptotic caspase adaptor protein (PACAP), mRNA. [NM_016459] ||  ||  || 6280603	0.96	-0.27	0.01	2.92	1.13	3.46	2.98	1.3	3.11
A_01_P002695	||  || A_01_P002695 ||  || Homo sapiens polymeric immunoglobulin receptor (PIGR), mRNA. [NM_002644] ||  ||  || 6274381	-1.68	-1.02	-0.46	3.29	-0.87	2.69	3.42	1.93	3.34
A_01_P011084	||  || A_01_P011084 ||  || Homo sapiens lymphocyte cytosolic protein 1 (L-plastin) (LCP1), mRNA. [NM_002298] ||  ||  || 6278311	-0.91	-0.07	-0.09	2.03	1.01	1.28	0.93	0.39	0.83
A_01_P000809	||  || A_01_P000809 ||  || Homo sapiens CGI-12 protein (CGI-12), mRNA [NM_015942] ||  ||  || 6272158	-0.4	-1.19	-0.23	0.59	0.31	0.65	0.21	0.29	0.22
A_01_P002623	||  || A_01_P002623 ||  || PREDICTED: Macaca mulatta similar to Complement factor I precursor (C3B [XR_014546] ||  ||  || 6273471	-0.66	-1.24	-0.41	0.13	-0.06	-0.12	0.22	0.2	0.14
A_01_P009909	||  || A_01_P009909 ||  || Homo sapiens oxysterol binding protein-like 8 (OSBPL8), transcript variant 2, mRNA. [NM_001003712] ||  ||  || 6275857	-0.42	-1.65	-1.97	0.13	-0.38	-0.17	0.15	-0.08	0.18
A_01_P000652	||  || A_01_P000652 ||  || PREDICTED: Homo sapiens glucocorticoid induced transcript 1 (GLCCI1), mRNA [XM_166529] ||  ||  || 6287499	-2.84	-2.04	-0.87	0.29	-0.98	1.04	0.18	-0.43	0.27
A_01_P012508	||  || A_01_P012508 ||  || Homo sapiens retinol dehydrogenase 14 (all-trans and 9-cis) (RDH14), mRNA. [NM_020905] ||  ||  || 6287511	-0.78	-0.92	-2.3	0.22	0.61	-0.51	0.69	0.03	0.17
A_01_P003997	||  || A_01_P003997 ||  || Homo sapiens chitinase 3-like 2 (CHI3L2), mRNA [NM_004000] ||  ||  || 6278925	-2.82	-1.34	-2.07	2	-0.38	1.56	-0.76	0.41	-0.33
A_01_P019701	||  || A_01_P019701 ||  || Homo sapiens chromosome 6 open reading frame 69 (C6orf69), mRNA. [NM_173562] ||  ||  || 6278891	-0.96	0.27	-1.32	0.52	0.45	1.15	1.1	0.4	0.96
A_01_P000255	||  || A_01_P000255 ||  || Homo sapiens tumor necrosis factor (TNF superfamily, member 2) (TNF), mRNA [NM_000594] ||  ||  || 6279595	-1.7	-1.22	-0.08	3.59	-0.58	3.09	2	2.16	2.01
A_01_P003431	||  || A_01_P003431 ||  || Homo sapiens scaffold attachment factor B (SAFB), mRNA [NM_002967] ||  ||  || 6273669	-1.89	-0.8	-1.44	0.6	1.13	0.37	0.1	-0.58	-0.35
A_01_P019274	||  || A_01_P019274 ||  || Homo sapiens fibrinogen-like 2 (FGL2), mRNA [NM_006682] ||  ||  || 6281546	-2.06	-0.95	-1.22	1.2	-0.85	1.33	1.53	-0.05	0.98
A_01_P007685	||  || A_01_P007685 ||  || Homo sapiens peptidylprolyl isomerase (cyclophilin)-like 2 (PPIL2), transcript variant 1, mRNA. [NM_014337] ||  ||  || 6268450	-1.48	-1.37	-1.16	-0.49	1.22	-0.45	0.04	0.66	0.03
