Probeset	P Value	FDR	Fold change	Direction	Symbol	Name
221432_s_at	0.0031	0.007	1.52	UP	SLC25A28	Mitochondrial RNA splicing protein 3/4
221020_s_at	0.0163	0.0188	1.51	UP	SLC25A32	Folate transporter/carrier protein
223296_at	0.0352	0.0303	1.54	UP	SLC25A33	Mitochondrial carrier protein 2507246CD1(incyte)
201917_s_at	0.0511	0.0384	1.51	UP	SLC25A36	Mitochondrial carrier protein FLJ10618
205097_at	0.0003	0.0016	1.58	UP	SLC26A2	Sulfate transporter (Diastrophicdysplasia protein)
222088_s_at	0.0689	0.0465	1.62	UP	SLC2A14	glucose transporter 14 long form(SCL2A14)
232432_s_at	0.0095	0.0136	1.85	UP	SLC30A5	Zinc transporter like 1 (ZnTl1)
218989_x_at	0.0193	0.0208	1.62	UP	SLC30A5	Zinc transporter like 1 (ZnTl1)
226161_at	0.0002	0.0012	1.66	UP	SLC30A6	solute carrier family 30 (zinc transporter), member 6
209865_at	0.0021	0.0056	1.91	UP	SLC35A3	UDP-N-acetylglucosamine transporter
226894_at	0.0027	0.0065	1.74	UP	SLC35A3	UDP-N-acetylglucosamine transporter
218519_at	0.003	0.0069	1.55	UP	SLC35A5	Nucleotide-sugar transporter homologueFLJ20730
202433_at	0.005	0.0093	1.54	UP	SLC35B1	solute carrier family 35, member B1
222263_at	0.0074	0.0118	1.9	UP	SLC35E1	TRANSPORTER: Transporter homologue266243CD1 (incyte)
217122_s_at	0.0167	0.0191	1.54	UP	SLC35E2	solute carrier family 35, member E2
234978_at	0.0001	0.001	1.51	UP	SLC36A4	Amino acid transporter homologue7483599CD1 (incyte)
220924_s_at	0.0004	0.0021	1.64	UP	SLC38A2	Amino acid transporter system A2 (ATA2)
218041_x_at	0.0006	0.0025	1.62	UP	SLC38A2	Amino acid transporter system A2 (ATA2)
235241_at	0.0005	0.0025	1.53	UP	SLC38A9	solute carrier family 38, member 9
209267_s_at	0.0005	0.0024	1.89	UP	SLC39A8	solute carrier family 39 (zinc transporter), member 8
224596_at	0	0.0001	1.69	UP	SLC44A1	Choline transporter-like protein 1 (CTL1)
203579_s_at	0.0432	0.0345	1.7	UP	SLC7A6	Amino acid transporter KIAA0245
238430_x_at	0.0067	0.0111	1.64	UP	SLFN5	schlafen family member 5
243999_at	0.0332	0.0293	1.72	UP	SLFN5	schlafen family member 5
217851_s_at	0.0106	0.0145	1.64	UP	SLMO2	slowmo homolog 2 (Drosophila)
202527_s_at	0.0268	0.0257	2.35	UP	SMAD4	SMAD family member 4
212257_s_at	0.0018	0.005	1.59	UP	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
202303_x_at	0.0114	0.0152	1.69	UP	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
201073_s_at	0.0004	0.0021	1.9	UP	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1
1561973_at	0.0009	0.0033	2	UP	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2
209257_s_at	0.0193	0.0208	1.65	UP	SMC3	structural maintenance of chromosomes 3
201663_s_at	0.0081	0.0124	1.73	UP	SMC4	structural maintenance of chromosomes 4
212577_at	0.0054	0.0097	1.71	UP	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1
212579_at	0.0162	0.0187	1.52	UP	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1
223160_s_at	0.0173	0.0195	1.56	UP	SMEK1	SMEK homolog 1, suppressor of mek1 (Dictyostelium)
220368_s_at	0.0731	0.0483	1.97	UP	SMEK1	SMEK homolog 1, suppressor of mek1 (Dictyostelium)
233759_s_at	0.0433	0.0345	1.56	UP	SMEK2	SMEK homolog 2, suppressor of mek1 (Dictyostelium)
244766_at	0.0001	0.0011	1.55	UP	SMG1	PI-3-kinase-related kinase SMG-1
218393_s_at	0.0315	0.0284	1.68	UP	SMU1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)
212921_at	0.0005	0.0025	1.53	UP	SMYD2	SET and MYND domain containing 2
207474_at	0.0263	0.0254	1.51	UP	SNRK	Serine/threonine protein kinase 063497CD1(incyte)
242146_at	0.0329	0.0291	1.56	UP	SNRPA1	small nuclear ribonucleoprotein polypeptide A
226591_at	0	0.0003	1.72	UP	SNRPN	small nuclear ribonucleoprotein polypeptide N
1560741_at	0.001	0.0035	2.03	UP	SNRPN	small nuclear ribonucleoprotein polypeptide N
226587_at	0.0072	0.0116	1.68	UP	SNRPN	small nuclear ribonucleoprotein polypeptide N
214531_s_at	0.032	0.0286	1.75	UP	SNX1	sorting nexin 1
202359_s_at	0.0006	0.0027	1.64	UP	SNX19	sorting nexin 19
221561_at	0.0006	0.0026	1.74	UP	SOAT1	Acyl-CoA A: cholesterol acyltransferase 1 (Macrophage ACAT1 / SOAT1)
203372_s_at	0.0005	0.0023	1.86	UP	SOCS2	suppressor of cytokine signaling 2
209648_x_at	0.0015	0.0045	1.5	UP	SOCS5	suppressor of cytokine signaling 5
201085_s_at	0.0103	0.0143	1.74	UP	SON	SON DNA binding protein
230707_at	0.0024	0.0061	1.62	UP	SORL1	sortilin-related receptor, L(DLR class) A repeats-containing
212777_at	0.0472	0.0365	1.69	UP	SOS1	son of sevenless homolog 1 (Drosophila)
235526_at	0.0143	0.0173	1.5	UP	SOX6	SRY (sex determining region Y)-box 6
210218_s_at	0.0212	0.0221	1.65	UP	SP100	SP100 nuclear antigen
209761_s_at	0.0365	0.031	1.84	UP	SP110	SP110 nuclear body protein
1556601_a_at	0.0013	0.0042	1.51	UP	SPATA13	spermatogenesis associated 13
1556059_s_at	0.0088	0.0131	2.19	UP	SPEN	spen homolog, transcriptional regulator (Drosophila)
201996_s_at	0.0759	0.0495	1.55	UP	SPEN	spen homolog, transcriptional regulator (Drosophila)
230884_s_at	0.0013	0.0041	1.98	UP	SPG7	Paraplegin
1555882_at	0.0527	0.0392	1.72	UP	SPIN3	spindlin family, member 3
208927_at	0.0037	0.0078	1.61	UP	SPOP	speckle-type POZ protein
204640_s_at	0.0483	0.037	1.66	UP	SPOP	speckle-type POZ protein
208611_s_at	0.0148	0.0177	1.7	UP	SPTAN1	spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)
200672_x_at	0.0257	0.025	2.44	UP	SPTBN1	spectrin, beta, non-erythrocytic 1
216202_s_at	0.0488	0.0372	1.52	UP	SPTLC2	Serine palmitoyltransferase 2
212060_at	0.0043	0.0084	1.67	UP	SR140	U2-associated SR140 protein
1554676_at	0.0161	0.0187	1.82	UP	SRGN	serglycin
208803_s_at	0.0002	0.0011	2.23	UP	SRP72	signal recognition particle 72kDa
208800_at	0.0152	0.018	1.71	UP	SRP72	signal recognition particle 72kDa
222532_at	0.053	0.0393	1.57	UP	SRPRB	signal recognition particle receptor, B subunit
202817_s_at	0.0537	0.0396	2.11	UP	SS18	synovial sarcoma translocation, chromosome 18
213140_s_at	0.0002	0.0013	1.72	UP	SS18L1	synovial sarcoma translocation gene on chromosome 18-like 1
202506_at	0.026	0.0252	1.55	UP	SSFA2	sperm specific antigen 2
200890_s_at	0.0175	0.0196	2.2	UP	SSR1	signal sequence receptor, alpha (translocon-associated protein alpha)
201894_s_at	0.0259	0.0251	1.57	UP	SSR1	signal sequence receptor, alpha (translocon-associated protein alpha)
200889_s_at	0.0467	0.0362	1.66	UP	SSR1	signal sequence receptor, alpha (translocon-associated protein alpha)
222412_s_at	0.0402	0.0329	1.7	UP	SSR3	signal sequence receptor, gamma (translocon-associated protein gamma)
200956_s_at	0.0444	0.0351	1.65	UP	SSRP1	structure specific recognition protein 1
208666_s_at	0.0172	0.0194	1.51	UP	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
225033_at	0.0068	0.0112	1.62	UP	ST3GAL1	Sialyltransferase 4A (SIAT4A)
225034_at	0.0075	0.0119	1.57	UP	ST3GAL1	Sialyltransferase 4A (SIAT4A)
208322_s_at	0.0081	0.0124	1.52	UP	ST3GAL1	Sialyltransferase 4A (SIAT4A)
202293_at	0	0.0005	1.73	UP	STAG1	stromal antigen 1
209023_s_at	0.024	0.0239	1.56	UP	STAG2	stromal antigen 2
221191_at	0.0052	0.0096	1.54	UP	STAG3L1	stromal antigen 3-like 1
203544_s_at	0	0.0002	1.51	UP	STAM	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1
209649_at	0.0024	0.0061	1.56	UP	STAM2	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2
208991_at	0.0183	0.0201	1.59	UP	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)
208992_s_at	0.0603	0.0427	1.59	UP	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)
212550_at	0.0115	0.0152	1.62	UP	STAT5B	signal transducer and activator of transcription 5B
201332_s_at	0.0154	0.0182	1.84	UP	STAT6	signal transducer and activator of transcription 6, interleukin-4 induced
211505_s_at	0.028	0.0264	1.93	UP	STAU1	staufen, RNA binding protein, homolog 1 (Drosophila)
225246_at	0.0611	0.043	1.75	UP	STIM2	stromal interaction molecule 2
205214_at	0.0194	0.0209	1.71	UP	STK17B	Serine/threonine protein kinase DRAK2
1557145_at	0.0146	0.0176	1.8	UP	STK38	NDR protein kinase
211085_s_at	0.0149	0.0178	1.98	UP	STK4	Ste20-like kinase MST1
224700_at	0.0333	0.0293	1.6	UP	STT3B	STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)
1558249_s_at	0.0189	0.0206	2.17	UP	STX16	syntaxin 16
221499_s_at	0.0323	0.0288	1.61	UP	STX16	syntaxin 16
222708_s_at	0.0001	0.0009	1.82	UP	STX17	syntaxin 17
213434_at	0.0447	0.0352	1.54	UP	STX2	syntaxin 2
202260_s_at	0.0025	0.0062	1.55	UP	STXBP1	syntaxin binding protein 1
221727_at	0.0015	0.0045	1.72	UP	SUB1	SUB1 homolog (S. cerevisiae)
224974_at	0.0013	0.0043	1.56	UP	SUDS3	suppressor of defective silencing 3 homolog (S. cerevisiae)
233841_s_at	0.0332	0.0293	1.62	UP	SUDS3	suppressor of defective silencing 3 homolog (S. cerevisiae)
208831_x_at	0.0003	0.0017	1.52	UP	SUPT6H	suppressor of Ty 6 homolog (S. cerevisiae)
201836_s_at	0.0026	0.0064	1.64	UP	SUPT7L	suppressor of Ty 7 (S. cerevisiae)-like
213971_s_at	0.0319	0.0286	1.63	UP	SUZ12	suppressor of zeste 12 homolog (Drosophila)
1559979_at	0.0003	0.0019	1.7	UP	SYF2	SYF2 homolog, RNA splicing factor (S. cerevisiae)
209024_s_at	0.0344	0.0299	1.68	UP	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein
201079_at	0.0486	0.0372	1.55	UP	SYNGR2	synaptogyrin 2
210612_s_at	0.0098	0.0139	1.6	UP	SYNJ2	Synaptojanin 2 (KIAA0348)
201259_s_at	0.0629	0.0439	1.63	UP	SYPL1	synaptophysin-like 1
242109_at	0.0068	0.0112	1.88	UP	SYTL3	synaptotagmin-like 3
227884_at	0.0003	0.0018	2.14	UP	TAF15	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa
227891_s_at	0.0035	0.0075	1.54	UP	TAF15	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa
206613_s_at	0.0073	0.0117	1.6	UP	TAF1A	TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa
1553528_a_at	0.001	0.0035	1.69	UP	TAF5	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa
228483_s_at	0.0228	0.0232	1.63	UP	TAF9B	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa
1552542_s_at	0.0031	0.007	1.71	UP	TAGAP	T-cell activation RhoGTPase activating protein
234050_at	0.0052	0.0095	1.58	UP	TAGAP	T-cell activation RhoGTPase activating protein
207616_s_at	0.045	0.0354	1.91	UP	TANK	TRAF family member-associated NFKB activator
1569566_at	0.0002	0.0015	1.75	UP	TBC1D1	TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1
218268_at	0	0.0003	1.84	UP	TBC1D15	TBC1 domain family, member 15
225121_at	0.0043	0.0085	1.61	UP	TBC1D23	TBC1 domain family, member 23
203387_s_at	0.0191	0.0207	1.62	UP	TBC1D4	TBC1 domain family, member 4
224819_at	0.0248	0.0245	2.1	UP	TCEAL8	transcription elongation factor A (SII)-like 8
204849_at	0.0052	0.0095	1.54	UP	TCFL5	transcription factor-like 5 (basic helix-loop-helix)
205513_at	0.002	0.0054	2.68	UP	TCN1	transcobalamin I (vitamin B12 binding protein, R binder family)
222011_s_at	0.0052	0.0095	1.75	UP	TCP1	t-complex 1
1569069_s_at	0.0009	0.0034	1.53	UP	TDRD3	tudor domain containing 3
203448_s_at	0.0003	0.0018	1.59	UP	TERF1	telomeric repeat binding factor (NIMA-interacting) 1
203449_s_at	0.004	0.0081	1.77	UP	TERF1	telomeric repeat binding factor (NIMA-interacting) 1
202719_s_at	0.0515	0.0386	1.62	UP	TES	testis derived transcript (3 LIM domains)
235542_at	0.0037	0.0078	1.59	UP	TET3	tet oncogene family member 3
203176_s_at	0.0392	0.0324	1.58	UP	TFAM	transcription factor A, mitochondrial
203313_s_at	0.0438	0.0348	1.67	UP	TGIF1	TGFB-induced factor homeobox 1
219292_at	0.0411	0.0334	1.59	UP	THAP1	THAP domain containing, apoptosis associated protein 1
243492_at	0.0384	0.032	1.82	UP	THEM4	thioesterase superfamily member 4
212994_at	0.0304	0.0278	1.54	UP	THOC2	THO complex 2
225741_at	0.0009	0.0034	1.81	UP	THUMPD3	THUMP domain containing 3
201446_s_at	0.0561	0.0408	1.83	UP	TIA1	TIA1 cytotoxic granule-associated RNA binding protein
213135_at	0.0333	0.0293	1.51	UP	TIAM1	T-cell lymphoma invasion and metastasis 1
222841_s_at	0.0104	0.0143	1.54	UP	TIMM22	translocase of inner mitochondrial membrane 22 homolog (yeast)
1554351_a_at	0.002	0.0054	1.81	UP	TIPRL	TIP41, TOR signaling pathway regulator-like (S. cerevisiae)
208699_x_at	0.0365	0.031	1.82	UP	TKT	transketolase
216997_x_at	0.0196	0.021	1.77	UP	TLE4	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)
213882_at	0.0154	0.0182	1.8	UP	TM2D1	TM2 domain containing 1
209149_s_at	0.0067	0.0111	1.51	UP	TM9SF1	transmembrane 9 superfamily member 1
201078_at	0.0339	0.0297	1.54	UP	TM9SF2	transmembrane 9 superfamily member 2
222399_s_at	0.0399	0.0328	1.51	UP	TM9SF3	transmembrane 9 superfamily member 3
214958_s_at	0.0447	0.0352	1.71	UP	TMC6	transmembrane channel-like 6
213352_at	0.0004	0.002	1.61	UP	TMCC1	transmembrane and coiled-coil domain family 1
222787_s_at	0.0091	0.0133	2	UP	TMEM106B	transmembrane protein 106B
218930_s_at	0.0201	0.0213	1.69	UP	TMEM106B	transmembrane protein 106B
222209_s_at	0.0021	0.0055	1.52	UP	TMEM135	transmembrane protein 135
226825_s_at	0.0749	0.0491	1.96	UP	TMEM165	transmembrane protein 165
224916_at	0.0159	0.0185	1.59	UP	TMEM173	transmembrane protein 173
225127_at	0.0044	0.0086	1.65	UP	TMEM181	transmembrane protein 181
218113_at	0.0089	0.0131	1.52	UP	TMEM2	transmembrane protein 2
227386_s_at	0	0.0001	1.6	UP	TMEM200B	transmembrane protein 200B
219315_s_at	0.0516	0.0386	1.53	UP	TMEM204	transmembrane protein 204
217743_s_at	0.0248	0.0245	1.68	UP	TMEM30A	transmembrane protein 30A
218772_x_at	0.0003	0.0017	1.65	UP	TMEM38B	transmembrane protein 38B
218770_s_at	0.0089	0.0131	1.51	UP	TMEM39B	transmembrane protein 39B
212623_at	0.0373	0.0314	1.79	UP	TMEM41B	transmembrane protein 41B
218073_s_at	0.0098	0.0138	1.5	UP	TMEM48	transmembrane protein 48
222907_x_at	0.0238	0.0238	1.65	UP	TMEM50B	transmembrane protein 50B
226338_at	0.0003	0.0017	1.57	UP	TMEM55A	transmembrane protein 55A
214833_at	0.0011	0.0038	2.4	UP	TMEM63A	transmembrane protein 63A
225230_at	0.0414	0.0335	1.64	UP	TMEM77	transmembrane protein 77
225411_at	0	0.0004	1.57	UP	TMEM87B	transmembrane protein 87B
227685_at	0.0007	0.0028	1.71	UP	TMF1	TATA element modulatory factor 1
213024_at	0.0031	0.007	2.12	UP	TMF1	TATA element modulatory factor 1
235566_at	0.006	0.0104	1.63	UP	TMF1	TATA element modulatory factor 1
202643_s_at	0.0475	0.0366	1.65	UP	TNFAIP3	tumor necrosis factor, alpha-induced protein 3
1552648_a_at	0.0317	0.0285	1.79	UP	TNFRSF10A	tumor necrosis factor receptor superfamily, member 10a
227345_at	0.0233	0.0235	1.53	UP	TNFRSF10D	tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain
241819_at	0.0115	0.0152	1.67	UP	TNFSF8	tumor necrosis factor (ligand) superfamily, member 8
213109_at	0.0722	0.0479	1.57	UP	TNIK	Traf2 and NCK interacting kinase (TNIK)(ZC2)
243423_at	0.0005	0.0024	1.67	UP	TNIP1	TNFAIP3 interacting protein 1
209226_s_at	0.0022	0.0058	1.62	UP	TNPO1	transportin 1
228998_at	0.0001	0.0008	1.5	UP	TNRC6B	trinucleotide repeat containing 6B
238468_at	0.0015	0.0045	2.4	UP	TNRC6B	trinucleotide repeat containing 6B
213254_at	0.0027	0.0065	1.85	UP	TNRC6B	trinucleotide repeat containing 6B
204071_s_at	0.033	0.0292	1.84	UP	TOPORS	topoisomerase I binding, arginine/serine-rich
201689_s_at	0.0242	0.0241	2.03	UP	TPD52	tumor protein D52
223686_at	0.0333	0.0294	1.53	UP	TPK1	Thiamine pyrophosphokinase (TPK1)
200742_s_at	0.0116	0.0153	1.52	UP	TPP1	Tripeptidyl peptidase I
201730_s_at	0.0029	0.0068	1.63	UP	TPR	translocated promoter region (to activated MET oncogene)
204658_at	0.0642	0.0444	1.64	UP	TRA2A	transformer-2 alpha
221571_at	0.01	0.0141	1.53	UP	TRAF3	TNF receptor-associated factor 3
217147_s_at	0.0131	0.0164	1.83	UP	TRAT1	T cell receptor associated transmembrane adaptor 1
238520_at	0.0017	0.0049	1.57	UP	TRERF1	transcriptional regulating factor 1
202479_s_at	0.053	0.0393	1.8	UP	TRIB2	GS3955 kinase
238797_at	0	0.0001	1.57	UP	TRIM11	tripartite motif-containing 11
210541_s_at	0.0664	0.0454	1.76	UP	TRIM27	tripartite motif-containing 27
214815_at	0	0.0006	1.67	UP	TRIM33	tripartite motif-containing 33
203610_s_at	0.0034	0.0074	1.61	UP	TRIM38	tripartite motif-containing 38
1554287_at	0.0031	0.007	1.51	UP	TRIM4	tripartite motif-containing 4
1568594_s_at	0.0042	0.0084	1.6	UP	TRIM52	tripartite motif-containing 52
203701_s_at	0	0.0004	1.51	UP	TRMT1	TRM1 tRNA methyltransferase 1 homolog (S. cerevisiae)
233970_s_at	0.0031	0.007	1.7	UP	TRMT6	tRNA methyltransferase 6 homolog (S. cerevisiae)
1552625_a_at	0.009	0.0132	1.53	UP	TRNT1	tRNA nucleotidyl transferase, CCA-adding, 1
223324_s_at	0.001	0.0035	1.82	UP	TRPM7	Transient receptor potential-relatedprotein ChaK (LTRPC7)
226339_at	0.0009	0.0035	1.59	UP	TRUB1	TruB pseudouridine (psi) synthase homolog 1 (E. coli)
215735_s_at	0.0006	0.0027	1.72	UP	TSC2	tuberous sclerosis 2
219581_at	0.002	0.0054	1.58	UP	TSEN2	tRNA splicing endonuclease 2 homolog (S. cerevisiae)
223283_s_at	0.0643	0.0445	1.56	UP	TSHZ1	teashirt zinc finger homeobox 1
227236_at	0.0007	0.003	1.72	UP	TSPAN2	tetraspanin 2
1557073_s_at	0.0004	0.002	1.74	UP	TTBK2	tau tubulin kinase 2
224852_at	0.0482	0.037	1.67	UP	TTC17	tetratricopeptide repeat domain 17
217964_at	0.0005	0.0023	1.61	UP	TTC19	tetratricopeptide repeat domain 19
208661_s_at	0.0092	0.0133	1.61	UP	TTC3	tetratricopeptide repeat domain 3
210645_s_at	0.0174	0.0196	1.52	UP	TTC3	tetratricopeptide repeat domain 3
208663_s_at	0.0193	0.0208	1.66	UP	TTC3	tetratricopeptide repeat domain 3
219421_at	0.0042	0.0084	1.5	UP	TTC33	tetratricopeptide repeat domain 33
203048_s_at	0.0206	0.0217	1.88	UP	TTC37	tetratricopeptide repeat domain 37
204772_s_at	0.0067	0.0111	1.81	UP	TTF1	transcription termination factor, RNA polymerase I
221326_s_at	0.0066	0.011	1.61	UP	TUBD1	Delta-tubulin
210389_x_at	0.0158	0.0185	1.64	UP	TUBD1	Delta-tubulin
226181_at	0.007	0.0114	1.7	UP	TUBE1	Epsilon-tubulin
203690_at	0.0009	0.0034	1.61	UP	TUBGCP3	tubulin, gamma complex associated protein 3
225758_s_at	0.0019	0.0052	1.63	UP	TUBGCP6	tubulin, gamma complex associated protein 6
212337_at	0.063	0.0439	1.81	UP	TUG1	taurine upregulated gene 1
239742_at	0.0002	0.0012	1.5	UP	TULP4	tubby like protein 4
206828_at	0.0344	0.0299	2.29	UP	TXK	TXK tyrosine kinase
212300_at	0.0437	0.0347	1.56	UP	TXLNA	taxilin alpha
208097_s_at	0.0281	0.0265	1.89	UP	TXNDC1	thioredoxin domain containing 1
201008_s_at	0.0338	0.0296	2.23	UP	TXNIP	thioredoxin interacting protein
243664_at	0	0.0002	1.62	UP	TXNL1	thioredoxin-like 1
209340_at	0.0482	0.0369	1.51	UP	UAP1	UDP-N-acteylglucosamine pyrophosphorylase 1
222579_at	0.0039	0.008	1.7	UP	UBA5	ubiquitin-like modifier activating enzyme 5
240383_at	0.0073	0.0117	1.52	UP	UBE2D3	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)
222420_s_at	0.0039	0.008	2.21	UP	UBE2H	ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)
217826_s_at	0.0315	0.0283	1.71	UP	UBE2J1	ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)
200676_s_at	0.0043	0.0085	1.69	UP	UBE2L3	ubiquitin-conjugating enzyme E2L 3
200683_s_at	0.0114	0.0152	1.55	UP	UBE2L3	ubiquitin-conjugating enzyme E2L 3
203109_at	0.0333	0.0294	1.75	UP	UBE2M	ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast)
212751_at	0.0029	0.0068	1.85	UP	UBE2N	ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)
218521_s_at	0.0035	0.0075	1.72	UP	UBE2W	ubiquitin-conjugating enzyme E2W (putative)
222395_s_at	0.0256	0.025	1.66	UP	UBE2Z	ubiquitin-conjugating enzyme E2Z
201534_s_at	0.0009	0.0033	1.54	UP	UBL3	ubiquitin-like 3
215558_at	0.0041	0.0082	1.57	UP	UBR2	ubiquitin protein ligase E3 component n-recognin 2
234982_at	0.0112	0.015	1.54	UP	UBR3	ubiquitin protein ligase E3 component n-recognin 3 (putative)
208884_s_at	0.0537	0.0396	1.92	UP	UBR5	ubiquitin protein ligase E3 component n-recognin 5
218108_at	0.0056	0.01	1.51	UP	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative)
214881_s_at	0.0095	0.0136	1.83	UP	UBTF	upstream binding transcription factor, RNA polymerase I
212008_at	0.0129	0.0163	2.21	UP	UBXN4	UBX domain protein 4
212006_at	0.0161	0.0187	1.51	UP	UBXN4	UBX domain protein 4
217100_s_at	0.0001	0.0007	1.89	UP	UBXN7	UBX domain protein 7
221765_at	0	0	2.07	UP	UGCG	UDP-glucose ceramide glucosyltransferase(UGCG)
224967_at	0	0.0001	1.68	UP	UGCG	UDP-glucose ceramide glucosyltransferase(UGCG)
204881_s_at	0.0001	0.001	2.52	UP	UGCG	UDP-glucose ceramide glucosyltransferase(UGCG)
212074_at	0.0259	0.0252	1.52	UP	UNC84A	unc-84 homolog A (C. elegans)
226199_at	0.0125	0.016	1.84	UP	UPRT	TRANSFERASE: Transferase 2792817CD1
244046_at	0	0.0003	1.51	UP	URG4	up-regulated gene 4
202412_s_at	0.0271	0.0259	1.55	UP	USP1	Ubiquitin carboxyl-terminal hydrolase UBP
209137_s_at	0.0326	0.0289	1.65	UP	USP10	Ubiquitin carboxyl-terminal hydrolase 14
218367_x_at	0.0192	0.0208	1.63	UP	USP21	Ubiquitin carboxyl-terminal hydrolase 16
214843_s_at	0.0071	0.0115	1.64	UP	USP33	Ubiquitin carboxyl-terminal hydrolaseKIAA1097 (fragment)
223289_s_at	0.0229	0.0233	1.77	UP	USP38	Ubiquitin carboxyl-terminal hydrolase1872095CD1 (incyte)
203992_s_at	0.0429	0.0343	2.25	UP	UTX	ubiquitously transcribed tetratricopeptide repeat, X chromosome
219675_s_at	0.0528	0.0392	1.92	UP	UXS1	UDP-glucuronate decarboxylase 1
211749_s_at	0.0748	0.0491	1.94	UP	VAMP3	vesicle-associated membrane protein 3 (cellubrevin)
211760_s_at	0.0043	0.0085	1.57	UP	VAMP4	vesicle-associated membrane protein 4
228480_at	0.0016	0.0047	1.7	UP	VAPA	VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa
202171_at	0.0456	0.0357	1.56	UP	VEZF1	vascular endothelial zinc finger 1
231829_at	0.0005	0.0024	1.74	UP	VISA	virus-induced signaling adapter
204376_at	0.0001	0.0008	1.56	UP	VPRBP	Vpr (HIV-1) binding protein
227988_s_at	0.0071	0.0115	1.86	UP	VPS13A	vacuolar protein sorting 13 homolog A (S. cerevisiae)
225378_at	0.0035	0.0076	1.69	UP	VPS37A	vacuolar protein sorting 37 homolog A (S. cerevisiae)
235625_at	0.0002	0.0013	1.65	UP	VPS41	vacuolar protein sorting 41 homolog (S. cerevisiae)
219794_at	0.0006	0.0027	1.56	UP	VPS53	vacuolar protein sorting 53 homolog (S. cerevisiae)
233656_s_at	0.002	0.0055	1.53	UP	VPS54	vacuolar protein sorting 54 homolog (S. cerevisiae)
225926_at	0.0018	0.005	1.76	UP	VTI1B	vesicle transport through interaction with t-SNAREs homolog 1B (yeast)
1554441_a_at	0.0312	0.0282	1.65	UP	WAPAL	wings apart-like homolog (Drosophila)
224563_at	0.0335	0.0295	1.64	UP	WASF2	WAS protein family, member 2
1560112_at	0.0025	0.0061	1.59	UP	WDFY2	WD repeat and FYVE domain containing 2
227693_at	0.0001	0.0009	1.58	UP	WDR20	WD repeat domain 20
227251_at	0.0092	0.0134	1.56	UP	WDR22	WD repeat domain 22
224897_at	0.0004	0.0019	1.51	UP	WDR26	WD repeat domain 26
219001_s_at	0.0006	0.0025	1.74	UP	WDR32	WD repeat domain 32
222804_x_at	0.004	0.0081	1.63	UP	WDR32	WD repeat domain 32
226180_at	0.0231	0.0234	1.57	UP	WDR36	WD repeat domain 36
235551_at	0.0057	0.01	1.52	UP	WDR4	WD repeat domain 4
202250_s_at	0.0002	0.0013	1.72	UP	WDR42A	WD repeat domain 42A
219297_at	0.0066	0.011	1.63	UP	WDR44	WD repeat domain 44
221531_at	0.04	0.0328	1.75	UP	WDR61	WD repeat domain 61
224730_at	0.0066	0.011	1.55	UP	WDR68	WD repeat domain 68
236381_s_at	0.0108	0.0146	2.3	UP	WDR8	WD repeat domain 8
222544_s_at	0.0074	0.0118	1.61	UP	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1
204710_s_at	0.0634	0.0441	1.51	UP	WIPI2	WD repeat domain, phosphoinositide interacting 2
202749_at	0.0573	0.0413	1.54	UP	WRB	tryptophan rich basic protein
212637_s_at	0.0024	0.006	1.61	UP	WWP1	WW domain containing E3 ubiquitin protein ligase 1
