Gene	EntrezID	N_TPM	F_TPM	R_TPM
Man2a1	17158	84.67	105.8	89.89
Ndufa3	66091	84.67	80.64	68.19
Slc39a14	213053	84.57	91.26	98.84
Hsd17b11	114664	84.48	247.67	91.03
Fcgrt	14132	84.28	102.55	75.8
Hopx	74318	84.28	108.29	81.25
Psmc6	67089	84.28	85.62	129.08
Fads1	76267	84	29.66	128.67
Creg1	433375	83.81	103.12	158.5
Fus	233908	83.71	109.73	82.8
Fam120a	218236	83.43	117	104.5
Trp53inp2	68728	83.33	98.72	78.27
Grina	66168	83.04	102.36	134.53
Tmprss6	71753	82.66	42.76	62.02
Tlcd2	380712	82.66	60.65	52.87
Ppp1r3c	53412	82.47	19.32	35.07
Tmem150	232086	82.47	29.18	57.5
2310035C23Rik	227446	82.47	62.95	69.63
Gpr146	80290	82.38	47.64	109.03
Cdc42	12540	81.99	48.6	98.12
Slco1a1	28248	81.8	29.94	98.53
Atp5f1	11950	81.8	65.91	100.18
Rab18	19330	81.8	96.62	99.15
1110020G09Rik	68646	81.8	61.7	61.71
Ppa1	67895	81.61	163.87	86.81
EG666105	666105	81.33	62.18	49.37
OTTMUSG00000012478	100042719	81.33	79.21	131.55
Gsta4	14860	81.23	31.95	105.01
Psmb3	26446	81.13	103.41	141.94
Pold4	69745	81.04	73.66	93.29
Ext2	14043	80.56	56.06	67.78
Rps26	27370	80.56	101.59	121.16
Mst1	15235	80.37	82.56	93.49
Gpt	76282	80.37	157.75	63.98
Hsd17b12	56348	80.28	46.97	100.49
Adh4	26876	79.99	41.33	63.36
Ces5	234673	79.89	29.18	79.92
Gpr175	24100	79.89	79.11	83.83
F11	109821	79.7	28.89	60.79
C730025P13Rik	227615	79.61	75.57	77.45
Sds	231691	79.61	317.03	94.63
Acat3	224530	79.51	63.33	61.2
Ifi35	70110	79.23	60.17	73.44
Dek	110052	79.23	64.76	106.56
Nnmt	18113	79.23	425.51	43.71
EG630951	630951	79.03	14.16	262.28
Bckdha	12039	78.94	69.45	100.39
Tpp2	22019	78.75	50.41	88.25
LOC100043472	100043472	78.75	77.49	104.29
Tank	21353	78.75	55.68	119.31
Tgm2	21817	78.46	42.47	73.44
Pcbp1	23983	78.37	69.93	98.33
LOC100046770	100046770	78.27	64.48	92.57
Iigp1	60440	78.18	49.27	46.39
Hhex	15242	78.18	45.82	68.91
Tm7sf2	73166	78.18	30.13	65.93
Hao1	15112	78.08	32.62	60.17
Iyd	70337	78.08	67.44	68.4
Ugt2b35	243085	78.08	54.62	126.61
Ctage5	217615	77.98	75.96	75.19
Axl	26362	77.89	56.15	57.6
1300014I06Rik	66895	77.89	59.12	79.71
Nbr1	17966	77.7	91.84	98.74
Psmd8	57296	77.6	82.17	117.77
Tceb2	67673	77.6	73.85	127.95
Kmo	98256	77.51	95.18	61.71
Psmb1	19170	77.41	96.81	113.86
Pla2g12b	69836	77.32	53.28	50.5
Slc2a2	20526	76.84	66.58	116.43
Clcn3	12725	76.55	61.89	79.71
Ap2s1	232910	76.55	77.39	92.47
Ypel2	77864	76.36	34.15	24.17
Ifnar2	15976	76.36	100.64	65.42
Slc16a7	20503	76.08	156.5	100.18
Timm17a	21854	75.98	95.57	102.24
Dazap2	23994	75.98	76.53	80.43
Ptpn3	19257	75.88	27.46	76.63
Slc29a1	63959	75.88	117.38	55.23
Paqr9	75552	75.79	59.02	35.79
Glyat	107146	75.5	66.68	102.24
Qsox1	104009	75.31	39.89	69.32
Akr1c13	27384	75.31	52.23	98.12
Carhsp1	52502	75.03	46.59	80.74
Phb2	12034	75.03	140.15	85.78
Ddrgk1	77006	74.93	70.03	76.11
BC025446	223631	74.83	44.96	60.17
Gpd1	14555	74.74	70.98	73.85
Apcs	20219	74.55	27.07	63.46
Rpl22	19934	74.45	80.64	47.42
Calm2	12314	74.45	52.52	93.08
Net1	56349	74.26	60.75	47.62
Taok1	216965	74.17	65.72	107.28
Ccdc25	67179	74.07	47.74	65.11
Clta	12757	73.98	76.82	114.99
Clec2d	93694	73.88	137.95	61.71
E430025E21Rik	223593	73.78	46.68	88.97
Alad	17025	73.78	54.91	95.14
Nedd4	17999	73.4	59.12	95.76
Mdh2	17448	73.31	105.13	123.63
Cd59a	12509	73.21	45.25	62.95
Sardh	192166	73.21	68.69	67.47
Nop10	66181	73.21	83.8	133.3
G0s2	14373	73.21	309.76	43.2
Them2	66834	73.12	71.46	83.41
Arhgef12	69632	73.02	61.13	62.54
Keg1	64697	72.93	14.83	72.82
Gstk1	76263	72.93	86.48	55.64
Fdx1	14148	72.73	75.57	100.59
Cyp2c68	433247	72.73	58.74	69.53
Fars2	69955	72.54	31.66	104.91
Aacs	78894	72.35	3.25	232.66
Deb1	26901	72.26	86.86	87.73
1810014F10Rik	69064	72.26	91.26	67.06
Mcoln1	94178	72.16	62.37	81.46
2310003F16Rik	67693	72.07	64.29	100.9
Ormdl3	66612	71.97	46.59	53.59
Cnpy2	56530	71.97	72.61	77.86
Degs1	13244	71.78	61.7	87.12
Nicn1	66257	71.78	51.85	72.41
Banf1	23825	71.68	91.74	128.05
Map1lc3a	66734	71.68	113.36	71.38
Hsp90aa1	15519	71.59	85.33	82.39
EG666634	666634	71.49	30.42	72.1
Ang	11727	71.49	84.09	54.41
Lpgat1	226856	71.11	94.8	62.43
1110038B12Rik	68763	71.02	72.23	86.29
Hebp1	15199	70.63	78.83	81.77
Dynlrb1	67068	70.54	70.89	71.48
Pnpo	103711	70.44	94.99	73.54
Jund	16478	70.25	51.94	66.75
Pipox	19193	70.25	49.46	55.85
Xpnpep1	170750	70.06	51.47	112.32
Eif4g1	208643	69.97	44.67	98.74
Lman1	70361	69.87	52.71	131.76
Uimc1	20184	69.68	78.25	90
Mfn2	170731	69.68	88.87	73.44
Ndufv3	140627	69.58	57.3	75.6
Cct6a	12466	69.49	86.77	90
Slc6a13	14412	69.39	35.59	86.91
Psmd14	59029	69.39	67.44	108.2
Stard7	99138	69.3	59.5	75.8
Stap2	106766	69.11	40.66	78.68
Ei24	13663	69.01	100.54	49.27
Ywhab	54401	69.01	50.13	91.85
Gclc	14629	68.92	17.22	69.94
Coq7	12850	68.73	75.96	93.29
Anapc13	69010	68.73	51.28	75.91
Dlc1	50768	68.53	37.5	56.06
Snap47	67826	68.53	43.62	62.95
Actr2	66713	68.44	40.75	83.83
Mafb	16658	68.44	165.78	61.92
Cct7	12468	68.34	73.47	102.13
2900073G15Rik	67268	68.15	46.11	86.81
Ccs	12460	68.15	100.73	63.87
Eif4ebp1	13685	67.87	64.09	76.83
Kynu	70789	67.87	86.1	65.93
Pex1	71382	67.77	72.99	77.96
Akr1c14	105387	67.68	23.53	75.49
Pros1	19128	67.68	142.82	97.71
Nisch	64652	67.39	60.75	74.47
Pqlc1	66943	67.01	32.91	87.53
Lsr	54135	67.01	31.76	108.41
Pccb	66904	67.01	57.78	69.01
Sacm1l	83493	66.91	56.54	93.7
Pdcd6	18570	66.63	78.63	63.87
Qprt	67375	66.53	33.29	74.98
Capns1	12336	66.15	52.33	83.72
Ugdh	22235	66.05	33.29	185.75
Eif3h	68135	66.05	70.69	81.15
Slc25a15	18408	66.05	104.56	61.4
Tprkb	69786	65.96	55.29	54.72
2900064A13Rik	73024	65.86	55.77	69.32
Sgpp1	81535	65.77	51.47	48.86
Rraga	68441	65.19	67.73	67.47
Pigr	18703	65.19	126.75	50.4
St6galnac6	50935	65.1	59.22	41.14
Fam63a	75007	65.1	84.95	70.87
Usf2	22282	65	46.01	55.13
Dio1	13370	64.91	54.53	64.28
Cdk2ap2	52004	64.91	46.97	92.67
Fcho2	218503	64.91	61.7	68.09
EG240549	240549	64.91	95.38	16.35
Cct3	12462	64.62	82.46	84.65
Spint2	20733	64.62	63.14	72.1
Slc25a23	66972	64.53	29.56	57.7
Gsdmd	69146	64.24	41.71	57.29
Pdrg1	68559	64.24	48.5	51.53
Lias	79464	64.24	47.16	77.55
Mrpl12	56282	64.05	92.51	89.79
Rpn2	20014	63.86	43.05	116.94
2700060E02Rik	68045	63.86	53	51.84
Phkb	102093	63.86	52.81	89.38
Nox4	50490	63.76	29.08	49.16
Glrx	93692	63.76	188.65	93.49
Cd5l	11801	63.67	58.35	44.95
Mrps26	99045	63.67	68.59	70.04
Aurkaip1	66077	63.57	65.15	93.29
Raph1	77300	63.48	45.06	104.5
D230025D16Rik	234678	63.38	72.32	55.75
Arhgap29	214137	63.28	37.5	52.25
Habp2	226243	63.09	31.19	57.6
Prpf8	192159	63.09	47.74	48.14
Mapk1ip1l	218975	63.09	58.45	87.94
Mcee	73724	63	82.27	60.89
Eed	13626	62.9	36.93	54.51
Slc22a1	20517	62.9	33.39	72.72
Gltpd2	216871	62.9	49.94	61.2
Hfe	15216	62.62	65.34	81.97
Id3	15903	62.52	25.45	31.06
Aldh1a7	26358	62.43	32.62	159.53
EG624251	624251	62.43	70.89	70.56
Igfbp2	16008	62.33	252.55	57.29
Dusp1	19252	62.23	33.77	31.06
Ebp	13595	62.23	46.3	70.97
Uba1	22201	62.23	45.25	87.22
Mrpl35	66223	62.23	56.73	69.32
Rnf13	24017	62.14	42.47	70.35
Ahsa1	217737	62.14	71.17	71.89
Mapkapk5	17165	61.76	50.89	72.31
Ptplad1	57874	61.76	141.29	99.77
Rexo2	104444	61.66	79.59	95.86
Limd1	29806	61.47	57.49	78.79
Txndc17	52700	61.47	58.26	65.31
Rpl34	68436	61.38	35.87	67.78
OTTMUSG00000005793	668157	61.38	50.99	78.07
Retsat	67442	61.38	493.14	112.42
Fpgs	14287	61.18	86.77	28.7
B3gat3	72727	61.18	62.85	46.59
Acat2	110460	61.09	17.6	172.9
0610007C21Rik	381629	60.9	60.08	57.08
Nr0b2	23957	60.71	24.2	33.53
Tuba4a	22145	60.71	26.59	115.81
Rsad2	58185	60.61	76.34	19.54
Dctn2	69654	60.52	60.17	79.61
Osbpl8	237542	60.33	33.48	78.89
Furin	18550	60.04	50.8	58.42
1300001I01Rik	74148	59.94	68.97	30.14
Atg5	11793	59.94	60.17	80.84
Perp	64058	59.85	48.41	76.52
Mbd1	17190	59.85	54.15	92.36
AW112010	107350	59.75	51.37	58.73
Es22	13897	59.56	37.12	58.22
Sec24a	77371	59.28	74.04	82.39
Rnf114	81018	59.28	58.45	62.95
Dexi	58239	59.08	22.1	36.82
Abcc3	76408	59.08	149.43	85.68
Gadd45g	23882	58.99	71.84	30.65
Echs1	93747	58.99	64.19	70.45
Ecm1	13601	58.89	74.14	61.2
F9	14071	58.89	60.94	63.77
Fech	14151	58.89	49.08	63.36
Mrps12	24030	58.89	56.06	67.57
Dhx15	13204	58.7	59.31	66.34
Rnf4	19822	58.7	93.85	73.75
Acsm1	117147	58.61	56.54	102.03
Sparc	20692	58.42	35.97	51.74
Chchd1	66121	58.42	47.26	77.55
Ndufa10	67273	58.42	69.16	82.8
Tm4sf4	229302	58.42	68.11	108.41
Ubl3	24109	58.32	66.77	82.49
Use1	67023	58.32	67.73	59.24
LOC100047794	100047794	58.32	50.8	68.19
Ddb1	13194	58.32	43.34	108.82
Vdac3	22335	58.03	59.89	81.46
Jtb	23922	58.03	48.5	57.8
Rnf149	67702	57.94	53.38	53.38
Mrpl24	67707	57.94	78.06	69.53
Scap	235623	57.75	47.93	69.94
Gm2a	14667	57.65	21.81	54
Nol7	70078	57.56	50.51	73.95
Proz	66901	57.46	35.68	66.55
Fkbp8	14232	57.37	43.34	89.07
BC031181	407819	57.27	54.15	62.95
Tob2	57259	57.08	59.5	74.36
Sec61a1	53421	56.98	28.7	108.1
Afmid	71562	56.89	100.16	11.21
Gpt2	108682	56.89	193.05	88.35
Spp1	20750	56.79	32.33	85.06
Gbe1	74185	56.79	13.2	155.62
Ppp1ca	19045	56.79	47.93	60.68
Efha1	68514	56.7	36.64	69.84
Car3	12350	56.51	5.36	24.68
Zcchc6	214290	56.51	35.4	49.78
LOC100047868	100047868	56.51	73.18	72.2
Chka	12660	56.41	13.58	15.02
Aldoa	11674	56.41	65.82	108.72
Hsd17b10	15108	56.41	247	66.65
Csrp1	13007	56.32	43.24	66.65
Dcn	13179	56.13	66.2	58.63
Mgat1	17308	56.13	42.28	49.47
EG241041	241041	55.65	7.17	41.35
Gjb2	14619	55.65	62.66	71.69
4933403F05Rik	108654	55.55	24.59	42.17
Timm44	21856	55.55	49.55	69.63
Acads	11409	55.46	54.72	62.95
Urod	22275	55.46	44.29	67.16
H2-Aa	14960	55.36	34.06	45.98
Rbpms2	71973	55.36	32.24	56.16
Mocs1	56738	55.36	41.23	57.91
a2ld1	223267	55.17	36.93	32.81
H2-Ab1	14961	55.08	34.06	35.79
Nr1h4	20186	55.08	61.32	48.24
Tns1	21961	55.08	77.39	42.89
1110020P15Rik	66152	54.98	66.29	69.32
Dlst	78920	54.89	106.86	70.97
Lactb2	212442	54.79	36.54	85.78
Prdx3	11757	54.79	50.32	79.09
Rdx	19684	54.69	35.87	48.96
Cox7a2l	20463	54.69	67.16	52.15
Tmed9	67511	54.69	42	93.08
Sec14l4	103655	54.69	83.13	55.95
Slc7a2	11988	54.5	215.24	66.24
Grn	14824	54.5	127.42	69.94
Angptl3	30924	54.22	25.73	41.86
Steap4	117167	54.22	15.78	47.52
Grsf1	231413	54.22	69.26	60.38
Ptprf	19268	53.93	23.05	73.03
Ddx5	13207	53.93	39.32	42.17
Stt3b	68292	53.93	48.31	68.29
Slc19a2	116914	53.84	44.29	47.42
Myo1b	17912	53.74	56.92	55.44
Setd3	52690	53.64	64.19	67.57
Park7	57320	53.64	52.81	73.44
Psma1	26440	53.45	48.6	75.19
D19Wsu162e	226178	53.45	72.51	60.68
EG214403	214403	53.36	30.52	57.91
Slc38a2	67760	53.36	70.03	58.01
Psme2	19188	53.17	42.86	71.69
Eif3m	98221	53.17	77.39	67.57
Psmc4	23996	53.17	65.05	78.07
Slc25a44	229517	52.88	26.5	89.48
Hyi	68180	52.79	30.42	70.66
Atp13a3	224088	52.79	45.44	61.1
H2afx	15270	52.69	40.27	67.16
EG627199	627199	52.4	43.81	86.71
EG545208	545208	52.31	56.63	54.92
Mrpl4	66163	52.21	31.28	44.33
Atp6v0d1	11972	52.12	43.91	72.41
Slc9a3r1	26941	52.02	27.65	86.29
Eif2ak1	15467	51.93	50.7	45.15
Bok	51800	51.83	27.84	30.44
Nqo2	18105	51.83	26.5	64.7
Fam162a	70186	51.83	50.32	56.88
LOC672857	672857	51.64	25.35	21.29
Hpgd	15446	51.64	36.83	39.6
Actn4	60595	51.64	46.3	58.11
Hs6st1	50785	51.35	32.62	75.7
Zfyve19	72008	51.35	37.21	64.18
Psmc5	19184	51.35	64.96	84.75
Acsm3	20216	51.26	42.57	39.6
Rbm7	67010	51.26	59.31	62.12
Tmem37	170706	51.26	52.9	87.01
Txndc5	105245	51.16	23.34	63.67
Alas2	11656	51.07	16.74	33.53
Serpina6	12401	50.97	11.67	61.2
Slc35d2	70484	50.97	18.65	60.89
Cuta	67675	50.97	42.38	80.12
Ube2e3	22193	50.88	42.95	45.67
Maged1	94275	50.88	39.13	65
Znrd1	66136	50.69	36.64	57.39
Rhobtb1	69288	50.59	54.72	39.6
Ccdc6	76551	50.49	46.11	69.53
Cyp4f15	106648	50.4	101.21	17.69
Fcna	14133	50.3	47.64	46.59
1810008A18Rik	108707	50.3	37.21	48.96
Ftsj3	56095	50.21	69.83	54.82
Mrpl11	66419	50.21	54.81	65
Trak1	67095	50.21	47.26	72.2
Nit2	52633	50.11	24.78	53.9
Sucla2	20916	50.11	46.4	48.44
Pycrl	66194	50.11	45.25	67.99
Peci	23986	50.11	112.88	47.11
Mbnl1	56758	50.02	44.48	67.78
Atp6v1e1	11973	50.02	72.03	77.55
Tmem93	66048	50.02	56.06	75.8
Mtap7d1	245877	49.92	29.27	65.21
Fkbp2	14227	49.92	47.35	82.9
Idh3g	15929	49.92	58.93	73.95
Gsto1	14873	49.83	71.17	33.74
Hspb8	80888	49.83	92.51	55.23
Smc1a	24061	49.73	37.98	47.93
Paip2	67869	49.73	34.73	50.19
Nadk	192185	49.73	65.15	56.88
LOC100048021	100048021	49.73	72.23	43.61
Pnrc1	108767	49.64	37.4	21.29
Brd4	57261	49.64	41.71	57.39
Fads2	56473	49.54	49.94	58.52
Tsc22d3	14605	49.54	80.07	37.64
Col4a1	12826	49.35	31.19	40.22
Bag1	12017	49.25	43.24	52.46
Hmox2	15369	49.16	45.92	50.6
Cenpv	73139	49.16	42.86	48.65
Ppp4c	56420	49.06	35.87	42.58
Vps28	66914	49.06	38.17	34.15
Casc3	192160	48.97	55.48	73.64
Cnga3	12790	48.87	27.93	32.5
D11Wsu99e	28081	48.87	32.43	86.6
Prps1	19139	48.87	44.39	60.38
Mrps18c	68735	48.87	42.47	74.98
Fgfr1op2	67529	48.78	35.49	52.97
Stat3	20848	48.68	33.67	51.12
Polr2f	110812	48.59	45.63	48.03
Stbd1	52331	48.59	61.03	96.99
2310016E02Rik	67695	48.59	36.64	116.94
Aup1	11993	48.49	48.79	38.47
Lpcat3	14792	48.49	37.79	57.5
Lipa	16889	48.49	43.14	50.6
Pttg1ip	108705	48.3	63.04	47.11
Ivd	56357	48.11	63.71	29
C2	12263	48.11	33.48	45.77
Cmas	12764	48.11	68.49	52.97
Tmem30a	69981	48.01	29.94	44.12
Stt3a	16430	48.01	28.6	74.77
1110058L19Rik	68002	48.01	35.2	54.1
Nelf	56876	47.92	30.04	36.1
Grcc10	14790	47.92	48.6	30.86
ENSMUSG00000047016	100043806	47.92	46.49	50.19
Pex16	18633	47.82	68.78	41.55
Tmem135	72759	47.82	48.88	54.92
Mpeg1	17476	47.73	26.4	28.59
Sfrs6	67996	47.73	42	34.66
Atp6v0b	114143	47.73	36.06	56.26
Nav2	233235	47.73	42.09	41.35
Slc17a2	218103	47.63	37.88	26.12
St6gal1	20440	47.54	16.36	54.41
Rassf3	192678	47.54	28.03	51.12
Anpep	16790	47.54	40.47	42.07
Ik	24010	47.54	48.98	38.98
Ppt1	19063	47.44	26.31	49.47
Tcea3	21401	47.34	15.98	42.17
LOC100044674	100044674	47.34	63.9	44.74
Clec4g	75863	47.25	42.38	42.48
Snx3	54198	47.15	33.39	45.05
Ctss	13040	46.96	38.27	30.96
Slc16a11	216867	46.87	24.78	34.04
0610007P14Rik	58520	46.87	36.35	81.05
Wapal	218914	46.77	40.27	66.44
Tfpi2	21789	46.68	15.98	58.52
Rbm42	68035	46.58	45.73	55.13
Lrrc59	98238	46.58	47.35	99.36
Plcxd2	433022	46.49	48.41	44.84
Rdh16	19683	46.49	97.86	71.69
Gnb2	14693	46.39	35.97	55.95
Commd6	66200	46.29	27.74	42.58
Rnf187	108660	46.29	42.76	57.19
Eif3i	54709	46.2	57.4	84.24
Cdk5rap3	80280	46.1	31.47	57.91
ENSMUSG00000074747	382423	46.1	36.54	33.84
Snf8	27681	46.01	44.39	43.2
G6pc	14377	45.91	49.94	26.23
Msl3	17692	45.91	35.68	50.09
Hiatl1	66631	45.91	31.95	40.73
Tmem183a	57439	45.82	37.5	42.89
Bbox1	170442	45.82	41.14	64.28
Phyhd1	227696	45.82	35.49	37.03
Tra2a	107871	45.82	60.17	70.97
Snd1	56463	45.63	21.81	80.74
OTTMUSG00000005737	624860	45.63	40.66	59.76
Vps35	65114	45.63	53.28	68.29
Hsdl2	72479	45.53	106.09	34.35
0610007L01Rik	71667	45.34	50.41	75.7
Fcer1g	14127	45.24	26.5	31.16
Slc22a18	18400	45.24	37.5	44.84
Nat15	74763	45.15	46.97	48.34
Snhg1	83673	45.05	54.91	42.58
OTTMUSG00000005391	666646	45.05	43.72	62.54
Snrpe	20643	44.96	45.82	57.39
Twf1	19230	44.86	33.48	47.11
Rbm39	170791	44.86	42	39.8
Mrpl14	68463	44.77	38.36	57.29
Ankrd46	68839	44.67	38.65	37.64
Eif3l	223691	44.67	46.59	59.66
Fam108a	216169	44.58	43.72	65
Tnfrsf1a	21937	44.39	29.66	59.76
Fam125a	73711	44.39	39.7	52.97
Gopc	94221	44.39	30.71	49.27
Wdr74	107071	44.39	40.18	61.61
Ccdc97	52132	44.29	29.66	59.76
Avpi1	69534	44.29	44.39	84.44
BC004728	207818	44.19	21.81	25.3
Usp33	170822	44.1	36.45	43.71
Ccndbp1	17151	43.91	32.91	48.24
9430023L20Rik	68118	43.91	30.04	32.91
Gbp10	626578	43.81	11.1	13.58
EG239760	239760	43.72	45.82	48.65
Ero1lb	67475	43.62	19.23	66.13
Rab14	68365	43.62	39.8	37.85
Mrps18a	68565	43.53	29.18	41.45
2810428I15Rik	66462	43.53	42.67	61.4
BC089597	216454	43.53	46.49	50.6
Ece1	230857	43.43	25.45	45.15
Tyrobp	22177	43.34	33.2	34.04
Idi1	319554	43.24	7.56	136.59
Dpy19l1	244745	43.24	58.93	42.68
EG627788	627788	43.14	29.27	79.92
Snx2	67804	43.14	32.62	52.76
Leng8	232798	43.14	40.18	43.3
LOC100047353	100047353	43.05	36.16	44.33
Cul3	26554	43.05	49.84	63.67
Mapk12	29857	42.95	30.99	44.02
Prr13	66151	42.95	37.88	35.28
Cpox	12892	42.95	100.73	41.24
Ddc	13195	42.86	29.85	21.29
Abhd3	106861	42.86	40.94	52.04
Idh2	269951	42.86	51.37	67.68
C330018D20Rik	77422	42.86	84.66	51.12
Gckr	231103	42.76	14.16	46.08
Sipa1l1	217692	42.76	38.65	39.39
Fbxo21	231670	42.76	66.39	33.02
3110001K24Rik	75698	42.67	25.06	47.42
Atxn2l	233871	42.57	31.09	65.72
Vapa	30960	42.48	49.36	68.6
Stradb	227154	42.48	43.53	65.72
Antxr2	71914	42.29	40.37	44.54
Leo1	235497	42.19	21.33	23.14
Fbxo6	50762	42.19	23.53	46.08
Fkbp4	14228	42.19	30.8	48.03
Dhrs1	52585	42.19	36.73	57.6
Ddost	13200	42.09	24.68	60.89
Usp16	74112	42.09	42	38.78
Sumo1	22218	42	23.05	44.02
Fgd6	13998	42	44.39	40.32
Pgcp	54381	41.81	26.69	35.69
Surf2	20931	41.81	53.38	45.56
Zfand6	65098	41.81	57.97	45.26
4833439L19Rik	97820	41.81	39.8	60.99
Krtcap2	66059	41.81	30.99	87.63
Acot8	170789	41.81	90.21	35.69
Rgs16	19734	41.71	26.5	265.77
EG225228	225228	41.62	48.79	42.99
Anxa7	11750	41.62	51.94	100.18
Ppp2ca	19052	41.62	46.11	66.55
D14Abb1e	218850	41.52	31.28	41.45
Cd82	12521	41.43	26.79	31.58
Slc23a1	20522	41.43	34.82	40.32
Ubp1	22221	41.43	50.22	47.31
Cltc	67300	41.43	46.4	42.89
Mpst	246221	41.43	43.91	39.5
Sys1	66460	41.43	51.56	68.19
Serpina10	217847	41.33	23.72	45.15
Wbp2	22378	41.33	39.41	55.95
C130074G19Rik	226777	41.33	31.86	38.67
	54357	41.24	42.47	45.05
Naprt1	223646	41.24	37.6	44.23
Robld3	83409	41.14	43.34	51.02
Plvap	84094	41.14	32.24	43.82
Ywhaz	22631	41.04	35.78	45.26
Zfp36	22695	41.04	81.31	43.2
Ldhd	52815	40.95	26.98	47.42
1110008P14Rik	73737	40.95	26.5	41.96
Nlrp6	101613	40.95	31.19	25.4
Atp6v1d	73834	40.95	43.53	36.31
Chmp5	76959	40.95	33.96	50.09
Cpt1a	12894	40.95	133.45	39.91
Bri3bp	76809	40.85	15.69	36
Irf3	54131	40.85	46.49	47.72
Anxa5	11747	40.85	36.16	110.26
Pcx	18563	40.85	61.42	59.45
Capn7	12339	40.76	25.35	49.16
Pcnp	328694	40.76	21.72	40.32
Kif1b	16561	40.76	46.21	52.15
Hnrnph1	59013	40.76	36.93	34.76
MAR5	69104	40.76	53.38	54.62
Iqgap2	71188	40.66	45.73	45.15
Grhpr	76238	40.57	57.59	39.8
8430408G22Rik	213393	40.57	34.25	35.07
Atl2	56298	40.57	92.31	41.86
Necap1	67602	40.47	27.46	32.91
Adam9	11502	40.38	32.14	46.8
Suox	211389	40.38	44.1	28.28
Usp25	30940	40.28	27.46	37.13
Mpp6	56524	40.28	22.86	58.94
Abcg8	67470	40.28	29.46	34.15
Adrm1	56436	40.28	41.04	60.79
Sfxn1	14057	40.19	53.09	40.63
4931406C07Rik	70984	40.19	39.32	34.76
1110002B05Rik	104725	40.19	36.64	38.06
Rn4.5s	19799	40.19	75.57	53.59
Elovl6	170439	40.09	6.7	185.24
Tmem50a	71817	40.09	28.22	39.6
Aldh1b1	72535	40.09	50.13	36.72
LOC100043823	100043823	40.09	40.27	48.14
Nfib	18028	39.99	25.83	35.28
Pols	210106	39.9	25.83	44.43
Bscl2	14705	39.9	34.63	37.54
Mta2	50994	39.9	29.08	49.37
Chchd7	66433	39.9	35.01	35.18
Atic	108147	39.9	29.75	32.91
Slc22a23	73102	39.8	17.41	44.84
Hbp1	73389	39.8	36.06	41.66
Pcca	110821	39.8	32.81	51.84
Mrpl20	66448	39.8	53	67.37
Tmed3	66111	39.71	19.8	70.56
Txndc15	69672	39.71	36.54	48.24
Uso1	56041	39.71	45.15	76.73
Ube2d1	216080	39.61	28.12	28.7
Nmt1	18107	39.61	65.62	64.8
Ifi203	15950	39.52	41.8	27.67
Pdcd4	18569	39.42	23.34	35.28
Psmd4	19185	39.42	56.06	48.96
Ppm1a	19042	39.42	44.2	59.04
Lgmn	19141	39.33	27.36	49.06
OTTMUSG00000000757	623257	39.33	47.07	47.21
Copa	12847	39.23	32.91	47.93
Napa	108124	39.23	38.84	44.54
Ttyh2	117160	39.23	32.33	39.91
D230037D09Rik	320351	39.23	28.32	59.76
LOC100048553	100048553	39.23	82.08	22.73
Als2	74018	39.14	20.95	47.31
Svil	225115	39.14	13.11	53.38
Hp1bp3	15441	39.14	38.84	30.96
Rcbtb1	71330	39.14	52.14	63.26
Abhd5	67469	39.04	13.39	34.56
Osbp	76303	39.04	23.44	50.19
H1f0	14958	39.04	38.74	44.54
Ppfibp2	19024	39.04	35.3	37.75
Gde1	56209	39.04	69.74	52.87
Tmem199	195040	38.94	29.08	30.65
Ulk1	22241	38.85	26.12	38.88
Ormdl1	227102	38.85	17.41	39.8
Ube2l6	56791	38.85	23.82	56.98
Pard3	93742	38.85	36.45	40.83
Creb3l3	208677	38.85	58.16	24.17
Fermt2	218952	38.75	18.18	26.33
1190003J15Rik	76974	38.75	34.82	55.34
Akr1c19	109096	38.75	46.01	108.31
Rrp1	18114	38.66	36.93	40.52
Setd8	67956	38.66	28.99	42.48
Rbm47	245945	38.66	39.89	54.2
0610011F06Rik	68347	38.56	25.06	25.2
Ahcyl2	74340	38.56	19.13	33.53
Phldb2	208177	38.56	20.09	26.84
Rtp4	67775	38.56	32.81	29.62
Folr2	14276	38.47	18.56	32.81
Mettl9	59052	38.47	23.92	41.04
LOC100042306	100042306	38.47	42.47	23.04
Golga3	269682	38.47	39.99	40.32
Poldip2	67811	38.37	40.27	40.73
Cox19	68033	38.37	40.37	54.72
Itgb1	16412	38.28	29.66	48.24
Abat	268860	38.28	82.75	23.76
Eif2b4	13667	38.18	37.88	36.92
Klf15	66277	38.18	69.55	49.99
LOC100045866	100045866	38.09	34.06	52.15
Atp6ap1	54411	37.99	23.15	41.86
Mars	216443	37.99	26.4	44.74
Cops4	26891	37.99	36.54	72
Mrpl40	18100	37.89	28.03	39.8
Serinc1	56442	37.89	53.95	55.64
Slco2a1	24059	37.8	19.23	19.95
Hdac3	15183	37.8	34.73	37.54
Nipsnap1	18082	37.8	45.54	31.78
D10Wsu52e	28088	37.8	39.7	47.21
Arl6ip5	65106	37.8	36.06	50.71
Golph3	66629	37.8	34.44	51.63
3300001P08Rik	67684	37.8	31.47	40.63
Asgr2	11890	37.7	37.6	46.8
C1qb	12260	37.7	34.63	31.99
Mtpn	14489	37.7	28.7	40.01
Tex2	21763	37.7	31.95	28.59
Znhit1	70103	37.7	29.46	61.2
