Metaprobe	Entrez Gene ID	Gene Symbol	Gene Name	Chromosome	Cytoband	SAM Score	Numerator(r)	Denominator(s+s0)	Fold Change	Fold Change1	expression	DEG Jones-Lenburg	FC Jones-Lenburg
3001_at	3001	GZMA	granzyme A (granzyme 1, cytotoxic T-lymphocyte-associated serine esterase 3)	5	5q11-q12	6.51	2.95	0.45	10.81	10.81	up	N/A	N/A
23023_at	23023	TMCC1	transmembrane and coiled-coil domain family 1	3	3q21.3	9.67	2.3	0.24	5.46	5.46	up	yes	4.92
3003_at	3003	GZMK	granzyme K (granzyme 3; tryptase II)	5	5q11-q12	5.07	2.83	0.56	12.46	12.46	up	N/A	N/A
3015_at	3015	H2AFZ	H2A histone family, member Z	4	4q24	4.81	0.56	0.12	1.49	1.49	up	N/A	N/A
3055_at	3055	HCK	hemopoietic cell kinase	20	20q11-q12	7.77	1.49	0.19	2.91	2.91	up	N/A	N/A
3059_at	3059	HCLS1	hematopoietic cell-specific Lyn substrate 1	3	3q13	6.58	2.19	0.33	4.71	4.71	up	N/A	N/A
3070_at	3070	HELLS	helicase, lymphoid-specific	10	10q24.2	4.36	0.77	0.18	1.71	1.71	up	N/A	N/A
3074_at	3074	HEXB	hexosaminidase B (beta polypeptide)	5	5q13	4.27	0.59	0.14	1.5	1.5	up	N/A	N/A
3087_at	3087	HHEX	hematopoietically expressed homeobox	10	10q23.33	4.45	1.02	0.23	2.2	2.2	up	N/A	N/A
3098_at	3098	HK1	hexokinase 1	10	10q22	4.85	0.98	0.2	1.98	1.98	up	N/A	N/A
3099_at	3099	HK2	hexokinase 2	2	2p13	12.3	3.82	0.31	16.7	16.7	up	N/A	N/A
3101_at	3101	HK3	hexokinase 3 (white cell)	5	5q35.2	5.24	0.75	0.14	1.73	1.73	up	N/A	N/A
3106_at	3106	HLA-B	major histocompatibility complex, class I, B	6	6p21.3	12.88	1.5	0.12	2.82	2.82	up	N/A	N/A
3107_at	3107	HLA-C	major histocompatibility complex, class I, C	6	6p21.3	8.74	1	0.11	1.96	1.96	up	N/A	N/A
55_at	55	ACPP	acid phosphatase, prostate	3	3q21-q23	-17.98	-3.64	0.2	0.08	-12.57	down	yes	-8.13
3140_at	3140	MR1	major histocompatibility complex, class I-related	1	1q25.3	4.53	0.84	0.18	1.91	1.91	up	N/A	N/A
3142_at	3142	HLX1	H2.0-like homeobox 1 (Drosophila)	1	1q41-q42.1	7.59	1.81	0.24	3.92	3.92	up	N/A	N/A
3148_at	3148	HMGB2	high-mobility group box 2	4	4q31	6.12	1	0.16	1.95	1.95	up	N/A	N/A
3178_at	3178	HNRPA1	heterogeneous nuclear ribonucleoprotein A1	12	12q13.1	4.81	0.31	0.06	1.23	1.23	up	N/A	N/A
3190_at	3190	HNRPK	heterogeneous nuclear ribonucleoprotein K	9	9q21.32-q21.33	4.14	0.44	0.11	1.37	1.37	up	N/A	N/A
3269_at	3269	HRH1	histamine receptor H1	3	3p25	4.51	1.05	0.23	2.09	2.09	up	N/A	N/A
3275_at	3275	PRMT2	protein arginine methyltransferase 2	21	21q22.3	5.35	0.79	0.15	1.78	1.78	up	N/A	N/A
3310_at	3310	HSPA6	heat shock 70kDa protein 6 (HSP70B)	1	1q23	4.21	0.42	0.1	1.34	1.34	up	N/A	N/A
3316_at	3316	HSPB2	heat shock 27kDa protein 2	11	11q22-q23	5.66	0.94	0.17	1.99	1.99	up	N/A	N/A
3399_at	3399	ID3	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein	1	1p36.13-p36.12	4.37	1.29	0.3	2.68	2.68	up	N/A	N/A
3428_at	3428	IFI16	interferon, gamma-inducible protein 16	1	1q22	6.96	1.99	0.29	4.23	4.23	up	N/A	N/A
3429_at	3429	IFI27	interferon, alpha-inducible protein 27	14	14q32	4.52	1.26	0.28	2.65	2.65	up	N/A	N/A
3431_at	3431	SP110	SP110 nuclear body protein	2	2q37.1	5.3	0.77	0.14	1.73	1.73	up	N/A	N/A
3433_at	3433	IFIT2	interferon-induced protein with tetratricopeptide repeats 2	10	10q23-q25	4.15	0.82	0.2	1.87	1.87	up	N/A	N/A
3454_at	3454	IFNAR1	interferon (alpha, beta and omega) receptor 1	21	21q22.1|21q22.11	5	0.64	0.13	1.59	1.59	up	N/A	N/A
3455_at	3455	IFNAR2	interferon (alpha, beta and omega) receptor 2	21	21q22.1|21q22.11	5.35	0.91	0.17	1.93	1.93	up	N/A	N/A
3459_at	3459	IFNGR1	interferon gamma receptor 1	6	6q23-q24	5.67	1.24	0.22	2.44	2.44	up	N/A	N/A
3460_at	3460	IFNGR2	interferon gamma receptor 2 (interferon gamma transducer 1)	21	21q22.11	5.85	0.91	0.16	1.91	1.91	up	N/A	N/A
5352_at	5352	PLOD2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2	3	3q23-q24	7.53	2	0.27	4.38	4.38	up	yes	7.16
3550_at	3550	IK	IK cytokine, down-regulator of HLA II	5	2p15-p14|5q31.3	5.45	0.79	0.15	1.75	1.75	up	N/A	N/A
3560_at	3560	IL2RB	interleukin 2 receptor, beta	22	22q13|22q13.1	6.83	1.16	0.17	2.34	2.34	up	N/A	N/A
3566_at	3566	IL4R	interleukin 4 receptor	16	16p12.1-p11.2	4.14	0.8	0.19	1.76	1.76	up	N/A	N/A
3574_at	3574	IL7	interleukin 7	8	8q12-q13	4.83	1.44	0.3	3.05	3.05	up	N/A	N/A
3587_at	3587	IL10RA	interleukin 10 receptor, alpha	11	11q23	6.62	2.29	0.35	5.37	5.37	up	N/A	N/A
3588_at	3588	IL10RB	interleukin 10 receptor, beta	21	21q22.1-q22.2|21q22.11	6.11	1.35	0.22	2.63	2.63	up	N/A	N/A
3594_at	3594	IL12RB1	interleukin 12 receptor, beta 1	19	19p13.1	4.88	0.48	0.1	1.41	1.41	up	N/A	N/A
3600_at	3600	IL15	interleukin 15	4	4q31	7.7	1.16	0.15	2.29	2.29	up	N/A	N/A
3601_at	3601	IL15RA	interleukin 15 receptor, alpha	10	10p15-p14	5.5	0.87	0.16	1.87	1.87	up	N/A	N/A
3620_at	3620	INDO	indoleamine-pyrrole 2,3 dioxygenase	8	8p12-p11	8.91	2.6	0.29	7.12	7.12	up	N/A	N/A
3627_at	3627	CXCL10	chemokine (C-X-C motif) ligand 10	4	4q21	5.98	2.8	0.47	9.92	9.92	up	N/A	N/A
3628_at	3628	INPP1	inositol polyphosphate-1-phosphatase	2	2q32	4.28	0.72	0.17	1.65	1.65	up	N/A	N/A
3635_at	3635	INPP5D	inositol polyphosphate-5-phosphatase, 145kDa	2	2q37.1	6.89	0.85	0.12	1.82	1.82	up	N/A	N/A
3646_at	3646	EIF3S6	eukaryotic translation initiation factor 3, subunit 6 48kDa	8	8q22-q23	4.42	0.52	0.12	1.46	1.46	up	N/A	N/A
3827_at	3827	KNG1	kininogen 1	3	3q27	-44.38	-7.55	0.17	0.01	-191.81	down	yes	-13.88
3676_at	3676	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	2	2q31.3	5.9	0.91	0.15	1.95	1.95	up	N/A	N/A
55689_at	55689	YEATS2	YEATS domain containing 2	3	3q27.1	8.54	1.54	0.18	3.02	3.02	up	yes	3.18
3684_at	3684	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)	16	16p11.2	6.1	1.67	0.27	3.31	3.31	up	N/A	N/A
3685_at	3685	ITGAV	integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)	2	2q31-q32	5.74	0.76	0.13	1.72	1.72	up	N/A	N/A
64108_at	64108	RTP4	receptor (chemosensory) transporter protein 4	3	3q27.3	4.69	1.84	0.39	4.76	4.76	up	yes	3.07
3702_at	3702	ITK	IL2-inducible T-cell kinase	5	5q31-q32	5.08	1.31	0.26	2.78	2.78	up	N/A	N/A
3714_at	3714	JAG2	jagged 2	14	14q32	5.56	1.49	0.27	3.1	3.1	up	N/A	N/A
3730_at	3730	KAL1	Kallmann syndrome 1 sequence	X	Xp22.32	8.98	2.05	0.23	4.26	4.26	up	N/A	N/A
3735_at	3735	KARS	lysyl-tRNA synthetase	16	16q23-q24	5.78	0.54	0.09	1.46	1.46	up	N/A	N/A
3759_at	3759	KCNJ2	potassium inwardly-rectifying channel, subfamily J, member 2	17	17q23.1-q24.2	8.74	2.91	0.33	8.22	8.22	up	N/A	N/A
3777_at	3777	KCNK3	potassium channel, subfamily K, member 3	2	2p23	4.68	2.21	0.47	7.03	7.03	up	N/A	N/A
3778_at	3778	KCNMA1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	10	10q22.3	6.01	1.53	0.26	3.3	3.3	up	N/A	N/A
3796_at	3796	KIF2A	kinesin heavy chain member 2A	5	5q12-q13	7.2	1.26	0.17	2.39	2.39	up	N/A	N/A
3820_at	3820	KLRB1	killer cell lectin-like receptor subfamily B, member 1	12	12p13	4.76	1.2	0.25	2.59	2.59	up	N/A	N/A
3832_at	3832	KIF11	kinesin family member 11	10	10q24.1	6.49	1.69	0.26	3.6	3.6	up	N/A	N/A
3903_at	3903	LAIR1	leukocyte-associated immunoglobulin-like receptor 1	19	19q13.4	7.74	1.28	0.17	2.51	2.51	up	N/A	N/A
80157_at	80157	FLJ21511	hypothetical protein FLJ21511	4	4p12-p11	-5.09	-2.02	0.4	0.49	-2.05	down	yes	-2.51
3911_at	3911	LAMA5	laminin, alpha 5	20	20q13.2-q13.3	6.58	0.83	0.13	1.79	1.79	up	N/A	N/A
3914_at	3914	LAMB3	laminin, beta 3	1	1q32	7.17	1.5	0.21	2.93	2.93	up	N/A	N/A
3915_at	3915	LAMC1	laminin, gamma 1 (formerly LAMB2)	1	1q31	7.22	1.17	0.16	2.32	2.32	up	N/A	N/A
3932_at	3932	LCK	lymphocyte-specific protein tyrosine kinase	1	1p34.3	4.61	1.19	0.26	2.6	2.6	up	N/A	N/A
3936_at	3936	LCP1	lymphocyte cytosolic protein 1 (L-plastin)	13	13q14.3	4.84	1.34	0.28	2.79	2.79	up	N/A	N/A
3937_at	3937	LCP2	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)	5	5q33.1-qter	7.24	2.22	0.31	4.59	4.59	up	N/A	N/A
3939_at	3939	LDHA	lactate dehydrogenase A	11	11p15.4	13.41	1.22	0.09	2.3	2.3	up	N/A	N/A
3033_at	3033	HADH	hydroxyacyl-Coenzyme A dehydrogenase	4	4q22-q26	-11.49	-2.23	0.19	0.22	-4.61	down	yes	-4.5
3958_at	3958	LGALS3	lectin, galactoside-binding, soluble, 3	14	14q21-q22	4.91	0.79	0.16	1.8	1.8	up	N/A	N/A
3964_at	3964	LGALS8	lectin, galactoside-binding, soluble, 8 (galectin 8)	1	1q42-q43	4.91	0.74	0.15	1.73	1.73	up	N/A	N/A
3978_at	3978	LIG1	ligase I, DNA, ATP-dependent	19	19q13.2-q13.3	4.45	0.67	0.15	1.63	1.63	up	N/A	N/A
3988_at	3988	LIPA	lipase A, lysosomal acid, cholesterol esterase (Wolman disease)	10	10q23.2-q23.3	5.65	1.4	0.25	2.73	2.73	up	N/A	N/A
3992_at	3992	FADS1	fatty acid desaturase 1	11	11q12.2-q13.1	6	1.07	0.18	2.19	2.19	up	N/A	N/A
130_at	130	ADH6	alcohol dehydrogenase 6 (class V)	4	4q23	-11.8	-3.27	0.28	0.09	-10.64	down	yes	-4.77
1950_at	1950	EGF	epidermal growth factor (beta-urogastrone)	4	4q25	-9.79	-4.75	0.48	0.06	-16.35	down	yes	-6.61
4067_at	4067	LYN	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog	8	8q13	8.41	1.5	0.18	2.86	2.86	up	N/A	N/A
4069_at	4069	LYZ	lysozyme (renal amyloidosis)	12	12q15	4.95	2.1	0.42	4.79	4.79	up	N/A	N/A
7097_at	7097	TLR2	toll-like receptor 2	4	4q32	7.3	1.69	0.23	3.16	3.16	up	yes	2.36
4085_at	4085	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)	4	4q27	5.49	1.14	0.21	2.38	2.38	up	N/A	N/A
4125_at	4125	MAN2B1	mannosidase, alpha, class 2B, member 1	19	19cen-q13.1	5.24	1.01	0.19	2.1	2.1	up	N/A	N/A
4126_at	4126	MANBA	mannosidase, beta A, lysosomal	4	4q22-q25	5.97	0.83	0.14	1.79	1.79	up	N/A	N/A
4154_at	4154	MBNL1	muscleblind-like (Drosophila)	3	3q25	6.13	0.7	0.11	1.63	1.63	up	N/A	N/A
1363_at	1363	CPE	carboxypeptidase E	4	4q32.3	5.48	2.36	0.43	4.55	4.55	up	yes	3.13
4171_at	4171	MCM2	MCM2 minichromosome maintenance deficient 2, mitotin (S. cerevisiae)	3	3q21	5.25	1.22	0.23	2.39	2.39	up	N/A	N/A
4172_at	4172	MCM3	MCM3 minichromosome maintenance deficient 3 (S. cerevisiae)	6	6p12	6.14	0.92	0.15	1.89	1.89	up	N/A	N/A
4174_at	4174	MCM5	MCM5 minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)	22	22q13.1	7.09	1.49	0.21	2.88	2.88	up	N/A	N/A
4175_at	4175	MCM6	minichromosome maintenance deficient 6 homolog (S. cerevisiae)	2	2q21	5.52	0.62	0.11	1.55	1.55	up	N/A	N/A
4176_at	4176	MCM7	MCM7 minichromosome maintenance deficient 7 (S. cerevisiae)	7	7q21.3-q22.1	6.89	1.1	0.16	2.23	2.23	up	N/A	N/A
4208_at	4208	MEF2C	MADS box transcription enhancer factor 2, polypeptide C (myocyte enhancer factor 2C)	5	5q14	6.04	1.12	0.19	2.29	2.29	up	N/A	N/A
4238_at	4238	MFAP3	microfibrillar-associated protein 3	5	5q32-q33.2	7.04	1.05	0.15	2.13	2.13	up	N/A	N/A
4242_at	4242	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	22	22q12	5.09	0.67	0.13	1.62	1.62	up	N/A	N/A
4245_at	4245	MGAT1	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	5	5q35	8.63	0.9	0.1	1.87	1.87	up	N/A	N/A
4281_at	4281	MID1	midline 1 (Opitz/BBB syndrome)	X	Xp22	5.67	1.28	0.23	2.5	2.5	up	N/A	N/A
4283_at	4283	CXCL9	chemokine (C-X-C motif) ligand 9	4	4q21	4.93	2.69	0.55	9.52	9.52	up	N/A	N/A
4332_at	4332	MNDA	myeloid cell nuclear differentiation antigen	1	1q22	5.83	2.22	0.38	5.15	5.15	up	N/A	N/A
4345_at	4345	CD200	CD200 molecule	3	3q12-q13	6.18	1.72	0.28	3.78	3.78	up	N/A	N/A
4350_at	4350	MPG	N-methylpurine-DNA glycosylase	16	16p13.3	5.61	0.63	0.11	1.57	1.57	up	N/A	N/A
4361_at	4361	MRE11A	MRE11 meiotic recombination 11 homolog A (S. cerevisiae)	11	11q21	5.53	0.61	0.11	1.52	1.52	up	N/A	N/A
4436_at	4436	MSH2	mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)	2	2p22-p21	4.28	0.92	0.22	1.91	1.91	up	N/A	N/A
8819_at	8819	SAP30	Sin3A-associated protein, 30kDa	4	4q34.1	7.96	1.19	0.15	2.32	2.32	up	yes	6.22
4515_at	4515	MTCP1	mature T-cell proliferation 1	X	Xq28	4.51	0.68	0.15	1.66	1.66	up	N/A	N/A
4521_at	4521	NUDT1	nudix (nucleoside diphosphate linked moiety X)-type motif 1	7	7p22	5.04	1.06	0.21	2.17	2.17	up	N/A	N/A
3248_at	3248	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)	4	4q34-q35	-7.99	-3.33	0.42	0.12	-8.17	down	yes	-3.78
4601_at	4601	MXI1	MAX interactor 1	10	10q24-q25	5.69	0.75	0.13	1.72	1.72	up	N/A	N/A
4603_at	4603	MYBL1	v-myb myeloblastosis viral oncogene homolog (avian)-like 1	8	8q22	6.03	1.14	0.19	2.36	2.36	up	N/A	N/A
4609_at	4609	MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	8	8q24.21	4.4	2.03	0.46	3.53	3.53	up	N/A	N/A
4664_at	4664	NAB1	NGFI-A binding protein 1 (EGR1 binding protein 1)	2	2q32.3-q33	4.31	0.56	0.13	1.48	1.48	up	N/A	N/A
4670_at	4670	HNRPM	heterogeneous nuclear ribonucleoprotein M	19	19p13.3-p13.2	4.67	0.62	0.13	1.57	1.57	up	N/A	N/A
4673_at	4673	NAP1L1	nucleosome assembly protein 1-like 1	12	12q21.2	4.62	0.81	0.17	1.81	1.81	up	N/A	N/A
4683_at	4683	NBN	nibrin	8	8q21	5.11	0.9	0.18	1.9	1.9	up	N/A	N/A
4688_at	4688	NCF2	neutrophil cytosolic factor 2 (65kDa, chronic granulomatous disease, autosomal 2)	1	1q25	8.72	1.78	0.2	3.47	3.47	up	N/A	N/A
4689_at	4689	NCF4	neutrophil cytosolic factor 4, 40kDa	22	22q13.1	5.8	1.16	0.2	2.39	2.39	up	N/A	N/A
4690_at	4690	NCK1	NCK adaptor protein 1	3	3q21	9.36	1.38	0.15	2.64	2.64	up	N/A	N/A
4750_at	4750	NEK1	NIMA (never in mitosis gene a)-related kinase 1	4	4q33	4.46	0.55	0.12	1.48	1.48	up	N/A	N/A
4774_at	4774	NFIA	nuclear factor I/A	1	1p31.3-p31.2	4.48	0.84	0.19	1.82	1.82	up	N/A	N/A
4790_at	4790	NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 (p105)	4	4q24	5.6	0.82	0.15	1.77	1.77	up	N/A	N/A
4794_at	4794	NFKBIE	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon	6	6p21.1	5.09	1.11	0.22	2.21	2.21	up	N/A	N/A
4815_at	4815	NINJ2	ninjurin 2	12	12p13	6.65	1.07	0.16	2.13	2.13	up	N/A	N/A
7098_at	7098	TLR3	toll-like receptor 3	4	4q35	5.57	2.66	0.48	8.13	8.13	up	yes	4.96
4864_at	4864	NPC1	Niemann-Pick disease, type C1	18	18q11-q12	4.61	1.1	0.24	1.92	1.92	up	N/A	N/A
6507_at	6507	SLC1A3	solute carrier family 1 (glial high affinity glutamate transporter), member 3	5	5p13	6.65	2.32	0.35	5.56	5.56	up	yes	2.97
4925_at	4925	NUCB2	nucleobindin 2	11	11p15.1-p14	6.68	1.2	0.18	2.32	2.32	up	N/A	N/A
4931_at	4931	NVL	nuclear VCP-like	1	1q41-q42.2	5.39	0.49	0.09	1.4	1.4	up	N/A	N/A
4939_at	4939	OAS2	2-5-oligoadenylate synthetase 2, 69/71kDa	12	12q24.2	4.46	0.82	0.18	1.87	1.87	up	N/A	N/A
4947_at	4947	OAZ2	ornithine decarboxylase antizyme 2	15	15q22.31	4.55	0.73	0.16	1.7	1.7	up	N/A	N/A
5027_at	5027	P2RX7	purinergic receptor P2X, ligand-gated ion channel, 7	12	12q24	5.03	0.62	0.12	1.57	1.57	up	N/A	N/A
5033_at	5033	P4HA1	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide I	10	10q21.3-q23.1	6.44	1.28	0.2	2.47	2.47	up	N/A	N/A
5062_at	5062	PAK2	p21 (CDKN1A)-activated kinase 2	3	3q29	4.37	0.54	0.12	1.47	1.47	up	N/A	N/A
5082_at	5082	PDCL	phosducin-like	9	9q12-q13	5.24	0.65	0.12	1.6	1.6	up	N/A	N/A
5108_at	5108	PCM1	pericentriolar material 1	8	8p22-p21.3	4.76	0.38	0.08	1.3	1.3	up	N/A	N/A
5111_at	5111	PCNA	proliferating cell nuclear antigen	20	20pter-p12	5.56	0.74	0.13	1.7	1.7	up	N/A	N/A
5128_at	5128	PCTK2	PCTAIRE protein kinase 2	12	12q23.1	4.95	0.62	0.13	1.58	1.58	up	N/A	N/A
5163_at	5163	PDK1	pyruvate dehydrogenase kinase, isozyme 1	2	2q31.1	12.57	2.46	0.2	5.61	5.61	up	N/A	N/A
5169_at	5169	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3	6	6q22	5.89	3.06	0.52	10.26	10.26	up	N/A	N/A
730_at	730	C7	complement component 7	5	5p13	-4.68	-3.24	0.69	0.25	-3.93	down	yes	-6.85
5210_at	5210	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	3	3p22-p21	7.06	1.06	0.15	2.15	2.15	up	N/A	N/A
6531_at	6531	SLC6A3	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3	5	5p15.3	7.26	3.43	0.47	14.22	14.22	up	yes	19.76
5228_at	5228	PGF	placental growth factor, vascular endothelial growth factor-related protein	14	14q24-q31	5.64	2.77	0.49	12.63	12.63	up	N/A	N/A
5230_at	5230	PGK1	phosphoglycerate kinase 1	X	Xq13	5.23	1.03	0.2	2.12	2.12	up	N/A	N/A
5238_at	5238	PGM3	phosphoglucomutase 3	6	6q14.1-q15	4.26	0.67	0.16	1.65	1.65	up	N/A	N/A
79888_at	79888	AYTL2	acyltransferase like 2	5	5p15.33	9.14	2.86	0.31	7.94	7.94	up	yes	8.08
5279_at	5279	PIGC	phosphatidylinositol glycan anchor biosynthesis, class C	1	1q23-q25	4.6	0.54	0.12	1.46	1.46	up	N/A	N/A
5315_at	5315	PKM2	pyruvate kinase, muscle	15	15q22	6.29	1.28	0.2	2.35	2.35	up	N/A	N/A
5341_at	5341	PLEK	pleckstrin	2	2p14	5.22	1.31	0.25	2.72	2.72	up	N/A	N/A
10769_at	10769	PLK2	polo-like kinase 2 (Drosophila)	5	5q12.1-q13.2	9.72	2.89	0.3	7.61	7.61	up	yes	7.99
5359_at	5359	PLSCR1	phospholipid scramblase 1	3	3q23	4.13	0.9	0.22	1.88	1.88	up	N/A	N/A
1404_at	1404	HAPLN1	hyaluronan and proteoglycan link protein 1	5	5q14.3	4.28	1.31	0.31	3.03	3.03	up	yes	3.86
5378_at	5378	PMS1	PMS1 postmeiotic segregation increased 1 (S. cerevisiae)	2	2q31-q33|2q31.1	4.47	0.82	0.18	1.8	1.8	up	N/A	N/A
5393_at	5393	EXOSC9	exosome component 9	4	4q27	4.97	0.58	0.12	1.5	1.5	up	N/A	N/A
5422_at	5422	POLA1	polymerase (DNA directed), alpha 1	X	Xp22.1-p21.3	7.27	0.72	0.1	1.65	1.65	up	N/A	N/A
5427_at	5427	POLE2	polymerase (DNA directed), epsilon 2 (p59 subunit)	14	14q21-q22	9.73	1.44	0.15	2.71	2.71	up	N/A	N/A
5501_at	5501	PPP1CC	protein phosphatase 1, catalytic subunit, gamma isoform	12	12q24.1-q24.2	5.47	0.64	0.12	1.57	1.57	up	N/A	N/A
1462_at	1462	VCAN	versican	5	5q14.3	5.46	2.91	0.53	11.14	11.14	up	yes	4.57
5533_at	5533	PPP3CC	protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform	8	8p21.3	6.08	0.75	0.12	1.69	1.69	up	N/A	N/A
5551_at	5551	PRF1	perforin 1 (pore forming protein)	10	10q22	4.37	0.89	0.2	2	2	up	N/A	N/A
5552_at	5552	SRGN	serglycin	10	10q22.1	4.94	1.34	0.27	2.5	2.5	up	N/A	N/A
5557_at	5557	PRIM1	primase, polypeptide 1, 49kDa	12	12q13	6.59	1.43	0.22	2.82	2.82	up	N/A	N/A
5579_at	5579	PRKCB1	protein kinase C, beta 1	16	16p11.2	5.51	1.55	0.28	3.37	3.37	up	N/A	N/A
5583_at	5583	PRKCH	protein kinase C, eta	14	14q22-q23	4.29	0.56	0.13	1.5	1.5	up	N/A	N/A
5591_at	5591	PRKDC	protein kinase, DNA-activated, catalytic polypeptide	8	8q11	4.5	0.51	0.11	1.43	1.43	up	N/A	N/A
5594_at	5594	MAPK1	mitogen-activated protein kinase 1	22	22q11.2|22q11.21	5.41	0.62	0.11	1.56	1.56	up	N/A	N/A
5682_at	5682	PSMA1	proteasome (prosome, macropain) subunit, alpha type, 1	11	11p15.1	4.4	0.5	0.11	1.43	1.43	up	N/A	N/A
5699_at	5699	PSMB10	proteasome (prosome, macropain) subunit, beta type, 10	16	16q22.1	5.65	1.61	0.29	3.37	3.37	up	N/A	N/A
5742_at	5742	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	9	9q32-q33.3	5.5	2.03	0.37	4.87	4.87	up	N/A	N/A
5782_at	5782	PTPN12	protein tyrosine phosphatase, non-receptor type 12	7	7q11.23	5.78	0.89	0.15	1.89	1.89	up	N/A	N/A
25816_at	25816	TNFAIP8	tumor necrosis factor, alpha-induced protein 8	5	5q23.1	6.2	1.86	0.3	3.86	3.86	up	yes	3.94
4015_at	4015	LOX	lysyl oxidase	5	5q23.2	4.61	1.05	0.23	2.3	2.3	up	yes	4.53
5816_at	5816	PVALB	parvalbumin	22	22q12-q13.1|22q13.1	-4.74	-3.1	0.65	1.34	-0.75	down	N/A	N/A
5820_at	5820	PVT1	Pvt1 oncogene homolog, MYC activator (mouse)	8	8q24	4.35	0.4	0.09	1.33	1.33	up	N/A	N/A
5836_at	5836	PYGL	phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)	14	14q21-q22	7.28	2.45	0.34	6.18	6.18	up	N/A	N/A
5873_at	5873	RAB27A	RAB27A, member RAS oncogene family	15	15q15-q21.1	4.44	1.12	0.25	2.09	2.09	up	N/A	N/A
5879_at	5879	RAC1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)	7	7p22	4.79	0.45	0.09	1.36	1.36	up	N/A	N/A
5888_at	5888	RAD51	RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)	15	15q15.1	4.95	0.32	0.07	1.25	1.25	up	N/A	N/A
5912_at	5912	RAP2B	RAP2B, member of RAS oncogene family	3	3q25.2	6.09	1.01	0.17	1.98	1.98	up	N/A	N/A
5919_at	5919	RARRES2	retinoic acid receptor responder (tazarotene induced) 2	7	7q36.1	5.12	1.68	0.33	3.87	3.87	up	N/A	N/A
5921_at	5921	RASA1	RAS p21 protein activator (GTPase activating protein) 1	5	5q13.3	4.22	0.5	0.12	1.41	1.41	up	N/A	N/A
5925_at	5925	RB1	retinoblastoma 1 (including osteosarcoma)	13	13q14.2	4.6	0.67	0.14	1.63	1.63	up	N/A	N/A
5935_at	5935	RBM3	RNA binding motif (RNP1, RRM) protein 3	X	Xp11.2	8.57	1.31	0.15	2.49	2.49	up	N/A	N/A
5954_at	5954	RCN1	reticulocalbin 1, EF-hand calcium binding domain	11	11p13	6.77	1.37	0.2	2.58	2.58	up	N/A	N/A
5965_at	5965	RECQL	RecQ protein-like (DNA helicase Q1-like)	12	12p12	7.1	1.13	0.16	2.16	2.16	up	N/A	N/A
5980_at	5980	REV3L	REV3-like, catalytic subunit of DNA polymerase zeta (yeast)	6	6q21	5.63	0.96	0.17	1.98	1.98	up	N/A	N/A
5982_at	5982	RFC2	replication factor C (activator 1) 2, 40kDa	7	7q11.23	7.14	1.07	0.15	2.14	2.14	up	N/A	N/A
5984_at	5984	RFC4	replication factor C (activator 1) 4, 37kDa	3	3q27	5.03	0.88	0.17	1.92	1.92	up	N/A	N/A
7045_at	7045	TGFBI	transforming growth factor, beta-induced, 68kDa	5	5q31	7.81	2.95	0.38	8.73	8.73	up	yes	13.4
6001_at	6001	RGS10	regulator of G-protein signalling 10	10	10q25	4.78	1.43	0.3	2.91	2.91	up	N/A	N/A
6018_at	6018	RLF	rearranged L-myc fusion	1	1p32	6.35	1.24	0.2	2.49	2.49	up	N/A	N/A
6036_at	6036	RNASE2	ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)	14	14q24-q31	5.01	0.49	0.1	1.43	1.43	up	N/A	N/A
2760_at	2760	GM2A	GM2 ganglioside activator	5	5q31.3-q33.1	5.49	0.57	0.1	1.51	1.51	up	yes	3.45
