Index	Mutated	Normal	FC	P value	FDR	Probe set	Description	Gene symbol
5018	530	280	1,89	0,038593	0,420	219087_at	Asporin	ASPN
139	42,2	22,4	1,89	0,000631	0,244	239392_s_at	Pogo transposable element with KRAB domain	POGK
1447	80,2	42,5	1,89	0,008803	0,333	222529_at	Solute carrier family 25, member 37	SLC25A37
2680	128	68,0	1,88	0,018347	0,374	223126_s_at	Chromosome 1 open reading frame 21	C1orf21
36	36,6	19,5	1,88	0,000149	0,201	239476_at	Phosphoinositide-3-kinase, regulatory subunit 1 (p85 alpha)	PIK3R1
2551	11,5	6,13	1,88	0,017269	0,370	237183_at	Polypeptide N-acetylgalactosaminyltransferase 5	GALNT5
1443	21,7	11,6	1,87	0,008776	0,332	1554712_a_at	Glycine-N-acyltransferase-like 2	GLYATL2
4613	2309	1236	1,87	0,034825	0,412	202286_s_at	Tumor-associated calcium signal transducer 2	TACSTD2
716	81,8	43,9	1,86	0,004115	0,308	226985_at	FYVE, RhoGEF and PH domain containing 5	FGD5
3035	53,9	29,0	1,86	0,021394	0,385	209493_at	PDZ domain containing 2	PDZD2
1284	65,4	35,1	1,86	0,007646	0,325	241769_at	Vitronectin receptor subunit alpha (antigen CD51)	ITGAV
1213	73,7	39,6	1,86	0,007201	0,324	226909_at	KIAA1729 protein	KIAA1729
11	115	61,9	1,86	0,000037	0,180	216037_x_at	Transcription factor 7-like 2 (T-cell specific, HMG-box)	TCF7L2
123	8,86	4,78	1,86	0,000566	0,240	240361_at	-	-
646	49,9	26,9	1,85	0,003673	0,308	1557527_at	Runt-related transcription factor 1 (aml1 oncogene)	RUNX1
2659	52,9	28,6	1,85	0,018154	0,373	243729_at	cDNA FLJ37931 fis, clone CTONG2004397	-
886	78,4	42,4	1,85	0,005117	0,313	212736_at	Chromosome 16 open reading frame 45	C16orf45
3172	333	180	1,85	0,022504	0,387	232615_at	Phosphodiesterase 4D interacting protein	PDE4DIP
5474	99,5	53,9	1,85	0,043272	0,432	204286_s_at	Phorbol-12-myristate-13-acetate-induced protein 1	PMAIP1
128	99,8	54,1	1,85	0,000575	0,240	225265_at	RNA binding motif, single stranded interacting protein 1	RBMS1
4993	107	58,1	1,85	0,038307	0,419	205613_at	Synaptotagmin XVII	SYT17
1130	14,0	7,62	1,84	0,006590	0,319	220428_at	CD207 molecule, langerin	CD207
3771	59,7	32,4	1,84	0,027388	0,397	227812_at	Tumor necrosis factor receptor superfamily, member 19	TNFRSF19
742	390	212	1,84	0,004216	0,308	209120_at	Nuclear receptor subfamily 2, group F, member 2	NR2F2
4224	126	68,4	1,84	0,031311	0,405	202986_at	Aryl-hydrocarbon receptor nuclear translocator 2	ARNT2
96	13,4	7,31	1,84	0,000374	0,212	232125_at	cDNA FLJ12166 fis, clone MAMMA1000616	-
54	266	145	1,84	0,000212	0,201	212614_at	AT rich interactive domain 5B (MRF1-like)	ARID5B
2905	908	495	1,83	0,020424	0,383	217763_s_at	RAB31, member RAS oncogene family	RAB31
2615	15,8	8,59	1,83	0,017764	0,371	232459_at	Cytochrome b reductase 1	CYBRD1
627	35,4	19,3	1,83	0,003559	0,308	240038_at	Elongation factor, RNA polymerase II, 2	ELL2
2476	147	80,4	1,83	0,016668	0,367	1553132_a_at	Tandem C2 domains, nuclear	TC2N
880	129	70,5	1,83	0,005093	0,313	223519_at	Sterile alpha motif and leucine zipper containing kinase AZK	ZAK
380	49,6	27,2	1,83	0,001979	0,284	202150_s_at	Neural precursor cell expressed, developmentally down-regulated 9	NEDD9
1414	73,7	40,4	1,83	0,008557	0,331	238447_at	RNA binding motif, single stranded interacting protein	RBMS3
1583	16,2	8,86	1,82	0,009862	0,340	39549_at	Neuronal PAS domain protein 2	NPAS2
1906	5,29	2,90	1,82	0,012388	0,355	223810_at	Kelch-like 1 (Drosophila)	KLHL1
4915	34,1	18,7	1,82	0,037625	0,418	235629_at	Fibronectin 1	FN1
1388	19,6	10,7	1,82	0,008374	0,330	211734_s_at	FC fragment of IgE, high affinity I, receptor for; alpha polypeptide	FCER1A
950	123	67,7	1,82	0,005442	0,313	219572_at	Ca2+-dependent activator protein for secretion 2	CADPS2
3300	100	55,1	1,82	0,023506	0,388	228256_s_at	Erythrocyte membrane protein band 4.1 like 4A	EPB41L4A
1726	11,3	6,23	1,82	0,011045	0,348	1566764_at	Metastasis associated in colon cancer 1	MACC1
917	144	78,9	1,82	0,005282	0,313	227224_at	Ral GEF with PH domain and SH3 binding motif 2	RALGPS2
175	54,7	30,1	1,82	0,000803	0,244	219771_at	TBC1 domain family, member 8B (with GRAM domain)	TBC1D8B
499	55,8	30,7	1,82	0,002656	0,289	222075_s_at	Ornithine decarboxylase antizyme 3	OAZ3
825	55,9	30,8	1,81	0,004708	0,312	222549_at	Claudin 1	CLDN1
1651	35,5	19,6	1,81	0,010394	0,344	232151_at	Metastasis associated in colon cancer 1	MACC1
5915	147	81,3	1,81	0,047945	0,443	229872_s_at	Hypothetical protein LOC730257Hypothetical protein LOC730256	LOC730257LOC730256
400	30,9	17,0	1,81	0,002090	0,285	233223_at	Neural precursor cell expressed, developmentally down-regulated 9	NEDD9
1708	51,8	28,7	1,81	0,010916	0,348	228950_s_at	G protein-coupled receptor 177	GPR177
1308	68,0	37,7	1,81	0,007787	0,325	203518_at	Lysosomal trafficking regulator	LYST
341	140	77,3	1,80	0,001733	0,277	229943_at	Tripartite motif-containing 13	TRIM13
511	171	94,7	1,80	0,002714	0,290	1558080_s_at	DnaJ (Hsp40) homolog, subfamily C, member 3	DNAJC3
291	241	134	1,80	0,001423	0,263	231897_at	Leukotriene B4 12-hydroxydehydrogenase	LTB4DH
1541	44,6	24,7	1,80	0,009536	0,337	204735_at	Phosphodiesterase 4A, cAMP-specific	PDE4A
3117	63,0	35,0	1,80	0,022048	0,387	235733_at	Transcribed locus	-
449	49,0	27,3	1,80	0,002394	0,288	226439_s_at	Neurobeachin	NBEA
2159	36,1	20,1	1,80	0,014225	0,360	238455_at	Plexin domain containing 2	PLXDC2
4482	46,8	26,1	1,80	0,033716	0,411	201820_at	Keratin 5	KRT5
62	31,1	17,3	1,80	0,000228	0,201	212649_at	DEAH (Asp-Glu-Ala-His) box polypeptide 29	DHX29
3451	6,99	3,89	1,79	0,024701	0,391	210576_at	Cytochrome P450, family 4, subfamily F, polypeptide 8	CYP4F8
717	116	64,8	1,79	0,004116	0,308	205011_at	Loss of heterozygosity, 11, chromosomal region 2, gene A	LOH11CR2A
191	67,2	37,6	1,79	0,000891	0,244	207836_s_at	RNA binding protein with multiple splicing	RBPMS
719	33,2	18,6	1,79	0,004119	0,308	205555_s_at	MSH homeobox 2	MSX2
3724	40,0	22,4	1,79	0,027028	0,397	1555407_s_at	FYVE, RhoGEF and PH domain containing 3	FGD3
1216	10,0	5,62	1,79	0,007240	0,324	1556190_s_at	Prion protein (p27-30) (Creutzfeldt-Jakob disease)	PRNP
273	49,2	27,6	1,78	0,001310	0,262	203542_s_at	Kruppel-like factor 9	KLF9
2055	40,5	22,7	1,78	0,013369	0,356	236114_at	Runt-related transcription factor 1 (aml1 oncogene)	RUNX1
4358	14,1	7,90	1,78	0,032416	0,407	206091_at	Matrilin 3	MATN3
387	147	82,4	1,78	0,002008	0,284	203120_at	Tumor protein p53 binding protein, 2	TP53BP2
700	37,5	21,1	1,78	0,004011	0,308	215536_at	Major histocompatibility complex, class II, DQ beta 2	HLA-DQB2
968	20,1	11,3	1,78	0,005615	0,315	241872_at	SH3-domain GRB2-like (endophilin) interacting protein 1	SGIP1
236	49,2	27,7	1,78	0,001101	0,250	209632_at	Protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha	PPP2R3A
1112	132	74,2	1,78	0,006509	0,319	205097_at	Solute carrier family 26 (sulfate transporter), member 2	SLC26A2
1660	35,4	20,0	1,77	0,010480	0,345	206191_at	Ectonucleoside triphosphate diphosphohydrolase 3	ENTPD3
1278	52,6	29,7	1,77	0,007609	0,325	209655_s_at	Transmembrane protein 47	TMEM47
2770	30,6	17,3	1,77	0,019221	0,379	1558612_a_at	ATPase, Na+/K+ transporting, alpha 4 polypeptide	ATP1A4
495	87,7	49,6	1,77	0,002640	0,289	230906_at	N-acetylgalactosaminyltransferase 10	GALNT10
4515	49,9	28,2	1,77	0,034036	0,412	218857_s_at	Asparaginase like 1	ASRGL1
4569	220	125	1,77	0,034553	0,412	202464_s_at	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	PFKFB3
4703	108	60,9	1,77	0,035548	0,413	214295_at	KIAA0485 protein	KIAA0485
4151	247	140	1,77	0,030628	0,403	227384_s_at	Hypothetical protein LOC727820	LOC727820
1011	413	234	1,76	0,005857	0,316	226085_at	Chromobox homolog 5 (HP1 alpha homolog, Drosophila)	CBX5
5489	344	195	1,76	0,043445	0,433	214329_x_at	Tumor necrosis factor (ligand) superfamily, member 10	TNFSF10
5094	54,3	30,8	1,76	0,039195	0,420	229744_at	Sperm specific antigen 2	SSFA2
871	200	113	1,76	0,005028	0,313	227740_at	U2AF homology motif (UHM) kinase 1	UHMK1
1202	5,58	3,17	1,76	0,007111	0,323	1554027_a_at	Solute carrier family 4, sodium bicarbonate cotransporter, member 4	SLC4A4
637	124	70,1	1,76	0,003620	0,308	235003_at	U2AF homology motif (UHM) kinase 1	UHMK1
358	45,0	25,5	1,76	0,001833	0,280	222314_x_at	Eosinophil granule ontogeny transcript (non-protein coding)	EGOT
896	65,7	37,3	1,76	0,005182	0,313	218451_at	CUB domain containing protein 1	CDCP1
270	36,4	20,7	1,76	0,001291	0,261	213462_at	Neuronal PAS domain protein 2	NPAS2
1516	19,5	11,1	1,76	0,009365	0,337	243546_at	Sestrin 3	SESN3
566	72,1	41,1	1,75	0,003093	0,299	213342_at	Yes-associated protein 1, 65kDa	YAP1
4981	35,1	20,0	1,75	0,038216	0,419	205907_s_at	Osteomodulin	OMD
390	123	70,2	1,75	0,002025	0,284	226065_at	Prickle homolog 1 (Drosophila)	PRICKLE1
200	81,2	46,4	1,75	0,000925	0,244	222734_at	Tryptophanyl tRNA synthetase 2, mitochondrial	WARS2
1683	22,8	13,0	1,75	0,010637	0,345	242458_at	Ral GEF with PH domain and SH3 binding motif 2	RALGPS2
929	36,0	20,6	1,75	0,005334	0,313	207300_s_at	Coagulation factor VII (serum prothrombin conversion accelerator)	F7
3019	22,2	12,7	1,75	0,021268	0,385	1564064_a_at	ATPase, Class VI, type 11B	ATP11B
1538	31,6	18,1	1,75	0,009523	0,337	235592_at	Elongation factor, RNA polymerase II, 2	ELL2
2	635	364	1,75	0,000007	0,099	211962_s_at	Zinc finger protein 36, C3H type-like 1	ZFP36L1
1433	182	104	1,75	0,008691	0,331	201730_s_at	Translocated promoter region (to activated MET oncogene)	TPR
697	35,5	20,4	1,74	0,004003	0,308	214269_at	Major facilitator superfamily domain containing 7	MFSD7
1636	36,5	21,0	1,74	0,010311	0,344	205729_at	Oncostatin M receptor	OSMR
5311	64,8	37,2	1,74	0,041436	0,426	235924_at	cDNA FLJ42287 fis, clone TLIVE2005866	-
1245	371	213	1,74	0,007398	0,324	1568619_s_at	Hypothetical protein LOC162073	LOC162073
1605	21,7	12,5	1,74	0,010038	0,342	241837_at	AT rich interactive domain 5B (MRF1-like)	ARID5B
1807	162	93,3	1,74	0,011634	0,351	234970_at	Tandem C2 domains, nuclear	TC2N
2000	60,8	35,0	1,74	0,013064	0,355	232797_at	Vitronectin receptor subunit alpha (antigen CD51)	ITGAV
5188	19,7	11,3	1,74	0,039978	0,421	206595_at	Cystatin E/M	CST6
2657	36,9	21,2	1,74	0,018124	0,373	229105_at	G protein-coupled receptor 39	GPR39
1640	77,8	45,0	1,73	0,010338	0,344	229530_at	Guanylate cyclase 1, soluble, alpha 3	GUCY1A3
894	124	72,0	1,73	0,005167	0,313	226621_at	Fibrinogen gamma chain	FGG
3129	72,6	42,0	1,73	0,022184	0,387	236179_at	Cadherin 11, type 2, OB-cadherin (osteoblast)	CDH11
2351	66,3	38,4	1,73	0,015686	0,364	229307_at	Ankyrin repeat domain 28	ANKRD28
1475	24,6	14,3	1,73	0,009014	0,334	241864_x_at	Transcribed locus	-
1653	15,2	8,80	1,72	0,010426	0,345	241310_at	Transcribed locus	-
2025	13,9	8,07	1,72	0,013199	0,355	240120_at	Sorbin and SH3 domain containing 2	SORBS2
142	225	130	1,72	0,000645	0,244	218788_s_at	SET and MYND domain containing 3	SMYD3
479	16,4	9,54	1,72	0,002563	0,289	213109_at	TRAF2 and NCK interacting kinase	TNIK
1915	1281	743	1,72	0,012500	0,355	212195_at	Interleukin 6 signal transducer (gp130, oncostatin M receptor)	IL6ST
1965	15,7	9,10	1,72	0,012849	0,355	225660_at	Semaphorin 6A-1	SEMA6A
408	154	89,2	1,72	0,002147	0,286	228824_s_at	Prostaglandin reductase 1	PTGR1
1826	7,45	4,33	1,72	0,011762	0,351	204913_s_at	SRY (sex determining region Y)-box 11	SOX11
1398	63,2	36,7	1,72	0,008450	0,330	228141_at	Glutathione peroxidase 8 (putative)	GPX8
300	87,4	50,8	1,72	0,001461	0,263	207749_s_at	Protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha	PPP2R3A
979	33,5	19,5	1,72	0,005682	0,315	235834_at	Caldesmon 1	CALD1
528	11,1	6,45	1,72	0,002818	0,292	221583_s_at	Calcium-activated potassium channel subunit alpha-1	KCNMA1
3025	20,1	11,7	1,72	0,021294	0,385	235957_at	Glutamate receptor interacting protein 1	GRIP1
1495	19,3	11,3	1,72	0,009209	0,336	242736_at	Sorbin and SH3 domain containing 1	SORBS1
549	78,7	45,8	1,72	0,002972	0,295	214734_at	Exophilin 5	EXPH5
41	18,8	11,0	1,72	0,000172	0,201	228602_at	Sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)	SGCD
488	23,7	13,8	1,72	0,002619	0,289	242931_at	LON peptidase N-terminal domain and ring finger 3	LONRF3
2585	92,2	53,8	1,71	0,017536	0,371	206994_at	Cystatin S	CST4
231	52,2	30,5	1,71	0,001070	0,250	244533_at	Protein tyrosine phosphatase, non-receptor type 14	PTPN14
2554	68,4	40,0	1,71	0,017283	0,370	239597_at	Poly(A) specific ribonuclease subunit homolog (S. cerevisiae)	PAN3
3485	55,3	32,3	1,71	0,025017	0,392	223948_s_at	Transmembrane protease, serine 3	TMPRSS3
2090	23,9	14,0	1,71	0,013626	0,356	235278_at	MACRO domain containing 2	MACROD2
3800	76,6	44,8	1,71	0,027683	0,398	217867_x_at	Beta-site APP-cleaving enzyme 2	BACE2
2153	14,8	8,68	1,71	0,014179	0,360	230472_at	Iroquois homeobox 1	IRX1
2716	68,1	39,9	1,71	0,018663	0,376	243296_at	Pre-B-cell colony enhancing factor 1	PBEF1
3543	848	497	1,71	0,025495	0,393	217762_s_at	RAB31, member RAS oncogene family	RAB31
3587	65,1	38,2	1,71	0,025885	0,394	204157_s_at	KIAA0999 protein	KIAA0999
940	49,7	29,2	1,70	0,005379	0,313	236561_at	Transforming growth factor, beta receptor I	TGFBR1
1771	25,1	14,7	1,70	0,011292	0,348	213929_at	Exophilin 5	EXPH5
2056	170	100	1,70	0,013390	0,356	227533_at	Transcribed locus	-
2326	65,8	38,7	1,70	0,015473	0,364	232138_at	Muscleblind-like 2 (Drosophila)	MBNL2
1513	9,22	5,42	1,70	0,009319	0,337	220117_at	Zinc finger protein 659	ZNF659
4051	61,2	36,0	1,70	0,029701	0,401	241897_at	RNA binding protein with multiple splicing	RBPMS
4115	299	176	1,70	0,030261	0,402	228993_s_at	Non-protein coding RNA 81	NCRNA00081
6074	7,90	4,65	1,70	0,049585	0,446	231626_at	Tryptophan hydroxylase 1	TPH1
3370	128	75,4	1,70	0,023966	0,389	227232_at	Enah/Vasp-like	EVL
5709	249	147	1,70	0,045713	0,438	202506_at	Sperm specific antigen 2	SSFA2
624	108	63,7	1,70	0,003541	0,308	202962_at	Kinesin family member 13B	KIF13B
851	59,2	34,9	1,69	0,004897	0,313	242281_at	Glutamate-ammonia ligase (glutamine synthetase)	GLUL
4994	15,4	9,09	1,69	0,038316	0,419	205908_s_at	Osteomodulin	OMD
198	14,2	8,38	1,69	0,000917	0,244	233286_at	PDZ domain containing ring finger 3	PDZRN3
904	82,7	48,9	1,69	0,005233	0,313	204948_s_at	Follistatin	FST
1075	90,7	53,7	1,69	0,006305	0,319	201369_s_at	Zinc finger protein 36, C3H type-like 2	ZFP36L2
1741	27,2	16,1	1,69	0,011126	0,348	232112_at	Ral GEF with PH domain and SH3 binding motif 2	RALGPS2
1509	308	183	1,69	0,009303	0,337	202820_at	Aryl hydrocarbon receptor	AHR
1052	322	191	1,69	0,006147	0,319	218694_at	Armadillo repeat containing, X-linked 1	ARMCX1
3488	85,4	50,6	1,69	0,025069	0,392	227997_at	Interleukin 17 receptor D	IL17RD
2408	7,59	4,50	1,69	0,016095	0,365	220014_at	Proline rich 16	PRR16
388	27,0	16,0	1,69	0,002012	0,284	214366_s_at	Arachidonate 5-lipoxygenase	ALOX5
2306	669	397	1,69	0,015300	0,363	1555812_a_at	Rho GDP dissociation inhibitor (GDI) beta	ARHGDIB
2407	156	92,5	1,69	0,016084	0,365	241879_at	Transcribed locus	-
3050	86,1	51,1	1,68	0,021466	0,385	223349_s_at	BCL2-related ovarian killer	BOK
313	51,8	30,8	1,68	0,001577	0,272	213826_s_at	H3 histone, family 3A	H3F3A
3936	79,2	47,1	1,68	0,028758	0,399	203642_s_at	COBL-like 1	COBLL1
792	19,8	11,7	1,68	0,004531	0,311	239726_at	Ankyrin 3, node of Ranvier (ankyrin G)	ANK3
69	85,7	50,9	1,68	0,000266	0,201	221503_s_at	Karyopherin alpha 3 (importin alpha 4)	KPNA3
3832	27,0	16,1	1,68	0,028005	0,399	220266_s_at	Kruppel-like factor 4 (gut)	KLF4
1100	42,7	25,4	1,68	0,006453	0,319	209442_x_at	Ankyrin 3, node of Ranvier (ankyrin G)	ANK3
287	10,3	6,13	1,68	0,001403	0,263	224463_s_at	Chromosome 11 open reading frame 70	C11orf70
723	267	159	1,68	0,004143	0,308	224894_at	Yes-associated protein 1, 65kDa	YAP1
1675	89,5	53,4	1,68	0,010563	0,345	205107_s_at	Ephrin-A4	EFNA4
147	18,0	10,8	1,68	0,000677	0,244	1557242_at	Similar to Fibroblast growth factor receptor 3 precursor (FGFR-3)	LOC442200
514	35,0	21,0	1,67	0,002747	0,291	220272_at	Basonuclin 2	BNC2
1795	14,2	8,52	1,67	0,011533	0,351	215047_at	Tripartite motif-containing 58	TRIM58
2624	523	314	1,67	0,017825	0,371	206116_s_at	Tropomyosin 1 (alpha)	TPM1
3012	302	181	1,67	0,021190	0,385	225496_s_at	Synaptotagmin-like 2	SYTL2
2856	368	221	1,67	0,020049	0,383	226534_at	KIT ligand	KITLG
3004	720	432	1,67	0,021137	0,385	217202_s_at	Glutamate-ammonia ligase (glutamine synthetase)	GLUL
4456	40,4	24,3	1,67	0,033478	0,411	209167_at	Glycoprotein M6B	GPM6B
2517	13,6	8,20	1,66	0,016975	0,369	230970_at	Slingshot homolog 2 (Drosophila)	SSH2
5930	41,1	24,7	1,66	0,048060	0,443	229125_at	Ankyrin repeat domain 38	ANKRD38
2552	135	81,1	1,66	0,017275	0,370	236251_at	Vitronectin receptor subunit alpha (antigen CD51)	ITGAV
3330	43,5	26,2	1,66	0,023639	0,388	203641_s_at	COBL-like 1	COBLL1
3626	40,4	24,3	1,66	0,026198	0,395	226069_at	Prickle homolog 1 (Drosophila)	PRICKLE1
1720	17,3	10,4	1,66	0,011019	0,348	236237_at	KIAA1370 protein	KIAA1370
916	26,9	16,2	1,66	0,005275	0,313	222735_at	Transmembrane protein 38B	TMEM38B
5056	160	96,2	1,66	0,038950	0,420	202990_at	Phosphorylase, glycogen	PYGL
4610	334	201	1,66	0,034821	0,412	212560_at	Sortilin-related receptor, L(DLR class) A repeats-containing	SORL1
1623	47,7	28,8	1,66	0,010197	0,344	221207_s_at	Neurobeachin	NBEA
352	17,8	10,8	1,66	0,001793	0,278	242321_at	cDNA clone ZE03F06	-
427	106	63,7	1,66	0,002256	0,288	222158_s_at	PPPDE peptidase domain containing 1	PPPDE1
571	22,1	13,4	1,66	0,003140	0,300	244571_s_at	Tetratricopeptide repeat domain 12	TTC12
1783	67,5	40,8	1,66	0,011373	0,349	232369_at	Muscleblind-like 2 (Drosophila)	MBNL2
769	247	149	1,65	0,004380	0,311	201911_s_at	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1	FARP1
1810	17,0	10,3	1,65	0,011676	0,351	206556_at	Clusterin-like 1 (retinal)	CLUL1
160	37,3	22,6	1,65	0,000722	0,244	217875_s_at	Transmembrane, prostate androgen induced RNA	TMEPAI
4882	18,1	10,9	1,65	0,037333	0,418	233231_at	Methylcrotonoyl-Coenzyme A carboxylase 2 (beta)	MCCC2
6022	315	191	1,65	0,049010	0,445	226279_at	Protease, serine, 23	PRSS23
5608	12,0	7,29	1,65	0,044721	0,436	243722_at	PYD (pyrin domain) containing 1	PYDC1
558	95,9	58,2	1,65	0,003025	0,296	226252_at	cDNA FLJ34585 fis, clone KIDNE2008758	-
5168	18,2	11,1	1,65	0,039820	0,421	208006_at	Forkhead box I1	FOXI1
4305	11,9	7,22	1,65	0,032037	0,407	215506_s_at	DIRAS family, GTP-binding RAS-like 3	DIRAS3
543	7,96	4,83	1,65	0,002920	0,294	226933_s_at	Inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	ID4
2125	33,1	20,1	1,65	0,013990	0,359	243598_at	Glycerol-3-phosphate dehydrogenase 2 (mitochondrial)	GPD2
1798	60,3	36,7	1,65	0,011576	0,351	238465_at	Chromosome 5 open reading frame 35	C5orf35
539	53,9	32,8	1,64	0,002895	0,293	223530_at	Tudor and KH domain containing	TDRKH
1961	49,3	30,0	1,64	0,012816	0,355	201983_s_at	Avian erythroblastic leukemia viral (v-erb-b) oncogene homolog	EGFR
207	464	283	1,64	0,000954	0,244	212294_at	Guanine nucleotide binding protein (G protein), gamma 12	GNG12
2263	85,4	52,0	1,64	0,015052	0,363	204036_at	Lysophosphatidic acid receptor 1	EDG2
1017	174	106	1,64	0,005886	0,316	213158_at	cDNA clone IMAGE:4214654	-
1242	13,5	8,25	1,64	0,007382	0,324	218772_x_at	Transmembrane protein 38B	TMEM38B
3350	84,8	51,7	1,64	0,023787	0,388	212236_x_at	Keratin 17	KRT17
1546	750	458	1,64	0,009548	0,337	210139_s_at	Peripheral myelin protein 22	PMP22
2437	14,3	8,75	1,64	0,016289	0,365	204914_s_at	SRY (sex determining region Y)-box 11	SOX11
4191	33,1	20,2	1,64	0,030965	0,404	226676_at	Zinc finger protein 521	ZNF521
3909	96,6	59,1	1,64	0,028531	0,399	202932_at	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1	YES1
4056	50,9	31,1	1,63	0,029751	0,401	238478_at	Basonuclin 2	BNC2
3396	11,0	6,76	1,63	0,024222	0,390	220475_at	Solute carrier family 28 member 3	SLC28A3
1727	29,9	18,3	1,63	0,011046	0,348	230730_at	Sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)	SGCD
498	5,79	3,54	1,63	0,002651	0,289	237134_at	Transcribed locus	-
1194	18,6	11,4	1,63	0,007041	0,322	203930_s_at	Microtubule-associated protein tau	MAPT
4495	81,3	49,8	1,63	0,033807	0,411	213135_at	T-cell lymphoma invasion and metastasis 1	TIAM1
1473	10,4	6,39	1,63	0,008999	0,334	241762_at	F-box protein 32	FBXO32
242	9,93	6,09	1,63	0,001111	0,250	232116_at	Grainyhead-like 3 (Drosophila)	GRHL3
4067	53,6	32,9	1,63	0,029824	0,401	230722_at	Basonuclin 2	BNC2
5604	93,4	57,3	1,63	0,044711	0,436	211368_s_at	Caspase 1, apoptosis-related cysteine peptidase	CASP1
3349	81,3	49,9	1,63	0,023785	0,388	230712_at	Neuroblastoma breakpoint family, member 1Neuroblastoma breakpoint family, member 3	NBPF1NBPF3
2503	13,1	8,04	1,63	0,016843	0,367	209863_s_at	Tumor protein p63	TP63
1842	14,5	8,87	1,63	0,011844	0,351	214321_at	Nephroblastoma overexpressed gene	NOV
2879	180	111	1,63	0,020209	0,383	209030_s_at	Cell adhesion molecule 1	CADM1
3054	137	83,8	1,63	0,021510	0,385	222446_s_at	Beta-site APP-cleaving enzyme 2	BACE2
959	30,0	18,4	1,63	0,005539	0,315	241359_at	cDNA FLJ20031 fis, clone ADSU02180	-
4483	44,4	27,3	1,63	0,033718	0,411	202672_s_at	Activating transcription factor 3	ATF3
1046	461	283	1,63	0,006113	0,319	227856_at	Chromosome 4 open reading frame 32	C4orf32
2988	11,7	7,19	1,63	0,021007	0,384	202859_x_at	Interleukin 8	IL8
448	716	440	1,63	0,002392	0,288	201368_at	Zinc finger protein 36, C3H type-like 2	ZFP36L2
278	164	101	1,63	0,001357	0,263	226282_at	cDNA clone ZE03F06	-
640	54,8	33,7	1,63	0,003639	0,308	202191_s_at	Growth arrest-specific 7	GAS7
1394	1346	827	1,63	0,008433	0,330	208683_at	Calpain 2, (m/II) large subunit	CAPN2
1754	388	239	1,63	0,011177	0,348	203509_at	Sortilin-related receptor, L(DLR class) A repeats-containing	SORL1
75	116	71,2	1,63	0,000291	0,201	219625_s_at	Collagen, type IV, alpha 3 (Goodpasture antigen) binding protein	COL4A3BP
57	21,5	13,2	1,63	0,000216	0,201	214212_x_at	Pleckstrin homology domain containing, family C member 1	PLEKHC1
