Probe set	Symbol	Title	p value	Fold
1559979_at	SYF2	SYF2 homolog, RNA splicing factor (S. cerevisiae)	0.000301	0.77
201130_s_at	CDH1	cadherin 1, type 1, E-cadherin (epithelial)	0.000301	2.3
201473_at	JUNB	jun B proto-oncogene	0.000301	0.37
201742_x_at	SFRS1	splicing factor, arginine/serine-rich 1 (splicing factor 2, alternate splicing factor)	0.000301	2.3
201747_s_at	SAFB	scaffold attachment factor B	0.000301	1.58
201919_at	SLC25A36	Solute carrier family 25, member 36	0.000301	0.49
203186_s_at	S100A4	S100 calcium binding protein A4	0.000301	0.37
204197_s_at	RUNX3	runt-related transcription factor 3	0.000301	0.52
204426_at	TMED2	transmembrane emp24 domain trafficking protein 2	0.000301	2.54
204677_at	CDH5	cadherin 5, type 2, VE-cadherin (vascular epithelium)	0.000301	0.54
204940_at	PLN	phospholamban	0.000301	0.79
205195_at	AP1S1	adaptor-related protein complex 1, sigma 1 subunit	0.000301	2.04
205296_at	RBL1	retinoblastoma-like 1 (p107)	0.000301	1.53
205671_s_at	HLA-DOB	major histocompatibility complex, class II, DO beta	0.000301	0.49
205935_at	FOXF1	forkhead box F1	0.000301	0.51
209136_s_at	USP10	ubiquitin specific peptidase 10	0.000301	1.83
209137_s_at	USP10	ubiquitin specific peptidase 10	0.000301	1.67
209335_at	DCN	decorin	0.000301	0.2
210835_s_at	CTBP2	C-terminal binding protein 2	0.000301	0.39
211078_s_at	STK3	serine/threonine kinase 3 (STE20 homolog, yeast)	0.000301	1.25
211133_x_at	LILRB3	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3	0.000301	0.73
212107_s_at	DHX9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	0.000301	2.5
212154_at	SDC2	syndecan 2	0.000301	2.54
212808_at	NFATC2IP	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein	0.000301	1.69
212895_s_at	ABR	active BCR-related gene	0.000301	0.63
212975_at	DENND3	DENN/MADD domain containing 3	0.000301	0.67
213465_s_at	PPP1R7	protein phosphatase 1, regulatory (inhibitor) subunit 7	0.000301	1.62
213473_at	BRAP	BRCA1 associated protein	0.000301	1.71
213780_at	TCHH	trichohyalin	0.000301	0.79
214697_s_at	ROD1	ROD1 regulator of differentiation 1 (S. pombe)	0.000301	2.14
214720_x_at	41162	septin 10	0.000301	2
215708_s_at	PRIM2	primase, DNA, polypeptide 2 (58kDa)	0.000301	1.83
217043_s_at	MFN1	mitofusin 1	0.000301	1.55
217543_s_at	MBTPS1	membrane-bound transcription factor peptidase, site 1	0.000301	1.29
217966_s_at	FAM129A	family with sequence similarity 129, member A	0.000301	0.44
218787_x_at	CWF19L1	CWF19-like 1, cell cycle control (S. pombe)	0.000301	1.44
218826_at	SLC35F2	solute carrier family 35, member F2	0.000301	0.74
219087_at	ASPN	asporin	0.000301	0.23
219512_at	DSN1	DSN1, MIND kinetochore complex component, homolog (S. cerevisiae)	0.000301	1.74
219547_at	COX15	COX15 homolog, cytochrome c oxidase assembly protein (yeast)	0.000301	1.73
220321_s_at	CCDC121	coiled-coil domain containing 121	0.000301	1.25
220770_s_at	LOC63920	transposon-derived Buster3 transposase-like	0.000301	1.86
222804_x_at	WDR32	WD repeat domain 32	0.000301	1.84
224252_s_at	FXYD5	FXYD domain containing ion transport regulator 5	0.000301	0.46
224451_x_at	ARHGAP9	Rho GTPase activating protein 9	0.000301	0.5
225602_at	C9orf19	chromosome 9 open reading frame 19	0.000301	0.51
227235_at	227235_at	CDNA clone IMAGE:5302158	0.000301	0.33
227300_at	TMEM119	transmembrane protein 119	0.000301	0.53
227741_at	PTPLB	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b	0.000301	2.45
228640_at	PCDH7	protocadherin 7	0.000301	0.46
229029_at	229029_at	---	0.000301	0.76
229686_at	P2RY8	purinergic receptor P2Y, G-protein coupled, 8	0.000301	0.57
230354_at	230354_at	Transcribed locus	0.000301	0.71
230418_s_at	GALNTL1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 1	0.000301	0.63
232124_at	LOC729085	hypothetical protein LOC729085	0.000301	0.58
233889_at	TBX18	T-box 18	0.000301	0.76
235341_at	DNAJC3	DnaJ (Hsp40) homolog, subfamily C, member 3	0.000301	2.81
235457_at	MAML2	mastermind-like 2 (Drosophila)	0.000301	0.42
235484_at	PTAR1	protein prenyltransferase alpha subunit repeat containing 1	0.000301	1.94
235940_at	C9orf64	chromosome 9 open reading frame 64	0.000301	1.95
239024_at	ZNF148	zinc finger protein 148	0.000301	1.66
241343_at	RNASEH1	Ribonuclease H1	0.000301	1.82
241666_at	C3orf23	chromosome 3 open reading frame 23	0.000301	2.52
241819_at	TNFSF8	Tumor necrosis factor (ligand) superfamily, member 8	0.000301	0.8
243755_at	PRLR	prolactin receptor	0.000301	1.66
243864_at	CCDC80	coiled-coil domain containing 80	0.000301	0.61
244375_at	244375_at	Transcribed locus	0.000301	0.61
244777_at	DCP2	DCP2 decapping enzyme homolog (S. cerevisiae)	0.000301	0.7
1566955_at	1566955_at	CDNA: FLJ20891 fis, clone ADKA03345	0.000311	0.88
218729_at	LXN	latexin	0.000319	0.4
202156_s_at	CUGBP2	CUG triplet repeat, RNA binding protein 2	0.000369	0.53
224210_s_at	PXMP4	peroxisomal membrane protein 4, 24kDa	0.00038	1.56
1552312_a_at	MFAP3	microfibrillar-associated protein 3	0.000385	1.69
1554451_s_at	CIP29 /// DNAJC14	cytokine induced protein 29 kDa /// DnaJ (Hsp40) homolog, subfamily C, member 14	0.000385	2.37
1562610_at	1562610_at	CDNA clone IMAGE:4830466	0.000385	0.62
1566728_at	1566728_at	---	0.000385	0.77
201213_at	PPP1R7	protein phosphatase 1, regulatory (inhibitor) subunit 7	0.000385	1.39
201262_s_at	BGN	biglycan	0.000385	0.43
201474_s_at	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	0.000385	0.73
201525_at	APOD	apolipoprotein D	0.000385	0.58
201531_at	ZFP36	zinc finger protein 36, C3H type, homolog (mouse)	0.000385	0.46
201655_s_at	HSPG2	heparan sulfate proteoglycan 2	0.000385	0.43
201769_at	CLINT1	clathrin interactor 1	0.000385	0.62
201860_s_at	PLAT	plasminogen activator, tissue	0.000385	0.33
202158_s_at	CUGBP2	CUG triplet repeat, RNA binding protein 2	0.000385	0.59
202403_s_at	COL1A2	collagen, type I, alpha 2	0.000385	0.25
202444_s_at	ERLIN1	ER lipid raft associated 1	0.000385	2.61
202491_s_at	IKBKAP	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein	0.000385	2.16
203523_at	LSP1	lymphocyte-specific protein 1	0.000385	0.49
204201_s_at	PTPN13	protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)	0.000385	0.69
204295_at	SURF1	surfeit 1	0.000385	1.5
204938_s_at	PLN	phospholamban	0.000385	0.79
205369_x_at	DBT	dihydrolipoamide branched chain transacylase E2	0.000385	2.63
205507_at	ARHGEF15	Rho guanine nucleotide exchange factor (GEF) 15	0.000385	0.75
206093_x_at	TNXB	tenascin XB	0.000385	0.53
207191_s_at	ISLR	immunoglobulin superfamily containing leucine-rich repeat	0.000385	0.41
208527_x_at	HIST1H2BE	histone cluster 1, H2be	0.000385	2.24
208907_s_at	MRPS18B	mitochondrial ribosomal protein S18B	0.000385	1.67
208947_s_at	UPF1	UPF1 regulator of nonsense transcripts homolog (yeast)	0.000385	1.66
208966_x_at	IFI16	interferon, gamma-inducible protein 16	0.000385	0.42
209274_s_at	ISCA1	iron-sulfur cluster assembly 1 homolog (S. cerevisiae)	0.000385	1.9
211336_x_at	LILRB1	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1	0.000385	0.75
211574_s_at	CD46	CD46 molecule, complement regulatory protein	0.000385	2.23
211980_at	COL4A1	collagen, type IV, alpha 1	0.000385	0.5
212804_s_at	GAPVD1	GTPase activating protein and VPS9 domains 1	0.000385	1.52
212831_at	MEGF9	multiple EGF-like-domains 9	0.000385	1.96
213422_s_at	LOC727882 /// MXRA8	matrix-remodelling associated 8 /// similar to matrix-remodelling associated 8	0.000385	0.56
214123_s_at	C4orf10	chromosome 4 open reading frame 10	0.000385	0.55
215718_s_at	PHF3	PHD finger protein 3	0.000385	1.45
217100_s_at	UBXD7	UBX domain containing 7	0.000385	1.8
217960_s_at	TOMM22	translocase of outer mitochondrial membrane 22 homolog (yeast)	0.000385	1.97
218086_at	NPDC1	neural proliferation, differentiation and control, 1	0.000385	0.64
218764_at	PRKCH	protein kinase C, eta	0.000385	0.56
219737_s_at	PCDH9	protocadherin 9	0.000385	0.63
220285_at	FAM108B1	family with sequence similarity 108, member B1	0.000385	2
220361_at	IQCH	IQ motif containing H	0.000385	1.52
221059_s_at	COTL1	coactosin-like 1 (Dictyostelium)	0.000385	0.5
222604_at	GTF3C3	general transcription factor IIIC, polypeptide 3, 102kDa	0.000385	1.44
222697_s_at	ABHD10	abhydrolase domain containing 10	0.000385	2.25
222736_s_at	TMEM38B	transmembrane protein 38B	0.000385	2.24
222955_s_at	FAM45A /// FAM45B /// LOC731832	family with sequence similarity 45, member B /// family with sequence similarity 45, member A /// similar to family with sequence similarity 45, member A	0.000385	2.55
223585_x_at	KBTBD2	kelch repeat and BTB (POZ) domain containing 2	0.000385	1.82
225371_at	GLE1L	GLE1 RNA export mediator-like (yeast)	0.000385	1.66
225685_at	225685_at	CDNA FLJ31353 fis, clone MESAN2000264	0.000385	0.46
226694_at	AKAP2 /// PALM2-AKAP2	A kinase (PRKA) anchor protein 2 /// PALM2-AKAP2 protein	0.000385	0.54
226828_s_at	HEYL	hairy/enhancer-of-split related with YRPW motif-like	0.000385	0.46
227376_at	GLI3	GLI-Kruppel family member GLI3 (Greig cephalopolysyndactyly syndrome)	0.000385	0.72
227629_at	PRLR	Prolactin receptor	0.000385	2.23
228151_at	228151_at	Transcribed locus	0.000385	0.59
228224_at	PRELP	proline/arginine-rich end leucine-rich repeat protein	0.000385	0.48
228284_at	TLE1	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	0.000385	1.64
229516_at	WDR31	WD repeat domain 31	0.000385	1.3
230226_s_at	JARID1A	jumonji, AT rich interactive domain 1A	0.000385	1.81
231183_s_at	JAG1	Jagged 1 (Alagille syndrome)	0.000385	0.46
231576_at	231576_at	Transcribed locus	0.000385	2.5
233688_at	KCNIP3	Kv channel interacting protein 3, calsenilin	0.000385	0.82
234979_at	BCDIN3D	BCDIN3 domain containing	0.000385	1.5
236268_at	SEC22C	SEC22 vesicle trafficking protein homolog C (S. cerevisiae)	0.000385	1.87
238539_at	HPS3	Hermansky-Pudlak syndrome 3	0.000385	1.44
238562_at	238562_at	Full-length cDNA clone CS0DI039YF12 of Placenta Cot 25-normalized of Homo sapiens (human)	0.000385	1.85
242814_at	SERPINB9	serpin peptidase inhibitor, clade B (ovalbumin), member 9	0.000385	0.36
243481_at	RHOJ	ras homolog gene family, member J	0.000385	0.75
226090_x_at	LOC653256 /// RABL3	RAB, member of RAS oncogene family-like 3 /// similar to RAB, member of RAS oncogene family-like 3	0.000462	1.39
1554930_a_at	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	0.00049	0.74
1555226_s_at	C1orf43	chromosome 1 open reading frame 43	0.00049	2.41
1555905_a_at	C3orf23	chromosome 3 open reading frame 23	0.00049	2.78
1558423_at	LOC349114	hypothetical LOC349114	0.00049	0.83
1558959_at	1558959_at	CDNA FLJ37917 fis, clone CTONG1000137	0.00049	1.36
1567628_at	CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	0.00049	0.46
200767_s_at	FAM120A	family with sequence similarity 120A	0.00049	1.66
200877_at	CCT4	chaperonin containing TCP1, subunit 4 (delta)	0.00049	1.61
200991_s_at	SNX17	sorting nexin 17	0.00049	1.45
201069_at	MMP2	matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)	0.00049	0.36
201607_at	PWP1	PWP1 homolog (S. cerevisiae)	0.00049	1.36
202278_s_at	SPTLC1	serine palmitoyltransferase, long chain base subunit 1	0.00049	1.85
202499_s_at	SLC2A3	solute carrier family 2 (facilitated glucose transporter), member 3	0.00049	0.42
202524_s_at	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2	0.00049	0.45
202709_at	FMOD	fibromodulin	0.00049	0.47
203198_at	CDK9	cyclin-dependent kinase 9 (CDC2-related kinase)	0.00049	1.8
204220_at	GMFG	glia maturation factor, gamma	0.00049	0.58
204238_s_at	C6orf108	chromosome 6 open reading frame 108	0.00049	1.86
205376_at	INPP4B	inositol polyphosphate-4-phosphatase, type II, 105kDa	0.00049	0.64
205997_at	ADAM28	ADAM metallopeptidase domain 28	0.00049	0.52
206178_at	PLA2G5	phospholipase A2, group V	0.00049	0.67
208608_s_at	SNTB1	syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)	0.00049	2.56
208769_at	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2	0.00049	1.75
208996_s_at	POLR2C	polymerase (RNA) II (DNA directed) polypeptide C, 33kDa	0.00049	1.46
210369_at	SWAP70	SWAP-70 protein	0.00049	0.7
210544_s_at	ALDH3A2	aldehyde dehydrogenase 3 family, member A2	0.00049	2.8
210862_s_at	SARDH	sarcosine dehydrogenase	0.00049	1.89
210997_at	HGF	hepatocyte growth factor (hepapoietin A; scatter factor)	0.00049	0.61
211737_x_at	PTN	pleiotrophin (heparin binding growth factor 8, neurite growth-promoting factor 1)	0.00049	0.62
211964_at	COL4A2	collagen, type IV, alpha 2	0.00049	0.4
212158_at	SDC2	syndecan 2	0.00049	2.02
212444_at	212444_at	CDNA clone IMAGE:6025865	0.00049	0.78
212951_at	GPR116	G protein-coupled receptor 116	0.00049	0.59
213428_s_at	COL6A1	collagen, type VI, alpha 1	0.00049	0.39
213656_s_at	KLC1	kinesin light chain 1	0.00049	0.49
214045_at	LIAS	lipoic acid synthetase	0.00049	1.99
214971_s_at	ST6GAL1	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	0.00049	3.44
217799_x_at	UBE2H	ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)	0.00049	1.71
218455_at	NFS1	NFS1 nitrogen fixation 1 homolog (S. cerevisiae)	0.00049	1.42
218854_at	DSE	dermatan sulfate epimerase	0.00049	0.44
219239_s_at	ZNF654	zinc finger protein 654	0.00049	1.58
219658_at	PTCD2	pentatricopeptide repeat domain 2	0.00049	1.59
220029_at	ELOVL2	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2	0.00049	4.54
220547_s_at	FAM35A	family with sequence similarity 35, member A	0.00049	1.69
220892_s_at	PSAT1	phosphoserine aminotransferase 1	0.00049	3.03
221194_s_at	LOC51136	PTD016 protein	0.00049	2.21
221326_s_at	TUBD1	tubulin, delta 1	0.00049	1.66
221425_s_at	ISCA1	iron-sulfur cluster assembly 1 homolog (S. cerevisiae)	0.00049	1.93
221601_s_at	FAIM3	Fas apoptotic inhibitory molecule 3	0.00049	0.61
222876_s_at	CENTA2	centaurin, alpha 2	0.00049	0.53
222989_s_at	UBQLN1	ubiquilin 1	0.00049	1.82
223394_at	SERTAD1	SERTA domain containing 1	0.00049	0.67
223395_at	ABI3BP	ABI gene family, member 3 (NESH) binding protein	0.00049	0.28
226237_at	226237_at	MRNA full length insert cDNA clone EUROIMAGE 1913076	0.00049	0.31
226328_at	KLF16	Kruppel-like factor 16	0.00049	0.65
226543_at	MUTED	muted homolog (mouse)	0.00049	2.01
226805_at	C20orf142	chromosome 20 open reading frame 142	0.00049	1.76
227206_at	227206_at	CDNA: FLJ21923 fis, clone HEP04081	0.00049	1.23
227276_at	PLXDC2	plexin domain containing 2	0.00049	0.49
227353_at	TMC8	transmembrane channel-like 8	0.00049	0.49
227940_at	LOC339803	Hypothetical protein LOC339803	0.00049	1.74
228128_x_at	PAPPA	pregnancy-associated plasma protein A, pappalysin 1	0.00049	0.65
228167_at	KLHL6	kelch-like 6 (Drosophila)	0.00049	0.58
228228_at	DACT3	dapper, antagonist of beta-catenin, homolog 3 (Xenopus laevis)	0.00049	0.76
228870_at	FAM84B	family with sequence similarity 84, member B	0.00049	1.29
229218_at	COL1A2	Collagen, type I, alpha 2	0.00049	0.36
230188_at	ICHTHYIN	ichthyin protein	0.00049	0.78
230294_at	230294_at	Transcribed locus	0.00049	1.79
231780_at	GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1	0.00049	0.75
231981_at	PRLR	Prolactin receptor	0.00049	2.25
232278_s_at	DEPDC1	DEP domain containing 1	0.00049	2.15
233135_at	233135_at	CDNA clone IMAGE:4820713	0.00049	0.75
233611_at	233611_at	CDNA FLJ12106 fis, clone HEMBB1002702	0.00049	0.71
233864_s_at	VPS35	vacuolar protein sorting 35 homolog (S. cerevisiae)	0.00049	1.52
236921_at	236921_at	Transcribed locus	0.00049	0.66
238429_at	TMEM71	transmembrane protein 71	0.00049	0.71
238937_at	ZNF420	zinc finger protein 420	0.00049	1.58
242586_at	FSD1L	fibronectin type III and SPRY domain containing 1-like	0.00049	1.54
242984_at	MKLN1	muskelin 1, intracellular mediator containing kelch motifs	0.00049	1.34
243556_at	NGEF	neuronal guanine nucleotide exchange factor	0.00049	1.53
244843_x_at	244843_x_at	CDNA FLJ39248 fis, clone OCBBF2008586	0.00049	0.84
40560_at	TBX2	T-box 2	0.00049	0.63
64942_at	GPR153	G protein-coupled receptor 153	0.00049	0.64
65718_at	GPR124	G protein-coupled receptor 124	0.00049	0.61
1556776_a_at	1556776_a_at	Full length insert cDNA YN57B01	0.000505	0.83
219120_at	C2orf44	chromosome 2 open reading frame 44	0.000516	1.35
204958_at	PLK3	polo-like kinase 3 (Drosophila)	0.000517	0.55
225955_at	LOC653506 /// METRNL	meteorin, glial cell differentiation regulator-like /// similar to meteorin, glial cell differentiation regulator-like	0.000585	0.49
1561882_at	SYTL3	synaptotagmin-like 3	0.000586	0.87
234673_at	HHLA2	HERV-H LTR-associating 2	0.000612	0.89
1552797_s_at	PROM2	prominin 2	0.00062	0.73
1552978_a_at	SCAMP1	secretory carrier membrane protein 1	0.00062	2.03
1553685_s_at	SP1	Sp1 transcription factor	0.00062	2.09
1554052_at	CNOT1	CCR4-NOT transcription complex, subunit 1	0.00062	1.49
1554217_a_at	CCDC132	coiled-coil domain containing 132	0.00062	1.43
1554478_a_at	HEATR3	HEAT repeat containing 3	0.00062	1.68
1554768_a_at	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)	0.00062	2.4
1557080_s_at	ITGBL1	integrin, beta-like 1 (with EGF-like repeat domains)	0.00062	0.4
1557227_s_at	TPR	translocated promoter region (to activated MET oncogene)	0.00062	2.33
1557910_at	HSP90AB1	heat shock protein 90kDa alpha (cytosolic), class B member 1	0.00062	4.31
1558101_at	1558101_at	---	0.00062	1.56
1560467_at	PAQR9	progestin and adipoQ receptor family member IX	0.00062	1.51
1561595_x_at	1561595_x_at	Full length insert cDNA YN57B01	0.00062	0.77
1562603_at	RFFL	ring finger and FYVE-like domain containing 1	0.00062	1.64
1567014_s_at	NFE2L2	nuclear factor (erythroid-derived 2)-like 2	0.00062	1.91
1569807_at	1569807_at	CDNA clone IMAGE:4838218	0.00062	0.85
201744_s_at	LUM	lumican	0.00062	0.11
201848_s_at	BNIP3	BCL2/adenovirus E1B 19kDa interacting protein 3	0.00062	2.11
202012_s_at	EXT2	exostoses (multiple) 2	0.00062	1.54
203123_s_at	SLC11A2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	0.00062	1.94
203477_at	COL15A1	collagen, type XV, alpha 1	0.00062	0.26
203903_s_at	HEPH	hephaestin	0.00062	0.54
204427_s_at	TMED2	transmembrane emp24 domain trafficking protein 2	0.00062	2.71
204442_x_at	LTBP4	latent transforming growth factor beta binding protein 4	0.00062	0.61
205784_x_at	ARVCF	armadillo repeat gene deletes in velocardiofacial syndrome	0.00062	0.8
205808_at	ASPH	aspartate beta-hydroxylase	0.00062	2.98
206253_at	DLG2	discs, large homolog 2, chapsyn-110 (Drosophila)	0.00062	0.81
206332_s_at	IFI16	interferon, gamma-inducible protein 16	0.00062	0.42
206721_at	C1orf114	chromosome 1 open reading frame 114	0.00062	0.89
207104_x_at	LILRB1	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1	0.00062	0.75
208193_at	IL9	interleukin 9	0.00062	0.85
209201_x_at	CXCR4	chemokine (C-X-C motif) receptor 4	0.00062	0.43
209313_at	XAB1	XPA binding protein 1, GTPase	0.00062	1.41
209881_s_at	LAT	linker for activation of T cells	0.00062	0.72
211135_x_at	LILRB3	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3	0.00062	0.73
211742_s_at	EVI2B	ecotropic viral integration site 2B	0.00062	0.38
211814_s_at	CCNE2	cyclin E2	0.00062	1.76
212134_at	PHLDB1	pleckstrin homology-like domain, family B, member 1	0.00062	0.69
212358_at	CLIP3	CAP-GLY domain containing linker protein 3	0.00062	0.65
212518_at	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase, type I, gamma	0.00062	0.73
212558_at	SPRY1	sprouty homolog 1, antagonist of FGF signaling (Drosophila)	0.00062	0.5
212720_at	PAPOLA	poly(A) polymerase alpha	0.00062	3.06
213454_at	APITD1	apoptosis-inducing, TAF9-like domain 1	0.00062	1.99
213548_s_at	CDV3	CDV3 homolog (mouse)	0.00062	2.12
213885_at	TRIM3	tripartite motif-containing 3	0.00062	0.71
