Gene ID	Name	Functional Class	Mean 635	Mean 532	Abundance class	SG enrichment (log2-fold)
AAEL008447	conserved hypothetical protein	RTT	5586.5992	11696.59099	High	-0.712983165
AAEL006259	rhodopsin	DIV	5582.9181	3479.85625	High	1.138764548
AAEL011197	actin	CS	5578.282344	12969.05997	High	-0.69598155
AAEL003046	saposin	DIV	5555.589917	6668.956417	High	0.415929125
AAEL012686	ribosomal protein S12, putative	RTT	5535.735311	11271.1969	High	-0.710512837
AAEL017678	U4 spliceosomal RNA	RTT	5478.91055	21060.035	High	-1.844025466
AAEL008848	ATP synthase gamma subunit	TRP	5418.080625	17668.9425	High	-1.331765985
AAEL003512	aquaporin-1	TRP	5407.616875	1477.8561	High	2.475750726
AAEL002183	oligosaccharyl transferase, subunit, putative	DIV	5345.39025	2984.948	High	1.306993085
AAEL009257	conserved hypothetical protein	DIV	5335.35175	20571.57813	High	-1.595628401
AAEL005610	mitochondrial ATP synthase b chain	RSM	5332.041775	10629.56125	High	-0.458752404
AAEL002827	ATP synthase beta subunit	TRP	5315.901044	8909.7386	High	-0.04675695
AAEL012271	transcription factor btf3	RTT	5294.694	21217.94213	High	-1.608535666
AAEL002587	Odorant-binding protein 56e, putative	CSR	5263.266125	1006.803213	High	3.029099057
AAEL010823	ATP synthase delta chain	TRP	5246.409125	15383.36375	High	-1.19829204
AAEL008310	hypothetical protein	DIV	5241.443775	91.44384375	High	6.109088907
AAEL014644	UDP-sugar transporter UST74c (fringe connection protein), putative	DIV	5191.57115	453.9378138	High	4.605889617
AAEL002174	dolichyl-diphosphooligosaccharide protein glycosyltransferase	DIV	5140.2895	1287.78475	High	2.661984868
AAEL017822	U4 spliceosomal RNA	RTT	5134.78625	16236.6125	High	-1.294136333
AAEL009992	conserved hypothetical protein	DIV	5040.363	200.4172363	High	5.656906439
AAEL004060	conserved hypothetical protein	RSM	5012.847825	11434.78283	High	-1.092708521
AAEL001113	inorganic phosphate cotransporter, putative	TRP	4951.345625	8878.021375	Medium	-0.517790052
AAEL005790	malic enzyme	DIV	4938.856625	4100.222375	Medium	0.834733103
AAEL007494	calcineurin b subunit	DIV	4866.409413	2705.634969	Medium	1.491564955
AAEL014937	hypothetical protein	UKN	4847.706016	17095.66209	Medium	-1.030987799
AAEL010335	conserved hypothetical protein	RTT	4836.693	14610.03413	Medium	-0.908748933
AAEL006953	conserved hypothetical protein	CS	4829.684188	14106.67375	Medium	-2.083444911
AAEL003624	sodium/shloride dependent amino acid transporter	TRP	4804.535625	1264.127288	Medium	2.665757663
AAEL002309	peroxiredoxin 6, prx-6	IMM	4702.285875	1679.183875	Medium	2.098505988
AAEL012684	conserved hypothetical protein	RTT	4625.096625	2400.725	Medium	1.620655251
AAEL008106	hypothetical protein	UKN	4620.334125	3900.659375	Medium	0.655288336
AAEL009967	conserved hypothetical protein	DIV	4579.827619	114.0935938	Medium	6.632913216
AAEL002023	imaginal disc growth factor	DIV	4579.135925	7006.997375	Medium	0.727557845
AAEL002083	DEAD box ATP-dependent RNA helicase	RTT	4566.386667	4537.682417	Medium	0.552835193
AAEL003160	conserved hypothetical protein	UKN	4532.7985	14182.70763	Medium	-1.274404468
AAEL012661	eukaryotic translation initiation factor	RTT	4528.570125	9040.13275	Medium	-0.649117538
AAEL013587	acidic ribosomal protein P1, putative	RTT	4508.678817	12536.68767	Medium	-0.596487493
AAEL010132	Pray For Elves, putative	DIV	4494.061173	9814.319433	Medium	-0.380547636
AAEL003655	conserved hypothetical protein	PROT	4476.704988	55.66720375	Medium	8.164783364
AAEL000766	ubiquinol cytochrome C oxidoreductase-subunit 6.4kD-subunit, putative	DIV	4476.6005	22256.2675	Medium	-1.961866684
AAEL011871	cytochrome C1	RSM	4467.915438	10210.78956	Medium	-0.829980007
AAEL008789	apolipophorin-III, putative	DIV	4428.75075	9032.764813	Medium	-0.674220953
AAEL005269	ubiquinol-cytochrome c reductase complex core protein	DIV	4395.154	8374.54025	Medium	-0.521603191
AAEL007549	phosphatidylethanolamine-binding protein	DIV	4367.645338	7962.116625	Medium	-0.07278761
AAEL008920	anopheles stephensi ubiquitin, putative	DIV	4361.4851	11710.69778	Medium	-1.0726603
AAEL003324	acidic ribosomal protein P1, putative	RTT	4344.524113	8111.454413	Medium	-0.54565328
AAEL010634	hypothetical protein	RSM	4309.526333	12194.16783	Medium	-1.183587935
AAEL006885	14-3-3 protein sigma, gamma, zeta, beta/alpha	DIV	4279.581313	6723.758625	Medium	-0.086881387
AAEL005471	Sec61 protein complex gamma subunit, putative	DIV	4261.339	3083.121625	Medium	0.967964142
AAEL002527	conserved hypothetical protein	DIV	4202.707688	8018.975375	Medium	-0.582741479
AAEL008697	cytochrome c oxidase, subunit VB, putative	RSM	4190.707632	10510.47321	Medium	-0.89202942
AAEL003675	ubiquinol-cytochrome c reductase iron-sulfur subunit	DIV	4140.382938	15191.38663	Medium	-1.360947158
AAEL005966	hypothetical protein	UKN	4139.701375	912.8454313	Medium	3.44319455
AAEL000645	hypothetical protein	UKN	4132.622375	548.9267625	Medium	3.788141726
AAEL009859	nucleolar GTP-binding protein	DIV	4101.976875	11877.34963	Medium	-1.209453361
AAEL011999	histone H4	RTT	4060.31925	5029.124625	Medium	0.116269735
AAEL000541	fasciclin, putative	DIV	4058.646041	565.4421481	Medium	3.802187243
AAEL003285	translocation associated membrane protein	DIV	4046.179188	1731.198625	Medium	1.821854417
AAEL005562	receptor for activated protein kinase c (rack1)	DIV	4013.076125	10201.96138	Medium	-0.992170943
AAEL010366	glucosyl/glucuronosyl transferases	MET	4009.9355	876.3197875	Medium	2.980597411
AAEL001421	high density lipoprotien binding protein / vigilin	DIV	3984.69225	3443.32125	Medium	0.882520738
AAEL017263	heat-shock protein 70 conserve region,	RSM	3947.480875	1362.528463	Medium	2.292496806
AAEL010697	3-ketoacyl-coa thiolase, mitochondrial (beta- ketothiolase) (acetyl-coa acyltransferase) (mitochondrial 3-oxoacyl- coa thiolase)	RSM	3896.6935	4638.047688	Medium	0.553108278
AAEL001668	enolase	DIV	3866.489331	6951.257173	Medium	-0.207738032
AAEL006704	fibrinogen and fibronectin	IMM	3855.992775	13836.73713	Medium	-1.50672088
AAEL002411	conserved hypothetical protein	DIV	3840.978688	4072.128	Medium	0.371634593
AAEL004968	abc transporter	TRP	3823.121863	951.277	Medium	3.155380496
AAEL006820	lipid storage droplets surface binding protein 2 (lsd2)	DIV	3818.327375	19106.01875	Medium	-1.973762223
AAEL011510	multiple inositol polyphosphate phosphatase	DIV	3814.670263	107.841475	Medium	6.279664469
AAEL010787	DEAD box ATP-dependent RNA helicase	RTT	3810.917112	9128.757047	Medium	-0.861823099
AAEL003832	conserved hypothetical protein	IMM	3810.422375	1377.506375	Medium	2.10847559
AAEL006829	microsomal glutathione s-transferase	RSM	3800.57675	6392.528375	Medium	-0.340361223
AAEL015515	antibacterial peptide, putative	IMM	3788.68525	1371.791563	Medium	2.102253188
AAEL012576	pyruvate kinase	DIV	3778.481878	3346.761078	Medium	0.822098828
AAEL009078	NADH-ubiquinone oxidoreductase sgdh subunit	RSM	3776.073938	9072.101875	Medium	-0.803383686
AAEL005849	synaptic vesicle protein	DIV	3774.301288	5734.817838	Medium	0.580683404
AAEL013960	conserved hypothetical protein	UKN	3723.849313	6120.118188	Medium	-0.372351795
AAEL000410	glycoprotein 25l	DIV	3698.921375	2320.70805	Medium	1.473768044
AAEL004457	cytochrome c	RSM	3693.400125	11013.86858	Medium	-1.054314358
AAEL013709	histone H4	RTT	3690.409875	4532.057625	Medium	0.128408041
AAEL017153	Cysteine-type endopeptidase activity, proteolysis, peptidase activity, cysteine type peptidase activity, hydorlase activity	PROT	3655.951	4392.753917	Medium	0.424547136
AAEL014643	UDP-sugar transporter UST74c (fringe connection protein), putative	DIV	3653.7632	309.4373088	Medium	4.719307209
AAEL001779	bax inhibitor	IMM	3632.904875	2789.614125	Medium	0.924143241
AAEL002629	serine protease	IMM	3632.459981	1116.180556	Medium	2.677809074
AAEL004498	hypothetical protein	UKN	3557.841125	11047.86063	Medium	-1.289217975
AAEL010611	conserved hypothetical protein	DIV	3553.024063	9256.17	Medium	-0.962547622
AAEL010521	ribophorin ii	DIV	3545.498685	1189.244926	Medium	2.421763594
AAEL013304	conserved hypothetical protein	UKN	3513.906563	746.6849188	Medium	3.073294562
AAEL009645	hypothetical protein	DIV	3476.048188	3968.269	Medium	0.579982455
AAEL012326	calmodulin	DIV	3472.687125	5876.268125	Medium	-0.509177657
AAEL014309	cellular amino acid metabolic process, amino acid binding, carboxyl-or cabamoyltransferase activity	MET	3457.6915	2601.249156	Medium	1.005781299
AAEL004071	nitrogen fixation protein nifu	MET	3434.92	7972.897625	Medium	-0.75129551
AAEL014843	heat shock protein	RSM	3396.378688	4803.064438	Medium	0.115286089
AAEL000748	conserved hypothetical protein	UKN	3312.669344	103.1049906	Medium	6.206080072
AAEL010299	40S ribosomal protein S12	RTT	3296.946141	10950.51288	Medium	-0.685715698
AAEL000698	conserved hypothetical protein	DIV	3280.61956	729.690255	Medium	0.51742544
AAEL004088	aldo-keto reductase	DIV	3268.61065	5559.07375	Medium	-0.334660733
AAEL003750	conserved hypothetical protein	DIV	3263.155184	9560.964719	Medium	-1.198285584
AAEL003210	tetraspanin 29fa	DIV	3259.3795	2891.180025	Medium	0.724244381
AAEL011972	actin binding protein, putative	CS	3218.52955	2348.961	Medium	1.09162658
AAEL001009	dab2-interacting protein	DIV	3177.962538	2861.151825	Medium	-0.453123904
AAEL002526	conserved hypothetical protein	UKN	3169.63425	6941.041625	Medium	-0.739703884
AAEL009314	adenylate cyclase	DIV	3151.037	234.07075	Medium	4.852846694
AAEL008166	malate dehydrogenase	MET	3141.436625	4649.816625	Medium	-0.079557064
AAEL017349	Heat shock cognate 70, putative	DIV	3137.7145	1284.285538	Medium	2.029276665
AAEL009510	glucosamine-fructose-6-phosphate aminotransferase	MET	3132.7275	674.7250875	Medium	3.226166758
AAEL003584	hypothetical protein	DIV	3116.628283	87.38803125	Medium	6.480839233
AAEL003849	conserved hypothetical protein	IMM	3110.443388	8559.549125	Medium	-1.083975381
AAEL009629	endoU protein, putative	DIV	3109.145913	3422.241625	Medium	0.413736477
AAEL005693	mitochondrial NADH:ubiquinone oxidoreductase B16.6 subunit, putative	RSM	3108.76075	5587.815563	Medium	-0.398585964
AAEL008656	UDP-galactose transporter	TRP	3106.413688	1072.1831	Medium	2.328623502
AAEL010777	thioredoxin (TRX), putative	RSM	3073.88475	6177.911875	Medium	-0.608323773
AAEL006834	glutamate semialdehyde dehydrogenase	DIV	3060.175475	3768.785863	Medium	0.985127809
AAEL000732	conserved hypothetical protein	UKN	3055.520125	161.35788	Medium	5.687477191
AAEL011381	NADH-ubiquinone oxidoreductase fe-s protein 2 (ndufs2)	RSM	3024.323625	9824.9755	Medium	-1.295933108
AAEL010230	NADH:ubiquinone dehydrogenase, putative	RSM	3005.697875	6619.347	Medium	-0.711823028
AAEL008364	serine protease inhibitor, serpin	IMM	3004.883988	2525.119875	Medium	0.663794892
AAEL013144	eukaryotic translation initiation factor 3 subunit	RTT	3004.708375	5873.248125	Medium	-0.791589515
AAEL013279	peptidyl-prolyl cis-trans isomerase (cyclophilin)	DIV	2990.594792	2204.757367	Medium	1.119541477
AAEL004223	antibacterial peptide, putative	IMM	2985.833	13259.185	Medium	-1.785432276
AAEL013020	DNA-J/hsp40	RTT	2975.5275	2345.104625	Medium	0.996534213
AAEL017345	Hypothetical protein	UKN	2972.80875	3108.625125	Medium	0.772087587
AAEL006169	cathepsin d	IMM	2962.8455	2831.384	Medium	0.632106827
AAEL013029	deoxyribonuclease I, putative	DIV	2956.084125	790.2234	Medium	3.047134378
AAEL008757	juvenile hormone esterase	RSM	2952.719125	362.7427375	Medium	3.981581048
AAEL005870	flap endonuclease-1	DIV	2924.859786	1748.998188	Medium	-0.969542191
AAEL014185	hypothetical protein	UKN	2921.7772	6098.182125	Medium	-0.719059486
AAEL004988	phosphoglycerate kinase	MET	2920.993875	4290.44125	Medium	-0.048255863
AAEL005457	conserved hypothetical protein	DIV	2920.068875	760.651725	Medium	2.775257167
AAEL012897	aconitase, mitochondrial	RSM	2916.443875	13277.03338	Medium	-1.768525815
AAEL004501	s-adenosylmethionine synthetase	DIV	2912.824	13285.20288	Medium	-1.69662245
AAEL004783	ornithine decarboxylase antizyme, putative	DIV	2911.302375	9028.428	Medium	-1.187347182
AAEL003596	hypothetical protein	UKN	2892.458513	10910.96006	Medium	-1.582710161
AAEL014039	conserved hypothetical protein	UKN	2875.082563	6394.777142	Medium	-0.813609591
AAEL011263	phosphatidylethanolamine-binding protein	DIV	2870.128867	852.31875	Medium	2.592332813
AAEL002076	outer mitochondrial translocase subunit, putative	DIV	2854.342	8429.450333	Medium	-1.176838484
AAEL006417	D7 protein, putative	TRP	2851.46	160.9714	Medium	5.200195752
AAEL000627	antibacterial peptide, putative	IMM	2845.635963	860.8707	Medium	2.533094999
AAEL000947	microsomal signal peptidase 23 kd subunit (spc22/23)	DIV	2841.6585	732.1048438	Medium	2.738705865
AAEL007778	leucinech transmembrane protein	IMM	2815.010375	4852.983	Medium	-0.563398262
AAEL004242	Juvenile hormone-inducible protein, putative	DIV	2813.040625	2162.990375	Medium	1.036477493
AAEL014605	cytochrome P450	RSM	2805.71025	2196.572	Medium	1.139706506
AAEL004514	conserved hypothetical protein	DIV	2795.272375	1167.789375	Medium	1.864986062
AAEL012035	vacuolar ATP synthase subunit e	TRP	2788.970375	3213.968625	Medium	0.569115137
AAEL000950	conserved hypothetical protein	UKN	2766.133738	6793.589875	Medium	-0.722067428
AAEL010065	protein disulfide-isomerase A6 precursor	DIV	2743.497254	1165.703731	Medium	1.761380466
AAEL000219	lactoylglutathione lyase	MET	2731.920231	942.0185438	Medium	0.600550833
AAEL002158	secreted ferritin G subunit precursor, putative	DIV	2727.703913	6527.0455	Medium	-0.62952123
AAEL007818	trypsin	DIG	2724.813375	169558.9063	Medium	-5.582128654
AAEL011468	protein kinase C inhibitor, putative	DIV	2721.747625	2935.1575	Medium	0.58767562
AAEL000269	conserved hypothetical protein	UKN	2717.982344	8539.027341	Medium	-1.319627508
AAEL000297	mitochondrial ribosomal protein S25	RSM	2717.7553	2927.529263	Medium	0.031549466
AAEL008942	conserved hypothetical protein	DIV	2703.371625	910.682975	Medium	2.48285466
AAEL002504	ATP synthase delta chain, mitochondrial	TRP	2688.886	7132.331938	Medium	-1.022141647
AAEL005477	amidase	DIG	2688.453125	2775.793625	Medium	0.634780529
AAEL010765	conserved hypothetical protein	DIV	2680.493875	4553.38225	Medium	-0.264408197
AAEL007092	conserved hypothetical protein	CS	2679.76025	850.52465	Medium	2.469301826
AAEL009101	eukaryotic translation initiation factor 3f, eif3f	RTT	2668.916	5576.16075	Medium	-0.523232399
AAEL017711	U4 spliceosomal RNA	RTT	2667.58195	11830.67238	Medium	-1.723797312
AAEL010464	glutamate dehydrogenase	MET	2663.605104	2299.396833	Medium	0.876301134
AAEL006127	hypothetical protein	UKN	2647.276223	3145.866647	Medium	0.211634536
AAEL004423	mitochondrial F0 ATP synthase D chain, putative	RSM	2643.848032	6540.042848	Medium	-0.551707447
AAEL014078	serine protease inhibitor, serpin	IMM	2638.49725	4203.318938	Medium	-0.12554537
AAEL008657	midline fasciclin	DIV	2636.689125	3309.20575	Medium	0.743831421
AAEL007718	translation initiation factor 3, subunit S9, putative	RTT	2625.267225	5304.63025	Medium	-0.502642506
AAEL009313	elongation factor -1 beta,delta	RTT	2620.877625	12546.91558	Medium	-1.818080504
AAEL008002	mitochondrial NADH:ubiquinone oxidoreductase ESSS subunit, putative	RSM	2603.46275	6828.888625	Medium	-0.978936179
AAEL015447	hypothetical protein	DIV	2602.269275	11461.17625	Medium	-1.73751062
AAEL005638	conserved hypothetical protein	PROT	2601.51475	10394.78575	Medium	-1.627480735
AAEL005013	conserved hypothetical protein	UKN	2589.724	523.1570875	Medium	3.113041157
AAEL001865	NADH dehydrogenase, putative	RSM	2587.4575	10714.81	Medium	-1.677373885
AAEL013876	mitochondrial NADH:ubiquinone oxidoreductase B14.7 subunit, putative	RSM	2585.394625	6078.514	Medium	-0.643182165
AAEL015549	calcineurin b subunit	TRP	2568.532079	1125.387458	Medium	1.70495803
AAEL001432	protein disulfide isomerase	DIV	2562.913	1664.1835	Medium	1.373177089
AAEL003734	aconitase, mitochondrial	RSM	2561.21025	11697.28044	Medium	-1.784326109
AAEL000567	sugar transporter	TRP	2538.93025	1566.61795	Medium	1.456075087
AAEL009946	DnaJ subfamily B member 11 precursor, putative	RTT	2531.2405	2011.370625	Medium	1.044523541
AAEL000611	antibacterial peptide, putative	IMM	2524.7175	948.4962125	Medium	2.205786085
AAEL003957	conserved hypothetical protein	DIV	2501.300458	4368.70725	Medium	-0.313559101
AAEL001965	imaginal disc growth factor	DIV	2482.927075	4047.685675	Medium	-0.324687591
AAEL000138	NADH dehydrogenase, putative	RSM	2469.057125	4818.471125	Medium	-0.486330369
AAEL017419	nucleic acid binding, zinc-ion binding	DIV	2457.2197	6445.953625	Medium	-0.908386059
AAEL008946	acidic ribosomal protein P1, putative	RTT	2456.419713	6845.832325	Medium	-1.148606419
AAEL010801	conserved hypothetical protein	DIV	2448.141625	8097.235688	Medium	-1.261790901
AAEL015450	ribonuclease UK114, putative	RTT	2445.8302	5939.19175	Medium	-0.71044437
AAEL013875	tetraspanin, putative	TRP	2442.004988	3392.932375	Medium	0.540526925
AAEL001913	conserved hypothetical protein	UKN	2439.608625	1678.89575	Medium	1.307108594
AAEL009590	outer mitochondrial translocase subunit, putative	DIV	2420.9445	7867.340625	Medium	-1.17824779
AAEL000200	conserved hypothetical protein	DIV	2416.456544	6819.54855	Medium	-0.890912154
AAEL015512	translation initiation factor 5C, putative	RTT	2393.95325	10847.28238	Medium	-1.81164412
AAEL005931	6-phosphogluconate dehydrogenase	MET	2363.3405	4543.98	Medium	-0.403510678
AAEL000208	copii-coated vesicle membrane protein P24	DIV	2361.833625	1147.921738	Medium	1.960402145
AAEL014246	glucosyl/glucuronosyl transferases	MET	2357.020075	2895.4638	Medium	0.701602498
AAEL017855	U4 spliceosomal RNA	RTT	2355.959406	8612.098264	Medium	-0.85550129
AAEL000941	mitochondrial inner membrane protein translocase, 8kD-subunit, putative	RSM	2343.22775	5082.974625	Medium	-0.499414264
AAEL009214	diazepam binding inhibitor, putative	DIV	2338.150613	4824.9625	Medium	-0.540340884
AAEL003492	ribonuclease, putative	RTT	2330.399125	2313.2045	Medium	0.661347037
AAEL004112	peroxiredoxins, prx-1, prx-2, prx-3	IMM	2305.5055	9959.373	Medium	-1.5716808
AAEL000074	serine protease	IMM	2301.473363	2780.974988	Medium	0.381649805
AAEL001316	conserved hypothetical protein	UKN	2297.496156	1848.919656	Medium	-0.903240031
AAEL003791	conserved hypothetical protein	RSM	2293.519625	1121.36395	Medium	1.867596494
AAEL008073	conserved hypothetical protein	DIV	2292.6465	3284.529375	Medium	0.366782825
AAEL003716	ribonuclease UK114, putative	RTT	2291.448438	5889.779688	Medium	-0.772907209
AAEL016118	tRNA-Tyr	RTT	2289.23575	2995.21425	Medium	0.2178082
AAEL007162	gaba(a) receptor-associated protein	CS	2288.2965	1322.25975	Medium	1.572294299
AAEL000028	serine protease	IMM	2276.27075	5655.41225	Medium	-0.736411404
AAEL010012	GTP-binding protein sar1	DIV	2275.210875	5811.135125	Medium	-0.814939379
AAEL007834	conserved hypothetical protein	DIV	2260.012438	1686.042875	Medium	1.135188776
