rank	Probe set	Gene symbol	Parameric p-value	FDR	Geom mean of intensities in ABC	Geom mean of intensities in GCB	Ratio of geom means ABC/GCB	log2 ratio ABC/GCB	Description
819	228273_at		0.0009226	0.061521	5094.02411	3538.859385	1.4394537	0.525521385	Transcribed locus
820	223945_x_at	RP9P	0.0009233	0.061521	848.2258409	573.5766135	1.4788362	0.564462264	retinitis pigmentosa 9 pseudogene
821	202936_s_at	SOX9	0.0009238	0.061521	27.9944675	108.5877306	0.2578051	-1.955647291	SRY (sex determining region Y)-box 9 (campomelic dysplasia, autosomal sex-reversal)
822	224160_s_at	ACAD9	0.0009288	0.0617701	1099.875399	822.0743483	1.3379269	0.419999294	acyl-Coenzyme A dehydrogenase family, member 9
823	223378_at	GLIS2	0.0009298	0.0617701	158.6847349	328.0016829	0.4837924	-1.047539989	GLIS family zinc finger 2
824	220172_at	C2orf37	0.0009311	0.0617814	333.698385	221.2558804	1.5082012	0.592828903	chromosome 2 open reading frame 37
825	204257_at	FADS3	0.000935	0.061965	556.2414579	1172.687614	0.4743305	-1.076035457	fatty acid desaturase 3
826	220038_at	C8orf44 /// SGK3	0.0009378	0.0620753	550.8875204	836.7500106	0.6583657	-0.60303892	serum/glucocorticoid regulated kinase family, member 3 /// chromosome 8 open reading frame 44
827	215091_s_at	GTF3A	0.0009437	0.0622545	26325.41186	15959.50944	1.6495126	0.722039798	general transcription factor IIIA
828	212827_at	IGHM	0.0009452	0.0622545	13983.79856	2880.32292	4.8549413	2.279453852	immunoglobulin heavy constant mu
829	212351_at	EIF2B5	0.0009452	0.0622545	1394.100688	1099.409926	1.2680445	0.342605375	eukaryotic translation initiation factor 2B, subunit 5 epsilon, 82kDa
830	229103_at	WNT3	0.0009461	0.0622545	115.4611061	39.4178103	2.9291608	1.550487394	wingless-type MMTV integration site family, member 3
831	210547_x_at	ICA1	0.0009462	0.0622545	200.065156	416.880875	0.4799097	-1.059165122	islet cell autoantigen 1, 69kDa
832	219420_s_at	C1orf163	0.0009501	0.0623452	415.6417712	205.1180841	2.0263536	1.018885947	chromosome 1 open reading frame 163
833	228976_at	ICOSLG	0.0009502	0.0623452	31.0010108	81.145086	0.3820442	-1.388188537	inducible T-cell co-stimulator ligand
834	203186_s_at	S100A4	0.000951	0.0623452	8206.218593	3838.150757	2.1380657	1.096306186	S100 calcium binding protein A4
835	227261_at	KLF12	0.0009544	0.0624932	829.2652736	1292.953758	0.6413727	-0.640765148	Kruppel-like factor 12
836	218670_at	PUS1	0.0009563	0.0625427	769.9841257	493.8124132	1.5592644	0.640865582	pseudouridylate synthase 1
837	226696_at	RBBP9	0.0009589	0.0626378	518.4251594	714.2328917	0.7258489	-0.462258841	retinoblastoma binding protein 9
838	218511_s_at	PNPO	0.0009636	0.0628697	1095.276946	856.9140699	1.2781643	0.354073298	pyridoxamine 5-phosphate oxidase
839	1566825_at		0.0009683	0.0631011	633.9337832	231.1912374	2.7420321	1.45524546	CDNA FLJ31010 fis, clone HLUNG2000174
840	211101_x_at	LILRA2	0.0009697	0.0631171	255.8530784	140.7045018	1.8183717	0.862647136	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2
841	229331_at	SPATA18	0.0009752	0.0633184	35.1350091	100.3514673	0.3501195	-1.51408068	spermatogenesis associated 18 homolog (rat)
842	234040_at	HELLS	0.0009769	0.0633184	127.6920867	62.2395266	2.0516237	1.036766142	helicase, lymphoid-specific
843	1570351_at	ADAMTS6	0.0009774	0.0633184	147.7611861	75.0167461	1.9697093	0.977982725	ADAM metallopeptidase with thrombospondin type 1 motif, 6
844	216251_s_at	TTLL12	0.0009784	0.0633184	743.5308914	500.2993708	1.4861719	0.571600997	tubulin tyrosine ligase-like family, member 12
845	210340_s_at	CSF2RA /// LOC100133516	0.0009788	0.0633184	198.2088168	346.7809787	0.5715677	-0.807003705	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) /// hypothetical protein LOC100133516
846	202322_s_at	GGPS1	0.0009802	0.0633184	1485.590711	2070.516575	0.7174976	-0.478954089	geranylgeranyl diphosphate synthase 1
847	209374_s_at	IGHM	0.0009809	0.0633184	21129.45961	4310.212083	4.9021856	2.293425107	immunoglobulin heavy constant mu
848	205571_at	LIPT1	0.0009834	0.0634049	855.8047276	1268.030568	0.6749086	-0.567235958	lipoyltransferase 1
849	227344_at	IKZF1	0.0009864	0.0635235	1824.776259	1234.463169	1.4781942	0.563835818	IKAROS family zinc finger 1 (Ikaros)
850	202391_at	BASP1	0.000991	0.0637211	9880.747883	15348.7762	0.6437483	-0.635431378	brain abundant, membrane attached signal protein 1
851	1556579_s_at	IGSF10	0.0009918	0.0637211	170.3665489	398.0972547	0.4279521	-1.224478768	immunoglobulin superfamily, member 10
852	224145_s_at	SPTBN4	0.0009952	0.0638645	82.0717757	37.5979392	2.1828796	1.126232559	spectrin, beta, non-erythrocytic 4
853	210705_s_at	TRIM5	0.0009967	0.0638858	834.5979423	587.9284258	1.4195571	0.505440881	tripartite motif-containing 5
854	202374_s_at	RAB3GAP2	0.0009997	0.0639385	751.6523792	1251.746835	0.6004827	-0.735805413	RAB3 GTPase activating protein subunit 2 (non-catalytic)
