Rank	Parametric p-value	FDR	Geom mean of intensities in Controls	Geom mean of intensities 1.25 Gy	Geom mean of intensities 3.75 Gy	Unique id	Description	Gene symbol
153	0.0000001	0.0000122	16870.59525	22904.9733	35761.10784	A_23_P134176	Homo sapiens superoxide dismutase 2, mitochondrial (SOD2), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA [NM_001024465]	SOD2
154	0.0000001	0.0000122	189.3174097	409.871254	611.9416349	A_23_P34915	Homo sapiens activating transcription factor 3 (ATF3), transcript variant 4, mRNA [NM_001040619]	ATF3
155	0.0000001	0.0000122	1550.307016	881.5425721	592.1881304	A_23_P215956	Homo sapiens v-myc myelocytomatosis viral oncogene homolog (avian) (MYC), mRNA [NM_002467]	MYC
156	0.0000001	0.0000122	169.8256242	310.9169462	433.2379815	A_23_P251002	Unknown	A_23_P251002
157	0.0000001	0.0000122	437.6188482	325.3372998	180.1288481	A_32_P114284	Homo sapiens IKAROS family zinc finger 2 (Helios) (IKZF2), transcript variant 2, mRNA [NM_001079526]	IKZF2
158	0.0000001	0.0000122	9.6702649	19.9744969	44.3951382	A_23_P328259	Homo sapiens KIAA1727 protein (KIAA1727), mRNA [NM_033393]	KIAA1727
159	0.0000001	0.0000122	6976.144328	8980.894861	14542.37971	A_24_P8721	Homo sapiens histone cluster 2, H2ac (HIST2H2AC), mRNA [NM_003517]	HIST2H2AC
160	0.0000001	0.0000122	227.6739815	317.147017	414.6048487	A_24_P54879	Homo sapiens scavenger receptor class B, member 2 (SCARB2), mRNA [NM_005506]	SCARB2
161	0.0000001	0.0000122	51.7004791	33.0318706	110.6999808	A_24_P693986	Homo sapiens hypothetical LOC388610 (LOC388610), mRNA [NM_001013642]	LOC388610
162	0.0000001	0.0000122	106.1954627	77.8977345	46.4397339	A_23_P348146	Homo sapiens SLAIN motif family, member 1 (SLAIN1), transcript variant 1, mRNA [NM_001040153]	SLAIN1
163	0.0000002	0.0000219	994.2034153	1285.49002	1698.467574	A_23_P112634	Homo sapiens chromosome 4 open reading frame 34 (C4orf34), mRNA [NM_174921]	C4orf34
164	0.0000002	0.0000219	609.4513277	551.0995622	1163.829601	A_23_P203419	Homo sapiens fatty acid desaturase 1 (FADS1), mRNA [NM_013402]	FADS1
165	0.0000002	0.0000219	3122.86897	1785.452857	1143.23817	A_23_P156218	Homo sapiens granzyme K (granzyme 3; tryptase II) (GZMK), mRNA [NM_002104]	GZMK
166	0.0000002	0.0000219	3427.4679	2062.531211	1549.37627	A_23_P114299	Homo sapiens chemokine (C-X-C motif) receptor 3 (CXCR3), mRNA [NM_001504]	CXCR3
167	0.0000002	0.0000219	1455.281806	956.511854	865.0493604	A_23_P213153	Homo sapiens heterogeneous nuclear ribonucleoprotein D-like (HNRPDL), transcript variant 2, mRNA [NM_031372]	HNRPDL
168	0.0000002	0.0000219	1031.009392	2024.106483	1332.779647	A_24_P185516	ALU1_HUMAN (P39188) Alu subfamily J sequence contamination warning entry, partial (5%) [THC2662610]	THC2662610
169	0.0000002	0.0000219	104.7368495	78.1135723	50.2281431	A_23_P404965	Homo sapiens cDNA FLJ37752 fis, clone BRHIP2023309. [AK095071]	LOC285831
170	0.0000002	0.0000219	51.879296	40.6216938	25.6945376	A_23_P329212	Homo sapiens v-ets erythroblastosis virus E26 oncogene homolog 1 (avian) (ETS1), mRNA [NM_005238]	ETS1
171	0.0000002	0.0000219	211.3055714	555.7198532	263.2087789	A_23_P253602	Homo sapiens BMX non-receptor tyrosine kinase (BMX), mRNA [NM_001721]	BMX
172	0.0000002	0.0000219	4200.711721	5849.647962	6372.275171	A_23_P218463	Homo sapiens SERTA domain containing 1 (SERTAD1), mRNA [NM_013376]	SERTAD1
173	0.0000002	0.0000219	284.7049846	198.5703493	128.8184836	A_23_P82478	Homo sapiens pseudouridylate synthase 7 homolog (S. cerevisiae) (PUS7), mRNA [NM_019042]	PUS7
174	0.0000002	0.0000219	87.3958056	128.7627697	126.6026812	A_23_P136172	Homo sapiens transmembrane protein 68 (TMEM68), mRNA [NM_152417]	TMEM68
175	0.0000002	0.0000219	2703.834766	4059.436845	4900.232166	A_23_P145238	Homo sapiens histone cluster 1, H2bk (HIST1H2BK), mRNA [NM_080593]	HIST1H2BK
176	0.0000002	0.0000219	112.7171898	174.464531	307.331776	A_23_P430800	Homo sapiens coiled-coil domain containing 17 (CCDC17), mRNA [NM_152500]	CCDC17
177	0.0000002	0.0000219	7451.654318	5297.84361	3837.633466	A_23_P44105	Homo sapiens linker for activation of T cells (LAT), transcript variant 1, mRNA [NM_014387]	LAT
178	0.0000002	0.0000219	185.0906422	165.003022	327.9946512	A_23_P365614	Homo sapiens Notch homolog 4 (Drosophila) (NOTCH4), mRNA [NM_004557]	NOTCH4
179	0.0000002	0.0000219	261.8426879	481.4910036	641.0497352	A_23_P5392	Homo sapiens tumor protein p53 inducible protein 3 (TP53I3), transcript variant 1, mRNA [NM_004881]	TP53I3
180	0.0000002	0.0000219	20418.18624	12476.29804	9713.662013	A_23_P352861	Homo sapiens T cell receptor beta variable 5-4, mRNA (cDNA clone MGC:40031 IMAGE:5217067), complete cds. [BC028083]	TRBV5-4
181	0.0000003	0.0000309	377.1734347	560.6655018	888.2590671	A_24_P55148	Homo sapiens histone cluster 1, H2bj (HIST1H2BJ), mRNA [NM_021058]	HIST1H2BJ
182	0.0000003	0.0000309	803.9014411	549.5016681	360.3723358	A_23_P132874	Homo sapiens chromosome 3 open reading frame 26 (C3orf26), mRNA [NM_032359]	C3orf26
183	0.0000003	0.0000309	481.3812438	390.5688681	284.8776945	A_23_P354297	Homo sapiens CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae) (CHTF18), mRNA [NM_022092]	CHTF18
184	0.0000003	0.0000309	7286.353668	10194.71593	13045.51427	A_23_P29248	Homo sapiens thiosulfate sulfurtransferase (rhodanese) (TST), nuclear gene encoding mitochondrial protein, mRNA [NM_003312]	TST
185	0.0000003	0.0000309	17113.53623	34951.91212	10312.72561	A_23_P40174	Homo sapiens matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase) (MMP9), mRNA [NM_004994]	MMP9
186	0.0000003	0.0000309	339.7398464	203.258515	163.505282	A_24_P546003	full-length cDNA clone CS0DD006YM23 of Neuroblastoma Cot 50-normalized of Homo sapiens (human). [CR609843]	CR609843
187	0.0000003	0.0000309	423.5248495	212.7725933	711.4251019	A_23_P159237	Homo sapiens G protein-coupled receptor 20 (GPR20), mRNA [NM_005293]	GPR20
188	0.0000003	0.0000309	1294.408175	1830.309046	1984.514862	A_23_P162589	Homo sapiens vitamin D (1,25- dihydroxyvitamin D3) receptor (VDR), transcript variant 2, mRNA [NM_001017535]	VDR
189	0.0000003	0.0000309	163.7700604	292.8329358	313.1653042	A_24_P241815	Homo sapiens jun B proto-oncogene (JUNB), mRNA [NM_002229]	JUNB
190	0.0000003	0.0000309	79.2881184	117.3545917	164.8061079	A_23_P51136	Homo sapiens ras homolog gene family, member B (RHOB), mRNA [NM_004040]	RHOB
191	0.0000003	0.0000309	221.7974802	128.9287505	113.838675	A_24_P64039	Homo sapiens adaptor-related protein complex 3, mu 2 subunit (AP3M2), mRNA [NM_006803]	AP3M2
192	0.0000004	0.0000375	48.4196056	61.246312	81.1647719	A_24_P798431	Unknown	A_24_P798431
193	0.0000004	0.0000375	338.6092783	179.7962626	135.0197047	A_32_P190951	Ig heavy chain V-I region HG3 precursor. [Source:Uniprot/SWISSPROT;Acc:P01743] [ENST00000379884]	ENST00000379884
194	0.0000004	0.0000375	553.851937	810.7031484	986.2202675	A_23_P503010	Homo sapiens solute carrier family 24 (sodium/potassium/calcium exchanger), member 4 (SLC24A4), transcript variant 1, mRNA [NM_153646]	SLC24A4
195	0.0000004	0.0000375	734.0088991	487.9404503	344.9466324	A_23_P58132	Homo sapiens ras homolog gene family, member H (RHOH), mRNA [NM_004310]	RHOH
196	0.0000004	0.0000375	122.9294967	83.1081472	45.7987574	A_23_P127525	Homo sapiens v-ets erythroblastosis virus E26 oncogene homolog 1 (avian) (ETS1), mRNA [NM_005238]	ETS1
197	0.0000004	0.0000375	18814.68038	13124.39112	9950.960689	A_23_P53476	Homo sapiens lactate dehydrogenase B (LDHB), mRNA [NM_002300]	LDHB
198	0.0000004	0.0000375	492.9823861	728.1759952	721.6953018	A_23_P431939	Homo sapiens major histocompatibility complex, class I-related (MR1), mRNA [NM_001531]	MR1
199	0.0000004	0.0000375	111.5096827	257.2868781	220.2361092	A_23_P106602	Homo sapiens cysteine-rich secretory protein LCCL domain containing 2 (CRISPLD2), mRNA [NM_031476]	CRISPLD2
200	0.0000004	0.0000375	80.7764521	43.3071982	31.529732	A_23_P93988	Homo sapiens Rho guanine nucleotide exchange factor (GEF) 5 (ARHGEF5), mRNA [NM_005435]	ARHGEF5
201	0.0000004	0.0000375	127.377928	74.1901075	48.6190347	A_24_P936171	Homo sapiens agmatine ureohydrolase (agmatinase) (AGMAT), mRNA [NM_024758]	AGMAT
202	0.0000004	0.0000375	104.6661115	78.4240968	47.0318787	A_23_P37391	Homo sapiens chromosome 14 open reading frame 65, mRNA (cDNA clone MGC:117455 IMAGE:5139193), complete cds. [BC110042]	C14orf65
203	0.0000004	0.0000375	133.047633	100.8949865	236.8688048	A_24_P459739	Homo sapiens, clone IMAGE:4852110, mRNA. [BC015776]	BC015776
204	0.0000004	0.0000375	3660.337406	5863.76042	6402.887962	A_23_P22433	Homo sapiens retinitis pigmentosa 2 (X-linked recessive) (RP2), mRNA [NM_006915]	RP2
205	0.0000004	0.0000375	13.0191812	23.5032688	61.2709557	A_24_P53778	Homo sapiens intelectin 2 (ITLN2), mRNA [NM_080878]	ITLN2
206	0.0000004	0.0000375	511.924813	392.2234909	244.28434	A_23_P21706	Homo sapiens CTP synthase (CTPS), mRNA [NM_001905]	CTPS
207	0.0000004	0.0000375	1308.38386	2335.856346	1825.384503	A_23_P69810	Homo sapiens lysophosphatidic acid acyltransferase theta (LPAAT-THETA), mRNA [NM_032717]	LPAAT-THETA
208	0.0000004	0.0000375	267.3904672	176.977103	124.4068683	A_32_P172114	BE044472 ho46b03.x1 Soares_NFL_T_GBC_S1 Homo sapiens cDNA clone IMAGE:3040397 3, mRNA sequence [BE044472]	BE044472
209	0.0000004	0.0000375	174.1661525	252.7029295	316.3066229	A_24_P410363	Homo sapiens egl nine homolog 1 (C. elegans) (EGLN1), mRNA [NM_022051]	EGLN1
210	0.0000004	0.0000375	30.928	19.0630619	12.1624454	A_24_P626931	Homo sapiens chromosome 6 open reading frame 157 (C6orf157), mRNA [NM_198920]	C6orf157
211	0.0000005	0.0000452	87.2215712	137.8259547	166.9505837	A_24_P152345	PREDICTED: Homo sapiens similar to Histone H2B 291B (LOC391566), mRNA [XR_018583]	LOC391566
212	0.0000005	0.0000452	15.7017398	34.8856948	63.1814092	A_23_P133842	Homo sapiens histone cluster 1, H1t (HIST1H1T), mRNA [NM_005323]	HIST1H1T
213	0.0000005	0.0000452	1749.810171	1128.44302	752.0637882	A_23_P340019	Homo sapiens NLR family, CARD domain containing 3 (NLRC3), mRNA [NM_178844]	NLRC3
214	0.0000005	0.0000452	288.1994217	213.7939048	161.7391238	A_23_P420373	Homo sapiens DNA (cytosine-5-)-methyltransferase 3 alpha (DNMT3A), transcript variant 4, mRNA [NM_175630]	DNMT3A
215	0.0000005	0.0000452	130.9076828	183.1051292	242.1737356	A_23_P348121	Homo sapiens FOS-like antigen 2 (FOSL2), mRNA [NM_005253]	FOSL2
216	0.0000005	0.0000452	263.8697291	187.7174245	126.9155672	A_23_P62764	Homo sapiens coiled-coil domain containing 28B (CCDC28B), mRNA [NM_024296]	CCDC28B
217	0.0000005	0.0000452	414.4923948	383.9645065	811.2519514	A_24_P130041	Homo sapiens cytochrome P450, family 51, subfamily A, polypeptide 1 (CYP51A1), mRNA [NM_000786]	CYP51A1
218	0.0000005	0.0000452	815.9085951	663.0033513	433.1269495	A_24_P673968	tetratricopeptide repeat domain 22 [Source:RefSeq_peptide;Acc:NP_060374] [ENST00000371276]	ENST00000371276
219	0.0000006	0.000051	1644.606146	1141.284745	722.6690855	A_24_P169234	Homo sapiens zeta-chain (TCR) associated protein kinase 70kDa (ZAP70), transcript variant 1, mRNA [NM_001079]	ZAP70
220	0.0000006	0.000051	24161.25368	48947.2138	23333.64499	A_23_P2793	Homo sapiens arachidonate 5-lipoxygenase-activating protein (ALOX5AP), mRNA [NM_001629]	ALOX5AP
221	0.0000006	0.000051	57.8600805	29.8934303	92.6195045	A_23_P163697	Homo sapiens synaptotagmin XVII (SYT17), mRNA [NM_016524]	SYT17
222	0.0000006	0.000051	3809.295228	7058.91271	5570.881844	A_24_P71468	Homo sapiens glutaminyl-peptide cyclotransferase (glutaminyl cyclase) (QPCT), mRNA [NM_012413]	QPCT
223	0.0000006	0.000051	1127.659266	1808.091195	2070.467372	A_24_P252785	Homo sapiens phosphatase and tensin homolog (mutated in multiple advanced cancers 1) (PTEN), mRNA [NM_000314]	PTEN
224	0.0000006	0.000051	354.7164313	230.3745484	177.3240756	A_23_P102471	Homo sapiens mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli) (MSH2), mRNA [NM_000251]	MSH2
225	0.0000006	0.000051	1898.989856	1736.172575	2981.440855	A_23_P500614	Homo sapiens tumor necrosis factor receptor superfamily, member 8 (TNFRSF8), transcript variant 1, mRNA [NM_001243]	TNFRSF8
226	0.0000006	0.000051	53.6804578	50.2852525	113.8766481	A_23_P257716	Homo sapiens cytochrome P450, family 51, subfamily A, polypeptide 1 (CYP51A1), mRNA [NM_000786]	CYP51A1
227	0.0000006	0.000051	383.9297144	205.5130782	179.3897533	A_24_P241318	Homo sapiens WD repeat domain 21A (WDR21A), transcript variant 2, mRNA [NM_181340]	WDR21A
228	0.0000006	0.000051	1415.134999	1074.723863	723.3198413	A_23_P145694	Homo sapiens asparagine synthetase (ASNS), transcript variant 2, mRNA [NM_001673]	ASNS
229	0.0000006	0.000051	158.2919773	180.8065923	312.6971952	A_32_P144390	Q71RG2_HUMAN (Q71RG2) FP2860, partial (26%) [THC2637686]	THC2637686
230	0.0000006	0.000051	187.5378619	123.1407623	69.5139633	A_23_P103720	Homo sapiens agmatine ureohydrolase (agmatinase) (AGMAT), mRNA [NM_024758]	AGMAT
231	0.0000006	0.000051	739.9516492	486.0354291	327.268288	A_23_P354146	Homo sapiens IL2-inducible T-cell kinase (ITK), mRNA [NM_005546]	ITK
232	0.0000006	0.000051	1114.702319	2026.934107	1926.621143	A_23_P99163	Homo sapiens damage-regulated autophagy modulator (DRAM), mRNA [NM_018370]	DRAM
233	0.0000007	0.0000575	9.6594596	15.86166	27.6660593	A_32_P143496	H81180 yu99a12.s1 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGE:241342 3 similar to gb:X57138_rna1 HISTONE H2B.2 (HUMAN);, mRNA sequence [H81180]	H81180
234	0.0000007	0.0000575	32.2250504	46.3209178	105.7013471	A_23_P40611	Homo sapiens transcobalamin II; macrocytic anemia (TCN2), mRNA [NM_000355]	TCN2
235	0.0000007	0.0000575	70.1424155	159.0132581	92.7038801	A_23_P369502	Homo sapiens peptidyl arginine deiminase, type IV (PADI4), mRNA [NM_012387]	PADI4
236	0.0000007	0.0000575	66.1483748	114.9327179	124.1514981	A_23_P78244	Homo sapiens cDNA clone IMAGE:6141118, partial cds. [BC053363]	BC053363
237	0.0000007	0.0000575	76.8975973	77.919937	133.1510992	A_24_P94351	Homo sapiens chromosome 1 open reading frame 56 (C1orf56), mRNA [NM_017860]	C1orf56
238	0.0000007	0.0000575	3091.650135	2051.647155	1397.182625	A_23_P103361	Homo sapiens lymphocyte-specific protein tyrosine kinase (LCK), transcript variant 2, mRNA [NM_005356]	LCK
239	0.0000007	0.0000575	1555.585211	1086.961766	693.838573	A_23_P124642	Homo sapiens RAS guanyl releasing protein 1 (calcium and DAG-regulated) (RASGRP1), mRNA [NM_005739]	RASGRP1
240	0.0000007	0.0000575	95.1959134	59.3730718	56.3800597	A_32_P193792	Homo sapiens HSPC090 mRNA, partial cds. [AF161353]	AF161353
241	0.0000008	0.0000649	440.8573445	319.2716646	185.2548209	A_23_P401238	DDHD domain containing 2 [Source:RefSeq_peptide;Acc:NP_056029] [ENST00000319246]	DDHD2
242	0.0000008	0.0000649	1957.204931	1194.193965	1019.88781	A_23_P114057	Homo sapiens sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C (SEMA4C), mRNA [NM_017789]	SEMA4C
243	0.0000008	0.0000649	1570.059344	2418.237833	3285.80637	A_23_P343935	Homo sapiens egl nine homolog 1 (C. elegans) (EGLN1), mRNA [NM_022051]	EGLN1
244	0.0000009	0.0000707	2215.111051	4375.810128	4272.946347	A_23_P79518	Homo sapiens interleukin 1, beta (IL1B), mRNA [NM_000576]	IL1B
245	0.0000009	0.0000707	1322.346079	736.601168	568.7611914	A_23_P201731	Homo sapiens TNF receptor-associated factor 5 (TRAF5), transcript variant 1, mRNA [NM_004619]	TRAF5
246	0.0000009	0.0000707	195.7001734	157.0740755	117.0652657	A_24_P829107	full-length cDNA clone CS0DL007YK20 of B cells (Ramos cell line) Cot 25-normalized of Homo sapiens (human). [CR620892]	CR620892
247	0.0000009	0.0000707	58.9262744	35.1635228	22.7795293	A_23_P337262	Homo sapiens adenomatosis polyposis coli down-regulated 1 (APCDD1), mRNA [NM_153000]	APCDD1
248	0.0000009	0.0000707	69.5389887	100.6181443	114.2703984	A_23_P305692	Homo sapiens ELMO/CED-12 domain containing 2 (ELMOD2), mRNA [NM_153702]	ELMOD2
249	0.0000009	0.0000707	142.6628407	220.6708927	278.3929663	A_23_P345581	Homo sapiens FOS-like antigen 2 (FOSL2), mRNA [NM_005253]	FOSL2
250	0.0000009	0.0000707	126.9543846	89.0061405	65.1445076	A_23_P429184	Homo sapiens glucosamine-phosphate N-acetyltransferase 1 (GNPNAT1), mRNA [NM_198066]	GNPNAT1
251	0.0000009	0.0000707	62.2162351	45.6440111	24.7687824	A_24_P396753	Homo sapiens tribbles homolog 2 (Drosophila) (TRIB2), mRNA [NM_021643]	TRIB2
252	0.000001	0.0000773	271.4951372	348.2482508	473.1761763	A_24_P88763	Homo sapiens lysyl oxidase-like 3 (LOXL3), mRNA [NM_032603]	LOXL3
253	0.000001	0.0000773	26.0617814	16.3318004	9.779397	A_23_P363472	NEDD4 family-interacting protein 2 (NEDD4 WW domain-binding protein 5A) (Putative MAPK-activating protein PM04/PM05/PM06/PM07) (Putative NF-kappa-B-activating protein 413). [Source:Uniprot/SWISSPROT;Acc:Q9NV92] [ENST00000377116]	ENST00000377116
254	0.000001	0.0000773	1844.235227	1492.512212	1245.788522	A_23_P95764	Homo sapiens phosphoribosyl pyrophosphate synthetase 1 (PRPS1), mRNA [NM_002764]	PRPS1
255	0.000001	0.0000773	8994.80641	10671.48226	15913.52252	A_23_P61823	Homo sapiens RAB24, member RAS oncogene family (RAB24), transcript variant 1, mRNA [NM_001031677]	RAB24
256	0.0000011	0.000083	40.4075538	20.5448501	13.3893213	A_24_P916364	Homo sapiens cDNA: FLJ21960 fis, clone HEP05517. [AK025613]	AK025613
257	0.0000011	0.000083	1309.928206	2028.962356	2860.397858	A_24_P88690	Homo sapiens solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1 (SLC11A1), mRNA [NM_000578]	SLC11A1
258	0.0000011	0.000083	2319.55024	3934.951075	3652.349904	A_32_P129894	Multiple epidermal growth factor-like domains 9 precursor (EGF-like domain-containing protein 5) (Multiple EGF-like domain protein 5). [Source:Uniprot/SWISSPROT;Acc:Q9H1U4] [ENST00000373930]	ENST00000373930
259	0.0000011	0.000083	1706.269859	2589.900402	3048.046496	A_24_P322741	Homo sapiens interleukin 10 receptor, beta (IL10RB), mRNA [NM_000628]	IL10RB
260	0.0000011	0.000083	1536.019997	806.4210981	579.6940627	A_23_P398294	Homo sapiens huntingtin interacting protein 1 related (HIP1R), mRNA [NM_003959]	HIP1R
261	0.0000011	0.000083	588.4024029	429.7735919	267.0313493	A_23_P50678	Homo sapiens megakaryocyte-associated tyrosine kinase (MATK), transcript variant 1, mRNA [NM_139355]	MATK
262	0.0000012	0.0000879	41976.10149	57661.70961	74207.9048	A_23_P120153	Homo sapiens ring finger protein 149 (RNF149), mRNA [NM_173647]	RNF149
263	0.0000012	0.0000879	1885.813131	3818.95858	3921.499654	A_23_P330561	Homo sapiens chromosome 19 open reading frame 59 (C19orf59), mRNA [NM_174918]	C19orf59
264	0.0000012	0.0000879	14951.15352	19128.02003	24459.59349	A_23_P208493	Homo sapiens leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2 (LILRB2), mRNA [NM_005874]	LILRB2
265	0.0000012	0.0000879	221.3789643	345.5228142	317.6514412	A_24_P337397	Homo sapiens ankyrin repeat, family A (RFXANK-like), 2 (ANKRA2), mRNA [NM_023039]	ANKRA2
266	0.0000012	0.0000879	62.6098457	96.3150918	185.9358694	A_23_P390157	Homo sapiens advillin (AVIL), mRNA [NM_006576]	AVIL
267	0.0000012	0.0000879	452.0707427	303.4088505	216.9361448	A_23_P212568	Homo sapiens T cell receptor associated transmembrane adaptor 1 (TRAT1), mRNA [NM_016388]	TRAT1
268	0.0000012	0.0000879	67.0021882	102.8718324	116.3692508	A_32_P108748	AF235023 chromosome condensation protein G {Homo sapiens} (exp=0; wgp=1; cg=0), partial (3%) [THC2534530]	THC2534530
269	0.0000012	0.0000879	110.8553135	178.7384747	199.5065891	A_32_P180435	Homo sapiens hypothetical LOC441257 (LOC441257), mRNA [NM_001023562]	LOC441257
270	0.0000013	0.0000935	93.4431007	72.0519683	39.6065321	A_23_P92441	Homo sapiens MAD2 mitotic arrest deficient-like 1 (yeast) (MAD2L1), mRNA [NM_002358]	MAD2L1
271	0.0000013	0.0000935	495.9424923	375.7761085	198.0894193	A_23_P122906	Homo sapiens autism susceptibility candidate 2 (AUTS2), mRNA [NM_015570]	AUTS2
272	0.0000013	0.0000935	3326.910343	2215.781788	1510.917031	A_23_P98410	Homo sapiens CD3g molecule, gamma (CD3-TCR complex) (CD3G), mRNA [NM_000073]	CD3G
273	0.0000013	0.0000935	264.3527099	172.5866909	129.3023128	A_32_P168756	AA714039 nx81g06.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1268698 3, mRNA sequence [AA714039]	AA714039
274	0.0000013	0.0000935	153.7788361	276.6715684	347.6413184	A_24_P514678	DB728175 RIKEN full-length enriched human cDNA library, hypothalamus Homo sapiens cDNA clone H033001B22 3, mRNA sequence [DB728175]	DB728175
275	0.0000014	0.0000975	1085.532449	1559.699782	2305.781542	A_23_P139066	Homo sapiens ring finger protein 141 (RNF141), mRNA [NM_016422]	RNF141
276	0.0000014	0.0000975	73.9804389	85.9158134	152.3053408	A_24_P940166	Homo sapiens 3-phosphoadenosine 5-phosphosulfate synthase 2 (PAPSS2), transcript variant 2, mRNA [NM_001015880]	PAPSS2
277	0.0000014	0.0000975	171.1729865	95.8287663	70.9802605	A_23_P147224	Ig gamma-1 chain C region. [Source:Uniprot/SWISSPROT;Acc:P01857] [ENST00000361266]	ENST00000361266
278	0.0000014	0.0000975	803.7964653	758.2544387	1123.812852	A_23_P141126	Homo sapiens galactokinase 1 (GALK1), mRNA [NM_000154]	GALK1
279	0.0000014	0.0000975	597.526398	324.8751063	261.7505939	A_23_P43369	Homo sapiens signaling threshold regulating transmembrane adaptor 1 (SIT1), mRNA [NM_014450]	SIT1
280	0.0000014	0.0000975	358.0326722	502.5065689	969.5002081	A_23_P53257	Homo sapiens mRNA; cDNA DKFZp779O1812 (from clone DKFZp779O1812). [BX647344]	AVIL
281	0.0000014	0.0000975	2973.360493	2006.218176	1612.183089	A_23_P200203	Homo sapiens enoyl Coenzyme A hydratase domain containing 2 (ECHDC2), mRNA [NM_018281]	ECHDC2
282	0.0000014	0.0000975	599.3905437	362.5721585	311.7926245	A_23_P370035	Homo sapiens WD repeat domain 21A (WDR21A), transcript variant 2, mRNA [NM_181340]	WDR21A
283	0.0000014	0.0000975	51.0475791	41.7073211	27.7363819	A_23_P215883	Homo sapiens neurocalcin delta (NCALD), transcript variant 7, mRNA [NM_001040630]	NCALD
