Accession No.	Gene Symbol	Exon.ID	logFC	t	P.Value	adj.P.Val	B	Transcript.ID	gene_assignment
NM_016545	IER5	2370370	0.309905309	5.145094662	9.55893E-05	0.534375388	-1.298905062	2370355	NM_016545 // IER5 // immediate early response 5 // 1q25.3 // 51278 /// ENST00000367577 // IER5 // immediate early response 5 // 1q25.3 // 51278 /// BC000128 // IER5 // immediate early response 5 // 1q25.3 // 51278 /// AF178984 // IER5 // immediate early response 5 // 1q25.3 // 51278 /// AJ251089 // IER5 // immediate early response 5 // 1q25.3 // 51278
NM_002389	CD46	2377474	0.34443759	5.10856471	0.000102877	0.553914182	-1.323989713	2377427	NM_002389 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// NM_172351 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// NM_172354 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// NM_172359 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// NM_172352 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// NM_172355 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// NM_153826 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// NM_172360 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// NM_172358 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// NM_172357 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// NM_172353 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// NM_172356 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// NM_172361 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// NM_172350 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// NM_175710 // CR1L // complement component (3b/4b) receptor 1-like // 1q32.1 // 1379 /// ENST00000358170 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// ENST00000367042 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// ENST00000391917 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// ENST00000322875 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// ENST00000367041 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// ENST00000354848 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// ENST00000361067 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// ENST00000391915 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// ENST00000357714 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// ENST00000360212 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// ENST00000322918 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// ENST00000391914 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// ENST00000391913 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// ENST00000391912 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// BC109190 // CR1L // complement component (3b/4b) receptor 1-like // 1q32.1 // 1379 /// ENST00000367047 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179 /// BX537451 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 4179
NM_000121	EPOR	3850875	0.412369342	5.098685367	0.000104944	0.553914182	-1.330806548	3850859	NM_000121 // EPOR // erythropoietin receptor // 19p13.3-p13.2 // 2057 /// NM_001035223 // RGL3 // ral guanine nucleotide dissociation stimulator-like 3 // 19p13.2 // 57139 /// ENST00000380456 // RGL3 // ral guanine nucleotide dissociation stimulator-like 3 // 19p13.2 // 57139 /// ENST00000222139 // EPOR // erythropoietin receptor // 19p13.3-p13.2 // 2057 /// BC014426 // RGL3 // ral guanine nucleotide dissociation stimulator-like 3 // 19p13.2 // 57139 /// ENST00000393423 // RGL3 // ral guanine nucleotide dissociation stimulator-like 3 // 19p13.2 // 57139 /// ENST00000342684 // RGL3 // ral guanine nucleotide dissociation stimulator-like 3 // 19p13.2 // 57139 /// BC019092 // EPOR // erythropoietin receptor // 19p13.3-p13.2 // 2057
BC037221	C12orf34	3431294	0.479136643	5.095846219	0.000105546	0.553914182	-1.332768173	3431247	BC037221 // C12orf34 // chromosome 12 open reading frame 34 // 12q24.11 // 84915 /// ENST00000358906 // C12orf34 // chromosome 12 open reading frame 34 // 12q24.11 // 84915 /// BC020193 // C12orf34 // chromosome 12 open reading frame 34 // 12q24.11 // 84915 /// AK027627 // C12orf34 // chromosome 12 open reading frame 34 // 12q24.11 // 84915
NM_002698	POU2F2	3863459	0.5530046	5.065173391	0.000112281	0.569537533	-1.354034329	3863435	NM_002698 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000389341 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// BC006101 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000292077 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452 /// ENST00000342301 // POU2F2 // POU class 2 homeobox 2 // 19q13.2 // 5452
NM_005906	MAK	2941663	0.530540361	5.062219717	0.000112953	0.569537533	-1.356089301	2941632	NM_005906 // MAK // male germ cell-associated kinase // 6p24 // 4117 /// ENST00000313243 // MAK // male germ cell-associated kinase // 6p24 // 4117 /// ENST00000354489 // MAK // male germ cell-associated kinase // 6p24 // 4117 /// BC039825 // MAK // male germ cell-associated kinase // 6p24 // 4117
NM_032818	C9orf100	3204705	-1.144502155	-5.033734102	0.000119645	0.590116564	-1.375972005	3204692	NM_032818 // C9orf100 // chromosome 9 open reading frame 100 // 9p13.3 // 84904 /// ENST00000378387 // C9orf100 // chromosome 9 open reading frame 100 // 9p13.3 // 84904 /// ENST00000343259 // C9orf100 // chromosome 9 open reading frame 100 // 9p13.3 // 84904 /// ENST00000378395 // C9orf100 // chromosome 9 open reading frame 100 // 9p13.3 // 84904 /// ENST00000378382 // C9orf100 // chromosome 9 open reading frame 100 // 9p13.3 // 84904 /// AY390225 // C9orf100 // chromosome 9 open reading frame 100 // 9p13.3 // 84904
NM_017851	PARP16	3629586	0.32021086	5.025621438	0.000121624	0.590116564	-1.381655896	3629567	NM_017851 // PARP16 // poly (ADP-ribose) polymerase family, member 16 // 15q22.31 // 54956 /// ENST00000261888 // PARP16 // poly (ADP-ribose) polymerase family, member 16 // 15q22.31 // 54956 /// BC006389 // PARP16 // poly (ADP-ribose) polymerase family, member 16 // 15q22.31 // 54956
NM_006763	BTG2	2375665	-0.737468008	-5.013979436	0.000124523	0.592822868	-1.389829039	2375664	NM_006763 // BTG2 // BTG family, member 2 // 1q32 // 7832 /// ENST00000290551 // BTG2 // BTG family, member 2 // 1q32 // 7832 /// U72649 // BTG2 // BTG family, member 2 // 1q32 // 7832
NM_014454	SESN1	2968665	0.357044624	5.005061374	0.000126792	0.592822868	-1.396103049	2968652	NM_014454 // SESN1 // sestrin 1 // 6q21 // 27244 /// ENST00000302071 // SESN1 // sestrin 1 // 6q21 // 27244 /// AF033120 // SESN1 // sestrin 1 // 6q21 // 27244 /// ENST00000356644 // SESN1 // sestrin 1 // 6q21 // 27244 /// ENST00000368971 // SESN1 // sestrin 1 // 6q21 // 27244
NM_018423	STYK1	3444235	0.668619677	4.974548968	0.000134882	0.608197476	-1.417655583	3444216	NM_018423 // STYK1 // serine/threonine/tyrosine kinase 1 // 12p13.2 // 55359 /// ENST00000075503 // STYK1 // serine/threonine/tyrosine kinase 1 // 12p13.2 // 55359 /// AF251059 // STYK1 // serine/threonine/tyrosine kinase 1 // 12p13.2 // 55359
NM_031459	SESN2	2327403	0.392466286	4.968360786	0.000136586	0.608197476	-1.422042966	2327391	NM_031459 // SESN2 // sestrin 2 // 1p35.3 // 83667 /// ENST00000253063 // SESN2 // sestrin 2 // 1p35.3 // 83667 /// AY123223 // SESN2 // sestrin 2 // 1p35.3 // 83667
NM_032982	CASP2	3029034	-0.689348955	-4.96623832	0.000137176	0.608197476	-1.423549051	3029030	NM_032982 // CASP2 // caspase 2, apoptosis-related cysteine peptidase (neural precursor cell expressed, developmentally down-regulated 2) // 7q34-q35 // 835 /// NM_032983 // CASP2 // caspase 2, apoptosis-related cysteine peptidase (neural precursor cell expressed, developmentally down-regulated 2) // 7q34-q35 // 835 /// ENST00000310447 // CASP2 // caspase 2, apoptosis-related cysteine peptidase (neural precursor cell expressed, developmentally down-regulated 2) // 7q34-q35 // 835 /// ENST00000392925 // CASP2 // caspase 2, apoptosis-related cysteine peptidase (neural precursor cell expressed, developmentally down-regulated 2) // 7q34-q35 // 835 /// U13022 // CASP2 // caspase 2, apoptosis-related cysteine peptidase (neural precursor cell expressed, developmentally down-regulated 2) // 7q34-q35 // 835 /// ENST00000350623 // CASP2 // caspase 2, apoptosis-related cysteine peptidase (neural precursor cell expressed, developmentally down-regulated 2) // 7q34-q35 // 835 /// ENST00000392923 // CASP2 // caspase 2, apoptosis-related cysteine peptidase (neural precursor cell expressed, developmentally down-regulated 2) // 7q34-q35 // 835
NM_002711	PPP1R3A	3068694	-0.452824155	-4.946876773	0.000142677	0.62186534	-1.437317794	3068688	NM_002711 // PPP1R3A // protein phosphatase 1, regulatory (inhibitor) subunit 3A // 7q31.1 // 5506 /// ENST00000284601 // PPP1R3A // protein phosphatase 1, regulatory (inhibitor) subunit 3A // 7q31.1 // 5506 /// ENST00000284602 // PPP1R3A // protein phosphatase 1, regulatory (inhibitor) subunit 3A // 7q31.1 // 5506 /// X78578 // PPP1R3A // protein phosphatase 1, regulatory (inhibitor) subunit 3A // 7q31.1 // 5506
NM_003933	BAIAP3	3643802	0.481531734	4.917938638	0.000151324	0.648563263	-1.457997466	3643752	NM_003933 // BAIAP3 // BAI1-associated protein 3 // 16p13.3 // 8938 /// ENST00000324385 // BAIAP3 // BAI1-associated protein 3 // 16p13.3 // 8938 /// ENST00000397489 // BAIAP3 // BAI1-associated protein 3 // 16p13.3 // 8938 /// ENST00000397488 // BAIAP3 // BAI1-associated protein 3 // 16p13.3 // 8938 /// AB018277 // BAIAP3 // BAI1-associated protein 3 // 16p13.3 // 8938
NM_020226	PRDM8	2733328	0.308769128	4.877560715	0.000164298	0.671817443	-1.487053818	2733287	NM_020226 // PRDM8 // PR domain containing 8 // 4q21 // 56978 /// NM_001099403 // PRDM8 // PR domain containing 8 // 4q21 // 56978 /// ENST00000339711 // PRDM8 // PR domain containing 8 // 4q21 // 56978 /// AK292137 // PRDM8 // PR domain containing 8 // 4q21 // 56978 /// ENST00000282699 // PRDM8 // PR domain containing 8 // 4q21 // 56978
NM_015062	PPRC1	3261464	0.575193158	4.875060761	0.000165138	0.671817443	-1.488860531	3261447	NM_015062 // PPRC1 // peroxisome proliferator-activated receptor gamma, coactivator-related 1 // 10q24.32 // 23082 /// ENST00000278070 // PPRC1 // peroxisome proliferator-activated receptor gamma, coactivator-related 1 // 10q24.32 // 23082 /// AF325193 // PPRC1 // peroxisome proliferator-activated receptor gamma, coactivator-related 1 // 10q24.32 // 23082 /// ENST00000370012 // PPRC1 // peroxisome proliferator-activated receptor gamma, coactivator-related 1 // 10q24.32 // 23082
NM_014078	MRPL13	3150811	-0.560871571	-4.871647059	0.000166292	0.671817443	-1.491329066	3150797	NM_014078 // MRPL13 // mitochondrial ribosomal protein L13 // 8q22.1-q22.3 // 28998 /// ENST00000306185 // MRPL13 // mitochondrial ribosomal protein L13 // 8q22.1-q22.3 // 28998 /// BC021744 // MRPL13 // mitochondrial ribosomal protein L13 // 8q22.1-q22.3 // 28998
NM_031459	SESN2	2327393	-0.50680536	-4.868977581	0.0001672	0.671817443	-1.493260602	2327391	NM_031459 // SESN2 // sestrin 2 // 1p35.3 // 83667 /// ENST00000253063 // SESN2 // sestrin 2 // 1p35.3 // 83667 /// AY123223 // SESN2 // sestrin 2 // 1p35.3 // 83667
NM_007018	CEP110	3187645	0.479346557	4.856064557	0.000171665	0.67914706	-1.502618494	3187577	NM_007018 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST00000373855 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST00000238341 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// AF513978 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST00000394385 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST00000394368 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST00000373850 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST00000373845 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST00000373847 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST00000373851 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST00000373865 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST00000373844 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064
NM_007135	ZNF79	3189850	-0.26435066	-4.830619305	0.000180825	0.704547202	-1.521128639	3189837	NM_007135 // ZNF79 // zinc finger protein 79 // 9q34 // 7633 /// ENST00000342483 // ZNF79 // zinc finger protein 79 // 9q34 // 7633 /// BC062309 // ZNF79 // zinc finger protein 79 // 9q34 // 7633
NM_016426	GTSE1	3949056	0.861469352	4.806630717	0.00018992	0.713772655	-1.538664556	3949055	NM_016426 // GTSE1 // G-2 and S-phase expressed 1 // 22q13.2-q13.3 // 51512 /// ENST00000361934 // GTSE1 // G-2 and S-phase expressed 1 // 22q13.2-q13.3 // 51512 /// BC075828 // GTSE1 // G-2 and S-phase expressed 1 // 22q13.2-q13.3 // 51512 /// ENST00000160874 // GTSE1 // G-2 and S-phase expressed 1 // 22q13.2-q13.3 // 51512
NM_001813	CENPE	2780180	-0.541167974	-4.804619107	0.000190704	0.713772655	-1.540138831	2780172	NM_001813 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062 /// ENST00000265148 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062 /// ENST00000394771 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062 /// ENST00000380026 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062
NM_000765	CYP3A7	3063471	1.068458284	4.793126974	0.000195244	0.713772655	-1.548572398	3063463	NM_000765 // CYP3A7 // cytochrome P450, family 3, subfamily A, polypeptide 7 // 7q21-q22.1 // 1551 /// ENST00000336374 // CYP3A7 // cytochrome P450, family 3, subfamily A, polypeptide 7 // 7q21-q22.1 // 1551 /// D00408 // CYP3A7 // cytochrome P450, family 3, subfamily A, polypeptide 7 // 7q21-q22.1 // 1551 /// ENST00000292414 // CYP3A7 // cytochrome P450, family 3, subfamily A, polypeptide 7 // 7q21-q22.1 // 1551
NM_024922	CES3	3665041	0.499189792	4.787389134	0.000197553	0.713772655	-1.552790262	3665029	NM_024922 // CES3 // carboxylesterase 3 (brain) // 16q22.1 // 23491 /// ENST00000303334 // CES3 // carboxylesterase 3 (brain) // 16q22.1 // 23491 /// ENST00000394037 // CES3 // carboxylesterase 3 (brain) // 16q22.1 // 23491 /// AK097538 // CES3 // carboxylesterase 3 (brain) // 16q22.1 // 23491
NM_005480	TROAP	3413905	-0.511460237	-4.775014457	0.000202627	0.713772655	-1.561902973	3413875	NM_005480 // TROAP // trophinin associated protein (tastin) // 12q13.12 // 10024 /// NM_001100620 // TROAP // trophinin associated protein (tastin) // 12q13.12 // 10024 /// ENST00000257909 // TROAP // trophinin associated protein (tastin) // 12q13.12 // 10024 /// ENST00000380327 // TROAP // trophinin associated protein (tastin) // 12q13.12 // 10024 /// U04810 // TROAP // trophinin associated protein (tastin) // 12q13.12 // 10024
NM_030919	FAM83D	3884904	-0.708801585	-4.770737115	0.000204412	0.713772655	-1.565057933	3884892	NM_030919 // FAM83D // family with sequence similarity 83, member D // 20q11.22-q12 // 81610 /// ENST00000217429 // FAM83D // family with sequence similarity 83, member D // 20q11.22-q12 // 81610 /// AK095660 // FAM83D // family with sequence similarity 83, member D // 20q11.22-q12 // 81610
NM_152888	COL22A1	3155672	0.797727719	4.768353337	0.000205414	0.713772655	-1.566817346	3155637	NM_152888 // COL22A1 // collagen, type XXII, alpha 1 // 8q24.23 // 169044 /// ENST00000303045 // COL22A1 // collagen, type XXII, alpha 1 // 8q24.23 // 169044 /// AF406780 // COL22A1 // collagen, type XXII, alpha 1 // 8q24.23 // 169044 /// ENST00000341807 // COL22A1 // collagen, type XXII, alpha 1 // 8q24.23 // 169044
NM_022767	ISG20L1	3607256	0.293168996	4.768109794	0.000205517	0.713772655	-1.566997146	3607232	NM_022767 // ISG20L1 // interferon stimulated exonuclease gene 20kDa-like 1 // 15q26.1 // 64782 /// ENST00000332810 // ISG20L1 // interferon stimulated exonuclease gene 20kDa-like 1 // 15q26.1 // 64782 /// BC020988 // ISG20L1 // interferon stimulated exonuclease gene 20kDa-like 1 // 15q26.1 // 64782 /// AF327352 // ISG20L1 // interferon stimulated exonuclease gene 20kDa-like 1 // 15q26.1 // 64782 /// ENST00000379231 // ISG20L1 // interferon stimulated exonuclease gene 20kDa-like 1 // 15q26.1 // 64782 /// AB209323 // ISG20L1 // interferon stimulated exonuclease gene 20kDa-like 1 // 15q26.1 // 64782
NM_032866	CGNL1	3595389	-0.582356651	-4.750723148	0.00021298	0.713772655	-1.579855179	3595315	NM_032866 // CGNL1 // cingulin-like 1 // 15q21.3 // 84952 /// ENST00000281282 // CGNL1 // cingulin-like 1 // 15q21.3 // 84952 /// AY274808 // CGNL1 // cingulin-like 1 // 15q21.3 // 84952
NM_006622	PLK2	2858053	-0.725961134	-4.750483404	0.000213085	0.713772655	-1.580032782	2858023	NM_006622 // PLK2 // polo-like kinase 2 (Drosophila) // 5q12.1-q13.2 // 10769 /// ENST00000274289 // PLK2 // polo-like kinase 2 (Drosophila) // 5q12.1-q13.2 // 10769 /// AF059617 // PLK2 // polo-like kinase 2 (Drosophila) // 5q12.1-q13.2 // 10769
NM_001001551	C9orf103	3176941	0.362497355	4.748398429	0.000213999	0.713772655	-1.581577686	3176933	NM_001001551 // C9orf103 // chromosome 9 open reading frame 103 // 9q21-q22 // 414328 /// ENST00000277124 // C9orf103 // chromosome 9 open reading frame 103 // 9q21-q22 // 414328 /// ENST00000376419 // C9orf103 // chromosome 9 open reading frame 103 // 9q21-q22 // 414328 /// ENST00000376417 // C9orf103 // chromosome 9 open reading frame 103 // 9q21-q22 // 414328 /// BC036421 // C9orf103 // chromosome 9 open reading frame 103 // 9q21-q22 // 414328
NM_001010887	ASAH3L	3164328	0.476958775	4.742737479	0.000216501	0.713772655	-1.585775433	3164312	NM_001010887 // ASAH3L // N-acylsphingosine amidohydrolase 3-like // 9p22.1 // 340485 /// ENST00000340967 // ASAH3L // N-acylsphingosine amidohydrolase 3-like // 9p22.1 // 340485 /// BC092487 // ASAH3L // N-acylsphingosine amidohydrolase 3-like // 9p22.1 // 340485 /// ENST00000380376 // ASAH3L // N-acylsphingosine amidohydrolase 3-like // 9p22.1 // 340485
NM_002392	MDM2	3421303	-0.957577471	-4.732435194	0.000221131	0.719808909	-1.593426678	3421300	NM_002392 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// NM_006878 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// NM_006881 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// NM_006882 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// NM_006879 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000393417 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000311440 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// AK290341 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000258149 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000350057 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000258148 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000393416 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000311420 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000358483 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000393415 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000356290 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000393413 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000393412 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000299252 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000393410 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000360430 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000348801 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// BC065505 // MGC5370 // hypothetical protein MGC5370 // 12q14.3 // 84825
