Affymetrix ID	log2_FC	log2_AveExpr	t	P-value	Adjusted p-value	logOdds_diffExpressed	FC	Symbol	Name
205361_s_at	-0.280585405	9.291414365	-4.129103318	0.00135915	0.023513929	-1.028181437	-1.214687671	PFDN4	prefoldin subunit 4
212217_at	-0.28047136	8.717415736	-5.436954771	0.000143744	0.005475307	1.208944969	-1.214591654	PREPL	prolyl endopeptidase-like
208549_x_at	-0.280236442	11.79982014	-4.645693089	0.00054484	0.012833694	-0.118490028	-1.214393894	NA	NA
218120_s_at	-0.280097086	9.116458084	-4.305971753	0.000990325	0.018748858	-0.713450045	-1.214276596	HMOX2	heme oxygenase (decycling) 2
219217_at	-0.280002521	9.472779716	-4.673020346	0.000519601	0.012409731	-0.071232734	-1.214197006	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial (putative)
202418_at	-0.279951512	9.654207367	-6.230256661	4.12537E-05	0.002589452	2.448082753	-1.214154077	YIF1A	Yip1 interacting factor homolog A (S. cerevisiae)
200957_s_at	-0.279750709	10.77239669	-5.026108968	0.000284054	0.008325151	0.530569172	-1.213985096	SSRP1	structure specific recognition protein 1
209165_at	-0.279656571	9.938927573	-5.552155736	0.000119258	0.004948474	1.394741562	-1.213905883	AATF	apoptosis antagonizing transcription factor
219598_s_at	-0.279510798	9.473700865	-6.073443383	5.2433E-05	0.002988434	2.210648848	-1.213783234	RWDD1	RWD domain containing 1
201725_at	-0.279372091	10.83350678	-5.485150926	0.000132911	0.005223383	1.286915145	-1.213666542	CDC123	cell division cycle 123 homolog (S. cerevisiae)
212783_at	-0.279302054	9.271130201	-4.126875821	0.00136461	0.023560698	-1.032164505	-1.213607624	RBBP6	retinoblastoma binding protein 6
218131_s_at	-0.279276652	10.40283366	-4.6541771	0.00053687	0.012713162	-0.103808481	-1.213586256	GATAD2A	GATA zinc finger domain containing 2A
203740_at	-0.279230836	9.910240505	-4.507857803	0.000693113	0.014765436	-0.358256178	-1.213547716	MPHOSPH6	M-phase phosphoprotein 6
221827_at	-0.279135084	9.390210167	-4.183893651	0.001231717	0.021866402	-0.930355043	-1.213467176	RBCK1	RanBP-type and C3HC4-type zinc finger containing 1
209042_s_at	-0.278847215	9.991691221	-5.033595728	0.000280492	0.008272803	0.543146422	-1.21322507	UBE2G2	ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog, yeast)
206554_x_at	-0.278552341	7.338597988	-4.563354162	0.00062891	0.013847831	-0.261441479	-1.212977122	SETMAR	SET domain and mariner transposase fusion gene
208840_s_at	-0.278244664	9.308121676	-4.818198311	0.000404533	0.010567974	0.178218382	-1.212718464	G3BP2	GTPase activating protein (SH3 domain) binding protein 2
200073_s_at	-0.278130665	11.18930345	-3.988908785	0.001751094	0.028132397	-1.279719378	-1.212622642	HNRNPD	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)
201073_s_at	-0.278077094	9.5655215	-6.589469497	2.41214E-05	0.001961671	2.978070275	-1.212577615	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1
208624_s_at	-0.277725673	8.987898434	-3.63833422	0.003327134	0.042486262	-1.914903008	-1.212282283	EIF4G1	eukaryotic translation initiation factor 4 gamma, 1
215772_x_at	-0.27769682	8.695585744	-3.886663376	0.002109174	0.031835495	-1.464167057	-1.212258038	SUCLG2	succinate-CoA ligase, GDP-forming, beta subunit
217754_at	-0.277692397	9.45055359	-4.793907091	0.000421754	0.010826823	0.136671565	-1.212254322	DDX56	DEAD (Asp-Glu-Ala-Asp) box polypeptide 56
215136_s_at	-0.277684458	9.144341073	-4.188296819	0.001222029	0.02178437	-0.922505741	-1.212247651	EXOSC8	exosome component 8
209233_at	-0.27754712	9.98968084	-4.475009027	0.000734297	0.01534928	-0.415733903	-1.212132256	EMG1	EMG1 nucleolar protein homolog (S. cerevisiae)
210076_x_at	-0.277344867	10.84008255	-5.015747782	0.000289063	0.008386981	0.5131502	-1.211962338	SERBP1	SERPINE1 mRNA binding protein 1
202491_s_at	-0.277312438	9.170084578	-4.205213248	0.001185533	0.021338628	-0.892367241	-1.211935095	IKBKAP	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein
208627_s_at	-0.277072929	13.0899452	-5.442881462	0.000142363	0.005441311	1.218551481	-1.211733913	YBX1	Y box binding protein 1
201475_x_at	-0.276962593	10.66784224	-3.809562172	0.002428446	0.034753853	-1.603738081	-1.211641244	MARS	methionyl-tRNA synthetase
201742_x_at	-0.276824191	11.52959483	-4.144108895	0.00132295	0.023012712	-1.001361376	-1.211525013	SRSF1	serine/arginine-rich splicing factor 1
201197_at	-0.27674969	9.838975696	-3.836319056	0.002312372	0.033832298	-1.555258604	-1.211462452	AMD1	adenosylmethionine decarboxylase 1
214661_s_at	-0.276682717	10.01190399	-5.945986253	6.38763E-05	0.003356973	2.014933254	-1.211406214	NOP14	NOP14 nucleolar protein homolog (yeast)
202483_s_at	-0.276567964	11.48768803	-6.227904608	4.14013E-05	0.002591417	2.444548809	-1.211309862	RANBP1	RAN binding protein 1
213128_s_at	-0.276447687	8.243430849	-3.584730531	0.0036735	0.045450636	-2.012579882	-1.21120888	UBE3A	ubiquitin protein ligase E3A
201572_x_at	-0.276371828	9.139196126	-3.733094448	0.002794261	0.038035742	-1.742516839	-1.211145194	DCTD	dCMP deaminase
221702_s_at	-0.276262671	9.367415071	-3.99694843	0.001725739	0.027825349	-1.265249929	-1.21105356	TM2D3	TM2 domain containing 3
201701_s_at	-0.275831056	8.301747117	-4.079085107	0.001487388	0.025127726	-1.11772917	-1.2106913	PGRMC2	progesterone receptor membrane component 2
200060_s_at	-0.275571408	11.06587526	-5.169795427	0.000223247	0.007220052	0.77057645	-1.210473426	RNPS1	RNA binding protein S1, serine-rich domain
204426_at	-0.275420378	8.26365477	-4.839005091	0.000390366	0.010269598	0.213743355	-1.210346713	TMED2	transmembrane emp24 domain trafficking protein 2
213400_s_at	-0.275417981	9.102890269	-4.940273503	0.000328463	0.009126393	0.385816355	-1.210344702	TBL1X	transducin (beta)-like 1X-linked
212591_at	-0.275371533	9.96264114	-4.115488898	0.00139288	0.023948731	-1.052532983	-1.210305736	RBM34	RNA binding motif protein 34
202396_at	-0.275037137	9.868346679	-3.823427727	0.002367568	0.034318413	-1.57861023	-1.210025236	TCERG1	transcription elongation regulator 1
204275_at	-0.275029004	8.350244364	-5.04704539	0.000274209	0.008188083	0.565721292	-1.210018415	SOLH	small optic lobes homolog (Drosophila)
208433_s_at	-0.274207736	9.087158341	-5.369117758	0.000160593	0.005828181	1.098620323	-1.209329796	LRP8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor
218281_at	-0.273849426	9.816753341	-4.484445548	0.000722212	0.015153522	-0.399209231	-1.209029483	MRPL48	mitochondrial ribosomal protein L48
215747_s_at	-0.273624239	9.124749763	-3.648182805	0.003267217	0.041985809	-1.896968416	-1.208840783	RCC1	regulator of chromosome condensation 1
208993_s_at	-0.273465943	8.648797959	-5.003998312	0.000294856	0.008464548	0.493379222	-1.208708153	PPIG	peptidylprolyl isomerase G (cyclophilin G)
209196_at	-0.273184719	9.187591996	-6.461663208	2.91377E-05	0.002156141	2.791711838	-1.208472563	WDR46	WD repeat domain 46
202309_at	-0.273000555	10.08016299	-4.066961409	0.001520313	0.025490693	-1.139467755	-1.208318309	MTHFD1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase
219068_x_at	-0.272910602	9.56036527	-5.609308546	0.000108781	0.00470672	1.486186016	-1.208242971	ATAD3A	ATPase family, AAA domain containing 3A
203630_s_at	-0.272899406	8.994282468	-6.409972523	3.14711E-05	0.002198343	2.715648765	-1.208233594	COG5	component of oligomeric golgi complex 5
221482_s_at	-0.272881163	8.750105653	-4.33003966	0.000948833	0.018140345	-0.670868643	-1.208218316	ARPP19	cAMP-regulated phosphoprotein, 19kDa
200873_s_at	-0.272648266	11.84612262	-4.558976646	0.000633742	0.013918108	-0.269064706	-1.208023287	CCT8	chaperonin containing TCP1, subunit 8 (theta)
201880_at	-0.272546427	8.942274256	-5.376872426	0.000158566	0.005801859	1.111266115	-1.207938016	ARIH1	ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila)
212155_at	-0.272336946	10.65847854	-5.076338969	0.000261029	0.007956927	0.614802045	-1.207762636	RNF187	ring finger protein 187
215096_s_at	-0.272132079	9.675085337	-3.800272202	0.002470132	0.035080915	-1.620580344	-1.207591142	ESD	esterase D
204799_at	-0.271901825	8.819361186	-4.711311072	0.000486272	0.011933468	-0.005175458	-1.207398426	ZBED4	zinc finger, BED-type containing 4
202939_at	-0.27161987	10.21948351	-4.259996275	0.001074898	0.019899307	-0.794960136	-1.207162479	ZMPSTE24	zinc metallopeptidase (STE24 homolog, S. cerevisiae)
209413_at	-0.271269474	8.852665192	-6.091216097	5.10184E-05	0.002945192	2.237744976	-1.206869324	B4GALT2	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2
31807_at	-0.271185166	9.832666412	-4.647736747	0.000542909	0.012801742	-0.11495266	-1.206798799	DDX49	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49
213637_at	-0.270857494	8.006851668	-3.930559597	0.001947008	0.030024344	-1.384884705	-1.206524736	NA	NA
200085_s_at	-0.270770992	11.05223796	-5.500877389	0.000129565	0.005146346	1.312282537	-1.206452396	TCEB2	transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)
215031_x_at	-0.270711498	9.070435263	-5.425106171	0.000146547	0.005553599	1.189724166	-1.206402646	RNF126	ring finger protein 126
201435_s_at	-0.270561897	9.99838303	-3.984384909	0.00176553	0.028181457	-1.287863539	-1.206277554	EIF4E	eukaryotic translation initiation factor 4E
217919_s_at	-0.270346535	10.03980928	-4.814908708	0.000406821	0.010567974	0.172596534	-1.206097497	MRPL42	mitochondrial ribosomal protein L42
213897_s_at	-0.270194069	9.881122144	-4.600550232	0.000589372	0.013361511	-0.196760585	-1.205970042	MRPL23	mitochondrial ribosomal protein L23
203360_s_at	-0.269683936	9.350736663	-4.612436123	0.000577291	0.013247958	-0.176127807	-1.205543689	MYCBP	c-myc binding protein
213548_s_at	-0.269654341	9.474783355	-4.245779117	0.00110254	0.02018726	-0.820209946	-1.205518959	CDV3	CDV3 homolog (mouse)
200054_at	-0.269615495	9.005123237	-5.940395695	6.44352E-05	0.003378375	2.006292644	-1.2054865	ZNF259	zinc finger protein 259
212604_at	-0.269615213	9.798884108	-3.573931531	0.003747618	0.045984677	-2.032269519	-1.205486265	MRPS31	mitochondrial ribosomal protein S31
209323_at	-0.269524207	10.29441713	-5.552001778	0.000119288	0.004948474	1.394494572	-1.205410224	PRKRIR	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)
210005_at	-0.269501955	7.98299181	-3.536463144	0.004016812	0.048181272	-2.100610941	-1.205391632	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
201532_at	-0.269294247	11.1002665	-4.274058542	0.001048263	0.019598096	-0.770005783	-1.205218102	PSMA3	proteasome (prosome, macropain) subunit, alpha type, 3
201229_s_at	-0.269217286	8.946532158	-4.713948679	0.000484059	0.01192202	-0.000632086	-1.205153811	ARIH2	ariadne homolog 2 (Drosophila)
200700_s_at	-0.269185342	10.37115918	-5.058741112	0.000268865	0.008107056	0.585331653	-1.205127127	KDELR2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2
202690_s_at	-0.268773798	10.54068998	-4.4092659	0.000824548	0.016516063	-0.531144419	-1.204783401	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide 16kDa
211784_s_at	-0.26834148	11.09272666	-4.586032737	0.000604486	0.013564713	-0.221985176	-1.204422429	SRSF1	serine/arginine-rich splicing factor 1
219220_x_at	-0.268083205	9.605409928	-5.567562551	0.000116333	0.004902185	1.419440379	-1.20420683	MRPS22	mitochondrial ribosomal protein S22
201543_s_at	-0.267843887	9.513264688	-4.267493981	0.00106061	0.019744011	-0.781652465	-1.204007089	SAR1A	SAR1 homolog A (S. cerevisiae)
216305_s_at	-0.26747563	8.244455435	-5.045973183	0.000274704	0.008188083	0.563922551	-1.203699798	C2orf3	chromosome 2 open reading frame 3
213237_at	-0.267422695	8.252303461	-5.293949551	0.000181717	0.006230261	0.975585432	-1.203655634	C16orf88	chromosome 16 open reading frame 88
213626_at	-0.267405555	8.404484482	-4.608905002	0.000580853	0.013264854	-0.182255676	-1.203641333	CBR4	carbonyl reductase 4
201075_s_at	-0.267310567	9.900491819	-4.81546305	0.000406435	0.010567974	0.17354399	-1.203562087	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1
201030_x_at	-0.267040994	13.0982621	-4.529267199	0.000667572	0.014438094	-0.320863305	-1.203337218	LDHB	lactate dehydrogenase B
208095_s_at	-0.266730005	9.873361542	-5.205984153	0.0002102	0.006886499	0.830562121	-1.203077853	NA	NA
219449_s_at	-0.265754217	10.72194148	-3.701517945	0.002961369	0.039443026	-1.799914498	-1.202264409	TMEM70	transmembrane protein 70
201801_s_at	-0.265647328	9.428246865	-4.486264566	0.000719906	0.015119381	-0.396025071	-1.202175337	SLC29A1	solute carrier family 29 (nucleoside transporters), member 1
211754_s_at	-0.265354435	8.271745104	-4.271116104	0.001053779	0.019666126	-0.775225633	-1.201931298	SLC25A17	solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17
201501_s_at	-0.265246369	8.879100961	-3.904674999	0.002041015	0.03098967	-1.431619102	-1.20184127	GRSF1	G-rich RNA sequence binding factor 1
221437_s_at	-0.26516091	9.170068719	-3.782834365	0.002550373	0.035832254	-1.652208045	-1.201770081	MRPS15	mitochondrial ribosomal protein S15
202384_s_at	-0.26471989	8.964419568	-5.556133972	0.000118495	0.004944629	1.401122495	-1.201402765	TCOF1	Treacher Collins-Franceschetti syndrome 1
214911_s_at	-0.264497467	10.28287303	-3.60776912	0.003520333	0.044044687	-1.970586511	-1.201217557	BRD2	bromodomain containing 2
201433_s_at	-0.26438894	11.45553778	-5.457755597	0.000138959	0.005347881	1.242637977	-1.201127199	PTDSS1	phosphatidylserine synthase 1
210766_s_at	-0.263816568	10.38771053	-4.045106555	0.001581579	0.026282573	-1.178687035	-1.20065076	CSE1L	CSE1 chromosome segregation 1-like (yeast)
203007_x_at	-0.263791461	10.40281583	-3.649546902	0.003259005	0.041952868	-1.894484656	-1.200629866	LYPLA1	lysophospholipase I
212687_at	-0.263751276	9.318748466	-4.550393146	0.000643328	0.014054204	-0.284019174	-1.200596424	LIMS1	LIM and senescent cell antigen-like domains 1
218194_at	-0.263678798	10.48381641	-4.515572096	0.000683795	0.014705582	-0.344776397	-1.20053611	REXO2	REX2, RNA exonuclease 2 homolog (S. cerevisiae)
213145_at	-0.263653437	9.575848925	-4.327726815	0.000952741	0.018169846	-0.674957886	-1.200515006	FBXL14	F-box and leucine-rich repeat protein 14
210216_x_at	-0.263640627	9.646985574	-4.433962439	0.000789363	0.016107487	-0.48773226	-1.200504347	RAD1	RAD1 homolog (S. pombe)
218237_s_at	-0.263561242	11.1507449	-3.841182544	0.002291893	0.033598857	-1.546451506	-1.20043829	SLC38A1	solute carrier family 38, member 1
214119_s_at	-0.263271778	10.92522168	-6.052000338	5.41951E-05	0.003065048	2.177893579	-1.200197457	FKBP1A	FK506 binding protein 1A, 12kDa
212186_at	-0.263046024	9.475764807	-4.701523388	0.000494573	0.012031191	-0.022042891	-1.200009664	ACACA	acetyl-CoA carboxylase alpha
218376_s_at	0.26371577	8.684585741	4.675503411	0.000517369	0.012369681	-0.066943418	1.200566877	MICAL1	microtubule associated monoxygenase, calponin and LIM domain containing 1
220068_at	0.2644206	10.08852744	4.759807986	0.000447233	0.011304597	0.078218746	1.201153558	VPREB3	pre-B lymphocyte 3
201677_at	0.264723491	8.199133311	3.561662666	0.003833678	0.046682087	-2.054643368	1.201405764	C3orf37	chromosome 3 open reading frame 37
221250_s_at	0.265047772	9.265151166	5.564978018	0.000116818	0.004902185	1.415299555	1.20167584	MXD3	MAX dimerization protein 3
35150_at	0.265409208	10.20796612	5.325109738	0.000172626	0.006038651	1.026688298	1.201976932	CD40	CD40 molecule, TNF receptor superfamily member 5
202693_s_at	0.266051794	9.639895715	4.496600161	0.00070695	0.014931716	-0.377940157	1.202512419	STK17A	serine/threonine kinase 17a
211066_x_at	0.266370413	9.947230916	4.554315104	0.00063893	0.013985528	-0.277185101	1.202778024	NA	NA
217781_s_at	0.268246052	9.641514863	4.995557802	0.000299092	0.008544445	0.479164448	1.204342764	ZFP106	zinc finger protein 106 homolog (mouse)
201412_at	0.26838749	9.158417275	4.001046277	0.001712961	0.027721621	-1.25787677	1.204460841	LRP10	low density lipoprotein receptor-related protein 10
221479_s_at	0.268400117	9.327635767	4.972842978	0.000310812	0.008811477	0.440861172	1.204471383	BNIP3L	BCL2/adenovirus E1B 19kDa interacting protein 3-like
204826_at	0.268941401	9.385390757	4.452737735	0.00076366	0.015712509	-0.454775092	1.204923373	CCNF	cyclin F
207761_s_at	0.270389801	10.25669344	5.639515328	0.00010364	0.004537356	1.534319944	1.206133668	METTL7A	methyltransferase like 7A
221239_s_at	0.27089832	8.58777654	4.652158823	0.000538755	0.012717251	-0.107300282	1.206558879	FCRL2	Fc receptor-like 2
203233_at	0.271903463	8.871890905	3.865690623	0.002191496	0.032620649	-1.502094091	1.207399796	IL4R	interleukin 4 receptor
208749_x_at	0.272038628	10.49890494	4.884726312	0.000361029	0.009734618	0.291603341	1.207512922	FLOT1	flotillin 1
204269_at	0.272605464	9.332006732	3.617338183	0.003458646	0.043665166	-1.953149915	1.207987448	PIM2	pim-2 oncogene
212206_s_at	0.273164468	9.713079564	6.092989181	5.08796E-05	0.002944803	2.240445592	1.2084556	H2AFV	H2A histone family, member V
216526_x_at	0.273175633	12.73732331	5.371798146	0.00015989	0.005827545	1.102992317	1.208464952	HLA-C	major histocompatibility complex, class I, C
221937_at	0.273913295	9.546549948	6.550821587	2.55338E-05	0.002039315	2.921972671	1.209083009	SYNRG	synergin, gamma
210240_s_at	0.277349892	8.352137161	4.941806419	0.000327609	0.009126393	0.388410359	1.211966559	CDKN2D	cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)
211529_x_at	0.277519468	11.42758407	3.991997245	0.001741309	0.028008649	-1.274160274	1.212109024	HLA-G	major histocompatibility complex, class I, G
201276_at	0.277882201	8.497719618	5.412960192	0.000149481	0.005598115	1.169999485	1.212413819	RAB5B	RAB5B, member RAS oncogene family
213293_s_at	0.278430742	9.094663175	3.956075426	0.001858697	0.029167149	-1.338864375	1.21287489	TRIM22	tripartite motif-containing 22
209827_s_at	0.278767357	9.188367313	6.437383818	3.021E-05	0.002171515	2.756034301	1.213157916	IL16	interleukin 16 (lymphocyte chemoattractant factor)
221269_s_at	0.278929722	10.16958846	5.950399482	6.34388E-05	0.00334186	2.021750889	1.213294456	SH3BGRL3	SH3 domain binding glutamic acid-rich protein like 3
209154_at	0.280685217	8.530718819	5.079779907	0.000259525	0.007932787	0.620559353	1.214771711	TAX1BP3	Tax1 (human T-cell leukemia virus type I) binding protein 3
218032_at	0.280901739	8.457633288	6.034717924	5.56609E-05	0.003077645	2.151443415	1.214954039	SNN	stannin
219259_at	0.280925096	9.538928541	4.597961602	0.000592038	0.013401275	-0.201256512	1.214973709	SEMA4A	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A
215379_x_at	0.281404085	11.00408061	4.719301587	0.000479602	0.011871467	0.008585744	1.21537716	NA	NA
205801_s_at	0.282465373	8.899606725	4.889818409	0.000357908	0.009696226	0.300257419	1.216271555	RASGRP3	RAS guanyl releasing protein 3 (calcium and DAG-regulated)
203445_s_at	0.28480006	10.42838415	6.467980162	2.88654E-05	0.002156141	2.800979915	1.218241419	CTDSP2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2
207238_s_at	0.284869562	10.35340034	5.154094337	0.00022917	0.007295125	0.744492387	1.218300109	PTPRC	protein tyrosine phosphatase, receptor type, C
219256_s_at	0.285869939	9.692884961	3.82640329	0.002354709	0.034226989	-1.573219308	1.219145181	SH3TC1	SH3 domain and tetratricopeptide repeats 1
210276_s_at	0.287697115	8.184692724	4.405428908	0.000830159	0.016560818	-0.537895356	1.220690209	NA	NA
218248_at	0.288355713	9.445235725	4.928240225	0.000335247	0.009265578	0.365442461	1.221247588	FAM111A	family with sequence similarity 111, member A
205922_at	0.288365462	9.046221719	3.975380289	0.001794631	0.028503041	-1.304079016	1.221255841	VNN2	vanin 2
204279_at	0.288542615	10.05586744	5.541860246	0.000121256	0.004978684	1.378217072	1.221405812	PSMB9	proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)
204220_at	0.288657925	9.838672653	5.164444838	0.000225247	0.007245462	0.761691523	1.221503439	GMFG	glia maturation factor, gamma
200958_s_at	0.289293047	9.869216753	4.573947798	0.000617376	0.013756574	-0.243002815	1.222041303	SDCBP	syndecan binding protein (syntenin)
213193_x_at	0.289334483	9.733070626	5.029917406	0.000282236	0.008296926	0.536968067	1.222076402	TRBC1	T cell receptor beta constant 1
215121_x_at	0.289515273	11.42682322	4.301249476	0.000998684	0.018843082	-0.721812005	1.222229555	NA	NA
206846_s_at	0.289595082	9.392602202	6.679002502	2.11586E-05	0.0017859	3.107177852	1.22229717	HDAC6	histone deacetylase 6
217513_at	0.291168222	7.676362611	5.641963065	0.000103234	0.004537356	1.538214392	1.223630711	C17orf60	chromosome 17 open reading frame 60
212021_s_at	0.292508679	10.36452353	6.359608072	3.39361E-05	0.002300625	2.64115306	1.224768156	MKI67	antigen identified by monoclonal antibody Ki-67
203882_at	0.292670935	8.808353012	6.044230267	5.4849E-05	0.003077645	2.166007315	1.224905911	IRF9	interferon regulatory factor 9
210448_s_at	0.292766251	10.72604886	6.333520975	3.52927E-05	0.002333611	2.602417467	1.22498684	P2RX5	purinergic receptor P2X, ligand-gated ion channel, 5
204960_at	0.293873193	9.48665797	4.839152169	0.000390268	0.010269598	0.213994266	1.225927102	PTPRCAP	protein tyrosine phosphatase, receptor type, C-associated protein
206206_at	0.294009794	8.831887273	4.91317152	0.00034395	0.009403967	0.339901348	1.226043183	CD180	CD180 molecule
213313_at	0.294040091	9.405205264	4.92501161	0.000337092	0.009284819	0.359972635	1.22606893	RABGAP1	RAB GTPase activating protein 1
215346_at	0.29416747	9.170788105	6.477467525	2.84615E-05	0.002142591	2.814888358	1.226177188	CD40	CD40 molecule, TNF receptor superfamily member 5
210982_s_at	0.295615133	12.09762203	4.525476338	0.000672022	0.014484338	-0.32748031	1.227408205	HLA-DRA	major histocompatibility complex, class II, DR alpha
209282_at	0.295882554	8.689585313	5.082218455	0.000258465	0.00792696	0.624638473	1.227635741	PRKD2	protein kinase D2
204174_at	0.296154047	11.07482373	4.991998016	0.000300898	0.00858312	0.473166409	1.227866785	ALOX5AP	arachidonate 5-lipoxygenase-activating protein
212458_at	0.298310695	9.038542584	4.008499561	0.001689969	0.027447213	-1.244469729	1.229703665	SPRED2	sprouty-related, EVH1 domain containing 2
218009_s_at	0.299071258	10.42743526	6.720502575	1.99188E-05	0.001749905	3.166619938	1.230352113	PRC1	protein regulator of cytokinesis 1
202122_s_at	0.301730145	10.06276294	6.2961944	3.73346E-05	0.002418389	2.546815417	1.232621743	PLIN3	perilipin 3
200644_at	0.302451108	11.58952011	5.371750395	0.000159902	0.005827545	1.102914439	1.233237879	MARCKSL1	MARCKS-like 1
212998_x_at	0.302543833	8.440113204	4.815434346	0.000406455	0.010567974	0.173494932	1.233317144	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1
212899_at	0.302790644	8.932274705	5.734054808	8.91411E-05	0.004138189	1.684084089	1.233528154	CDK19	cyclin-dependent kinase 19
213511_s_at	0.303892178	10.00163981	4.892464314	0.000356297	0.009670362	0.304752781	1.234470343	MTMR1	myotubularin related protein 1
202338_at	0.303894544	9.337724939	6.02072458	5.68784E-05	0.003120327	2.129994068	1.234472368	TK1	thymidine kinase 1, soluble
209626_s_at	0.30425592	8.864302047	5.141294896	0.00023412	0.007368487	0.723202803	1.234781625	OSBPL3	oxysterol binding protein-like 3
215118_s_at	0.304651927	8.063000269	3.693858355	0.003003425	0.03978913	-1.813844842	1.235120609	NA	NA
219577_s_at	0.30592883	8.416064531	5.548312019	0.00012	0.004960956	1.388574155	1.236214276	ABCA7	ATP-binding cassette, sub-family A (ABC1), member 7
33304_at	0.306336067	10.04855657	6.323197369	3.58453E-05	0.002363138	2.587060223	1.236563277	ISG20	interferon stimulated exonuclease gene 20kDa
201259_s_at	0.306561091	11.17088509	4.705431132	0.000491241	0.011989403	-0.015307077	1.236756165	SYPL1	synaptophysin-like 1
208812_x_at	0.308292089	12.51613967	5.610995361	0.000108487	0.004703128	1.488877516	1.23824096	HLA-C	major histocompatibility complex, class I, C
204445_s_at	0.309532402	8.951283506	6.919879918	1.495E-05	0.00153517	3.448673592	1.239305958	ALOX5	arachidonate 5-lipoxygenase
212632_at	0.309547432	9.870245039	5.715348421	9.183E-05	0.004193131	1.654556821	1.239318869	STX7	syntaxin 7
215193_x_at	0.310192297	11.37742383	5.992527568	5.94182E-05	0.003205851	2.086683282	1.239872952	NA	NA
204661_at	0.312234181	11.37634207	5.127123206	0.000239732	0.007481707	0.699603547	1.241629019	CD52	CD52 molecule
211962_s_at	0.31338427	9.1375504	5.861757351	7.2868E-05	0.003640624	1.884252174	1.242619217	ZFP36L1	zinc finger protein 36, C3H type-like 1
201896_s_at	0.31372363	8.509254455	7.331267774	8.40461E-06	0.001121437	4.012508512	1.242911548	PSRC1	proline/serine-rich coiled-coil 1
218726_at	0.314184933	10.02243517	4.637074259	0.000553063	0.012911963	-0.133414118	1.243309033	HJURP	Holliday junction recognition protein
216379_x_at	0.31492754	10.28572421	3.821373679	0.002376487	0.034358651	-1.582331934	1.243949174	CD24	CD24 molecule
203555_at	0.315096906	9.572396499	3.882157633	0.002126588	0.031996459	-1.472312697	1.244095217	PTPN18	protein tyrosine phosphatase, non-receptor type 18 (brain-derived)
211528_x_at	0.315773878	11.35774485	3.911092909	0.00201728	0.030767311	-1.420027126	1.244679134	HLA-G	major histocompatibility complex, class I, G
212359_s_at	0.315896727	8.942728401	7.017510823	1.30148E-05	0.00146498	3.584678939	1.244785126	KIAA0913	KIAA0913
211138_s_at	0.317990591	9.136864308	5.638258208	0.000103848	0.004537356	1.532319466	1.246593064	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
34210_at	0.320400921	10.13154635	4.583972614	0.000606663	0.013565209	-0.225566797	1.248677505	CD52	CD52 molecule
201853_s_at	0.321411061	10.7955456	6.697079149	2.06088E-05	0.001759485	3.133100895	1.249552105	CDC25B	cell division cycle 25 homolog B (S. pombe)
202295_s_at	0.321504627	9.346659862	3.85314131	0.002242327	0.033133269	-1.524802313	1.249633147	CTSH	cathepsin H
211911_x_at	0.322080481	11.87399991	4.877026405	0.000365804	0.009773626	0.278510613	1.25013204	HLA-B	major histocompatibility complex, class I, B
203416_at	0.323603309	11.33542103	6.304081966	3.68929E-05	0.002396746	2.558582233	1.251452305	CD53	CD53 molecule
221249_s_at	0.323958238	10.04285114	5.901734523	6.84441E-05	0.003512679	1.946410048	1.251760224	FAM117A	family with sequence similarity 117, member A
221581_s_at	0.324944618	9.68757696	3.601563775	0.003560935	0.044427951	-1.981895502	1.252616353	LAT2	linker for activation of T cells family, member 2
