ID	SYMBOL	DESCRIPTION	UNIGENE (189)	IMAGE ID	GENBANK	Fold Change	localfdr(%)
HSI156H09	PRR6	Proline rich 6	Hs.433422	302802	BX109558	0.84	0.00
HSI118G07	TBC1D5	TBC1 domain family, member 5	Hs.475629	127077	BX114618	0.84	0.00
HSI155G12	KCNJ6	Potassium inwardly-rectifying channel, subfamily J, member 6	Hs.50927	300654	BX113998	0.84	0.00
HSI160A10	EST	Transcribed locus		725401		0.84	0.77
HSI096C07	ANKRD5	Ankyrin repeat domain 5	Hs.70903	2344752	BX116390	0.84	0.00
HSI158C01	GPR115	G protein-coupled receptor 115	Hs.150131	343329	BX112783	0.84	0.00
HSI153G01	EST	Transcribed locus	Hs.264347	289534	N59251	0.84	0.00
HSI128H07	EST	Transcribed locus	Hs.436851	148729	BX116454	0.84	0.00
HSI056D12	BDH1	3-hydroxybutyrate dehydrogenase, type 1	Hs.274539	306899	BX101019	0.84	0.30
HSI105C07	SLC41A2	Solute carrier family 41, member 2	Hs.238996	2275645	BX100950	0.84	0.00
HSI028A07	RTN2	Reticulon 2	Hs.47517	155726	BX103682	0.84	0.00
HSI046G06	MGC4825	Hypothetical protein MGC4825	Hs.495851	252366	BX099786	0.84	0.00
HSI153F03	SLCO1C1	Solute carrier organic anion transporter family, member 1C1	Hs.47261	283333	BX095641	0.84	0.74
HSI153D03	ZNF569	Zinc finger protein 569	Hs.511848	280159	BX097174	0.84	0.00
HSI117A11	IQGAP2	IQ motif containing GTPase activating protein 2	Hs.291030	124047	BX092943	0.84	0.04
HSI005F03	ZNF278	Zinc finger protein 278	Hs.517557	121096	BX108066	0.84	0.00
HSI112C07	BTBD7	BTB (POZ) domain containing 7	Hs.525549	24102	BX101725	0.84	0.00
HSI127G10	EST	Transcribed locus		143739		0.84	0.00
HSI122F09	LRRK1	Leucine-rich repeat kinase 1	Hs.513207	39136	BX100469	0.85	0.00
HSI160H09	C3orf26	Chromosome 3 open reading frame 26	Hs.567617	728565	BX109327	0.85	0.00
HSI137C01	EST	Transcribed locus	Hs.569263	195314	BX112758	0.85	0.00
HSI167D01	TOR1AIP2	Torsin A interacting protein 2	Hs.435773	811844	BX110545	0.85	0.00
HSI153G11	EST	Transcribed locus	Hs.192124	289429	BX104982	0.85	0.00
HSI162E07	EST	Transcribed locus	Hs.98007	743058	BX116725	0.85	0.89
HSI137D05	PDSS2	Prenyl (decaprenyl) diphosphate synthase, subunit 2	Hs.486095	196428	BX103064	0.85	0.00
HSI145A06	RBM27	RNA binding motif protein 27	Hs.61441	232120	BX097357	0.85	0.00
HSI131H04	LOC201181	Similar to hypothetical protein A930006D11	Hs.443140	44004	BX111840	0.85	0.00
HSI119E03	SPTY2D1	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)	Hs.268668	125779	BX089327	0.85	0.00
HSI162A07	GRK5	G protein-coupled receptor kinase 5	Hs.524625	740245	BX110512	0.85	0.58
HSI048A09	LOC440459	Similar to solute carrier family 16, member 6; monocarboxylate transporter 6	Hs.463838	266389	BX110425	0.85	0.00
HSI097C01	EST	Transcribed locus	Hs.569645	2390828	BX115312	0.85	0.00
HSI063E11	FAM51A1	Family with sequence similarity 51, member A1	Hs.44423	359979	BX091697	0.85	0.00
HSI070E04	HES6	Hairy and enhancer of split 6 (Drosophila)	Hs.42949	725224	BX095664	0.85	0.00
HSI142B12	HNRPD	Heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	Hs.480073	220800	BX096611	0.85	0.00
HSI140A04	EST	Transcribed locus	Hs.569431	207168	BX090350	0.85	0.74
HSI140D05	EPB41	Erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked)	Hs.175437	205980	BX104601	0.85	0.00
HSI171H11	LOH12CR1	Loss of heterozygosity, 12, chromosomal region 1	Hs.504805	1556807	AA936486	0.85	0.00
HSI044B06	BCL7A	B-cell CLL/lymphoma 7A	Hs.530970	240869	BX104035	0.85	0.00
HSI157C02	EST	Transcribed locus	Hs.216756	307302	BX109833	0.85	0.00
HSI073D03	ZNF212	Zinc finger protein 212	Hs.490510	740748	BX099842	0.85	0.00
HSI054D01	PAPD1	PAP associated domain containing 1	Hs.173946	297393	BX115191	0.85	0.00
HSI061H10	C1orf142	Chromosome 1 open reading frame 142	Hs.325081	345724	BX093694	0.85	0.47
HSI120C12	ZRF1	Zuotin related factor 1	Hs.558476	127636	BX106822	0.85	0.00
HSI117A07	HDGF2	Hepatoma-derived growth factor-related protein 2	Hs.43071	123525	BX092921	0.85	0.00
HSI116B06	NDST1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	Hs.222055	121733	BX108968	0.85	0.00
HSI160D10	SCMH1	Sex comb on midleg homolog 1 (Drosophila)	Hs.87464	724014	BX098125	0.85	0.00
HSI154F04	EST	Transcribed locus	Hs.271879	291323	BX114925	0.85	0.00
HSI003D10	XRCC1	X-ray repair complementing defective repair in Chinese hamster cells 1	Hs.98493	23330	BX101802	0.85	0.00
HSI169B10	FLJ32028	Hypothetical protein FLJ32028	Hs.518900	1251822	BX115221	0.85	0.27
HSI139G12	C17orf41	Chromosome 17 open reading frame 41	Hs.528902	203805	BX109066	0.85	0.00
HSI054F07	PACSIN1	Protein kinase C and casein kinase substrate in neurons 1	Hs.520087	298734	BX094526	0.85	0.00
HSI103H04	ASRGL1	Asparaginase like 1	Hs.535326	2214954	BX114348	0.85	0.00
HSI132G06	LOC389438	Hypothetical LOC389438	Hs.534685	46360	BX090332	0.85	0.00
HSI159C05	EST	Transcribed locus	Hs.586773	345847	CR743679	0.85	0.00
HSI126D01	TANC2	Tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	Hs.410889	139349	BX100892	0.85	0.00
HSI141B09	TNRC6B	Trinucleotide repeat containing 6B	Hs.372082	208980	H63387	0.85	0.00
HSI098H12	ATF7	Activating transcription factor 7	Hs.12286	323404	BX093800	0.85	0.00
HSI146F02	ROBO2	Roundabout, axon guidance receptor, homolog 2 (Drosophila)	Hs.13305	243909	BX109465	0.85	0.00
HSI073A06	PHC2	Polyhomeotic-like 2 (Drosophila)	Hs.524271	742672	BX109499	0.85	0.00
HSI143D11	DCP2	DCP2 decapping enzyme homolog (S. cerevisiae)	Hs.443875	230392	BX117993	0.85	0.00
HSI161D12	EST	Transcribed locus	Hs.97111	731457	BX106478	0.85	0.00
HSI008F11	MGC4692	Hypothetical protein LOC283871	Hs.442634	127551	BX109989	0.85	0.22
HSI158F04	C4orf9	Chromosome 4 open reading frame 9	Hs.398178	343700	BX118307	0.85	0.00
HSI108D06	PHF21B	PHD finger protein 21B	Hs.254097	384358	BX090864	0.85	0.00
HSI019G10	TMEM4	Transmembrane protein 4	Hs.8752	130610	BX108316	0.85	0.00
HSI181G02	WNT3	Wingless-type MMTV integration site family, member 3	Hs.445884	2242413	BX281024	0.85	0.00
HSI104H09	EST	Transcribed locus	Hs.574479	2260468	BX102799	0.85	0.00
HSI021E06	C22orf5	Chromosome 22 open reading frame 5	Hs.182626	138041	BX111582	0.85	0.00
HSI084H12	RORC	RAR-related orphan receptor C	Hs.256022	1476011	BX091308	0.85	0.00
HSI074B04	HNRPUL1	Heterogeneous nuclear ribonucleoprotein U-like 1	Hs.155218	746041	BX100256	0.85	0.00
HSI157E09	KIAA1143	KIAA1143	Hs.476082	320198	BX115798	0.85	0.36
HSI038F11	BCKDHA	Branched chain keto acid dehydrogenase E1, alpha polypeptide	Hs.433307	201366	BX113982	0.85	0.00
HSI155B04	EST	Transcribed locus	Hs.132920	295429	BX095106	0.86	0.00
HSI120C04	PAFAH1B1	Platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa	Hs.77318	127945	R09321	0.86	0.00
HSI155H05	ZNF83	Zinc finger protein 83 (HPF1)	Hs.467210	296474	BX101233	0.86	0.00
HSI125H06	ARHGEF12	Rho guanine nucleotide exchange factor (GEF) 12	Hs.24598	135745	BX091936	0.86	0.00
HSI123A07	RTKN	Rhotekin	Hs.192854	39559	BX099596	0.86	0.00
HSI133B02	EST	Transcribed locus	Hs.27017	49504	BX112543	0.86	0.00
HSI134C04	EST	Transcribed locus	Hs.137731	1605069	BX093289	0.86	0.00
HSI095A07	GIYD2	Coronin, actin binding protein, 1A pseudogene	Hs.460558	2270994	BX095341	0.86	0.31
HSI086E06	DIAPH3	Diaphanous homolog 3 (Drosophila)	Hs.283127	1618998	BX111909	0.86	0.00
HSI169B04	PHF11	PHD finger protein 11	Hs.369039	1391625	BX088891	0.86	0.00
HSI088D07	PMS2L1	Postmeiotic segregation increased 2-like 1	Hs.520575	1680093	BX095320	0.86	0.00
HSI101G12	C1orf24	Chromosome 1 open reading frame 24	Hs.518662	502415	AA134698	0.86	0.19
HSI137C11	MAP3K7IP2	Mitogen-activated protein kinase kinase kinase 7 interacting protein 2	Hs.269775	194183	BX114585	0.86	0.00
HSI143C07	PUM1	Pumilio homolog 1 (Drosophila)	Hs.281707	229969	BX099985	0.86	0.00
HSI119C05	EST	Transcribed locus	Hs.587940	126573	BX104136	0.86	0.54
HSI069C03	RHOF	Ras homolog gene family, member F (in filopodia)	Hs.96593	713294	BX103880	0.86	0.00
HSI110C11	SLC6A17	Solute carrier family 6, member 17	Hs.128382	41254	BX111576	0.86	0.00
HSI109F09	LOC440462	Hypothetical gene supported by AK000477	Hs.157726	2413706	BX108995	0.86	0.00
HSI140A02	ALAS2	Aminolevulinate, delta-, synthase 2 (sideroblastic/hypochromic anemia)	Hs.522666	203494	BX110203	0.86	0.00
HSI135E08	COL9A1	Collagen, type IX, alpha 1	Hs.149809	179084	BX118699	0.86	0.00
HSI120E11	STK24	Serine/threonine kinase 24 (STE20 homolog, yeast)	Hs.508514	128461	BX115265	0.86	0.00
HSI167B08	EST	Transcribed locus	Hs.569465	796668	BX104168	0.86	0.00
HSI083F05	HELLS	Helicase, lymphoid-specific	Hs.463677	1055762	BX118860	0.86	0.00
HSI114B08	EST	Transcribed locus	Hs.559925	110519	BX110930	0.86	0.00
HSI005A09	KEAP1	Kelch-like ECH-associated protein 1	Hs.465870	112673	BX090208	0.86	0.00
HSI138D03	C9orf3	Chromosome 9 open reading frame 3	Hs.434253	197896	BX096524	0.86	0.00
HSI112F07	KLF12	Kruppel-like factor 12	Hs.373857	66907	BX094524	0.86	0.00
HSI086A09	C17orf41	Chromosome 17 open reading frame 41	Hs.528902	1584206	CR742082	0.86	0.00
HSI155G11	C16orf52	Chromosome 16 open reading frame 52	Hs.125434	298779	BX111966	0.86	0.49
HSI149C03	PRPF38B	PRP38 pre-mRNA processing factor 38 (yeast) domain containing B	Hs.342307	259280	BX103409	0.86	0.00
HSI124A06	EST	Transcribed locus	Hs.23766	42330	BX111279	0.86	0.22
HSI146D04	EST	Transcribed locus		241498		0.86	0.00
HSI118G04	PH-4	Hypoxia-inducible factor prolyl 4-hydroxylase	Hs.271224	126713	BX101979	0.86	0.00
HSI087A07	TEX14	Testis expressed sequence 14	Hs.390221	1639722	BX109653	0.86	0.00
HSI180G12	LOC152485	Hypothetical protein LOC152485	Hs.133916	2413666	BX112429	0.86	0.00
HSI096A12	RPS27A	Ribosomal protein S27a	Hs.546292	2337081	BX112196	0.86	0.00
HSI057B07	H2AFV	H2A histone family, member V	Hs.488189	322460	BX110226	0.86	0.00
HSI177H06	EST	Transcribed locus	Hs.571649	1753999	BX105544	0.86	0.00
HSI060F11	SERF1A	Small EDRK-rich factor 1A (telomeric)	Hs.32567	342952	BX107837	0.86	0.85
HSI059E06	UBE3C	Ubiquitin protein ligase E3C	Hs.118351	321766	BX095171	0.86	0.28
HSI072F01	FLJ14981	Hypothetical protein FLJ14981	Hs.321689	741159	BX094516	0.86	0.91
HSI140D03	UBR2	Ubiquitin protein ligase E3 component n-recognin 2	Hs.529925	207577	BX117500	0.86	0.00
HSI168C09	EST	Transcribed locus	Hs.134278	1186121	BX106269	0.86	0.00
HSI067E03	C13orf10	Chromosome 13 open reading frame 10	Hs.558528	471870	BX115103	0.86	0.00
HSI180E08	CSF1	Colony stimulating factor 1 (macrophage)	Hs.173894	1856658	AI242464	0.86	0.52
HSI128B03	EST	Transcribed locus	Hs.568643	1620156	BX113937	0.87	0.00
HSI120B02	ALMS1	Alstrom syndrome 1	Hs.184720	128372	BX118918	0.87	0.00
HSI058A04	ARPP-19	Cyclic AMP phosphoprotein, 19 kD	Hs.512908	310064	BX109774	0.87	0.00
HSI054B05	JARID2	Jumonji, AT rich interactive domain 2	Hs.269059	295371	BX093598	0.87	0.00
HSI155E03	CDKN1B	Cyclin-dependent kinase inhibitor 1B (p27, Kip1)	Hs.238990	297430	BX099805	0.87	0.00
HSI116A11	CYP19A1	Cytochrome P450, family 19, subfamily A, polypeptide 1	Hs.511367	121649	BX102808	0.87	0.00
HSI094H02	JMJD2B	Jumonji domain containing 2B	Hs.371013	2244110	CR739481	0.87	0.00
HSI138H09	NEK7	NIMA (never in mitosis gene a)-related kinase 7	Hs.24119	201151	BX102865	0.87	0.46
HSI077B09	CYB561	Cytochrome b-561	Hs.355264	771104	BX100045	0.87	0.00
HSI137E06	EST	Transcribed locus	Hs.270434	195713	BX093333	0.87	0.00
HSI122E03	PIAS2	Protein inhibitor of activated STAT, 2	Hs.514846	35769	BX117761	0.87	0.36
HSI016C08	TRUB2	TruB pseudouridine (psi) synthase homolog 2 (E. coli)	Hs.98541	37599	BX112184	0.87	0.43
HSI097E08	TMEM28	Transmembrane protein 28	Hs.87619	2466721	BX104103	0.87	0.00
HSI172B08	C1orf74	Chromosome 1 open reading frame 74	Hs.497642	1550703	BX118371	0.87	0.00
HSI130D04	EST	Transcribed locus	Hs.224141	156212	BX090747	0.87	0.00
HSI132C07	VMD2	Vitelliform macular dystrophy 2 (Best disease, bestrophin)	Hs.132319	47341	BX100235	0.87	0.00
HSI108H07	EST	Transcribed locus	Hs.192784	2391085	BX090102	0.87	0.00
HSI033D07	SPHK2	Sphingosine kinase 2	Hs.528006	171947	BX110851	0.87	0.02
HSI162F10	WDR57	WD repeat domain 57 (U5 snRNP specific)	Hs.33962	743085	BX095230	0.87	0.27
HSI107C03	PSME4	Proteasome (prosome, macropain) activator subunit 4	Hs.413801	2447082	BX106075	0.87	0.81
HSI007B07	ABCE1	ATP-binding cassette, sub-family E (OABP), member 1	Hs.12013	124471	BX116792	0.87	0.00
HSI015F07	FA2H	Fatty acid 2-hydroxylase	Hs.461329	39892	BX103675	0.87	0.00
HSI096E07	BCMO1	Beta-carotene 15,15-monooxygenase 1	Hs.212172	2347082	BX091843	0.87	0.00
HSI142C02	EST	Transcribed locus	Hs.129355	1620034	AA992826	0.87	0.00
HSI125B11	SUHW4	Suppressor of hairy wing homolog 4 (Drosophila)	Hs.511477	133669	BX109732	0.87	0.00
HSI143E07	LOC492311	Similar to bovine IgA regulatory protein	Hs.200938	220038	BX104604	0.87	0.00
HSI164H04	C1orf69	Chromosome 1 open reading frame 69	Hs.237017	757918	BX090892	0.87	0.00
HSI042A02	ROM1	Retinal outer segment membrane protein 1	Hs.281564	223098	BX111418	0.87	0.00
HSI076F11	BCDIN3	Bin3, bicoid-interacting 3, homolog (Drosophila)	Hs.178011	757044	BX103009	0.87	0.00
HSI173B06	SYCE2	Synaptonemal complex central element protein 2	Hs.515159	1565304	BX098301	0.88	0.00
HSI146H07	PRKCBP1	Protein kinase C binding protein 1	Hs.446240	244391	BX105072	0.88	0.00
HSI160F03	EST	Transcribed locus	Hs.562510	727945	BX116644	0.88	0.50
HSI096A07	ALDH1A3	Aldehyde dehydrogenase 1 family, member A3	Hs.459538	2330194	CR741313	0.88	0.00
HSI146A12	LAMB1	Laminin, beta 1	Hs.489646	241824	BX103111	0.88	0.00
HSI097B01	SCN2A2	Sodium channel, voltage-gated, type II, alpha 2	Hs.93485	2383595	BX094575	0.88	0.00
HSI024H11	IGF1R	Insulin-like growth factor 1 receptor	Hs.20573	148379	BX093045	0.88	0.00
HSI116H11	KIAA1961	KIAA1961 gene	Hs.483329	122367	BX089318	0.88	0.00
HSI168E06	EST	Transcribed locus	Hs.163027	1188602	BX090727	0.88	0.00
HSI140D12	KLHDC5	Kelch domain containing 5	Hs.505104	206271	BX113079	0.88	0.54
HSI101H01	MAML3	Mastermind-like 3 (Drosophila)	Hs.444627	2001706	BX098439	0.88	0.00
HSI017G05	WDR42A	WD repeat domain 42A	Hs.492236	40181	CR744894	0.88	0.00
HSI155C03	EST	Transcribed locus		294684		0.88	0.00
HSI135F04	ZNF667	Zinc finger protein 667	Hs.433473	177285	BX118207	0.88	0.06
HSI121A06	ANKRD42	RNA binding motif protein 35A	Hs.503438	30094	BX099159	0.88	0.62
HSI059E04	TSFM	Ts translation elongation factor, mitochondrial	Hs.505784	324618	BX117129	0.88	0.00
HSI139A10	CAMK2D	Calcium/calmodulin-dependent protein kinase (CaM kinase) II delta	Hs.144114	200855	BX090990	0.88	0.00
HSI101F01	EST	Transcribed locus	Hs.157621	1987197	BX108764	0.88	0.00
HSI154H07	EST	Transcribed locus		291523		0.88	0.00
HSI108B05	EST	Transcribed locus	Hs.123433	1376068	BX089024	0.88	0.25
HSI140E08	EST	Transcribed locus	Hs.432352	204678	BX113158	0.88	0.00
HSI140C09	WDR26	WD repeat domain 26	Hs.497873	204390	BX110814	0.88	0.00
HSI123B05	BCL2L10	BCL2-like 10 (apoptosis facilitator)	Hs.283672	40052	BX119239	0.88	0.00
HSI129F02	LOC400566	Hypothetical gene supported by AK128660	Hs.499607	152346	BX119789	0.88	0.00
HSI143A12	KLB	Klotho beta	Hs.90756	214570	BX089923	0.88	0.00
HSI085F11	QDPR	Quinoid dihydropteridine reductase	Hs.75438	1555736	CR743021	0.88	0.00
HSI089G10	RSHL1	Radial spokehead-like 1	Hs.146544	1736952	BX093848	0.88	0.00
HSI156F03	FLJ37562	Hypothetical protein FLJ37562	Hs.406549	308696	N92842	0.88	0.00
HSI146D03	LGR5	Leucine-rich repeat-containing G protein-coupled receptor 5	Hs.172176	242644	BX115005	0.88	0.00
HSI035A10	DST	Dystonin	Hs.485616	1672647	BX100789	0.88	0.00
HSI145D07	TFPI	Tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	Hs.516578	241038	BX115960	0.88	0.00
HSI119C12	LOC202781	Hypothetical protein LOC202781	Hs.193172	126549	BX116295	0.88	0.26
HSI142G12	EST	Transcribed locus	Hs.586114	212512	BX117115	0.88	0.00
HSI123A01	EST	Transcribed locus		1622321		0.88	0.00
HSI167F01	MAN2B1	Mannosidase, alpha, class 2B, member 1	Hs.356769	810482	BX103124	0.89	0.00
HSI096B01	C6orf155	Chromosome 6 open reading frame 155	Hs.368337	2330499	BX105865	0.89	0.00
HSI028E10	CHRNA5	Cholinergic receptor, nicotinic, alpha 5	Hs.1614	43346	BX107344	0.89	0.09
HSI100E06	NAPE-PLD	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D	Hs.324271	209182	BX091822	0.89	0.87
HSI042E10	TCP10L	T-complex 10 (mouse)-like	Hs.42034	230267	BX111775	0.89	0.00
HSI108B09	ACTA2	Actin, alpha 2, smooth muscle, aorta	Hs.500483	380692	AA056275	0.89	0.00
HSI023G05	DKFZp761E198	DKFZp761E198 protein	Hs.512827	143365	BX115292	0.89	0.00
HSI090C02	TRIM50B	Tripartite motif-containing 50B	Hs.567905	1752476	BX089132	0.89	0.00
HSI142C06	SYNGR1	Synaptogyrin 1	Hs.216226	211189	BX091202	0.89	0.00
HSI069C09	DNAJC3	Hypothetical protein LOC144871	Hs.59214	1642418	BX109082	0.89	0.00
HSI112H11	BDH1	3-hydroxybutyrate dehydrogenase, type 1	Hs.274539	67075	BX089316	0.89	0.31
HSI087A01	SLC22A12	Solute carrier family 22 (organic anion/cation transporter), member 12	Hs.174424	1636004	AI733516	0.89	0.00
HSI146F05	EST	Transcribed locus	Hs.552968	241897	BX089490	0.89	0.77
HSI128A01	EST	Transcribed locus	Hs.29178	143026	BX115354	0.89	0.00
HSI146H03	FKBP5	FK506 binding protein 5	Hs.558328	243989	BX119649	0.89	0.00
HSI163F01	LOC200491	Hypothetical LOC200491	Hs.385965	744373	BX115042	0.89	0.65
HSI156G11	EST	Transcribed locus	Hs.44380	304927	BX115865	0.89	0.26
HSI157D03	EST	Transcribed locus	Hs.54773	308031	AI668690	0.90	0.00
HSI129H06	EST	Transcribed locus	Hs.143587	152246	BX107647	0.90	0.69
HSI042C05	PRR7	Proline rich 7 (synaptic)	Hs.534492	221217	H91851	0.90	0.00
HSI093C11	ORAOV1	Oral cancer overexpressed 1	Hs.523854	2020342	CR740695	0.90	0.00
HSI122G03	KIAA1462	KIAA1462	Hs.533953	37217	BX103458	0.90	0.00
HSI155A02	MCRS1	Microspherule protein 1	Hs.25313	295303	BX095291	0.90	0.00
HSI135A07	NFASC	Neurofascin homolog (chicken)	Hs.13349	174523	BX114578	0.90	0.00
HSI144H04	SCFD2	Sec1 family domain containing 2	Hs.302287	233179	BX105003	0.90	0.25
HSI093F12	BCAN	Brevican	Hs.516904	2076160	BX095855	0.90	0.00
HSI175C11	EST	Transcribed locus	Hs.143293	1736455	BX093741	0.91	0.68
HSI041G04	LMBRD2	LMBR1 domain containing 2	Hs.294103	220588	BX101298	0.91	0.53
HSI145B07	ITPR2	Family with sequence similarity 20, member C	Hs.512235	234832	BX119673	0.91	0.46
HSI054E02	TBX19	T-box 19	Hs.50403	298263	BX109387	0.91	0.50
HSI120B05	C10orf119	Chromosome 10 open reading frame 119	Hs.124246	128723	BX091276	0.91	0.07
HSI054B01	PPBP	Pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	Hs.2164	295715	N72706	0.91	0.00
HSI136H05	EST	Transcribed locus	Hs.209508	195232	R91986	0.92	0.53
