GID	yorf	NAME	GWEIGHT	155 A	67 A	17 A	218 A	117 A	146 A	148 A	149 A	145 A	203 B	203 A	148 B	152 A	152 B	201 A	202 A	227 A	263 A	90 A	21 A	262 B	30 A	30 B	175 A	125 A	61 A	70 A	141 A	123 A	262 A	151 A	123 B	223 B	217 B	217 A	202 B	263 B	228 B	216 A	216 B	228 A	125 B	90 B	201 B	218 B	145 B	175 B	227 B	67 B	P3 B	61 B	138 A	138 B	39 B	39 A	64 A	64 B	P3 A	155 B	223 A	141 B	146 B	21 B	117 B	17 B	70 B	149 B	151 B
GENE254X	HSI037B04	ZAK		0.4584	1.532	0.4736	-0.1192	0.1132	0.6748	-0.2938	-0.07072	0.4595	-0.4278	0.3771	-0.2344	1.495	0.4725	0.7467	1.008	0.2794	-0.3245	0.4773	-0.004624	-0.5355	0.1546	0.7885	-0.8642	1.733	0.8419	1.726	-0.5374	1.671	0.8482	1.245	0.2918	1.87	-1.676	-1.961	-0.8812	-1.111	-1.547	-1.433	-0.962	-0.5627	-2.473	-1.989	-0.6919	-1.783	-0.9018	-0.2156	-0.9604	-0.6941	0.3596	0.2051	1.776	-0.507	-0.3608	0.5793	-0.3202	0.3096	0.6058	0.1801	0.2801	-0.1257	0.002221	0.8815	-1.427	1.707	0.2806	-0.4288	-0.4816
GENE411X	HSI079C12	GOLGB1		0.8917	1.195	0.6953	1.09	-0.7898	0.6357	0.1478	0.6249	0.4251	0.448	0.8256	0.1152	0.9665	0.4356	0.564	0.841	0.3471	0.7342	-1.082	-0.4106	-0.2546	-0.008172	1.042	-1.342	1.778	0.02365	-0.4615	0.2652	1.514	1.414	1.132	0.3458	0.944	-1.678	-1.195	-1.332	-0.784	-1.044	-1.278	-0.7117	0.4997	-1.114	-1.041	-1.412	-1.45	-0.8324	-0.2432	-1.371	-1.328	-1.064	-1.229	2.767	-0.2209	-0.9811	-0.9847	-0.09569	0.1121	-0.4281	0.01463	2.254	0.6674	-0.7771	0.5248	-0.8841	1.249	0.9775	-0.1033	-0.5778
GENE118X	HSI085D08	BRWD1		0.05996	1.026	0.2357	0.104	-0.3249	0.7476	-0.05587	1.077	0.7792	0.6352	0.8696	-0.02671	0.675	0.1293	0.004471	1.512	0.709	0.4311	-0.6562	-1.276	-0.4579	-0.8554	0.1226	-0.9547	2.043	0.1252	0.7498	0.6693	2.042	0.9908	1.633	0.6038	0.8218	-1.066	-1.175	-0.2163	-1.004	-0.7581	-1.45	-0.8336	1.624	-1.521	-2.355	-0.5151	-1.46	-0.8578	-0.6029	-1.213	-1.985	-0.3783	-0.408	2.589	-0.4065	-1.107	-0.2992	0.323	-0.4401	-0.4508	-0.4564	1.504	0.948	-0.6608	0.8308	-0.8623	0.4828	-0.08733	0.1399	-0.06167
GENE404X	HSI027A06	NCOA6IP		-0.6121	0.8127	-0.4515	0.3946	-0.1623	0.6672	0.03104	1.127	0.8798	0.3177	0.6833	0.08984	1.011	-0.2837	1.105	0.9431	0.9091	-0.9387	-1.081	-0.9211	-0.8939	-0.09676	0.4324	0.475	1.682	0.4707	2.188	0.4231	1.849	-0.06804	0.6134	-0.6137	0.426	-1.541	-0.801	-0.1386	-1.275	-2.152	-1.132	-0.1887	0.9126	-1.373	-1.793	-0.3068	-1.305	-0.1211	-0.2116	-1.259	-1.333	-0.269	-0.9695	2.778	1.042	-0.09474	0.3498	0.7873	-0.4896	-0.1262	-0.6579	0.8482	0.1277	-0.6563	0.4199	-2.055	0.7688	1.58	-0.3275	-0.4454
GENE414X	HSI089G06	ATAD2		0.3167	1.199	0.01726	0.6961	0.8327	0.5619	1.057	1.418	0.1116	0.6477	0.8442	-0.7308	0.4048	-0.8718	0.484	1.213	0.2196	0.005019	-0.139	0.5019	0.2352	1.335	1.239	-0.7453	2.023	0.3966	1.378	-0.08176	1.874	0.3822	0.1795	-0.5926	0.02677	-0.1789	-0.585	-0.1071	-0.0471	-0.4765	-0.6199	-0.5031	1.124	-2.657	-2.184	-0.472	-0.6611	-0.5653	-0.8264	-0.6708	-2.001	-0.9302	-0.3473	1.437	-1.816	0.8938	1.158	0.2178	0.7839	-0.2356	0.3813	-0.3454	-0.1408	-0.9047	0.091	-2.894	0.4433	-1.09	-0.6348	-1.074
GENE202X	HSI085E09	KIAA1618		-0.1394	0.6548	-0.3725	0.1393	-0.02965	-0.111	1.228	1.284	0.4618	1.223	1.11	0.7263	0.8386	0.9273	2.241	0.4074	0.2388	-0.2217	-0.3145	0.9077	-0.2277	1.906	2.364	-0.1583	1.3	1.073	0.8668	-0.6536	0.5215	0.5263	0.9757	-0.6749	1.906	-0.8362	-1.047	-0.7462	-1.749	-1.399	-0.5343	-0.8068	0.2036	-1.484	-2.162	0.5349	-2.126	-1.109	-0.609	-0.1667	-1.158	-0.5165	-0.9432	1.075	-0.692	-0.7398	-0.5144	0.05317	-0.4366	-0.3073	-0.1522	0.3394	-0.5732	-0.7933	-0.009427	-2.086	0.167	0.7897	-0.2221	-0.1676
GENE315X	HSI041H05	INSR		0.2514	1.112	2.628	0.6745	0.2489	0.1812	-0.3173	0.699	0.2917	1.821	1.43	1.34	0.7892	1.417	0.6308	-0.02486	-0.2763	-0.1469	0.1034	0.5574	-0.7041	0.5408	1.531	0.1482	0.01915	0.5506	0.8625	0.5789	0.8477	0.7267	0.8805	-0.1387	0.6154	-2.041	-1.821	-0.6742	-1.016	-1.647	-2.239	-1.987	-1.153	-1.172	-0.7669	-0.5117	-1.16	-1.878	-1.333	-1.708	-0.7028	-0.1851	-0.7278	1.07	0.3131	-0.112	0.5554	0.02303	-0.7234	-0.05834	0.1806	0.9102	0.2498	-0.1138	1.239	-0.2312	-0.5408	-0.3913	0.2921	0.1915
GENE267X	HSI064G10	EVPL		0.6018	2.147	1.498	0.5643	0.7005	0.1725	0.8438	0.09361	0.6248	-0.5474	0.2587	0.1927	0.8662	0.5303	-0.1138	0.2486	-1.055	0.3002	0.2755	1.337	-0.1511	2.683	2.079	-0.2528	-0.1413	0.1526	0.866	-0.01662	0.07007	-0.1412	-0.2551	0.8242	0.462	-0.8829	-0.5243	-1.309	-0.5319	0.1416	-1.143	-1.62	-1.088	-1.528	-0.9322	-1.122	-1.594	-1.32	-1.655	-0.7306	-0.4768	-0.6616	-0.8129	2.862	2.664	-0.2462	0.588	-0.4812	-0.2647	0.08513	-0.03152	-0.435	0.4544	-0.2196	-0.3995	-0.4028	-0.926	0.02507	-0.6266	-0.5737
GENE168X	HSI076G03	CIZ1		1.016	1.941	0.7888	0.7525	0.4229	0.2476	0.9902	0.4182	1.017	-0.08788	0.147	-0.1669	1.532	0.01643	0.006886	1.047	-0.2981	-0.3155	-0.9523	-0.05184	-1.49	1.099	1.558	-0.705	0.8306	0.5222	-0.222	0.2859	0.9309	0.9853	1.599	0.2567	0.5992	-1.402	-1.393	-1.125	-2.407	-1.989	-0.9665	-0.579	-1.301	-0.3065	-1.641	-1.664	-2.043	-1.842	0.05184	-0.4874	-0.4952	-0.8389	-0.4802	1.652	0.067	0.0217	0.8473	0.9552	1.169	-0.942	0.1574	1.419	0.1874	-0.189	0.675	0.0395	-0.1767	0.2718	0.02407	0.01153
GENE337X	HSI116C05	CD53		0.8691	1.586	0.3038	0.04465	5.43E-05	0.8686	0.4921	0.694	1.036	-0.2323	0.7461	0.6	0.3212	0.5871	0.3315	0.7759	-0.02493	0.6498	-0.9129	0.5073	-1.394	0.81	1.398	-0.8555	1.93	0.6167	0.7803	0.4269	1.253	0.3548	1.098	0.3892	1.898	-1.941	-1.108	-1.648	-1.239	-0.7754	-1.174	-1.079	-1.026	-1.994	-1.532	-0.6778	-1.886	-1.126	-0.7881	0.04937	-1.065	-1.483	-1.175	1.814	0.2214	0.4439	0.9571	1.054	-0.6441	-1.098	-0.3494	0.2893	0.4158	-0.07228	0.03428	-1.296	0.539	0.4962	0.384	0.5313
GENE117X	HSI081D08	MGC15875		0.06237	0.3341	0.5113	0.3212	0.5264	0.2345	0.6821	0.6954	1.381	0.7937	0.7241	1.089	0.1849	0.02549	0.5466	0.6819	0.04441	0.3941	-0.4403	1.177	-0.6771	-0.01437	1.165	-1.107	0.8536	0.9319	1.145	-0.08369	1.005	0.8113	1.717	0.6702	2.286	-2.239	-1.629	-0.6148	-2.344	-1.059	-1.51	-1.706	-1.319	-1.071	-2.134	-0.7574	-2.064	-0.9901	-0.6123	0.4046	-0.3278	-0.8494	-1.101	1.128	0.5151	-0.7605	-0.4345	0.3583	-0.7974	-0.366	0.2031	0.6906	0.5764	0.221	-0.3267	-0.5217	0.4043	0.74	0.8657	0.7566
GENE333X	HSI071G11	LOC92689		0.5064	2.015	1.117	0.3151	-0.1296	0.08686	0.7292	1.469	1.262	-0.3375	0.4905	0.6566	-0.2371	-0.2127	0.7466	0.654	0.1225	0.1148	1.675	0.9264	-0.3411	-0.5458	0.5553	-0.7411	1.397	-0.1401	0.1373	0.6867	0.7523	1.355	1.264	0.0681	0.8378	-2.169	-1.603	-0.8187	-0.3716	-1.375	-1.985	-0.8506	0.01003	-2.133	-0.01702	-0.697	-1.982	-0.6084	-0.8279	-0.2531	-1.168	-0.882	-0.4582	2.847	0.07552	-0.2809	-0.02176	-0.2254	-0.4187	-1.049	-0.4899	1.451	-0.004122	-1.013	0.9593	-1.31	0.2122	0.5641	-0.2002	-0.162
GENE151X	HSI080F03	FOXP1		0.9294	2.592	-0.2644	-0.1999	0.1496	0.9332	1.72	1.422	0.4354	-0.9338	0.2044	0.1477	0.4761	0.7316	-0.3235	-0.1153	0.7087	0.4455	0.01648	1.428	-0.2806	-0.5924	1.759	0.3954	1.123	0.56	0.7689	1.118	1.141	1.018	1.01	0.9559	1.909	-1.519	-1.336	-1.327	-1.113	-1.986	-1.449	-1.181	-0.6236	-1.094	-1.585	-1.12	-1.838	-1.854	-0.6222	-0.3286	-0.2159	-0.3708	-0.4351	1.132	-0.2158	-0.4837	-0.7934	-0.5362	-0.1631	-0.4373	0.2381	0.3735	0.1668	-0.8433	0.2525	-0.7476	0.5563	1.052	-0.4609	-0.4787
GENE17X	HSI108F07	CASR		-0.5316	0.85	0.705	-0.04532	0.1875	0.7984	0.5533	0.93	0.935	-0.7206	0.1718	-0.0766	0.3865	-0.4479	0.1191	0.6278	-0.2349	-0.03907	-0.4599	-0.4103	-1.444	0.1389	0.5576	1.714	0.8582	1.406	0.7609	0.7588	1.096	1.423	1.246	1.126	1.467	-1.978	-2.19	-1.709	-1.434	-1.167	-1.714	-1.25	-0.6741	-0.5507	-0.7657	-1.961	-1.049	-2.065	-0.0263	-0.9455	-0.299	-1.05	-0.852	1.467	0.2386	0.8026	0.9789	0.4964	-0.3747	-0.4997	-1.542	0.7943	0.7453	0.7757	0.331	0.4617	0.8456	0.6444	0.6309	0.4793
GENE193X	HSI107B03	CCDC37		-0.2623	0.4896	0.3133	-0.3568	0.2199	0.7682	0.3066	1.204	0.8793	-0.8793	-0.1388	-0.1829	0.1939	-0.5654	0.09011	-0.11	-0.3628	0.5119	-0.3684	-0.4615	-1.124	0.1636	0.5261	1.473	0.7537	0.9212	0.6323	0.7973	1.23	2.115	2.552	1.525	1.533	-2.005	-2.1	-1.996	-1.59	-1.133	-1.667	-0.951	-0.6658	-0.3244	-0.8506	-1.887	-1.007	-1.998	-0.05641	-1.109	0.1309	-0.5959	-0.6082	1.386	0.6234	0.7453	0.5175	0.1324	-0.5395	-0.5188	-0.6062	0.3038	0.4521	0.3839	0.323	0.5484	0.918	0.2052	0.5537	0.5995
GENE16X	HSI171D07	EST		-0.6094	0.1157	0.4532	-0.6088	-0.1306	0.8308	0.3656	1.01	0.7824	-0.8111	-0.3598	-0.4611	0.4612	-0.5107	-0.1652	-0.2194	-0.01767	0.2155	-0.2455	0.06154	-0.8768	0.3953	0.09685	1.609	0.5936	0.4936	0.5865	0.5542	1.475	2.077	2.668	1.171	1.6	-2.163	-1.685	-1.975	-0.07243	-1.025	-1.796	-1.49	-0.3446	-0.4529	-0.8068	-2.115	-1.096	-1.925	-0.8408	-0.5929	-0.4872	-0.2456	-0.1953	1.879	0.7831	1.177	0.8149	-0.306	-0.7925	0.06253	-0.7617	0.3147	-0.05896	0.3997	0.2791	0.2723	1.075	0.6594	0.4198	0.4934
GENE105X	HSI006B08	PPP2R2A		-0.3914	0.2669	-0.002664	-0.6835	0.03603	0.5197	1.203	1.803	0.9608	-0.5911	-0.2159	-0.2649	0.2426	-0.6848	-0.2606	0.07193	-0.3481	0.2326	-0.1453	-0.2151	-1.07	0.5646	0.586	1.669	0.4723	0.7569	1.156	0.737	1.084	2.139	2.742	1.356	1.709	-1.867	-2.237	-1.756	-0.1552	-1.145	-1.487	-1.388	-0.6642	-0.825	-0.6642	-1.577	-1.207	-2.103	-0.5706	-0.4994	-0.4915	-0.5034	-0.5142	1.457	0.8625	0.5476	0.694	-0.3806	-0.5932	-0.1734	-0.3284	0.04307	-0.09064	0.05884	-0.04761	0.06921	0.7325	0.6025	0.364	0.4026
GENE210X	HSI015B04	SYT1		-0.1704	0.9365	0.346	-0.1142	-0.1631	0.6804	1.224	1.81	0.9246	-0.5822	-0.1265	-0.4482	1.005	-0.4082	0.04582	0.2574	0.1923	0.6772	-0.1425	0.2408	-1.56	0.1951	0.4202	1.751	0.2716	2.294	0.7501	0.5442	0.3572	2.56	2.476	1.145	2.213	-1.928	-1.773	-1.639	-1.019	-0.6845	-1.157	-1.215	-0.3468	-0.7273	-0.647	-1.744	-1.122	-1.755	-0.2658	-0.1291	-0.2555	-0.9904	-0.8975	0.4601	0.1689	-0.2197	-0.04495	0.08153	-1.146	-0.4738	-0.0704	0.3576	-0.07942	-0.2858	-0.3688	-0.128	-0.01619	0.2032	0.1325	0.1218
GENE49X	HSI180B07	EST		-0.02925	0.7726	0.425	-0.4821	0.0806	0.5674	0.5528	0.2429	0.9339	-0.03326	0.4916	-0.5926	-0.03856	-0.7564	0.4928	0.7131	-0.2444	-0.5301	-0.415	-0.8859	-1.656	0.5074	0.7728	1.166	0.3005	1.889	0.7942	0.6307	1.365	2.453	-0.01283	0.8641	1.931	-2.173	-1.567	-1.351	0.5219	-0.9705	-1.867	-1.626	-0.4359	-1.036	-0.6052	-1.561	-1.111	-2.012	-0.4188	-0.8841	-0.103	-0.8354	-0.446	2.199	-0.9643	0.8887	0.8626	0.005523	-0.9477	0.005021	-0.5455	0.2802	0.3094	0.5153	0.4697	0.4095	1.13	0.8486	0.5277	0.2171
GENE2X	HSI015B01	JMJD2B		-0.1124	1.506	0.5171	-0.2269	0.2171	-0.5874	0.5208	0.02658	0.5893	-0.4588	0.1109	-0.4057	0.353	-0.3805	0.1948	-0.3502	-0.14	0.3995	-0.06813	0.0902	-0.9778	0.7989	0.9816	1.138	0.7992	1.961	1.218	1.581	1.56	1.777	2.369	0.9271	2.126	-1.562	-1.891	-1.296	-1.072	-1.241	-1.324	-1.593	-0.602	-2.054	-0.7848	-1.487	-1.45	-1.658	-0.749	-0.4435	-0.5809	-0.3244	-0.3409	1.436	-0.8085	0.1365	0.5237	0.118	-0.6061	-0.1443	-0.3116	-0.3037	0.4663	-0.4529	0.3269	0.0669	0.5163	0.7802	0.296	0.3589
GENE270X	HSI180E04	UBE2D3		-0.1496	0.4685	-0.03386	-1.081	-0.02496	0.0008102	1.045	0.4107	0.47	-0.443	0.2281	1.001	0.5399	-0.7026	0.6092	0.1036	0.08818	-0.9405	-0.01037	-0.5774	-1.053	0.3791	1.144	1.694	1.008	1.754	1.072	1.176	1.58	1.132	0.9868	0.06917	2.357	-1.627	-1.942	-1.594	-0.912	-0.9778	-1.586	-1.191	-0.3686	-1.51	-0.8913	-1.485	-1.413	-1.572	-0.819	-0.9864	-0.6248	-0.1358	-0.1116	2.144	-0.7535	0.8217	0.7811	0.3982	-0.5373	0.3987	-1.318	-0.4172	0.6022	0.1911	0.4954	0.5401	1.077	0.523	0.252	0.2481
GENE385X	HSI031H12	KIAA1737		-0.06206	0.5068	0.2159	0.4114	0.04213	0.3179	0.861	0.4055	0.4404	-0.3367	0.2835	-0.9989	0.1235	-0.4923	0.04022	0.3733	-0.1028	1.091	-0.02663	-1.131	-1.611	0.4797	1.19	1.634	0.9068	1.964	1.18	-0.9113	1.281	1.811	1.506	-0.9276	2.135	-1.693	-1.427	-2.069	-1.742	-0.8676	-1.132	-0.9967	-0.6232	-1.261	-1.405	-1.817	-0.5806	-1.696	-0.2854	-0.3723	-0.4483	-0.2741	-0.4982	1.516	-0.2483	0.528	0.2865	0.2528	-0.6016	0.02999	-0.4056	0.9435	0.6077	0.7687	0.4179	0.726	1.247	0.5088	0.5949	-0.5841
GENE231X	HSI048E04	SNRK		-1.139	1.124	0.4982	-0.7842	0.1274	0.236	0.8835	1.359	0.9772	-0.3802	-0.1172	0.2161	0.8612	-0.2828	-0.1926	0.1341	-0.7131	-0.91	0.2911	-0.2091	-1.169	0.5226	0.6225	2.107	1.114	2.268	1.18	0.6917	1.378	0.5751	1.848	0.7359	0.3356	-1.8	-2.024	-1.316	-0.666	-1.054	-1.378	-1.61	-1.035	-0.7672	-0.5084	-1.345	-1.508	-1.627	-0.5764	-1.103	-0.258	-0.7061	-0.5232	1.718	0.7132	0.6072	1.089	0.6158	-0.4895	-0.439	-1.449	0.02347	0.2969	-0.01323	0.1102	0.3002	1.027	0.9259	0.3259	0.2543
GENE106X	HSI021F02	EML2		0.612	1.565	-0.2547	-0.0369	0.4055	0.8012	1.273	1.532	0.7074	-0.9195	-0.2659	-0.7315	-0.4832	-1.061	-0.3958	0.2298	-0.4566	-0.6439	0.004159	0.7175	-0.1951	0.4611	0.6371	1.693	0.5708	1.819	0.9637	1.091	1.165	0.9111	2.055	2.021	-0.1177	-1.876	-1.491	-1.53	-1.094	-1.44	-1.493	-1.04	0.1315	-0.2673	-0.4349	-1.715	-1.536	-2.351	-1.139	-1.523	0.3166	-0.6836	-0.3706	1.22	0.6578	0.2479	0.3656	-0.1351	-0.9292	-0.3677	-0.4559	0.02547	0.4541	0.2737	0.2329	0.3218	0.5946	0.6499	0.3948	0.3122
GENE26X	HSI061G01	NPAL2		0.8452	1.375	1.704	0.4644	1.002	0.7903	1.167	1.417	1.666	-1.9	-1.032	-0.0631	-0.617	-0.8039	-0.9	0.6567	-0.6774	-0.813	0.1823	1.056	-0.7715	0.64	0.4821	1.03	0.7613	1.402	0.875	0.8553	1.327	-0.8028	1.867	1.16	-1.1	-2.73	-1.112	-0.687	0.3014	-0.4397	-0.593	-1.464	-1.38	-0.1005	-0.7149	-2.115	-1.509	-1.141	-0.6829	-0.5867	-0.2406	-1.257	-0.3486	0.8586	0.1255	0.2145	0.8746	0.419	-0.2197	-0.7057	-0.7667	0.5764	0.4389	0.6699	0.02457	-0.1865	0.1273	-0.0004603	0.6313	0.4739
GENE148X	HSI040F09	ACOX2		0.9208	0.7175	1.281	-0.2609	-1.703	1.044	1.367	1.002	-1.342	-0.67	-0.4184	0.654	1.282	1.422	-1.194	-0.8425	1.051	0.535	-1.34	0.2549	-0.1781	-0.2431	-1.242	1.768	0.5828	-0.008228	1.235	-0.0925	0.6733	0.8374	1.139	-0.3487	-1.179	-1.254	1.045	-0.8943	0.3918	0.8095	0.7572	0.826	1.84	-1.099	-1.551	-0.9318	-0.3019	-0.3858	0.3612	-0.514	0.5784	-0.9306	-0.6543	-1.691	-2.009	-1.328	-1.614	0.4729	1.052	-0.6079	0.05575	-0.3344	-0.3103	0.7407	0.9669	-1.631	0.5132	1.142	-0.09445	-0.1194
GENE198X	HSI027G09	FCGBP		1.717	0.3361	1.096	0.7151	-0.9529	0.8435	0.6558	0.8283	0.2324	-0.1437	-0.9399	1.777	1.578	2.593	-1.164	-1.044	0.8134	1.507	0.03684	0.3065	-0.3724	-2.173	-1.025	2.23	0.4887	0.9603	-0.1382	-1.226	0.5694	-0.1341	0.9361	0.1197	1.352	-2.048	-0.3301	-1.292	-0.8607	-0.4015	-0.8512	-1.179	-0.7912	-0.4956	-0.7815	-0.7929	0.07201	-0.7517	0.3656	-0.3808	0.6807	-1.102	0.8517	0.7815	-0.5859	-0.09589	-0.2853	-1.182	-1.237	-0.1227	0.9317	0.7257	-1.366	-0.5309	0.7996	-0.8563	0.7363	-0.4152	0.2293	0.1817
GENE59X	HSI081E01	SCNN1A		1.295	1.206	1.078	0.7649	-0.4057	2.133	0.5971	1.456	0.3406	1.163	1.236	1.811	0.8861	1.426	0.3816	-0.4055	-0.6482	0.6188	0.7932	0.9826	0.008584	-0.65	-0.4655	-0.5521	0.3945	0.01087	0.141	0.06075	-0.09846	0.2994	1.135	-0.4999	-0.343	0.2094	0.9582	-0.9	-0.3189	-0.1768	-1.449	-2.23	-0.9427	-0.7683	-0.8503	0.1481	-0.1127	-1.977	-0.5902	-1.764	-0.1934	-0.5307	-0.6119	0.757	0.2798	-2.427	-2.239	-0.5027	-0.9949	-0.3789	0.9802	0.5955	0.1826	1.874	0.07763	-1.359	-0.548	-0.9221	0.2949	0.2811
GENE109X	HSI035H02	CYP2B6		0.2027	0.9665	0.0003341	0.6675	-0.4879	1.292	2.066	2.457	0.3915	-0.9398	-0.6317	2.209	0.4974	-0.6597	-0.3717	-0.6924	1.011	0.4157	-0.4064	0.5004	-1.077	2.067	0.6114	0.9269	0.2317	3.038	0.2115	2.664	0.2543	1.097	0.6341	-0.5743	-0.1259	-0.1321	-0.4771	-1.188	-0.05643	-0.6122	-1.209	-1.239	-0.7509	-0.9407	-1.033	-1.111	-1.081	-1.031	-0.8804	-0.8962	0.648	-0.4765	0.5157	0.2322	-1.141	-0.5551	-0.4282	-0.574	-0.5892	-0.3517	0.234	-0.4926	0.7163	-0.625	-0.3312	-0.7296	-0.282	-0.2435	-0.7432	-0.5911
GENE135X	HSI062A02	KCNK6		-0.2775	1.659	0.7975	0.1533	1.509	0.975	1.856	1.562	1.913	0.02932	0.02312	0.2277	-0.6037	-0.4941	1.314	-0.09614	-0.5746	0.2772	0.2391	-0.01719	-1.451	1.659	0.9452	-0.5885	1.17	1.265	0.887	1.508	1.086	2.067	1.236	-0.6417	-0.5054	-0.07174	-0.7495	-0.9719	-1.475	-1.451	-1.727	-1.129	-0.7619	-1.523	-0.7981	-0.464	-0.9452	-1.512	-0.6265	-1.206	-0.7871	-0.8905	-0.4817	1.8	-0.6626	-0.475	-0.6422	0.2508	-0.3836	-0.4878	-1.389	0.3185	-0.2526	0.005389	0.2306	0.5551	0.4217	-0.2935	-0.2969	-0.237
GENE417X	HSI140E12	CARKL		0.09669	1.826	-0.5261	-0.1337	0.372	0.01696	1.873	1.096	0.9042	-0.4513	0.2601	0.05909	0.05036	0.3356	0.0008849	0.4428	-0.6824	-0.2935	-0.0632	0.4785	-0.5251	1.299	0.3673	-0.3049	0.4474	1.767	0.9545	4.049	0.9534	1.308	0.7519	-0.2027	0.4022	-1.602	-0.3897	-1.209	-1.223	-0.8105	0.4835	-1.104	-1.205	-1.178	-0.6744	-0.8297	-1.306	-1.177	-1.232	-0.5584	-0.8048	-0.5166	-0.5853	0.405	-0.9908	-0.5959	2.337	0.8113	-0.1955	-0.3157	-0.8634	-0.3684	-0.5933	-0.22	-0.08074	-1.022	-0.4717	1.357	-0.07629	-0.1213
GENE322X	HSI070B11	TJP3		-0.7211	1.169	1.073	0.3686	-0.1416	0.648	1.098	0.4875	-0.03952	-0.1811	-0.08682	0.4232	1.233	1.284	-0.6179	0.07149	0.3495	0.8922	1.181	0.5465	2.085	2.41	1.396	-0.04359	-0.0453	0.7004	0.7061	0.1092	-0.613	2.05	-0.01716	-0.2499	1.322	0.3441	0.4342	-0.905	-1.127	-0.5807	-0.007649	-1.312	-1.264	-0.2561	0.4974	-1.413	-0.4427	-1.846	-1.141	-0.7891	-1.126	-0.2682	0.3263	0.1838	1.011	-2.782	-1.997	0.33	0.4165	0.5252	-1.235	-0.261	0.5847	-0.1186	-1.29	-0.2252	-1.758	-0.5199	-0.3667	-0.467
GENE85X	HSI040C08	AZGP1		0.8446	2.21	1.7	1.081	0.6942	1.375	0.852	0.6321	0.05051	-0.3044	0.3815	0.07474	0.2724	0.4196	-0.3757	-0.605	-0.1695	0.3507	1.224	-0.792	1.826	0.2568	-0.5608	0.04502	-1.593	0.5634	-1.326	0.1451	0.1829	2.351	0.3354	0.5906	-0.1197	-0.5037	0.9066	-0.3453	0.9144	0.7421	-0.2592	-1.632	-0.7515	-0.7841	0.6418	-0.9279	-0.6767	-1.45	-2.08	-1.083	0.9493	-0.8375	-0.2534	0.05042	0.3809	-1.788	-0.7702	1.189	1.483	-0.8697	0.4095	0.2146	0.7068	-0.6324	0.4323	-0.6288	-1.902	-2.003	-0.7098	-0.7463
GENE318X	HSI073F05	PDK1		0.8158	2.664	0.9289	-0.5255	1.183	0.8446	0.1559	0.7201	0.7332	0.1968	0.5085	-0.4109	1.926	-0.4535	0.9767	-0.9301	0.3588	-1.803	0.4392	0.5445	-0.5383	-0.02961	0.09339	1.553	0.711	0.7374	1.573	0.65	0.3945	3.26	0.6464	-0.9062	1.175	0.05048	-0.2655	-0.8834	-0.299	-1.444	-0.746	-1.196	-0.3587	-1.502	-1.709	-1.88	-0.8095	-0.957	-1.053	-0.7456	-0.8192	-0.7919	-0.8797	0.4527	-1.193	-0.6391	-0.1159	0.4541	-0.2723	-0.2871	-0.1224	-0.01265	-0.649	1.222	0.5004	-0.7079	-0.4042	0.4272	-0.356	-0.2008
GENE332X	HSI073G05	CREB1		0.1974	2.633	0.5124	-0.6045	0.1897	0.1995	-0.009292	0.4531	-0.09774	-0.03865	0.1561	-0.2338	1.261	-0.3445	1.143	-0.09845	0.3316	-1.423	0.07681	0.7357	0.6306	0.704	1.144	1.624	1.045	1.315	0.7563	-0.1484	0.04293	3.69	1.089	-0.9743	1.473	0.3955	0.333	-0.7051	-0.3457	-1.794	-0.5377	-0.8547	-0.01147	-1.146	-1.861	-1.224	-0.9769	-0.6388	-1	-1.242	-1.532	-0.8877	-1.472	1.386	-0.5818	-0.8912	0.3435	0.6099	0.2841	-0.2977	-0.9109	-0.1053	-0.6887	0.1523	0.3565	-0.8759	0.2134	0.1023	-0.4576	-0.5675
GENE209X	HSI065C09	CNNM2		0.6947	2.224	0.5117	-0.3329	0.2304	2.346	-0.8687	0.5285	1.422	-0.2966	0.09919	-0.5392	0.495	-0.2051	0.9771	-0.06916	0.8648	-1.161	0.02535	0.4231	1.114	-0.157	0.3583	0.01626	1.45	-0.2975	0.134	0.1878	-0.2446	3.329	0.7736	-1.378	0.1674	1.301	0.8846	0.2646	0.4006	-1.614	-0.1722	-0.6337	0.3718	-0.9989	-1.808	-0.4402	-0.06091	0.2096	-0.843	-2.135	-1.812	-0.5982	-1.663	0.9866	-1.511	-1.146	-0.009099	0.3668	0.438	-0.1428	-0.3688	-0.1722	-1.258	0.9523	0.6059	-0.7428	-0.0256	-0.2089	-0.6097	-0.6298
GENE381X	HSI002H12	CRADD		0.1166	1.726	0.1323	-0.6787	0.7277	2.074	-0.2328	0.9446	1.316	-0.41	-0.09428	-0.5747	-0.05638	-0.3886	0.981	-0.3123	0.4912	-1.587	0.7649	0.4322	1.24	0.4675	0.6376	-0.7363	2.031	-0.7048	0.8073	0.283	0.134	2.47	1.194	-1.428	-1.062	1.264	1.049	0.1081	0.2505	-1.546	-0.1902	-0.6857	0.0104	-1.469	-1.806	-0.3666	0.03693	0.1331	-1.121	-1.676	-1.806	-0.5684	-0.9702	1.561	-1.167	-0.777	0.3802	0.3019	0.9669	-0.2455	-0.3888	-0.657	-1.369	1.045	0.8148	-1.328	0.4064	-0.208	-0.5745	-0.1136
