Affymetrix Gene ID	Entrez Gene Name	Full Gene Name	Contrast Analysis	2 Month A	2 Month B	6 Month A	6 Month B	12 Month A	12 Month B	21 Month A	21 Month B
1423997_at	D3Jfr1	DNA segment, Chr 3, MJeffers 1	-6.1	6.88	5.36	7.65	8.49	10.09	8.62	10.97	10.45
1415784_at	Vps35	vacuolar protein sorting 35	-6.1	4.29	4.17	4.72	4.24	4.28	4.44	5.83	5.3
1417065_at	Egr1	early growth response 1	-6.1	10.86	10.87	11.43	10.82	11.52	11.37	12.87	11.93
1450873_at	Gtpbp4	GTP binding protein 4	-6.1	9.33	8.94	9.54	9.83	10.3	9.08	10.64	10.75
1420390_s_at	Zfp354a	zinc finger protein 354A	-6.1	5.4	5.39	5.4	5.29	6.66	5.42	6.64	7.21
1415726_at	BC038311	cDNA sequence BC038311	-6.09	8.35	8.91	8.96	9.48	9.76	9.27	10.04	10.25
1426775_s_at	Scamp1	secretory carrier membrane protein 1	-6.09	8.01	8.61	8.17	8.71	9.95	8.78	10.55	10.52
1418502_a_at	Oxr1	oxidation resistance 1	-6.08	7.8	8.27	8.12	8.76	9.64	8.44	9.97	10.31
1417695_a_at	Soat1	sterol O-acyltransferase 1	-6.08	6.22	7.03	7.1	5.8	7.75	7.88	8.07	8.55
1426247_at	Stk24	serine/threonine kinase 24 (STE20 homolog, yeast)	-6.08	7.98	7.76	7.99	8.43	9.12	7.73	9.24	9.41
1438165_x_at	Vat1	vesicle amine transport protein 1 homolog (T californica)	-6.07	5.07	5.46	3.49	5.89	7.04	6.19	6.42	6.68
1415840_at	Elovl5	ELOVL family member 5, elongation of long chain fatty acids (yeast)	-6.07	10.04	9.96	10.51	11.34	12.25	10.02	11.91	12.03
1418349_at	Dtr	diphtheria toxin receptor	-6.07	8.24	7.96	9.29	8.87	9.01	8.65	10.11	9.91
1451174_at	E430025L02Rik	RIKEN cDNA E430025L02 gene	-6.06	5.98	6.48	6.67	7.05	9.23	6.26	8.4	8.33
1422508_at	Atp6v1a1	ATPase, H+ transporting, V1 subunit A, isoform 1	-6.06	8.89	8.75	9.07	9.67	10.07	8.66	11.24	10.73
1425029_a_at	2810049G06Rik	RIKEN cDNA 2810049G06 gene	-6.05	7.07	7.41	7.02	7.54	8.16	7.8	8.48	8.89
1417458_s_at	Cks2	CDC28 protein kinase regulatory subunit 2	-6.05	12	11.86	11.14	11.18	12.88	11.51	12.92	12.86
1448529_at	Thbd	thrombomodulin	-6.04	4.94	4.18	6.15	4.56	5.58	5.69	6.57	7.05
1451114_at	Cklfsf6	chemokine-like factor super family 6	-6.04	7.59	7.92	7.25	7.65	9.06	7.34	9.19	9.23
1455899_x_at	Socs3	suppressor of cytokine signaling 3	-6.02	10.35	10.55	10.78	10.77	11.43	11.69	11.41	11.79
1416600_a_at	Dscr1	Down syndrome critical region homolog 1 (human)	-6.02	6.17	6.51	6.67	6.47	7.63	6.64	7.42	7.54
1433521_at	Scd1	stearoyl-Coenzyme A desaturase 1	-6.02	7.53	7.5	8.26	7.54	8.79	8.05	8.97	8.9
1426880_at	9430077C05Rik	RIKEN cDNA 9430077C05 gene	-6.02	5.25	6.45	6.27	6.36	7.53	6.64	7.58	7.72
1419480_at	Sell	selectin, lymphocyte	-6.01	1.98	1.35	1.69	4.08	4.35	3.18	4.8	5.57
1417648_s_at	Snx5	sorting nexin 5	-6.01	8.15	8.1	7.46	8.68	9.23	8.69	9.05	9.17
1418030_at	Slco3a1	solute carrier organic anion transporter family, member 3a1	-6.01	7.5	7.12	7.15	7.65	8.69	7.65	9.24	8.82
1421529_a_at	Txnrd1	thioredoxin reductase 1	-6.01	9.17	9.22	9.95	9.67	11.35	8.78	10.97	10.61
1416559_at	1500003O22Rik	RIKEN cDNA 1500003O22 gene	-6	7.26	7.18	7.28	8.03	9.69	7.14	9.21	9.21
1418392_a_at	Gbp3	guanylate nucleotide binding protein 3	-6	9.73	9.7	10	9.57	10.98	10.37	10.93	10.53
1423421_at	Gbif	globin inducing factor, fetal	-6	5.7	5.97	7.22	7.25	7.96	5	7.55	7.83
1425542_a_at	Ppp2r5c	protein phosphatase 2, regulatory subunit B (B56), gamma isoform	-5.99	9.21	9.58	9.46	9.72	10.89	9.27	10.94	10.81
1450729_at	Hs2st1	heparan sulfate 2-O-sulfotransferase 1	-5.99	6.24	6.66	7.02	6.79	7.65	6.14	7.83	8.01
1451012_a_at	Csda	cold shock domain protein A	-5.99	7.8	7.58	9.31	8.64	9.59	8.19	9.7	9.24
1433883_at	na	similar to tropomyosin 4	-5.98	9.6	9.67	10.05	10.1	10.98	10.13	10.66	11.25
1427418_a_at	Hif1a	hypoxia inducible factor 1, alpha subunit	-5.98	8.71	8.93	9.22	9.12	10.01	8.86	9.98	10.44
1452340_at	6820424L24Rik	RIKEN cDNA 6820424L24 gene	-5.98	6.84	7.39	6.83	7.13	7.58	7.83	7.84	8.1
1418901_at	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	-5.98	7.98	7.93	7.46	7.77	8.91	9.47	9.36	9.74
1451493_at	Ndfip1	Nedd4 family interacting protein 1	-5.97	8.39	8.35	8.5	9.28	10.12	8.71	10.35	10.18
1419036_at	NA	NA	-5.97	7.59	8	7.83	8.18	8.8	7.96	9.22	9.27
1420829_a_at	na	similar to 14-3-3 PROTEIN TAU (14-3-3 PROTEIN THETA)	-5.97	9.48	9.49	9.67	10.22	11.34	9	10.93	10.97
1416014_at	Abce1	ATP-binding cassette, sub-family E (OABP), member 1	-5.96	6.57	6.43	6.8	7.25	8.49	7.04	8.32	7.99
1424717_at	2510025F08Rik	RIKEN cDNA 2510025F08 gene	-5.96	7.36	7.53	7.82	7.13	8.3	7.91	8.42	8.78
1425266_a_at	Rap1gds1	RAP1, GTP-GDP dissociation stimulator 1	-5.95	7.13	6.89	6.54	7.68	8.56	7.7	8.53	8.5
1423143_at	Gtpbp4	GTP binding protein 4	-5.95	6.81	6.62	8.9	7.77	8.2	6.94	9.92	9.39
1448936_at	Stx12	syntaxin 12	-5.94	9.32	9.7	9.27	9.57	10.99	8.95	11.01	11.2
1416509_at	Smbp	SM-11044 binding protein	-5.93	11.98	11.98	11.54	12.13	13.06	11.99	13.01	13.19
1417124_at	Dstn	destrin	-5.93	10.06	10.19	10.89	10.09	11.57	10.3	12.04	12.4
1451977_at	Dyrk1a	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a	-5.93	4.27	3.84	4.44	5.08	6.6	4.49	6.37	6.31
1426015_s_at	Asph	aspartate-beta-hydroxylase	-5.93	5.81	5.91	5.77	5.69	7.1	6.75	7.4	7.09
1416872_at	Tm4sf6	transmembrane 4 superfamily member 6	-5.92	7.22	6.94	7.09	7.26	8.34	6.9	8.22	8.19
1423265_at	Minpp1	multiple inositol polyphosphate histidine phosphatase 1	-5.92	7.62	6.92	7.54	7.58	8.52	8	8.39	8.72
1416304_at	Litaf	LPS-induced TN factor	-5.92	7.15	7.25	6.69	7.42	8.33	7.29	8.3	8.51
1424914_at	2310044G17Rik	RIKEN cDNA 2310044G17 gene	-5.92	4.98	4.6	5.41	5.3	6.87	3.55	6.29	6.56
1426380_at	2310046H11Rik	RIKEN cDNA 2310046H11 gene	-5.89	10.08	10.35	9.71	10.41	11.8	10.38	11.4	11.66
1433508_at	Copeb	core promoter element binding protein	-5.88	10.69	10.19	11.21	11.35	11.62	10.89	11.8	12.1
1449042_at	Ctcf	CCCTC-binding factor	-5.88	7.94	7.83	10.28	9.95	9.13	8.15	10.08	9.93
1417696_at	Soat1	sterol O-acyltransferase 1	-5.88	5.23	5.14	5.15	5.02	6.17	5.71	6.02	7.13
1424030_at	Tcfcp2l2	transcription factor CP2-like 2	-5.87	5.36	4.93	5.77	4.86	6.02	6.16	6.69	7.24
1448516_at	Tsn	translin	-5.87	7.72	7.53	7.96	8.27	8.52	8.14	9.81	8.96
1434653_at	Ptk2b	PTK2 protein tyrosine kinase 2 beta	-5.87	5.67	5.25	5.27	6.34	7.65	6.46	7.51	7.48
1436726_s_at	Sptlc1	serine palmitoyltransferase, long chain base subunit 1	-5.86	7.4	7.19	6.83	7.19	8.43	6.99	8.26	8.47
1421894_a_at	Tpp2	tripeptidyl peptidase II	-5.84	8.68	9.15	8.94	8.88	9.81	9.07	10	10.21
1448434_at	Rnf103	ring finger protein 103	-5.84	8.75	8.79	9.04	8.89	10.31	8.7	10.08	10.66
1417791_a_at	Np220	nuclear protein 220	-5.84	7.39	6.83	7.32	7.55	8.08	8.15	7.85	8.1
1425686_at	Cflar	CASP8 and FADD-like apoptosis regulator	-5.84	4.04	3.93	4.14	4.01	5.74	4.05	5.29	5.99
1420814_at	Gdi3	guanosine diphosphate (GDP) dissociation inhibitor 3	-5.84	6.59	7.3	8.08	7.8	9.79	6.52	9.29	9.03
1426663_s_at	2210413P12Rik	RIKEN cDNA 2210413P12 gene	-5.83	6.39	6.06	5.97	5.42	6.85	6.69	7.55	7.34
1418134_at	1200007B05Rik	RIKEN cDNA 1200007B05 gene	-5.83	9.21	9.35	9.35	9.06	10.89	9.08	10.93	10.53
1422474_at	Pde4b	phosphodiesterase 4B, cAMP specific	-5.82	10.41	10.7	10.44	11.05	12.01	10.58	12.44	12.29
1436498_at	Arih1	ariadne ubiquitin-conjugating enzyme E2 binding protein homolog 1 (Drosophila)	-5.81	8.06	7.65	7.85	8.53	9.8	8.12	10.09	9.87
1425718_a_at	Ivns1abp	influenza virus NS1A binding protein	-5.8	10.96	10.79	11.51	11.09	12.3	10.69	12.2	12.46
1418825_at	Ifi1	interferon inducible protein 1	-5.8	7.45	7.22	7.93	7.89	8.37	6.9	9.61	8.99
1437738_at	Atp2c1	ATPase, Ca++-sequestering	-5.8	5.84	5.33	7.02	6.27	7.58	7.03	7.51	7.25
1427040_at	Kdt1	kidney cell line derived transcript 1	-5.8	7.63	8.47	8.6	8.33	10.08	8.39	10.26	10.18
1415785_a_at	Cct8	chaperonin subunit 8 (theta)	-5.8	8.61	9.04	9.01	9.98	11.87	8.96	11.8	11.72
1426831_at	Ahcyl1	S-adenosylhomocysteine hydrolase-like 1	-5.8	5.91	5.56	8.83	8.24	8.5	5.64	9.51	9.85
1427491_at	4933414E04Rik	RIKEN cDNA 4933414E04 gene	-5.8	5.73	5.87	5.79	5.77	7.2	5.85	6.88	7.39
1436451_a_at	1110032D12Rik	RIKEN cDNA 1110032D12 gene	-5.8	12.79	12.9	12.93	13.37	13.89	13.03	13.93	14.07
1423352_at	Cocoacrisp	Cocoacrisp protein	-5.79	7.81	7.44	8.3	8.34	8.84	8.36	8.57	8.86
1452792_at	2810422M04Rik	RIKEN cDNA 2810422M04 gene	-5.78	5.9	5.68	5.88	6.03	7.34	5.94	6.69	6.91
1459817_at	Txnl	thioredoxin-like	-5.78	5.49	5.5	5.25	5.22	5.98	5.82	6.57	6.28
1419249_at	Pftk1	PFTAIRE protein kinase 1	-5.77	6.99	7.37	7.02	6.92	8.98	6.64	8.63	9
1449249_at	Pcdh7	protocadherin 7	-5.77	3.96	3.32	4.47	3.95	5.07	4.56	5.91	5.37
1418433_at	Cab39	calcium binding protein 39	-5.77	6.38	6.58	6.29	7.44	9.08	7.22	8.8	8.67
1423054_at	Wdr1	WD repeat domain 1	-5.77	7.27	7.17	7.36	7.82	8.41	7.7	8.41	8.69
1424570_at	Ddx46	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46	-5.76	3.49	2.5	4.1	3.56	4.11	2.52	5.07	5.52
1460718_s_at	Mtch1	mitochondrial carrier homolog 1 (C. elegans)	-5.76	8.63	8.66	8.12	8.55	10.84	8.28	9.74	9.97
1419548_at	Kpna1	karyopherin (importin) alpha 1	-5.76	5.69	6.1	5.66	6.21	7.9	5.68	7.69	8.1
1419917_s_at	3930401E15Rik	RIKEN cDNA 3930401E15 gene	-5.74	8.21	8.54	8.9	8.51	9.7	8.74	9.82	9.7
1436861_at	Il7	interleukin 7	-5.74	4.41	4.67	5	4.92	5.72	5.58	5.8	5.23
1448592_at	Crtap	cartilage associated protein	-5.74	7.62	7.57	7.64	8.43	9.14	7.81	9.25	9.25
1416059_at	Sec23b	SEC23B (S. cerevisiae)	-5.74	8.84	9.05	8.92	9.26	9.64	9.02	9.92	10.02
1450859_s_at	Ube2d3	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)	-5.74	7.37	6.86	6.87	7.44	8.59	7.5	8.88	8.81
1417407_at	Fbxl14	F-box and leucine-rich repeat protein 14	-5.74	8.32	7.77	7.86	8.64	8.73	8.39	10.24	9.71
1450716_at	Adamts1	a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 1	-5.74	6.43	6.25	6.88	5.85	7.05	7.49	7.52	8
1418693_at	Hnrpc	heterogeneous nuclear ribonucleoprotein C	-5.73	6.23	4.43	6.09	5.74	7	6.56	7.35	6.78
1454631_at	Gtf2a1	general transcription factor II A, 1	-5.73	5.43	6.5	6.19	6.45	7.99	6.48	8.28	8.51
1423220_at	Eif4e	eukaryotic translation initiation factor 4E	-5.72	8.5	8.29	8.14	8.69	9.94	8.24	10.34	10
1417565_at	Abhd5	abhydrolase domain containing 5	-5.72	6.19	6.77	6.78	6.43	7.22	6.99	7.37	7.37
1418021_at	C4	complement component 4 (within H-2S)	-5.72	6.13	5.2	6.72	6.04	7.44	6.56	8.16	8.94
1422879_at	Sypl	synaptophysin-like protein	-5.72	8.12	7.97	7.57	7.69	8.79	8.17	9.05	9.24
1452671_s_at	Lman1	lectin, mannose-binding, 1	-5.72	9.08	8.9	9.13	9.52	10.19	9.15	10.12	10.23
1419279_at	Pip5k2a	phosphatidylinositol-4-phosphate 5-kinase, type II, alpha	-5.72	5.24	5.19	5.52	5.99	6.54	5.67	6.44	6.31
1450934_at	Eif4a2	eukaryotic translation initiation factor 4A2	-5.72	11.84	12.09	12.07	12.39	13.04	11.94	13.09	13.22
1451266_at	Mrpl50	mitochondrial ribosomal protein L50	-5.72	6.71	6.44	6.54	6.69	8.19	5.98	7.73	7.66
1420479_a_at	Nap1l1	nucleosome assembly protein 1-like 1	-5.71	6.82	7.15	8.91	8.54	9.01	8.25	10.81	10.18
1419546_at	Atp6v1c1	ATPase, H+ transporting, V1 subunit C, isoform 1	-5.71	8.46	7.78	8.5	8.5	10.03	7.98	9.72	9.75
1451828_a_at	Facl4	fatty acid-Coenzyme A ligase, long chain 4	-5.71	4.88	4.69	4.35	4.37	5.85	4.91	5.82	5.95
1428061_at	Hat1	histidine aminotransferase 1	-5.7	9.73	10.15	9.98	10.47	11.7	9.78	12.05	11.67
1423077_at	Snx9	sorting nexin 9	-5.69	3.28	3.13	3.42	2.94	3.59	3.24	5.06	4.24
1452843_at	Il6st	interleukin 6 signal transducer	-5.69	8.39	8.24	8.5	8.67	9.98	9.3	9.18	9.48
1420634_a_at	Madh2	MAD homolog 2 (Drosophila)	-5.68	7.38	7.85	7.53	7.68	9.35	6.95	9.12	9.07
1425493_at	Bmpr1a	bone morphogenetic protein receptor, type 1A	-5.68	3.99	4.15	4.72	4.26	5.38	4.81	5.43	6.31
1416768_at	1110003E01Rik	RIKEN cDNA 1110003E01 gene	-5.68	9.81	9.82	9.7	10	10.85	9.53	11.54	11.1
1429739_a_at	Zfp278	zinc finger protein 278	-5.67	7	6.66	7.04	6.84	7.73	7.12	8.06	8.54
1433585_at	Tnpo1	transportin 1	-5.66	9.03	9.02	8.66	9.14	9.1	9.71	9.98	10.29
1422801_at	G3bp	Ras-GTPase-activating protein SH3-domain binding protein	-5.66	7.79	7.3	8.12	8.32	9.91	8.23	9.01	9.03
1417378_at	Igsf4a	immunoglobulin superfamily, member 4A	-5.65	5.58	5.03	5.25	4.94	5.35	5.83	6.58	6.35
1426575_at	9530058O11Rik	RIKEN cDNA 9530058O11 gene	-5.64	3.94	4.86	5.32	5.42	6.2	3.97	6.28	6.65
1417758_at	Itga2b	integrin alpha 2b	-5.64	7.82	7.58	7.65	7.79	9.18	8.47	8.6	8.58
1427271_at	6030404E16Rik	RIKEN cDNA 6030404E16 gene	-5.63	7.87	7.9	7.85	8.82	9.53	8.2	9.74	9.71
1422806_x_at	Ing3	inhibitor of growth family, member 3	-5.63	6.77	6.79	7.44	7.24	8	6.61	7.68	7.93
1424243_at	Icam1	intercellular adhesion molecule	-5.63	6.81	7.31	7.86	7.28	8.91	6.82	9.04	9.27
1437102_at	2210410K23Rik	RIKEN cDNA 2210410K23 gene	-5.62	6.59	6.59	5.91	7.07	7.45	6.81	7.86	7.78
1419650_at	Zfr	zinc finger RNA binding protein	-5.62	9.78	9.98	10.25	9.7	11.5	10.51	11.33	11.92
1436993_x_at	Pfn2	profilin 2	-5.61	7.09	6.86	7.26	6.85	7.53	6.9	8	8.21
1423450_a_at	Hs3st1	heparan sulfate (glucosamine) 3-O-sulfotransferase 1	-5.6	4.67	4.83	4.3	5.19	5.67	6.24	5.96	6.63
1427276_at	Smc4l1	SMC4 structural maintenance of chromosomes 4-like 1 (yeast)	-5.6	7.97	7.36	10.87	10.1	10.71	6.71	11.19	11.36
1451391_at	2700050L05Rik	RIKEN cDNA 2700050L05 gene	-5.6	4.6	5.52	5.53	6.1	8.14	5.33	7.77	8.23
1428137_at	Arl10c	ADP-ribosylation factor-like 10C	-5.59	7.41	7.33	7.78	8.43	9.8	7.14	9.12	9.31
1448763_at	4921525H23Rik	RIKEN cDNA 4921525H23 gene	-5.59	7.57	6.96	7.54	7.5	8.65	7.49	8.7	8.9
1421378_s_at	Abcc1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	-5.58	4.62	4.55	5.85	4.73	4.4	4.47	5.78	5.88
1460320_at	Becn1	beclin 1 (coiled-coil, myosin-like BCL2-interacting protein)	-5.58	7.99	8.21	8.21	8.17	8.99	7.9	9.05	9.34
1422499_at	D15Ertd366e	DNA segment, Chr 15, ERATO Doi 366, expressed	-5.58	5.93	6.27	5.69	6.57	7.5	6.91	7.59	8.25
1423098_at	Capn7	calpain 7	-5.56	5.36	5.96	5.96	6.31	7.87	5.84	7.59	7.59
1435494_s_at	5730453H04Rik	RIKEN cDNA 5730453H04 gene	-5.56	3.46	3.55	3.68	3.56	5.45	3.5	6.72	5.41
1451356_at	Anp32e	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	-5.55	8.67	8.78	8.47	8.8	9.5	8.3	10.68	10.1
1460193_at	St13	suppression of tumorigenicity 13	-5.55	8.69	8.7	8.77	9.92	9.59	8.4	9.85	9.75
1451197_s_at	BC031407	cDNA sequence BC031407	-5.55	7.99	8.04	7.46	7.74	9.5	8.41	8.88	9.06
1450976_at	Ndr1	N-myc downstream regulated 1	-5.55	6.76	6.47	7.29	8.11	8.62	6.52	8.39	8.27
1423304_a_at	Rnf111	ring finger 111	-5.54	8.32	8.66	8.56	8.72	9.41	9.04	9.48	9.87
1427334_s_at	2810474O19Rik	RIKEN cDNA 2810474O19 gene	-5.54	8.41	8.57	9.21	9.37	8.84	9.07	10.12	10.3
1418203_at	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	-5.54	4.41	4.31	4.09	5.33	5.51	4.53	6.22	6.44
1424098_at	9130013K24Rik	RIKEN cDNA 9130013K24 gene	-5.53	5.96	5.78	6.67	6.67	7.23	6.13	6.71	7.6
1422497_at	Slc30a5	solute carrier family 30 (zinc transporter), member 5	-5.53	7.29	7.69	8.23	7.78	9.53	7.41	9.11	9.52
1425801_x_at	Cotl1	coactosin-like 1 (Dictyostelium)	-5.53	7.57	7.44	7.3	7.98	8.97	7.82	8.74	8.8
1451018_at	Leprotl1	leptin receptor overlapping transcript-like 1	-5.53	7.9	7.73	9.09	8.39	8.69	7.42	9.15	9.51
1422533_at	Akap9	A kinase (PRKA) anchor protein (yotiao) 9	-5.52	5.87	5.76	6.42	6.33	7.09	5.9	6.89	7.39
1432270_a_at	2210412K09Rik	RIKEN cDNA 2210412K09 gene	-5.52	9.7	9.22	9.99	9.87	10.93	9.43	11.14	10.82
1449117_at	Jund1	Jun proto-oncogene related gene d1	-5.52	9.17	8.56	9.47	8.79	10.41	9.67	10.52	10.3
1426416_a_at	2310034L04Rik	RIKEN cDNA 2310034L04 gene	-5.52	8.58	8.4	7.81	8.65	10.05	8.29	10.09	10
1418217_at	Nme7	non-metastatic cells 7, protein expressed in	-5.51	5.73	5.4	5.97	5.88	6.86	5.86	6.81	6.58
1436746_at	Prkwnk1	protein kinase, lysine deficient 1	-5.51	8.75	7.46	8.76	8.53	9.24	8.6	9.93	10.4
1423231_at	Nrgn	neurogranin	-5.51	2.95	2.82	2.3	1.91	4.38	3.43	4.64	4.35
1460199_a_at	Pafah1b1	platelet-activating factor acetylhydrolase, isoform 1b, beta1 subunit	-5.51	8.08	8.06	7.4	8.41	9.82	7.48	9.99	10.03
1438556_a_at	Tmod3	tropomodulin 3	-5.51	6.07	6	7.98	7.54	7.2	6.61	9.27	8.76
1451175_at	1810011E08Rik	RIKEN cDNA 1810011E08 gene	-5.51	9.27	8.96	9.01	9.33	10.11	9.19	10.32	10.21
1455988_a_at	Cct6a	chaperonin subunit 6a (zeta)	-5.51	12.38	12.15	12.6	12.51	13.48	12.01	13.19	13.41
1418042_a_at	Abcc5	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	-5.49	7.01	6.97	6.87	6.32	7.79	7.88	7.99	8.04
1438115_a_at	Slc9a3r1	solute carrier family 9 (sodium/hydrogen exchanger), isoform 3 regulator 1	-5.49	8.25	8.25	7.97	8.5	9.43	9.07	9.35	8.97
1455625_at	Ilk	integrin linked kinase	-5.49	3.4	3.98	3.98	4.47	5.38	4.04	5.57	5.64
1416773_at	Wee1	wee 1 homolog (S. pombe)	-5.49	7.45	7.18	7.51	7.84	8.47	7.53	8.49	8.43
1452312_at	2810002D19Rik	RIKEN cDNA 2810002D19 gene	-5.49	4.95	4.99	5.02	6.06	6.29	5.02	6.72	6.54
1419329_at	Sh3d4	SH3 domain protein 4	-5.48	4.46	4.52	4.39	4.88	6.91	4.71	5.69	5.57
1423821_at	8430437G11Rik	RIKEN cDNA 8430437G11 gene	-5.48	5.67	5.56	6.21	6.06	7.92	6.01	7.06	7.81
1424200_s_at	2610007A16Rik	RIKEN cDNA 2610007A16 gene	-5.47	9.59	9.4	9.28	9.86	10.72	9.26	10.97	11.03
1422910_s_at	Smc6l1	SMC6 structural maintenance of chromosomes 6-like 1 (yeast)	-5.47	8.24	7.35	10.1	9.35	9.75	7.53	11.05	10.72
1416942_at	Arts1	type 1 tumor necrosis factor receptor shedding aminopeptidase regulator	-5.46	5.75	6.38	7.29	6.78	8.01	6.98	8.21	8.17
1423684_at	Hnrpk	heterogeneous nuclear ribonucleoprotein K	-5.46	11.15	11.46	11.96	11.59	12.37	11.3	12.42	12.58
1423707_at	B230114J08Rik	RIKEN cDNA B230114J08 gene	-5.45	8.19	8.62	8.35	8.39	9.57	8.42	9.39	9.57
1438695_at	AU067723	NA	-5.45	8.24	8.44	8.87	8.48	8.79	8.56	9.45	9.85
1420821_at	Sgpp1	sphingosine-1-phosphate phosphatase 1	-5.45	5.94	6.48	6.39	6.55	8.14	6.61	7.49	7.61
1437679_a_at	Glrx2	glutaredoxin 2 (thioltransferase)	-5.44	9.38	9.32	9.19	9.88	10.81	8.39	11.17	11.03
1417155_at	Nmyc1	neuroblastoma myc-related oncogene 1	-5.44	7.27	7.51	8.03	7.68	8.65	7.87	8.93	9.51
1424899_at	4933408N02Rik	RIKEN cDNA 4933408N02 gene	-5.44	5.03	4.9	4.94	4.84	6.13	5.24	6.03	5.73
1433942_at	Myo6	myosin VI	-5.44	3.71	3.95	4.53	3.96	4.78	4.34	5.17	4.87
1425048_a_at	Hmgb1	high mobility group box 1	-5.43	10.32	10.05	10.33	11.17	12.03	10.98	11.96	11.99
1419029_at	Ero1l	ERO1-like (S. cerevisiae)	-5.43	6.46	6.52	7.08	6.79	7.43	6.44	7.87	7.56
1418431_at	Kif5b	kinesin family member 5B	-5.42	6.41	6.24	7.93	7.04	6.72	6.71	9.41	9.04
1418115_s_at	Ifrg15	interferon alpha responsive gene	-5.42	11.01	10.73	10.69	11.36	12.52	10.91	12.53	12.72
1451943_a_at	Ppm1a	protein phosphatase 1A, magnesium dependent, alpha isoform	-5.42	5.94	6.05	5.67	6.81	9.26	5.1	8.77	8.98
1429775_a_at	Tm7sf1	transmembrane 7 superfamily member 1	-5.41	3.2	3.57	4.02	5.19	5.54	3.66	5.72	5.24
1438839_a_at	Ywhae	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	-5.41	10.67	10.4	10.25	11.46	12.64	11.04	12.94	12.85
1416230_at	0610038L10Rik	RIKEN cDNA 0610038L10 gene	-5.41	7.67	8.19	7.82	8.15	9.13	8.22	9.45	9.56
1452627_at	Senp6	SUMO/sentrin specific protease 6	-5.4	8.93	8.61	9.43	9.64	9.92	9.27	9.99	10.35
1450749_a_at	Nr4a2	nuclear receptor subfamily 4, group A, member 2	-5.4	7.73	7.62	8.95	8.7	8.62	8.48	9.52	9.55
1420613_at	Ptp4a2	protein tyrosine phosphatase 4a2	-5.39	12.19	12.32	12.64	12.77	13	12.53	13.72	13.29
1451979_at	Kras2	Kirsten rat sarcoma oncogene 2, expressed	-5.38	11.04	10.5	11.17	11.09	12.27	11.54	11.98	12.43
1417741_at	Pygl	liver glycogen phosphorylase	-5.38	9.57	9.43	9.6	9.19	10.92	9.14	10.69	10.94
1453866_a_at	Xkh	McLeod syndrome gene homolog	-5.37	3.33	3.87	3.98	4.94	5.95	3.68	6.36	5.97
1416661_at	Eif3s10	eukaryotic translation initiation factor 3, subunit 10 (theta)	-5.36	4.7	4.39	8.03	6.34	6.57	4.94	8.18	8.82
1428096_at	Ipo11	importin 11	-5.36	8.41	8.31	8.9	8.58	9.79	8.63	9.94	9.52
1425565_at	Rest	RE1-silencing transcription factor	-5.36	7.89	7.94	9.84	9.69	9.9	8.58	9.85	10.19
1437067_at	Phtf2	putative homeodomain transcription factor 2	-5.36	7.32	8.09	8.13	7.65	9.26	8.44	9.32	9.9
1456315_a_at	Ptpla	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member a	-5.35	9.09	8.81	8.78	9.17	10.12	8.96	10.18	10.13
1417216_at	Pim2	proviral integration site 2	-5.35	5.13	5.25	6.05	5.23	7.59	5.73	6.95	6.88
1422430_at	Fignl1	fidgetin-like 1	-5.34	5.67	5.2	4.83	5.09	7.07	5.2	6.78	6.45
1424398_at	Dhx36	DEAH (Asp-Glu-Ala-His) box polypeptide 36	-5.34	8.05	7.56	8.74	8.1	9.27	7.21	10.1	9.65
1418753_at	Gfpt2	glutamine fructose-6-phosphate transaminase 2	-5.34	7	7.02	6.77	6.63	9.35	7.46	8.31	8.83
1454074_a_at	1500011J06Rik	RIKEN cDNA 1500011J06 gene	-5.33	8.87	8.01	9.25	8.77	9.38	9.22	9.65	9.8
1460707_at	Ptp4a2	protein tyrosine phosphatase 4a2	-5.33	10.35	10.58	10.69	11.64	12.59	10.35	12.55	12.63
1451090_a_at	Eif2s3x	eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked	-5.33	9.9	9.84	9.97	10.53	11.22	10.07	11.07	11.07
1448918_at	Slco3a1	solute carrier organic anion transporter family, member 3a1	-5.31	6.33	6.01	6.12	6.84	7.17	6.72	7.45	7.36
1419170_at	2310044D20Rik	RIKEN cDNA 2310044D20 gene	-5.31	10.38	10.77	10.92	10.68	11.45	10.18	11.71	12.04
1431390_a_at	Grinl1a	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A	-5.3	8.95	9.81	10.02	10.35	11.94	9.28	11.68	11.64
1450135_at	Fzd3	frizzled homolog 3 (Drosophila)	-5.3	7.16	5.75	7.38	6.95	8.02	7.42	8.4	8.58
