GID	yorf	NAME	GWEIGHT	216 A	216 B	228 A	228 B	125 B	175 B	217 B	217 A	218 B	201 B	202 B	145 B	263 B	39 A	39 B	138 A	138 B	64 A	64 B	262 B	21 A	227 B	155 A	155 B	218 A	223 A	67 A	17 A	21 B	146 A	146 B	117 A	117 B	30 A	30 B	148 B	148 A	149 A	70 A	70 B	223 B	61 A	175 A	125 A	17 B	141 A	141 B	123 A	123 B	151 A	145 A	262 A	61 B	67 B	90 A	90 B	149 B	151 B	P3 A	P3 B	201 A	202 A	227 A	263 A	203 A	203 B	152 A	152 B
GENE184X	HSI098C07	ZNF501		-1.172	-0.8151	-0.6159	-0.988	-0.2988	0.01095	-2.043	-1.854	-0.7188	-1.913	-2.126	-1.85	-2.316	0.6185	1.067	1.799	0.9818	-0.197	-0.4955	-1.353	-0.8289	-0.9364	0.2904	-0.4055	0.07941	0.5593	-0.3355	0.1001	0.5695	0.4049	-1.073	0.3577	0.5511	0.07207	0.6918	0.04893	-0.391	1.394	0.396	0.6207	1.426	0.4444	0.9173	0.6268	1.295	0.9868	0.1933	1.503	1.327	2.187	0.744	1.877	-0.3193	0.1445	-0.423	-0.6197	0.7905	0.7783	0.01055	-0.3294	-0.4752	0.2425	-0.2191	0.7717	-0.1421	-0.8663	-0.1645	-0.5924
GENE186X	HSI108E01	C10orf65		-1.184	-0.4521	-0.5629	-1.212	0.01001	0.1571	-2.152	-1.804	-0.7482	-2.125	-2.376	-1.998	-2.832	0.6648	1.111	1.546	0.9913	-0.1697	-0.3701	-1.166	-0.8346	-1.019	0.1101	-0.2986	0.2652	0.7082	-0.2459	0.3977	0.6181	0.3062	0.2105	0.4563	0.8938	-0.03493	1.014	0.01789	0.6859	0.6504	0.538	0.6466	1.363	0.4373	0.8214	0.8315	1.122	0.7668	0.3183	1.493	1.246	1.262	0.5451	1.875	-0.6094	0.1063	-0.4878	-0.5879	0.7347	0.9136	-0.1844	-0.6119	-0.4215	0.07919	-0.07294	0.8387	-0.2631	-0.8839	-0.4252	-0.6225
GENE691X	HSI109D08	BSDC1		-1.129	-0.6678	-0.5572	-1.35	-0.01156	0.1339	-1.688	-1.706	-0.5529	-2.141	-2.276	-1.611	-1.881	0.3006	0.5477	1.179	1.019	0.03226	-0.7492	-1.813	-0.9245	-1.157	0.0852	-0.3176	-0.05005	0.5347	0.289	0.123	0.3562	0.5137	0.7517	0.2795	0.9582	-0.3952	0.8348	-0.01515	1.05	0.9952	0.3222	0.6018	1.783	0.792	0.8616	0.5913	0.8954	0.6088	0.5484	1.368	1.219	2.397	0.5066	2.157	-0.7939	0.1299	-0.6064	-0.436	0.7697	0.7217	-0.6735	-0.938	-0.3243	-0.05746	0.04232	0.7564	-0.2568	-1.081	-0.2267	-0.6698
GENE692X	HSI109F08	DNAJA5		-1.283	-0.4707	-0.5471	-1.255	0.01568	0.2346	-1.714	-1.844	-0.6602	-2.103	-2.336	-1.54	-1.918	0.2331	0.4986	1.128	1.179	0.1425	-0.6939	-1.768	-0.9364	-1.117	0.1271	-0.1455	-0.1601	0.5148	0.3605	0.1829	0.3238	0.6509	0.7223	0.3036	0.948	-0.465	0.8065	-0.05525	0.926	0.9371	0.3466	0.6158	1.799	0.7584	0.8384	0.5804	0.8049	0.618	0.5386	1.331	1.224	2.397	0.505	2.058	-0.7426	0.4173	-0.6516	-0.4656	0.7689	0.6975	-0.777	-0.8587	-0.3288	-0.1016	-0.06237	0.7878	-0.284	-1.171	-0.1982	-0.67
GENE1106X	HSI107B03	CCDC37		-1.667	-0.951	-0.6658	-1.133	-0.3244	-0.05641	-2.005	-2.1	-1.007	-1.887	-1.996	-1.998	-1.59	0.5175	0.7453	1.386	0.6234	0.1324	-0.5395	-1.124	-0.4615	-1.109	-0.2623	-0.6062	-0.3568	0.3038	0.4896	0.3133	0.323	0.7682	0.3839	0.2199	0.5484	0.1636	0.5261	-0.1829	0.3066	1.204	0.6323	0.2052	1.533	0.9212	1.473	0.7537	0.918	0.7973	0.4521	1.23	1.525	2.552	0.8793	2.115	-0.6082	0.1309	-0.3684	-0.8506	0.5537	0.5995	-0.5188	-0.5959	0.09011	-0.11	-0.3628	0.5119	-0.1388	-0.8793	0.1939	-0.5654
GENE1211X	HSI107A03	ADAMTSL5		-1.71	-0.9558	-0.6675	-1.108	-0.01433	-0.05196	-2.123	-2.343	-1.094	-1.844	-1.884	-2.019	-1.416	0.5692	0.7268	1.288	0.7488	0.1595	-0.6162	-1.182	-0.4198	-1.094	-0.1394	-0.2359	-0.31	0.3508	0.4311	0.2774	0.2991	0.733	0.3399	0.2077	0.5833	0.1407	0.4609	-0.2399	0.3882	1.142	0.6129	0.5287	1.492	0.981	1.448	0.6834	0.9862	0.6452	0.4233	1.2	1.485	2.662	0.7655	2.085	-0.4222	-0.3877	-0.405	-0.6818	0.5117	0.5567	-0.3914	-0.5414	0.1141	-0.2409	-0.4304	0.4542	-0.09829	-1.049	0.2221	-0.5886
GENE685X	HSI065D02	CAPN5		-1.278	-0.5978	-0.7021	-0.9187	0.04197	0.03622	-1.834	-1.861	-0.9365	-2.15	-2.234	-1.858	-2.696	0.1513	0.9666	1.628	0.5416	-0.1049	-0.5952	-1.801	-0.7794	-0.7578	0.4904	-0.03334	0.01089	0.4135	0.1346	0.2213	0.3206	0.4414	0.3343	0.3855	0.6081	0.02616	0.3925	0.06602	0.8097	1.414	0.2563	0.2049	1.588	0.622	0.8797	0.3352	1.236	0.9248	0.3787	1.28	1.372	2.179	0.672	2.079	-0.3245	0.02921	-0.5182	-0.448	0.6094	0.7005	-0.03565	-0.4383	-0.5053	0.06955	-0.1859	0.528	-0.2459	-0.7246	-0.1562	-0.6601
GENE1101X	HSI172F09	SNTG2		-1.392	-0.9442	-0.585	-1.22	-0.1168	-0.3773	-1.911	-1.985	-1.227	-2.276	-2.27	-2.037	-2.502	0.6753	1.041	1.372	0.8686	0.1851	-0.3927	-1.058	-0.6224	-0.8889	-0.06378	0.08991	-0.2718	0.341	0.3164	0.2747	0.3221	0.5827	0.2382	0.4081	0.5027	0.1218	0.7308	-0.04024	0.9019	1.207	0.646	0.822	1.541	0.8292	0.7371	0.7934	1.084	0.7299	0.3997	1.231	1.278	2.141	0.6701	1.863	-0.2806	-0.06844	-0.2706	-0.5398	0.4499	0.4121	-0.0958	-0.2938	-0.3846	0.01168	-0.316	0.4115	-0.3746	-0.9291	0.1103	-0.6043
GENE1517X	HSI172F10	KIAA1727		-1.325	-0.855	-0.5558	-1.079	-0.1384	-0.2119	-2.214	-2.007	-1.102	-2.028	-2.111	-1.927	-2.444	0.4119	1.15	1.685	0.9787	-0.2205	-0.3788	-1.119	-0.7376	-0.9217	0.3682	0.1213	-0.08449	0.3726	0.04823	0.2043	0.4331	0.6767	0.1734	0.4026	0.5099	0.1524	0.4442	-0.1619	0.9315	1.324	0.4297	0.8063	1.244	0.3381	0.709	0.6429	0.9161	0.7674	0.3003	1.225	1.451	2.496	0.7652	1.947	-0.2782	-0.02439	-0.2577	-0.5486	0.3216	0.5131	-0.03024	-0.1688	-0.6786	-0.1641	-0.2252	0.5675	-0.4504	-0.9274	0.03693	-0.4897
GENE2070X	HSI066D06	NHN1		-1.228	-0.4639	-0.7724	-1.249	-0.3315	-0.2519	-1.924	-1.726	-0.8957	-1.482	-2.18	-1.897	-2.394	0.00757	0.8787	1.632	1.357	-0.06313	-0.6243	-1.851	-1.214	-0.9315	-0.287	-0.1511	-0.2558	0.4104	-0.1661	0.06733	0.2041	0.7802	0.5781	-0.08365	0.9286	0.2118	0.7168	0.3503	1.65	1.543	0.1782	-0.04034	1.089	0.8484	1.305	0.4324	0.8389	0.4545	0.2669	1.151	0.5292	2.427	1.084	1.734	-0.3313	0.3432	-0.4865	0.07469	0.7114	0.8482	-0.2592	-0.3389	-0.07408	-0.1013	-0.5358	0.5322	-0.05751	-0.444	-0.4817	-0.5929
GENE1875X	HSI064H05	MAK		-1.657	-0.8601	-0.6234	-1.069	-0.2032	-0.4603	-2.41	-2.296	-1.306	-1.438	-1.991	-1.914	-2.265	0.3888	0.9577	1.605	1.012	0.001901	-0.2448	-1.468	-0.5267	-1.134	-0.05054	-0.1734	-0.3467	0.318	-0.1809	-0.104	0.2716	1.027	0.563	-0.2384	0.9553	0.3348	0.2239	0.2522	1.371	1.605	0.2188	0.2364	0.8781	0.5379	0.5731	0.5447	0.7212	0.6168	0.3735	1.24	0.498	2.676	1.137	1.44	0.06447	-0.01068	-0.4991	-0.6965	0.6634	0.8856	0.0223	-0.1723	0.2862	0.2971	-0.3936	0.3923	0.4986	-0.2106	-0.1613	-0.5858
GENE2074X	HSI069D06	NOL6		-1.598	-0.8173	-0.7955	-1.036	-0.2661	-0.3846	-2.273	-2.115	-1.183	-1.215	-2.034	-2.051	-2.222	0.2843	0.8955	1.452	1.681	0.09742	-0.4085	-1.679	-0.6347	-0.9555	0.1042	0.04264	-0.1785	0.2588	-0.2665	0.1553	0.1531	0.7287	0.3299	-0.005468	0.3842	0.3171	0.1875	0.1166	1.443	1.765	0.3163	0.6722	1.18	0.6506	1.12	0.4671	0.6858	0.4044	0.2749	1.026	0.6653	2.658	1.098	1.31	-0.01609	0.2112	-0.4318	-0.842	0.6909	0.8348	-0.2104	-0.2439	0.1985	0.1969	-0.6527	0.5455	0.1176	-0.3768	-0.3299	-0.4989
GENE1216X	HSI180G09	SLC30A6		-1.515	-0.9805	-0.6461	-0.44	-0.1791	-0.1555	-1.847	-2.652	-1.471	-1.607	-1.987	-1.776	-2.337	0.4451	0.7319	1.651	0.7167	-0.07734	-0.667	-1.561	-0.8708	-0.8883	-0.01011	0.2347	0.0569	0.4755	-0.3492	0.5953	0.2058	1.081	0.7752	-0.2488	0.2737	-0.01308	0.09557	0.131	0.9356	1.59	0.2556	0.4349	0.7425	1.244	1.03	0.4923	0.5334	0.7405	0.326	1.06	1.538	2.57	1.2	1.349	-0.2035	-0.4725	-0.3814	-0.4326	0.7302	0.7233	-0.06382	-0.1732	0.006964	0.06247	-0.6672	0.267	0.3814	-0.1868	-0.1949	-0.6285
GENE1440X	HSI181E05	SPARC		-1.62	-1.132	-0.4284	-0.7964	-0.05221	-0.2203	-1.775	-2.384	-1.345	-1.751	-1.698	-1.998	-1.788	0.4126	0.8399	1.674	0.7241	-0.2803	-0.9811	-1.556	-0.7949	-1.149	0.15	0.1364	-0.07611	0.4055	-0.3591	0.5432	0.2197	1.103	0.6393	-0.2884	0.2203	0.04963	0.008334	-0.04841	0.7055	1.586	0.352	0.5064	1.25	1.041	1.182	0.4707	0.5348	0.6477	0.0581	1.146	1.442	2.582	1.104	2.068	-0.2297	-0.4947	-0.4035	-0.5788	0.5985	0.5486	0.03873	-0.1444	-0.1513	0.1836	-0.2988	0.4824	0.2395	-0.2976	-0.1013	-0.6725
GENE256X	HSI083F01	VAV1		-1.153	-0.8227	-0.7907	-0.5787	0.7	-0.172	-1.791	-2.08	-1.1	-1.554	-2.116	-1.693	-2.085	0.3892	0.7252	1.682	0.9224	-0.08811	-0.4214	-1.7	-0.6928	-0.6903	-0.1546	0.2186	-0.2666	0.1199	-0.3965	0.1851	0.01742	0.9431	0.4964	-0.3216	0.05218	-0.09771	0.1606	0.05162	1.345	2.117	0.1389	0.3125	0.4009	0.5856	0.8445	0.6675	0.6286	0.6412	-0.01683	1.138	1.428	3.323	1.328	1.628	-0.4085	-0.3869	-0.3327	-0.5975	0.4691	0.7125	-0.2646	-0.319	-0.3314	0.1502	-0.6336	0.4005	0.266	-0.4768	-0.1129	-0.5409
GENE1883X	HSI081D11	F2RL1		-1.188	-0.6802	-0.7844	-0.874	-0.1114	-0.1892	-1.643	-2.16	-1.004	-1.523	-2.028	-1.729	-1.986	0.2672	0.7602	1.58	1.492	-0.0344	-0.7037	-1.788	-0.6355	-0.8892	-0.2111	-0.03398	-0.3892	0.1635	0.09608	0.2205	0.05735	0.9956	0.6309	-0.2785	-0.128	0.1172	0.3208	0.2443	1.55	1.938	0.2604	0.5313	0.9356	0.8425	1.159	0.4108	0.6898	0.5057	0.156	1.011	1.03	3.054	1.514	1.528	-0.5164	-0.1415	-0.3106	-0.7234	0.5077	0.6765	-0.1307	-0.2372	-0.246	0.1352	-0.6004	0.2353	0.1037	-0.6755	-0.4258	-0.7211
GENE1974X	HSI062A11	ZNF136		-1.268	-0.4348	-0.7252	-1.05	0.494	-0.07335	-1.82	-1.78	-0.7283	-1.52	-1.965	-1.917	-2.484	-0.07115	0.6639	1.498	0.871	-0.1614	-0.5039	-1.872	-0.95	-0.8028	-0.1717	0.09315	0.02762	0.4375	-0.4972	-0.09157	0.2074	1.113	0.4011	-0.109	-0.05139	0.03166	0.4458	0.2199	1.753	1.952	0.2173	0.4175	0.9307	0.423	0.2293	0.3675	0.8493	0.7066	0.2604	1.209	1.734	2.984	1.237	1.326	-0.2011	-0.08448	-0.5272	-0.6582	0.6456	0.6245	-0.17	-0.2352	-0.012	0.03195	-0.4261	0.6163	-0.09473	-0.5262	-0.5037	-0.5336
GENE1045X	HSI037H03	EHHADH		-1.55	-0.7186	-0.8434	-0.964	-0.1315	-0.2755	-2.047	-1.94	-0.9693	-1.778	-2.058	-1.744	-2.298	0.367	0.7121	1.345	1.015	-0.1477	-0.7335	-1.703	-0.7562	-0.5087	-0.09666	-0.1734	0.1469	0.3916	-0.001502	0.2271	0.1477	0.7254	0.2911	0.03433	0.3025	0.1067	0.5155	0.05821	1.609	1.98	0.09461	0.583	0.9451	0.8658	0.7366	0.3496	0.5075	0.7064	0.3294	0.8219	1.359	2.972	1.08	1.756	-0.401	-0.1921	-0.4986	-0.3821	0.7114	0.8067	-0.05505	-0.3648	-0.3542	-0.005737	-0.4555	0.639	-0.15	-0.5481	-0.08593	-0.3083
GENE1108X	HSI178B09	PROSC		-1.103	-0.9094	-0.5971	-0.974	-0.154	-0.1885	-1.523	-1.921	-0.9131	-1.807	-1.932	-2.008	-2.284	0.2448	0.8029	1.771	0.9468	-0.3076	-0.8332	-1.867	-0.9803	-0.7151	-0.0767	-0.5054	0.06807	0.4476	-0.1299	0.1931	0.3946	0.7871	0.3667	0.1722	0.3012	0.194	0.8142	-0.002055	1.693	1.791	0.2975	0.2656	1.199	0.991	0.753	0.446	0.7266	0.6412	0.1654	0.881	1.237	2.505	1.001	1.956	-0.4914	-0.2589	-0.5075	-0.5178	0.735	0.8945	-0.1378	-0.1372	-0.04168	-0.0407	-0.4936	0.5145	-0.01058	-0.4015	-0.5324	-0.8969
GENE1846X	HSI025B11	KIAA1530		-1.603	-0.6301	-0.8297	-1.138	-0.6384	0.2071	-1.861	-1.736	-0.6025	-2.209	-1.975	-2.173	-1.482	0.2042	0.6697	1.8	0.4469	-0.0639	-0.837	-1.898	-0.9989	-0.6971	-0.1503	-0.1591	-0.584	0.1743	-0.1063	0.2024	0.1716	0.5563	0.3129	-0.1726	0.1707	0.07067	0.6577	0.07075	0.646	1.04	0.7627	1.231	1.691	1.399	0.8665	0.6267	0.8129	0.8073	0.2535	1.449	1.737	2.37	1.08	1.478	-0.3767	-0.002899	-0.1309	-0.4561	0.6247	0.6654	-0.4018	-0.5116	-0.3116	0.3143	-0.2831	0.3911	0.2095	-0.1115	-0.16	-0.8774
GENE1657X	HSI032B11	DIXDC1		-1.285	-0.7317	-0.5518	-0.9276	-0.5578	-0.2673	-2.272	-1.526	-1.037	-1.683	-2.112	-1.869	-2.511	0.1405	0.53	1.623	0.4578	0.1717	-0.6796	-1.674	-0.8994	-0.7531	-0.1593	-0.003113	-0.2221	0.4818	-0.1272	0.2626	0.2777	0.9027	0.5853	-0.2276	0.03993	-0.1156	0.8088	0.2268	1.233	1.296	0.3964	0.6442	1.352	1.6	0.8906	0.6113	0.9254	0.9764	0.3726	1.204	0.6015	2.426	1.182	2.025	-0.2987	0.00614	-0.3836	-0.9602	0.4975	0.6317	-0.5563	-0.2534	0.06722	0.1626	-0.4447	0.1623	0.149	-0.5902	0.09914	-0.3399
GENE217X	HSI031D01	KIAA0555		-1.324	-1.142	-0.7269	-0.6284	-0.647	-0.5838	-1.866	-1.839	-1.087	-1.685	-2.142	-2.05	-2.306	0.3656	0.7951	1.811	0.6035	0.000536	-0.6775	-1.62	-0.8057	-0.3467	0.05928	0.07111	-0.3346	0.2986	0.03139	0.0591	0.0748	0.4275	0.4116	-0.01275	0.1674	0.0564	0.7743	-0.01456	1.248	1.539	0.4729	0.5875	1.088	1.295	1.21	0.513	0.8079	0.7906	0.1074	1.31	1.243	2.62	0.9077	1.853	-0.2865	-0.08663	-0.265	-0.5228	0.6245	0.6986	-0.5214	-0.622	-0.3424	0.2123	-0.4369	0.502	0.1064	-0.3916	0.1153	-0.5463
GENE930X	HSI028A03	PTBP2		-1.333	-1.008	-0.5984	-0.9093	-0.04391	-0.3946	-1.856	-1.51	-1.022	-1.814	-2.21	-2.263	-2.795	0.3321	0.644	1.708	0.7048	0.1314	-0.7082	-1.761	-0.7472	-0.5505	-0.2038	-0.1619	-0.0386	0.1515	0.1018	0.1818	0.2713	0.4947	0.1099	0.003832	0.3288	0.05006	0.8746	0.04673	1.07	1.253	0.7842	0.6916	1.54	1.683	0.8643	0.8172	0.8904	0.6891	0.4158	1.251	1.237	2.214	0.5772	1.582	-0.3702	-0.1083	-0.2523	-0.4141	0.666	0.7102	-0.1858	-0.3254	-0.2636	0.1237	-0.4482	0.3542	-0.1561	-0.4807	-0.0006881	-0.616
GENE1820X	HSI177G05	LOC440079		-1.238	-1.308	-0.6131	-0.9155	-0.348	-0.3975	-1.43	-2.054	-1.024	-1.634	-2.137	-2.031	-1.741	0.2552	1.003	1.921	0.7212	-0.1784	-1.009	-1.894	-0.7936	-0.7705	0.169	-0.1328	-0.08928	0.5774	-0.1609	0.1932	0.3703	0.6566	0.4849	-0.0556	0.06003	0.1965	0.7233	0.04384	1.468	1.266	0.4242	0.46	1.483	1.203	0.5923	0.5284	0.873	1.074	0.3573	1.166	1.166	2.333	1.226	1.821	-0.4797	-0.3843	-0.5191	-0.8103	0.6545	0.7559	-0.02505	-0.2297	0.3225	0.2496	-0.4847	0.05042	-0.7758	-0.2162	-0.1249	-0.8453
GENE1040X	HSI033H03	KCNC1		-1.578	-0.8305	-0.6433	-1.085	-0.3263	-0.3996	-1.672	-1.949	-1.03	-1.701	-2.149	-2.046	-1.794	0.1147	0.7365	1.727	0.877	0.1293	-0.6462	-1.433	-0.6142	-0.7401	-0.3413	-0.268	-0.5312	0.1452	0.1301	0.1056	0.05086	0.6458	0.2927	-0.04844	-0.2395	-0.08312	0.7669	0.04706	1.552	1.734	0.7874	0.3388	1.394	1.32	0.5924	0.6159	0.6892	0.4549	0.2242	1.234	1.169	3.014	0.996	1.888	-0.3529	-0.1875	-0.2692	-0.4828	0.5007	0.551	-0.119	-0.1966	-0.127	0.2063	-0.4376	0.3708	0.09587	-0.4425	-0.02684	-0.7063
GENE1239X	HSI026B04	DENND1C		-1.34	-0.7506	-0.3881	-1.261	-0.3714	-0.3502	-1.575	-1.862	-0.9769	-1.872	-2.159	-2.065	-2.089	0.1084	0.6259	1.658	0.9378	-0.08462	-0.7892	-1.584	-0.6086	-0.8495	-0.06999	-0.1688	-0.4089	0.1545	-0.04013	0.08458	0.1598	0.602	0.3499	0.135	0.1888	-0.06374	0.7333	0.2089	1.531	1.749	0.3263	0.02348	1.676	0.8346	0.7685	0.7424	0.8736	0.736	0.2536	0.9497	1.43	2.782	1.185	1.833	-0.5066	-0.0821	-0.2259	-0.4323	0.542	0.6447	-0.36	-0.2919	0.09915	0.03522	-0.1626	0.1155	-0.2631	-0.7165	0.1699	-0.4787
GENE1646X	HSI017D11	SEPTIN11		-1.421	-0.9871	-0.684	-0.8898	-0.234	-0.4461	-2.111	-1.911	-1.056	-1.638	-2.598	-1.782	-2.064	0.3391	0.6835	1.522	1.422	-0.074	-0.5505	-1.264	-0.384	-0.5372	-0.3488	-0.243	-0.1991	0.3108	0.1493	0.1643	0.04355	0.9148	0.3191	0.03651	0.5189	0.4499	0.5328	-0.003995	1.599	1.863	0.4951	0.714	1.547	0.7909	0.8689	0.4348	0.5457	0.6691	0.07186	0.84	0.3786	2.797	1.248	1.605	-0.1945	-0.1315	-0.189	-0.4686	0.396	0.6307	-0.2197	-0.2473	-0.04502	-0.2119	-0.6488	0.4479	-0.2953	-0.9024	0.09818	-0.4666
GENE1271X	HSI052F04	KIAA1287		-1.189	-0.8242	-0.5889	-0.7558	-0.2788	-0.4058	-1.987	-2.048	-1.172	-1.931	-2.41	-1.904	-2.183	0.1976	0.7719	1.561	1.037	-0.1109	-0.4094	-1.657	-0.5217	-0.5396	-0.05707	-0.01404	-0.1286	0.2324	-0.0005409	0.1304	0.1365	0.5864	0.2471	0.1035	0.1298	0.3061	0.8145	0.05317	1.769	1.693	0.425	0.6176	1.547	0.7579	0.5913	0.5221	0.6642	0.5689	0.2009	1.083	1.445	2.628	0.9616	1.782	-0.4329	0.1473	-0.2511	-0.4844	0.3351	0.3328	-0.1217	-0.5228	-0.2802	-0.1477	-0.4454	0.4245	-0.001557	-0.5782	0.1203	-0.5421
GENE1741X	HSI017E05	MFSD4		-1.382	-1.013	-0.5538	-0.9864	0.1356	-0.4515	-2.099	-1.955	-1.121	-1.694	-2.321	-1.947	-1.931	0.3403	0.7395	1.968	1.261	-0.1846	-0.5897	-1.112	-0.1315	-0.5716	-0.1747	0.09739	-0.2469	0.1797	-0.2285	0.107	-0.04251	1.006	0.3351	-0.02439	0.1646	0.3601	0.3434	0.02558	1.483	1.921	0.4562	0.4879	1.666	0.506	0.5098	0.3817	0.5093	0.6152	-0.1248	0.8468	1.399	2.77	1.204	1.661	-0.122	-0.1847	-0.243	-0.5231	0.3672	0.5137	-0.04527	-0.4712	-0.2614	-0.1402	-0.4113	0.3546	-0.2767	-0.9131	0.2772	-0.5155
GENE1436X	HSI177A04	LOC387884		-1.146	-0.86	-0.5041	-0.7765	-0.2434	-0.2303	-1.774	-1.979	-1.075	-2.062	-2.205	-1.715	-2.112	0.2243	0.9261	1.698	1.05	-0.2393	-0.7525	-1.556	-1.117	-0.879	0.06983	-0.1637	0.1775	0.5052	-0.2823	0.2509	0.3599	0.9252	0.5017	0.005071	0.2375	0.1109	0.7688	0.01475	1.8	1.595	0.3793	0.5288	0.8674	0.9494	0.7548	0.5996	0.7756	0.8116	0.1608	1.144	0.9027	2.704	1.079	1.588	-0.3025	0.3125	-0.3003	-0.4086	0.5599	0.6123	0.2584	-0.1104	-0.5467	-0.4214	-0.3654	0.407	-0.3126	-0.8167	-0.516	-0.8447
GENE1779X	HSI063E05	INOC1		-1.222	-0.751	-0.4866	-1.075	-0.1171	-0.3722	-1.858	-1.648	-1.159	-1.956	-2.323	-1.874	-2.043	0.2713	0.9259	1.757	0.7765	0.1239	-0.4436	-1.392	-0.8163	-0.7492	-0.307	-0.1036	-0.1521	0.2435	-0.1353	-0.09568	0.171	0.3695	0.2735	-0.02866	0.4591	0.2751	0.7002	0.1677	1.828	1.631	0.5658	0.7025	1.233	1.1	0.7394	0.6719	0.8945	0.4219	0.1369	1.179	1.184	2.781	0.8525	1.784	0.003	0.0629	-0.2751	-0.42	0.517	0.6427	0.1184	-0.1988	-0.4738	-0.5321	-0.355	0.431	-0.5537	-0.9729	-0.3808	-0.7256
GENE1654X	HSI030H05	MAN2B2		-1.159	-0.6569	-0.5203	-1.043	-0.3078	-0.3248	-1.909	-1.722	-1.066	-1.926	-2.276	-1.854	-2.281	0.1463	0.8366	1.83	1.022	0.1038	-0.5649	-1.458	-0.9518	-0.6592	-0.2928	-0.3597	-0.1477	0.2451	0.1741	-0.09335	0.3005	0.2557	0.1308	0.06767	0.3927	0.09902	1.196	0.04988	1.729	1.62	0.9187	0.2772	1.435	1.322	0.9758	0.7911	1.035	0.4427	0.1908	1.226	0.1561	2.582	0.8822	1.658	-0.3007	0.1463	-0.08055	-0.5439	0.4483	0.5458	0.05534	-0.2611	-0.4812	-0.2985	-0.2879	0.2841	-0.2749	-0.667	-0.1612	-0.6409
GENE1828X	HSI004H11	CEP27		-1.087	-0.7821	-0.696	-0.8133	-0.2201	-0.3846	-2.03	-1.914	-1.008	-1.776	-2.253	-1.786	-2.551	0.3289	0.568	1.507	1.286	0.07345	-0.4111	-1.222	-0.471	-0.3242	-0.1507	-0.2579	-0.2223	0.02676	0.3797	-0.1033	0.1489	0.7708	0.09714	0.4895	-0.1924	0.3504	0.8912	0.04475	1.663	1.794	0.9086	0.1253	1.06	1.143	0.8987	0.4582	0.8234	0.9814	0.3167	1.086	0.311	3.018	0.992	1.437	-0.4919	-0.1779	-0.01577	-0.626	0.5832	0.358	-0.1272	-0.4158	-0.4945	-0.06482	-0.523	0.5524	-0.2551	-0.7743	-0.2688	-0.5817
GENE2035X	HSI026B06	FKRP		-1.308	-1.242	-1.167	-1.149	-0.08088	-0.9098	-1.695	-1.33	-1.339	-1.736	-1.855	-1.694	-1.872	0.6794	0.9798	1.511	1.626	0.3788	-0.1447	-1.02	-0.517	-0.4071	-0.4343	-0.6484	-0.7409	-0.4169	0.2625	-0.6942	0.2591	0.542	0.3753	0.3964	0.4068	0.3178	1.039	0.1286	1.46	1.923	0.7579	1.486	0.378	1.058	0.6289	0.8629	0.9737	0.7773	0.294	0.9542	1.298	2.799	1.03	0.2976	0.005134	0.403	0.04433	-0.1411	0.647	0.6999	0.1686	-0.01083	-0.4713	-0.7459	-0.8373	-0.5508	-0.8216	-0.7658	-0.363	-0.7384
GENE1529X	HSI006E10	SPSB1		-1.356	-0.9071	-0.7326	-1.138	-0.3906	-0.6506	-1.261	-1.756	-1.078	-1.868	-2.238	-2.334	-1.529	0.1831	0.5692	1.398	1.005	0.1233	-0.3906	-1.704	-0.3041	-0.9749	0.3047	0.09308	-0.604	-0.1886	0.07042	-0.3658	0.1133	0.5482	0.265	0.04608	0.353	0.3911	0.8644	0.09423	1.397	1.569	0.8294	0.7356	0.7505	1.569	0.9412	0.6491	1.042	0.7578	0.2616	1.198	1.656	2.992	1.321	0.7771	-0.4185	-0.1867	-0.1672	-0.4234	0.6352	0.7145	-0.2825	-0.3907	-0.1195	0.04876	-0.6439	-0.2658	-0.1925	-0.7677	0.02838	-0.6655
GENE1736X	HSI011G05	PLCE1		-1.402	-1.11	-0.7365	-0.922	-0.5627	-0.7575	-0.9902	-2.08	-1.04	-1.521	-2.18	-2.275	-1.482	0.6657	0.9051	1.733	1.028	0.02947	-0.307	-1.458	-0.5149	-0.647	0.9173	0.3176	-0.8217	-0.3105	-0.3844	-0.5784	-0.1295	0.2265	0.2134	-0.1841	0.3728	0.2562	0.694	0.388	1.447	1.736	1.204	0.6978	1.339	0.8838	0.6142	0.7658	0.3354	0.7214	0.1858	0.8696	1.542	3.073	0.739	1.217	-0.1825	-0.1295	0.1237	-0.5423	0.4777	0.6645	-0.03958	-0.2086	0.2195	-0.2826	-0.894	-0.1592	-0.3502	-0.9229	0.143	-0.6417
GENE1324X	HSI007A10	MMS19L		-1.096	-1.157	-0.9059	-0.8579	0.4734	-0.8698	-1.109	-1.495	-0.8667	-1.857	-1.786	-2.097	-1.162	0.5623	1.133	1.468	1.003	-0.3732	-0.2001	-1.636	-0.5511	-1.217	0.2403	-0.09956	-0.6518	-0.4455	-0.7712	-0.6838	0.1569	0.769	0.3398	0.3601	0.2071	0.6829	1.243	0.1405	2.086	2.106	0.975	0.247	0.362	0.2013	0.1128	0.6011	0.9896	0.7898	0.1111	0.9714	1.548	3.099	1.274	1.008	-0.06054	-0.1025	-0.02193	-0.4855	0.4384	0.772	-0.2254	-0.1885	-0.1437	-0.002216	-0.7673	-0.2069	-0.4004	-1.031	-0.1282	-0.8203
