Affy ID	Accession	Gene Symbol	Description	Ctrl mean	Ctrl SD	SD/mean Ctrl	BC mean	BC SD	SD/mean BC	BC/ctrl	direction	P-value
224719_s_at	BG339653	GRCC10	likely ortholog of mouse gene rich cluster, C10 gene	1.34	0.44	0.33	0.98	0.40	0.41	0.73	down	0.016836046
224741_x_at	BG329175	LOC348531	growth arrest-specific 5	1.32	0.45	0.34	0.98	0.34	0.35	0.75	down	0.040676371
224763_at	BF724210	RPL37	MRNA; cDNA DKFZp434J0428 (from clone DKFZp434J0428)	1.21	0.31	0.26	0.95	0.25	0.26	0.79	down	0.011846416
224841_x_at	BF316352	LOC348531	growth arrest-specific 5	1.33	0.38	0.29	0.93	0.29	0.32	0.70	down	0.005067366
224852_at	BE964325	FLJ10890	tetratricopeptide repeat domain 17	0.88	0.16	0.19	1.03	0.12	0.11	1.16	down	0.019283461
224860_at	AL137489	MGC4730	chromosome 9 open reading frame 123	1.28	0.41	0.32	0.95	0.20	0.21	0.74	down	0.028361428
224868_at	BE961925		zinc finger, DHHC domain containing 5	0.88	0.22	0.25	1.05	0.22	0.21	1.20	down	0.048269105
224873_s_at	AK024433	MRPS25	mitochondrial ribosomal protein S25	1.13	0.23	0.20	0.91	0.22	0.24	0.81	down	0.015718787
224914_s_at	BG394042	CIP29	cytokine induced protein 29 kDa	0.88	0.20	0.22	1.07	0.30	0.28	1.21	down	0.038369689
224915_x_at	AV756131		transaldolase 1	1.10	0.10	0.10	0.97	0.15	0.16	0.89	down	0.02664114
224919_at	AL555227	MRPS6	mitochondrial ribosomal protein S6	1.17	0.27	0.23	0.93	0.20	0.22	0.79	down	0.030171071
224921_at	AW409599	SCAMP2	secretory carrier membrane protein 2	0.87	0.23	0.27	1.23	0.46	0.37	1.42	down	0.045648446
224930_x_at	BE559788	RPL7A	ribosomal protein L7a	1.12	0.16	0.14	0.98	0.21	0.21	0.87	down	0.032094185
224935_at	BG165815		eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa	1.19	0.27	0.22	0.99	0.18	0.18	0.83	down	0.048269105
224963_at	AK025078		solute carrier family 26 (sulfate transporter), member 2	0.87	0.18	0.21	1.06	0.21	0.20	1.21	down	0.003934113
225115_at	BF529628	na	homeodomain interacting protein kinase 2	0.89	0.22	0.24	1.05	0.25	0.24	1.18	down	0.040700539
225116_at	AW300045	na	homeodomain interacting protein kinase 2	0.83	0.43	0.52	1.35	0.53	0.40	1.63	down	0.009497343
225135_at	AI433017	SIN3A	SIN3 homolog A, transcriptional regulator (yeast)	1.10	0.17	0.15	1.02	0.22	0.22	0.93	down	0.034071627
225157_at	AW245631	MONDOA	Transcribed sequence with weak  similarity to protein sp:P39189 (H.sapiens) ALU2_HUMAN Alu subfamily SB sequence contamination warning entry	1.14	0.26	0.23	0.98	0.20	0.21	0.86	down	0.032094185
225187_at	AK022661	DBC-1	p30 DBC protein	1.18	0.30	0.25	0.95	0.24	0.25	0.81	down	0.048269105
225204_at	AA521311	TA-PP2C	T-cell activation protein phosphatase 2C	1.18	0.17	0.15	0.99	0.30	0.30	0.84	down	0.005067366
225219_at	BF526175		SMAD, mothers against DPP homolog 5 (Drosophila)	0.82	0.26	0.31	0.98	0.34	0.34	1.20	down	0.034071627
225220_at	BF340290		Clone IMAGE:4249217, mRNA	1.25	0.35	0.28	0.99	0.42	0.43	0.79	down	0.01467616
225265_at	AI580100		RNA binding motif, single stranded interacting protein 1	0.87	0.13	0.15	1.15	0.39	0.34	1.32	down	0.004658583
225314_at	BG291649		hypothetical protein MGC45416	1.22	0.31	0.26	0.99	0.29	0.29	0.82	down	0.02664114
225368_at	BF218115	na	homeodomain interacting protein kinase 2	0.92	0.14	0.16	1.04	0.18	0.17	1.13	down	0.040676371
225383_at	BF793625	ZNF275	zinc finger protein 275	1.15	0.17	0.15	1.02	0.27	0.27	0.89	down	0.025024684
225395_s_at	AI309997	LOC158293	chromosome 9 open reading frame 10 opposite strand	1.09	0.13	0.12	0.99	0.17	0.17	0.91	down	0.034071627
225431_x_at	BE779764	ACY1L2	aminoacylase 1-like 2	1.19	0.23	0.19	1.02	0.25	0.24	0.86	down	0.015718787
225434_at	AW245401	DEDD2	death effector domain containing 2	1.08	0.10	0.10	1.05	0.30	0.28	0.98	down	0.045648446
225507_at	BF591408	DKFZp564B0769	chromosome 6 open reading frame 111	0.84	0.29	0.34	1.06	0.25	0.23	1.26	down	0.040676371
225647_s_at	AI246687	CTSC	cathepsin C	0.89	0.16	0.18	1.06	0.28	0.27	1.19	down	0.048269105
225656_at	AI564473	EFHC1	EF-hand domain (C-terminal) containing 1	1.15	0.19	0.17	0.96	0.25	0.26	0.84	down	0.008807338
225690_at	AW051345	CRK7	CDC2-related protein kinase 7	1.23	0.24	0.20	1.02	0.21	0.21	0.83	down	0.008168216
225698_at	BF314746	TIGA1	TIGA1	1.26	0.35	0.28	0.92	0.35	0.38	0.73	down	0.011024637
225717_at	AI814587	LNP	KIAA1715	0.82	0.24	0.29	1.30	0.76	0.58	1.59	down	0.003609678
225730_s_at	AI921788	DKFZP434F091	DKFZP434F091 protein	0.87	0.25	0.29	0.97	0.13	0.14	1.12	down	0.005067366
225734_at	AW294765	FBXO22	F-box only protein 22	0.94	0.13	0.14	1.10	0.22	0.20	1.17	down	0.028380669
225740_x_at	AA961420	MDM4	Mdm4, transformed 3T3 cell double minute 4, p53 binding protein (mouse)	1.19	0.26	0.22	1.03	0.25	0.24	0.87	down	0.02664114
225798_at	AL047908	JAZF1	juxtaposed with another zinc finger gene 1	0.93	0.30	0.32	1.09	0.21	0.20	1.17	down	0.019283461
225839_at	AW290882	LOC155435	hypothetical protein LOC155435	1.12	0.20	0.18	1.02	0.23	0.23	0.91	down	0.038369689
225852_at	BE463523	GTAR	ankyrin repeat domain 17	0.89	0.14	0.16	1.14	0.27	0.23	1.29	down	0.00302919
225863_s_at	AL568826	DKFZP762D096	chromosome 19 open reading frame 12	0.86	0.20	0.24	1.08	0.28	0.26	1.26	down	0.007553592
226156_at	BE866854	AKT2	v-akt murine thymoma viral oncogene homolog 2	1.08	0.19	0.18	0.90	0.27	0.30	0.83	down	0.021984286
226176_s_at	BE048999		ubiquitin specific protease 42	0.90	0.20	0.22	1.10	0.30	0.27	1.22	down	0.018018373
226190_at	BG029496		CDNA clone IMAGE:4815204, partial cds	1.22	0.23	0.19	1.06	0.33	0.31	0.87	down	0.019268589
226227_x_at	BF185165		transaldolase 1	1.14	0.15	0.13	0.95	0.10	0.11	0.83	down	0.001179099
226293_at	BE781103	LCMR1	lung cancer metastasis-related protein 1	0.95	0.20	0.21	1.18	0.32	0.27	1.24	down	0.048269105
226332_at	AI569932		hypothetical protein MGC40405	0.88	0.21	0.24	1.15	0.26	0.23	1.31	down	0.011846416
226363_at	BE550362	ABCC5	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	1.11	0.22	0.20	0.94	0.18	0.19	0.85	down	0.020589577
226382_at	AA528080	LOC283070	hypothetical protein LOC283070	1.24	0.25	0.20	1.01	0.29	0.28	0.81	down	0.007553592
226422_at	AI760464	LOC51290	PTX1 protein	0.83	0.29	0.35	1.15	0.36	0.31	1.38	down	0.030171071
226444_at	AI700476	na	solute carrier family 39 (zinc transporter), member 10	1.26	0.41	0.33	0.96	0.40	0.42	0.76	down	0.045622534
226479_at	AL359577	DKFZp547E1912	kelch repeat and BTB (POZ) domain containing 6	0.92	0.20	0.21	1.22	0.50	0.41	1.33	down	0.036169262
226489_at	BG177562	KIAA1145	KIAA1145 protein	1.15	0.19	0.17	0.99	0.50	0.50	0.86	down	0.020589577
226551_at	AI743085	RIPK1	receptor (TNFRSF)-interacting serine-threonine kinase 1	1.13	0.16	0.15	1.04	0.24	0.23	0.92	down	0.048269105
226619_at	AW665440	na	SUMO1/sentrin specific protease 1	1.17	0.19	0.16	1.00	0.21	0.21	0.85	down	0.011024637
226646_at	AI831932	KLF2	Kruppel-like factor 2 (lung)	0.88	0.25	0.28	1.01	0.23	0.23	1.15	down	0.040676371
226648_at	AI769745	HIF1AN	hypoxia-inducible factor 1, alpha subunit inhibitor	1.13	0.17	0.15	0.99	0.15	0.15	0.87	down	0.007553592
226650_at	AI984061	LOC90637	hypothetical protein LOC90637	1.17	0.16	0.14	0.95	0.23	0.24	0.81	down	0.001745382
226675_s_at	W80468		metastasis associated in lung adenocarcinoma transcript 1	0.74	0.35	0.47	1.02	0.21	0.21	1.37	down	0.00303302
226692_at	AI092931	SERF2	small EDRK-rich factor 2	1.13	0.12	0.10	0.96	0.13	0.14	0.86	down	0.002309612
226711_at	BF590117	HTLF	human T-cell leukemia virus enhancer factor	0.89	0.20	0.23	1.14	0.34	0.30	1.28	down	0.020589577
226752_at	AI816071	na	HGS_RE408	1.20	0.21	0.17	0.89	0.25	0.28	0.74	down	0.002105193
226763_at	AW409611	DKFZp434O0515	SEC14 and spectrin domains 1	0.88	0.22	0.25	1.10	0.30	0.28	1.25	down	0.030171071
226771_at	AB032963	ATP8B2	ATPase, Class I, type 8B, member 2	1.22	0.33	0.27	1.02	0.53	0.52	0.83	down	0.043092809
226773_at	AW290940		CDNA FLJ35131 fis, clone PLACE6008824	1.07	0.14	0.13	0.95	0.23	0.25	0.88	down	0.043092809
226835_s_at	BG330520		transaldolase 1	1.12	0.18	0.16	0.98	0.18	0.18	0.88	down	0.045648446
226861_at	BF223343	ASB8	ankyrin repeat and SOCS box-containing 8	0.89	0.15	0.17	1.36	0.66	0.48	1.52	down	0.008807338
226880_at	AL035851	NUCKS	CDNA clone IMAGE:4099512, partial cds	0.86	0.17	0.19	1.33	0.56	0.42	1.55	down	0.018018373
226897_s_at	AW169959	HSPC055	zinc finger CCCH type domain containing 7	0.92	0.13	0.14	1.14	0.25	0.22	1.24	down	0.013668535
226923_at	AW205790	STXBP1L1	sec1 family domain containing 2	1.19	0.23	0.19	0.91	0.32	0.36	0.77	down	0.030171071
226945_at	AI356895	DKFZp547E052	hypothetical protein DKFZp547E052	1.06	0.10	0.10	0.97	0.15	0.16	0.91	down	0.022000545
226959_at	AL137430	na	MRNA; cDNA DKFZp761D1624 (from clone DKFZp761D1624)	1.17	0.20	0.17	0.92	0.32	0.35	0.79	down	0.005494224
226975_at	BF116157	AMY2B	hypothetical protein FLJ25070	0.87	0.34	0.39	0.98	0.18	0.19	1.13	down	0.012730241
227012_at	AI823986	MCFP	mitochondrial carrier family protein	0.88	0.23	0.26	1.21	0.57	0.47	1.38	down	0.010232337
227014_at	BE550881	LOC57168	similar to aspartate beta hydroxylase (ASPH)	0.86	0.20	0.23	1.15	0.38	0.33	1.34	down	0.013668535
227025_at	BG284497	PPHLN1	periphilin 1	1.20	0.20	0.17	1.11	0.29	0.26	0.92	down	0.030171071
227038_at	AI963083	MGC26963	hypothetical protein MGC26963	0.84	0.24	0.28	1.03	0.27	0.27	1.22	down	0.011846416
227062_at	AU155361	TncRNA	trophoblast-derived noncoding RNA	0.91	0.85	0.94	1.20	0.48	0.40	1.32	down	0.030171071
227093_at	AU152298		ubiquitin specific protease 36	1.20	0.23	0.20	1.04	0.26	0.25	0.87	down	0.014663846
227122_at	AI807498		Transcribed sequence with moderate similarity to protein sp:P39191 (H.sapiens) ALU4_HUMAN Alu subfamily SB2 sequence contamination warning entry	1.16	0.19	0.17	0.98	0.14	0.14	0.84	down	0.007553592
227170_at	BF338409	na	Similar to zinc finger protein 316; kruppel-related zinc finger protein; transcription factor MZF-3 (LOC389461), mRNA	0.85	0.20	0.24	1.04	0.24	0.23	1.22	down	0.020589577
227208_at	BF446390	na	similar to DLNB14	1.25	0.36	0.29	0.97	0.23	0.23	0.78	down	0.020589577
227259_at	BF439618	CD47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	0.87	0.29	0.33	1.08	0.40	0.37	1.24	down	0.018018373
227277_at	BG530089	LYRIC	LYRIC/3D3	0.89	0.25	0.28	1.23	0.41	0.33	1.38	down	0.011014583
227426_at	AV702692	SOS1	son of sevenless homolog 1 (Drosophila)	0.90	0.18	0.19	1.12	0.26	0.23	1.24	down	0.019283461
227516_at	AI655996		Transcribed sequence with strong similarity to protein ref:NP_115599.1 (H.sapiens)  hypothetical protein FLJ22427 [Homo sapiens]	1.18	0.21	0.18	1.01	0.17	0.17	0.85	down	0.018018373
227517_s_at	AI056992		growth arrest-specific 5	1.16	0.25	0.22	0.94	0.23	0.25	0.82	down	0.016836046
227603_at	N95430	HKR1	CDNA FLJ41385 fis, clone BRCAN2022191	1.21	0.28	0.23	0.97	0.23	0.24	0.80	down	0.012730241
227682_at	BE645154		Transcribed sequence with weak  similarity to protein pir:A45973 (H.sapiens) A45973 trichohyalin - human	0.88	0.17	0.19	1.06	0.20	0.18	1.21	down	0.009497343
227693_at	AI092930	WDR20	WD repeat domain 20	1.18	0.20	0.17	0.97	0.15	0.16	0.82	down	0.003308497
227740_at	AW173222	KIS	kinase interacting with leukemia-associated gene (stathmin)	0.96	0.72	0.75	1.43	0.80	0.56	1.49	down	0.00303302
227747_at	AA772172	LOC196264	hypothetical protein LOC196264	1.21	0.29	0.24	1.01	0.39	0.38	0.83	down	0.034071627
227809_at	AI703114		zinc finger CCCH type domain containing 6	1.14	0.22	0.20	1.00	0.21	0.21	0.88	down	0.020589577
227884_at	AW296067	TAF15	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa	0.84	0.62	0.74	1.07	0.31	0.29	1.28	down	0.023455726
227905_s_at	BF000175	AZ2	5-azacytidine induced gene 2	0.91	0.15	0.17	1.15	0.44	0.39	1.26	down	0.036191734
227918_s_at	N21008	FLJ13456	hypothetical protein FLJ13456	0.72	0.36	0.50	1.13	0.57	0.51	1.57	down	0.028361428
227931_at	AI823917		Transcribed sequence with moderate similarity to protein pir:I60307 (E. coli) I60307 beta-galactosidase, alpha peptide - Escherichia coli	0.94	0.54	0.58	1.17	0.41	0.35	1.25	down	0.045622534
227932_at	AI340270	ARIH2	ariadne homolog 2 (Drosophila)	1.14	0.15	0.13	0.96	0.15	0.16	0.84	down	0.001301052
227947_at	AV724107	C6orf56	chromosome 6 open reading frame 56	0.81	0.21	0.26	1.11	0.30	0.27	1.38	down	0.013668535
227969_at	AI627636	LOC285002	Hypothetical gene supported by BC040598 (LOC400960), mRNA	1.16	0.22	0.19	1.01	0.30	0.30	0.87	down	0.016836046
227979_at	AU152162	MGC10871	hypothetical protein similar to RNA-binding protein lark	1.23	0.28	0.23	0.95	0.23	0.25	0.77	down	0.019283461
227981_at	AI741458	FLJ39035	cytochrome b-561 domain containing 1	1.20	0.18	0.15	0.97	0.09	0.09	0.81	down	5.04E-04
228049_x_at	AA523172		Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase	1.12	0.23	0.20	0.94	0.22	0.23	0.84	down	0.028380669
228091_at	AI800609	FLJ20651	syntaxin 17	1.28	0.37	0.29	0.96	0.18	0.19	0.75	down	0.007553592
228109_at	AI912976	RASGRF2	Ras protein-specific guanine nucleotide-releasing factor 2	1.22	0.26	0.21	0.95	0.40	0.42	0.78	down	0.040700539
228155_at	BF512388	MGC4248	chromosome 10 open reading frame 58	1.23	0.33	0.27	0.99	0.17	0.17	0.80	down	0.028361428
228173_at	AA810695	GNAS	GNAS complex locus	1.22	0.20	0.17	1.09	0.34	0.31	0.89	down	0.005061696
228191_at	AA206016		CDNA FLJ33420 fis, clone BRACE2020028	1.30	0.35	0.27	1.13	0.47	0.42	0.87	down	0.028361428
228250_at	AW263086	RA-GEF-2	KIAA1961 protein	0.90	0.28	0.31	1.05	0.31	0.29	1.16	down	0.030171071
228273_at	BG165011	FLJ11029	hypothetical protein FLJ11029	0.89	0.28	0.32	1.58	1.20	0.76	1.78	down	0.034071627
228315_at	AI632728		CDNA FLJ31683 fis, clone NT2RI2005353	0.76	0.31	0.41	0.96	0.24	0.25	1.27	down	0.006454409
228460_at	BG260623	ZNF319	zinc finger protein 319	0.95	0.15	0.15	1.16	0.31	0.27	1.21	down	0.040700539
228478_at	AA889954		CDNA clone IMAGE:5276760, partial cds	0.84	0.27	0.32	1.17	0.33	0.29	1.39	down	0.005067366
228512_at	AW138833	FLJ20758	FLJ20758 protein	0.82	0.30	0.37	1.10	0.31	0.28	1.34	down	0.009506378
228532_at	AW662189	MGC24133	hypothetical protein MGC24133	0.91	0.19	0.21	1.08	0.24	0.23	1.18	down	0.028361428
228545_at	AI016784	ZNF148	zinc finger protein 148 (pHZ-52)	0.77	0.32	0.42	1.08	0.25	0.23	1.41	down	0.021984286
228549_at	AI491983	KIAA0792	KIAA0792 gene product	1.25	0.37	0.30	1.02	0.31	0.30	0.81	down	0.036169262
228582_x_at	AI475544		myozenin 2	0.95	0.48	0.50	1.85	2.11	1.14	1.95	down	0.011846416
228600_x_at	BE220330	LOC340277	hypothetical protein MGC72075	1.27	0.35	0.27	0.94	0.28	0.30	0.74	down	0.014663846
228603_at	AA977481		Transcribed sequences	0.89	0.25	0.28	1.07	0.26	0.24	1.21	down	0.040676371
228654_at	AU145277	LOC139886	hypothetical protein LOC139886	0.91	0.36	0.40	1.17	0.49	0.42	1.28	down	0.023455726
228722_at	AI928367	HRMT1L1	HMT1 hnRNP methyltransferase-like 1 (S. cerevisiae)	1.17	0.21	0.18	1.00	0.19	0.19	0.86	down	0.021984286
228746_s_at	AV646549	H41	hypothetical protein H41	1.22	0.22	0.18	0.97	0.45	0.46	0.79	down	0.034071627
228826_at	AK000271		Clone IMAGE:5755907, mRNA	1.12	0.14	0.12	0.91	0.27	0.30	0.81	down	0.018018373
228831_s_at	AL039870	FLJ00058	guanine nucleotide binding protein (G protein), gamma 7	1.26	0.35	0.28	0.97	0.25	0.26	0.77	down	0.034071627
228834_at	BF240286	TOB1	transducer of ERBB2, 1	0.69	0.42	0.60	0.95	0.37	0.39	1.37	down	0.025006967
228879_at	BG502554		Transcribed sequence with weak  similarity to protein ref:NP_004783.1 (H.sapiens)  peptidyl-prolyl isomerase G	1.15	0.29	0.25	0.86	0.25	0.29	0.75	down	0.036169262
228974_at	AI816281		hypothetical protein MGC48625	1.19	0.31	0.26	0.91	0.30	0.34	0.76	down	0.045648446
228987_at	AA156238		Transcribed sequence with strong similarity to protein ref:NP_286085.1 (E. coli)  beta-D-galactosidase [Escherichia coli O157:H7 EDL933]	1.15	0.16	0.14	1.06	0.24	0.23	0.93	down	0.019268589
229026_at	BE675995	SPEC2	non-kinase Cdc42 effector protein SPEC2	1.79	0.90	0.50	1.17	0.45	0.38	0.66	down	0.012730241
229041_s_at	AW303397		CDNA clone IMAGE:5757380, partial cds	1.27	0.45	0.36	0.97	0.28	0.29	0.76	down	0.048269105
229054_at	AI935766	na	FLJ39779 protein	1.19	0.22	0.19	0.97	0.25	0.26	0.82	down	0.048269105
229061_s_at	AW268880	SLC25A13	solute carrier family 25, member 13 (citrin)	0.83	0.18	0.21	1.12	0.29	0.26	1.35	down	0.008160128
229106_at	AA401429	Dlc2	dynein light chain 2	0.90	0.15	0.17	1.07	0.20	0.18	1.18	down	0.048269105
229111_at	AA033699	MASP2	mannan-binding lectin serine protease 2	1.24	0.31	0.25	0.95	0.19	0.20	0.77	down	0.006992892
229141_at	AW275379		WD repeat domain 33	1.22	0.36	0.30	1.08	0.34	0.32	0.88	down	0.045648446
229173_at	N29672		KIAA1715	0.89	0.28	0.32	1.39	1.01	0.73	1.56	down	0.030171071
229214_at	AU149782	na	Clone 24889 mRNA sequence	1.19	0.29	0.24	1.01	0.26	0.25	0.85	down	0.040700539
229232_at	AW135740	FLJ36812	hypothetical protein FLJ36812	0.89	0.16	0.18	1.08	0.23	0.21	1.22	down	0.014663846
229265_at	AA927480	SKI	v-ski sarcoma viral oncogene homolog (avian)	1.21	0.29	0.24	1.07	0.30	0.28	0.88	down	0.043092809
229434_at	AA865357		Transcribed sequence with weak  similarity to protein sp:P39194 (H.sapiens) ALU7_HUMAN Alu subfamily SQ sequence contamination warning entry	1.14	0.16	0.14	1.05	0.29	0.28	0.92	down	0.019268589
229563_s_at	BG231561	RPL10A	ribosomal protein L10a	1.09	0.13	0.11	1.01	0.19	0.19	0.92	down	0.043092809
229586_at	AW300405	BC022889	hypothetical protein BC022889	0.88	0.35	0.39	1.07	0.17	0.16	1.21	down	0.006985679
229666_s_at	AI653037	CSTF3	cleavage stimulation factor, 3 pre-RNA, subunit 3, 77kDa	1.28	0.43	0.34	0.94	0.20	0.21	0.74	down	0.045648446
229723_at	BF591040	TAGAP	T-cell activation GTPase activating protein	1.10	0.13	0.12	0.95	0.15	0.16	0.87	down	0.011014583
229803_s_at	AI347000	na	Clone 23872 mRNA sequence	0.81	0.29	0.35	1.09	0.30	0.27	1.34	down	0.019268589
229871_at	W74622	na	hypothetical protein FLJ10211	1.11	0.10	0.09	0.98	0.26	0.27	0.88	down	0.005957871
229872_s_at	AA532655	KIAA0493	FLJ39739 protein	1.15	0.16	0.14	1.01	0.23	0.23	0.88	down	0.01467616
229874_x_at	BE865517		CDNA clone IMAGE:6191689, partial cds	1.22	0.26	0.21	0.89	0.21	0.24	0.73	down	0.001583001
229937_x_at	AI681260	LILRB1	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1	0.89	0.34	0.38	1.02	0.27	0.27	1.15	down	0.034071627
229966_at	AW089574	EWSR1	Ewing sarcoma breakpoint region 1	0.80	0.31	0.39	1.01	0.21	0.21	1.27	down	0.019283461
229967_at	AA778552	CKLFSF2	chemokine-like factor super family 2	1.11	0.13	0.11	1.03	0.27	0.27	0.93	down	0.023455726
230097_at	AI207338	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	1.28	0.36	0.28	1.07	0.36	0.34	0.83	down	0.008160128
230296_at	AU145642	LOC146174	hypothetical protein LOC146174	1.24	0.29	0.23	1.08	0.38	0.35	0.87	down	0.036169262
230314_at	AW014557		Transcribed sequences	1.29	0.40	0.31	1.00	0.22	0.22	0.77	down	0.020589577
230352_at	AI392908	PRPS2	phosphoribosyl pyrophosphate synthetase 2	0.86	0.23	0.26	1.03	0.23	0.22	1.20	down	0.030171071
230421_at	AI340241	na	Similar to hypothetical protein 9630041N07 (LOC345462), mRNA	1.18	0.21	0.18	0.93	0.22	0.23	0.79	down	0.021984286
230669_at	W38444	RASA2	RAS p21 protein activator 2	0.88	0.23	0.26	1.16	0.24	0.21	1.32	down	0.028361428
230679_at	AA976778		CDNA FLJ13558 fis, clone PLACE1007743	0.91	0.22	0.25	1.25	0.26	0.21	1.37	down	0.032073358
230712_at	AI634549	DKFZp434D177	similar to NOTCH2 protein	0.79	0.28	0.35	1.09	0.29	0.27	1.39	down	0.032073358
230733_at	H98113		Transcribed sequences	1.08	0.17	0.15	0.99	0.16	0.16	0.92	down	0.038369689
230734_x_at	AI279536	STRN	striatin, calmodulin binding protein	0.92	0.12	0.13	1.14	0.27	0.24	1.24	down	0.025024684
230761_at	AI972599	USP7	ubiquitin specific protease 7 (herpes virus-associated)	1.14	0.12	0.11	1.04	0.20	0.19	0.91	down	0.008807338
230779_at	BF594371		CDNA clone IMAGE:6195280, partial cds	0.84	0.29	0.34	1.08	0.22	0.20	1.28	down	0.034071627
230836_at	AI422986	SIAT8D	sialyltransferase 8D (alpha-2, 8-polysialyltransferase)	1.17	0.25	0.21	1.02	0.31	0.30	0.87	down	0.040700539
230913_at	BE674309		Full length insert cDNA clone ZE12B03	1.17	0.25	0.21	0.95	0.28	0.29	0.81	down	8.65E-04
231099_at	AI800670	SLC31A2	solute carrier family 31 (copper transporters), member 2	1.06	0.10	0.09	0.93	0.32	0.34	0.88	down	0.043092809
231812_x_at	AK023255	PHAX	likely ortholog of mouse phosphorylated adaptor for RNA export	0.97	0.16	0.17	1.10	0.25	0.22	1.13	down	0.036169262
231866_at	AA767440		leucyl/cystinyl aminopeptidase	0.76	0.36	0.47	1.09	0.28	0.26	1.43	down	0.008807338
231876_at	AL512757	TRIM56	tripartite motif-containing 56	1.18	0.20	0.17	1.03	0.21	0.20	0.87	down	0.006454409
231907_at	AK025877		v-abl Abelson murine leukemia viral oncogene homolog 2 (arg, Abelson-related gene)	1.15	0.15	0.13	0.99	0.17	0.17	0.86	down	0.001301052
231926_at	AK023744	EPS15R	epidermal growth factor receptor pathway substrate 15-like 1	1.09	0.17	0.15	0.94	0.16	0.17	0.87	down	0.028361428
232008_s_at	AF283775	BBX	bobby sox homolog (Drosophila)	0.83	0.23	0.28	1.15	0.25	0.22	1.39	down	0.007553592
232032_x_at	AI469425		calcium binding protein Cab45 precursor	0.83	0.23	0.28	1.08	0.15	0.14	1.30	down	5.05E-04
232034_at	AL117607	LOC203274	hypothetical protein LOC203274	1.42	0.57	0.40	1.17	0.39	0.33	0.82	down	0.036191734
232035_at	BE740761	HIST1H4H	histone 1, H4h	1.17	0.29	0.25	1.14	0.62	0.54	0.98	down	0.040700539
232145_at	AU147777		CDNA FLJ42818 fis, clone BRCAN2015371	1.15	0.18	0.16	1.06	0.17	0.16	0.92	down	0.019283461
232194_at	AA764787	FLJ23017	methyltransferase like 4	1.12	0.14	0.13	1.03	0.19	0.18	0.92	down	0.028361428
232264_at	AK022204		Clone IMAGE:5314189, mRNA	0.82	0.39	0.47	1.37	0.57	0.42	1.67	down	0.021984286
232338_at	AU144815	ZNF431	zinc finger protein 431	1.17	0.29	0.25	0.97	0.24	0.25	0.83	down	0.022000545
232436_at	AI057616	ZNF274	zinc finger protein 274	1.21	0.17	0.14	0.96	0.19	0.20	0.79	down	2.22E-04
232455_x_at	AU145408	LOC340085	hypothetical protein LOC340085	1.11	0.12	0.11	1.05	0.27	0.25	0.95	down	0.010232337
232466_at	AU155661	CUL4A	cullin 4A	1.17	0.40	0.34	0.90	0.25	0.28	0.76	down	0.023455726
232583_at	AW136457		CDNA FLJ11435 fis, clone HEMBA1001208	1.23	0.24	0.20	1.16	0.45	0.39	0.94	down	0.010232337
232876_at	AK025534		CDNA: FLJ21881 fis, clone HEP02746	0.86	0.21	0.25	1.25	0.47	0.37	1.46	down	0.040700539
232931_at	AK021583	U5-200KD	U5 snRNP-specific protein, 200-KD	1.26	0.21	0.17	1.11	0.34	0.31	0.88	down	0.011846416
232963_at	BF725688		CDNA FLJ12014 fis, clone HEMBB1001685	0.78	0.18	0.24	1.24	0.45	0.36	1.59	down	0.007553592
233014_at	AK022980		isopentenyl-diphosphate delta isomerase	1.17	0.20	0.17	0.95	0.15	0.16	0.81	down	0.01467616
233197_at	AK022805	LOC158014	hypothetical protein LOC158014	1.07	0.16	0.15	0.94	0.13	0.13	0.88	down	0.048269105
233204_at	AA115105		---	0.82	0.18	0.22	1.05	0.23	0.22	1.28	down	0.023455726
233248_at	AK022028		CDNA FLJ11966 fis, clone HEMBB1001114	1.21	0.24	0.20	1.03	0.29	0.28	0.85	down	0.008807338
233268_s_at	AF113700	SELENBP1	selenium binding protein 1	0.93	0.12	0.13	1.15	0.47	0.41	1.24	down	0.038369689
233274_at	AU145144		CDNA FLJ11615 fis, clone HEMBA1004024	1.20	0.27	0.22	1.06	0.28	0.27	0.88	down	0.030171071
233358_at	AK024373	FLJ14311	hypothetical gene FLJ14311	1.09	0.13	0.12	0.96	0.19	0.20	0.88	down	0.005494224
233647_s_at	AL138875		cytidine and dCMP deaminase domain containing 1	0.93	0.14	0.15	1.28	0.56	0.44	1.38	down	0.021984286
234050_at	AK025272	TAGAP; FKSG15; FLJ32631; FLJ39771; MGC27381	T-cell activation GTPase activating protein	1.14	0.21	0.18	1.00	0.40	0.40	0.87	down	0.034071627
234156_at	AK026905		flavoprotein oxidoreductase MICAL2	1.37	0.42	0.31	0.99	0.34	0.34	0.72	down	0.003934113
