geneid	symbol	description	pvalue	zscore	probe	w_pvalue	signed_p(negative--down, positive--up in LSC)
90196	SYS1	SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae)	0.025381	-1.953488	224670_at;224670_at;	0.066666667;0.005594406;	0.963869
200014	CC2D1B	coiled-coil and C2 domain containing 1B	0.025381	-1.953488	225323_at;225323_at;	0.066666667;0.005594406;	0.963869
201176	ARHGAP27	Rho GTPase activating protein 27	0.025381	-1.953488	225618_at;238715_at;	0.066666667;0.005594406;	0.963869
414918	FAM116B	family with sequence similarity 116, member B	0.025381	-1.953488	229739_s_at;229739_s_at;	0.066666667;0.005594406;	0.963869
284112	LOC284112	hypothetical protein LOC284112	0.025499	-1.951504	230353_at;230353_at;	0.067411619;0.005594406;	0.963497
984	CDC2L1	cell division cycle 2-like 1 (PITSLRE proteins)	0.012527	-2.240577	212401_s_at;212401_s_at;	0.033566434;0.03963481;	0.963399
92012			0.024531	-1.968058	228826_at;228826_at;	0.03963481;0.033566434;	0.963399
10417	SPON2	spondin 2, extracellular matrix protein	0.013095	-2.223376	218638_s_at;218638_s_at;	0.006850503;0.066666667;	0.963241
83641	FAM107B	family with sequence similarity 107, member B	0.025534	-1.950911	229695_at;229695_at;	0.066666667;0.006850503;	0.963241
91748	C14orf43	chromosome 14 open reading frame 43	0.025534	-1.950911	235430_at;244425_at;	0.066666667;0.006850503;	0.963241
115727	RASGRP4	RAS guanyl releasing protein 4	0.025534	-1.950911	231328_s_at;240862_at;	0.066666667;0.006850503;	0.963241
150998			0.025534	-1.950911	234599_at;234599_at;	0.066666667;0.006850503;	0.963241
541471	LOC541471	hypothetical LOC541471	0.025534	-1.950911	232918_at;1562056_at;	0.066666667;0.006850503;	0.963241
1317	SLC31A1	solute carrier family 31 (copper transporters), member 1	0.004499	-2.612161	235013_at;203971_at;203971_at;	0.066666667;0.011188811;0.033333333;	0.962937
4267	CD99	CD99 molecule	0.004499	-2.612161	230161_at;230161_at;201029_s_at;	0.066666667;0.011188811;0.033333333;	0.962937
64328	XPO4	exportin 4	0.004499	-2.612106	222649_at;218479_s_at;218479_s_at;	0.033333333;0.011188811;0.066666667;	0.962937
23030	JMJD2B	jumonji domain containing 2B	0.004621	-2.603007	230126_s_at;235789_at;212496_s_at;	0.033333333;0.016620637;0.066666667;	0.961126
1728	NQO1	NAD(P)H dehydrogenase, quinone 1	0.013398	-2.214475	210519_s_at;210519_s_at;	0.011188811;0.066666667;	0.961072
7490	WT1	Wilms tumor 1	0.013398	-2.214475	206067_s_at;206067_s_at;	0.011188811;0.066666667;	0.961072
8345	HIST1H2BH	histone cluster 1, H2bh	0.013398	-2.214475	208546_x_at;208546_x_at;	0.011188811;0.066666667;	0.961072
9553	MRPL33	mitochondrial ribosomal protein L33	0.013398	-2.214475	203781_at;203781_at;	0.011188811;0.066666667;	0.961072
11193	WBP4	WW domain binding protein 4 (formin binding protein 21)	0.013398	-2.214475	203598_s_at;203598_s_at;	0.011188811;0.066666667;	0.961072
23616	SH3BP1	SH3-domain binding protein 1	0.013398	-2.214475	213633_at;213633_at;	0.011188811;0.066666667;	0.961072
94009	SERHL	serine hydrolase-like	0.013398	-2.214475	33307_at;33307_at;	0.011188811;0.066666667;	0.961072
639	PRDM1	PR domain containing 1, with ZNF domain	0.026068	-1.94201	228964_at;228964_at;	0.066666667;0.011188811;	0.961072
22931	RAB18	RAB18, member RAS oncogene family	0.026068	-1.94201	224377_s_at;224377_s_at;	0.066666667;0.011188811;	0.961072
81502	HM13	histocompatibility (minor) 13	0.026068	-1.94201	224615_x_at;1558561_at;	0.066666667;0.011188811;	0.961072
90835	LOC90835	hypothetical protein LOC90835	0.026068	-1.94201	231300_at;231300_at;	0.066666667;0.011188811;	0.961072
91039	DPP9	dipeptidyl-peptidase 9	0.026068	-1.94201	226916_x_at;226916_x_at;	0.066666667;0.011188811;	0.961072
256691	MAMDC2	MAM domain containing 2	0.026068	-1.94201	228885_at;228885_at;	0.066666667;0.011188811;	0.961072
389119	C3orf54	chromosome 3 open reading frame 54	0.026068	-1.94201	229507_at;229507_at;	0.066666667;0.011188811;	0.961072
3454	IFNAR1	interferon (alpha, beta and omega) receptor 1	0.004515	-2.610926	225669_at;204191_at;204191_at;	0.066666667;0.033566434;0.016666667;	0.961033
3459	IFNGR1	interferon gamma receptor 1	0.004515	-2.610926	242903_at;202727_s_at;202727_s_at;	0.066666667;0.033566434;0.016666667;	0.961033
4134	MAP4	microtubule-associated protein 4	0.004687	-2.598103	240542_at;243_g_at;212566_at;	0.066666667;0.01958042;0.033333333;	0.96014
4287	ATXN3	ataxin 3	0.004687	-2.598103	238723_at;205416_s_at;205416_s_at;	0.066666667;0.01958042;0.033333333;	0.96014
54521	WDR44	WD repeat domain 44	0.004688	-2.598048	240789_at;240789_at;219297_at;	0.033333333;0.01958042;0.066666667;	0.96014
92960	PEX11G	peroxisomal biogenesis factor 11 gamma	0.02675	-1.930865	244126_at;244126_at;	0.066666667;0.016620637;	0.958356
10906	TRAFD1	TRAF-type zinc finger domain containing 1	0.004486	-2.61309	35254_at;242497_at;202837_at;	0.075524476;0.033333333;0.016666667;	0.958159
5777	PTPN6	protein tyrosine phosphatase, non-receptor type 6	0.01311	-2.22293	206687_s_at;206687_s_at;	0.05034965;0.033333333;	0.958159
10475	TRIM38	tripartite motif-containing 38	0.01311	-2.22293	203568_s_at;203567_s_at;	0.05034965;0.033333333;	0.958159
23210	JMJD6	jumonji domain containing 6	0.01311	-2.22293	212723_at;212723_at;	0.05034965;0.033333333;	0.958159
53820	DSCR6	Down syndrome critical region gene 6	0.01311	-2.22293	207267_s_at;207267_s_at;	0.05034965;0.033333333;	0.958159
54440	SASH3	SAM and SH3 domain containing 3	0.01311	-2.22293	204923_at;204923_at;	0.05034965;0.033333333;	0.958159
57510	XPO5	exportin 5	0.025564	-1.950399	223055_s_at;223055_s_at;	0.05034965;0.033333333;	0.958159
84106	PRAM1	PML-RARA regulated adaptor molecule 1	0.025564	-1.950399	241742_at;241742_at;	0.05034965;0.033333333;	0.958159
93663	ARHGAP18	Rho GTPase activating protein 18	0.025564	-1.950399	225171_at;225166_at;	0.05034965;0.033333333;	0.958159
146705	C17orf56	chromosome 17 open reading frame 56	0.025564	-1.950399	239681_at;227668_at;	0.05034965;0.033333333;	0.958159
22838	RNF44	ring finger protein 44	0.013634	-2.207665	203286_at;203286_at;	0.033566434;0.051988699;	0.957222
2773	GNAI3	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	0.014001	-2.197257	201179_s_at;201179_s_at;	0.01958042;0.066666667;	0.956876
9034	CCRL2	chemokine (C-C motif) receptor-like 2	0.014001	-2.197257	211434_s_at;211434_s_at;	0.01958042;0.066666667;	0.956876
10197	PSME3	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	0.014001	-2.197257	200987_x_at;200987_x_at;	0.01958042;0.066666667;	0.956876
55916	NXT2	nuclear transport factor 2-like export factor 2	0.014001	-2.197257	209629_s_at;209628_at;	0.01958042;0.066666667;	0.956876
79177	ZNF576	zinc finger protein 576	0.014001	-2.197257	219089_s_at;219088_s_at;	0.01958042;0.066666667;	0.956876
261734	NPHP4	nephronophthisis 4	0.014001	-2.197257	213471_at;213471_at;	0.01958042;0.066666667;	0.956876
53981	CPSF2	cleavage and polyadenylation specific factor 2, 100kDa	0.027128	-1.924793	233208_x_at;225986_x_at;	0.066666667;0.01958042;	0.956876
57606	SLAIN2	SLAIN motif family, member 2	0.027128	-1.924793	224843_at;224845_s_at;	0.066666667;0.01958042;	0.956876
80821	DDHD1	DDHD domain containing 1	0.027128	-1.924793	243705_at;225970_at;	0.066666667;0.01958042;	0.956876
84321	THOC3	THO complex 3	0.027128	-1.924793	232834_at;236149_at;	0.066666667;0.01958042;	0.956876
91319	DERL3	Der1-like domain family, member 3	0.027128	-1.924793	228897_at;229721_x_at;	0.066666667;0.01958042;	0.956876
113402	SFT2D1	SFT2 domain containing 1	0.027128	-1.924793	226836_at;225849_s_at;	0.066666667;0.01958042;	0.956876
143689	PIWIL4	piwi-like 4 (Drosophila)	0.027128	-1.924793	230480_at;230480_at;	0.066666667;0.01958042;	0.956876
145508	C14orf145	chromosome 14 open reading frame 145	0.027128	-1.924793	232635_at;244033_at;	0.066666667;0.01958042;	0.956876
153643	FAM81B	family with sequence similarity 81, member B	0.027128	-1.924793	240065_at;240065_at;	0.066666667;0.01958042;	0.956876
162979	ZNF342	zinc finger protein 342	0.027128	-1.924793	238607_at;238607_at;	0.066666667;0.01958042;	0.956876
284029	C17orf44	chromosome 17 open reading frame 44	0.027128	-1.924793	230012_at;230012_at;	0.066666667;0.01958042;	0.956876
286451	YIPF6	Yip1 domain family, member 6	0.01388	-2.200657	212340_at;212341_at;	0.036982017;0.051988699;	0.955515
53916	RAB4B	RAB4B, member RAS oncogene family	0.005017	-2.574673	228521_s_at;228521_s_at;219807_x_at;	0.066666667;0.033566434;0.033333333;	0.955478
55207	ARL8B	ADP-ribosylation factor-like 8B	0.005017	-2.574673	222442_s_at;222442_s_at;217852_s_at;	0.066666667;0.033566434;0.033333333;	0.955478
2824	GPM6B	glycoprotein M6B	0.005018	-2.574618	240286_at;240286_at;209169_at;	0.033333333;0.033566434;0.066666667;	0.955478
23389	MED13L	mediator complex subunit 13-like	0.005018	-2.574618	237949_at;238883_at;212208_at;	0.033333333;0.033566434;0.066666667;	0.955478
6598	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	0.0049	-2.58281	231324_at;212167_s_at;212167_s_at;	0.066666667;0.05034965;0.016666667;	0.955439
9379	NRXN2	neurexin 2	0.004901	-2.582729	209982_s_at;243398_at;209982_s_at;	0.05034965;0.016666667;0.066666667;	0.955439
90480	GADD45GIP1	growth arrest and DNA-damage-inducible, gamma interacting protein 1	0.014663	-2.179077	212891_s_at;212891_s_at;	0.002797203;0.086416325;	0.955393
53840	TRIM34	tripartite motif-containing 34	0.005329	-2.553711	224175_s_at;221044_s_at;221044_s_at;	0.066666667;0.002797203;0.066666667;	0.954623
150864	ALS2CR13	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 13	0.025859	-1.945481	241945_at;243186_at;	0.074371753;0.016666667;	0.954481
2595	GANC	glucosidase, alpha; neutral C	0.027839	-1.91355	236077_at;236077_at;	0.066666667;0.02505989;	0.954137
83853	ROPN1L	ropporin 1-like	0.027839	-1.91355	233312_at;223609_at;	0.066666667;0.02505989;	0.954137
632	BGLAP	bone gamma-carboxyglutamate (gla) protein (osteocalcin)	0.013357	-2.21568	206956_at;206956_at;	0.075524476;0.016666667;	0.953904
1524	CX3CR1	chemokine (C-X3-C motif) receptor 1	0.013357	-2.21568	205898_at;205898_at;	0.075524476;0.016666667;	0.953904
3142	HLX	H2.0-like homeobox	0.013357	-2.21568	214438_at;214438_at;	0.075524476;0.016666667;	0.953904
7378	UPP1	uridine phosphorylase 1	0.013357	-2.21568	203234_at;203234_at;	0.075524476;0.016666667;	0.953904
8527	DGKD	diacylglycerol kinase, delta 130kDa	0.013357	-2.21568	208072_s_at;208072_s_at;	0.075524476;0.016666667;	0.953904
10487	CAP1	CAP, adenylate cyclase-associated protein 1 (yeast)	0.013357	-2.21568	200625_s_at;213798_s_at;	0.075524476;0.016666667;	0.953904
23654	PLXNB2	plexin B2	0.013357	-2.21568	208890_s_at;208890_s_at;	0.075524476;0.016666667;	0.953904
56253	CRTAM	cytotoxic and regulatory T cell molecule	0.013357	-2.21568	206914_at;206914_at;	0.075524476;0.016666667;	0.953904
57533	TBC1D14	TBC1 domain family, member 14	0.026001	-1.943115	229685_at;229685_at;	0.075524476;0.016666667;	0.953904
64326	RFWD2	ring finger and WD repeat domain 2	0.026001	-1.943115	234950_s_at;234950_s_at;	0.075524476;0.016666667;	0.953904
84959	UBASH3B	ubiquitin associated and SH3 domain containing, B	0.026001	-1.943115	238462_at;228353_x_at;	0.075524476;0.016666667;	0.953904
116983	CENTB5	centaurin, beta 5	0.026001	-1.943115	225542_at;225529_at;	0.075524476;0.016666667;	0.953904
222159	LOC222159	hypothetical protein LOC222159	0.026001	-1.943115	1558859_at;233732_at;	0.075524476;0.016666667;	0.953904
389362	C6orf86	chromosome 6 open reading frame 86	0.026001	-1.943115	233443_at;233447_at;	0.075524476;0.016666667;	0.953904
727957	KIAA1833	hypothetical protein KIAA1833	0.026001	-1.943115	230361_at;227778_at;	0.075524476;0.016666667;	0.953904
4205	MEF2A	myocyte enhancer factor 2A	0.005433	-2.547001	239571_at;214684_at;212535_at;	0.116666667;0.006850503;0.016666667;	0.953272
10444	ZER1	zer-1 homolog (C. elegans)	0.004985	-2.576837	202456_s_at;243554_at;202452_at;	0.075524476;0.033333333;0.033333333;	0.952603
23759	PPIL2	peptidylprolyl isomerase (cyclophilin)-like 2	0.005537	-2.540325	243414_at;243414_at;217407_x_at;	0.066666667;0.010787449;0.066666667;	0.95196
51106	TFB1M	transcription factor B1, mitochondrial	0.005537	-2.540325	228075_x_at;219169_s_at;219169_s_at;	0.066666667;0.010787449;0.066666667;	0.95196
79637	ARMC7	armadillo repeat containing 7	0.005549	-2.539572	229906_at;219096_at;229906_at;	0.016666667;0.116666667;0.011188811;	0.951826
6624	FSCN1	fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus)	0.014063	-2.195514	210933_s_at;201564_s_at;	0.063712138;0.033333333;	0.951477
7441	VPREB1	pre-B lymphocyte gene 1	0.014063	-2.195514	221349_at;221349_at;	0.063712138;0.033333333;	0.951477
8514	KCNAB2	potassium voltage-gated channel, shaker-related subfamily, beta member 2	0.014063	-2.195514	211791_s_at;203402_at;	0.063712138;0.033333333;	0.951477
5387	PMS2L3	postmeiotic segregation increased 2-like 3	0.014822	-2.174803	214473_x_at;216111_x_at;	0.030524232;0.066666667;	0.951405
7760	ZNF213	zinc finger protein 213	0.028563	-1.902339	227207_x_at;227207_x_at;	0.066666667;0.030524232;	0.951405
84905	ZNF341	zinc finger protein 341	0.028563	-1.902339	240449_at;233362_at;	0.066666667;0.030524232;	0.951405
647065	LOC647065	hypothetical LOC647065	0.028563	-1.902339	237825_x_at;233440_at;	0.066666667;0.030524232;	0.951405
55290	BRF2	BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like	0.015315	-2.161859	218955_at;218955_at;	0.011188811;0.086416325;	0.951197
945	CD33	CD33 molecule	0.015058	-2.168561	206120_at;206120_at;	0.033566434;0.066666667;	0.949883
1622	DBI	diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein)	0.015058	-2.168561	202428_x_at;202428_x_at;	0.033566434;0.066666667;	0.949883
2193	FARSA	phenylalanyl-tRNA synthetase, alpha subunit	0.015058	-2.168561	202159_at;202159_at;	0.033566434;0.066666667;	0.949883
3512	IGJ	immunoglobulin J polypeptide, linker protein for immunoglobulin alpha and mu polypeptides	0.015058	-2.168561	212592_at;212592_at;	0.033566434;0.066666667;	0.949883
4864	NPC1	Niemann-Pick disease, type C1	0.015058	-2.168561	202679_at;202679_at;	0.033566434;0.066666667;	0.949883
5127	PCTK1	PCTAIRE protein kinase 1	0.015058	-2.168561	208824_x_at;207239_s_at;	0.033566434;0.066666667;	0.949883
5361	PLXNA1	plexin A1	0.015058	-2.168561	221538_s_at;221538_s_at;	0.033566434;0.066666667;	0.949883
5430	POLR2A	polymerase (RNA) II (DNA directed) polypeptide A, 220kDa	0.015058	-2.168561	202725_at;202725_at;	0.033566434;0.066666667;	0.949883
8263	F8A1	coagulation factor VIII-associated (intronic transcript) 1	0.015058	-2.168561	203274_at;203274_at;	0.033566434;0.066666667;	0.949883
9168	TMSB10	thymosin, beta 10	0.015058	-2.168561	217733_s_at;217733_s_at;	0.033566434;0.066666667;	0.949883
29960	FTSJ2	FtsJ homolog 2 (E. coli)	0.015058	-2.168561	218356_at;218356_at;	0.033566434;0.066666667;	0.949883
55100	WDR70	WD repeat domain 70	0.015058	-2.168561	219193_at;219193_at;	0.033566434;0.066666667;	0.949883
63875	MRPL17	mitochondrial ribosomal protein L17	0.015058	-2.168561	222216_s_at;222216_s_at;	0.033566434;0.066666667;	0.949883
892	CCNC	cyclin C	0.028974	-1.896097	242805_at;244212_at;	0.066666667;0.033566434;	0.949883
55122	C6orf166	chromosome 6 open reading frame 166	0.028974	-1.896097	223145_s_at;223145_s_at;	0.066666667;0.033566434;	0.949883
64420	SUSD1	sushi domain containing 1	0.028974	-1.896097	226264_at;226264_at;	0.066666667;0.033566434;	0.949883
79002	C19orf43	chromosome 19 open reading frame 43	0.028974	-1.896097	230213_at;223003_at;	0.066666667;0.033566434;	0.949883
79191	IRX3	iroquois homeobox 3	0.028974	-1.896097	229638_at;229638_at;	0.066666667;0.033566434;	0.949883
91703	ACY3	aspartoacylase (aminocyclase) 3	0.028974	-1.896097	230481_at;230481_at;	0.066666667;0.033566434;	0.949883
114987	WDR31	WD repeat domain 31	0.028974	-1.896097	241919_x_at;229516_at;	0.066666667;0.033566434;	0.949883
123920	CMTM3	CKLF-like MARVEL transmembrane domain containing 3	0.028974	-1.896097	224733_at;224733_at;	0.066666667;0.033566434;	0.949883
126328	NDUFA11	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa	0.028974	-1.896097	228689_at;228690_s_at;	0.066666667;0.033566434;	0.949883
147007	TMEM199	transmembrane protein 199	0.028974	-1.896097	225375_at;225374_at;	0.066666667;0.033566434;	0.949883
161198	CLEC14A	C-type lectin domain family 14, member A	0.028974	-1.896097	226244_at;226244_at;	0.066666667;0.033566434;	0.949883
199990	C1orf86	chromosome 1 open reading frame 86	0.028974	-1.896097	229113_s_at;1562675_at;	0.066666667;0.033566434;	0.949883
220064	ORAOV1	oral cancer overexpressed 1	0.028974	-1.896097	228676_at;243531_at;	0.066666667;0.033566434;	0.949883
221883	HOXA11S	homeo box A11, antisense	0.028974	-1.896097	239934_x_at;230666_at;	0.066666667;0.033566434;	0.949883
340481	ZDHHC21	zinc finger, DHHC-type containing 21	0.028974	-1.896097	243281_at;229923_at;	0.066666667;0.033566434;	0.949883
400931	FLJ27365	FLJ27365 protein	0.028974	-1.896097	232480_at;232480_at;	0.066666667;0.033566434;	0.949883
440712	C1orf186	chromosome 1 open reading frame 186	0.028974	-1.896097	242406_at;242406_at;	0.066666667;0.033566434;	0.949883
51605	TRMT6	tRNA methyltransferase 6 homolog (S. cerevisiae)	0.029105	-1.894113	222768_s_at;233970_s_at;	0.067411619;0.033566434;	0.949511
5163	PDK1	pyruvate dehydrogenase kinase, isozyme 1	0.005911	-2.517403	226452_at;206686_at;206686_at;	0.033333333;0.116666667;0.002797203;	0.949068
23338	PHF15	PHD finger protein 15	0.005911	-2.517403	232279_at;212660_at;232279_at;	0.033333333;0.116666667;0.002797203;	0.949068
55658	RNF126	ring finger protein 126	0.005911	-2.517403	223332_x_at;215031_x_at;205748_s_at;	0.033333333;0.116666667;0.002797203;	0.949068
79180	EFHD2	EF-hand domain family, member D2	0.005911	-2.517403	222483_at;217992_s_at;222483_at;	0.033333333;0.116666667;0.002797203;	0.949068
51192	CKLF	chemokine-like factor	0.005775	-2.525595	223451_s_at;219161_s_at;221058_s_at;	0.066666667;0.01958042;0.066666667;	0.949029
124565	SLC38A10	solute carrier family 38, member 10	0.005776	-2.525514	230448_at;230448_at;212890_at;	0.01958042;0.016666667;0.116666667;	0.949029
5089	PBX2	pre-B-cell leukemia homeobox 2	0.014881	-2.17323	202875_s_at;202875_s_at;	0.05034965;0.051988699;	0.948831
404550	C16orf74	chromosome 16 open reading frame 74	0.029333	-1.890687	242509_at;227806_at;	0.066666667;0.036203362;	0.948565
9567	GTPBP1	GTP binding protein 1	0.00521	-2.561545	226359_at;226359_at;212144_at;	0.106293706;0.033333333;0.016666667;	0.947902
10471	PFDN6	prefoldin subunit 6	0.005658	-2.532806	222029_x_at;233588_x_at;222029_x_at;	0.05034965;0.03963481;0.066666667;	0.947783
79670	ZCCHC6	zinc finger, CCHC domain containing 6	0.005928	-2.516416	236243_at;242776_at;220933_s_at;	0.066666667;0.02505989;0.066666667;	0.947202
1329	COX5B	cytochrome c oxidase subunit Vb	0.014348	-2.187636	211025_x_at;213736_at;	0.089192418;0.016666667;	0.94707
253832	ZDHHC20	zinc finger, DHHC-type containing 20	0.027742	-1.915072	225365_at;225365_at;	0.089192418;0.016666667;	0.94707
7779	SLC30A1	solute carrier family 30 (zinc transporter), member 1	0.005533	-2.540637	228181_at;212907_at;212907_at;	0.066666667;0.075524476;0.016666667;	0.947047
9570	GOSR2	golgi SNAP receptor complex member 2	0.006143	-2.503831	235041_at;210009_s_at;210009_s_at;	0.116666667;0.002797203;0.03963481;	0.946967
