Kegg Pathway	Pathway description	Gene symbol	Parametric p-value	Hazard Ratio
hsa04530	Tight junction	GNAI1	0.8379024	0.973
hsa04530	Tight junction	MYL6	0.8400718	1.193
hsa04530	Tight junction	TJAP1	0.845261	1.043
hsa04530	Tight junction	ACTN1	0.8536555	0.969
hsa04530	Tight junction	EPB41L2	0.860518	0.971
hsa04530	Tight junction	CLDN20	0.8744667	1.046
hsa04530	Tight junction	ACTB	0.8820674	1.07
hsa04530	Tight junction	PPP2CB	0.8887453	0.978
hsa04530	Tight junction	JAM2	0.8889094	0.981
hsa04530	Tight junction	CLDN1	0.9247344	1.008
hsa04530	Tight junction	EXOC3	0.9256709	0.97
hsa04530	Tight junction	CTNNA1	0.9336036	1.016
hsa04530	Tight junction	CLDN16	0.9369061	0.995
hsa04530	Tight junction	CLDN14	0.947741	1.018
hsa04530	Tight junction	PRKCI	0.9641149	0.995
hsa04530	Tight junction	F11R	0.9735942	1.008
hsa04530	Tight junction	TJP2	0.9829962	0.994
hsa04530	Tight junction	CLDN18	0.9861155	1.003
hsa04530	Tight junction	CGN	0.9947621	1.001
hsa04630	Jak-STAT signaling pathway	OSM	0.0007485	0.618
hsa04630	Jak-STAT signaling pathway	CNTFR	0.000805	0.451
hsa04630	Jak-STAT signaling pathway	JAK2	0.0011134	0.409
hsa04630	Jak-STAT signaling pathway	IFNB1	0.0030582	0.565
hsa04630	Jak-STAT signaling pathway	PTPN11	0.0062618	2.529
hsa04630	Jak-STAT signaling pathway	GHR	0.0066595	1.26
hsa04630	Jak-STAT signaling pathway	SOCS5	0.0105769	1.631
hsa04630	Jak-STAT signaling pathway	MPL	0.0113269	0.525
hsa04630	Jak-STAT signaling pathway	IL13RA1	0.0137723	0.6
hsa04630	Jak-STAT signaling pathway	IL15RA	0.0155045	0.625
hsa04630	Jak-STAT signaling pathway	IL12RB1	0.0167067	0.453
hsa04630	Jak-STAT signaling pathway	IL22RA2	0.0169908	0.439
hsa04630	Jak-STAT signaling pathway	CBL	0.0262495	0.701
hsa04630	Jak-STAT signaling pathway	CBLB	0.0309153	0.575
hsa04630	Jak-STAT signaling pathway	IL9R	0.0321523	0.546
hsa04630	Jak-STAT signaling pathway	IFNK	0.039189	0.656
hsa04630	Jak-STAT signaling pathway	PTPN6	0.044281	0.508
hsa04630	Jak-STAT signaling pathway	IL13RA2	0.0511368	1.297
hsa04630	Jak-STAT signaling pathway	EPOR	0.0520008	1.438
hsa04630	Jak-STAT signaling pathway	IL2RB	0.0571284	0.785
hsa04630	Jak-STAT signaling pathway	PIK3R5	0.0572576	0.603
hsa04630	Jak-STAT signaling pathway	PIK3CD	0.0585009	0.638
hsa04630	Jak-STAT signaling pathway	CBLC	0.0592546	0.696
hsa04630	Jak-STAT signaling pathway	CISH	0.0592911	0.623
hsa04630	Jak-STAT signaling pathway	PIAS3	0.0627361	0.702
hsa04630	Jak-STAT signaling pathway	CSF2	0.0683614	0.623
hsa04630	Jak-STAT signaling pathway	CSF3	0.0700153	0.71
hsa04630	Jak-STAT signaling pathway	LIFR	0.078612	0.613
hsa04630	Jak-STAT signaling pathway	IL2RG	0.096352	0.849
hsa04630	Jak-STAT signaling pathway	PRLR	0.0985526	0.533
hsa04630	Jak-STAT signaling pathway	STAT5A	0.0989231	0.649
hsa04630	Jak-STAT signaling pathway	MYC	0.1091658	0.859
hsa04630	Jak-STAT signaling pathway	IL15	0.1091676	0.756
hsa04630	Jak-STAT signaling pathway	IL2	0.10946	1.344
hsa04630	Jak-STAT signaling pathway	CCND3	0.1193048	0.691
hsa04630	Jak-STAT signaling pathway	STAT4	0.1208799	0.646
hsa04630	Jak-STAT signaling pathway	IL7R	0.1336875	0.889
hsa04630	Jak-STAT signaling pathway	PIK3R1	0.1535051	1.237
hsa04630	Jak-STAT signaling pathway	CSF3R	0.1536358	0.627
hsa04630	Jak-STAT signaling pathway	IL11RA	0.154685	1.429
hsa04630	Jak-STAT signaling pathway	IL4	0.1605191	0.727
hsa04630	Jak-STAT signaling pathway	PIK3CA	0.1618617	1.272
hsa04630	Jak-STAT signaling pathway	PIK3CB	0.1713162	1.262
hsa04630	Jak-STAT signaling pathway	IL10RA	0.1784761	0.759
hsa04630	Jak-STAT signaling pathway	IL19	0.1824977	0.706
hsa04630	Jak-STAT signaling pathway	IFNA14	0.2020815	0.745
hsa04630	Jak-STAT signaling pathway	PRL	0.2104135	0.758
hsa04630	Jak-STAT signaling pathway	IL20RA	0.2142886	0.829
hsa04630	Jak-STAT signaling pathway	LIF	0.2187228	1.123
hsa04630	Jak-STAT signaling pathway	IL4R	0.2222736	0.844
hsa04630	Jak-STAT signaling pathway	LEPR	0.2279087	1.219
hsa04630	Jak-STAT signaling pathway	SOCS4	0.231682	1.304
hsa04630	Jak-STAT signaling pathway	IL5	0.2444967	0.733
hsa04630	Jak-STAT signaling pathway	IL5RA	0.25397	0.764
hsa04630	Jak-STAT signaling pathway	IFNG	0.2559024	0.865
hsa04630	Jak-STAT signaling pathway	CSF2RB	0.2573355	0.72
hsa04630	Jak-STAT signaling pathway	IL12A	0.2695883	0.76
hsa04630	Jak-STAT signaling pathway	STAM2	0.2773101	1.333
hsa04630	Jak-STAT signaling pathway	CCND2	0.2843275	1.1
hsa04630	Jak-STAT signaling pathway	PIK3CG	0.2843974	0.808
hsa04630	Jak-STAT signaling pathway	SPRY2	0.2855092	0.886
hsa04630	Jak-STAT signaling pathway	IL20	0.2870921	0.846
hsa04630	Jak-STAT signaling pathway	IL7	0.2877025	0.85
hsa04630	Jak-STAT signaling pathway	AKT3	0.2936963	1.132
hsa04630	Jak-STAT signaling pathway	IFNA21	0.2998845	0.834
hsa04630	Jak-STAT signaling pathway	TYK2	0.3094223	1.178
hsa04630	Jak-STAT signaling pathway	SPRY4	0.3154184	0.837
hsa04630	Jak-STAT signaling pathway	IL11	0.3278108	0.806
hsa04630	Jak-STAT signaling pathway	STAT6	0.3284899	1.242
hsa04630	Jak-STAT signaling pathway	CLCF1	0.3285065	0.84
hsa04630	Jak-STAT signaling pathway	IL23R	0.3300896	1.234
hsa04630	Jak-STAT signaling pathway	IL26	0.3418193	0.854
hsa04630	Jak-STAT signaling pathway	IFNAR2	0.3427705	0.761
hsa04630	Jak-STAT signaling pathway	OSMR	0.3430289	0.798
hsa04630	Jak-STAT signaling pathway	IFNGR1	0.3443637	1.159
hsa04630	Jak-STAT signaling pathway	SOCS3	0.350403	0.828
hsa04630	Jak-STAT signaling pathway	SOCS6	0.3529566	0.783
hsa04630	Jak-STAT signaling pathway	SOCS1	0.373097	0.821
hsa04630	Jak-STAT signaling pathway	EP300	0.3738664	1.13
hsa04630	Jak-STAT signaling pathway	IL21R	0.3741202	0.831
hsa04630	Jak-STAT signaling pathway	IL6ST	0.3896401	1.166
hsa04630	Jak-STAT signaling pathway	SPRY3	0.4102384	0.773
hsa04630	Jak-STAT signaling pathway	IL22RA1	0.4164704	0.798
hsa04630	Jak-STAT signaling pathway	CNTF	0.4180464	0.892
hsa04630	Jak-STAT signaling pathway	SOS2	0.4307275	0.829
hsa04630	Jak-STAT signaling pathway	IL10RB	0.4330949	1.142
hsa04630	Jak-STAT signaling pathway	IFNA4	0.4353992	0.878
hsa04630	Jak-STAT signaling pathway	IFNA2	0.4558166	0.824
hsa04630	Jak-STAT signaling pathway	IL2RA	0.4559098	0.83
hsa04630	Jak-STAT signaling pathway	IFNAR1	0.4559722	1.16
hsa04630	Jak-STAT signaling pathway	IFNA8	0.4763726	0.879
hsa04630	Jak-STAT signaling pathway	JAK1	0.4780913	1.268
hsa04630	Jak-STAT signaling pathway	IFNA5	0.4791112	1.106
hsa04630	Jak-STAT signaling pathway	EPO	0.486926	0.886
hsa04630	Jak-STAT signaling pathway	IFNGR2	0.4891724	0.921
hsa04630	Jak-STAT signaling pathway	AKT2	0.523606	1.125
hsa04630	Jak-STAT signaling pathway	IFNA1	0.5372896	0.889
hsa04630	Jak-STAT signaling pathway	IL23A	0.5546083	0.921
hsa04630	Jak-STAT signaling pathway	GH1	0.5658352	0.872
hsa04630	Jak-STAT signaling pathway	IL12B	0.5771703	0.905
hsa04630	Jak-STAT signaling pathway	SOCS2	0.5799365	1.089
hsa04630	Jak-STAT signaling pathway	CCND1	0.6228846	0.959
hsa04630	Jak-STAT signaling pathway	CTF1	0.6334909	1.084
hsa04630	Jak-STAT signaling pathway	IL13	0.6369287	1.149
hsa04630	Jak-STAT signaling pathway	IL21	0.641395	1.073
hsa04630	Jak-STAT signaling pathway	IL9	0.6457289	1.086
hsa04630	Jak-STAT signaling pathway	IL10	0.6463974	0.894
hsa04630	Jak-STAT signaling pathway	AKT1	0.6488743	1.21
hsa04630	Jak-STAT signaling pathway	IL12RB2	0.6593041	0.915
hsa04630	Jak-STAT signaling pathway	LEP	0.6618403	1.069
hsa04630	Jak-STAT signaling pathway	GH2	0.6666875	0.937
hsa04630	Jak-STAT signaling pathway	TPO	0.6840554	1.083
hsa04630	Jak-STAT signaling pathway	PIK3R2	0.7194276	0.934
hsa04630	Jak-STAT signaling pathway	IL24	0.7272032	1.058
hsa04630	Jak-STAT signaling pathway	STAM	0.7556927	1.057
hsa04630	Jak-STAT signaling pathway	PIAS2	0.7586936	1.08
hsa04630	Jak-STAT signaling pathway	IL6R	0.7688041	0.976
hsa04630	Jak-STAT signaling pathway	IFNW1	0.7737026	1.062
hsa04630	Jak-STAT signaling pathway	CREBBP	0.7850258	1.034
hsa04630	Jak-STAT signaling pathway	SPRY1	0.8000013	0.97
hsa04630	Jak-STAT signaling pathway	PIK3R3	0.8013442	1.037
hsa04630	Jak-STAT signaling pathway	IL3	0.8052222	0.927
hsa04630	Jak-STAT signaling pathway	SOS1	0.816573	0.941
hsa04630	Jak-STAT signaling pathway	IL6	0.8364198	0.983
hsa04630	Jak-STAT signaling pathway	STAT2	0.838195	0.951
hsa04630	Jak-STAT signaling pathway	STAT3	0.8545114	1.043
hsa04630	Jak-STAT signaling pathway	IL22	0.8832048	1.027
hsa04630	Jak-STAT signaling pathway	SPRED2	0.8853137	0.95
hsa04630	Jak-STAT signaling pathway	IFNA6	0.9053263	0.981
hsa04630	Jak-STAT signaling pathway	GRB2	0.9285442	1.019
hsa04630	Jak-STAT signaling pathway	STAT1	0.9315981	0.991
hsa04630	Jak-STAT signaling pathway	PIAS1	0.9472277	0.986
hsa04630	Jak-STAT signaling pathway	STAT5B	0.9702541	0.996
hsa04630	Jak-STAT signaling pathway	PIAS4	0.9841113	1.003
hsa04630	Jak-STAT signaling pathway	BCL2L1	0.9934598	1.002
hsa04650	Natural killer cell mediated cytotoxicity	NCR2	0.0002997	0.349
hsa04650	Natural killer cell mediated cytotoxicity	IFNB1	0.0030582	0.565
hsa04650	Natural killer cell mediated cytotoxicity	RAC2	0.0032095	0.64
hsa04650	Natural killer cell mediated cytotoxicity	RAC1	0.0056371	1.879
hsa04650	Natural killer cell mediated cytotoxicity	PTPN11	0.0062618	2.529
hsa04650	Natural killer cell mediated cytotoxicity	KLRD1	0.0099479	0.373
hsa04650	Natural killer cell mediated cytotoxicity	GZMB	0.0115513	0.723
hsa04650	Natural killer cell mediated cytotoxicity	ZAP70	0.0130279	0.665
hsa04650	Natural killer cell mediated cytotoxicity	CD244	0.0188315	0.584
hsa04650	Natural killer cell mediated cytotoxicity	CD247	0.019207	0.794
hsa04650	Natural killer cell mediated cytotoxicity	ULBP3	0.0199728	1.972
hsa04650	Natural killer cell mediated cytotoxicity	LCP2	0.0300628	0.624
hsa04650	Natural killer cell mediated cytotoxicity	KLRC1	0.036541	0.578
hsa04650	Natural killer cell mediated cytotoxicity	PPP3CC	0.0386457	0.551
hsa04650	Natural killer cell mediated cytotoxicity	TNFRSF10B	0.0408769	0.542
hsa04650	Natural killer cell mediated cytotoxicity	PTPN6	0.044281	0.508
hsa04650	Natural killer cell mediated cytotoxicity	TNFRSF10C	0.0443744	0.655
hsa04650	Natural killer cell mediated cytotoxicity	BID	0.0475872	0.659
hsa04650	Natural killer cell mediated cytotoxicity	PIK3R5	0.0572576	0.603
hsa04650	Natural killer cell mediated cytotoxicity	HRAS	0.0580522	1.443
hsa04650	Natural killer cell mediated cytotoxicity	PIK3CD	0.0585009	0.638
hsa04650	Natural killer cell mediated cytotoxicity	ITGB2	0.0644824	0.709
hsa04650	Natural killer cell mediated cytotoxicity	CSF2	0.0683614	0.623
hsa04650	Natural killer cell mediated cytotoxicity	KRAS	0.0713768	1.402
hsa04650	Natural killer cell mediated cytotoxicity	PRF1	0.1138963	0.773
hsa04650	Natural killer cell mediated cytotoxicity	SH3BP2	0.1350276	0.679
hsa04650	Natural killer cell mediated cytotoxicity	KIR2DL4	0.1396471	0.642
hsa04650	Natural killer cell mediated cytotoxicity	FAS	0.14745	0.712
hsa04650	Natural killer cell mediated cytotoxicity	PIK3R1	0.1535051	1.237
hsa04650	Natural killer cell mediated cytotoxicity	PPP3R1	0.1556647	1.28
hsa04650	Natural killer cell mediated cytotoxicity	PIK3CA	0.1618617	1.272
hsa04650	Natural killer cell mediated cytotoxicity	PIK3CB	0.1713162	1.262
hsa04650	Natural killer cell mediated cytotoxicity	LAT	0.190914	1.33
hsa04650	Natural killer cell mediated cytotoxicity	PRKCA	0.1964316	0.779
hsa04650	Natural killer cell mediated cytotoxicity	IFNA14	0.2020815	0.745
hsa04650	Natural killer cell mediated cytotoxicity	PRKCG	0.2121237	0.689
hsa04650	Natural killer cell mediated cytotoxicity	SHC1	0.2176552	1.266
hsa04650	Natural killer cell mediated cytotoxicity	VAV3	0.2374676	1.192
hsa04650	Natural killer cell mediated cytotoxicity	MAP2K2	0.2388039	0.813
hsa04650	Natural killer cell mediated cytotoxicity	FCER1G	0.2525864	0.844
hsa04650	Natural killer cell mediated cytotoxicity	IFNG	0.2559024	0.865
hsa04650	Natural killer cell mediated cytotoxicity	PLCG2	0.2575766	0.846
hsa04650	Natural killer cell mediated cytotoxicity	TNFRSF10A	0.2826029	0.796
hsa04650	Natural killer cell mediated cytotoxicity	PIK3CG	0.2843974	0.808
hsa04650	Natural killer cell mediated cytotoxicity	IFNA21	0.2998845	0.834
hsa04650	Natural killer cell mediated cytotoxicity	PTK2B	0.3015061	0.793
hsa04650	Natural killer cell mediated cytotoxicity	SYK	0.3068728	0.843
hsa04650	Natural killer cell mediated cytotoxicity	TYROBP	0.3340779	0.882
hsa04650	Natural killer cell mediated cytotoxicity	IFNAR2	0.3427705	0.761
hsa04650	Natural killer cell mediated cytotoxicity	IFNGR1	0.3443637	1.159
hsa04650	Natural killer cell mediated cytotoxicity	KLRK1	0.3447528	0.79
hsa04650	Natural killer cell mediated cytotoxicity	SHC3	0.3541398	0.841
hsa04650	Natural killer cell mediated cytotoxicity	NFAT5	0.3726336	0.783
hsa04650	Natural killer cell mediated cytotoxicity	NFATC2	0.3828395	1.12
hsa04650	Natural killer cell mediated cytotoxicity	ITGAL	0.3931017	0.804
hsa04650	Natural killer cell mediated cytotoxicity	NRAS	0.4092444	1.22
hsa04650	Natural killer cell mediated cytotoxicity	FYN	0.4185258	1.142
hsa04650	Natural killer cell mediated cytotoxicity	SOS2	0.4307275	0.829
hsa04650	Natural killer cell mediated cytotoxicity	IFNA4	0.4353992	0.878
hsa04650	Natural killer cell mediated cytotoxicity	VAV2	0.4386342	0.782
hsa04650	Natural killer cell mediated cytotoxicity	PPP3CA	0.4440953	1.232
hsa04650	Natural killer cell mediated cytotoxicity	IFNA2	0.4558166	0.824
hsa04650	Natural killer cell mediated cytotoxicity	IFNAR1	0.4559722	1.16
hsa04650	Natural killer cell mediated cytotoxicity	HCST	0.4624764	0.882
hsa04650	Natural killer cell mediated cytotoxicity	IFNA8	0.4763726	0.879
hsa04650	Natural killer cell mediated cytotoxicity	IFNA5	0.4791112	1.106
hsa04650	Natural killer cell mediated cytotoxicity	SH2D1B	0.4821826	0.839
hsa04650	Natural killer cell mediated cytotoxicity	CASP3	0.4854143	1.129
hsa04650	Natural killer cell mediated cytotoxicity	IFNGR2	0.4891724	0.921
hsa04650	Natural killer cell mediated cytotoxicity	TNFSF10	0.4968139	0.946
hsa04650	Natural killer cell mediated cytotoxicity	ICAM2	0.4971347	1.082
hsa04650	Natural killer cell mediated cytotoxicity	IFNA1	0.5372896	0.889
hsa04650	Natural killer cell mediated cytotoxicity	MAP2K1	0.5508973	0.853
hsa04650	Natural killer cell mediated cytotoxicity	SHC2	0.5656277	1.133
hsa04650	Natural killer cell mediated cytotoxicity	CHP	0.5858702	1.158
hsa04650	Natural killer cell mediated cytotoxicity	PPP3CB	0.593355	1.132
hsa04650	Natural killer cell mediated cytotoxicity	ULBP1	0.5970012	1.114
hsa04650	Natural killer cell mediated cytotoxicity	PAK1	0.6144111	1.064
hsa04650	Natural killer cell mediated cytotoxicity	FASLG	0.6261828	0.891
hsa04650	Natural killer cell mediated cytotoxicity	VAV1	0.6332961	0.906
hsa04650	Natural killer cell mediated cytotoxicity	NCR1	0.6511574	1.074
hsa04650	Natural killer cell mediated cytotoxicity	KLRC3	0.6804525	1.09
hsa04650	Natural killer cell mediated cytotoxicity	ICAM1	0.6831611	1.035
hsa04650	Natural killer cell mediated cytotoxicity	RAF1	0.6873123	1.093
hsa04650	Natural killer cell mediated cytotoxicity	CD48	0.7003216	0.971
hsa04650	Natural killer cell mediated cytotoxicity	HLA-B	0.704744	1.037
hsa04650	Natural killer cell mediated cytotoxicity	PIK3R2	0.7194276	0.934
hsa04650	Natural killer cell mediated cytotoxicity	NFATC3	0.7235065	0.902
hsa04650	Natural killer cell mediated cytotoxicity	NFATC1	0.7416464	1.127
hsa04650	Natural killer cell mediated cytotoxicity	MAPK3	0.8000766	1.041
hsa04650	Natural killer cell mediated cytotoxicity	PIK3R3	0.8013442	1.037
hsa04650	Natural killer cell mediated cytotoxicity	PRKCB1	0.814647	0.952
hsa04650	Natural killer cell mediated cytotoxicity	SOS1	0.816573	0.941
hsa04650	Natural killer cell mediated cytotoxicity	TNFRSF10D	0.8417461	1.06
hsa04650	Natural killer cell mediated cytotoxicity	PLCG1	0.8596361	0.961
hsa04650	Natural killer cell mediated cytotoxicity	HLA-A	0.8735827	0.974
hsa04650	Natural killer cell mediated cytotoxicity	MAPK1	0.9052701	0.982
hsa04650	Natural killer cell mediated cytotoxicity	IFNA6	0.9053263	0.981
hsa04650	Natural killer cell mediated cytotoxicity	GRB2	0.9285442	1.019
hsa04650	Natural killer cell mediated cytotoxicity	NFATC4	0.9729215	0.992
hsa04650	Natural killer cell mediated cytotoxicity	RAC3	0.9752804	0.992
hsa04670	Leukocyte transendothelial migration	RAC2	0.0032095	0.64
hsa04670	Leukocyte transendothelial migration	RAC1	0.0056371	1.879
hsa04670	Leukocyte transendothelial migration	PTPN11	0.0062618	2.529
hsa04670	Leukocyte transendothelial migration	SIPA1	0.0103411	0.483
hsa04670	Leukocyte transendothelial migration	MAPK13	0.0113298	0.613
hsa04670	Leukocyte transendothelial migration	ITGAM	0.0138115	0.498
hsa04670	Leukocyte transendothelial migration	CLDN9	0.0138583	1.243
hsa04670	Leukocyte transendothelial migration	CLDN10	0.016209	0.825
hsa04670	Leukocyte transendothelial migration	ACTN3	0.020777	0.571
hsa04670	Leukocyte transendothelial migration	NCF4	0.0228551	0.555
hsa04670	Leukocyte transendothelial migration	CLDN6	0.0376832	1.356
hsa04670	Leukocyte transendothelial migration	ROCK1	0.0439457	1.439
hsa04670	Leukocyte transendothelial migration	CXCL14	0.0448543	1.173
hsa04670	Leukocyte transendothelial migration	ROCK2	0.0527488	1.407
hsa04670	Leukocyte transendothelial migration	CLDN4	0.0544075	1.295
hsa04670	Leukocyte transendothelial migration	PIK3R5	0.0572576	0.603
hsa04670	Leukocyte transendothelial migration	PIK3CD	0.0585009	0.638
hsa04670	Leukocyte transendothelial migration	ITGB2	0.0644824	0.709
hsa04670	Leukocyte transendothelial migration	CD99	0.0744081	1.322
hsa04670	Leukocyte transendothelial migration	CXCL16	0.0744573	0.708
hsa04670	Leukocyte transendothelial migration	NOX1	0.0857582	0.663
hsa04670	Leukocyte transendothelial migration	ITGB1	0.1057269	1.341
hsa04670	Leukocyte transendothelial migration	RAPGEF4	0.1115404	0.757
hsa04670	Leukocyte transendothelial migration	CXCL13	0.1135615	0.8
hsa04670	Leukocyte transendothelial migration	ARHGAP5	0.1319737	1.334
hsa04670	Leukocyte transendothelial migration	CLDN3	0.1379942	0.808
hsa04670	Leukocyte transendothelial migration	CLDN11	0.138605	1.151
hsa04670	Leukocyte transendothelial migration	RAPGEF3	0.141982	0.794
hsa04670	Leukocyte transendothelial migration	PIK3R1	0.1535051	1.237
hsa04670	Leukocyte transendothelial migration	PIK3CA	0.1618617	1.272
hsa04670	Leukocyte transendothelial migration	PIK3CB	0.1713162	1.262
hsa04670	Leukocyte transendothelial migration	PPBP	0.1751467	0.721
hsa04670	Leukocyte transendothelial migration	CXCL12	0.1765776	1.108
hsa04670	Leukocyte transendothelial migration	CDC42	0.1805217	1.493
hsa04670	Leukocyte transendothelial migration	PRKCA	0.1964316	0.779
hsa04670	Leukocyte transendothelial migration	RHOH	0.2089626	0.723
hsa04670	Leukocyte transendothelial migration	PRKCG	0.2121237	0.689
hsa04670	Leukocyte transendothelial migration	TXK	0.2187368	0.789
hsa04670	Leukocyte transendothelial migration	NCF2	0.226976	0.783
hsa04670	Leukocyte transendothelial migration	VAV3	0.2374676	1.192
hsa04670	Leukocyte transendothelial migration	PLCG2	0.2575766	0.846
hsa04670	Leukocyte transendothelial migration	PF4	0.2830939	0.816
hsa04670	Leukocyte transendothelial migration	PIK3CG	0.2843974	0.808
hsa04670	Leukocyte transendothelial migration	MMP2	0.2852533	1.101
hsa04670	Leukocyte transendothelial migration	PTK2B	0.3015061	0.793
hsa04670	Leukocyte transendothelial migration	PTK2	0.3200313	0.749
hsa04670	Leukocyte transendothelial migration	GNAI2	0.3238396	0.823
hsa04670	Leukocyte transendothelial migration	CYBB	0.3295112	0.909
hsa04670	Leukocyte transendothelial migration	MAPK14	0.3860393	0.805
hsa04670	Leukocyte transendothelial migration	ITGAL	0.3931017	0.804
hsa04670	Leukocyte transendothelial migration	CTNNB1	0.3974541	1.143
hsa04670	Leukocyte transendothelial migration	ITK	0.3988504	0.841
hsa04670	Leukocyte transendothelial migration	GNAI3	0.40588	1.207
hsa04670	Leukocyte transendothelial migration	JAM3	0.4080088	0.8
hsa04670	Leukocyte transendothelial migration	MMP9	0.4299194	0.945
hsa04670	Leukocyte transendothelial migration	ACTN4	0.4383939	1.148
hsa04670	Leukocyte transendothelial migration	VAV2	0.4386342	0.782
hsa04670	Leukocyte transendothelial migration	CLDN2	0.4474863	0.874
hsa04670	Leukocyte transendothelial migration	CLDN23	0.4716167	0.902
hsa04670	Leukocyte transendothelial migration	THY1	0.531345	1.061
hsa04670	Leukocyte transendothelial migration	CXCR4	0.5358231	1.064
hsa04670	Leukocyte transendothelial migration	MAPK12	0.5373105	1.146
hsa04670	Leukocyte transendothelial migration	NOX3	0.5436526	1.098
hsa04670	Leukocyte transendothelial migration	CLDN8	0.5444675	0.89
hsa04670	Leukocyte transendothelial migration	GRLF1	0.5451601	0.905
hsa04670	Leukocyte transendothelial migration	PECAM1	0.5487121	1.063
hsa04670	Leukocyte transendothelial migration	MAPK11	0.5557648	1.122
hsa04670	Leukocyte transendothelial migration	CLDN7	0.5671076	0.936
hsa04670	Leukocyte transendothelial migration	RASSF5	0.5692886	1.208
hsa04670	Leukocyte transendothelial migration	IL8	0.5945442	1.038
hsa04670	Leukocyte transendothelial migration	PXN	0.5960312	1.102
hsa04670	Leukocyte transendothelial migration	OCLN	0.6077657	0.965
hsa04670	Leukocyte transendothelial migration	VAV1	0.6332961	0.906
hsa04670	Leukocyte transendothelial migration	CYBA	0.6640011	0.945
hsa04670	Leukocyte transendothelial migration	ICAM1	0.6831611	1.035
hsa04670	Leukocyte transendothelial migration	RAP1A	0.6954246	1.061
hsa04670	Leukocyte transendothelial migration	CLDN17	0.6974692	1.099
hsa04670	Leukocyte transendothelial migration	PIK3R2	0.7194276	0.934
hsa04670	Leukocyte transendothelial migration	BCAR1	0.7480454	0.949
hsa04670	Leukocyte transendothelial migration	CLDN19	0.765464	0.947
hsa04670	Leukocyte transendothelial migration	ITGA4	0.7957444	0.955
hsa04670	Leukocyte transendothelial migration	MSN	0.801095	0.946
hsa04670	Leukocyte transendothelial migration	PIK3R3	0.8013442	1.037
hsa04670	Leukocyte transendothelial migration	VCAM1	0.8024464	1.031
hsa04670	Leukocyte transendothelial migration	PRKCB1	0.814647	0.952
hsa04670	Leukocyte transendothelial migration	MLLT4	0.8189516	0.93
hsa04670	Leukocyte transendothelial migration	ACTN2	0.8258777	0.964
hsa04670	Leukocyte transendothelial migration	VCL	0.8308262	1.032
hsa04670	Leukocyte transendothelial migration	CDH5	0.8310034	1.069
hsa04670	Leukocyte transendothelial migration	GNAI1	0.8379024	0.973
hsa04670	Leukocyte transendothelial migration	MYL6	0.8400718	1.193
hsa04670	Leukocyte transendothelial migration	ACTN1	0.8536555	0.969
hsa04670	Leukocyte transendothelial migration	PLCG1	0.8596361	0.961
hsa04670	Leukocyte transendothelial migration	CLDN20	0.8744667	1.046
hsa04670	Leukocyte transendothelial migration	ACTB	0.8820674	1.07
hsa04670	Leukocyte transendothelial migration	JAM2	0.8889094	0.981
hsa04670	Leukocyte transendothelial migration	VIL2	0.8984628	0.984
hsa04670	Leukocyte transendothelial migration	CLDN1	0.9247344	1.008
hsa04670	Leukocyte transendothelial migration	CTNNA1	0.9336036	1.016
hsa04670	Leukocyte transendothelial migration	CLDN16	0.9369061	0.995
hsa04670	Leukocyte transendothelial migration	CLDN14	0.947741	1.018
hsa04670	Leukocyte transendothelial migration	F11R	0.9735942	1.008
hsa04670	Leukocyte transendothelial migration	ESAM	0.973627	0.992
hsa04670	Leukocyte transendothelial migration	CLDN18	0.9861155	1.003
hsa04810	Regulation of actin cytoskeleton	ITGB7	0.0000183	0.387
hsa04810	Regulation of actin cytoskeleton	PFN3	0.0007768	1.997
hsa04810	Regulation of actin cytoskeleton	DIAPH1	0.0016306	0.596
hsa04810	Regulation of actin cytoskeleton	RAC2	0.0032095	0.64
hsa04810	Regulation of actin cytoskeleton	RAC1	0.0056371	1.879
hsa04810	Regulation of actin cytoskeleton	FGFR3	0.0057813	0.431
hsa04810	Regulation of actin cytoskeleton	EGF	0.0076686	0.607
hsa04810	Regulation of actin cytoskeleton	ITGAM	0.0138115	0.498
hsa04810	Regulation of actin cytoskeleton	ARHGEF1	0.0144709	0.436
hsa04810	Regulation of actin cytoskeleton	MRAS	0.0200077	0.605
hsa04810	Regulation of actin cytoskeleton	ITGB4	0.0201899	0.788
hsa04810	Regulation of actin cytoskeleton	ACTN3	0.020777	0.571
hsa04810	Regulation of actin cytoskeleton	FGF21	0.0258882	0.647
hsa04810	Regulation of actin cytoskeleton	FGF1	0.0265506	1.394
hsa04810	Regulation of actin cytoskeleton	FGFR1	0.0273119	1.366
hsa04810	Regulation of actin cytoskeleton	GNA12	0.0283683	1.401
hsa04810	Regulation of actin cytoskeleton	RRAS2	0.0290342	1.248
hsa04810	Regulation of actin cytoskeleton	PPP1R12A	0.0292419	1.421
hsa04810	Regulation of actin cytoskeleton	ITGB6	0.0302786	0.816
hsa04810	Regulation of actin cytoskeleton	RDX	0.0333901	1.559
hsa04810	Regulation of actin cytoskeleton	ITGB5	0.0345617	1.293
hsa04810	Regulation of actin cytoskeleton	FGF20	0.0372067	0.745
hsa04810	Regulation of actin cytoskeleton	FGD1	0.037254	0.69
hsa04810	Regulation of actin cytoskeleton	ITGB3	0.0379219	0.728
hsa04810	Regulation of actin cytoskeleton	ROCK1	0.0439457	1.439
hsa04810	Regulation of actin cytoskeleton	ROCK2	0.0527488	1.407
