ProbeID (Affymetrix)	Fold Change(CLDN1 transfectants/Mock)	Gene Symbol	Common Name	Description	Location	Function	Genbank	UniGene	RefSeq	Pathways	GO biological process	GO molecular function	GO cellular component	Map_
206176_at	0.223	BMP6	VGR; VGR1	bone morphogenetic protein 6	Extracellular Space	growth factor	NM_001718	Hs.285671	NM_001718	KEGG pathway: Hedgehog signaling pathway 04340; KEGG pathway: TGF-beta signaling pathway 04350	GO:51216(cartilage development); GO:30154(cell differentiation); GO:40007(growth); GO:1503(ossification)	GO:5125(cytokine activity); GO:8083(growth factor activity)	GO:5615(extracellular space)	6p24-p23
218211_s_at	0.223	MLPH	ln; MELPH; l1Rk3; MGC2771; SLAC2-A; Slac-2a; FLJ12145; l(1)-3Rk; exophilin-3	melanophilin	Cytoplasm	other	NM_024101	Hs.102406	NM_024101		GO:6886(intracellular protein transport)	GO:17137(Rab GTPase binding); GO:46872(metal ion binding); GO:5515(protein binding); GO:8270(zinc ion binding)		2q37.3
223287_s_at	0.226	FOXP1	QRF1; 12CC4; hFKH1B; HSPC215; FLJ23741; MGC12942; MGC88572; MGC99551	forkhead box P1	Nucleus	transcription regulator	AF146696	Hs.431498	NM_001012505		GO:6355(regulation of transcription, DNA-dependent); GO:6350(transcription)	GO:46872(metal ion binding); GO:3676(nucleic acid binding); GO:3700(transcription factor activity); GO:8270(zinc ion binding)	GO:5634(nucleus)	3p14.1
229844_at	0.227			Transcribed locus			AI699465	Hs.59368						3
205001_s_at	0.228	DDX3Y (includes EG:8653)	DBY	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked	Unknown	enzyme	AF000985	Hs.99120	NM_004660			GO:5524(ATP binding); GO:8026(ATP-dependent helicase activity); GO:3677(DNA binding); GO:3723(RNA binding); GO:16787(hydrolase activity); GO:166(nucleotide binding)	GO:5634(nucleus)	Yq11
204105_s_at	0.229	NRCAM	KIAA0343	neuronal cell adhesion molecule	Plasma Membrane	other	NM_005010	Hs.21422	NM_001037132	KEGG pathway: Cell adhesion molecules (CAMs) 04514	GO:7413(axonal fasciculation); GO:16337(cell-cell adhesion); GO:7417(central nervous system development); GO:45162(clustering of voltage-gated sodium channels); GO:1764(neuron migration); GO:45666(positive regulation of neuron differentiation); GO:30516(regulation of axon extension); GO:7416(synaptogenesis)	GO:30506(ankyrin binding); GO:5515(protein binding)	GO:9897(external side of plasma membrane); GO:5887(integral to plasma membrane); GO:43005(neuron projection)	7q31.1-q31.2
222900_at	0.229			Nuclear receptor interacting protein 3			AJ400877	Hs.523467	NM_020645					11p15.3
208240_s_at	0.23	FGF1	FGF1	synonyms: AFGF, ECGF, FGFA, ECGFA, ECGFB, HBGF1, GLIO703, ECGF-beta, FGF-alpha; isoform 1 precursor is encoded by transcript variant 1; heparin-binding growth factor 1 precursor; endothelial cell growth factor, alpha; endothelial cell growth factor, beta; go_component: extracellular space [goid 0005615] [evidence NR]; go_function: heparin binding [goid 0008201] [evidence IEA]; go_function: protein binding [goid 0005515] [evidence IPI] [pmid 14732692]; go_function: growth factor activity [goid 0008083] [evidence IEA]; go_function: growth factor activity [goid 0008083] [evidence TAS] [pmid 1693186]; go_process: angiogenesis [goid 0001525] [evidence IEA]; go_process: morphogenesis [goid 0009653] [evidence TAS] [pmid 1693186]; go_process: cell proliferation [goid 0008283] [evidence IEA]; go_process: cell-cell signaling [goid 0007267] [evidence NR]; go_process: cell differentiation [goid 0030154] [evidence IEA]; go_process: signal transduction [goid 0007165] [evidence NAS] [pmid 3778488]; go_process: regulation of progression through cell cycle [goid 0000074] [evidence IEA]; Homo sapiens fibroblast growth factor 1 (acidic) (FGF1), transcript variant 1, mRNA.	Extracellular Space	growth factor	NM_013394	Hs.483635	NM_000800 ; NM_033136 ; NM_033137					5q31
203821_at	0.233	HBEGF	DTR; DTS; HEGFL	heparin-binding EGF-like growth factor	Extracellular Space	growth factor	NM_001945	Hs.799	NM_001945	Hypertrophy_model ; GenMAPP	GO:7517(muscle development); GO:7165(signal transduction)	GO:5154(epidermal growth factor receptor binding); GO:8083(growth factor activity); GO:8201(heparin binding); GO:4872(receptor activity)	GO:9986(cell surface); GO:5615(extracellular space); GO:5887(integral to plasma membrane)	5q23
205016_at	0.234	TGFA	TFGA	transforming growth factor, alpha	Extracellular Space	growth factor	NM_003236	Hs.170009	NM_003236		GO:8283(cell proliferation); GO:7267(cell-cell signaling); GO:74(regulation of progression through cell cycle)	GO:5155(epidermal growth factor receptor activating ligand activity); GO:8083(growth factor activity); GO:5515(protein binding); GO:4713(protein-tyrosine kinase activity); GO:4871(signal transducer activity)	GO:5615(extracellular space); GO:5887(integral to plasma membrane); GO:5886(plasma membrane); GO:5625(soluble fraction)	2p13
60474_at	0.235	C20ORF42	C20orf42	Chromosome 20 open reading frame 42	Plasma Membrane	other	AA469071	Hs.472054	NM_017671					20p12.3
201976_s_at	0.235	MYO10	KIAA0799; MGC131988	myosin X	Cytoplasm	other	NM_012334	Hs.481720	NM_012334		GO:7165(signal transduction)	GO:5524(ATP binding); GO:3779(actin binding); GO:3774(motor activity); GO:166(nucleotide binding)	GO:5856(cytoskeleton); GO:16459(myosin)	5p15.1-p14.3
244025_at	0.235		KIAA1754	KIAA1754			BF590917	Hs.523252						10q25.1
207768_at	0.238	EGR4	NGFIC; NGFI-C; PAT133	early growth response 4	Nucleus	transcription regulator	NM_001965	Hs.3052	NM_001965		GO:8284(positive regulation of cell proliferation); GO:6355(regulation of transcription, DNA-dependent); GO:6350(transcription)	GO:46872(metal ion binding); GO:3700(transcription factor activity); GO:8270(zinc ion binding)	GO:5634(nucleus)	2p13
204134_at	0.24	PDE2A	PED2A4	phosphodiesterase 2A, cGMP-stimulated	Cytoplasm	enzyme	NM_002599	Hs.503163	NM_002599	KEGG pathway: Purine metabolism 00230	GO:7165(signal transduction)	GO:4114(3,5-cyclic-nucleotide phosphodiesterase activity); GO:4118(cGMP-stimulated cyclic-nucleotide phosphodiesterase activity); GO:3824(catalytic activity); GO:16787(hydrolase activity)	GO:16020(membrane)	11q13.4
202267_at	0.241	LAMC2	B2T; EBR2; BM600; EBR2A; LAMB2T; LAMNB2	laminin, gamma 2	Extracellular Space	other	NM_005562	Hs.530509	NM_005562	KEGG pathway: Cell Communication 01430; KEGG pathway: ECM-receptor interaction 04512; KEGG pathway: Focal adhesion 04510	GO:7155(cell adhesion); GO:8544(epidermis development)	GO:8201(heparin binding); GO:5515(protein binding); GO:5198(structural molecule activity)	GO:5604(basement membrane); GO:5610(laminin-5)	1q25-q31
216250_s_at	0.242	LPXN		H.sapiens LAM A3 mRNA for laminin alpha 3 chain.	Cytoplasm	other	X77598	Hs.125474	NM_004811					18q11
229801_at	0.245	C10ORF47	C10orf47	Chromosome 10 open reading frame 47	Unknown	other	AI640157	Hs.435775	NM_153256					10p14
225224_at	0.245	C20ORF112		chromosome 20 open reading frame 112	Unknown	other	AL034550	Hs.516977	NM_080616					20q11.1-q11.23
38037_at	0.246	HBEGF	DTR; DTS; HEGFL	heparin-binding EGF-like growth factor	Extracellular Space	growth factor	M60278	Hs.799	NM_001945	Hypertrophy_model ; GenMAPP	GO:7517(muscle development); GO:7165(signal transduction)	GO:5154(epidermal growth factor receptor binding); GO:8083(growth factor activity); GO:8201(heparin binding); GO:4872(receptor activity)	GO:9986(cell surface); GO:5615(extracellular space); GO:5887(integral to plasma membrane)	5q23
224916_at	0.246	TMEM173	LOC340061	Hypothetical protein LOC340061	Unknown	other	BG110811	Hs.379754	NM_198282					5q31.2
204636_at	0.247	COL17A1	BP180; BPAG2; LAD-1; KIAA0204; BA16H23.2	collagen, type XVII, alpha 1	Plasma Membrane	other	NM_000494	Hs.117938	NM_000494	KEGG pathway: Cell Communication 01430	GO:7160(cell-matrix adhesion); GO:6118(electron transport); GO:8544(epidermis development); GO:6817(phosphate transport)	GO:20037(heme binding); GO:5506(iron ion binding); GO:4497(monooxygenase activity); GO:5198(structural molecule activity)	GO:5737(cytoplasm); GO:5578(extracellular matrix (sensu Metazoa)); GO:5887(integral to plasma membrane); GO:5911(intercellular junction)	10q24.3
201286_at	0.247	SDC1	SDC; CD138; SYND1	syndecan 1	Plasma Membrane	other	Z48199	Hs.224607	NM_001006946	KEGG pathway: Cell adhesion molecules (CAMs) 04514; KEGG pathway: ECM-receptor interaction 04512		GO:8092(cytoskeletal protein binding)	GO:5887(integral to plasma membrane); GO:16020(membrane)	2p24.1
238452_at	0.251	FCRLB	FLJ31052	Fc receptor-like and mucin-like 2	Unknown	other	AI393356	Hs.517422	NM_001002901					1q23.3
214632_at	0.252	NRP2	NRP2	Neuropilin 2	Plasma Membrane	kinase	AA295257	Hs.471200	NM_003872 ; NM_018534 ; NM_201264 ; NM_201266 ; NM_201267 ; NM_201279					2q33.3
205003_at	0.253	DOCK4	FLJ34238; KIAA0716	dedicator of cytokinesis 4	Plasma Membrane	other	NM_014705	Hs.118140	NM_014705			GO:5525(GTP binding); GO:51020(GTPase binding); GO:5085(guanyl-nucleotide exchange factor activity)	GO:16020(membrane)	7q31.1
218839_at	0.255	HEY1	CHF2; CHF-2; HERP2; HESR1; HRT-1; HESR-1	hairy/enhancer-of-split related with YRPW motif 1	Nucleus	transcription regulator	NM_012258	Hs.234434	NM_012258		GO:7399(nervous system development); GO:9887(organ morphogenesis); GO:6355(regulation of transcription, DNA-dependent)	GO:3700(transcription factor activity)	GO:5634(nucleus)	8q21
201739_at	0.256	SGK	SGK1	serum/glucocorticoid regulated kinase	Cytoplasm	kinase	NM_005627	Hs.510078	NM_005627		GO:6915(apoptosis); GO:6468(protein amino acid phosphorylation); GO:6950(response to stress); GO:6814(sodium ion transport)	GO:5524(ATP binding); GO:166(nucleotide binding); GO:4674(protein serine/threonine kinase activity); GO:4713(protein-tyrosine kinase activity); GO:16740(transferase activity)	GO:5634(nucleus)	6q23
231183_s_at	0.257	JAG1	JAG1	Jagged 1 (Alagille syndrome)	Extracellular Space	growth factor	AI457817	Hs.224012	NM_000214					20p12.1-p11.23
211844_s_at	0.257	NRP2	NP2; NPN2; PRO2714; MGC126574; VEGF165R2	neuropilin 2	Plasma Membrane	kinase	AF022859	Hs.471200	NM_003872		GO:1525(angiogenesis); GO:7411(axon guidance); GO:7155(cell adhesion); GO:30154(cell differentiation); GO:6118(electron transport); GO:7399(nervous system development)	GO:5489(electron transporter activity); GO:4872(receptor activity); GO:17154(semaphorin receptor activity); GO:5021(vascular endothelial growth factor receptor activity)	GO:16021(integral to membrane); GO:16020(membrane); GO:5624(membrane fraction)	2q33.3
204855_at	0.257	SERPINB5	PI5; maspin	serpin peptidase inhibitor, clade B (ovalbumin), member 5	Extracellular Space	other	NM_002639	Hs.55279	NM_002639		GO:6928(cell motility)	GO:4867(serine-type endopeptidase inhibitor activity)		18q21.3
228698_at	0.257	SOX7	SOX7	SRY (sex determining region Y)-box 7	Nucleus	transcription regulator	AI808807	Hs.213194	NM_031439					8
209875_s_at	0.259	SPP1	OPN; BNSP; BSPI; ETA-1; MGC110940	secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)	Extracellular Space	cytokine	M83248	Hs.313	NM_000582	KEGG pathway: Cell Communication 01430; KEGG pathway: ECM-receptor interaction 04512; KEGG pathway: Focal adhesion 04510	GO:42088(T-helper 1 type immune response); GO:6916(anti-apoptosis); GO:7155(cell adhesion); GO:7267(cell-cell signaling); GO:7160(cell-matrix adhesion); GO:30595(immune cell chemotaxis); GO:50930(induction of positive chemotaxis); GO:30502(negative regulation of bone mineralization); GO:1503(ossification); GO:42102(positive regulation of T cell proliferation); GO:45637(regulation of myeloid cell differentiation)	GO:5125(cytokine activity); GO:8083(growth factor activity); GO:5178(integrin binding); GO:5515(protein binding)	GO:5578(extracellular matrix (sensu Metazoa)); GO:5615(extracellular space)	4q21-q25
236176_at	0.259			Transcribed locus			AI343275	Hs.18768						1
221916_at	0.26	NEFL	NEFL	Neurofilament, light polypeptide 68kDa	Cytoplasm	other	BF055311	Hs.521461	NM_006158					8p21
203221_at	0.26	TLE1	TLE1	Transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	Nucleus	transcription regulator	AI758763	Hs.197320	NM_005077					9q21.32
203455_s_at	0.262	SAT1	DC21; KFSD; SSAT	spermidine/spermine N1-acetyltransferase	Cytoplasm	enzyme	NM_002970	Hs.28491	NM_002970	KEGG pathway: Arginine and proline metabolism 00330		GO:8415(acyltransferase activity); GO:4145(diamine N-acetyltransferase activity); GO:16740(transferase activity)		Xp22.1
201425_at	0.267	ALDH2	ALDM; ALDHI; ALDH-E2; MGC1806	aldehyde dehydrogenase 2 family (mitochondrial)	Cytoplasm	enzyme	NM_000690	Hs.436437	NM_000690	KEGG pathway: Arginine and proline metabolism 00330; KEGG pathway: Ascorbate and aldarate metabolism 00053; KEGG pathway: Bile acid biosynthesis 00120; KEGG pathway: Butanoate metabolism 00650; KEGG pathway: Fatty acid metabolism 00071; KEGG pathway: Glycerolipid metabolism 00561; KEGG pathway: Glycolysis / Gluconeogenesis 00010; KEGG pathway: Histidine metabolism 00340; KEGG pathway: Limonene and pinene degradation 00903; KEGG pathway: Lysine degradation 00310; KEGG pathway: Propanoate metabolism 00640; KEGG pathway: Pyruvate metabolism 00620; KEGG pathway: Tryptophan metabolism 00380; KEGG pathway: Valine, leucine and isoleucine degradation 00280; KEGG pathway: beta-Alanine metabolism 00410; Reactome Event:Metabolism of sugars 71387; Reactome Event:Xenobiotic metabolism 140192	GO:6066(alcohol metabolism); GO:5975(carbohydrate metabolism); GO:8152(metabolism)	GO:4029(aldehyde dehydrogenase (NAD) activity); GO:4030(aldehyde dehydrogenase [NAD(P)+] activity); GO:5489(electron transporter activity); GO:16491(oxidoreductase activity)	GO:5739(mitochondrion)	12q24.2
227458_at	0.267		PDCD1LG1	CD274 antigen			AI608902	Hs.521989	NM_014143					9p24
204260_at	0.269	CHGB	SCG1	chromogranin B (secretogranin 1)	Extracellular Space	other	NM_001819	Hs.516874	NM_001819			GO:5179(hormone activity)	GO:5615(extracellular space)	20pter-p12
227347_x_at	0.269	HES4	HES4	hairy and enhancer of split 4 (Drosophila)	Unknown	other	NM_021170	Hs.154029	NM_021170		GO:30154(cell differentiation); GO:7399(nervous system development); GO:6355(regulation of transcription, DNA-dependent)	GO:3677(DNA binding); GO:30528(transcription regulator activity)	GO:5634(nucleus)	1p36.33
231034_s_at	0.269		NHSL1	NHS-like 1			AI871589	Hs.486596	XM_496826					6q23.3
236718_at	0.269			Transcribed locus, weakly similar to XP_518970.1 PREDICTED: similar to GLCCI1 protein [Pan troglodytes]			AI278445	Hs.43334						5
203505_at	0.27	ABCA1	TGD; ABC1; CERP; ABC-1; HDLDT1	ATP-binding cassette, sub-family A (ABC1), member 1	Plasma Membrane	transporter	AF285167	Hs.429294	NM_005502	KEGG pathway: ABC transporters - General 02010	GO:8203(cholesterol metabolism); GO:6629(lipid metabolism); GO:8202(steroid metabolism); GO:6810(transport)	GO:5524(ATP binding); GO:16887(ATPase activity); GO:8509(anion transporter activity); GO:166(nucleotide binding); GO:15248(sterol transporter activity)	GO:5887(integral to plasma membrane); GO:5624(membrane fraction)	9q31.1
219225_at	0.272	PGBD5	FLJ11413; DKFZp761A0620	piggyBac transposable element derived 5	Unknown	other	NM_024554	Hs.520463	NM_024554					1q42.13
209124_at	0.273	MYD88	MYD88	myeloid differentiation primary response gene (88)	Plasma Membrane	other	U70451	Hs.82116	NM_002468	KEGG pathway: Apoptosis 04210; KEGG pathway: Toll-like receptor signaling pathway 04620	GO:7166(cell surface receptor linked signal transduction); GO:6954(inflammatory response); GO:43123(positive regulation of I-kappaB kinase/NF-kappaB cascade)	GO:5123(death receptor binding); GO:5515(protein binding); GO:4871(signal transducer activity); GO:4888(transmembrane receptor activity)	GO:16020(membrane)	3p22
237252_at	0.275	THBD	THBD	Thrombomodulin	Plasma Membrane	transmembrane receptor	AW119113	Hs.2030	NM_000361					20p12-cen
209410_s_at	0.277	GRB10	RSS; IRBP; MEG1; GRB-IR; KIAA0207	growth factor receptor-bound protein 10	Cytoplasm	other	AF000017	Hs.164060	NM_001001549		GO:7267(cell-cell signaling); GO:8286(insulin receptor signaling pathway); GO:7242(intracellular signaling cascade)	GO:5070(SH3/SH2 adaptor activity); GO:5515(protein binding)	GO:5737(cytoplasm); GO:5886(plasma membrane)	7p12-p11.2
204468_s_at	0.279	TIE1	TIE; JTK14	tyrosine kinase with immunoglobulin-like and EGF-like domains 1	Plasma Membrane	kinase	NM_005424	Hs.78824	NM_005424	; KEGG ; Calcium signaling pathway ; KEGG	GO:7498(mesoderm development); GO:6468(protein amino acid phosphorylation); GO:7165(signal transduction)	GO:5524(ATP binding); GO:166(nucleotide binding); GO:4674(protein serine/threonine kinase activity); GO:4713(protein-tyrosine kinase activity); GO:4872(receptor activity); GO:16740(transferase activity); GO:4714(transmembrane receptor protein tyrosine kinase activity)	GO:5887(integral to plasma membrane)	1p34-p33
206267_s_at	0.28	MATK	CHK; CTK; HYL; Lsk; HYLTK; HHYLTK; MGC1708; MGC2101; DKFZp434N1212	megakaryocyte-associated tyrosine kinase	Cytoplasm	kinase	NM_002378	Hs.515069	NM_002378	KEGG pathway: Regulation of actin cytoskeleton 04810	GO:8283(cell proliferation); GO:7242(intracellular signaling cascade); GO:7498(mesoderm development); GO:8284(positive regulation of cell proliferation); GO:6468(protein amino acid phosphorylation); GO:74(regulation of progression through cell cycle)	GO:5524(ATP binding); GO:166(nucleotide binding); GO:5515(protein binding); GO:4674(protein serine/threonine kinase activity); GO:4713(protein-tyrosine kinase activity); GO:16740(transferase activity)	GO:5625(soluble fraction)	19p13.3
223217_s_at	0.28	NFKBIZ	NFKBIZ	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta	Nucleus	transcription regulator	BE646573	Hs.319171	NM_001005474 ; NM_031419					3p12-q12
201859_at	0.28	SRGN	PPG; PRG; MGC9289; FLJ12930; SERGLYCIN	proteoglycan 1, secretory granule	Extracellular Space	other	NM_002727	Hs.1908	NM_002727					10q22.1
219569_s_at	0.28	TMEM22	MGC3295; DKFZp564K2464	transmembrane protein 22	Cytoplasm	other	NM_025246	Hs.477692	NM_025246					3q22.3
210786_s_at	0.281	FLI1		Friend leukemia virus integration 1	Nucleus	transcription regulator	M93255	Hs.504281	NM_002017					11q24.1-q24.3
221523_s_at	0.281	RRAGD		Ras-related GTP binding D	Cytoplasm	enzyme	AL138717	Hs.485938	NM_021244					6q15-q16
210592_s_at	0.282	SAT1	DC21; KFSD; SSAT	spermidine/spermine N1-acetyltransferase	Cytoplasm	enzyme	M55580	Hs.28491	NM_002970	KEGG pathway: Arginine and proline metabolism 00330		GO:8415(acyltransferase activity); GO:4145(diamine N-acetyltransferase activity); GO:16740(transferase activity)		Xp22.1
203889_at	0.283	SCG5	P7B2	secretory granule, neuroendocrine protein 1 (7B2 protein)	Extracellular Space	other	NM_003020	Hs.156540	NM_003020		GO:6886(intracellular protein transport); GO:7218(neuropeptide signaling pathway); GO:16486(peptide hormone processing); GO:6457(protein folding); GO:46883(regulation of hormone secretion); GO:6810(transport)	GO:5525(GTP binding); GO:8047(enzyme activator activity); GO:4857(enzyme inhibitor activity); GO:51082(unfolded protein binding)	GO:30141(secretory granule)	15q13-q14
225624_at	0.284	LOC92017	LOC92017	Similar to RIKEN cDNA 4933437K13	Unknown	other	AL044019	Hs.177894	NM_001009607					16p13.13-p13.12
236027_at	0.285	C10ORF78	C10orf78	Chromosome 10 open reading frame 78	Unknown	other	N23587	Hs.93667	NM_001002759 ; NM_145247					10q25.1
