Probe Set	Unigene acc. No.	Gene symbol	Gene	Fold Change	log2 Fold Change	std	p_value	lower cl	upper cl	Detection call
94448_at	Mm.28782	Bcl10	B-cell leukemia/lymphoma 10	-1.48	-0.56	0.08	0.01	-0.81	-0.31	PP PPP
98052_at	Mm.155696	Bet1l	blocked early in transport 1 homolog (S. cerevisiae)-like	-2.11	-1.08	0.17	0.01	-1.62	-0.54	AP APP
98433_at	Mm.34384	Bid	BH3 interacting domain death agonist	3.75	1.91	0.13	0	1.5	2.31	PP PPA
102734_at	Mm.14483	Birc3	baculoviral IAP repeat-containing 3	1.56	0.64	0.08	0	0.38	0.9	PP PPP
101521_at	Mm.8552	Birc5	baculoviral IAP repeat-containing 5	3.87	1.95	0.25	0	1.16	2.75	PP PPA
94842_at	Mm.22876	Blmh	bleomycin hydrolase	1.99	0.99	0.12	0	0.59	1.39	PP PPP
100771_at	Mm.9749	Blnk	B-cell linker	-2.73	-1.45	0.17	0	-2	-0.9	PP PPP
98919_at	Mm.28626	Blp1-pending	BBP-like protein 1	-1.79	-0.84	0.18	0.02	-1.41	-0.28	AP APP
98125_at	Mm.35127	Blp2-pending	BBP-like protein 2	1.48	0.56	0.06	0	0.36	0.77	AP APP
97725_at	Mm.39089	Bmpr1b	bone morphogenetic protein receptor, type 1B	-2.18	-1.12	0.19	0.01	-1.73	-0.52	AP APA
99514_at	Mm.41881	Bmyc	brain expressed myelocytomatosis oncogene	2.11	1.08	0.11	0	0.74	1.42	PP PPP
93836_at	Mm.2159	Bnip3	BCL2/adenovirus E1B 19kDa-interacting protein 1, NIP3	1.86	0.9	0.07	0	0.68	1.12	PP PPA
96255_at	Mm.29820	Bnip3l	BCL2/adenovirus E1B 19kDa-interacting protein 3-like	-2.61	-1.38	0.08	0	-1.65	-1.11	PP PPP
160878_at	Mm.4283	Bop1	block of proliferation 1	2.09	1.07	0.18	0.01	0.5	1.63	PP PPP
100543_s_at	Mm.5400	Brd7	bromodomain containing 7	1.46	0.55	0.08	0.01	0.29	0.8	PP PPP
96037_at	Mm.38011	Bri3	brain protein I3	-3.2	-1.68	0.1	0	-1.99	-1.37	PP PPP
95469_at	Mm.142518	Btd	biotinidase	1.77	0.83	0.08	0	0.56	1.1	PP PPP
93528_s_at	Mm.19788	Bteb1	basic transcription element binding protein 1	-1.64	-0.72	0.11	0.01	-1.07	-0.36	PP PPP
96146_at	Mm.2823	Btg3	B-cell translocation gene 3	-3.12	-1.64	0.16	0	-2.15	-1.14	PP PPA
92668_at	Mm.4475	Btk	Bruton agammaglobulinemia tyrosine kinase	2.09	1.06	0.1	0	0.75	1.37	PP PPP
104097_at	Mm.2185	Bub1	budding uninhibited by benzimidazoles 1 homolog (S. cerevisiae)	6.58	2.72	0.17	0	2.19	3.25	PP PPA
101961_at	Mm.927	Bub3	budding uninhibited by benzimidazoles 3 homolog (S. cerevisiae)	4.88	2.29	0.16	0	1.78	2.79	PP PPP
93042_at	Mm.1508	Bzrp	benzodiazepine receptor, peripheral	-1.79	-0.84	0.1	0	-1.17	-0.51	PP PPP
94019_at	Mm.21848	Bzw1	basic leucine zipper and W2 domains 1	1.63	0.71	0.08	0	0.45	0.97	AP APP
95462_at	Mm.24745	Bzw2	basic leucine zipper and W2 domains 2	6.91	2.79	0.15	0	2.3	3.27	PP PPA
95042_at	Mm.29118	C030002N13Rik	RIKEN cDNA C030002N13 gene	-1.44	-0.53	0.08	0.01	-0.78	-0.27	PP PPP
97478_at	Mm.195964	C030004C14Rik	RIKEN cDNA C030004C14 gene	1.71	0.77	0.07	0	0.55	1	PP PPP
95021_at	Mm.251655	C130008N12	hypothetical protein C130008N12	2.17	1.12	0.12	0	0.73	1.5	PP PPP
98562_at	Mm.370	C1qa	complement component 1, q subcomponent, alpha polypeptide	-2.63	-1.39	0.26	0.01	-2.23	-0.56	PP PPP
96020_at	Mm.2570	C1qb	complement component 1, q subcomponent, beta polypeptide	-3.07	-1.62	0.25	0.01	-2.42	-0.81	PP PPP
92223_at	Mm.3453	C1qg	complement component 1, q subcomponent, gamma polypeptide	-2.37	-1.24	0.27	0.02	-2.09	-0.39	PP PPP
93454_at	Mm.681	C1qr1	complement component 1, q subcomponent, receptor 1	-15.35	-3.94	0.25	0	-4.74	-3.14	PP PPP
160683_at	Mm.137603	C330005L02Rik	RIKEN cDNA C330005L02 gene	1.83	0.87	0.12	0.01	0.49	1.25	PP PPA
98016_at	Mm.46641	C330027G06Rik	RIKEN cDNA C330027G06 gene	1.54	0.62	0.11	0.01	0.29	0.96	PP PPP
96226_at	Mm.28738	C330027I04Rik	RIKEN cDNA C330027I04 gene	1.68	0.75	0.08	0	0.51	0.99	PP PPP
103707_at	Mm.2408	C3ar1	complement component 3a receptor 1	-9.11	-3.19	0.15	0	-3.68	-2.69	PP PPP
160697_at	Mm.22929	C77080	expressed sequence C77080	-1.55	-0.64	0.1	0.01	-0.95	-0.32	PP PPP
96305_at	Mm.218722	C77604	expressed sequence C77604	1.97	0.98	0.1	0	0.66	1.3	AP APP
97329_at	Mm.268564	C77668	expressed sequence C77668	2.05	1.04	0.12	0	0.67	1.41	PP PPP
94689_at	Mm.153895	C79248	expressed sequence C79248	1.46	0.55	0.08	0.01	0.29	0.8	PP PPA
94386_at	Mm.254323	C81487	expressed sequence C81487	2.36	1.24	0.1	0	0.93	1.55	AP APP
92533_at	Mm.4361	Calca	calcitonin/calcitonin-related polypeptide, alpha	-1.98	-0.98	0.23	0.02	-1.7	-0.26	PP PPP
93293_at	Mm.18041	Calm2	calmodulin 2	-2.04	-1.03	0.11	0	-1.38	-0.67	PP PPP
92632_at	Mm.1147	Calm3	calmodulin 3	1.66	0.73	0.09	0	0.46	1	PP PPP
100932_at	Mm.6221	Capn1	calpain 1	-1.56	-0.64	0.1	0.01	-0.95	-0.33	PP PPP
161423_r_at	Mm.6221	Capn1	calpain 1	-1.55	-0.63	0.11	0.01	-0.99	-0.28	AP APA
101040_at	Mm.6958	Capn2	calpain 2	-4.44	-2.15	0.11	0	-2.5	-1.81	PP PPP
99812_at	Mm.20863	Capn3	calpain 3	-2.12	-1.08	0.16	0.01	-1.6	-0.57	AP APA
100610_at	Mm.6534	Capns1	calpain, small subunit 1	-1.92	-0.94	0.08	0	-1.2	-0.68	PP PPP
93499_at	Mm.19142	Cappa1	capping protein alpha 1	1.63	0.7	0.06	0	0.53	0.88	PP PPP
98127_at	Mm.260626	Capza2	capping protein (actin filament) muscle Z-line, alpha 2	1.71	0.77	0.07	0	0.55	1	PP PPP
95142_s_at	Mm.2945	Capzb	capping protein (actin filament) muscle Z-line, beta	-1.5	-0.59	0.08	0	-0.83	-0.34	PP PPP
92642_at	Mm.1186	Car2	carbonic anhydrase 2	18.11	4.18	0.25	0	3.37	4.99	PP PPA
104048_at	Mm.21505	Cars	cysteinyl-tRNA synthetase	2.14	1.09	0.05	0	0.92	1.27	PP PPP
102248_f_at	Mm.253779	Cask	calcium/calmodulin-dependent serine protein kinase	1.76	0.82	0.16	0.02	0.3	1.33	PA PAP
99049_at	Mm.3921	Casp2	caspase 2	1.82	0.86	0.12	0.01	0.49	1.24	PP PPP
98437_at	Mm.34405	Casp3	caspase 3, apoptosis related cysteine protease	1.45	0.53	0.08	0.01	0.27	0.8	PP PPA
103711_at	Mm.88829	Casp9	caspase 9	-2.63	-1.39	0.13	0	-1.82	-0.97	PP PPP
98151_s_at	Mm.35738	Catns	catenin src	1.67	0.74	0.1	0	0.43	1.05	PP PPP
93546_s_at	Mm.2018	Cbfb	core binding factor beta	2.1	1.07	0.08	0	0.81	1.33	PP PPP
93547_at	Mm.2018	Cbfb	core binding factor beta	1.89	0.92	0.09	0	0.65	1.19	PP PPP
160272_at	Mm.28148	Cbx3	chromobox homolog 3 (Drosophila HP1 gamma)	3.94	1.98	0.14	0	1.53	2.43	PP PPA
104259_at	Mm.28003	Cbx5	chromobox homolog 5 (Drosophila HP1a)	2.69	1.43	0.13	0	1.03	1.83	PP PPP
94165_at	Mm.1283	Ccl1	chemokine (C-C motif) ligand 1	-1.79	-0.84	0.14	0.01	-1.3	-0.38	PP PPP
97783_at	Mm.41988	Ccl17	chemokine (C-C motif) ligand 17	-2.03	-1.02	0.16	0.01	-1.52	-0.53	PP PPP
102736_at	Mm.145	Ccl2	chemokine (C-C motif) ligand 2	-1.9	-0.92	0.12	0	-1.3	-0.54	PP PPP
101403_at	Mm.7275	Ccl25	chemokine (C-C motif) ligand 25	-1.69	-0.76	0.14	0.01	-1.19	-0.33	PP PPP
102424_at	Mm.1282	Ccl3	chemokine (C-C motif) ligand 3	1.93	0.95	0.09	0	0.65	1.25	PP PPP
104388_at	Mm.2271	Ccl9	chemokine (C-C motif) ligand 9	-10.96	-3.45	0.15	0	-3.92	-2.99	PP PPP
92911_at	Mm.4815	Ccna1	cyclin A1	-1.89	-0.92	0.13	0.01	-1.35	-0.49	PP PPA
99186_at	Mm.4189	Ccna2	cyclin A2	2.69	1.43	0.17	0	0.9	1.96	PP PPP
160159_at	Mm.22569	Ccnb1	cyclin B1	8.24	3.04	0.16	0	2.54	3.54	AP APA
94294_at	Mm.22592	Ccnb2	cyclin B2	6.65	2.73	0.24	0	1.98	3.49	PP PPP
94231_at	Mm.22288	Ccnd1	cyclin D1	1.77	0.83	0.1	0	0.5	1.16	PP PPP
94232_at	Mm.22288	Ccnd1	cyclin D1	5.98	2.58	0.15	0	2.1	3.06	PP PPA
99073_at	Mm.4008	Ccnf	cyclin F	2.44	1.29	0.15	0	0.82	1.75	PP PPP
94819_f_at	Mm.250419	Ccni	cyclin I	1.66	0.73	0.07	0	0.5	0.97	PP PPP
102781_at	Mm.13725	Ccnl2	cyclin L2	1.56	0.64	0.07	0	0.41	0.87	PP PPP
93712_at	Mm.86538	Ccnt1	cyclin T1	1.54	0.62	0.07	0	0.41	0.83	PP PPP
98153_at	Mm.256034	Cct3	chaperonin subunit 3 (gamma)	5.01	2.32	0.19	0	1.73	2.91	PP PPP
101011_at	Mm.46781	Cct4	chaperonin subunit 4 (delta)	3.18	1.67	0.1	0	1.35	1.99	PP PPP
161514_at	Mm.1813	Cct5	chaperonin subunit 5 (epsilon)	2.49	1.31	0.11	0	0.97	1.66	PP PPA
93295_at	Mm.1813	Cct5	chaperonin subunit 5 (epsilon)	3.48	1.8	0.1	0	1.49	2.11	PP PPP
162279_f_at	Mm.153159	Cct6a	chaperonin subunit 6a (zeta)	2.78	1.47	0.15	0	0.98	1.97	PP PPP
160562_at	Mm.256510	Cct7	chaperonin subunit 7 (eta)	3.96	1.98	0.11	0	1.63	2.34	PP PPP
160102_at	Mm.17989	Cct8	chaperonin subunit 8 (theta)	2.91	1.54	0.09	0	1.27	1.81	PP PPP
97931_i_at	Mm.30246	Cd151	CD151 antigen	-2.01	-1.01	0.13	0	-1.41	-0.61	PP PPA
95373_at	Mm.22842	Cd2	CD2 antigen	-2.73	-1.45	0.17	0	-2	-0.9	PP PPP
102237_at	Mm.255003	Cd28	CD28 antigen	2.47	1.3	0.14	0	0.86	1.74	PP PPA
98980_at	Mm.3689	Cd37	CD37 antigen	-1.73	-0.79	0.11	0.01	-1.15	-0.43	PP PPP
100001_at	Mm.4513	Cd3g	CD3 antigen, gamma polypeptide	-2.54	-1.35	0.15	0	-1.82	-0.87	PP PPP
102287_at	Mm.1224	Cd3z	CD3 antigen, zeta polypeptide	-2.34	-1.23	0.21	0.01	-1.9	-0.55	PP PPP
103005_s_at	Mm.24138	Cd44	CD44 antigen	-2.38	-1.25	0.24	0.01	-2.02	-0.49	PP PPP
103611_at	Mm.167842	Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	-2.04	-1.03	0.1	0	-1.35	-0.7	PP PPP
103089_at	Mm.1738	Cd48	CD48 antigen	-8.46	-3.08	0.2	0	-3.71	-2.45	PA PAP
104606_at	Mm.24130	Cd52	CD52 antigen	2.49	1.32	0.15	0	0.85	1.78	PP PPP
94939_at	Mm.2692	Cd53	CD53 antigen	-2.68	-1.42	0.07	0	-1.64	-1.21	PP PPP
93445_at	Mm.6676	Cd5l	CD5 antigen-like	-6.34	-2.67	0.33	0	-3.72	-1.61	PP PPP
103016_s_at	Mm.15819	Cd68	CD68 antigen	-2.25	-1.17	0.15	0	-1.65	-0.69	PP PPP
101878_at	Mm.188157	Cd72	CD72 antigen	22.46	4.49	0.2	0	3.85	5.13	PP PPA
161012_at	Mm.2987	Cd79b	CD79B antigen	-2.47	-1.31	0.23	0.01	-2.04	-0.58	PP PPP
101495_at	Mm.806	Cd81	CD 81 antigen	2.26	1.18	0.1	0	0.85	1.51	PP PPP
162410_s_at	Mm.153963	Cd8b	CD8 antigen, beta chain	-1.84	-0.88	0.13	0.01	-1.29	-0.47	AP APA
94000_at	Mm.153963	Cd8b	CD8 antigen, beta chain	1.59	0.67	0.11	0.01	0.33	1.01	AP APA
95661_at	Mm.2956	Cd9	CD9 antigen	-3.87	-1.95	0.15	0	-2.44	-1.47	PP PPP
97832_at	Mm.182255	Cd97	CD97 antigen	-3.46	-1.79	0.17	0	-2.34	-1.25	PP PPP
96319_at	Mm.29931	Cdc20	cell division cycle 20 homolog (S. cerevisiae)	4.95	2.31	0.27	0	1.46	3.15	PP PPP
97390_at	Mm.29800	Cdc25a	cell division cycle 25 homolog A (S. cerevisiae)	2.4	1.26	0.1	0	0.94	1.58	PP PPP
102934_s_at	Mm.16857	Cdc25c	cell division cycle 25 homolog C (S. cerevisiae)	2.53	1.34	0.2	0.01	0.69	1.99	AP APA
94084_at	Mm.22192	Cdc26-pending	CDC26 subunit of anaphase promoting complex	1.5	0.59	0.09	0.01	0.31	0.87	PP PPP
100128_at	Mm.4761	Cdc2a	cell division cycle 2 homolog A (S. pombe)	8.31	3.06	0.12	0	2.67	3.44	PP PPP
94048_at	Mm.21981	Cdc34	cell division cycle 34 homolog (S. cerevisiae)	2.19	1.13	0.12	0	0.75	1.51	PP PPP
99135_at	Mm.4117	Cdc37	cell division cycle 37 homolog (S. cerevisiae)	2.53	1.34	0.15	0	0.86	1.82	PP PPP
94036_at	Mm.21921	Cdc42ep4	CDC42 effector protein (Rho GTPase binding) 4	-1.91	-0.93	0.08	0	-1.2	-0.66	PP PPP
102403_at	Mm.1248	Cdc45l	cell division cycle 45 homolog (S. cerevisiae)-like	2.55	1.35	0.16	0	0.85	1.84	PP PPP
97846_at	Mm.28270	Cdc5l	cell division cycle 5-like (S. pombe)	1.94	0.96	0.07	0	0.75	1.17	PP PPP
103821_at	Mm.20912	Cdc6	cell division cycle 6 homolog (S. cerevisiae)	3.46	1.79	0.13	0	1.37	2.21	PP PPA
95370_at	Mm.2419	Cdh4	cadherin 4	-2.51	-1.33	0.19	0.01	-1.93	-0.73	PP PPA
160538_at	Mm.6839	Cdk4	cyclin-dependent kinase 4	3.21	1.68	0.1	0	1.38	1.98	PP PPP
98532_at	Mm.214503	Cdkap1	CDK2 (cyclin-dependent kinase 2)-associated protein 1	4.4	2.14	0.12	0	1.77	2.5	PP PPP
102621_at	Mm.80509	Cdon	cell adhesion molecule-related/down-regulated by oncogenes	-3.16	-1.66	0.21	0	-2.33	-0.99	PP PPP
160326_at	Mm.29076	Cdv3	carnitine deficiency-associated gene expressed in ventricle 3	3.09	1.63	0.09	0	1.35	1.91	PP PPP
102804_at	Mm.14114	Ceacam1	CEA-related cell adhesion molecule 1	-2.73	-1.45	0.16	0	-1.96	-0.94	PP PPP
101908_s_at	Mm.155711	Ceacam2	CEA-related cell adhesion molecule 2	-4.67	-2.22	0.18	0	-2.78	-1.67	PP PPP
98447_at	Mm.34537	Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha	-6.39	-2.68	0.17	0	-3.22	-2.13	PP PPP
94466_f_at	Mm.24169	Cebpa-rs1	CCAAT/enhancer binding protein alpha (C/EBP), related sequence 1	3.74	1.9	0.15	0	1.42	2.38	PP PPP
92925_at	Mm.4863	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	-1.87	-0.91	0.05	0	-1.08	-0.73	PP PPP
160894_at	Mm.4639	Cebpd	CCAAT/enhancer binding protein (C/EBP), delta	3.11	1.64	0.12	0	1.27	2.01	AP APA
99820_f_at	Mm.156814	Cecr5	cat eye syndrome chromosome region, candidate 5 homolog (human)	1.85	0.89	0.07	0	0.67	1.1	PP PPP
99939_at	Mm.4349	Cel	carboxyl ester lipase	-1.83	-0.87	0.15	0.01	-1.36	-0.38	PP PPP
92364_at	Mm.39728	Celsr2	cadherin EGF LAG seven-pass G-type receptor 2	-1.57	-0.65	0.1	0.01	-0.98	-0.32	PP PPP
103900_at	Mm.149692	Centg3	centaurin, gamma 3	-1.74	-0.8	0.17	0.02	-1.33	-0.27	PP PPP
92788_f_at	Mm.12481	Cetn3	centrin 3	1.5	0.58	0.07	0	0.37	0.79	PP PPP
103099_f_at	Mm.17537	Cgbp-pending	CpG binding protein	1.52	0.6	0.07	0	0.38	0.82	PP PPP
160575_at	Mm.10160	Cggbp1	CGG triplet repeat binding protein 1	2.15	1.1	0.06	0	0.9	1.3	PP PPP
99138_at	Mm.154298	Chc1	chromosome condensation 1	2.54	1.35	0.21	0.01	0.67	2.02	PP PPA
101459_at	Mm.8137	Chd1	chromodomain helicase DNA binding protein 1	1.69	0.76	0.06	0	0.57	0.95	PP PPP
92481_at	Mm.42149	Chek2	CHK2 checkpoint homolog (S. pombe)	1.88	0.91	0.07	0	0.7	1.13	PP PPP
96907_at	Mm.30136	Cherp	calcium homeostasis endoplasmic reticulum protein	1.56	0.64	0.08	0	0.39	0.9	PP PPP
100516_at	Mm.5262	Chk	choline kinase	-1.92	-0.94	0.14	0.01	-1.39	-0.5	PP PPP
160330_at	Mm.29138	Chordc1	cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1	3.64	1.86	0.15	0	1.39	2.34	PP PPP
95050_at	Mm.29138	Chordc1	cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1	3.9	1.96	0.14	0	1.52	2.4	PP PPP
92965_at	Mm.4980	Chrne	cholinergic receptor, nicotinic, epsilon polypeptide	-3.36	-1.75	0.22	0	-2.45	-1.05	PP PPP
101973_at	Mm.9524	Cited2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	8.68	3.12	0.1	0	2.79	3.44	PP PPP
97276_at	Mm.27947	Ckap1	cytoskeleton-associated protein 1	1.79	0.84	0.08	0	0.58	1.1	PP PPP
104322_at	Mm.22448	Ckap2	cytoskeleton associated protein 2	2.05	1.03	0.14	0.01	0.57	1.5	PP PPA
162257_i_at	Mm.16831	Ckb	creatine kinase, brain	-2.38	-1.25	0.17	0.01	-1.8	-0.7	PP PPP
95151_at	Mm.29475	Ckip1-pending	CK2 interacting protein 1	-2.05	-1.03	0.1	0	-1.35	-0.72	PP PPP
95152_g_at	Mm.29475	Ckip1-pending	CK2 interacting protein 1	-2.56	-1.36	0.12	0	-1.75	-0.96	PP PPP
95150_at	Mm.29475	Ckip1-pending	CK2 interacting protein 1	-2.58	-1.37	0.12	0	-1.76	-0.98	PP PPP
103618_at	Mm.20240	Ckmt2	creatine kinase, mitochondrial 2	-1.76	-0.82	0.16	0.02	-1.34	-0.29	PP PPP
162015_f_at	Mm.20240	Ckmt2	creatine kinase, mitochondrial 2	-3.37	-1.75	0.2	0	-2.4	-1.11	PP PPA
97468_at	Mm.3049	Cks1	CDC28 protein kinase 1	9.02	3.17	0.2	0	2.54	3.8	PP PPA
97527_at	Mm.326	Cks2	CDC28 protein kinase regulatory subunit 2	8.27	3.05	0.14	0	2.59	3.51	PP PPA
102786_at	Mm.28842	Clcn3	chloride channel 3	2.71	1.44	0.13	0	1.03	1.85	PP PPA
94465_g_at	Mm.28842	Clcn3	chloride channel 3	1.88	0.91	0.12	0	0.53	1.3	AP APA
104391_s_at	Mm.22727	Clcn7	chloride channel 7	-2.15	-1.11	0.14	0	-1.57	-0.65	PP PPP
104029_at	Mm.27026	Clgn	calmegin	-1.9	-0.93	0.15	0.01	-1.4	-0.46	PP PPP
160884_at	Mm.44194	Clic3	chloride intracellular channel 3	-2.08	-1.06	0.19	0.01	-1.66	-0.46	PP PPP
93274_at	Mm.1761	Clk	CDC-like kinase	1.58	0.66	0.12	0.01	0.28	1.05	PP PPP
103346_at	Mm.18268	Clk2	CDC-like kinase 2	1.83	0.87	0.12	0	0.5	1.24	PP PPP
93595_at	Mm.20837	Cln2	ceroid-lipofuscinosis, neuronal 2	-2	-1	0.08	0	-1.24	-0.76	PP PPP
93812_at	Mm.21482	Clns1a	chloride channel, nucleotide-sensitive, 1A	1.65	0.72	0.12	0.01	0.35	1.09	PP PPP
160349_at	Mm.29646	Cn2-pending	cytosolic nonspecific dipeptidase	-1.93	-0.95	0.13	0.01	-1.37	-0.53	PP PPP
162081_f_at	Mm.29646	Cn2-pending	cytosolic nonspecific dipeptidase	-1.92	-0.94	0.1	0	-1.24	-0.64	PP PPP
101086_f_at	Mm.7335	Cnbp	cellular nucleic acid binding protein	4.16	2.06	0.07	0	1.82	2.29	PP PPP
101088_f_at	Mm.7335	Cnbp	cellular nucleic acid binding protein	3.33	1.73	0.1	0	1.43	2.04	PP PPP
94004_at	Mm.21776	Cnn2	calponin 2	-4.31	-2.11	0.13	0	-2.53	-1.68	PP PPP
102018_at	Mm.207391	Cnot3	CCR4-NOT transcription complex, subunit 3	1.55	0.64	0.1	0.01	0.33	0.94	PP PPP
98096_f_at	Mm.28198	Cog8	component of oligomeric golgi complex 8	1.45	0.54	0.08	0.01	0.27	0.8	AP APP
162483_f_at	Mm.4352	Col18a1	procollagen, type XVIII, alpha 1	-1.7	-0.77	0.14	0.01	-1.21	-0.33	PP PPA
96307_s_at	Mm.190641	Col25a1	collagen, type XXV, alpha 1	2.04	1.03	0.1	0	0.73	1.33	PP PPP
97982_at	Mm.3127	Col26a1	collagen, type XXVI, alpha 1	-2.18	-1.13	0.18	0.01	-1.69	-0.56	PP PPP
93472_at	Mm.7281	Col5a1	procollagen, type V, alpha 1	-1.73	-0.79	0.09	0	-1.08	-0.5	PP PPP
96854_at	Mm.30041	Copa	coatomer protein complex subunit alpha	2.24	1.16	0.09	0	0.87	1.46	PP PPP
94992_at	Mm.27327	Copb1	coatomer protein complex, subunit beta 1	1.52	0.61	0.07	0	0.37	0.84	PP PPP
98083_at	Mm.249138	Copeb	core promoter element binding protein	-3.94	-1.98	0.24	0	-2.73	-1.23	PP PPP
99113_at	Mm.40	Cops3	COP9 (constitutive photomorphogenic) homolog, subunit 3 (Arabidopsis thaliana)	2.04	1.03	0.13	0	0.62	1.44	PP PPP
101976_at	Mm.957	Cops4	COP9 (constitutive photomorphogenic) homolog, subunit 4 (Arabidopsis thaliana)	3.33	1.73	0.14	0	1.3	2.17	PP PPA
95460_at	Mm.2472	Cops5	COP9 (constitutive photomorphogenic) homolog, subunit 5 (Arabidopsis thaliana)	2.68	1.42	0.12	0	1.02	1.82	PP PPP
102765_at	Mm.12973	Cops7b	COP9 (constitutive photomorphogenic) homolog, subunit 7b (Arabidopsis thaliana)	1.66	0.73	0.13	0.01	0.31	1.16	PP PPP
95149_at	Mm.29473	Copz1	coatomer protein complex, subunit zeta 1	1.59	0.67	0.07	0	0.46	0.88	PP PPP
104143_at	Mm.22144	Copz2	coatomer protein complex, subunit zeta 2	-1.72	-0.78	0.15	0.01	-1.26	-0.31	PP PPP
99365_at	Mm.5662	Coq3	Coenzyme Q (ubiquinone)	1.64	0.71	0.11	0.01	0.37	1.05	PP PPP
96648_at	Mm.27317	Coro1a	coronin, actin binding protein 1A	2.61	1.38	0.1	0	1.06	1.71	PP PPP
98928_at	Mm.28652	Coro1b	coronin, actin binding protein 1B	-1.6	-0.68	0.08	0	-0.94	-0.42	PP PPP
98107_at	Mm.200372	Coro1c	coronin, actin binding protein 1C	-1.84	-0.88	0.08	0	-1.14	-0.62	PP PPP
99831_at	Mm.6204	Cort	cortistatin	-1.73	-0.79	0.13	0.01	-1.19	-0.39	PP PPP
102124_f_at	Mm.2136	Cox4a	cytochrome c oxidase, subunit IVa	1.47	0.56	0.09	0.01	0.26	0.86	PP PPP
93119_at	Mm.180182	Cox5b	cytochrome c oxidase, subunit Vb	1.65	0.72	0.1	0.01	0.4	1.04	PP PPP
100550_f_at	Mm.548	Cox6c	cytochrome c oxidase, subunit VIc	1.66	0.73	0.12	0.01	0.34	1.13	PP PPP
93820_at	Mm.2151	Cox7a2	cytochrome c oxidase, subunit VIIa 2	2.9	1.53	0.06	0	1.35	1.72	PP PPP
101580_at	Mm.197728	Cox7b	cytochrome c oxidase subunit VIIb	1.93	0.95	0.09	0	0.66	1.24	PP PPP
99660_f_at	Mm.43786	Cox7c	cytochrome c oxidase, subunit VIIc	1.43	0.52	0.08	0.01	0.27	0.77	PP PPP
99661_r_at	Mm.43786	Cox7c	cytochrome c oxidase, subunit VIIc	1.56	0.64	0.07	0	0.42	0.85	PP PPP
160655_at	Mm.20910	Cpd	carboxypeptidase D	1.61	0.68	0.09	0	0.4	0.97	PP PPP
96234_at	Mm.28790	Cpsf3	cleavage and polyadenylation specificity factor 3	2.16	1.11	0.14	0	0.66	1.56	PP PPA
101371_at	Mm.196884	Cpsf4	cleavage and polyadenylation specific factor 4	2.03	1.02	0.08	0	0.75	1.29	PP PPP
94506_at	Mm.28961	Cpsf5	cleavage and polyadenylation specific factor 5	4.12	2.04	0.15	0	1.57	2.51	AP APA
93320_at	Mm.18522	Cpt1a	carnitine palmitoyltransferase 1, liver	-3.67	-1.87	0.12	0	-2.26	-1.49	PP PPP
102227_g_at	Mm.10233	Cpxm2	carboxypeptidase X 2 (M14 family)	-3.12	-1.64	0.18	0	-2.21	-1.08	PP PPP
103646_at	Mm.20396	Crat	carnitine acetyltransferase	-2.47	-1.3	0.13	0	-1.73	-0.88	PP PPP
104584_f_at	Mm.260076	Crb3	crumbs homolog 3 (Drosophila)	-2.59	-1.38	0.17	0	-1.9	-0.85	PP PPP
99191_at	Mm.44244	Cri1	CREBBP/EP300 inhibitory protein 1	3.07	1.62	0.07	0	1.41	1.82	PP PPP
94061_at	Mm.22049	Crip1	cysteine-rich protein 1 (intestinal)	-37.35	-5.22	0.11	0	-5.56	-4.88	PP PPP
98415_at	Mm.33962	Crlf3	cytokine receptor-like factor 3	1.86	0.89	0.11	0	0.55	1.23	PP PPP
103876_at	Mm.88546	Crlz1	charged amino acid rich leucine zipper 1	1.76	0.81	0.08	0	0.57	1.05	PP PPP
160751_i_at	Mm.248755	Crnkl1	Crn, crooked neck-like 1 (Drosophila)	1.92	0.94	0.07	0	0.71	1.17	PP PPP
160386_at	Mm.30099	Crr9-pending	cisplatin resistance related protein CRR9p	1.69	0.76	0.1	0	0.46	1.06	PP PPP
94420_f_at	Mm.26237	Cry1	cryptochrome 1 (photolyase-like)	2.89	1.53	0.12	0	1.13	1.93	PP PPP
160098_s_at	Mm.178	Cryab	crystallin, alpha B	2.43	1.28	0.1	0	0.96	1.6	PP PPP
100688_at	Mm.1215	Crybb2	crystallin, beta B2	-2.02	-1.01	0.17	0.01	-1.56	-0.47	PP PPP
99666_at	Mm.43822	Cs	citrate synthase	2.43	1.28	0.09	0	1.01	1.56	PP PPP
95755_at	Mm.193526	Csda	cold shock domain protein A	2.04	1.03	0.23	0.02	0.29	1.76	PP PPP
161832_r_at	Mm.22574	Csf1r	colony stimulating factor 1 receptor	-2.29	-1.2	0.12	0	-1.59	-0.8	PP PPP
104354_at	Mm.22574	Csf1r	colony stimulating factor 1 receptor	2.55	1.35	0.12	0	0.96	1.74	PP PPP
99330_at	Mm.255931	Csf2ra	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)	-3.13	-1.65	0.13	0	-2.08	-1.22	PP PPP
