Prediction	Gene1	ID of G1	Gene2	ID of G2	P(X1<X2|Primary)	P(X1<X2|DM)	Delta
Primary	AK3L1	205	PCP4	5121	0.908	0.000	0.908
Primary	CLEC3B	7123	PCP4	5121	0.908	0.000	0.908
Primary	ZYX	7791	PCP4	5121	0.908	0.000	0.908
Primary	TBL1X	6907	PCP4	5121	0.908	0.000	0.908
Primary	TCF12	6938	PCP4	5121	0.908	0.000	0.908
Primary	DYNLT3	6990	PCP4	5121	0.908	0.000	0.908
Primary	B4GALT2	8704	PCP4	5121	0.908	0.000	0.908
Primary	IER3	8870	PCP4	5121	0.908	0.000	0.908
Primary	SLC5A6	8884	PCP4	5121	0.908	0.000	0.908
Primary	AP2B1	163	PCP4	5121	0.908	0.000	0.908
Primary	AHDC1	27245	PCP4	5121	0.908	0.000	0.908
Primary	RTEL1	51750	PCP4	5121	0.908	0.000	0.908
Primary	TRMT1	55621	PCP4	5121	0.908	0.000	0.908
Primary	BBX	56987	PCP4	5121	0.908	0.000	0.908
Primary	RAB31	11031	PCP4	5121	0.908	0.000	0.908
Primary	B4GALT1	2683	PCP4	5121	0.908	0.000	0.908
Primary	RMND5A	64795	PCP4	5121	0.908	0.000	0.908
Primary	ASXL1	171023	PCP4	5121	0.908	0.000	0.908
Primary	FAM102A	399665	PCP4	5121	0.908	0.000	0.908
Primary	CPSF4	10898	PCP4	5121	0.908	0.000	0.908
Primary	TRAM1	23471	PCP4	5121	0.908	0.000	0.908
Primary	PHLDB1	23187	PCP4	5121	0.908	0.000	0.908
Primary	EXT1	2131	PCP4	5121	0.908	0.000	0.908
Primary	CITED2	10370	PCP4	5121	0.908	0.000	0.908
Primary	PRKCI	5584	PCP4	5121	0.908	0.000	0.908
Primary	FYN	2534	PDLIM4	8572	0.908	0.000	0.908
Primary	DIAPH1	1729	PER1	5187	0.908	0.000	0.908
Primary	ZC3HAV1	56829	PEX11B	8799	0.908	0.000	0.908
Primary	PGK1	5230	PFN1	5216	0.908	0.000	0.908
Primary	XRCC6	2547	PFN1	5216	0.908	0.000	0.908
Primary	EIF1AP1	280661	PHGDH	26227	0.908	0.000	0.908
Primary	AR	367	POGZ	23126	0.908	0.000	0.908
Primary	RALA	5898	PPP1R12A	4659	0.908	0.000	0.908
Primary	AR	367	PSMB5	5693	0.908	0.000	0.908
Primary	EIF1AX	1964	RBMX	27316	0.908	0.000	0.908
Primary	AR	367	RNF103	7844	0.908	0.000	0.908
Primary	HSP90AA1	3320	RPS15A	6210	0.908	0.000	0.908
Primary	AR	367	RRAGA	10670	0.908	0.000	0.908
Primary	RRAGD	58528	SEPT10	151011	0.908	0.000	0.908
Primary	WSB1	26118	SLC35E2	9906	0.908	0.000	0.908
Primary	HBA1	3039	SMTN	6525	0.908	0.000	0.908
Primary	AR	367	SPAG7	9552	0.908	0.000	0.908
Primary	AR	367	SRP9	6726	0.908	0.000	0.908
Primary	PRKCI	5584	STAT6	6778	0.908	0.000	0.908
Primary	G3BP1	10146	STAT6	6778	0.908	0.000	0.908
Primary	DENND4B	9909	STAT6	6778	0.908	0.000	0.908
Primary	ATP1B3	483	TACC1	6867	0.908	0.000	0.908
Primary	CBLB	868	TACC2	10579	0.908	0.000	0.908
Primary	DTNA	1837	TCF21	6943	0.908	0.000	0.908
Primary	RALA	5898	TCF21	6943	0.908	0.000	0.908
Primary	PIK3R1	5295	TCF21	6943	0.908	0.000	0.908
Primary	RFC4	5984	TCF21	6943	0.908	0.000	0.908
Primary	FAM91A1	157769	TCF21	6943	0.908	0.000	0.908
Primary	NCK2	8440	TCF21	6943	0.908	0.000	0.908
Primary	SHMT1	6470	TCF21	6943	0.908	0.000	0.908
Primary	SRPK1	6732	TCF21	6943	0.908	0.000	0.908
Primary	KLHL20	27252	TCF21	6943	0.908	0.000	0.908
Primary	FAM48A	55578	TCF21	6943	0.908	0.000	0.908
Primary	HIRA	7290	TCF21	6943	0.908	0.000	0.908
Primary	DDX6	1656	TCF21	6943	0.908	0.000	0.908
Primary	HIPK3	10114	TCF21	6943	0.908	0.000	0.908
Primary	RRAS2	22800	TCF21	6943	0.908	0.000	0.908
Primary	HP	3240	TCF21	6943	0.908	0.000	0.908
Primary	MAPT	4137	TCF21	6943	0.908	0.000	0.908
Primary	ATP2B1	490	TCF21	6943	0.908	0.000	0.908
Primary	SWAP70	23075	TCF21	6943	0.908	0.000	0.908
Primary	DUSP8	1850	TCF21	6943	0.908	0.000	0.908
Primary	CEP68	23177	TCF21	6943	0.908	0.000	0.908
Primary	SMAD5	4090	TCF21	6943	0.908	0.000	0.908
Primary	HSPA4	3308	TCF21	6943	0.908	0.000	0.908
Primary	SMAD1	4086	TCF21	6943	0.908	0.000	0.908
Primary	INSR	3643	TCF21	6943	0.908	0.000	0.908
Primary	AR	367	TMED10	10972	0.908	0.000	0.908
Primary	MTF2	22823	TMEM115	11070	0.908	0.000	0.908
Primary	EIF4G1	1981	TOMM20	9804	0.908	0.000	0.908
Primary	ACTR2	10097	TOMM20	9804	0.908	0.000	0.908
Primary	HBA1	3039	TPM1	7168	0.908	0.000	0.908
Primary	PKN2	5586	TSPYL5	85453	0.908	0.000	0.908
Primary	TRIO	7204	UNC5B	219699	0.908	0.000	0.908
Primary	LYN	4067	UPK3A	7380	0.908	0.000	0.908
Primary	POU2F1	5451	UPK3A	7380	0.908	0.000	0.908
Primary	RALA	5898	VPS13B	157680	0.908	0.000	0.908
Primary	MTF2	22823	VPS39	23339	0.908	0.000	0.908
Primary	GRB2	2885	WDR42A	50717	0.908	0.000	0.908
Primary	YY1	7528	WTAP	9589	0.908	0.000	0.908
Primary	SLC7A5	8140	ZC3H15	55854	0.908	0.000	0.908
Primary	SPP1	6696	ZCCHC24	219654	0.908	0.000	0.908
Primary	HSPA1A	3303	ZFP36	7538	0.908	0.000	0.908
Primary	CUGBP1	10658	ZKSCAN3	80317	0.908	0.000	0.908
DM	ETHE1	23474	ACTL6A	86	0.015	0.920	0.905
DM	TSC22D3	1831	ASNS	440	0.015	0.920	0.905
DM	ACTA1	58	CCNE2	9134	0.015	0.920	0.905
DM	PBXIP1	57326	CFDP1	10428	0.015	0.920	0.905
DM	UBR4	23352	EIF1AX	1964	0.015	0.920	0.905
DM	CIB1	10519	EIF4G1	1981	0.015	0.920	0.905
DM	PPT1	5538	G3BP1	10146	0.015	0.920	0.905
DM	ADD1	118	GBE1	2632	0.015	0.920	0.905
DM	PTPRN2	5799	GRAMD4	23151	0.015	0.920	0.905
DM	ALDH1A3	220	HIST1H2BD	3017	0.015	0.920	0.905
DM	PBXIP1	57326	HNRNPR	10236	0.015	0.920	0.905
DM	AIM1	202	IDS	3423	0.015	0.920	0.905
DM	KIF21B	23046	LARP1	23367	0.015	0.920	0.905
DM	ATRIP	84126	LARP1	23367	0.015	0.920	0.905
DM	TNNT1	7138	LARP1	23367	0.015	0.920	0.905
DM	PCGF2	7703	LARP1	23367	0.015	0.920	0.905
DM	AANAT	15	LARP1	23367	0.015	0.920	0.905
DM	BCAM	4059	LARP1	23367	0.015	0.920	0.905
DM	AIM1	202	MLXIP	22877	0.015	0.920	0.905
DM	NEFH	4744	SEL1L	6400	0.015	0.920	0.905
DM	PSEN2	5664	STC1	6781	0.015	0.920	0.905
DM	MGA	23269	STC1	6781	0.015	0.920	0.905
DM	AGL	178	STC1	6781	0.015	0.920	0.905
DM	COL16A1	1307	STC1	6781	0.015	0.920	0.905
DM	SLC39A6	25800	TARS	6897	0.015	0.920	0.905
DM	DDX42	11325	TRIO	7204	0.015	0.920	0.905
DM	MYL9	10398	TUBA1A	7846	0.015	0.920	0.905
DM	AIM1	202	UBQLN2	29978	0.015	0.920	0.905
DM	IGFBP2	3485	UBQLN2	29978	0.015	0.920	0.905
DM	HNRNPUL1	11100	UGCG	7357	0.015	0.920	0.905
