Target ID	UniGene ID	Probe ID	Entrez ID	t-test	fold change (clear cell/nose)
GADD45A		4880673	1647	0.00012817	-2.976822802
CD74		1240070	972	0.000805796	-2.977388781
PCDH10		5910093	57575	0.000147475	-2.980152446
LOC284988		5960167	284988	8.48E-06	-2.983128372
MAP3K7		360471	6885	9.07E-05	-2.983576309
IRAK2		3930750	3656	0.006560819	-2.983665169
GPR177		1570441	79971	0.00045303	-2.983911357
SIRPA		1940129	140885	0.002804797	-2.98506245
RBMS3		2680615	27303	0.000201789	-2.985398509
C3ORF64		2480440	285203	4.38E-05	-2.989529411
RIN2		6590445	54453	0.000380948	-2.998181863
LOC492311		5810273	492311	4.13E-09	-3.005084173
LOC649841		6580088	649841	0.000488881	-3.005926678
CAND2		2970072	23066	0.000112779	-3.006424367
BZW1		2070162	9689	0.000278076	-3.007066597
FYN		840025	2534	0.000104737	-3.00914768
LOC641992		270519	641992	3.04E-06	-3.010030537
AVEN		3800634	57099	7.33E-07	-3.012386446
IFIT3		6510170	3437	0.000684919	-3.013481511
ZNF334		6110768	55713	4.59E-08	-3.018701217
HTR1F		540327	3355	1.91E-05	-3.023070501
CDCP1		60215	64866	0.001895089	-3.023489675
PTGS1		1070450	5742	0.000934435	-3.023754754
LOC647673		4220307	647673	0.001370585	-3.023812772
LOC732165		3390639	732165	2.98E-05	-3.024064026
CBLN2		670019	147381	1.87E-13	-3.029514845
BACE2		1240201	25825	0.000288602	-3.031782774
CD164		10142	8763	0.000948951	-3.032500555
CUL4B		1300220	8450	6.86E-06	-3.033050551
TMEM14B		2940044	81853	0.000459425	-3.034141975
TRIP12		6590441	9320	2.87E-07	-3.034397755
GNAI2		1090167	2771	5.14E-05	-3.036108628
COPS2		4890195	9318	0.00160226	-3.042874468
HEBP2		3940026	23593	0.002394241	-3.045724058
SH3BGRL3		6280240	83442	6.69E-05	-3.046389479
SLC40A1		730164	30061	0.000192326	-3.051132008
C21ORF63		3310307	59271	1.92E-05	-3.051338002
LOC652688		4880605	652688	0.000144562	-3.051435626
TPM1		5560246	7168	1.29E-05	-3.051686947
LOX		3940017	4015	0.003206311	-3.052641477
HSD11B1		50746	3290	4.18E-07	-3.05401298
GALC		3360524	2581	2.00E-05	-3.057382199
EDG1		160754	1901	6.22E-09	-3.058103439
HLAH		1980592	0	0.003976648	-3.05969027
ERGIC2		6660674	51290	2.77E-05	-3.060553302
MBNL2		990128	10150	0.000301676	-3.060760887
LYPLAL1		4730224	127018	0.005182434	-3.060998727
ENPP5		540465	59084	0.002261643	-3.064970253
SEC31A		5560180	22872	1.47E-06	-3.067480515
CD151		1940132	977	2.22E-06	-3.068481292
LUM		7400735	4060	0.000336957	-3.069513871
UBE2H		6020736	7328	5.72E-06	-3.06960063
SP100		6650541	6672	4.97E-06	-3.070013259
	Hs.177532	4560408	0	3.82E-06	-3.072017177
PECI		10594	10455	0.005587382	-3.075627257
TAGLN2		4070736	8407	2.14E-05	-3.076399561
FSCN1		4560328	6624	0.007914684	-3.076613223
C1QTNF5		7320204	114902	8.03E-05	-3.077627652
PROCR		290181	10544	0.003922097	-3.079330932
ELOVL6		5670040	79071	0.003121003	-3.080022665
FGF7		5560138	2252	1.08E-07	-3.081999726
NAP5		1340273	344148	3.97E-06	-3.085639106
MEST		990070	4232	0.000719632	-3.086637933
POLR2J3		2750632	548644	0.000331658	-3.092768338
ARMCX1		4230451	51309	0.001288465	-3.094390271
LAMA4		7160253	3910	0.007786482	-3.09475221
WRB		4590102	7485	9.53E-06	-3.096764152
TSHZ2		4890292	128553	6.24E-05	-3.097544299
LOC402560		6480240	402560	1.72E-05	-3.097549604
ALDH1B1		2650204	219	7.53E-06	-3.09812025
CDH13		5820563	1012	0.002505673	-3.099059953
MYLK		7160343	4638	0.001026515	-3.108938009
GPR37		7210377	2861	0.001220591	-3.111427042
NDP		2320598	4693	0.000481867	-3.111816571
C9ORF30		5260538	91283	3.00E-05	-3.113093999
FYTTD1		3180465	84248	1.51E-06	-3.114609043
NPR2		2810372	4882	8.53E-05	-3.115122596
ATP8B4		1820270	79895	0.003643921	-3.116596469
TBC1D2B		2850039	23102	5.87E-05	-3.116692659
	Hs.571652	4480703	0	6.67E-07	-3.116860511
HHIP		5820039	64399	0.006682647	-3.119092239
FAT		4280100	2195	0.000187533	-3.121044625
ARRDC4		6580168	91947	0.000779849	-3.122290286
HIF1A		2680722	3091	0.000282945	-3.122486636
SLC12A2		830022	6558	0.000700466	-3.126042367
CD9		6250487	928	0.000373113	-3.127602443
DUSP6		5260288	1848	4.63E-05	-3.131730507
ALDH1B1		1240379	219	8.97E-06	-3.133704493
DIAPH3		6660739	81624	0.002136644	-3.138990354
NUCB2		60427	4925	3.52E-05	-3.140191231
GNG10		6370717	2790	0.000411762	-3.14434896
CACNA2D1		6840707	781	3.06E-07	-3.144739953
ANXA2		3520328	302	0.000206285	-3.147961891
GBGT1		4490687	26301	8.76E-13	-3.148801094
CCL26		4280301	10344	3.57E-05	-3.149171435
TAGLN2		2340180	8407	2.75E-05	-3.160780265
C6ORF141		3450632	135398	4.50E-05	-3.161243761
USP8		6770634	9101	0.000482016	-3.165529624
ST6GALNAC3		2070100	256435	2.28E-06	-3.167279388
TSPAN3		4490615	10099	7.47E-06	-3.167968573
SNCAIP		1660019	9627	0.000260661	-3.170981256
TRIM22		5960747	10346	0.001582819	-3.171194809
FYN		610164	2534	0.000624783	-3.185882008
MCTS1		1690025	28985	3.70E-05	-3.186110223
RTN1		6860193	6252	0.002097054	-3.18728803
PLAUR		360475	5329	0.000583836	-3.187811494
TCEAL8		7550468	90843	0.003890617	-3.195249734
SBDS		50170	51119	0.000180583	-3.195266486
HSD17B6		4040441	8630	3.16E-07	-3.198944135
LRRC32		1400592	2615	1.10E-05	-3.199584711
ELL2		610270	22936	0.001281783	-3.199933006
C1ORF63		1990717	57035	5.39E-06	-3.200064538
HAS1		6270300	3036	6.82E-07	-3.200332519
MAN1A1		630014	4121	1.09E-05	-3.201663999
GPR177		6130136	79971	0.001555658	-3.20274292
NAMPT		3060523	10135	0.000769526	-3.208228489
TTLL7		2570307	79739	1.67E-05	-3.210968276
PLEK2		5270148	26499	2.43E-05	-3.216151951
BNC2		7050010	54796	7.50E-05	-3.216904832
FMOD		1710484	2331	0.00010571	-3.219501567
GFOD1		5720059	54438	0.000727159	-3.221176595
MGP		1430487	4256	0.000976838	-3.222258953
NUAK1		7210497	9891	0.000530079	-3.222879542
MEX3C		6860445	51320	0.000457737	-3.224279315
SMARCA1		430132	6594	1.60E-05	-3.225906454
	Hs.570988	4010100	0	1.77E-06	-3.22643563
ASPH		5890619	444	0.000472895	-3.228733175
MXRA8		1740209	54587	1.55E-05	-3.228950387
RPS6KA3		2900368	6197	5.28E-08	-3.230087566
RNF128		5090445	79589	1.84E-08	-3.232474188
EIF3M		940398	10480	0.000407179	-3.237122841
PLCB1		1570079	23236	0.00807907	-3.237855118
IL1R1		240274	3554	3.99E-05	-3.238718184
LOC441019		6860162	441019	0.000967259	-3.239512585
	Hs.370359	7000193	0	0.005556542	-3.240126138
ASTN1		1990333	460	0.000163157	-3.242282092
PPP2CB		6840280	5516	0.007265877	-3.243516191
MAP1B		5690093	4131	0.001270075	-3.245642778
MAP4K4		4860343	9448	2.62E-06	-3.246843813
GFPT2		5130563	9945	0.002099874	-3.247009984
EDIL3		130524	10085	2.02E-06	-3.250388844
WASPIP		5700670	7456	0.000182375	-3.250447912
MAN2A1		3990608	4124	6.32E-06	-3.253345674
	Hs.569104	5550458	0	1.23E-08	-3.257058659
RHOJ		3440243	57381	0.00055756	-3.261093432
FAM114A1		5700066	92689	0.000467789	-3.262595355
KIAA1394		3180504	57571	5.76E-08	-3.263214247
IFIT3		520408	3437	0.001267065	-3.264061974
FSTL3		2360356	10272	6.13E-06	-3.273491694
	Hs.575038	5900364	0	0.001133632	-3.274049139
SLCO3A1		2470092	28232	0.000706977	-3.274449653
LOC653631		2070437	653631	0.000182179	-3.274843003
MYADM		2970594	91663	0.001004714	-3.274911651
AMY1A		1740220	276	0.000287887	-3.278010999
HSD3B1		3390433	3283	0.000316139	-3.278290632
ESPNL		2510201	339768	0.000563004	-3.282946728
8-Sep		450195	989	0.000149878	-3.283072582
UFM1		4540356	51569	1.23E-05	-3.286403348
CTSB		240309	1508	0.000188044	-3.28687842
BST1		6270681	683	8.77E-06	-3.289424562
RARB		830736	5915	4.52E-07	-3.292231828
C6ORF128		5340161	221468	1.39E-06	-3.293016115
EXT2		6760070	2132	6.65E-07	-3.295360906
ILK		5720487	3611	1.96E-05	-3.303437494
ZNF330		5260639	27309	2.51E-06	-3.304562652
VNN1		5310754	8876	0.000148192	-3.305316528
TPM1		1010482	7168	0.000132804	-3.306723354
GBE1		6280176	2632	3.76E-05	-3.308749837
P4HA2		7570379	8974	1.16E-06	-3.31363182
ASCC3		870040	10973	8.39E-06	-3.316052056
KHDRBS3		6270273	10656	0.003645961	-3.317529668
ZEB2		5050441	9839	3.89E-06	-3.318754621
NAP1L3		5270431	4675	2.27E-07	-3.319945825
TUBA1A		4490577	7846	0.000242718	-3.330649194
FTHL11		460164	0	0.000155237	-3.334055605
ATP13A3		2510129	79572	7.59E-07	-3.335986293
C1QTNF1		6180719	114897	8.78E-11	-3.336970262
	Hs.532698	3940762	0	0.000375258	-3.342132185
RNASEL		110064	6041	7.65E-05	-3.342314008
SERPINB8		3400672	5271	3.43E-05	-3.342844085
TGM2		5560575	7052	0.008099147	-3.343021309
FAM65A		6480092	79567	0.003449054	-3.344596282
TSHZ3		5870424	57616	0.00124474	-3.347126242
WTAP		1510193	9589	2.29E-06	-3.350668998
ZNF827		1300500	152485	0.000722875	-3.364349985
LOC388681		6980376	388681	0.000958594	-3.365286858
GALC		3440491	2581	0.004972448	-3.365764813
NTNG1		4390333	22854	0.000658804	-3.368044641
GBP4		1980524	115361	3.79E-05	-3.376018894
CRIM1		3930040	51232	3.58E-05	-3.378189314
MAP1B		2710524	4131	0.001653485	-3.385478758
PERP		4040754	64065	3.79E-05	-3.388918942
KIAA0423		4890082	23116	4.56E-06	-3.397743281
NBPF10		1510681	440673	4.69E-05	-3.400168503
PHLDB2		3780441	90102	0.000117849	-3.40240972
VGLL3		450626	389136	0.000312169	-3.402735548
NBL1		5090156	4681	0.000410719	-3.40327543
ST6GAL1		1710630	6480	0.002774389	-3.410055275
RPS6KA3		3370110	6197	1.68E-08	-3.420131844
FTHL3		6450139	0	0.001040958	-3.426146634
C1ORF76		5130100	148753	1.91E-05	-3.426708425
	Hs.24119	5690341	0	6.33E-07	-3.428014678
TSPAN32		770575	10077	4.53E-06	-3.432371653
PRNP		3170162	5621	7.54E-05	-3.436828399
UQCRH		6960735	7388	0.001065027	-3.439255551
SCARF2		5390703	91179	0.000288374	-3.441120723
KIAA1539		4880392	80256	9.22E-05	-3.449983233
COL6A3		6250192	1293	0.00334689	-3.451157047
	Hs.7093	2030095	0	1.14E-06	-3.45230367
ADD3		1990468	120	0.002368173	-3.455989898
HLAB		5310168	3106	0.001115308	-3.458973522
MAP3K8		1470215	1326	0.001430395	-3.461970694
FTHL2		4120039	0	0.001020601	-3.46222159
FYN		6290725	2534	0.000307859	-3.465347665
NPAL3		5090739	57185	8.46E-05	-3.472624927
FRMD6		7510309	122786	0.004789639	-3.473118098
COL6A3		2470114	1293	0.004800172	-3.473594477
SMARCA1		6200576	6594	0.00180057	-3.480604468
MMP23A		6480110	8511	5.30E-11	-3.489325455
FBXO2		4540215	26232	0.000231307	-3.490974501
B4GALT1		3460386	2683	1.48E-06	-3.493438855
HOXC8		4640059	3224	0.002546469	-3.506619274
SMYD3		540452	64754	0.000922554	-3.508765274
RAB31		6590341	11031	0.003291448	-3.514418735
UTP3		5490102	57050	1.77E-06	-3.517677858
PFTK1		6400553	5218	4.19E-06	-3.528212184
TMEM151A		4810075	256472	3.88E-06	-3.528503466
PRSS23		2190184	11098	0.002993241	-3.528586796
HOXC6		4920523	3223	0.003061955	-3.537682545
QSOX1		4210634	5768	2.79E-05	-3.559478362
DIAPH3		6560167	81624	0.000199632	-3.560238019
FAM46C		6860347	54855	2.22E-05	-3.56835801
ANTXR1		60255	84168	5.76E-07	-3.570024151
OPTN		5260215	10133	0.0006121	-3.571708877
C4ORF18		3460014	51313	0.005728014	-3.574505099
DUSP23		1710674	54935	0.004665418	-3.577819375
LARP6		4830433	55323	3.78E-05	-3.582463504
MAPRE2		3400360	10982	0.001194522	-3.582820973
ALDH3A2		460746	224	1.38E-08	-3.585918913
IL32		5910112	9235	0.000200731	-3.590370301
KIAA1370		4180142	56204	7.96E-06	-3.593811596
YWHAG		6280040	7532	1.63E-06	-3.594357547
BMP1		5570324	649	2.90E-05	-3.597709385
SAR1A		3140553	56681	8.39E-05	-3.601179056
CECR1		6200064	51816	3.41E-05	-3.602378406
MAN2B2		4810438	23324	2.02E-05	-3.603872723
RTN3		2470719	10313	7.61E-06	-3.612306912
ATP11B		6650594	23200	5.69E-09	-3.615127112
LAMP2		6480142	3920	2.22E-05	-3.615407329
MTPN		5890630	136319	0.000254642	-3.620109087
CDCP1		150463	64866	0.001770239	-3.620610711
UGP2		3840053	7360	5.49E-07	-3.621748229
SERPINB8		1770376	5271	5.85E-05	-3.622434101
FAM110B		3800369	90362	0.000307344	-3.622886116
PEA15		3610228	8682	4.95E-08	-3.628439769
LBA1		150400	9881	9.50E-05	-3.646325936
	Hs.552087	2070053	0	1.01E-05	-3.653393754
SMARCA2		5290474	6595	0.002682582	-3.656400747
HAND1		3420035	9421	0.003130781	-3.659659275
LRCH2		4730731	57631	5.19E-07	-3.662056308
NAALADL1		4120626	10004	3.04E-15	-3.663778919
PAPSS2		1690259	9060	0.001706105	-3.665830192
	Hs.537004	5720292	0	2.40E-08	-3.667773904
NEK7		6580364	140609	1.15E-06	-3.676596756
TMEM47		2570730	83604	0.002014762	-3.677496144
C13ORF31		1050209	144811	8.29E-06	-3.680755941
KIAA0427		730273	9811	2.22E-05	-3.683778837
FCRLB		4730204	127943	8.23E-05	-3.685525015
BNC1		1260037	646	0.000103611	-3.702229582
RTN4		780402	57142	0.00045603	-3.707183531
CAP2		3930592	10486	0.00100921	-3.707705853
ADAM9		2940730	8754	5.63E-08	-3.707948463
B2M		4890487	567	0.000320366	-3.717917147
BCYRN1		5960411	0	0.001575927	-3.718041168
MN1		630546	4330	3.14E-09	-3.722956168
TGFB1I1		7330142	7041	0.000289189	-3.724735973
PSD3		5560630	23362	4.51E-05	-3.726963174
TCEAL8		7380138	90843	0.001631799	-3.73021578
TLN1		6650433	7094	2.78E-06	-3.732748702
QSOX1		2850021	5768	9.89E-06	-3.735976124
BNC1		4050408	646	8.50E-05	-3.739400059
MYO10		4670131	4651	6.67E-06	-3.748874164
CALD1		620750	800	0.002022507	-3.749345424
CPT1C		7560647	126129	0.00023051	-3.750397315
ST3GAL5		3890382	8869	2.52E-05	-3.751959611
FLJ13236		7510544	79962	5.06E-05	-3.753632012
PTRF		4850301	284119	0.007142179	-3.760776841
CAPZA1		4610138	829	0.000817951	-3.769781502
MT2A		450615	4502	0.003827972	-3.77003751
MAFB		2060440	9935	5.24E-05	-3.775331685
UPK1B		4490068	7348	0.000354451	-3.78008489
CCNYL1		2060112	151195	0.004143968	-3.780162651
RAPH1		4860408	65059	0.000978593	-3.785739324
HLAH		5870521	0	0.001705162	-3.79758247
LGALS8		6270554	3964	2.81E-06	-3.801552064
ELOVL5		4210129	60481	0.000102011	-3.809635875
PGAM4		6110168	441531	1.47E-05	-3.824191592
GRK5		3190239	2869	1.07E-06	-3.833420937
TBX3		7200195	6926	5.08E-06	-3.833502816
FTHL12		4730181	0	0.000514394	-3.836268019
TUSC3		2480400	7991	6.37E-07	-3.841100491
MYO5B		1440014	4645	1.91E-05	-3.851339787
C4ORF7		6100241	260436	5.98E-05	-3.859218878
CYBRD1		2370300	79901	0.005046833	-3.860609445
RND3		4210524	390	7.43E-05	-3.86209579
LOC653778		830639	653778	2.42E-06	-3.867442457
BMP4		990075	652	0.000724863	-3.871155794
GGH		160615	8836	0.00173742	-3.874622001
ABCA1		4060358	19	0.005143667	-3.875212375
DCBLD1		5700747	285761	4.93E-05	-3.879753837
ALDH1A2		5700102	8854	0.0014637	-3.881669038
CNTNAP1		4570358	8506	0.000559124	-3.8876401
CDK6		670286	1021	0.000845601	-3.897214716
KCNMA1		5550452	3778	0.000238238	-3.904602811
SEC24D		4250451	9871	1.60E-05	-3.906029903
BNC1		4880164	646	9.31E-06	-3.907388952
LOC440567		1070731	440567	0.002428364	-3.907428321
HAS2		1780280	3037	0.001150425	-3.910767544
CYP1B1		2120053	1545	0.002954889	-3.911145997
HLAG		2070088	3135	4.76E-06	-3.913276944
MORF4L1		4900343	10933	9.03E-05	-3.915097007
HEPH		1850349	9843	1.08E-08	-3.929255888
NFE2L3		5820035	9603	0.000189985	-3.93020798
SLC22A4		4850168	6583	2.08E-08	-3.936012476
ACTR3		6940176	10096	3.44E-06	-3.936393967
	Hs.286666	2650008	0	1.46E-08	-3.941751856
ALDH1A2		510687	8854	0.00373239	-3.9428561
LAYN		5690475	143903	9.66E-05	-3.942922178
DKFZP564O0823		1240037	25849	0.001362794	-3.94314609
MGP		940735	4256	0.000393408	-3.948854114
MYCT1		1740187	80177	0.000152588	-3.949249505
TSC22D1		5260754	8848	0.000142737	-3.950241892
WNT2B		4640386	7482	0.001891243	-3.953198517
FSTL1		2650220	11167	0.00641285	-3.954593082
P704P		7100392	641455	3.05E-06	-3.958218677
HSPB7		4560523	27129	1.82E-06	-3.959996386
IL32		3440754	9235	5.43E-05	-3.960002981
EPSTI1		5700725	94240	0.003636167	-3.962552958
CCDC80		4830575	151887	3.11E-07	-3.966866622
XAF1		450189	54739	0.000341661	-3.978882767
C17ORF91		5290161	84981	1.33E-07	-3.983317662
CASP1		7050382	834	0.000307431	-3.99468791
	Hs.66187	870632	0	0.003608047	-4.006789562
GALNT9		5340136	50614	0.00028756	-4.010075806
PLAT		3710044	5327	0.001679796	-4.010723452
RASD2		10397	23551	9.87E-06	-4.018768968
SLC47A1		2970209	55244	5.20E-06	-4.024011479
NIPSNAP3A		2490100	25934	4.38E-06	-4.029830026
SLC22A3		1780747	6581	1.00E-10	-4.032186856
MFSD1		510288	64747	9.56E-06	-4.039125378
EDNRA		3930403	1909	1.40E-06	-4.065526924
ADFP		460204	123	0.008520511	-4.095335684
PTHLH		1980593	5744	0.000179142	-4.110115757
CCL7		4610364	6354	1.90E-06	-4.120857229
JAZF1		3520463	221895	7.18E-06	-4.125006641
COL11A1		3460743	1301	0.00150618	-4.152486357
CCNYL1		1410398	151195	0.001612775	-4.157343895
HLAA		2350066	3105	0.003195403	-4.1640352
EFNB2		5090289	1948	0.000517005	-4.16409197
FBXO32		1990079	114907	0.001880698	-4.168480263
ADAMTS1		6900086	9510	0.001438235	-4.171560465
DNAJB4		5420528	11080	4.03E-07	-4.177293068
PRG2		3840072	5553	0.000153364	-4.181205678
TNFRSF9		5670440	3604	8.86E-07	-4.181362859
MYO1B		5720598	4430	5.04E-06	-4.184345116
ANGPT1		3120326	284	3.73E-06	-4.185611723
TPM1		2140653	7168	7.67E-06	-4.189783158
DCBLD2		60132	131566	9.96E-05	-4.198722964
SH3RF2		5570348	153769	1.26E-05	-4.20380463
B2M		240195	567	5.82E-06	-4.209336601
DC2		4610722	58505	0.0008011	-4.210368441
KIAA1199		110181	57214	0.00935687	-4.211039114
UBE2H		4900746	7328	1.03E-07	-4.215873662
ROR2		4920390	4920	5.58E-05	-4.216208339
TPM1		610519	7168	6.53E-07	-4.217824199
SARM1		4150593	23098	0.000279734	-4.22610336
ST3GAL5		5260403	8869	0.000450303	-4.227134135
ARMCX1		840561	51309	2.84E-08	-4.236432857
TUSC3		3190474	7991	0.002763176	-4.264744403
SERPING1		2030309	710	0.000108575	-4.27662442
CYBRD1		2450465	79901	0.004341227	-4.278224032
KRT7		3800161	3855	0.009514416	-4.290462343
FLJ31568		4250301	150244	2.82E-05	-4.308722059
IFI44		2570300	10561	0.000684575	-4.311407989
ARL6IP5		2070563	10550	5.53E-06	-4.321474177
CDC42EP1		6760750	11135	9.13E-05	-4.325090107
TSPAN3		7510025	10099	9.03E-07	-4.326008062
FTHL12		3190133	0	0.000404322	-4.333952948
ATP2B4		6100482	493	0.000189935	-4.346699283
5-Sep		4670458	5414	0.00964344	-4.354425283
SACS		7510379	26278	0.000433103	-4.356342462
SNAP23		5810435	8773	4.85E-06	-4.361198313
RGL1		3180039	23179	0.000352637	-4.361883835
ZNF175		6940458	7728	0.000249145	-4.363313216
DNAJB4		4250537	11080	1.39E-08	-4.371131615
PKIA		510435	5569	0.000343588	-4.39484859
DCLK1		5050431	9201	1.42E-05	-4.396415595
ARMC4		4200274	55130	0.002448322	-4.400316804
MAOA		6550528	4128	3.31E-06	-4.400723509
SLC9A3R1		2450452	9368	2.34E-05	-4.402592925
SAMD9L		3170136	219285	3.16E-06	-4.404078035
MBNL2		2450546	10150	0.000117821	-4.410129187
FLJ40504		4880333	284085	0.0017608	-4.415659453
UGP2		150706	7360	3.34E-07	-4.418656222
SEPP1		4280678	6414	0.001957492	-4.418741511
AADACL1		7210327	57552	0.000977155	-4.420783792
MICAL2		1430463	9645	5.59E-07	-4.428900408
LOC493869		5720438	493869	0.000150924	-4.440638398
SLC2A6		6180465	11182	1.43E-05	-4.459008294
S100A16		110468	140576	0.001043091	-4.459437093
FN1		5670228	2335	0.000911998	-4.463647122
TUBB2A		450292	7280	4.00E-08	-4.493960067
SNRPN		4850133	6638	0.00042776	-4.495821467
CD59		1410201	966	8.31E-05	-4.514600696
C3ORF28		5310736	26355	0.00034347	-4.531040303
MST4		2450152	51765	0.000350926	-4.546315981
SSPN		3360373	8082	2.54E-10	-4.567619694
RNF128		630296	79589	4.08E-08	-4.569942843
JAM3		1400689	83700	0.000194589	-4.57114076
GALNT10		3610202	55568	1.23E-06	-4.571975326
BACE2		2230731	25825	9.35E-06	-4.572976248
BGN		460767	633	6.16E-05	-4.591874879
HNT		1440376	50863	0.006012451	-4.613373371
DBC1		4850450	1620	1.37E-06	-4.616123871
DHRS3		7040670	9249	0.003801663	-4.631805788
MATN2		670215	4147	4.38E-07	-4.639975156
TMEM151A		4850543	256472	5.18E-07	-4.643504171
ENDOGL1		4570008	9941	0.000944334	-4.647153558
CD44		5860152	960	0.008706639	-4.649157491
IFIT1		2000148	3434	0.008046029	-4.658559059
PXDN		6400397	7837	0.000882157	-4.677095649
WSB1		2230615	26118	2.09E-07	-4.678834846
KIAA0367		3940392	23273	0.000303139	-4.679204946
FRMD6		5420070	122786	0.000222976	-4.679402061
CALD1		5890064	800	1.95E-08	-4.679600953
CFI		1690609	3426	0.000148829	-4.691176198
TXNDC13		6660356	56255	0.000156103	-4.692203133
LOC646609		3190195	646609	2.48E-07	-4.692901353
MEIS2		20358	4212	3.95E-05	-4.694943481
SFRP4		2640543	6424	1.23E-05	-4.700279373
STC2		1170170	8614	0.002405195	-4.706591741
GKN1		6330477	56287	0.000346931	-4.707214811
MEG3		3710730	0	2.08E-09	-4.712119413
LOC402221		2340739	402221	5.29E-08	-4.715898045
MSC		7510377	9242	4.34E-11	-4.723416215
TCF4		2510672	6925	5.69E-07	-4.728704738
FAM19A3		2100093	284467	6.18E-07	-4.731453341
PKIA		5910463	5569	8.35E-06	-4.736033953
MEIS3P1		4610280	0	6.88E-05	-4.742238905
C1S		7400707	716	0.001246485	-4.750653321
CA12		3830075	771	0.000351586	-4.767733879
DCN		50368	1634	5.80E-05	-4.784189038
DDR2		6370050	4921	3.35E-05	-4.786142991
LACTB		460373	114294	1.82E-06	-4.789540763
GPR116		3780603	221395	0.000418737	-4.790967494
MFAP4		3060377	4239	5.65E-06	-4.80089055
TMEM154		2230433	201799	4.90E-07	-4.802137619
UBE2L6		2070170	9246	0.00113452	-4.805205691
C8ORF13		4010184	83648	0.002478076	-4.839889274
SH2D4A		2680372	63898	0.000132888	-4.845814899
TBC1D9		1400070	23158	0.000324765	-4.854051899
CD82		2340768	3732	1.55E-05	-4.890296614
GAS6		4570181	2621	1.97E-07	-4.893420106
PDLIM5		3930767	10611	8.34E-08	-4.896796391
IL6ST		4260333	3572	1.95E-08	-4.898003178
KIAA0746		1470551	23231	7.55E-05	-4.957309729
ARPC5		20142	10092	2.98E-07	-4.969640969
STX11		60470	8676	1.15E-08	-4.976294732
CFB		3370349	629	0.000519601	-4.978549048
WSB1		7400372	26118	2.37E-06	-4.979927637
ATXN1		5080154	6310	3.12E-06	-4.98135659
AFAP1		2690187	60312	3.28E-05	-4.982543464
LAMC2		2230594	3918	0.004036501	-4.984203567
ST6GALNAC5		3060241	81849	5.00E-12	-4.985311133
MATN2		5810746	4147	0.00077907	-5.013992131
DCBLD2		830661	131566	8.95E-06	-5.019501417
SLC16A3		110719	9123	0.000582542	-5.023308129
YIPF5		380703	81555	5.40E-06	-5.024436528
DTNA		6350164	1837	2.52E-07	-5.031342416
PGAM4		5890500	441531	3.54E-07	-5.035916169
ITGB5		2490411	3693	0.000705155	-5.072775055
WNK4		7150411	65266	3.99E-06	-5.077040239
VKORC1		6450546	79001	1.15E-05	-5.084732537
FTHL8		1980594	0	0.000446487	-5.097265628
NAMPT		2230379	10135	6.33E-06	-5.112276789
SLIT3		990458	6586	9.06E-05	-5.11821219
ANXA3		240594	306	4.79E-06	-5.133153866
RBP1		6650731	5947	0.001706297	-5.134590279
SOD2		5960731	6648	1.90E-05	-5.169948127
KLF9		3390292	687	2.61E-05	-5.184873295
TGM1		6370615	7051	0.000163006	-5.186817814
ADFP		1400446	123	0.002662888	-5.196450534
CAST		1580048	831	8.91E-08	-5.207870938
SCN1B		6560154	6324	1.86E-06	-5.208142718
TMEM45A		4610341	55076	6.09E-07	-5.215756142
RARB		6270487	5915	5.97E-11	-5.221868758
FKSG30		4880646	440915	6.09E-09	-5.222283913
RCAN2		630161	10231	3.23E-05	-5.234257038
HLAF		7330053	3134	0.000372461	-5.235957664
IFI16		3870594	3428	7.66E-05	-5.280698767
GHR		5050470	2690	3.46E-09	-5.31016724
P4HA2		4010064	8974	1.53E-06	-5.312542535
SLITRK4		7330477	139065	1.22E-05	-5.318328194
ID3		7570324	3399	0.000601024	-5.326856685
P4HA2		270408	8974	3.03E-06	-5.341243262
CXCR7		4860114	57007	5.55E-07	-5.350918528
GNG12		5890025	55970	3.56E-05	-5.353619267
MST4		3940286	51765	5.32E-05	-5.365606939
ANTXR1		3120689	84168	1.12E-06	-5.369711679
LIMA1		4880537	51474	1.30E-06	-5.374357052
ADAMTS5		6180332	11096	0.000289633	-5.394210267
ARMCX2		3930201	9823	4.83E-05	-5.417997165
PRNP		2710341	5621	1.43E-05	-5.422479758
PLA2G4C		1990672	8605	0.000109282	-5.43556243
LYPD1		2760709	116372	1.81E-05	-5.448592567
CAST		6560136	831	8.22E-05	-5.449236348
PDLIM5		380523	10611	4.44E-08	-5.45176935
PDIA3P		780632	0	2.12E-05	-5.45834709
NDRG4		7330739	65009	0.000790678	-5.474617568
CAST		3990112	831	3.18E-07	-5.495070653
LGALS8		540020	3964	9.95E-09	-5.523071279
C1S		1300327	716	0.000185222	-5.523458042
SEL1L2		5340524	80343	0.000226995	-5.546060705
SNAI2		50255	6591	9.25E-06	-5.546652119
PLSCR4		4120019	57088	1.13E-08	-5.547144756
C15ORF52		2230156	388115	0.000351915	-5.559005657
ANGPTL4		4610433	51129	0.003400579	-5.585139075
CBLN3		6620291	643866	7.74E-07	-5.593180388
TSPYL5		770132	85453	9.57E-18	-5.593465627
CD44		4560193	960	0.000928532	-5.629128061
TSPAN5		4900168	10098	0.000628809	-5.633964067
KIAA0363		6590156	23148	1.38E-05	-5.640643129
