PROBE	Gene Symbol	GENE  - NAME	Expected score (dExp)	Observed score(d)	Numerator(r)	Denominator (s+s0)	Fold change	q-value (%)
37836_at	TTLL5	TTLL5 - tubulin tyrosine ligase-like family, member 5	0.13100897	-0.9015556	-1.1053779	1.2260785	0.46223265	0.21774012
2068_s_at	E2F2	E2F2 - E2F transcription factor 2	-0.08582208	-0.90147805	-1.0282372	1.1406126	0.5140655	0.21774012
949_s_at	PSMC6	PSMC6 - proteasome (prosome, macropain) 26S subunit, ATPase, 6	-0.33778813	-0.90054035	-1.1326028	1.2576925	0.5499603	0.21416181
38353_at	TUBGCP3	TUBGCP3 - tubulin, gamma complex associated protein 3	-0.2014587	-0.90015316	-1.1233654	1.2479714	0.53351855	0.21416181
38564_at	ORC1L	ORC1L - origin recognition complex, subunit 1-like (yeast)	-0.11497565	-0.9001203	-1.0037178	1.1150929	0.5268932	0.21416181
32157_at	PPP1CA	PPP1CA - protein phosphatase 1, catalytic subunit, alpha isoform	0.04336973	-0.89998055	-0.9940735	1.10455	0.5350682	0.21416181
1448_at	PSMA3	PSMA3 - proteasome (prosome, macropain) subunit, alpha type, 3	0.115665935	-0.8997015	-1.1719089	1.302553	0.5581739	0.21416181
171_at	VBP1	VBP1 - von Hippel-Lindau binding protein 1	-0.4852609	-0.8986878	-1.1950862	1.3298125	0.57761556	0.21416181
40281_at	2-Sep	SEPT2 - septin 2	0.17490971	-0.89865994	-1.1691203	1.3009596	0.54038197	0.21416181
1446_at	PSMA2	PSMA2 - proteasome (prosome, macropain) subunit, alpha type, 2	-0.27192318	-0.89752996	-0.998124	1.1120788	0.51734436	0.2095136
40869_at	RBM6	RBM6 - RNA binding motif protein 6	-0.26592678	-0.8968172	-0.937481	1.0453423	0.5265771	0.2095136
33331_at	MALL	MALL - mal, T-cell differentiation protein-like	-0.202338	-0.89674526	-0.99797267	1.1128831	0.48276475	0.2095136
34889_at	ATP6V1A	ATP6V1A - ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A	0.029975912	-0.896475	-1.091151	1.2171571	0.54175174	0.2095136
39160_at	PDHB	PDHB - pyruvate dehydrogenase (lipoamide) beta	-0.033939112	-0.89644307	-1.3679366	1.5259603	0.64276946	0.2095136
36213_at	MFHAS1	MFHAS1 - malignant fibrous histiocytoma amplified sequence 1	-0.006600347	-0.8963605	-1.1182137	1.2475044	0.5329218	0.2095136
33540_at	C10orf18	C10orf18 - Chromosome 10 open reading frame 18	0.04671176	-0.89570516	-1.0012623	1.117848	0.5315726	0.2095136
39955_at	DLEU2	DLEU2 - deleted in lymphocytic leukemia, 2	-0.16283108	-0.8948044	-0.9164376	1.0241765	0.53873986	0.20834127
31856_at	LRRC32	LRRC32 - leucine rich repeat containing 32	-0.18663755	-0.89351857	-1.0158334	1.1368911	0.5444888	0.20718198
32530_at	YWHAQ	YWHAQ - tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide	0.19886735	-0.89342344	-0.9289336	1.0397462	0.5266936	0.20718198
382_at	PPP4C	PPP4C - protein phosphatase 4 (formerly X), catalytic subunit	-0.011858575	-0.89291227	-1.0077549	1.1286159	0.51456094	0.20718198
