Gene Symbol	Name	Perou et al, Nature 2000	Sorlie et al, PNAS 2003	Perreard et al, Breast Cancer Research 2006	Hu et al, BMC Genomics 2006	Gene Used in PCR and Gene Set Minimization
SLC9A3R1	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1	0	0	0	0	1
SLC9A7	Solute carrier family 9 (sodium/hydrogen exchanger), member 7	1	1	1	0	0
SLFN5	Schlafen family member 5	1	0	0	0	0
SLITRK6	SLIT and NTRK-like family, member 6	0	0	0	1	0
SLPI	Secretory leukocyte peptidase inhibitor	1	1	1	0	0
SMA3	SMA3	1	1	1	0	0
SMA5	SMA5	0	0	0	1	0
SMAD2	SMAD family member 2	0	0	0	1	0
SMAD4	SMAD family member 4	0	1	0	0	0
SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	1	1	1	0	0
SMCHD1	Structural maintenance of chromosomes flexible hinge domain containing 1	0	0	0	1	0
SMO	Smoothened homolog (Drosophila)	0	0	0	1	0
SMOC2	SPARC related modular calcium binding 2	1	0	0	0	0
SMPD3	Sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)	0	0	0	1	0
SMR3A	Submaxillary gland androgen regulated protein 3 homolog A (mouse)	0	0	0	1	0
SMU1	Smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	0	0	0	1	0
SNED1	Sushi, nidogen and EGF-like domains 1	1	1	1	0	0
SNF8	SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)	0	0	0	1	0
SNPH	Syntaphilin	0	0	0	1	0
SNRPB2	Small nuclear ribonucleoprotein polypeptide B	0	0	0	1	0
SNRPD1	Small nuclear ribonucleoprotein D1 polypeptide 16kDa	0	0	0	1	0
SNRPD3	Small nuclear ribonucleoprotein D3 polypeptide 18kDa	0	0	0	1	0
SNRPG	Small nuclear ribonucleoprotein polypeptide G	0	0	0	1	0
SNRPN	Small nuclear ribonucleoprotein polypeptide N	0	0	1	0	0
SNX1	Sorting nexin 1	0	0	1	0	0
SNX7	Sorting nexin 7	0	0	0	1	0
SOBP	Sine oculis binding protein homolog (Drosophila)	0	0	0	1	0
SOD2	Superoxide dismutase 2, mitochondrial	0	0	0	1	0
SORBS2	Sorbin and SH3 domain containing 2	0	1	1	0	0
SORCS1	Sortilin-related VPS10 domain containing receptor 1	0	0	0	1	0
SOX4	SRY (sex determining region Y)-box 4	0	0	0	1	0
SOX9	SRY (sex determining region Y)-box 9 (campomelic dysplasia, autosomal sex-reversal)	1	0	1	1	0
SP110	SP110 nuclear body protein	1	0	0	0	0
SPAG5	Sperm associated antigen 5	0	0	0	1	0
SPDEF	SAM pointed domain containing ets transcription factor	0	0	0	0	1
SPEG	SPEG complex locus	0	0	1	0	0
SPG20	Spastic paraplegia 20 (Troyer syndrome)	0	0	1	0	0
SPG3A	Spastic paraplegia 3A (autosomal dominant)	0	0	0	1	0
SPG7	Spastic paraplegia 7 (pure and complicated autosomal recessive)	0	1	1	0	0
SPINT2	Serine peptidase inhibitor, Kunitz type, 2	1	0	0	0	0
SPTAN1	Spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)	0	1	1	0	0
SQLE	Squalene epoxidase	1	1	1	1	0
SQRDL	Sulfide quinone reductase-like (yeast)	0	0	0	1	0
SREBF1	Sterol regulatory element binding transcription factor 1	0	0	0	1	0
SRI	Sorcin	0	0	0	1	0
SRP72	Signal recognition particle 72kDa	0	0	1	0	0
SRPK1	SFRS protein kinase 1	0	0	0	1	0
SSFA2	Sperm specific antigen 2	0	1	1	1	0
SSR4	Signal sequence receptor, delta (translocon-associated protein delta)	0	0	0	1	0
ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	0	1	0	0	0
ST6GALNAC2	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	0	0	1	1	0
STARD3	START domain containing 3	1	1	1	0	0
STARD3NL	STARD3 N-terminal like	0	0	0	1	0
STARD7	START domain containing 7	0	0	0	1	0
STAT1	Signal transducer and activator of transcription 1, 91kDa	1	0	0	1	0
STAT4	Signal transducer and activator of transcription 4	1	0	0	0	0
STAT6	Signal transducer and activator of transcription 6, interleukin-4 induced	0	1	1	0	0
STC1	Stanniocalcin 1	1	0	0	0	0
STC2	Stanniocalcin 2	0	0	0	1	0
STEAP2	Six transmembrane epithelial antigen of the prostate 2	0	1	1	0	0
STK24	Serine/threonine kinase 24 (STE20 homolog, yeast)	0	1	1	1	0
STK38	Serine/threonine kinase 38	0	1	1	0	0
STMN1	Stathmin 1/oncoprotein 18	0	0	0	1	0
STOM	Stomatin	0	1	1	0	0
STT3A	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)	0	1	1	0	0
STX1A	Syntaxin 1A (brain)	0	0	0	1	0
STX3	Syntaxin 3	0	0	0	1	0
STX5	Syntaxin 5	0	1	1	0	0
STX7	Syntaxin 7	0	1	1	0	0
STYX	Serine/threonine/tyrosine interacting protein	0	0	0	1	0
SUGT1	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)	0	0	0	1	0
SUMF1	Sulfatase modifying factor 1	0	0	0	1	0
SUV39H2	Suppressor of variegation 3-9 homolog 2 (Drosophila)	0	0	0	1	0
SVEP1	Sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	0	1	1	0	0
SYCP2	Synaptonemal complex protein 2	0	0	0	1	0
SYNGR1	Synaptogyrin 1	0	0	1	1	0
SYT17	Synaptotagmin XVII	1	0	0	1	0
SYTL2	Synaptotagmin-like 2	0	0	0	1	0
TACSTD1	Tumor-associated calcium signal transducer 1	0	0	0	0	1
TAF1B	TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa	0	0	0	1	0
TAGLN2	Transgelin 2	0	0	1	0	0
TANC2	Tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	0	0	0	1	0
TAP1	Transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	1	1	1	0	1
TARBP1	Tar (HIV-1) RNA binding protein 1	0	0	0	1	0
TARS	Threonyl-tRNA synthetase	0	0	0	1	0
TATDN1	TatD DNase domain containing 1	0	0	0	1	0
TBC1D14	TBC1 domain family, member 14	0	0	0	1	0
TBCA	Tubulin folding cofactor A	0	0	0	1	0
TBL1XR1	Transducin (beta)-like 1X-linked receptor 1	0	0	0	1	0
TBPL1	TBP-like 1	0	1	1	0	0
TBX1	T-box 1	0	0	0	1	0
TBX3	T-box 3 (ulnar mammary syndrome)	0	0	0	1	0
TCAP	Titin-cap (telethonin)	0	0	0	1	0
TCEA3	Transcription elongation factor A (SII), 3	1	1	1	0	0
TCEAL1	Transcription elongation factor A (SII)-like 1	0	1	1	1	1
TCEAL4	Transcription elongation factor A (SII)-like 4	0	0	0	1	0
TCEAL5	Transcription elongation factor A (SII)-like 5	0	0	0	1	0
TCF12	Transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)	0	1	1	0	0
TCF3	Transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	0	0	0	1	0
TCF7L1	Transcription factor 7-like 1 (T-cell specific, HMG-box)	0	0	0	0	1
TCF7L2	Transcription factor 7-like 2 (T-cell specific, HMG-box)	0	0	0	1	0
TCN1	Transcobalamin I (vitamin B12 binding protein, R binder family)	0	1	1	0	0
TCP1	T-complex 1	0	0	0	1	0
TDRD7	Tudor domain containing 7	0	0	0	1	0
TESK2	Testis-specific kinase 2	0	0	0	1	0
TFAP2B	Transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	1	1	1	1	0
TFAP2C	Transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)	1	1	1	0	0
TFCP2L1	Transcription factor CP2-like 1	0	0	0	1	0
TFF1	Trefoil factor 1	1	0	1	1	0
TFF3	Trefoil factor 3 (intestinal)	1	1	1	1	0
TFPI2	Tissue factor pathway inhibitor 2	0	1	1	0	0
TFRC	Transferrin receptor (p90, CD71)	1	0	0	1	0
TGFB2	Transforming growth factor, beta 2	1	0	0	0	0
TGFBR2	Transforming growth factor, beta receptor II (70/80kDa)	1	0	0	0	0
TGFBR3	Transforming growth factor, beta receptor III	0	1	1	1	0
THAP11	THAP domain containing 11	0	1	1	0	0
THRAP2	Thyroid hormone receptor associated protein 2	0	1	1	0	0
THRAP4	Thyroid hormone receptor associated protein 4	1	1	1	0	0
THRB	Thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)	1	0	0	0	0
THSD4	Thrombospondin, type I, domain containing 4	0	0	0	1	0
THYN1	Thymocyte nuclear protein 1	0	0	0	1	0
TIMELESS	Timeless homolog (Drosophila)	0	0	0	1	0
TIMM9	Translocase of inner mitochondrial membrane 9 homolog (yeast)	0	0	0	1	0
TIMP3	TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory)	1	0	0	0	0
TINP1	TGF beta-inducible nuclear protein 1	0	0	0	1	0
TIPIN	TIMELESS interacting protein	0	0	0	1	0
TK1	Thymidine kinase 1, soluble	0	0	0	1	1
TLE2	Transducin-like enhancer of split 2 (E(sp1) homolog, Drosophila)	0	0	0	1	0
TLE3	Transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)	0	1	1	0	0
TLR5	Toll-like receptor 5	0	0	0	1	0
TLR7	Toll-like receptor 7	0	0	0	1	0
TM4SF1	Transmembrane 4 L six family member 1	1	0	0	0	0
TM4SF18	Transmembrane 4 L six family member 18	0	0	0	1	0
TM9SF2	Transmembrane 9 superfamily member 2	0	1	1	0	0
TMC6	Transmembrane channel-like 6	0	0	0	1	0
TMEM101	Transmembrane protein 101	0	0	0	1	0
TMEM118	Transmembrane protein 118	0	0	0	1	0
TMEM121	Transmembrane protein 121	0	0	0	1	0
TMEM126A	Transmembrane protein 126A	0	0	0	1	0
TMEM132A	Transmembrane protein 132A	0	0	0	1	0
TMEM135	Transmembrane protein 135	0	0	0	1	0
TMEM139	Transmembrane protein 139	0	0	0	1	0
TMEM141	Transmembrane protein 141	0	0	0	1	0
TMEM149	Transmembrane protein 149	0	0	0	1	0
TMEM14A	Transmembrane protein 14A	0	0	0	1	0
TMEM186	Transmembrane protein 186	0	0	0	1	0
TMEM25	Transmembrane protein 25	0	0	0	1	1
TMEM4	Transmembrane protein 4	0	0	0	1	0
TMEM45B	Transmembrane protein 45B	0	0	1	1	1
TMEM65	Transmembrane protein 65	1	1	1	0	0
TMEPAI	Transmembrane, prostate androgen induced RNA	1	0	0	0	0
TMPRSS5	Transmembrane protease, serine 5 (spinesin)	0	0	0	1	0
TMSB10	Thymosin, beta 10	1	1	1	1	1
TMSL8	Thymosin-like 8	0	0	0	1	0
TNC	Tenascin C (hexabrachion)	1	1	1	0	0
TncRNA	Trophoblast-derived noncoding RNA	1	1	1	0	0
TNFRSF17	Tumor necrosis factor receptor superfamily, member 17	0	0	0	1	0
TNFRSF21	Tumor necrosis factor receptor superfamily, member 21	0	0	0	1	0
TNFSF4	Tumor necrosis factor (ligand) superfamily, member 4 (tax-transcriptionally activated glycoprotein 1, 34kDa)	0	0	0	1	0
TNNI2	Troponin I type 2 (skeletal, fast)	1	0	0	1	0
TNS1	Tensin 1	1	0	0	0	0
TOB1	Transducer of ERBB2, 1	1	0	1	1	0
TOM1L1	Target of myb1 (chicken)-like 1	0	0	0	1	0
TOMM7	Translocase of outer mitochondrial membrane 7 homolog (yeast)	0	0	0	1	0
TOP1MT	Topoisomerase (DNA) I, mitochondrial	0	0	0	1	0
TOP2A	Topoisomerase (DNA) II alpha 170kDa	0	0	0	1	1
TOP2B	Topoisomerase (DNA) II beta 180kDa	0	0	0	1	0
TP53	Tumor protein p53 (Li-Fraumeni syndrome)	0	0	0	0	1
TP53AP1	TP53 activated protein 1	0	0	0	1	0
TP53BP2	Tumor protein p53 binding protein, 2	0	1	1	1	1
TP53INP1	Tumor protein p53 inducible nuclear protein 1	0	0	0	1	0
TPD52	Tumor protein D52	1	0	0	0	0
TPD52L1	Tumor protein D52-like 1	0	0	0	1	0
TPM1	Tropomyosin 1 (alpha)	1	0	0	0	0
TRAF2	TNF receptor-associated factor 2	0	0	0	1	0
TRAF4	TNF receptor-associated factor 4	1	0	0	1	0
TRAM1	Translocation associated membrane protein 1	0	0	1	0	0
TRAPPC2	Trafficking protein particle complex 2	0	0	0	1	0
TRAPPC4	Trafficking protein particle complex 4	0	0	0	1	0
TRH	Thyrotropin-releasing hormone	0	0	0	1	0
TRIM17	Tripartite motif-containing 17	0	0	0	1	0
TRIM2	Tripartite motif-containing 2	0	0	0	1	0
TRIM24	Tripartite motif-containing 24	0	0	0	1	0
TRIM29	Tripartite motif-containing 29	1	1	1	0	0
TRMT1	TRM1 tRNA methyltransferase 1 homolog (S. cerevisiae)	0	0	0	1	0
TRMT12	TRNA methyltransferase 12 homolog (S. cerevisiae)	0	0	0	1	0
TRPS1	Trichorhinophalangeal syndrome I	1	1	1	1	0
TRPV6	Transient receptor potential cation channel, subfamily V, member 6	1	0	0	0	0
TRSPAP1	TRNA selenocysteine associated protein 1	0	0	0	1	0
TSC22D1	TSC22 domain family, member 1	1	0	1	0	0
TSG101	Tumor susceptibility gene 101	0	0	0	1	0
TSHZ2	Teashirt family zinc finger 2	1	0	0	0	0
TSPAN12	Tetraspanin 12	0	0	0	1	0
TSPAN13	Tetraspanin 13	0	0	0	1	1
TSPAN31	Tetraspanin 31	0	0	0	1	0
TSPAN7	Tetraspanin 7	1	0	0	0	0
TSPAN9	Tetraspanin 9	0	0	0	1	0
TSPO	Translocator protein (18kDa)	0	0	0	1	0
TSTA3	Tissue specific transplantation antigen P35B	1	0	0	0	0
TTC12	Tetratricopeptide repeat domain 12	0	0	0	1	0
TTK	TTK protein kinase	0	0	0	1	0
TTLL12	Tubulin tyrosine ligase-like family, member 12	0	0	0	1	0
TTLL4	Tubulin tyrosine ligase-like family, member 4	0	0	0	1	0
TTYH1	Tweety homolog 1 (Drosophila)	0	0	0	1	0
TTYH3	Tweety homolog 3 (Drosophila)	0	1	1	0	0
TUBB3	Tubulin, beta 3	0	0	0	1	0
TULP3	Tubby like protein 3	0	0	0	1	0
TUSC3	Tumor suppressor candidate 3	1	1	1	0	0
TWF1	Twinfilin, actin-binding protein, homolog 1 (Drosophila)	0	1	0	0	0
TXN	Thioredoxin	0	0	0	1	0
TXNIP	Thioredoxin interacting protein	1	0	0	0	0
TYMS	Thymidylate synthetase	0	0	0	1	1
TYW1	TRNA-yW synthesizing protein 1 homolog (S. cerevisiae)	0	0	0	1	0
UBE1	Ubiquitin-activating enzyme E1 (A1S9T and BN75 temperature sensitivity complementing)	0	1	1	0	0
UBE2C	Ubiquitin-conjugating enzyme E2C	0	0	0	0	1
UBE2D3	Ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)	0	0	1	0	0
UBE2E3	Ubiquitin-conjugating enzyme E2E 3 (UBC4/5 homolog, yeast)	0	0	0	1	0
UBE2T	Ubiquitin-conjugating enzyme E2T (putative)	0	0	0	1	0
UBE2Z	Ubiquitin-conjugating enzyme E2Z (putative)	0	0	0	1	0
UBL5	Ubiquitin-like 5	0	0	0	1	0
UBN1	Ubinuclein 1	0	0	0	1	0
UCHL1	Ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)	0	0	0	1	0
UCHL3	Ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)	0	0	0	1	0
UCN	Urocortin	0	0	0	1	0
UGCGL1	UDP-glucose ceramide glucosyltransferase-like 1	0	0	0	1	0
UGT2B15	UDP glucuronosyltransferase 2 family, polypeptide B15	0	0	1	0	0
UGT2B7	UDP glucuronosyltransferase 2 family, polypeptide B7	0	0	0	1	0
UNC13D	Unc-13 homolog D (C. elegans)	0	0	0	1	0
UNG	Uracil-DNA glycosylase	0	1	1	0	0
UNQ1887	Signal peptide peptidase 3	0	0	0	1	0
UNQ501	MBC3205	0	0	0	1	0
USP32	Ubiquitin specific peptidase 32	1	0	0	0	0
UTP20	UTP20, small subunit (SSU) processome component, homolog (yeast)	0	1	1	0	0
VAMP8	Vesicle-associated membrane protein 8 (endobrevin)	0	0	0	1	0
VAPA	VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa	0	0	0	1	0
VAV1	Vav 1 oncogene	0	0	0	1	0
VAV3	Vav 3 oncogene	1	1	0	1	1
VCL	Vinculin	0	1	1	0	0
VCX	Variable charge, X-linked	0	0	0	1	0
VDAC2	Voltage-dependent anion channel 2	0	0	0	1	0
VDP	Vesicle docking protein p115	0	1	1	0	0
VEGFA	Vascular endothelial growth factor A	0	0	0	0	0
VGLL1	Vestigial like 1 (Drosophila)	0	1	0	1	0
VPS37B	Vacuolar protein sorting 37 homolog B (S. cerevisiae)	0	0	0	1	0
VSX1	Visual system homeobox 1 homolog, CHX10-like (zebrafish)	0	0	0	1	0
VWA1	Von Willebrand factor A domain containing 1	0	0	0	1	0
VWF	Von Willebrand factor	1	0	0	0	0
WASF3	WAS protein family, member 3	1	0	0	0	0
WDR26	WD repeat domain 26	0	0	0	1	0
WDR57	WD repeat domain 57 (U5 snRNP specific)	0	0	1	0	0
WDR59	WD repeat domain 59	0	0	0	1	0
WDR6	WD repeat domain 6	0	0	0	1	0
WDR61	WD repeat domain 61	0	0	0	1	0
WDSOF1	WD repeats and SOF1 domain containing	0	0	0	1	0
WFDC2	WAP four-disulfide core domain 2	1	0	1	0	0
WHDC1	WAS protein homology region 2 domain containing 1	0	1	1	0	0
WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1	0	0	0	1	0
WIPF2	WAS/WASL interacting protein family, member 2	0	0	1	0	0
WNT3	Wingless-type MMTV integration site family, member 3	0	0	0	1	0
WNT5A	Wingless-type MMTV integration site family, member 5A	1	1	1	0	0
WNT6	Wingless-type MMTV integration site family, member 6	0	0	0	1	0
WSB2	WD repeat and SOCS box-containing 2	0	0	0	1	0
WWP1	WW domain containing E3 ubiquitin protein ligase 1	0	1	1	1	0
WWP2	WW domain containing E3 ubiquitin protein ligase 2	1	0	0	1	0
XBP1	X-box binding protein 1	1	1	1	1	1
XPO4	Exportin 4	1	0	0	0	0
XRN2	5-3 exoribonuclease 2	0	0	1	0	0
XYLT2	Xylosyltransferase II	0	0	0	1	0
YBX1	Y box binding protein 1	0	0	0	0	0
YBX2	Y box binding protein 2	0	0	0	1	0
YIF1A	Yip1 interacting factor homolog A (S. cerevisiae)	0	0	0	1	0
YPEL3	Yippee-like 3 (Drosophila)	0	1	0	0	0
YWHAZ	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	1	0	0	0	0
ZBED3	Zinc finger, BED-type containing 3	0	0	0	1	0
ZBTB4	Zinc finger and BTB domain containing 4	0	0	0	1	0
ZCCHC11	Zinc finger, CCHC domain containing 11	0	0	1	0	0
ZCD1	Zinc finger, CDGSH-type domain 1	0	1	1	0	0
ZCRB1	Zinc finger CCHC-type and RNA binding motif 1	0	0	0	1	0
ZDHHC13	Zinc finger, DHHC-type containing 13	0	0	0	1	0
ZDHHC14	Zinc finger, DHHC-type containing 14	0	0	0	1	0
ZDHHC5	Zinc finger, DHHC-type containing 5	0	1	1	0	0
ZEB2	Zinc finger E-box binding homeobox 2	1	0	0	0	0
ZFHX4	Zinc finger homeodomain 4	0	0	0	1	0
ZFP36L2	Zinc finger protein 36, C3H type-like 2	0	1	1	0	0
ZFX	Zinc finger protein, X-linked	0	1	1	0	0
ZFYVE21	Zinc finger, FYVE domain containing 21	0	0	0	1	0
ZHX1	Zinc fingers and homeoboxes 1	1	0	0	0	0
ZNF133	Zinc finger protein 133	0	0	0	1	0
ZNF165	Zinc finger protein 165	0	0	0	1	0
ZNF217	Zinc finger protein 217	1	0	0	0	0
ZNF236	Zinc finger protein 236	0	1	1	0	0
ZNF24	Zinc finger protein 24	0	0	0	1	0
ZNF318	Zinc finger protein 318	0	0	0	1	0
ZNF364	Zinc finger protein 364	0	0	0	1	0
ZNF432	Zinc finger protein 432	0	0	0	1	0
ZNF462	Zinc finger protein 462	0	0	0	1	0
ZNF516	Zinc finger protein 516	0	1	1	0	0
ZNF532	Zinc finger protein 532	0	1	0	0	0
ZNF552	Zinc finger protein 552	0	0	0	1	0
ZNF606	Zinc finger protein 606	0	0	0	1	0
ZNF614	Zinc finger protein 614	0	0	0	1	0
ZNF639	Zinc finger protein 639	0	0	0	1	0
ZNF649	Zinc finger protein 649	0	0	0	1	0
ZNF688	Zinc finger protein 688	0	0	0	1	0
ZNF7	Zinc finger protein 7	0	0	0	1	0
ZNF706	Zinc finger protein 706	0	0	0	1	0
ZNF75	Zinc finger protein 75 (D8C6)	0	1	1	0	0
ZNF783	Zinc finger protein 783	0	0	0	1	0
ZNFX1	Zinc finger, NFX1-type containing 1	1	0	0	0	0
ZNHIT3	Zinc finger, HIT type 3	0	0	0	1	0
ZSCAN18	Zinc finger and SCAN domain containing 18	0	0	0	1	0
CDCA1	Cell division cycle associated 1 (NUF2, NDC80 kinetochore complex component, homolog)	0	0	0	0	1
HSPC150	UBE2T ubiquitin-conjugating enzyme E2T	0	0	0	0	1
FIGF	c-fos induced growth factor (vascular endothelial growth factor D)	0	0	0	0	1
KNTC2	NDC80 homolog, kinetochore complex component	0	0	0	0	1
BCMP11	breast cancer membrane protein 11 (AGR3 anterior gradient homolog 3)	0	0	0	0	1
VEGF	VEGFA vascular endothelial growth factor A	0	0	0	0	1
C10orf7	CDC123 cell division cycle 123 homolog	0	0	0	0	1
EMSY	C11orf30 chromosome 11 open reading frame 30	0	0	0	0	1
LOC201895	C4orf34 chromosome 4 open reading frame 34	0	0	0	0	1
NSEP1	nuclease sensitive element binding protein 1 (YBX1 Y box binding protein 1)	0	0	0	0	1
SHCP66	similar to shc p66	0	0	0	0	1
TM4SF13	Transmembrane 4 superfamily member 13 (TSPAN13 tetraspanin 13)	0	0	0	0	1
WIRE	WIPF2 WAS/WASL interacting protein family, member 2	0	0	0	0	1
