Gene Title	Gene Symbol	RefSeq Transcript Id	p-value(TREATMENTS)	p-value(Let7b - negative control1)	ratio (Let7b - negative control1)	p-value(Let7b - negative control2)	ratio (Let7b - negative control2)
secretory carrier membrane protein 1	SCAMP1	NM_004866 /// NM_052822	1.37E-10	4.51E-08	1.09261	4.77E-09	1.33323
transmembrane protein 57 /// similar to hypothetical protein MGC17347	TMEM57 /// LOC159090	NM_018202 /// NM_145284	7.47E-09	3.49E-08	1.09304	1.59E-08	1.17232
similar to hypothetical protein MGC17347	LOC159090	NM_145284	4.80E-09	1.01E-08	1.09347	5.30E-09	1.15748
solute carrier family 6 (neurotransmitter transporter, taurine), member 6	SLC6A6	NM_003043	2.71E-10	7.16E-11	1.09367	2.17E-10	0.994739
NA	NA	NA	5.46E-11	2.01E-09	1.09519	5.66E-11	1.48935
SAR1 gene homolog B (S. cerevisiae)	SAR1B	NM_001033503 /// NM_016103	3.91E-08	4.46E-08	1.09622	8.43E-09	1.27093
chromosome 9 open reading frame 150	C9orf150	NM_203403	6.30E-10	9.45E-10	1.09715	6.54E-10	1.13264
glucocorticoid induced transcript 1	GLCCI1	NM_138426	1.36E-10	3.50E-08	1.09789	5.03E-08	1.06266
chromosome 10 open reading frame 38	C10orf38	NM_001010924	1.96E-15	1.95E-15	1.09915	4.68E-16	1.23846
CD58 antigen, (lymphocyte function-associated antigen 3)	CD58	NM_001779	3.00E-07	2.68E-07	1.09967	1.44E-07	1.16387
histone 1, H2bc	HIST1H2BC	NM_003526	6.08E-10	5.25E-07	1.10077	5.98E-07	1.08744
dystonin	DST	NM_001723 /// NM_015548 /// NM_020388 /// NM_183380	1.22E-07	3.54E-08	1.1009	8.94E-08	1.01275
Chaperonin containing TCP1, subunit 8 (theta)	FMO5	NM_001461	2.88E-06	1.38E-06	1.10258	4.45E-06	0.984568
CD36 antigen (collagen type I receptor, thrombospondin receptor)	CD36	NM_000072 /// NM_001001547 /// NM_001001548	3.24E-06	2.15E-06	1.10269	9.65E-07	1.19014
pleckstrin homology-like domain, family B, member 3	PHLDB3	NM_198850	5.98E-09	3.20E-08	1.103	7.80E-08	1.01836
tetratricopeptide repeat domain 3	TTC3	NM_001001894 /// NM_003316	2.57E-11	7.68E-10	1.10393	4.94E-10	1.14679
thymosin, beta 4, X-linked /// thymosin-like 3	TMSB4X /// TMSL3	NM_021109 /// NM_183049	1.36E-08	5.00E-09	1.10425	7.80E-09	1.06198
mucin 13, epithelial transmembrane	MUC13	NM_033049	8.46E-06	1.31E-05	1.10606	1.33E-06	1.38414
KIAA0802	KIAA0802	NM_015210	2.44E-08	1.58E-08	1.10786	7.16E-09	1.18796
Platelet-derived growth factor alpha polypeptide	PDGFA	NM_002607 /// NM_033023	6.10E-10	3.19E-09	1.10807	7.25E-09	1.03113
interferon, alpha-inducible protein (clone IFI-6-16)	G1P3	NM_002038 /// NM_022872 /// NM_022873	2.33E-06	3.25E-06	1.10877	2.49E-06	1.13762
3-phosphoadenosine 5-phosphosulfate synthase 2	PAPSS2	NM_001015880 /// NM_004670	1.64E-10	1.78E-07	1.10989	7.50E-07	0.971433
epithelial membrane protein 2	EMP2	NM_001424	1.96E-09	1.26E-08	1.11024	2.48E-10	1.56284
hypothetical protein Ells1	Ells1	NM_152793	1.19E-07	2.02E-07	1.11126	6.72E-08	1.22835
laminin, beta 2 (laminin S)	LAMB2	NM_002292	2.78E-05	6.75E-06	1.11212	2.07E-05	0.992768
membrane-bound transcription factor peptidase, site 1	MBTPS1	NM_003791 /// NM_201268	5.04E-11	1.26E-10	1.11338	1.14E-10	1.12308
latent transforming growth factor beta binding protein 3	LTBP3	NM_021070	1.68E-07	1.41E-06	1.11437	3.71E-07	1.26332
transforming, acidic coiled-coil containing protein 2	TACC2	NM_006997 /// NM_206860 /// NM_206861 /// NM_206862	9.88E-09	4.92E-08	1.1147	2.77E-09	1.43759
chromosome X open reading frame 12	CXorf12	NM_003492	4.93E-08	1.22E-08	1.115	4.69E-08	0.988918
membrane-associated ring finger (C3HC4) 8	9-Mar NM_001002265 ///	NM_001002266 /// NM_145021	2.38E-10	8.74E-10	1.11615	2.05E-09	1.03663
hydroxysteroid (17-beta) dehydrogenase 2	HSD17B2	NM_002153	7.05E-11	7.34E-09	1.11732	3.46E-08	0.973922
spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)	SPTAN1	NM_003127	7.00E-09	4.07E-09	1.11743	2.39E-08	0.955995
nucleolar protein 3 (apoptosis repressor with CARD domain)	NOL3	NM_003946	8.79E-08	2.01E-08	1.11843	8.45E-08	0.98338
telomerase-associated protein 1	TEP1	NM_007110	8.88E-11	9.87E-08	1.12028	1.20E-07	1.10035
sulfotransferase family, cytosolic, 1C, member 1	SULT1C1	NM_001056 /// NM_176825	1.55E-14	2.02E-10	1.12066	6.61E-10	1.01202
Metallothionein 1M	MT1K	NM_176870	1.82E-08	8.42E-09	1.1208	7.52E-09	1.132
spermidine/spermine N1-acetyltransferase	SAT	NM_002970	1.62E-12	1.10E-12	1.12109	5.37E-13	1.19063
myosin VA (heavy polypeptide 12, myoxin)	MYO5A	NM_000259	5.58E-07	5.67E-07	1.1214	9.80E-07	1.06529
DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	DDX58	NM_014314	4.85E-10	4.37E-10	1.122	5.65E-10	1.09736
AT rich interactive domain 5B (MRF1-like)	ARID5B	NM_032199	1.38E-12	5.51E-12	1.12408	1.53E-11	1.03066
CD58 antigen, (lymphocyte function-associated antigen 3)	CD58	NM_001779	1.25E-10	6.07E-11	1.12464	1.80E-10	1.02483
complement component 1, s subcomponent	C1S	NM_001734 /// NM_201442	1.69E-10	7.61E-09	1.12548	1.57E-08	1.05567
retinol binding protein 1, cellular	RBP1	NM_002899	1.37E-07	3.39E-07	1.12672	3.78E-08	1.37526
histone 1, H3h	HIST1H3H	NM_003536	1.70E-13	1.69E-09	1.12761	8.39E-10	1.19798
CD58 antigen, (lymphocyte function-associated antigen 3)	CD58	NM_001779	1.08E-08	5.73E-09	1.12868	1.50E-08	1.03671
glycerol kinase	GK	NM_000167 /// NM_203391	5.53E-11	2.85E-10	1.12873	6.69E-10	1.04869
calcium channel, voltage-dependent, alpha 2/delta subunit 4	CACNA2D4	NM_001005737 /// NM_001005766 /// NM_172364	7.62E-10	4.44E-08	1.12887	1.99E-08	1.21235
limb region 1 homolog (mouse)	LMBR1	NM_022458	1.29E-07	3.43E-07	1.12926	7.48E-08	1.29779
Transcribed locus	NA	NA	4.26E-07	1.01E-07	1.13021	4.36E-07	0.98821
p53 target zinc finger protein	WIG1	NM_022470 /// NM_152240	4.19E-07	4.04E-07	1.13146	1.49E-07	1.23994
CD58 antigen, (lymphocyte function-associated antigen 3) /// CD58 antigen, (lymp	CD58	NM_001779	5.41E-11	2.65E-11	1.13163	8.26E-11	1.02705
dystonin	DST	NM_001723 /// NM_015548 /// NM_020388 /// NM_183380	4.48E-08	1.17E-08	1.13269	3.32E-08	1.03287
SMAD specific E3 ubiquitin protein ligase 2	SMURF2	NM_022739	6.09E-10	3.24E-09	1.13324	6.38E-10	1.30505
CD99 antigen-like 2	CD99L2	NM_031462 /// NM_134445 /// NM_134446	2.80E-09	8.98E-09	1.13353	1.22E-08	1.1037
transmembrane and coiled-coil domains 3	TMCO3	NM_017905	2.38E-10	8.22E-11	1.13479	1.29E-10	1.092
hypothetical protein FLJ11000	FLJ11000	NM_018295	7.90E-10	2.13E-10	1.13544	8.14E-10	1.0115
metallothionein 1F (functional)	MT1F	NM_005949	3.06E-09	1.72E-09	1.13587	1.10E-09	1.18038
serine carboxypeptidase 1	SCPEP1	NM_021626	7.79E-10	6.39E-10	1.13621	1.20E-09	1.07615
Homo sapiens, clone IMAGE:5225774, mRNA	NA	NA	8.03E-09	9.19E-09	1.13689	3.07E-09	1.25173
purine-rich element binding protein B	PURB	NM_033224	2.94E-08	1.42E-08	1.13711	1.80E-08	1.11366
sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)	SGCB	NM_000232	4.40E-11	3.82E-11	1.1396	1.27E-11	1.25105
B-cell translocation gene 1, anti-proliferative	BTG1	NM_001731	6.22E-09	7.43E-09	1.13971	3.23E-09	1.22582
muscleblind-like 2 (Drosophila)	MBNL2	NM_144778 /// NM_207304	2.38E-09	7.96E-10	1.14159	1.30E-09	1.09427
tetratricopeptide repeat domain 7B	TTC7B	NM_001010854	7.35E-09	2.61E-07	1.14337	1.17E-07	1.23061
PTEN induced putative kinase 1	PINK1	NM_032409	1.62E-10	5.12E-10	1.14481	2.66E-10	1.21091
pleckstrin homology domain containing, family H (with MyTH4 domain) member 2	PLEKHH2	NM_172069	6.58E-06	5.74E-06	1.14542	1.42E-06	1.31153
Transcribed locus, weakly similar to XP_510104.1 PREDICTED: similar to hypotheti	NA	NA	3.71E-07	1.82E-06	1.14566	4.35E-06	1.05288
CGI-116 protein	CGI-116	NM_016053	7.37E-09	3.16E-08	1.1469	8.07E-08	1.05429
dickkopf homolog 3 (Xenopus laevis)	DKK3	NM_001018057 /// NM_013253 /// NM_015881	3.62E-07	2.03E-07	1.14709	2.21E-07	1.13813
Hypothetical protein LOC201895	LOC201895	NM_174921	4.60E-14	8.42E-12	1.14874	2.77E-11	1.03836
drebrin 1	DBN1	NM_004395 /// NM_080881	4.98E-09	4.19E-09	1.14944	1.46E-09	1.26036
popeye domain containing 3	POPDC3	NM_022361	5.62E-07	3.44E-06	1.1499	3.06E-06	1.16318
histone 1, H1c	HIST1H1C	NM_005319	4.89E-13	3.27E-08	1.15016	6.73E-08	1.07789
Hypothetical protein MGC34646	MGC34646	NM_173519	2.11E-10	1.29E-10	1.15099	1.26E-10	1.15321
forkhead box O3A	FOXO3A	NM_001455 /// NM_201559	3.57E-07	1.54E-07	1.15114	1.59E-07	1.14812
protein kinase C, alpha	PRKCA	NM_002737	2.27E-10	3.11E-10	1.15164	1.66E-09	0.996495
aquaporin 8	AQP8	NM_001169	6.38E-05	6.61E-05	1.15217	3.72E-05	1.2257
CDNA FLJ31683 fis, clone NT2RI2005353	NA	NA	2.04E-11	1.69E-09	1.15358	3.69E-09	1.07735
chromosome 16 open reading frame 52	C16orf52	NM_173501	3.18E-10	4.61E-09	1.15414	2.22E-09	1.2302
granulin	GRN	NM_001012479 /// NM_002087	4.66E-11	9.93E-11	1.15454	8.18E-11	1.17385
secretory carrier membrane protein 1	SCAMP1	NM_004866 /// NM_052822	5.81E-10	9.60E-08	1.15471	3.89E-09	1.53543
serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), membe	SERPINA3	NM_001085	5.67E-14	7.55E-09	1.15511	4.82E-10	1.46749
ATP-binding cassette, sub-family C (CFTR/MRP), member 3	ABCC3	NM_003786 /// NM_020037 /// NM_020038	1.27E-06	1.54E-06	1.15565	1.65E-06	1.14781
glucocorticoid induced transcript 1	GLCCI1	NM_138426	3.08E-07	8.41E-07	1.15637	1.09E-06	1.12838
KIAA1815	KIAA1815	NM_024896	3.12E-14	5.48E-13	1.1565	3.06E-13	1.21476
leukotriene B4 12-hydroxydehydrogenase	LTB4DH	NM_012212	1.19E-15	3.87E-12	1.15695	1.74E-11	1.01839
caveolin 2	CAV2	NM_001233 /// NM_198212	1.51E-06	4.54E-07	1.15701	1.56E-06	1.0298
decay accelerating factor for complement (CD55, Cromer blood group system)	DAF	NM_000574	2.64E-10	3.30E-09	1.15758	5.36E-10	1.35512
zinc finger and BTB domain containing 20	ZBTB20	NM_015642	1.06E-05	9.28E-05	1.15986	0.000199498	1.0635
zinc finger protein 83 (HPF1)	ZNF83	NM_018300	0.000122319	6.31E-05	1.16183	6.72E-05	1.15394
iduronate 2-sulfatase (Hunter syndrome)	IDS	NM_000202 /// NM_006123	2.17E-06	3.06E-06	1.16411	1.10E-06	1.28436
SMAD, mothers against DPP homolog 2 (Drosophila)	SMAD2	NM_001003652 /// NM_005901	2.53E-09	2.22E-08	1.16571	2.39E-09	1.418
sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphor	SEMA3G	NM_020163	3.62E-10	8.36E-09	1.16673	7.01E-08	0.965551
Inositol polyphosphate-4-phosphatase, type I, 107kDa	INPP4A	NM_001566 /// NM_004027	1.13E-05	1.47E-05	1.1675	5.37E-05	1.01954
Zinc finger protein 117 (HPF9)	ZNF117	NM_024498	3.15E-06	1.67E-05	1.16979	3.69E-05	1.07671
tweety homolog 2 (Drosophila)	TTYH2	NM_032646 /// NM_052869	3.32E-06	8.44E-07	1.17068	2.44E-06	1.05806
kelch-like 24 (Drosophila)	KLHL24	NM_017644	1.52E-07	6.98E-08	1.17077	7.43E-08	1.16426
proline-rich nuclear receptor coactivator 1	PNRC1	NM_006813	2.73E-09	3.23E-09	1.17168	1.63E-09	1.24373
vanin 1 /// vanin 1	VNN1	NM_004666	2.48E-06	1.16E-06	1.17219	1.96E-06	1.11501
l(3)mbt-like (Drosophila)	L3MBTL	NM_015478 /// NM_032107	6.83E-07	3.93E-06	1.17257	3.19E-06	1.19657
tribbles homolog 2 (Drosophila)	TRIB2	NM_021643	1.93E-11	8.20E-09	1.1727	9.76E-09	1.15484
excision repair cross-complementing rodent repair deficiency, complementation gr	ERCC1	NM_001983 /// NM_202001	4.22E-10	2.55E-10	1.17436	1.30E-10	1.24396
sphingomyelin phosphodiesterase 1, acid lysosomal (acid sphingomyelinase)	SMPD1	NM_000543 /// NM_001007593	2.75E-09	1.04E-09	1.17538	5.37E-09	1.0185
CDNA FLJ34585 fis, clone KIDNE2008758	NA	NA	4.16E-07	1.88E-07	1.17714	6.80E-07	1.04493
tumor necrosis factor receptor superfamily, member 11a, NFKB activator	TNFRSF11A	NM_003839	5.53E-06	4.61E-06	1.17727	2.02E-05	1.01448
Inositol polyphosphate-4-phosphatase, type I, 107kDa	INPP4A	NM_001566 /// NM_004027	1.13E-07	3.45E-07	1.17758	2.50E-07	1.21314
homer homolog 3 (Drosophila)	HOMER3	NM_004838	6.08E-09	2.70E-09	1.17762	2.40E-09	1.18983
aldehyde oxidase 1	AOX1	NM_001159	3.39E-10	3.44E-09	1.17865	7.43E-09	1.10169
hypothetical protein LOC283852	LOC283852	NA	1.10E-11	2.93E-11	1.17871	1.37E-11	1.25777
PREDICTED: Homo sapiens similar to GKP3 protein (LOC201989), mRNA	NA	NA	1.42E-07	8.31E-07	1.17922	2.90E-06	1.04638
regulating synaptic membrane exocytosis 3	RIMS3	NM_014747	1.62E-10	8.88E-10	1.17982	4.12E-09	1.03227
activated leukocyte cell adhesion molecule	ALCAM	NM_001627	1.47E-10	1.08E-08	1.17985	1.71E-10	1.69029
integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	ITGA2	NM_002203	5.62E-07	4.63E-07	1.18025	2.40E-06	1.01016
SH3 domain binding glutamic acid-rich protein like 3 /// SH3 domain binding glut	SH3BGRL3	NM_031286	1.69E-11	2.13E-11	1.18164	1.74E-11	1.20237
transmembrane and coiled-coil domains 3	TMCO3	NM_017905	2.71E-08	6.02E-09	1.18301	2.53E-08	1.04217
ATM/ATR-Substrate Chk2-Interacting Zn2+-finger protein	ASCIZ	NM_015251	1.63E-15	3.53E-13	1.18317	9.61E-14	1.32007
B-cell translocation gene 1, anti-proliferative	BTG1	NM_001731	9.49E-09	2.34E-08	1.18466	8.81E-09	1.29168
kinesin family member C2	KIFC2	NM_145754	2.15E-07	2.92E-07	1.18519	1.07E-07	1.29924
flavin containing monooxygenase 5	FMO5	NM_001461	2.02E-09	1.82E-09	1.18766	1.78E-09	1.19034
hexokinase 1	HK1	NM_000188 /// NM_033496 /// NM_033497 /// NM_033498 /// NM_033500	9.02E-09	9.82E-09	1.18859	2.28E-09	1.35063
GABA(A) receptor-associated protein like 1 /// GABA(A) receptors associated prot	GABARAPL1 /// GABARAPL3	NM_031412	4.63E-07	1.57E-07	1.18871	1.10E-06	0.992428
glycerol kinase	GK	NM_000167 /// NM_203391	3.67E-12	1.72E-11	1.19149	4.59E-11	1.09583
armadillo repeat containing, X-linked 3	ARMCX3	NM_016607 /// NM_177947 /// NM_177948	4.75E-09	3.16E-09	1.1934	1.62E-09	1.26478
guanine nucleotide binding protein (G protein), beta polypeptide 1	GNB1	NM_002074	9.56E-15	1.06E-12	1.19388	8.21E-14	1.48065
ras homolog gene family, member Q	RHOQ	NM_012249	4.22E-13	5.12E-11	1.19507	2.14E-11	1.28717
metallothionein 1X	MT1X	NM_005952	4.56E-08	1.27E-08	1.19571	3.14E-08	1.10292
STEAP family member 3	STEAP3	NM_001008410 /// NM_018234 /// NM_182915	6.33E-07	5.60E-06	1.19673	2.18E-07	1.62884
bromodomain adjacent to zinc finger domain, 2B	BAZ2B	NM_013450	6.87E-09	3.10E-09	1.19974	2.99E-09	1.20354
paired box gene 6 (aniridia, keratitis)	PAX6	NM_000280 /// NM_001604	2.27E-10	2.87E-10	1.20157	1.29E-10	1.28711
glycerol kinase	GK	NM_000167 /// NM_203391	1.02E-13	6.28E-14	1.20283	1.24E-13	1.13638
trophoblast-derived noncoding RNA	TncRNA	NA	5.78E-11	3.76E-09	1.20297	2.50E-09	1.24647
S100 calcium binding protein A4 (calcium protein, calvasculin, metastasin, murin	S100A4	NM_002961 /// NM_019554	2.61E-08	3.26E-08	1.20327	1.75E-08	1.27156
protein tyrosine phosphatase type IVA, member 1	PTP4A1	NM_003463	3.51E-14	1.60E-12	1.20372	8.94E-14	1.53462
lectin, galactoside-binding, soluble, 1 (galectin 1)	LGALS1	NM_002305	2.55E-11	9.84E-12	1.20579	1.28E-11	1.1795
aquaporin 3	AQP3	NM_004925	3.78E-09	2.14E-09	1.20684	2.27E-08	0.98054
CD109 antigen (Gov platelet alloantigens)	CD109	NM_133493	1.02E-10	3.59E-10	1.20712	5.11E-10	1.17109
decay accelerating factor for complement (CD55, Cromer blood group system)	DAF	NM_000574	5.01E-11	3.83E-10	1.20919	1.04E-10	1.35231
transmembrane protein 16K	TMEM16K	NM_018075	2.06E-09	1.45E-09	1.21115	7.05E-10	1.28899
angiotensin II receptor, type 1	AGTR1	NM_000685 /// NM_004835 /// NM_009585 /// NM_031850 /// NM_032049	1.61E-06	1.41E-06	1.21128	5.08E-06	1.06999
solute carrier family 16 (monocarboxylic acid transporters), member 6	SLC16A6	NM_004694	1.20E-07	3.18E-05	1.21221	4.67E-06	1.47305
alpha-2-glycoprotein 1, zinc	AZGP1	NM_001185	3.93E-09	2.01E-09	1.21479	1.37E-09	1.2561
GLI pathogenesis-related 1 (glioma)	GLIPR1	NM_006851	3.53E-14	3.67E-13	1.21602	4.31E-13	1.1998
hypothetical protein FLJ31401	FLJ31401	NA	2.02E-08	4.35E-08	1.22004	2.30E-07	1.04926
filamin binding LIM protein 1	FBLIM1	NM_001024215 /// NM_001024216 /// NM_017556	1.29E-08	1.57E-08	1.221	1.26E-08	1.24487
granulin	GRN	NM_001012479 /// NM_002087	1.41E-11	3.55E-11	1.22156	3.67E-11	1.21825
progestin and adipoQ receptor family member V	PAQR5	NM_017705	4.48E-05	2.37E-05	1.22172	4.43E-05	1.14399
tubulin, beta 2	TUBB2	NM_001069	6.19E-12	4.52E-12	1.22189	3.77E-12	1.24071
collagen, type VI, alpha 1	COL6A1	NM_001848	4.67E-07	1.57E-07	1.22682	2.81E-07	1.16279
Ubiquitin B (UBB) mRNA, 3 UTR and genetic suppressor element	NA	NA	6.24E-10	9.16E-08	1.228	1.39E-08	1.45376
Ras-related GTP binding D	RRAGD	NM_021244	2.82E-08	2.51E-07	1.22869	2.07E-06	1.00763
CD99 antigen-like 2	CD99L2	NM_031462 /// NM_134445 /// NM_134446	4.86E-08	6.61E-07	1.22888	2.34E-07	1.35294
Nuclear factor I/B	NFIB	NM_005596	4.89E-07	4.13E-07	1.22983	1.93E-07	1.31926
transmembrane 4 L six family member 5	TM4SF5	NM_003963	1.47E-07	1.82E-07	1.2308	2.19E-07	1.21054
adenosine monophosphate deaminase (isoform E)	AMPD3	NM_000480 /// NM_001025389 /// NM_001025390	6.65E-11	8.68E-11	1.23108	4.65E-11	1.29842
iduronate 2-sulfatase (Hunter syndrome)	IDS	NM_000202 /// NM_006123	1.30E-10	4.80E-09	1.23173	1.28E-09	1.38213
matrix-remodelling associated 7	MXRA7	NM_001008528 /// NM_001008529 /// NM_198530	5.16E-11	2.53E-11	1.23205	1.94E-11	1.26036
pleckstrin homology domain containing, family M (with RUN domain) member 1	PLEKHM1	NM_014798	2.72E-09	4.79E-09	1.23357	3.01E-09	1.28461
Integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	ITGA2	NM_002203	1.68E-10	2.57E-11	1.23366	3.51E-10	0.98638
mitogen-activated protein kinase kinase kinase 8	MAP3K8	NM_005204	1.54E-08	6.53E-07	1.23521	2.43E-07	1.35357
transient receptor potential cation channel, subfamily V, member 2	TRPV2	NM_016113	3.26E-09	1.74E-09	1.23606	6.31E-09	1.10484
Spermidine/spermine N1-acetyltransferase	SAT	NM_002970	1.64E-10	1.95E-10	1.23644	4.51E-11	1.40163
glypican 1	GPC1	NM_002081	5.12E-13	1.67E-10	1.23645	9.95E-10	1.06052
Hypothetical protein FLJ20674	FLJ20674	NM_019086	1.27E-06	4.02E-07	1.23698	8.78E-07	1.15004
chromosome 20 open reading frame 19	C20orf19	NM_018474	3.92E-06	7.32E-06	1.23738	2.99E-05	1.07144
hypothetical protein FLJ90586	FLJ90586	NM_153345	1.36E-08	4.33E-09	1.23811	7.77E-09	1.17611
KIAA1815	KIAA1815	NM_024896	1.14E-13	3.58E-10	1.23835	8.30E-11	1.40381
receptor interacting protein kinase 5	RIPK5	NM_015375 /// NM_199462	3.05E-11	5.56E-10	1.23932	8.01E-10	1.20086
mesothelin	MSLN	NM_005823 /// NM_013404	3.62E-07	9.69E-08	1.24059	3.48E-07	1.10367
glucosamine (N-acetyl)-6-sulfatase (Sanfilippo disease IIID)	GNS	NM_002076	2.29E-11	3.23E-11	1.24077	2.77E-11	1.25719
microtubule associated monoxygenase, calponin and LIM domain containing 2	MICAL2	NM_014632	4.82E-10	2.16E-09	1.24126	4.13E-10	1.43223
solute carrier family 23 (nucleobase transporters), member 2	SLC23A2	NM_005116 /// NM_203327	3.30E-09	1.29E-09	1.24244	1.56E-09	1.22214
interferon, alpha-inducible protein (clone IFI-15K)	G1P2	NM_005101	1.35E-09	1.06E-09	1.24456	3.42E-10	1.3722
tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta poly	YWHAH	NM_003405	4.71E-12	1.38E-10	1.24505	5.11E-12	1.64805
ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)	UBE2H	NM_003344 /// NM_182697	1.14E-12	4.36E-12	1.24544	5.56E-12	1.22001
protein tyrosine phosphatase, receptor type, M	PTPRM	NM_002845	5.47E-11	4.84E-10	1.24734	7.32E-10	1.20356
hypothetical protein LOC201175	LOC201175	NM_174919	5.11E-08	4.73E-07	1.24791	1.58E-07	1.38074
granulin	GRN	NM_001012479 /// NM_002087	1.53E-11	4.08E-11	1.24895	6.83E-11	1.19523
osteopetrosis associated transmembrane protein 1	OSTM1	NM_014028	1.01E-08	5.00E-09	1.25149	7.71E-08	0.981373
hypothetical protein FLJ20719	FLJ20719	XM_373827 /// XM_498427	6.94E-07	3.73E-07	1.25166	2.14E-07	1.31721
cathepsin D (lysosomal aspartyl peptidase)	CTSD	NM_001909	7.32E-08	9.94E-08	1.25172	4.38E-07	1.09249
aquaporin 11	AQP11	NM_173039	4.33E-10	2.27E-09	1.25176	5.37E-09	1.16097
guanine nucleotide binding protein (G protein), beta 5	GNB5	NM_006578 /// NM_016194	7.35E-10	3.43E-09	1.25607	9.88E-09	1.14472
clathrin, light polypeptide (Lcb)	CLTB	NM_001834 /// NM_007097	1.01E-09	8.11E-10	1.25749	2.96E-10	1.37169
galactosamine (N-acetyl)-6-sulfate sulfatase (Morquio syndrome, mucopolysacchari	GALNS	NM_000512	1.91E-10	2.78E-10	1.2585	2.18E-10	1.28517
cAMP responsive element binding protein 5	CREB5	NM_001011666 /// NM_004904 /// NM_182898 /// NM_182899	8.76E-05	1.70E-05	1.26138	0.00019333	0.969063
Ras-like without CAAX 1	RIT1	NM_006912	9.44E-08	7.22E-08	1.26144	5.11E-07	1.05443
biliverdin reductase B (flavin reductase (NADPH))	BLVRB	NM_000713	1.92E-09	7.01E-10	1.26329	1.09E-09	1.2159
likely ortholog of mouse gene rich cluster, C10 gene	GRCC10	NM_138425	5.67E-11	6.02E-11	1.264	1.75E-11	1.40435
tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediato	TNFRSF14	NM_003820	4.52E-08	2.41E-07	1.26473	9.56E-07	1.11235
jun dimerization protein 2	JDP2	NM_130469	4.03E-05	2.55E-05	1.26492	1.07E-05	1.38224
drebrin 1	DBN1	NM_004395 /// NM_080881	1.26E-09	3.90E-10	1.2678	8.03E-10	1.19121
CDNA FLJ11958 fis, clone HEMBB1000996	NA	NA	4.45E-06	1.54E-06	1.2683	2.99E-06	1.19018
Eukaryotic translation initiation factor 2C, 2	EIF2C2	NM_012154	2.12E-08	5.45E-06	1.26849	4.79E-07	1.60067
p53 target zinc finger protein	WIG1	NM_022470 /// NM_152240	1.33E-11	1.21E-10	1.26962	4.53E-11	1.38065
cytochrome P450, family 3, subfamily A, polypeptide 5	CYP3A5	NM_000777	1.56E-05	0.000127599	1.2698	0.000322432	1.14015
frizzled homolog 6 (Drosophila)	FZD6	NM_003506	1.53E-09	2.69E-10	1.27348	2.31E-09	1.05744
FLJ20160 protein	FLJ20160	NM_017694	5.02E-08	4.10E-08	1.27468	1.90E-08	1.36525
zinc finger protein 90 homolog (mouse)	ZFP90	NM_133458	1.92E-08	1.57E-08	1.27657	1.93E-08	1.25376
CDNA FLJ31683 fis, clone NT2RI2005353	NA	NA	1.11E-11	7.31E-10	1.27672	5.39E-10	1.31069
dystrobrevin, alpha	DTNA	NM_001390 /// NM_001391 /// NM_001392 /// NM_032975 /// NM_032978 /// NM_032979	1.42E-06	5.52E-07	1.27676	9.21E-07	1.21692
hypothetical protein LOC284356	LOC284356	NA	5.78E-08	4.93E-08	1.27753	3.65E-08	1.31244
ATPase, Class I, type 8B, member 3	ATP8B3	NM_138813	5.70E-06	4.03E-06	1.27786	1.74E-06	1.38632
collagen, type VII, alpha 1 (epidermolysis bullosa, dystrophic, dominant and rec	COL7A1	NM_000094	9.08E-11	1.80E-08	1.27792	1.86E-08	1.27431
N-myc (and STAT) interactor	NMI	NM_004688	1.31E-08	7.76E-09	1.27806	1.68E-08	1.19367
Myristoylated alanine-rich protein kinase C substrate	MARCKS	NM_002356	7.63E-10	1.28E-09	1.27868	4.80E-09	1.1395
carnitine palmitoyltransferase 1A (liver)	CPT1A	NM_001031847 /// NM_001876	3.31E-11	5.63E-09	1.27893	3.58E-08	1.08575
serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type	SERPINE1	NM_000602	5.85E-08	1.87E-08	1.27905	3.16E-08	1.22081
myosin ID	MYO1D	NM_015194	5.48E-10	2.42E-08	1.27976	1.78E-08	1.31532
metallothionein 1X	MT1X	NM_005952	8.22E-10	5.39E-10	1.28154	3.07E-10	1.34514
HSPC159 protein	HSPC159	NM_014181	2.13E-12	6.02E-10	1.28202	4.75E-11	1.59394
keratin associated protein 1-5	KRTAP1-5	NM_031957	1.32E-09	8.04E-10	1.2832	2.27E-09	1.17264
NDRG family member 4	NDRG4	NM_020465 /// NM_022910	1.32E-10	3.01E-10	1.28339	5.42E-09	0.998559
ATPase, Class II, type 9A	ATP9A	NM_006045	7.91E-11	1.13E-10	1.28369	2.04E-10	1.22053
