Probe set	Gene Symbol	Gene Title	SCTUB1	SCUTUB2	SCTUB3	SGLOM1	SGLOM2	SGLOM3	MES1	MES2	MES3	RPTEC1	RPTEC2	RPTEC3
201243_s_at	ATP1B1	ATPase, Na+/K+ transporting, beta 1 polypeptide	1683.3	1471.6	1779.2	1363.6	2137.1	1930.3	659.9	560.3	582.4	6183.9	5762.1	6363.5
201244_s_at	RAF1	v-raf-1 murine leukemia viral oncogene homolog 1	1035.7	700.1	861.9	865.7	774.5	781.1	1830.7	1565	1314.3	692.3	624.8	793.3
201251_at	PKM2	pyruvate kinase, muscle	14209.1	14066.8	13840.1	13119.6	12662.7	11820.3	8402.6	8487	7578.6	11624.2	10848.7	10484.4
201258_at	RPS16	ribosomal protein S16	13217	11919.1	9598	13695.8	12070.1	11732.3	7253.5	7339.2	8240.1	15229.2	13056.7	17889.4
201261_x_at	BGN	biglycan	387.1	170.9	239.1	180.6	97.3	126	6119	5222.3	5723.7	125.8	296.2	227.3
201263_at	TARS	threonyl-tRNA synthetase	2292.3	3278.8	2747.7	3104.3	3038.4	2942.6	4030.2	4154.5	4141.3	1718.4	1398.9	1641.4
201272_at	AKR1B1	aldo-keto reductase family 1, member B1 (aldose reductase)	29831.2	30745.3	31211.4	27782.8	28923.2	26219.1	2646	2335.1	2303.8	20973.5	19412.5	20910.8
201279_s_at	DAB2	disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)	1863.6	2359.6	2826.1	2727.3	3349.6	3786.2	4303.3	3640.1	4038.2	5043.6	4804.2	5584.2
201284_s_at	APEH	N-acylaminoacyl-peptide hydrolase	923	1048.6	1321.6	1088.3	1148.8	1173.9	585.8	493.5	642.9	1280.1	1260.4	1239.3
201286_at	SDC1	syndecan 1	557.1	489.7	343.3	696.7	479.7	714.3	29.8	45.3	105.8	1830.7	1922.1	2065.2
201287_s_at	SDC1	syndecan 1	1320.9	937.7	861.6	1087.8	1167.5	893	156.5	346	180.3	3431.2	3986	3812.6
201294_s_at	WSB1	WD repeat and SOCS box-containing 1	555.4	733.6	622.1	881.2	892.5	637.4	326.6	290.5	196.6	567.6	533.5	499.6
201301_s_at	ANXA4	annexin A4	6316.3	9452.4	6494.6	9889.3	10719.4	7329.1	2554.9	2055.6	2481.5	19927.6	19256	17694.8
201302_at	ANXA4	annexin A4	2684	6887.7	4359.1	5124.2	6939.7	4021.8	2166	1356.5	2197.2	16174.4	16162.8	14579.7
201303_at	EIF4A3	eukaryotic translation initiation factor 4A, isoform 3	1940.4	1764	1901.3	1674.1	1977.2	1830.3	1843.6	2143.8	1645	3452.2	3329.4	3613
201307_at	11-Sep	septin 11	1708.6	2246.7	1755	1743.2	1869	1530.3	4960.5	4845	7642.7	1310.1	1250.2	1327
201310_s_at	C5orf13	chromosome 5 open reading frame 13	2081.9	1073.6	1060.2	2011	1135.2	1639.2	6257.4	5394.3	5238.2	1955.4	1557.5	2206.5
201315_x_at	IFITM2	interferon induced transmembrane protein 2 (1-8D)	2987.4	1510.7	3218.5	1835.9	3596.8	3500	6578.6	6991.5	6299.6	11942.7	11883.3	11258.5
201317_s_at	PSMA2	proteasome (prosome, macropain) subunit, alpha type, 2	3331.6	3499.9	3086.1	3497	3603	3450	2261.7	1627.5	2236.4	3622.5	3427.5	4321.1
201322_at	ATP5B	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide	6368.5	6113.7	6422.9	5686.2	4944.3	7144	5089.8	4814.7	4497.8	11724.8	10712.9	11774.2
201324_at	EMP1	epithelial membrane protein 1	6.1	70	58.4	13.6	89.3	128.3	4404.4	4229	4253.4	106.9	129.1	157.5
201325_s_at	EMP1	epithelial membrane protein 1	118.4	52.2	119	116.6	87.4	10	2316.8	3208.4	2408.7	70.2	104.1	111
201334_s_at	ARHGEF12	Rho guanine nucleotide exchange factor (GEF) 12	1008.8	1370.9	939.4	1308.2	1455	1413.6	955.1	998.6	880.4	1695.7	2037.2	2096.5
201340_s_at	ENC1	ectodermal-neural cortex (with BTB-like domain)	1713.8	1317.2	2323.7	1621.2	1523.6	1564.9	565.1	580.1	580.6	674.9	697.2	744.5
201341_at	ENC1	ectodermal-neural cortex (with BTB-like domain)	1476.5	2201.1	2878.4	1578.4	2039	2051	1516.4	1415.6	1726.7	634.1	537.2	649.9
201345_s_at	UBE2D2	ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)	2204.3	2364.3	1858.4	2120.5	1906.1	1715	1913.9	1860.3	1848.5	3175.6	3130.8	2998.7
201348_at	GPX3	glutathione peroxidase 3 (plasma)	519.2	213.6	814.8	536	742.6	902.8	195	216.8	239.4	7573.8	8324.3	8162.6
201349_at	SLC9A3R1	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1	509	704.7	606.7	792.4	379.7	698.6	193.9	264.2	122.5	1845.5	1881.5	1492.3
201350_at	FLOT2	flotillin 2	1014.2	877.2	1008.9	781.8	781.1	990	371.7	287.6	306.8	888.6	973.6	1228.6
201361_at	TMEM109	transmembrane protein 109	778.1	702.7	572.6	536.1	653.9	720.5	1064.2	1620.1	1339.9	637.4	665.8	680.4
201368_at	ZFP36L2	zinc finger protein 36, C3H type-like 2	186	360.3	527.7	560	516.5	440.3	2672.9	2542.4	2510.3	742.4	931.6	873.5
201373_at	PLEC1	plectin 1, intermediate filament binding protein 500kDa	1087	554	920.9	522.6	467.2	513.4	2150	2098.5	1801.9	536.9	448.5	556.9
201375_s_at	PPP2CB	protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	4424.8	5037.1	3971.3	4265.1	4391.3	3647.9	3501.4	3628.9	3476.7	6881.5	7577.2	7567.3
201376_s_at	HNRNPF	heterogeneous nuclear ribonucleoprotein F	686.7	705.9	565.4	671.5	609	594.2	649.1	476.1	544.5	1351.6	1370.6	1366
201380_at	CRTAP	cartilage associated protein	478.3	617	598.3	414.7	544.9	506.6	520.9	583.7	572.6	937.8	896	985.7
201387_s_at	UCHL1	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)	8289	7988	11293.4	7685.4	10158.8	12978.5	3478.8	3144.7	3379	1377.6	1458	1396.3
201389_at	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	1539.1	1065	663.5	1171.1	922.8	818	3715.2	3956	3495.4	670.6	500.8	583.8
201392_s_at	IGF2R	insulin-like growth factor 2 receptor	1977.3	2420.6	2100.3	1959.2	2337.2	2325.5	796.6	823.9	767.3	1640.5	1825.5	1883.7
201394_s_at	RBM5	RNA binding motif protein 5	1025.1	790.1	759.9	1077.9	850.6	824.2	663.1	676.6	680.4	441.2	486.7	463.3
201397_at	PHGDH	phosphoglycerate dehydrogenase	845.8	355.3	455.6	295	304.7	148.7	2554.7	2500.3	2067.8	298.2	227.4	328.9
201398_s_at	TRAM1	translocation associated membrane protein 1	4168.7	4990.5	5794.3	5238.3	6111.3	5478.5	6305.7	6358	6501.7	12078	11894.1	11828.9
201400_at	PSMB3	proteasome (prosome, macropain) subunit, beta type, 3	4685.9	4049.7	3843.2	3253.3	3549.6	3807	3313.7	3546.9	3298.5	5960	6030.5	6040.9
201408_at	PPP1CB	protein phosphatase 1, catalytic subunit, beta isoform	623.4	472.2	452.1	690.8	663.3	760.4	258.4	494.5	430.6	1007	1258.2	1201.8
201415_at	GSS	glutathione synthetase	1348.7	1433.7	1416.5	1424.5	1449.7	1812.6	857.2	613.2	900.4	1333.2	1374.3	1313.9
201416_at	SOX4	SRY (sex determining region Y)-box 4	2983	2063.1	2859.4	3123.2	3766.2	3512.9	570.7	536.7	331.9	1532.7	1600.8	997.9
201421_s_at	WDR77	WD repeat domain 77	998.9	1060.8	810.1	852.3	951.1	836.5	432	274.2	471.6	1148.7	813.9	1179
201426_s_at	VIM	vimentin	43189.3	37095	31809.9	36007.7	29248.1	29533.6	41990	41645.9	39693.5	22844.8	23858.2	22867.3
201427_s_at	SEPP1	selenoprotein P, plasma, 1	73.3	66.4	51.9	199.1	521.8	194.5	214.2	354.7	364.1	2203.1	2325.6	2434
201428_at	CLDN4	claudin 4	251.9	345.8	768.1	420.7	433.1	436	15.6	12.6	12.6	108.3	139.2	77.9
201432_at	CAT	catalase	2626.5	2475.2	3983.7	2788	3564.1	5149.3	2206	2681.5	2233.6	7812.4	7973.2	7862
201434_at	TTC1	tetratricopeptide repeat domain 1	794.8	922.8	1019.1	898.9	956.8	1113.6	1088.1	1251.9	1282.9	652.4	619.7	581
201438_at	COL6A3	collagen, type VI, alpha 3	14.2	247.2	25.9	127.5	14.1	10.8	18201.1	17972	20377	200.4	191.5	202
201441_at	COX6B1	cytochrome c oxidase subunit Vib polypeptide 1 (ubiquitous)	7431.7	6388.9	7173	7130.7	6713.3	7244.1	5391.3	4837.2	4808.3	9201.7	8517.7	8085.7
201454_s_at	NPEPPS	aminopeptidase puromycin sensitive	2489.6	1766.9	2288.3	2513.4	1819.9	2231.2	1124.9	792.9	1138.5	2554.6	2241.5	2082.8
201471_s_at	SQSTM1	sequestosome 1	3501.5	4805.1	5004.4	3913	5533.9	5051.3	1427.4	2048.3	1731.7	2761	2671.5	3227.2
201474_s_at	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	3599.9	3356.2	3709.1	3058	3667.5	3262.6	357.2	188.8	223.1	1162.4	1282.7	1323.5
201475_x_at	MARS	methionyl-tRNA synthetase	3172.1	3836.6	3998.6	2627.6	2775.2	2530.6	3711.4	3670.8	3550.9	2222.8	1962.5	2097.2
201476_s_at	RRM1	ribonucleotide reductase M1	438.3	388.7	401	404.8	321.2	498.5	701.7	759.4	667.7	361.2	284	311.8
201477_s_at	RRM1	ribonucleotide reductase M1	603	367.2	331.3	513.8	466.2	429.2	1318	1249	1666.9	267.7	287.2	324.9
201482_at	QSOX1	quiescin Q6 sulfhydryl oxidase 1	700.1	791.1	509.5	758.3	528.7	402.9	1382.7	1100.8	1332.7	321.8	364.6	346.6
201483_s_at	SUPT4H1	suppressor of Ty 4 homolog 1 (S. cerevisiae)	1185.2	1476.3	1595.2	1011.2	1081.7	1304.7	231.4	357.8	345.8	747.4	902.5	914.2
201485_s_at	RCN2	reticulocalbin 2, EF-hand calcium binding domain	896.1	1225.5	1064.8	937	1335.8	874.2	1981.4	2030	1678	625.5	687.8	629.6
201487_at	CTSC	cathepsin C	3040.8	1746.3	3027.1	3864.3	4232.5	3643.2	150.7	74.4	31	4728.8	4425.8	4690.8
201489_at	PPIF	peptidylprolyl isomerase F	2285.9	4198	2735.8	1771.3	2580.2	2202.4	857.6	893.9	877.7	2004.9	2906	2515.1
201502_s_at	NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	7380.3	5069	4895.9	5264.8	3886.7	5358.2	1310.3	1693.5	1412.9	2862.8	2886	3073.7
201505_at	LAMB1	laminin, beta 1	2205.3	1907.2	3080.5	2861.5	2991.7	2825.8	1186.6	1481.8	1421	2328.4	2297.9	2478
201507_at	PFDN1	prefoldin subunit 1	1495	1360.8	1589.8	1651.2	1590.1	1547	920.7	804	1154	859.9	699.7	617.7
201508_at	IGFBP4	insulin-like growth factor binding protein 4	445.5	93.9	356.5	284.5	333.5	279.6	12999.7	12281.6	15175.1	2100.4	1859.9	1910.9
201516_at	SRM	spermidine synthase	1009.4	1063.4	1027.4	765.4	896.6	1188.8	2215.9	1895.2	2398.5	806.1	861.6	779.8
201521_s_at	NCBP2	nuclear cap binding protein subunit 2, 20kDa	360.2	386.4	417.9	528.1	489.9	465.1	344.7	289	226.5	658.8	521.5	579
201527_at	ATP6V1F	ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F	5749.9	7525.4	5096.5	4381.6	4063	5259.6	2839.9	2456.9	2561.4	5295.4	5420.2	5313
201536_at	DUSP3	dual specificity phosphatase 3	1710.5	2399	2100.8	1642.2	1939.1	3446.1	529	641.2	657.8	1730.3	1885.7	1649.6
201538_s_at	DUSP3	dual specificity phosphatase 3	312.5	443.3	430	287.6	468	282.5	68.5	35	103.7	433.3	417.1	370.7
201539_s_at	FHL1	four and a half LIM domains 1	519.2	518.8	533.1	275.8	656.5	510.5	2191.7	1447.8	2034.7	827.8	818.5	772.4
201540_at	FHL1	four and a half LIM domains 1	1856.9	1749.9	2214.8	1472.2	2287.9	1290.1	9863.8	9149.6	9711.7	2520.6	2732	2656.3
201543_s_at	SAR1A	SAR1 homolog A (S. cerevisiae)	1005.1	1186.7	1006.8	761.2	899.2	830.7	1360.9	1215.9	1533	781.4	817.9	782.2
201549_x_at	JARID1B	jumonji, AT rich interactive domain 1B	1584.4	1501.9	1278.8	1513	1590	1342.6	640	959.2	805.8	1333.9	1358.7	1391.2
201560_at	CLIC4	chloride intracellular channel 4	3882.9	3451.1	4051.9	4579.9	4053.1	3483.1	7920.6	7035.9	8471.3	4408	4762.5	4475.1
201563_at	SORD	sorbitol dehydrogenase	465.1	440.7	468.4	371.4	539.3	474	303.8	401.3	321	795.7	857.9	906.2
201565_s_at	ID2	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein	357.5	692.7	663.6	846.9	1353.6	972.3	3916.2	3209.3	3946.9	3059.8	2957.8	2938.5
201566_x_at	ID2	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein	89.5	74.3	94.8	164.5	262.1	100.4	515.6	735.2	459.4	380.8	343.7	410.2
201572_x_at	DCTD	dCMP deaminase	1659.8	2031.1	1695.8	1799.8	1566.6	1454.1	1008.8	947.5	1385	926.7	727.9	849.8
201573_s_at	ETF1	eukaryotic translation termination factor 1	1130	924.9	1154.9	1016.8	1043.9	1050.2	922.6	1033.6	983.7	706.4	737.3	746.5
201576_s_at	GLB1	galactosidase, beta 1	2888.9	2765.8	2666.2	2648	2729.5	2067.4	1749.2	1695.5	1582.5	2808.2	2969.1	2969.6
201578_at	PODXL	podocalyxin-like	267.2	111.1	102.9	102.3	112.6	153.1	551.9	614.8	575.4	38.5	20.6	71.4
201580_s_at	TXNDC13	thioredoxin domain containing 13	273	325.6	403.8	320.8	489	430.9	1043.4	845.2	984.6	589.3	720.8	776
201583_s_at	SEC23B	Sec23 homolog B (S. cerevisiae)	1965.7	2260.8	2801.8	2120	2331.8	2461.4	1038	685.9	767.6	2085.8	1876.3	1990.7
201597_at	COX7A2	cytochrome c oxidase subunit VIIa polypeptide 2 (liver)	5294.8	5818.8	5555.5	6384.5	5657.1	5310.8	4488.1	4792.6	5814.7	8016.8	8387	7979.4
201600_at	PHB2	prohibitin 2	8418.4	6367	7925	7509.7	6665	6460.8	5057.6	4916.1	4038.3	9018.2	8098.1	8222.7
201601_x_at	IFITM1	interferon induced transmembrane protein 1 (9-27)	407.6	270.7	773.1	303.7	591	319.6	1251.3	1602	1189.2	8943.1	8545	8779
201602_s_at	PPP1R12A	protein phosphatase 1, regulatory (inhibitor) subunit 12A	886.8	637.4	666.1	1289.6	1000.8	972.4	2108.1	1742.5	1594.9	871.7	744.7	759.3
201609_x_at	ICMT	isoprenylcysteine carboxyl methyltransferase	1130.4	1249.4	1126.8	982.8	1153.8	1137.1	2056.6	1849.3	2086.6	849.5	886.4	938.5
201613_s_at	AP1G2	adaptor-related protein complex 1, gamma 2 subunit	605.3	824.9	1182.4	381.6	615.2	798.6	73.1	88.1	45.8	307.5	406.8	382.3
201616_s_at	CALD1	caldesmon 1	2118.8	1328.4	1001.9	1229.8	1449.5	1353.1	7487.9	7904.6	8374.2	1506.8	1335.7	1601.2
201617_x_at	CALD1	caldesmon 1	393	548.3	350.9	559.2	596.5	245.9	2335.2	1754.7	3152.5	524.3	486.4	564.2
201626_at	INSIG1	insulin induced gene 1	2789.9	1986.3	4733.1	1294.7	4305.6	3323.1	739.1	530.9	577.7	450.6	478.4	546.7
201631_s_at	IER3	immediate early response 3	14171.8	8918.6	8082.9	9577	7814.3	11263.2	4578.8	4466.8	3751.6	5106.2	5285.3	4841.7
201637_s_at	FXR1	fragile X mental retardation, autosomal homolog 1	2405.3	2316.1	2494.4	3084.2	3013.4	2918.6	1833	1829.8	1594.5	2193.6	2043.1	2141.1
201648_at	JAK1	Janus kinase 1 (a protein tyrosine kinase)	9453.6	11051.1	8349.1	10958.8	9142.8	9672.2	3454.8	2558.1	3135.3	7187.4	8196.9	8221.7
201649_at	UBE2L6	ubiquitin-conjugating enzyme E2L 6	1329.8	1192	1089.3	1062.8	1218	1206.9	640.6	644.4	654.7	1288.6	1151.9	1363.3
201650_at	JUP /// KRT19	junction plakoglobin /// keratin 19	13155.6	14125.7	14016.8	11850	16771.1	13607.3	673.3	660.9	792.1	2517.6	2437.3	2594
201651_s_at	PACSIN2	protein kinase C and casein kinase substrate in neurons 2	1975.1	2496.7	2172.9	1567.8	1856.1	1656.3	504.4	433.7	696.9	2819.3	2419.9	3074.8
201654_s_at	HSPG2	heparan sulfate proteoglycan 2	576.2	422.9	347.9	255.5	321.3	421.6	556.1	383.4	536.7	75.6	51.4	72.8
201655_s_at	HSPG2	heparan sulfate proteoglycan 2	4028	4234.1	2756.8	4193	3142.1	2437.8	3081.2	3399	2902.4	1130.6	1297.7	962.4
201663_s_at	SMC4	structural maintenance of chromosomes 4	368.4	187.1	347.7	439.9	363.7	331.2	941.4	777.8	1259.8	304.1	252	296.3
201666_at	TIMP1	TIMP metallopeptidase inhibitor 1	2625.7	3971.3	3268.6	2841.1	3522.1	3653.2	29751.2	31002.9	30015.6	3207.7	3125	3261.9
201667_at	GJA1	gap junction protein, alpha 1, 43kDa	3164	4956.3	2744	4416.5	5745.9	3280.9	9198.7	10815.1	10479.8	235.6	240.1	268.3
201668_x_at	MARCKS	myristoylated alanine-rich protein kinase C substrate	795.7	578.4	366.4	471.8	598.7	444.6	1348.8	1612.6	1487.2	426.5	355.9	362.6
201669_s_at	MARCKS	myristoylated alanine-rich protein kinase C substrate	1591.8	1944.9	1376	2198.2	2558.6	1976.5	3686.2	4250.5	4245	1569.1	2168.2	2490.4
201675_at	AKAP1	A kinase (PRKA) anchor protein 1	399.3	391.3	460	272.5	298.7	355.7	191.5	241	208.7	401.6	475.5	394.1
201689_s_at	TPD52	tumor protein D52	374.7	619.6	409.9	609.8	449.8	404.8	120.4	111.1	141.7	582	749.6	632.3
201690_s_at	TPD52	tumor protein D52	1276.1	1501.4	1166.8	1313.2	1454.1	1187	208.3	68.2	108.3	1275.2	1499.8	1514.5
201706_s_at	PEX19	peroxisomal biogenesis factor 19	430.9	471	459.6	340.1	491.1	405.2	296	386.8	285	635.5	735.2	635.8
201708_s_at	NIPSNAP1	nipsnap homolog 1 (C. elegans)	1002.9	696.1	1065.6	732.4	787.9	1069.6	296.8	357	455	833.3	938.3	891
201711_x_at	RANBP2	RAN binding protein 2	845.9	1071.1	1054.3	886.5	1084.3	1144.4	396.1	486.7	648.9	1084.2	1324.2	1154.4
201717_at	MRPL49	mitochondrial ribosomal protein L49	1975.3	1623.1	2003.6	1905.9	1465.2	1667.2	925.4	907.7	1065.6	1483.4	1747.9	1427.8
201722_s_at	GALNT1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1)	397.6	742.1	578.8	1239.3	1342.5	1083.4	6803.6	7878.5	5986.6	1428.1	1735.9	1931.9
201723_s_at	GALNT1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1)	1284.4	1033.7	1204	1508.8	1639	2241.9	12749.3	11048.8	8148.1	2465.9	2201.2	2402.4
201724_s_at	GALNT1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1)	436.7	684.1	612.7	918.2	885.4	953	3272.7	3891.9	3528.1	1421.9	1418.9	1488.6
201729_s_at	KIAA0100	KIAA0100	1270.9	1470.7	2058.9	1576.3	1514.6	1368.5	558.8	366.3	341.5	1174.7	999.9	1175.5
201731_s_at	TPR	translocated promoter region (to activated MET oncogene)	781.1	726.3	602.8	1069.9	1001.9	946.4	783.7	825.7	897.7	512.3	321.8	486.4
201732_s_at	CLCN3	chloride channel 3	387.8	456.6	285.1	384	401	361.2	300.4	270.4	245.2	606.6	556.7	665
201740_at	NDUFS3	NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)	1553.6	1487.3	1568.2	1577.4	1549.8	1570.6	1274.3	1251.1	1343.3	3189.4	2749.5	2945.4
201752_s_at	ADD3	adducin 3 (gamma)	2144.7	2224.7	2157.5	2657.4	2055.7	2264.5	4322.5	5336.6	6984	7158.2	7244.9	6255.6
201753_s_at	ADD3	adducin 3 (gamma)	1220.2	1650.5	1260.8	1988.1	1609.3	1671.5	4317	4014.1	3640.4	4953.2	5295.8	5014
201761_at	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	1039.2	1693	990.3	1572.6	1182.8	1131	4481.7	4657.6	4589.2	1160.3	1193.2	1074.9
201762_s_at	PSME2	proteasome (prosome, macropain) activator subunit 2 (PA28 beta)	2270.4	3072.9	2955.6	3141.1	3370.4	3098.5	1867.7	1218.5	1240.3	1991.4	1533.3	1746.7
201778_s_at	KIAA0494	KIAA0494	2137.3	2453.1	2527.1	2032.9	2152.6	2160.3	1703.4	1564.2	1586.9	2037.8	2078.9	2134.8
201787_at	FBLN1 /// LOC100133843	fibulin 1 /// similar to Fibulin 1	32.3	19	126.4	132.2	57.9	32.8	1997.9	2158.3	2089.7	104.4	36.8	53.3
201809_s_at	ENG	endoglin	63.7	104.1	385	92.6	122.3	217.6	2395.8	3618.6	3883.8	70.3	130.8	109.9
201812_s_at	C4orf46 /// TOMM7	chromosome 4 open reading frame 46 /// translocase of outer mitochondrial membrane 7 homolog (yeast)	5174	4981.4	4169.7	4851.2	3802.7	4431.6	9218.4	12504	8634.9	2968.2	2886.7	2918.5
201818_at	LPCAT1	lysophosphatidylcholine acyltransferase 1	1630.3	1509.5	980.7	2157.2	1267.8	1129.4	375.7	254	439.5	1690.9	1623.6	2101.7
201828_x_at	FAM127A	family with sequence similarity 127, member A	4488.8	4409.4	3833.7	3113.4	3736.3	2871.8	5532	5743.6	5163.9	4577.5	4451.9	4560
201839_s_at	EPCAM	epithelial cell adhesion molecule	428.2	2326.1	3259.1	1365.4	2693.6	2074.9	33.7	78.8	40.4	141.1	118	128.8
201841_s_at	HSPB1	heat shock 27kDa protein 1	13053.9	10778.1	12447.2	10322	10679.8	12282.6	20959.7	22182.2	25359.3	14148.5	12849	12633.9
201842_s_at	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1	621.8	246.3	1296.1	601.1	1061.1	1779.3	21720.3	17652.9	21009.8	2431.2	3127.9	2296.2
201843_s_at	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1	133.7	47.9	105.3	214.6	310.6	217.7	1053.4	1598	1593.2	504.6	501.1	520
201850_at	CAPG	capping protein (actin filament), gelsolin-like	3049.6	2320.9	3771	2841.8	2713	2813.4	661	509.7	671.4	2634.6	2131.6	2218.8
201852_x_at	COL3A1	collagen, type III, alpha 1	41.7	80.7	130.4	6.9	34.3	41.6	16375.3	17885.3	15877.3	69.9	14.4	24.4
201853_s_at	CDC25B	cell division cycle 25 homolog B (S. pombe)	406.1	274.1	358.3	326.1	173.9	353.9	1028.6	927.2	1166.5	388.8	441.6	420.6
201858_s_at	SRGN	serglycin	150.5	6.6	13.9	96.3	4.2	6.6	8509.8	7476.5	11398.8	157.3	122.7	126.5
201859_at	SRGN	serglycin	97.5	5.2	6.4	136	33.4	47	5740.7	5386	6842.1	109.1	153.2	101.2
201861_s_at	LRRFIP1	leucine rich repeat (in FLII) interacting protein 1	1422	1221.8	1047.3	1430.6	1190	1345.3	605.9	731	560.2	851	848.8	924.1
201865_x_at	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	742.3	948.8	1053.1	1191	999.7	1010.6	4756.1	3376.8	4073.7	1738.8	1183.2	1629.6
201866_s_at	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	377.6	419.3	304.9	489.3	328.7	476.1	990.4	1037.5	1122	503	476.4	613.5
201867_s_at	TBL1X	transducin (beta)-like 1X-linked	2646.8	1829.6	1289.6	1763.6	1815.3	1800.9	486.1	540.5	536.4	1635.6	1673.1	1522.7
201885_s_at	CYB5R3	cytochrome b5 reductase 3	4245.3	4104.5	3704.9	3003.8	3342.7	3121.6	6716.4	8604.1	9529.6	5877.2	5682.1	5516.4
201888_s_at	IL13RA1	interleukin 13 receptor, alpha 1	214.6	133.2	190.6	226.1	216.7	259	574	622.4	595.3	264.7	305	379.7
201893_x_at	DCN	decorin	146.2	608.6	295.9	119.7	157.4	295.1	23655.2	24488.1	21592.5	10970.3	10221.1	10747
201894_s_at	SSR1	signal sequence receptor, alpha	1495.6	1420.2	1536.9	2433.3	2039.3	1857.9	2618.8	2254.8	3197.4	1636.1	1590.9	1558.8
201897_s_at	CKS1B	CDC28 protein kinase regulatory subunit 1B	968.3	834.5	658.7	982.7	698.5	953.5	1556.1	1244.9	1797.2	510	562.2	530.1
201910_at	FARP1	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)	2273.6	2167.1	1970.6	2078.1	1798.8	1959.6	792.1	840	675.3	1823.1	1825.5	1763.5
201911_s_at	FARP1	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)	2705.1	2601.6	2499.1	2129.4	2373.8	2639.4	701.4	932.3	701.9	3556.8	3583.2	3335.7
201916_s_at	SEC63	SEC63 homolog (S. cerevisiae)	780.7	745.7	741.8	874.3	1024.2	804.8	1404.3	1981.8	1891.1	844.7	875.8	803.2
201924_at	AFF1	AF4/FMR2 family, member 1	2204.3	2024.2	1976.4	2104.6	2501	2760.6	943.1	873.4	898.4	2696.1	3162.1	4474.1
201938_at	CDK2AP1	cyclin-dependent kinase 2 associated protein 1	4395.8	5029.5	4108.2	4526.7	3597.3	4146.9	5677.3	6965.1	7741.4	3279.6	3199	3339.3
201939_at	PLK2	polo-like kinase 2 (Drosophila)	3096.7	3216.7	3066.9	3633.2	3707	3245	816.9	899.3	845.8	2884.9	2860.7	2293.4
201940_at	CPD	carboxypeptidase D	407.1	737.6	662.5	539.5	1119.2	618.9	393.8	433.5	483.1	2171.5	2123.1	1857
201941_at	CPD	carboxypeptidase D	1182.2	2182.1	2005.9	1161.4	2223	1684.1	826.3	914.7	869.2	5540.7	5570.4	5078.7
201942_s_at	CPD	carboxypeptidase D	269.8	697.6	575.7	368	717.5	420.6	181.2	357.6	135.4	1859.8	1946.4	1928
201949_x_at	CAPZB	capping protein (actin filament) muscle Z-line, beta	1494	1306.8	1208.4	1179	1265.4	1153.6	996.4	894.9	984.7	1672.8	1886.3	1772.2
201953_at	CIB1	calcium and integrin binding 1 (calmyrin)	3432.9	3730.6	2790.3	2584.7	2962.1	2585.8	1718.4	1589.8	1493.3	2825.4	2723.3	2540.2
201954_at	ARPC1B	actin related protein 2/3 complex, subunit 1B, 41kDa	2378.1	1916.2	1449.5	1506.5	1092.4	1019.3	830.7	739.6	829.8	2070.9	1956.2	1878.5
201955_at	CCNC	cyclin C	2009.4	1860	2552	2498.1	2617.4	2424	1624	1436.1	1515.9	3073.7	3004.8	3273.6
201959_s_at	MYCBP2	MYC binding protein 2	410.8	576.1	409.2	473.8	455.3	410.6	1229.7	1315	1183.3	642	712.8	631.1
201960_s_at	MYCBP2	MYC binding protein 2	457.7	616.6	649.6	866.1	649.9	620.7	1927.6	2056.1	1556.9	748.4	1010.4	640.2
201963_at	ACSL1	acyl-CoA synthetase long-chain family member 1	484.3	688.8	1380.7	596	1258.9	1573.4	362.7	202.2	353.3	5850.3	5971.3	6692.5
