Genbank ID	Gene Title	Gene symbol	5 h FC ± SEM	8 d FC ± SEM	1.5 mos FC ± SEM	6 mos FC ± SEM	Gene sequence
AV267447	RIKEN cDNA 4930523O13 gene	4930523O13Rik	N.C.	-4.7 ± 0.5	N.C.	N.C.	1102
AK004190	translocase of inner mitochondrial membrane 8 homolog b (yeast)	Timm8b	N.C.	-1.6 ± 0.5	N.C.	N.C.	1103
AK004568	ribosomal protein S2	Rps2	N.C.	-1.6 ± 0.4	N.C.	N.C.	1104
AK010580	RIKEN cDNA 2410024F20 gene	2410024F20Rik	N.C.	-2.8 ± 0.4	N.C.	N.C.	1105
AK005545	pregnancy-specific glycoprotein 21	Psg21	N.C.	-2.6 ± 0.4	N.C.	N.C.	1106
AK021254	whirlin	Whrn	N.C.	-1.7 ± 0.4	N.C.	N.C.	1107
BB187157	myeloid/lymphoid or mixed-lineage leukemia 5	Mll5	N.C.	-2.0 ± 0.4	N.C.	N.C.	1108
AK020251	RIKEN cDNA 9030218A15 gene	9030218A15Rik	N.C.	-1.9 ± 0.4	N.C.	N.C.	1109
AK018017	RIKEN cDNA 5830456J23 gene	5830456J23Rik	N.C.	-1.5 ± 0.4	N.C.	N.C.	1110
AK020969	RIKEN cDNA B230112I24 gene	B230112I24Rik	N.C.	-2.7 ± 0.5	N.C.	N.C.	1111
NM_052835	ribosomal protein 10	Rpl10	N.C.	-1.5 ± 0.4	N.C.	N.C.	1112
NM_009267	salivary protein 1	Spt1	N.C.	-3.6 ± 0.5	N.C.	N.C.	1113
BC024355	upregulated during skeletal muscle growth 5	Usmg5	N.C.	-1.5 ± 0.4	N.C.	N.C.	1114
NM_013755	glycogenin	Gyg	N.C.	-1.6 ± 0.4	N.C.	N.C.	1115
BC007190	Niemann Pick type C2	Npc2	N.C.	-1.5 ± 0.4	N.C.	N.C.	1116
NM_019682	dynein light chain LC8-type 1	Dynll1	N.C.	-1.6 ± 0.4	N.C.	N.C.	1118
BB246032	calbindin-28K	Calb1	N.C.	-3.6 ± 0.4	N.C.	N.C.	1119
NM_011661	tyrosinase	Tyr	N.C.	-2.6 ± 0.4	N.C.	N.C.	1120
AI098840	tryptophan 2,3-dioxygenase	Tdo2	N.C.	-1.9 ± 0.4	N.C.	N.C.	1122
NM_010021	deleted in azoospermia-like	Dazl	N.C.	-1.9 ± 0.4	N.C.	N.C.	1124
BC010820	atonal homolog 1 (Drosophila)	Atoh1	N.C.	-2.0 ± 0.4	N.C.	N.C.	1125
NM_025751	RIKEN cDNA 4933425L06 gene	4933425L06Rik	N.C.	-4.8 ± 0.7	N.C.	N.C.	1126
NM_031390	preferentially expressed antigen in melanoma-like 3 /// expressed sequence AV320801 /// similar to preferentially expressed antigen in melanoma	Pramel3 /// AV320801 /// LOC666040	N.C.	-4.7 ± 0.5	N.C.	N.C.	1127
NM_030736	vomeronasal 1 receptor, D14	V1rd14	N.C.	-3.8 ± 0.4	N.C.	N.C.	1131
NM_011222	plasmacytoma variant translocation 1	Pvt1	N.C.	-2.0 ± 0.4	N.C.	N.C.	1132
NM_011683	vomeronasal 1 receptor, A1	V1ra1	N.C.	-3.4 ± 0.4	N.C.	N.C.	1133
NM_020288	olfactory receptor 749	Olfr749	N.C.	-2.0 ± 0.4	N.C.	N.C.	1134
NM_020500	olfactory receptor 870	Olfr870	N.C.	-3.1 ± 0.9	N.C.	N.C.	1135
BE626090	antizyme inhibitor 1	Azin1	N.C.	-1.6 ± 0.4	N.C.	N.C.	1136
NM_015785	zona pellucida binding protein	Zpbp	N.C.	-6.7 ± 1.0	N.C.	N.C.	1137
X58380	high mobility group AT-hook 2	Hmga2	N.C.	-2.0 ± 0.4	N.C.	N.C.	1138
BC027208	ribosomal protein S25	Rps25	N.C.	-1.6 ± 0.4	N.C.	N.C.	1139
BC010987	ribosomal protein S28	Rps28	N.C.	-1.8 ± 0.4	N.C.	N.C.	1140
BB075797	Eph receptor A7	Epha7	N.C.	-3.0 ± 0.4	N.C.	N.C.	1142
BB542096	dynamin 3, opposite strand	Dnm3os	N.C.	-2.7 ± 0.4	N.C.	N.C.	1143
AJ007909	erythroid differentiation regulator 1	Erdr1	N.C.	-1.7 ± 0.4	N.C.	N.C.	1144
BC001981	small EDRK-rich factor 1	Serf1	N.C.	-3.2 ± 0.4	N.C.	N.C.	1145
M25487	histone 1, H2bc /// histone 1, H2be /// histone 1, H2bl /// histone 1, H2bm /// histone 1, H2bp /// similar to Histone H2B F (H2B 291A) /// similar to Histone H2B F (H2B 291A) /// similar to Histone H2B F (H2B 291A)	Hist1h2bc /// Hist1h2be /// Hist1h2bl /// Hist1h2bm /// Hist1h2bp /// LOC665596 /// LOC665622 /// LOC671645	N.C.	-1.6 ± 0.4	N.C.	N.C.	1146
AA175187	polymerase (RNA) II (DNA directed) polypeptide K	Polr2k	N.C.	-1.5 ± 0.5	N.C.	N.C.	1148
BB859781	ribosomal protein L22	Rpl22	N.C.	-1.6 ± 0.4	N.C.	N.C.	1149
AK017753	RIKEN cDNA 5730507C01 gene	5730507C01Rik	N.C.	-3.1 ± 0.5	N.C.	N.C.	1150
AK011843	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor	Taf15	N.C.	-2.8 ± 0.4	N.C.	N.C.	1151
AK014616	olfactory receptor 78	Olfr78	N.C.	-3.1 ± 0.6	N.C.	N.C.	1152
AV111845	RIKEN cDNA 2610007B07 gene	2610007B07Rik	N.C.	-2.5 ± 0.4	N.C.	N.C.	1153
BB088582	histone1, H3d	Hist1h3d	N.C.	-2.3 ± 0.5	N.C.	N.C.	1154
AV169581	RIKEN cDNA 2210407P21 gene	2210407P21Rik	N.C.	-1.9 ± 0.4	N.C.	N.C.	1155
BB126170	RIKEN cDNA 3110052M02 gene	3110052M02Rik	N.C.	-3.2 ± 0.4	N.C.	N.C.	1156
BF578245	ribosomal protein L37	Rpl37	N.C.	-1.7 ± 0.4	N.C.	N.C.	1157
AK019991	RIKEN cDNA 5730427N09 gene	5730427N09Rik	N.C.	-2.4 ± 0.4	N.C.	N.C.	1158
AK002307	RIKEN cDNA 0610007P08 gene	0610007P08Rik	N.C.	-4.9 ± 0.4	N.C.	N.C.	1159
AK013278	BTB (POZ) domain containing 5	Btbd5	N.C.	-2.8 ± 0.4	N.C.	N.C.	1160
AV348726	RIKEN cDNA 6430710M23 gene	6430710M23Rik	N.C.	-3.4 ± 0.5	N.C.	N.C.	1162
AK014195	RIKEN cDNA 3110048L19 gene	3110048L19Rik	N.C.	-5.0 ± 0.5	N.C.	N.C.	1163
AK014233	RIKEN cDNA 3110062G12 gene	3110062G12Rik	N.C.	-4.2 ± 0.4	N.C.	N.C.	1164
AK018200	RIKEN cDNA 6330419E04 gene	6330419E04Rik	N.C.	-2.0 ± 0.4	N.C.	N.C.	1165
NM_009092	ribosomal protein S17	Rps17	N.C.	-1.7 ± 0.4	N.C.	N.C.	1166
NM_024175	ribosomal protein S23	Rps23	N.C.	-1.7 ± 0.4	N.C.	N.C.	1167
BQ174247	ankyrin repeat and sterile alpha motif domain containing 1B /// similar to AIDA-1b	Anks1b /// LOC544718	N.C.	-2.3 ± 0.5	N.C.	N.C.	1169
AA111022	mediator of RNA polymerase II transcription, subunit 19 homolog (yeast)	Med19	-1.8 ± 0.4	N.C.	N.C.	N.C.	1171
AA250510	RIKEN cDNA 2610208E05 gene	2610208E05Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	1172
AA611589	RIKEN cDNA 3110005L24 gene	3110005L24Rik	-2.2 ± 0.4	N.C.	N.C.	N.C.	1173
AA790871	RIKEN cDNA 2610019N19 gene	2610019N19Rik	-2.4 ± 0.4	N.C.	N.C.	N.C.	1174
AB036749	porcupine homolog (Drosophila)	Porcn	N.C.	N.C.	N.C.	-1.7 ± 0.4	1177
AB049655	mitochondrial ribosomal protein L36	Mrpl36	-1.5 ± 0.4	N.C.	N.C.	N.C.	1178
AF042158	class II transactivator	C2ta	-1.5 ± 0.4	N.C.	N.C.	-1.5 ± 0.4	1179
AF099975	schlafen 4	Slfn4	N.C.	N.C.	-1.8 ± 0.5	N.C.	1181
AF109137	histidine decarboxylase	Hdc	N.C.	N.C.	-2.3 ± 0.4	-2.0 ± 0.4	1183
AF163665	germ cell-less homolog (Drosophila)	Gcl	-1.8 ± 0.4	N.C.	N.C.	N.C.	1185
AF175771	tetraspanin 32	Tspan32	N.C.	N.C.	-1.6 ± 0.4	N.C.	1186
AF224264	fusion, derived from t(12;16) malignant liposarcoma (human)	Fus	N.C.	N.C.	-1.6 ± 0.4	N.C.	1187
AF230385	tripartite motif protein 32	Trim32	-1.9 ± 0.4	N.C.	N.C.	N.C.	1188
AF241636	Werner syndrome homolog (human)	Wrn	-1.7 ± 0.4	N.C.	N.C.	N.C.	1189
AF242857	adaptor-related protein complex 3, mu 1 subunit	Ap3m1	-1.7 ± 0.4	N.C.	N.C.	N.C.	1191
AF247637	low density lipoprotein receptor-related protein 4	Lrp4	N.C.	N.C.	N.C.	-1.7 ± 0.3	1192
AF263458	placenta-specific 8	Plac8	-1.5 ± 0.4	N.C.	-2.6 ± 0.4	-2.0 ± 0.4	1195
AF326547	glutamic acid decarboxylase 1	Gad1	N.C.	N.C.	-2.8 ± 0.4	N.C.	1196
AF331040	PKD2 interactor, golgi and endoplasmic reticulum associated 1	Pgea1	-4.1 ± 0.5	N.C.	N.C.	N.C.	1197
AF378762	anthrax toxin receptor 1	Antxr1	N.C.	N.C.	N.C.	-1.5 ± 0.3	1199
AF397909	lactation elevated 1	Lace1	-1.7 ± 0.4	N.C.	N.C.	N.C.	1200
AF425647	MUS81 endonuclease homolog (yeast)	Mus81	-1.8 ± 0.4	N.C.	N.C.	N.C.	1201
AF479672	purine-rich element binding protein G	Purg	-2.2 ± 0.4	N.C.	N.C.	N.C.	1204
AI481660	eukaryotic translation initiation factor 2C, 4	Eif2c4	-1.8 ± 0.4	N.C.	N.C.	N.C.	1205
AI481778	RIKEN cDNA A930026B05 gene	A930026B05Rik	-2.0 ± 0.4	N.C.	N.C.	N.C.	1206
AI481797	myeloid cell nuclear differentiation antigen	Mnda	-2.1 ± 0.4	N.C.	N.C.	N.C.	1207
AI509011	RIKEN cDNA 2810422M04 gene	2810422M04Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1209
AI607344	RIKEN cDNA 8430426H19 gene	8430426H19Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	1212
AI666321	RIKEN cDNA 4930543C13 gene	4930543C13Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1214
AI987819	high mobility group 20A	Hmg20a	-1.9 ± 0.4	N.C.	N.C.	N.C.	1217
AJ428064	transmembrane protein 7	Tmem7	-26.4 ± 0.5	N.C.	N.C.	N.C.	1218
AK002294	RIKEN cDNA 1500041J02 gene	1500041J02Rik	N.C.	N.C.	N.C.	-1.5 ± 0.4	1219
AK002609	sirtuin 5 (silent mating type information regulation 2 homolog) 5 (S. cerevisiae)	Sirt5	-2.0 ± 0.4	N.C.	N.C.	N.C.	1221
AK002644	MANSC domain containing 1	Mansc1	-2.0 ± 0.4	N.C.	N.C.	N.C.	1222
AK002682	RIKEN cDNA 0610027B03 gene	0610027B03Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1223
AK002941	RIKEN cDNA 0710001D07 gene	0710001D07Rik	-2.0 ± 0.4	N.C.	N.C.	N.C.	1224
AK003011	GrpE-like 2, mitochondrial	Grpel2	-1.6 ± 0.4	N.C.	N.C.	N.C.	1225
AK003196	RIKEN cDNA 1110001A07 gene	1110001A07Rik	-1.9 ± 0.4	-1.6 ± 0.4	N.C.	N.C.	1227
AK003337	RIKEN cDNA 1110003A17 gene	1110003A17Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1228
AK003513	myelin protein zero-like 1	Mpzl1	N.C.	N.C.	-1.7 ± 0.4	N.C.	1229
AK003597	RIKEN cDNA 1110008P08 gene	1110008P08Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1230
AK003775	RIKEN cDNA 1110018F16 gene	1110018F16Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1231
AK003826	RIKEN cDNA 1110019L22 gene	1110019L22Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	1232
AK003895	RIKEN cDNA 1110021E09 gene	1110021E09Rik	-2.3 ± 0.3	N.C.	N.C.	N.C.	1233
AK003950	DNA segment, Chr 4, Brigham & Womens Genetics 0951 expressed	D4Bwg0951e	N.C.	N.C.	N.C.	-1.5 ± 0.4	1234
AK004037	mitochondrial ribosomal protein S25	Mrps25	-2.1 ± 0.4	N.C.	N.C.	N.C.	1235
AK004090	RIKEN cDNA 1110034G24 gene	1110034G24Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	1236
AK004187	RIKEN cDNA 4930429H24 gene	4930429H24Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1237
AK004302	RIKEN cDNA 4921506I22 gene	4921506I22Rik	-1.5 ± 0.4	-1.8 ± 0.4	N.C.	N.C.	1238
AK004327	carboxypeptidase M	Cpm	N.C.	N.C.	-2.0 ± 0.4	-1.6 ± 0.4	1239
AK004493	RIKEN cDNA 1190005F20 gene	1190005F20Rik	-3.7 ± 0.4	N.C.	N.C.	N.C.	1240
AK004510	RIKEN cDNA 1700020I14 gene	1700020I14Rik	-2.4 ± 0.4	N.C.	N.C.	N.C.	1241
AK004526	RIKEN cDNA 1810061M12 gene	1810061M12Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1242
AK004595	thymidylate kinase family LPS-inducible member	Tyki	-2.7 ± 0.4	N.C.	N.C.	N.C.	1243
AK004598	armadillo repeat containing, X-linked 3	Armcx3	-2.1 ± 0.3	N.C.	N.C.	N.C.	1244
AK004632	golgi associated, gamma adaptin ear containing, ARF binding protein 2	Gga2	-2.0 ± 0.4	N.C.	N.C.	N.C.	1245
AK004681	RIKEN cDNA 1200009O22 gene	1200009O22Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1246
AK004739	delta-like 4 (Drosophila)	Dll4	-4.5 ± 0.4	N.C.	N.C.	-1.6 ± 0.4	1247
AK004750	RIKEN cDNA 1200013P24 gene	1200013P24Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1248
AK004803	RIKEN cDNA 1200016B10 gene	1200016B10Rik	-2.1 ± 0.4	N.C.	N.C.	N.C.	1250
AK004908	coxsackievirus and adenovirus receptor	Cxadr	-1.9 ± 0.3	N.C.	N.C.	N.C.	1251
AK004937	RIKEN cDNA 1300007O09 gene	1300007O09Rik	-4.1 ± 0.8	N.C.	N.C.	N.C.	1252
AK005093	ethanol induced 1	Etohi1	-2.0 ± 0.4	N.C.	N.C.	N.C.	1253
AK006398	chimerin (chimaerin) 2	Chn2	-1.7 ± 0.3	N.C.	N.C.	N.C.	1254
AK007400	limb-bud and heart		-2.9 ± 0.4	N.C.	-1.7 ± 0.4	N.C.	1255
AK007714	RIKEN cDNA 1810037B05 gene	1810037B05Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	1257
AK007736	RIKEN cDNA 1810038L18 gene	1810038L18Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1258
AK007864	RIKEN cDNA 1810054O13 gene	1810054O13Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1260
AK008705	RIKEN cDNA 2210011C24 gene	2210011C24Rik	-2.5 ± 0.4	N.C.	-1.6 ± 0.4	N.C.	1261
AK008801	RIKEN cDNA 2700082D03 gene	2700082D03Rik	-2.0 ± 0.4	N.C.	N.C.	N.C.	1262
AK008985	RIKEN cDNA 2210419D22 gene	2210419D22Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1265
AK008987	RIKEN cDNA 2210419I08 gene	2210419I08Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	1266
AK009106	RIKEN cDNA 2310003C23 gene	2310003C23Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1267
AK009137	RIKEN cDNA 2310032D16 gene	2310032D16Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	1268
AK009177	RIKEN cDNA 2310005N01 gene	2310005N01Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	1269
AK009187	nucleoporin 35	Nup35	-2.3 ± 0.4	N.C.	N.C.	N.C.	1270
AK009247	WD repeat domain 5B	Wdr5b	-2.1 ± 0.4	N.C.	N.C.	N.C.	1271
AK009264	RIKEN cDNA 2310010B21 gene	2310010B21Rik	-2.1 ± 0.4	N.C.	N.C.	N.C.	1272
AK009266	vesicle-associated membrane protein 5	Vamp5	-2.0 ± 0.4	N.C.	N.C.	N.C.	1273
AK009297	WD repeat domain 33	Wdr33	-1.8 ± 0.4	N.C.	N.C.	N.C.	1274
AK009335	RIKEN cDNA 2310014F06 gene	2310014F06Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	1275
AK009675	RIKEN cDNA 2310038H17 gene	2310038H17Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	1276
AK009885	glucocorticoid induced transcript 1	Glcci1	-2.6 ± 0.4	N.C.	N.C.	N.C.	1277
AK009976	RIKEN cDNA 1190002C06 gene	1190002C06Rik	-1.6 ± 0.3	N.C.	N.C.	N.C.	1278
AK010185	RIKEN cDNA 2310075M15 gene	2310075M15Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1279
AK010429	ring finger protein 135	Rnf135	-2.0 ± 0.4	N.C.	N.C.	N.C.	1280
AK010433	crystallin, zeta (quinone reductase)-like 1	Cryzl1	-1.5 ± 0.4	N.C.	N.C.	N.C.	1281
AK010471	RIKEN cDNA 2410012H02 gene	2410012H02Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	1282
AK010497	RIKEN cDNA 2410015J15 gene	2410015J15Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	1283
AK010773	RIKEN cDNA 2410118P20 gene	2410118P20Rik	-7.8 ± 0.6	N.C.	N.C.	N.C.	1285
AK010805	polymerase (DNA-directed), delta 3, accessory subunit	Pold3	-1.7 ± 0.3	N.C.	N.C.	N.C.	1286
AK010828	RIKEN cDNA 2410170E21 gene	2410170E21Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	1287
AK010846	RIKEN cDNA 2500001K11 gene	2500001K11Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	1288
AK010908	pleckstrin homology, Sec7 and coiled/coil domains 4	Pscd4	-2.8 ± 0.4	N.C.	-1.7 ± 0.4	N.C.	1289
AK011178	RIKEN cDNA 2600010E01 gene	2600010E01Rik	-4.7 ± 0.4	N.C.	N.C.	N.C.	1290
AK011193	plexin A1	Plxna1	-1.8 ± 0.4	N.C.	N.C.	N.C.	1291
AK011224	RNA binding motif protein 3	Rbm3	-5.8 ± 0.5	N.C.	N.C.	-1.6 ± 0.4	1292
AK011343	RIKEN cDNA 2610008E11 gene	2610008E11Rik	-2.4 ± 0.4	N.C.	N.C.	N.C.	1293
AK011471	RIKEN cDNA 2610019N06 gene	2610019N06Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	1294
AK011527	RIKEN cDNA 2610024D14 gene	2610024D14Rik	-2.1 ± 0.5	N.C.	N.C.	N.C.	1295
AK011611	RIKEN cDNA 2610029I01 gene	2610029I01Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	1296
AK011692	RIKEN cDNA 2610036D13 gene	2610036D13Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	1297
AK011776	RIKEN cDNA 2610044O15 gene	2610044O15Rik	-3.1 ± 0.4	N.C.	N.C.	N.C.	1298
AK011838	RIKEN cDNA 2610110G12 gene	2610110G12Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	1299
AK011986	RIKEN cDNA 2610305D13 gene	2610305D13Rik	-2.6 ± 0.4	-2.3 ± 0.4	N.C.	N.C.	1300
AK012171	stannin	Snn	-2.3 ± 0.4	N.C.	-1.6 ± 0.4	N.C.	1301
AK012203	RIKEN cDNA 1700034H14 gene	1700034H14Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	1302
AK012261	RIKEN cDNA C030004A17 gene	C030004A17Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1303
AK012317	small nuclear RNA activating complex, polypeptide 1	Snapc1	-1.7 ± 0.4	N.C.	N.C.	N.C.	1304
AK012546	RIKEN cDNA 6330540D07 gene	6330540D07Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	1305
AK012621	RIKEN cDNA 2700097O09 gene	2700097O09Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	1306
AK012666	RIKEN cDNA 2810004A10 gene	2810004A10Rik	-2.0 ± 0.4	N.C.	N.C.	N.C.	1307
AK012776	RIKEN cDNA 2810021G02 gene	2810021G02Rik	-2.5 ± 0.4	N.C.	N.C.	N.C.	1308
AK013414	survivor of motor neuron protein interacting protein 1	Sip1	-1.6 ± 0.4	N.C.	N.C.	N.C.	1312
AK013416	LIM domain only 2	Lmo2	-2.7 ± 0.4	N.C.	-1.7 ± 0.4	-1.9 ± 0.4	1313
AK013481	Eph receptor A4	Epha4	-2.2 ± 0.4	N.C.	N.C.	N.C.	1314
AK013759	RIKEN cDNA 2900069M18 gene	2900069M18Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	1315
AK013810	synapsin II	Syn2	-1.9 ± 0.4	N.C.	N.C.	N.C.	1316
AK013909	retinoic acid induced 1	Rai1	-1.5 ± 0.3	N.C.	N.C.	N.C.	1317
AK014134	RIKEN cDNA 3110037I16 gene	3110037I16Rik	-2.6 ± 0.4	N.C.	N.C.	N.C.	1319
AK014208	haloacid dehalogenase-like hydrolase domain containing 2	Hdhd2	-1.5 ± 0.4	N.C.	N.C.	N.C.	1321
AK014221	BMP-binding endothelial regulator		N.C.	N.C.	N.C.	-1.6 ± 0.4	1322
AK014221	BMP-binding endothelial regulator	Bmper	N.C.	N.C.	-1.9 ± 0.4	N.C.	1323
AK014235	exportin, tRNA (nuclear export receptor for tRNAs)	Xpot	-1.6 ± 0.4	N.C.	N.C.	N.C.	1324
AK014341	RIKEN cDNA 3300001A09 gene	3300001A09Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1325
AK014391	RIKEN cDNA 3526402H21 gene	3526402H21Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	1326
AK014521	discoidin, CUB  and LCCL domain containing 1	Dcbld1	-1.9 ± 0.4	N.C.	N.C.	N.C.	1327
AK014527	RIKEN cDNA 4631422C13 gene	4631422C13Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1328
AK014562	RIKEN cDNA 4632409L22 gene	4632409L22Rik	-4.3 ± 0.5	N.C.	N.C.	N.C.	1329
AK014695	RIKEN cDNA 4833414E09 gene	4833414E09Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	1331
AK014780	RIKEN cDNA 4833427G06 gene	4833427G06Rik	-2.1 ± 0.4	N.C.	N.C.	N.C.	1332
AK015544	mannoside acetylglucosaminyltransferase 5	Mgat5	-1.6 ± 0.4	N.C.	N.C.	N.C.	1333
AK016299	RIKEN cDNA 4930578F03 gene	4930578F03Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	1334
AK017269	microfibrillar-associated protein 3-like	Mfap3l	-1.5 ± 0.4	N.C.	N.C.	N.C.	1336
AK017460	RIKEN cDNA 5530601I19 gene	5530601I19Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1337
AK017572	RIKEN cDNA 1810036I24 gene	1810036I24Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1339
AK017729	RIKEN cDNA 5730494N06 gene	5730494N06Rik	-1.5 ± 0.3	N.C.	N.C.	N.C.	1340
AK017778	ankyrin repeat domain 24	Ankrd24	-1.6 ± 0.4	N.C.	N.C.	N.C.	1341
AK017821	guanosine monophosphate reductase 2	Gmpr2	-2.2 ± 0.4	N.C.	N.C.	N.C.	1342
AK017897	syntaxin 11	Stx11	N.C.	N.C.	-1.9 ± 0.3	N.C.	1343
AK017999	RIKEN cDNA 5830448L21 gene	5830448L21Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	1345
AK018025	RIKEN cDNA 5830461L01 gene	5830461L01Rik	N.C.	N.C.	-1.5 ± 0.4	N.C.	1346
AK018053	RIKEN cDNA 5830474E16 gene	5830474E16Rik	-2.5 ± 0.5	N.C.	N.C.	N.C.	1347
AK018202	RIKEN cDNA 2310043N10 gene	2310043N10Rik	-5.5 ± 0.4	N.C.	N.C.	N.C.	1348
AK018397	RIKEN cDNA 8430408J07 gene	8430408J07Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	1351
AK018625	RIKEN cDNA 9130015G15 gene	9130015G15Rik	-3.0 ± 0.4	N.C.	N.C.	N.C.	1353
AK018639	casein kinase 1, gamma 1	Csnk1g1	-1.5 ± 0.4	N.C.	N.C.	N.C.	1354
AK019238	myoneurin	Mynn	-1.5 ± 0.4	-1.8 ± 0.4	N.C.	N.C.	1355
AK019261	RIKEN cDNA 3110040N11 gene	3110040N11Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	1356
AK019372	RIKEN cDNA 3000003F02 gene	3000003F02Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	1357
AK019427	HLA-B associated transcript 2	Bat2	-1.6 ± 0.4	N.C.	N.C.	N.C.	1358
AK019912	RIKEN cDNA 5330426P16 gene	5330426P16Rik	-2.2 ± 0.4	N.C.	N.C.	N.C.	1359
AK020001	purinergic receptor P2Y, G-protein coupled 10	P2ry10	N.C.	N.C.	-2.2 ± 0.4	-1.7 ± 0.4	1360
AK020062	RIKEN cDNA 6030442H21 gene	6030442H21Rik	-2.9 ± 0.5	N.C.	N.C.	N.C.	1361
AK020285	RIKEN cDNA 9130221H12 gene	9130221H12Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	1362
AK020483	RIKEN cDNA 9430072K23 gene	9430072K23Rik	-2.1 ± 0.4	N.C.	N.C.	N.C.	1363
AK021102	RIKEN cDNA C030026E19 gene	C030026E19Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	1364
AK021189	RIKEN cDNA 2810021B07 gene	2810021B07Rik	-3.3 ± 0.4	N.C.	N.C.	N.C.	1365
AU018946	high mobility group box 2-like 1	Hmgb2l1	-1.5 ± 0.4	N.C.	N.C.	N.C.	1366
AV000681	similar to RIKEN cDNA 2610101N10	LOC433362	-2.4 ± 0.4	N.C.	N.C.	N.C.	1367
AV002340	RIKEN cDNA 4833442J19 gene	4833442J19Rik	-2.7 ± 0.4	N.C.	N.C.	N.C.	1368
AV007471	RIKEN cDNA 1110004M10 gene	1110004M10Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	1369
AV014361	RIKEN cDNA 2600017H02 gene	2600017H02Rik	-1.9 ± 0.4	N.C.	-1.9 ± 0.4	N.C.	1370
AV028402	thymus cell antigen 1, theta	Thy1	N.C.	N.C.	-1.6 ± 0.4	N.C.	1371
AV077293	tripartite motif protein 47	Trim47	-2.3 ± 0.4	N.C.	N.C.	N.C.	1372
AV161118	RNA (guanine-9-) methyltransferase domain containing 3	Rg9mtd3	-1.6 ± 0.4	N.C.	N.C.	N.C.	1373
AV168389	autophagy 5-like (S. cerevisiae)	Apg5l	-1.5 ± 0.3	N.C.	N.C.	N.C.	1374
AV218841	neuronatin	Nnat	N.C.	N.C.	-2.0 ± 0.4	N.C.	1376
AV231607	tubulin tyrosine ligase-like family, member 4	Ttll4	-1.6 ± 0.4	N.C.	N.C.	N.C.	1377
AV251009	RIKEN cDNA 4833428M15 gene	4833428M15Rik	-3.7 ± 0.6	N.C.	N.C.	N.C.	1378
AV291250	RIKEN cDNA 4933428I03 gene	4933428I03Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1381
