Unigene	Gene name	Description	Map	Avg tumor/avg mucosa
Hs.433529	RPS11	ribosomal protein S11 (RPS11), mRNA.	19q13.3	4.366812227
Hs.147433	PCNA	proliferating cell nuclear antigen (PCNA), transcript variant 2, mRNA.	20pter-p12	4.366812227
		Human DNA sequence from clone RP1-189G13 on chromosome 20. Contains an RPL7A (60S ribosomal protein		4.385964912
	H2AFKP	H2A histone family, member K, pseudogene		4.405286344
Hs.408073	RPS6	ribosomal protein S6 (RPS6), mRNA.	9p21	4.405286344
Hs.482144	RPL26	Ribosomal protein L26	17p13	4.424778761
Hs.265174	RPL32	ribosomal protein L32 (RPL32), transcript variant 1, mRNA.	3p25-p24	4.444444444
Hs.821	BGN	biglycan (BGN), mRNA.	Xq28	4.464285714
Hs.477028	RPL24	ribosomal protein L24 (RPL24), mRNA.	3q12	4.484304933
	LOC391137	PREDICTED: similar to dJ612B18.1 (similar to 40S ribosomal protein) (LOC391137), mRNA.	1	4.484304933
Hs.546261	HNRPA1	heterogeneous nuclear ribonucleoprotein A1 (HNRPA1), transcript variant 1, mRNA.	12q13.1	4.504504505
		Human DNA sequence from cosmid L129H7, Huntingtons Disease Region, chromosome 4p16.3 contains Pseud		4.504504505
Hs.533282	NONO	non-POU domain containing, octamer-binding (NONO), mRNA.	Xq13.1	4.545454545
Hs.481466	Cep72	Centrosomal protein 72 kDa	5p15.33	4.587155963
Hs.469658	BCL2L11	BCL2-like 11 (apoptosis facilitator) (BCL2L11), transcript variant 8, mRNA.	2q13	4.587155963
		Human DNA sequence from clone RP11-392A19 on chromosome 13. Contains ESTs, STSs and GSSs. Contains a		4.608294931
Hs.447665	LOC401037	PREDICTED: hypothetical LOC401037 (LOC401037), mRNA.	2	4.608294931
Hs.530461	HIST2H2AA	histone 2, H2aa (HIST2H2AA), mRNA.	1q21.2	4.62962963
Hs.446574	TMSB10	thymosin, beta 10 (TMSB10), mRNA.	2p11.2	4.694835681
Hs.271954	PHEMX	pan-hematopoietic expression (PHEMX), transcript variant 3, mRNA.	11p15.5	4.694835681
Hs.464210	SYNGR2	synaptogyrin 2 (SYNGR2), mRNA.	17q25.3	4.716981132
Hs.472054	C20orf42	chromosome 20 open reading frame 42 (C20orf42), mRNA.	20p12.3	4.716981132
Hs.519469	SLC30A1	solute carrier family 30 (zinc transporter), member 1 (SLC30A1), mRNA.	1q32-q41	4.716981132
Hs.463456	NME2	non-metastatic cells 2, protein (NM23B) expressed in (NME2), mRNA.	17q21.3	4.739336493
Hs.407995	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor) (MIF), mRNA.	22q11.23	4.739336493
Hs.79110	NCL	nucleolin (NCL), mRNA.	2q12-qter	4.739336493
		Human DNA sequence from clone RP1-34P24 on chromosome 22 Contains a pseudogene similar to ribosomal		4.739336493
Hs.156346	TOP2A	topoisomerase (DNA) II alpha 170kDa (TOP2A), mRNA.	17q21-q22	4.739336493
	RPLP0P2	PREDICTED: ribosomal protein, large, P0 pseudogene 2 (RPLP0P2), misc RNA.	11	4.784688995
Hs.343334	FLJ14800	hypothetical protein FLJ14800 (FLJ14800), mRNA.	12q13.13	4.784688995
Hs.334462	PABPCP2	Similar to PABPCP2 protein	14pter-qter	4.807692308
	RPL7AP3	Ribosomal protein L7a pseudogene 3		4.807692308
Hs.408018	RPL36	ribosomal protein L36 (RPL36), transcript variant 1, mRNA.	19p13.3	4.830917874
Hs.421257	RPL7	ribosomal protein L7 (RPL7), mRNA.	8q21.11	4.87804878
Hs.50216	ZNF588	Zinc finger protein 588	7q11.2	4.87804878
Hs.378103	RPS5	ribosomal protein S5 (RPS5), mRNA.	19q13.4	4.901960784
	RPL13	Ribosomal protein L13		4.975124378
Hs.406013	KRT18	keratin 18 (KRT18), transcript variant 2, mRNA.	12q13	4.975124378
Hs.182825	RPL35	ribosomal protein L35 (RPL35), mRNA.	9q34.1	4.975124378
Hs.3041	UNG2	uracil-DNA glycosylase 2 (UNG2), mRNA.	5p15.2-p13.1	5
Hs.438429	RPS19	ribosomal protein S19 (RPS19), mRNA.	19q13.2	5.128205128
Hs.449099	ADM2	adrenomedullin 2 (ADM2), mRNA.	22q13.33	5.154639175
Hs.133397	ITGA6	integrin, alpha 6 (ITGA6), mRNA.	2q31.1	5.18134715
Hs.148340	RPL10A	ribosomal protein L10a (RPL10A), mRNA.	6p21.3-p21.2	5.208333333
		Human DNA sequence from clone RP11-375F2 on chromosome 1 Contains a pseudogene similar to UBL1 (ubiq		5.235602094
Hs.433427	RPS17	ribosomal protein S17 (RPS17), mRNA.	15q	5.263157895
Hs.132104	FLJ25369	hypothetical protein FLJ25369 (FLJ25369), mRNA.	2p11.2	5.291005291
Hs.425125	RPL29	ribosomal protein L29 (RPL29), mRNA.	3p21.3-p21.2	5.347593583
Hs.178551	RPL8	ribosomal protein L8 (RPL8), transcript variant 1, mRNA.	8q24.3	5.347593583
Hs.514196	RPL27	ribosomal protein L27 (RPL27), mRNA.	17q21.1-q21.2	5.376344086
Hs.136398	ZCCHC6	Zinc finger, CCHC domain containing 6	9q21	5.434782609
Hs.355264	CYB561	cytochrome b-561 (CYB561), mRNA.	17q11-qter	5.524861878
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	5.555555556
Hs.458280	PABPC3	poly(A) binding protein, cytoplasmic 3 (PABPC3), mRNA.	13q12-q13	5.555555556
Hs.226390	RRM2	ribonucleotide reductase M2 polypeptide (RRM2), mRNA.	2p25-p24	5.681818182
Hs.546287	RPS7	ribosomal protein S7 (RPS7), mRNA.	2p25	5.714285714
Hs.417004	S100A11	S100 calcium binding protein A11 (calgizzarin) (S100A11), mRNA.	1q21	5.780346821
Hs.134999	HIST1H2AM	histone 1, H2am (HIST1H2AM), mRNA.	6p22-p21.3	5.813953488
Hs.337766	RPL18A	ribosomal protein L18a (RPL18A), mRNA.	19p13	5.847953216
Hs.333418	FXYD5	FXYD domain containing ion transport regulator 5 (FXYD5), transcript variant 2, mRNA.	19q12-q13.1	5.882352941
		Human DNA sequence from clone RP4-595K12 on chromosome 1p31.2-31.3 Contains a pseudogene similar to		5.952380952
Hs.198281	PKM2	pyruvate kinase, muscle (PKM2), transcript variant 1, mRNA.	15q22	6.060606061
Hs.458414	IFITM1	interferon induced transmembrane protein 1 (9-27) (IFITM1), mRNA.	11p15.5	6.060606061
Hs.167535	SRP54	signal recognition particle 54kDa (SRP54), mRNA.	14q13.2	6.060606061
	RPL12	Ribosomal protein L12		6.097560976
Hs.517544	DUSP18	dual specificity phosphatase 18 (DUSP18), mRNA.	22q12.2	6.134969325
Hs.202453	MYC	v-myc myelocytomatosis viral oncogene homolog (avian) (MYC), mRNA.	8q24.12-q24.13	6.172839506
		Human DNA sequence from PAC 507I15 on chromosome Xq26.3-27.3. Contains 60S ribosomal protein L44 (L4		6.329113924
Hs.279746	TRPV2	Transient receptor potential cation channel, subfamily V, member 2	17p11.2	6.369426752
Hs.369397	TGFBI	transforming growth factor, beta-induced, 68kDa (TGFBI), mRNA.	5q31	6.41025641
Hs.182432	HIST1H2BM	histone 1, H2bm (HIST1H2BM), mRNA.	6p22-p21.3	6.711409396
Hs.109425	GFRA1	GDNF family receptor alpha 1 (GFRA1), transcript variant 2, mRNA.	10q26	6.756756757
Hs.525648	IGHG1	Immunoglobulin heavy constant gamma 1 (G1m marker)	14q32.33	6.849315068
Hs.518805	HMGA1	high mobility group AT-hook 1 (HMGA1), transcript variant 5, mRNA.	6p21	7.092198582
Hs.455494		Similar to Ribosome biogenesis protein BMS1 homolog	9q13	7.194244604
Hs.470654	CDCA7	cell division cycle associated 7 (CDCA7), transcript variant 2, mRNA.	2q31	7.246376812
Hs.432485	RPL36A	Ribosomal protein L36a	Xq22.1	7.633587786
Hs.406691	HIST1H2AJ	histone 1, H2aj (HIST1H2AJ), mRNA.	6p22-p21.3	7.751937984
Hs.368304	RPS2	ribosomal protein S2 (RPS2), mRNA.	16p13.3	8.130081301
	S100A14	S100 calcium binding protein A14 (calgizzarin)		9.433962264
Hs.162585	SLC12A2	solute carrier family 12 (sodium/potassium/chloride transporters), member 2 (SLC12A2), mRNA.	5q23.3	15.15151515
