Probe Set Id	Gene Title	Gene Symbol	Cluster
211165_x_at	EPH receptor B2	EPHB2	E
205153_s_at	CD40 molecule, TNF receptor superfamily member 5	CD40	E
221664_s_at	F11 receptor	F11R	E
215785_s_at	cytoplasmic FMR1 interacting protein 2	CYFIP2	E
121_at	paired box gene 8	PAX8	E
205952_at	potassium channel, subfamily K, member 3	KCNK3	E
57163_at	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1	ELOVL1	E
200965_s_at	actin binding LIM protein 1	ABLIM1	E
213865_at	discoidin, CUB and LCCL domain containing 2	DCBLD2	E
201392_s_at	insulin-like growth factor 2 receptor	IGF2R	E
209367_at	syntaxin binding protein 2	STXBP2	E
209552_at	paired box gene 8	PAX8	E
201272_at	aldo-keto reductase family 1, member B1 (aldose reductase)	AKR1B1	E
207923_x_at	paired box gene 8	PAX8	E
210150_s_at	laminin, alpha 5	LAMA5	E
218342_s_at	KIAA1815	KIAA1815	E
221526_x_at	par-3 partitioning defective 3 homolog (C. elegans)	PARD3	E
201910_at	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)	FARP1	E
217979_at	Tetraspanin 13	TSPAN13	E
211600_at	---	---	E
218211_s_at	melanophilin	MLPH	E
209369_at	annexin A3	ANXA3	E
201939_at	polo-like kinase 2 (Drosophila)	PLK2	E
218722_s_at	coiled-coil domain containing 51	CCDC51	E
212115_at	chromosome 16 open reading frame 34	C16orf34	E
203152_at	mitochondrial ribosomal protein L40	MRPL40	E
202464_s_at	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	PFKFB3	E
211776_s_at	erythrocyte membrane protein band 4.1-like 3	EPB41L3	E
202023_at	ephrin-A1	EFNA1	E
221805_at	neurofilament, light polypeptide 68kDa	NEFL	E
57540_at	ribokinase	RBKS	E
205313_at	transcription factor 2, hepatic; LF-B3; variant hepatic nuclear factor	TCF2	E
200651_at	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1	GNB2L1	E
203414_at	monocyte to macrophage differentiation-associated	MMD	E
213358_at	KIAA0802 /// chromosome 21 open reading frame 57	KIAA0802	E
202128_at	KIAA0317	KIAA0317	E
210480_s_at	myosin VI	MYO6	E
211363_s_at	methylthioadenosine phosphorylase	MTAP	E
211962_s_at	zinc finger protein 36, C3H type-like 1	ZFP36L1	E
203997_at	protein tyrosine phosphatase, non-receptor type 3	PTPN3	E
216570_x_at	ribosomal protein L29	RPL29	E
219020_at	HCLS1 binding protein 3	HS1BP3	E
213617_s_at	chromosome 18 open reading frame 10	C18orf10	E
35150_at	CD40 molecule, TNF receptor superfamily member 5	CD40	E
221934_s_at	DALR anticodon binding domain containing 3	DALRD3	E
38340_at	huntingtin interacting protein 1 related	HIP1R	E
201867_s_at	transducin (beta)-like 1X-linked	TBL1X	E
202897_at	signal-regulatory protein alpha	SIRPA	E
212285_s_at	agrin	AGRIN	E
200824_at	glutathione S-transferase pi	GSTP1	E
218132_s_at	tRNA splicing endonuclease 34 homolog (S. cerevisiae)	TSEN34	E
218658_s_at	ARP8 actin-related protein 8 homolog (yeast)	ACTR8	E
202658_at	peroxisomal biogenesis factor 11B	PEX11B	E
201954_at	actin related protein 2/3 complex, subunit 1B, 41kDa	ARPC1B	E
213554_s_at	CDV3 homolog (mouse)	CDV3	E
205410_s_at	ATPase, Ca++ transporting, plasma membrane 4	ATP2B4	E
202030_at	branched chain ketoacid dehydrogenase kinase	BCKDK	E
211662_s_at	voltage-dependent anion channel 2	VDAC2	E
201135_at	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial	ECHS1	E
206857_s_at	FK506 binding protein 1B, 12.6 kDa	FKBP1B	E
202811_at	STAM binding protein	STAMBP	E
208425_s_at	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	TANC2	E
219937_at	thyrotropin-releasing hormone degrading enzyme	TRHDE	E
211214_s_at	death-associated protein kinase 1	DAPK1	E
200753_x_at	splicing factor, arginine/serine-rich 2	SFRS2	E
220949_s_at	hypothetical protein MGC5242	MGC5242	E
202243_s_at	proteasome (prosome, macropain) subunit, beta type, 4	PSMB4	E
201818_at	acyltransferase like 2	AYTL2	E
203252_at	CDK2-associated protein 2	CDK2AP2	E
201209_at	histone deacetylase 1	HDAC1	E
206075_s_at	casein kinase 2, alpha 1 polypeptide	CSNK2A1	E
201134_x_at	cytochrome c oxidase subunit VIIc	COX7C	E
209224_s_at	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa	NDUFA2	E
201527_at	ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F	ATP6V1F	E
214553_s_at	cyclic AMP phosphoprotein, 19 kD	ARPP-19	E
213927_at	mitogen-activated protein kinase kinase kinase 9	MAP3K9	E
204514_at	DPH2 homolog (S. cerevisiae)	DPH2	E
219447_s_at	solute carrier family 35, member C2	SLC35C2	E
201489_at	peptidylprolyl isomerase F (cyclophilin F)	PPIF	E
200863_s_at	RAB11A, member RAS oncogene family	RAB11A	E
201778_s_at	KIAA0494	KIAA0494	E
219277_s_at	oxoglutarate dehydrogenase-like	OGDHL	E
221523_s_at	Ras-related GTP binding D	RRAGD	E
219406_at	chromosome 1 open reading frame 50	C1orf50	E
201208_s_at	tumor necrosis factor, alpha-induced protein 1 (endothelial)	TNFAIP1	E
201953_at	calcium and integrin binding 1 (calmyrin)	CIB1	E
202528_at	UDP-galactose-4-epimerase	GALE	E
200640_at	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	YWHAZ	E
218069_at	XTP3-transactivated protein A	XTP3TPA	E
201708_s_at	nipsnap homolog 1 (C. elegans)	NIPSNAP1	E
209040_s_at	proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7)	PSMB8	E
206896_s_at	guanine nucleotide binding protein (G protein), gamma 7	GNG7	E
207366_at	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1	KCNS1	E
218105_s_at	mitochondrial ribosomal protein L4	MRPL4	E
208855_s_at	serine/threonine kinase 24 (STE20 homolog, yeast)	STK24	E
201675_at	A kinase (PRKA) anchor protein 1	AKAP1	E
202882_x_at	nucleolar protein 7, 27kDa	NOL7	E
209831_x_at	deoxyribonuclease II, lysosomal	DNASE2	E
221308_at	fibroblast growth factor receptor substrate 2	FRS2	E
212610_at	protein tyrosine phosphatase, non-receptor type 11 (Noonan syndrome 1)	PTPN11	E
214334_x_at	DAZ associated protein 2	DAZAP2	E
216782_at	Potassium inwardly-rectifying channel, subfamily J, member 15	KCNJ15	E
208840_s_at	Ras-GTPase activating protein SH3 domain-binding protein 2	G3BP2	E
207040_s_at	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)	ST13	E
202679_at	Niemann-Pick disease, type C1	NPC1	E
215092_s_at	nuclear factor of activated T-cells 5, tonicity-responsive	NFAT5	E
212007_at	UBX domain containing 2	UBXD2	E
200882_s_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	PSMD4	E
205917_at	zinc finger protein 264	ZNF264	E
209433_s_at	phosphoribosyl pyrophosphate amidotransferase	PPAT	E
202447_at	2,4-dienoyl CoA reductase 1, mitochondrial	DECR1	E
201178_at	F-box protein 7	FBXO7	E
200744_s_at	guanine nucleotide binding protein (G protein), beta polypeptide 1	GNB1	E
200885_at	ras homolog gene family, member C	RHOC	E
200812_at	chaperonin containing TCP1, subunit 7 (eta)	CCT7	E
210131_x_at	succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa	SDHC	E
202004_x_at	succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa	SDHC	E
215090_x_at	aminopeptidase puromycin sensitive	NPEPPS	E
221705_s_at	suppressor of IKK epsilon	SIKE	E
201600_at	prohibitin 2	PHB2	E
218092_s_at	HIV-1 Rev binding protein	HRB	E
208923_at	cytoplasmic FMR1 interacting protein 1	CYFIP1	E
208699_x_at	transketolase (Wernicke-Korsakoff syndrome)	TKT	E
217860_at	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa	NDUFA10	E
207749_s_at	protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha	PPP2R3A	E
200657_at	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5	SLC25A5	E
209586_s_at	prune homolog (Drosophila)	PRUNE	E
220741_s_at	pyrophosphatase (inorganic) 2	PPA2	E
208700_s_at	transketolase (Wernicke-Korsakoff syndrome)	TKT	E
218856_at	tumor necrosis factor receptor superfamily, member 21	TNFRSF21	E
218384_at	calcium regulated heat stable protein 1, 24kDa	CARHSP1	E
201441_at	cytochrome c oxidase subunit Vib polypeptide 1 (ubiquitous)	COX6B1	E
202830_s_at	solute carrier family 37 (glycerol-6-phosphate transporter), member 4	SLC37A4	E
208629_s_at	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit	HADHA	E
209137_s_at	ubiquitin specific peptidase 10	USP10	E
201924_at	AF4/FMR2 family, member 1	AFF1	E
1487_at	estrogen-related receptor alpha	ESRRA	E
212716_s_at	eukaryotic translation initiation factor 3, subunit 12	EIF3S12	E
215772_x_at	succinate-CoA ligase, GDP-forming, beta subunit	SUCLG2	E
218102_at	2-deoxyribose-5-phosphate aldolase homolog (C. elegans)	DERA	E
212107_s_at	DEAH (Asp-Glu-Ala-His) box polypeptide 9	DHX9	E
218499_at	serine/threonine protein kinase MST4	RP6-213H19.1	E
207467_x_at	calpastatin	CAST	E
219677_at	splA/ryanodine receptor domain and SOCS box containing 1	SPSB1	E
208622_s_at	villin 2 (ezrin)	VIL2	E
208022_s_at	CDC14 cell division cycle 14 homolog B	CDC14B	E
212626_x_at	heterogeneous nuclear ribonucleoprotein C (C1/C2)	HNRPC	E
200736_s_at	glutathione peroxidase 1	GPX1	E
212826_s_at	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6	SLC25A6	E
222073_at	collagen, type IV, alpha 3 (Goodpasture antigen)	COL4A3	E
210602_s_at	cadherin 6, type 2, K-cadherin (fetal kidney)	CDH6	E
201242_s_at	ATPase, Na+/K+ transporting, beta 1 polypeptide	ATP1B1	E
201287_s_at	syndecan 1	SDC1	E
203458_at	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)	SPR	E
204331_s_at	mitochondrial ribosomal protein S12	MRPS12	E
209329_x_at	HIG1 domain family, member 2A	HIGD2A	E
209160_at	aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II)	AKR1C3	E
219274_at	tetraspanin 12	TSPAN12	E
212224_at	aldehyde dehydrogenase 1 family, member A1	ALDH1A1	E
205512_s_at	programmed cell death 8 (apoptosis-inducing factor)	PDCD8	E
218124_at	retinol saturase (all-trans-retinol 13,14-reductase)	RETSAT	E
205052_at	AU RNA binding protein/enoyl-Coenzyme A hydratase	AUH	E
206340_at	nuclear receptor subfamily 1, group H, member 4	NR1H4	E
203817_at	guanylate cyclase 1, soluble, beta 3	GUCY1B3	E
204070_at	retinoic acid receptor responder (tazarotene induced) 3	RARRES3	E
203961_at	nebulette	NEBL	E
200612_s_at	adaptor-related protein complex 2, beta 1 subunit	AP2B1	E
36499_at	cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)	CELSR2	E
202833_s_at	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	SERPINA1	E
211429_s_at	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	SERPINA1	E
200895_s_at	FK506 binding protein 4, 59kDa	FKBP4	E
204745_x_at	metallothionein 1G	MT1G	E
218309_at	calcium/calmodulin-dependent protein kinase II inhibitor 1	CAMK2N1	E
212185_x_at	metallothionein 2A	MT2A	E
216336_x_at	metallothionein 1M	MT1M	E
212859_x_at	metallothionein 1E (functional)	MT1E	E
206461_x_at	metallothionein 1H	MT1H	E
208581_x_at	metallothionein 1X	MT1X	E
204844_at	glutamyl aminopeptidase (aminopeptidase A)	ENPEP	E
217752_s_at	CNDP dipeptidase 2 (metallopeptidase M20 family)	CNDP2	E
218226_s_at	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa	NDUFB4	E
211456_x_at	metallothionein 1H-like protein	LOC645745	E
217165_x_at	metallothionein 1F (functional)	MT1F	E
204675_at	steroid-5-alpha-reductase, alpha polypeptide 1	SRD5A1	E
218190_s_at	ubiquinol-cytochrome c reductase complex (7.2 kD)	UCRC	E
212688_at	phosphoinositide-3-kinase, catalytic, beta polypeptide	PIK3CB	E
207157_s_at	guanine nucleotide binding protein (G protein), gamma 5	GNG5	E
208778_s_at	t-complex 1	TCP1	E
209127_s_at	squamous cell carcinoma antigen recognised by T cells 3	SART3	E
205942_s_at	acyl-CoA synthetase medium-chain family member 3	ACSM3	E
202600_s_at	nuclear receptor interacting protein 1	NRIP1	E
214890_s_at	DKFZP564J102 protein	DKFZP564J102	E
209632_at	protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha	PPP2R3A	E
202121_s_at	chromatin modifying protein 2A	CHMP2A	E
217732_s_at	integral membrane protein 2B	ITM2B	E
218582_at	membrane-associated ring finger (C3HC4) 5	40607	E
220942_x_at	chromsome 3 open reading frame 28	C3orf28	E
217983_s_at	ribonuclease T2	RNASET2	E
218689_at	Fanconi anemia, complementation group F	FANCF	E
212451_at	KIAA0256 gene product	KIAA0256	E
218717_s_at	leprecan-like 1	LEPREL1	E
217846_at	glutaminyl-tRNA synthetase	QARS	E
213067_at	myosin, heavy polypeptide 10, non-muscle	MYH10	E
203650_at	protein C receptor, endothelial (EPCR)	PROCR	E
221765_at	---	---	E
219032_x_at	opsin 3 (encephalopsin, panopsin)	OPN3	E
219819_s_at	mitochondrial ribosomal protein S28	MRPS28	E
201286_at	syndecan 1	SDC1	E
208796_s_at	cyclin G1	CCNG1	E
200086_s_at	cytochrome c oxidase subunit IV isoform 1	COX4I1	E
217984_at	ribonuclease T2	RNASET2	E
201258_at	ribosomal protein S16	RPS16	E
205533_s_at	cadherin 6, type 2, K-cadherin (fetal kidney)	CDH6	E
202170_s_at	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	AASDHPPT	E
221490_at	ubiquitin associated protein 1	UBAP1	E
219276_x_at	chromosome 9 open reading frame 82	C9orf82	E
213133_s_at	glycine cleavage system protein H (aminomethyl carrier)	GCSH	E
201955_at	cyclin C	CCNC	E
218285_s_at	3-hydroxybutyrate dehydrogenase, type 2	BDH2	E
212406_s_at	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	PCMTD2	E
212692_s_at	LPS-responsive vesicle trafficking, beach and anchor containing	LRBA	E
205222_at	enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase	EHHADH	E
218577_at	leucine rich repeat containing 40	LRRC40	E
202000_at	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa	NDUFA6	E
212145_at	mitochondrial ribosomal protein S27	MRPS27	E
221497_x_at	egl nine homolog 1 (C. elegans)	EGLN1	E
220714_at	PR domain containing 14	PRDM14	E
221962_s_at	ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)	UBE2H	E
212009_s_at	stress-induced-phosphoprotein 1 (Hsp70/Hsp90-organizing protein)	STIP1	E
208621_s_at	villin 2 (ezrin)	VIL2	E
214953_s_at	amyloid beta (A4) precursor protein (peptidase nexin-II, Alzheimer disease)	APP	E
201093_x_at	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	SDHA	E
212228_s_at	coenzyme Q9 homolog (S. cerevisiae)	COQ9	E
213887_s_at	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa	POLR2E	E
202740_at	aminoacylase 1	ACY1	E
202941_at	NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa	NDUFV2	E
205441_at	occludin/ELL domain containing 1	OCEL1	E
217791_s_at	aldehyde dehydrogenase 18 family, member A1	ALDH18A1	E
220753_s_at	crystallin, lambda 1	CRYL1	E
210563_x_at	CASP8 and FADD-like apoptosis regulator	CFLAR	E
219558_at	ATPase type 13A3	ATP13A3	E
217234_s_at	villin 2 (ezrin)	VIL2	E
209111_at	ring finger protein 5	RNF5	E
204845_s_at	glutamyl aminopeptidase (aminopeptidase A)	ENPEP	E
201302_at	annexin A4	ANXA4	E
209366_x_at	cytochrome b5 type A (microsomal)	CYB5A	E
218438_s_at	mediator of RNA polymerase II transcription, subunit 28 homolog (S. cerevisiae)	MED28	E
204016_at	leucyl-tRNA synthetase 2, mitochondrial	LARS2	E
39549_at	neuronal PAS domain protein 2	NPAS2	E
213258_at	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	TFPI	E
201349_at	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1	SLC9A3R1	E
36830_at	mitochondrial intermediate peptidase	MIPEP	E
210774_s_at	nuclear receptor coactivator 4	NCOA4	E
204784_s_at	myeloid leukemia factor 1	MLF1	E
212174_at	adenylate kinase 2	AK2	E
207657_x_at	transportin 1	TNPO1	E
204459_at	cleavage stimulation factor, 3 pre-RNA, subunit 2, 64kDa	CSTF2	F
208441_at	insulin-like growth factor 1 receptor	IGF1R	F
217992_s_at	EF-hand domain family, member D2	EFHD2	F
202285_s_at	tumor-associated calcium signal transducer 2	TACSTD2	F
201507_at	prefoldin subunit 1	PFDN1	F
221515_s_at	leucine carboxyl methyltransferase 1	LCMT1	F
209032_s_at	immunoglobulin superfamily, member 4	IGSF4	F
209789_at	coronin, actin binding protein, 2B	CORO2B	F
203217_s_at	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	ST3GAL5	F
201572_x_at	dCMP deaminase	DCTD	F
218469_at	gremlin 1, cysteine knot superfamily, homolog (Xenopus laevis)	GREM1	F
206558_at	single-minded homolog 2 (Drosophila)	SIM2	F
209871_s_at	amyloid beta (A4) precursor protein-binding, family A, member 2 (X11-like)	APBA2	F
203389_at	kinesin family member 3C	KIF3C	F
200005_at	eukaryotic translation initiation factor 3, subunit 7 zeta, 66/67kDa	EIF3S7	F
58780_s_at	hypothetical protein FLJ10357	FLJ10357	F
208626_s_at	vesicle amine transport protein 1 homolog (T californica)	VAT1	F
205207_at	interleukin 6 (interferon, beta 2)	IL6	F
201387_s_at	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)	UCHL1	F
202936_s_at	SRY (sex determining region Y)-box 9 (campomelic dysplasia, autosomal sex-reversal)	SOX9	F
201983_s_at	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	EGFR	F
200633_at	ubiquitin B	UBB	F
202720_at	testis derived transcript (3 LIM domains)	TES	F
212068_s_at	KIAA0515	KIAA0515	F
202345_s_at	fatty acid binding protein 5 (psoriasis-associated)	FABP5	F
53991_at	DENN/MADD domain containing 2A	DENND2A	F
206476_s_at	neuro-oncological ventral antigen 2	NOVA2	F
220731_s_at	NECAP endocytosis associated 2	NECAP2	F
211964_at	collagen, type IV, alpha 2	COL4A2	F
210428_s_at	hepatocyte growth factor-regulated tyrosine kinase substrate	HGS	F
209270_at	laminin, beta 3	LAMB3	F
202208_s_at	ADP-ribosylation factor-like 4C	ARL4C	F
205266_at	leukemia inhibitory factor (cholinergic differentiation factor)	LIF	F
38037_at	heparin-binding EGF-like growth factor	HBEGF	F
210552_s_at	Ral GEF with PH domain and SH3 binding motif 1	RALGPS1	F
209460_at	4-aminobutyrate aminotransferase	ABAT	F
200791_s_at	IQ motif containing GTPase activating protein 1	IQGAP1	F
209459_s_at	4-aminobutyrate aminotransferase	ABAT	F
202565_s_at	supervillin	SVIL	F
214175_x_at	PDZ and LIM domain 4	PDLIM4	F
222065_s_at	flightless I homolog (Drosophila)	FLII	F
212321_at	---	---	F
202028_s_at	ribosomal protein L38	RPL38	F
210248_at	wingless-type MMTV integration site family, member 7A	WNT7A	F
206247_at	MHC class I polypeptide-related sequence B	MICB	F
213603_s_at	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)	RAC2	F
219108_x_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27	DDX27	F
218229_s_at	pogo transposable element with KRAB domain	POGK	F
1007_s_at	discoidin domain receptor family, member 1	DDR1	F
218932_at	chromosome 1 open reading frame 181	C1orf181	F
214051_at	hypothetical protein MGC39900	MGC39900	F
217999_s_at	pleckstrin homology-like domain, family A, member 1	PHLDA1	F
201762_s_at	proteasome (prosome, macropain) activator subunit 2 (PA28 beta)	PSME2	F
209313_at	XPA binding protein 1, GTPase	XAB1	F
202286_s_at	tumor-associated calcium signal transducer 2	TACSTD2	F
209030_s_at	immunoglobulin superfamily, member 4	IGSF4	F
204304_s_at	prominin 1	PROM1	F
215177_s_at	integrin, alpha 6	ITGA6	F
205590_at	RAS guanyl releasing protein 1 (calcium and DAG-regulated)	RASGRP1	F
212311_at	KIAA0746 protein	KIAA0746	F
212314_at	KIAA0746 protein	KIAA0746	F
201089_at	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2	ATP6V1B2	F
211668_s_at	plasminogen activator, urokinase	PLAU	F
202597_at	interferon regulatory factor 6	IRF6	F
202196_s_at	dickkopf homolog 3 (Xenopus laevis)	DKK3	F
214247_s_at	dickkopf homolog 3 (Xenopus laevis)	DKK3	F
209581_at	HRAS-like suppressor 3	HRASLS3	F
202514_at	discs, large homolog 1 (Drosophila)	DLG1	F
201839_s_at	tumor-associated calcium signal transducer 1	TACSTD1	F
217996_at	pleckstrin homology-like domain, family A, member 1	PHLDA1	F
211506_s_at	interleukin 8	IL8	F
202859_x_at	interleukin 8	IL8	F
205479_s_at	plasminogen activator, urokinase	PLAU	F
212531_at	lipocalin 2 (oncogene 24p3)	LCN2	F
54970_at	hypothetical protein DKFZp761I2123	DKFZp761I2123	F
207169_x_at	discoidin domain receptor family, member 1	DDR1	F
209457_at	dual specificity phosphatase 5	DUSP5	F
212967_x_at	nucleosome assembly protein 1-like 1	NAP1L1	F
208025_s_at	high mobility group AT-hook 2	HMGA2	F
222108_at	adhesion molecule with Ig-like domain 2	AMIGO2	F
221792_at	RAB6B, member RAS oncogene family	RAB6B	F
202006_at	protein tyrosine phosphatase, non-receptor type 12	PTPN12	F
208753_s_at	nucleosome assembly protein 1-like 1	NAP1L1	F
208453_s_at	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble	XPNPEP1	F
210229_s_at	colony stimulating factor 2 (granulocyte-macrophage)	CSF2	F
209796_s_at	transmembrane protein 4	TMEM4	F
209345_s_at	phosphatidylinositol 4-kinase type II	PI4KII	F
201626_at	insulin induced gene 1	INSIG1	F
202525_at	protease, serine, 8 (prostasin)	PRSS8	F
203954_x_at	claudin 3	CLDN3	F
209159_s_at	NDRG family member 4	NDRG4	F
212025_s_at	flightless I homolog (Drosophila)	FLII	F
219389_at	sushi domain containing 4	SUSD4	F
212686_at	protein phosphatase 1H (PP2C domain containing)	PPM1H	F
203499_at	EPH receptor A2	EPHA2	F
221885_at	DENN/MADD domain containing 2A	DENND2A	F
211827_s_at	potassium voltage-gated channel, Shal-related subfamily, member 3	KCND3	F
221563_at	dual specificity phosphatase 10	DUSP10	F
200704_at	lipopolysaccharide-induced TNF factor	LITAF	F
218661_at	hypothetical protein FLJ14154	FLJ14154	F
200009_at	GDP dissociation inhibitor 2 /// GDP dissociation inhibitor 2	GDI2	F
212055_at	chromosome 18 open reading frame 10	C18orf10	F
204612_at	protein kinase (cAMP-dependent, catalytic) inhibitor alpha	PKIA	F
211787_s_at	eukaryotic translation initiation factor 4A, isoform 1	EIF4A1	F
211965_at	zinc finger protein 36, C3H type-like 1	ZFP36L1	F
212044_s_at	Ribosomal protein L27a	RPL27A	F
210458_s_at	TRAF family member-associated NFKB activator	TANK	F
221127_s_at	regulated in glioma	RIG	F
208634_s_at	microtubule-actin crosslinking factor 1	MACF1	F
212895_s_at	active BCR-related gene	ABR	F
215501_s_at	dual specificity phosphatase 10	DUSP10	F
200625_s_at	CAP, adenylate cyclase-associated protein 1 (yeast)	CAP1	F
216756_at	CDNA: FLJ21342 fis, clone COL02673	---	F
218025_s_at	peroxisomal D3,D2-enoyl-CoA isomerase	PECI	F
208752_x_at	nucleosome assembly protein 1-like 1	NAP1L1	F
201631_s_at	immediate early response 3	IER3	F
212472_at	microtubule associated monoxygenase, calponin and LIM domain containing 2	MICAL2	F
222240_s_at	myo-inositol 1-phosphate synthase A1	ISYNA1	F
219956_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6)	GALNT6	F
33323_r_at	stratifin	SFN	F
33322_i_at	stratifin	SFN	F
218192_at	inositol hexaphosphate kinase 2	IHPK2	F
209252_at	histidyl-tRNA synthetase-like	HARSL	F
201340_s_at	ectodermal-neural cortex (with BTB-like domain)	ENC1	F
204924_at	toll-like receptor 2	TLR2	F
202672_s_at	activating transcription factor 3	ATF3	F
221218_s_at	thiamin pyrophosphokinase 1	TPK1	F
216554_s_at	---	---	F
214355_x_at	CTAGE family, member 5-like	LOC441296	F
212024_x_at	flightless I homolog (Drosophila)	FLII	F
203687_at	chemokine (C-X3-C motif) ligand 1	CX3CL1	F
215504_x_at	Ankyrin repeat domain 10	ANKRD10	F
207517_at	laminin, gamma 2	LAMC2	F
215149_at	CDNA clone IMAGE:5260262	---	F
202350_s_at	matrilin 2	MATN2	F
205105_at	mannosidase, alpha, class 2A, member 1	MAN2A1	F
202392_s_at	phosphatidylserine decarboxylase	PISD	F
212071_s_at	spectrin, beta, non-erythrocytic 1	SPTBN1	F
209048_s_at	protein kinase C binding protein 1	PRKCBP1	F
213182_x_at	cyclin-dependent kinase inhibitor 1C (p57, Kip2)	CDKN1C	F
218660_at	dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)	DYSF	F
202307_s_at	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	TAP1	F
217681_at	wingless-type MMTV integration site family, member 7B	WNT7B	F
204341_at	tripartite motif-containing 16	TRIM16	F
204135_at	downregulated in ovarian cancer 1	DOC1	F
219142_at	RAS-like, family 11, member B	RASL11B	F
222348_at	---	---	F
205565_s_at	frataxin	FXN	F
200074_s_at	ribosomal protein L14	RPL14	F
