GeneID, ranked according to fold change	gene symbol	Fold change after EZH2 knockdown	Corresponding change after NIPP1 knockdown	Expression
84240	ZCCHC9	0.68	1.53	Downregulated genes
2161	F12	0.68	1.08	Downregulated genes
84146	ZNF644	0.68	1.09	Downregulated genes
6155	RPL27	0,68; 0,71	0,99; 0,92	Downregulated genes
6138	RPL15	0,68; 0,69	0,91; 0,92	Downregulated genes
284443	ZNF493	0.68	1.04	Downregulated genes
64770	CCDC14	0.68	1.19	Downregulated genes
8310	ACOX3	0.68	1.12	Downregulated genes
147841	SPC24	0.68	1.09	Downregulated genes
55011	PIH1D1	0.68	0.94	Downregulated genes
54682	MANSC1	0.68	0.76	Downregulated genes
8815	BANF1	0.68	0.86	Downregulated genes
93081	C13orf27	0.68	0.78	Downregulated genes
3550	IK	0,68; 0,71	1,17; 1,20	Downregulated genes
8821	INPP4B	0.68	1.12	Downregulated genes
55850	MDS032	0.68	0.87	Downregulated genes
54843	SYTL2	0.68	0.96	Downregulated genes
284064	LOC284064	0.68	0.94	Downregulated genes
29081	METTL5	0.68	1.02	Downregulated genes
6141	RPL18	0,69; 0,69	0,95; 0,97	Downregulated genes
3843	RANBP5	0.69	1.04	Downregulated genes
80264	ZNF430	0.69	1.07	Downregulated genes
97	ACYP1	0.69	1.69	Downregulated genes
51659	GINS2	0,69; 0,70	0,80; 0,73	Downregulated genes
80010	RMI1	0.69	0.93	Downregulated genes
29896	TRA2A	0.69	0.99	Downregulated genes
6692	SPINT1	0.69	0.66	Downregulated genes
51010	EXOSC3	0.69	0.97	Downregulated genes
27040	LAT	0.69	0.81	Downregulated genes
7320	UBE2B	0.69	0.93	Downregulated genes
22994	AZI1	0.69	0.94	Downregulated genes
122961	ISCA2	0.69	1.53	Downregulated genes
78988	MRP63	0.69	1.1	Downregulated genes
54475	NLE1	0.69	0.94	Downregulated genes
219402	MTIF3	0.69	1.04	Downregulated genes
6949	TCOF1	0.69	0.92	Downregulated genes
3655	ITGA6	0.69	0.95	Downregulated genes
221035	REEP3	0.69	1.08	Downregulated genes
83596	BCL2L12	0.69	0.99	Downregulated genes
29015	SLC43A3	0.69	0.64	Downregulated genes
4928	NUP98	0.69	0.93	Downregulated genes
55110	FLJ10292	0.69	0.77	Downregulated genes
51133	KCTD3	0.69	0.97	Downregulated genes
432	ASGR1	0.69	1.14	Downregulated genes
401911	LOC401911	0.69	0.97	Downregulated genes
90381	C15orf42	0.69	1	Downregulated genes
1736	DKC1	0.69	1.06	Downregulated genes
2585	GALK2	0.69	1.07	Downregulated genes
2794	GNL1	0.69	0.89	Downregulated genes
182	JAG1	0.69	1.13	Downregulated genes
6222	RPS18	0.69	0.93	Downregulated genes
2109	ETFB	0.69	0.99	Downregulated genes
2618	GART	0.69	1.17	Downregulated genes
10963	STIP1	0.69	0.95	Downregulated genes
332	BIRC5	0.69	0.86	Downregulated genes
6895	TARBP2	0.69	0.89	Downregulated genes
93323	NY-SAR-48	0.69	1.02	Downregulated genes
23397	NCAPH	0.69	1.19	Downregulated genes
1911	PHC1	0.69	0.83	Downregulated genes
7220	TRPC1	0.69	0.78	Downregulated genes
1062	CENPE	0,69; 0,70; 0,71	0,95; 0,95; 0,95	Downregulated genes
23275	POFUT2	0.7	0.95	Downregulated genes
6210	RPS15A	0.7	0.84	Downregulated genes
27012	KCNV1	0.7	1.19	Downregulated genes
27300	ZNF544	0.7	0.89	Downregulated genes
83640	FAM103A1	0.7	1.15	Downregulated genes
2644	GCHFR	0.7	0.71	Downregulated genes
89891	WDR34	0.7	0.65	Downregulated genes
51126	NAT5	0.7	1.33	Downregulated genes
80774	LIMD2	0.7	0.58	Downregulated genes
7027	TFDP1	0.7	0.87	Downregulated genes
3145	HMBS	0.7	1.27	Downregulated genes
55071	C9orf40	0.7	1.01	Downregulated genes
79081	C11orf48	0.7	0.97	Downregulated genes
5613	PRKX	0.7	1.09	Downregulated genes
1523	CUTL1	0.7	0.65	Downregulated genes
79980	DSN1	0.7	1.13	Downregulated genes
284695	ZNF326	0.7	0.66	Downregulated genes
5929	RBBP5	0.7	0.98	Downregulated genes
4215	MAP3K3	0.7	0.88	Downregulated genes
2630	GBAP	0.7	0.84	Downregulated genes
22	ABCB7	0.7	1.17	Downregulated genes
5747	PTK2	0.7	0.88	Downregulated genes
23658	LSM5	0.7	0.95	Downregulated genes
152100	MGC61571	0.7	1.15	Downregulated genes
10575	CCT4	0.7	1.08	Downregulated genes
54969	C4orf27	0.7	1.03	Downregulated genes
84272	YIPF4	0.7	0.91	Downregulated genes
116447	TOP1MT	0.7	1.15	Downregulated genes
7936	RDBP	0.7	1.03	Downregulated genes
6760	SS18	0.7	0.89	Downregulated genes
23647	ARFIP2	0.7	0.92	Downregulated genes
29087	THYN1	0.7	1.19	Downregulated genes
10121	ACTR1A	0.7	0.85	Downregulated genes
84304	NUDT22	0.71	0.98	Downregulated genes
23650	TRIM29	0.71	0.72	Downregulated genes
7109	TMEM1	0.71	0.91	Downregulated genes
9184	BUB3	0.71	0.78	Downregulated genes
3663	IRF5	0.71	1.15	Downregulated genes
8508	NIPSNAP1	0.71	0.96	Downregulated genes
4071	TM4SF1	0.71	1.14	Downregulated genes
51053	GMNN	0.71	1.12	Downregulated genes
494514	C18orf56	0.71	1.27	Downregulated genes
26022	TMEM98	0.71	1	Downregulated genes
9126	SMC3	0.71	1	Downregulated genes
6207	RPS13	0.71	0.93	Downregulated genes
50626	CYHR1	0.71	0.9	Downregulated genes
54865	GPATCH4	0.71	1.19	Downregulated genes
23446	SLC44A1	0.71	0.62	Downregulated genes
146059	CDAN1	0.71	0.87	Downregulated genes
10915	TCERG1	0.71	0.87	Downregulated genes
79731	NARS2	0.72	1.27	Downregulated genes
9184	BUB3	0.72	1.15	Downregulated genes
84515	MCM8	0.72	0.81	Downregulated genes
9338	TCEAL1	0.72	1.05	Downregulated genes
23324	MAN2B2	0.72	0.9	Downregulated genes
55789	DEPDC1B	0.72	0.71	Downregulated genes
26100	WIPI2	0.72	0.75	Downregulated genes
4716	NDUFB10	0.72	1.28	Downregulated genes
146223	CMTM4	0.72	0.69	Downregulated genes
6541	SLC7A1	0.72	0.63	Downregulated genes
4072	TACSTD1	0.72	0.61	Downregulated genes
9559	VPS26A	0.73	0.62	Downregulated genes
