Refseq	Geneid	Gene symbol	Gene name	Fold Change	q-value (%)	Negative Fold Change
NM_014739	9774	BCLAF1	BCL2-associated transcription factor 1	0.43738402	3.6724243	-2.286320383
NM_004328	617	BCS1L	BCS1-like (yeast)	2.0945266	5.9122677	NA
NM_203314	622	BDH1	3-hydroxybutyrate dehydrogenase, type 1	1.75607416	8.0395314	NA
NM_004051	622	BDH1	3-hydroxybutyrate dehydrogenase, type 1	2.07113588	5.3706176	NA
NM_203315	622	BDH1	3-hydroxybutyrate dehydrogenase, type 1	2.07113588	5.3706176	NA
NM_003766	8678	BECN1	beclin 1 (coiled-coil, myosin-like BCL2 interacting protein)	1.68832286	8.0395314	NA
NM_005868	10282	BET1	BET1 homolog (S. cerevisiae)	1.73965421	7.6537443	NA
NM_016526	51272	BET1L	blocked early in transport 1 homolog (S. cerevisiae)-like	1.97506459	2.9727196	NA
NM_018476	55859	BEX1	brain expressed, X-linked 1	0.35447409	1.7079054	-2.821080661
NM_032621	84707	BEX2	brain expressed X-linked 2	2.7013936	1.9393426	NA
NM_199173	632	BGLAP	bone gamma-carboxyglutamate (gla) protein (osteocalcin)	1.58314786	9.8653909	NA
NM_030639	80823	BHLHB9	basic helix-loop-helix domain containing, class B, 9	0.37282848	9.4283268	-2.682198527
NM_001197	638	BIK	BCL2-interacting killer (apoptosis-inducing)	6.22251035	0	NA
NM_016252	57448	BIRC6	baculoviral IAP repeat-containing 6 (apollon)	0.26175551	1.7079054	-3.82035893
NM_001487	2647	BLOC1S1	biogenesis of lysosome-related organelles complex-1, subunit 1	1.71419824	9.0782945	NA
NM_001001342	282991	BLOC1S2	biogenesis of lysosome-related organelles complex-1, subunit 2	2.211913	1.5613079	NA
NM_173809	282991	BLOC1S2	biogenesis of lysosome-related organelles complex-1, subunit 2	2.211913	1.5613079	NA
NM_000713	645	BLVRB	biliverdin reductase B (flavin reductase (NADPH))	2.07267677	2.6012277	NA
NM_001200	650	BMP2	bone morphogenetic protein 2	3.26999874	0	NA
NM_004329	657	BMPR1A	bone morphogenetic protein receptor, type IA	0.50220873	8.27025	-1.991203936
NM_004052	664	BNIP3	BCL2/adenovirus E1B 19kDa interacting protein 3	1.61130365	6.5999626	NA
NM_016074	51027	BOLA1	bolA-like 1 (E. coli)	1.84165114	3.797649	NA
NM_212552	388962	BOLA3	bolA-like 3 (E. coli)	2.41026759	6.3497914	NA
NM_001724	669	BPGM	2,3-bisphosphoglycerate mutase	4.57776588	1.0218237	NA
NM_199186	669	BPGM	2,3-bisphosphoglycerate mutase	4.57776588	1.0218237	NA
NM_014299	23476	BRD4	bromodomain containing 4	0.53980118	8.7274414	-1.852533927
NM_058243	23476	BRD4	bromodomain containing 4	0.53964416	6.3497914	-1.853072958
NM_015379	25798	BRI3	brain protein I3	2.17368326	2.0161834	NA
NM_001024957	25855	BRMS1	breast cancer metastasis suppressor 1	3.83842189	0.637618	NA
NM_015399	25855	BRMS1	breast cancer metastasis suppressor 1	3.83842189	0.637618	NA
NM_015415	25874	BRP44	brain protein 44	2.43381207	1.0218237	NA
NM_033656	54014	BRWD1	bromodomain and WD repeat domain containing 1	0.54551635	4.9341886	-1.833125625
NM_018963	54014	BRWD1	bromodomain and WD repeat domain containing 1	0.49116225	8.7274414	-2.03598709
NM_003972	9044	BTAF1	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)	0.41323925	3.753678	-2.41990566
NM_017658	54813	BTBD5	BTB (POZ) domain containing 5	0.45304933	7.2505573	-2.207265156
NM_033271	90135	BTBD6	BTB (POZ) domain containing 6	2.04330251	3.6724243	NA
NM_003910	8896	BUD31	BUD31 homolog (yeast)	2.21222598	1.219488	NA
NM_004053	705	BYSL	bystin-like	2.12248789	7.6537443	NA
NM_007311	706	BZRP	benzodiazapine receptor (peripheral)	1.78099967	8.1979458	NA
NM_000714	706	BZRP	benzodiazapine receptor (peripheral)	1.78099967	8.1979458	NA
NM_014038	28969	BZW2	basic leucine zipper and W2 domains 2	0.56046701	8.0395314	-1.784226337
NM_007021	11067	C10orf10	chromosome 10 open reading frame 10	3.09435693	2.6012277	NA
NM_173473	119504	C10orf104	chromosome 10 open reading frame 104	1.66456365	8.27025	NA
NM_138413	112817	C10orf65	chromosome 10 open reading frame 65	2.55594668	8.8660141	NA
NM_018464	55847	C10orf70	chromosome 10 open reading frame 70	2.18605731	2.4738185	NA
NM_014206	746	C11orf10	chromosome 11 open reading frame 10	1.53162792	8.8660141	NA
NM_013265	738	C11orf2	chromosome 11 open reading frame2	1.92560469	4.3199052	NA
NM_022338	53838	C11orf24	chromosome 11 open reading frame 24	1.95146528	3.6724243	NA
NM_001007139	492304	C11orf43	chromosome 11 open reading frame 43	13.81702817	0	NA
NM_024099	79081	C11orf48	chromosome 11 open reading frame 48	2.31491266	5.9122677	NA
NM_014042	25906	C11orf51	chromosome 11 open reading frame 51	3.18464809	0.637618	NA
NM_017907	55004	C11orf59	chromosome 11 open reading frame 59	2.79809932	1.4706181	NA
NM_021640	60314	C12orf10	chromosome 12 open reading frame 10	1.79429566	5.9122677	NA
NM_152261	90488	C12orf23	chromosome 12 open reading frame 23	2.13917103	5.0573729	NA
NM_020374	57102	C12orf4	chromosome 12 open reading frame 4	0.51027042	6.3497914	-1.959745188
NM_022895	64897	C12orf43	chromosome 12 open reading frame 43	1.91454934	7.2505573	NA
NM_021934	60673	C12orf44	chromosome 12 open reading frame 44	2.65944099	0.637618	NA
NM_152318	121053	C12orf45	chromosome 12 open reading frame 45	2.02942638	5.3706176	NA
NM_024738	79794	C12orf49	chromosome 12 open reading frame 49	1.66718567	5.9122677	NA
NM_032848	84934	C12orf52	chromosome 12 open reading frame 52	2.0292845	7.2505573	NA
NM_152319	121273	C12orf54	chromosome 12 open reading frame 54	2.63312027	0.637618	NA
NM_138425	113246	C12orf57	chromosome 12 open reading frame 57	3.00831514	0.637618	NA
NM_024685	79738	C12orf58	chromosome 12 open reading frame 58	0.39619168	2.9727196	-2.524030792
NM_032901	84987	C12orf62	chromosome 12 open reading frame 62	2.93912551	1.4567723	NA
NM_022118	64062	C13orf10	chromosome 13 open reading frame 10	0.50761143	5.9122677	-1.970010801
NM_007176	11161	C14orf1	chromosome 14 open reading frame 1	1.95388866	6.8159167	NA
NM_018036	55102	C14orf103	chromosome 14 open reading frame 103	0.20564433	1.7079054	-4.862764755
NM_016468	51241	C14orf112	chromosome 14 open reading frame 112	1.76135333	6.8159167	NA
NM_016049	51016	C14orf122	chromosome 14 open reading frame 122	2.63695226	2.3206861	NA
NM_032374	84334	C14orf153	chromosome 14 open reading frame 153	2.02566392	5.7639809	NA
NM_031210	81892	C14orf156	chromosome 14 open reading frame 156	2.5686838	1.219488	NA
NM_004894	9556	C14orf2	chromosome 14 open reading frame 2	2.25793496	2.0161834	NA
NM_175898	283687	C15orf37	chromosome 15 open reading frame 37	1.49533195	9.8653909	NA
NM_023933	65990	C16orf24	chromosome 16 open reading frame 24	1.80913932	7.6537443	NA
NM_024571	79622	C16orf33	chromosome 16 open reading frame 33	2.82365689	1.4706181	NA
NM_032140	84080	C16orf48	chromosome 16 open reading frame 48	1.73189666	9.0782945	NA
NM_013399	29965	C16orf5	chromosome 16 open reading frame 5	2.90328664	1.4706181	NA
NM_024598	79650	C16orf57	chromosome 16 open reading frame 57	2.5834809	1.5613079	NA
NM_018455	55839	C16orf60	chromosome 16 open reading frame 60	2.30280622	5.3706176	NA
NM_024109	79091	C16orf68	chromosome 16 open reading frame 68	2.92162262	1.0218237	NA
NM_025187	80262	C16orf70	chromosome 16 open reading frame 70	2.48609697	1.4567723	NA
NM_152464	147007	C17orf32	chromosome 17 open reading frame 32	1.85524574	7.6537443	NA
NM_032339	84299	C17orf37	chromosome 17 open reading frame 37	2.18700991	2.9727196	NA
NM_152350	125144	C17orf45	chromosome 17 open reading frame 45	3.09682508	2.3206861	NA
NM_152766	254863	C17orf61	chromosome 17 open reading frame 61	2.2737861	3.2351467	NA
NM_015362	23587	C17orf81	chromosome 17 open reading frame 81	2.01917069	2.1038158	NA
NM_203415	23587	C17orf81	chromosome 17 open reading frame 81	2.01917069	2.1038158	NA
NM_203413	23587	C17orf81	chromosome 17 open reading frame 81	2.01917069	2.1038158	NA
NM_203414	23587	C17orf81	chromosome 17 open reading frame 81	2.01917069	2.1038158	NA
NM_015476	25941	C18orf10	chromosome 18 open reading frame 10	1.8555776	6.8159167	NA
NM_194281	125476	C18orf37	chromosome 18 open reading frame 37	2.27453948	4.9341886	NA
NM_031448	83636	C19orf12	chromosome 19 open reading frame 12	1.69499926	7.6537443	NA
NM_003796	8725	C19orf2	chromosome 19 open reading frame 2	1.59628081	7.6537443	NA
NM_134447	8725	C19orf2	chromosome 19 open reading frame 2	1.59628081	7.6537443	NA
NM_138774	91300	C19orf22	chromosome 19 open reading frame 22	1.84484294	8.8660141	NA
NM_017914	55009	C19orf24	chromosome 19 open reading frame 24	2.97525223	2.3206861	NA
NM_152482	148223	C19orf25	chromosome 19 open reading frame 25	1.79952815	5.0573729	NA
NM_033520	64073	C19orf33	chromosome 19 open reading frame 33	2.38355452	2.6012277	NA
NM_024104	79086	C19orf42	chromosome 19 open reading frame 42	2.06976626	2.0161834	NA
NM_024038	79002	C19orf43	chromosome 19 open reading frame 43	2.19804178	1.5613079	NA
NM_020156	56913	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1	0.31778456	9.4283268	-3.146785986
NM_001011551	29071	C1GALT1C1	C1GALT1-specific chaperone 1	0.39952081	3.2351467	-2.50299853
NM_152692	29071	C1GALT1C1	C1GALT1-specific chaperone 1	0.39952081	3.2351467	-2.50299853
NM_198446	127687	C1orf122	chromosome 1 open reading frame 122	2.44446647	2.1038158	NA
NM_053052	116841	C1orf142	chromosome 1 open reading frame 142	2.05117689	2.5903232	NA
NM_015609	26099	C1orf144	chromosome 1 open reading frame 144	2.2723609	0.637618	NA
NM_032125	84065	C1orf160	chromosome 1 open reading frame 160	2.0123829	2.9727196	NA
NM_018150	55182	C1orf164	chromosome 1 open reading frame 164	1.76425928	7.6537443	NA
NM_022083	116496	C1orf24	chromosome 1 open reading frame 24	0.25269962	3.3991674	-3.957267526
NM_052966	116496	C1orf24	chromosome 1 open reading frame 24	0.33266446	3.753678	-3.006031964
NM_030934	81627	C1orf25	chromosome 1 open reading frame 25	0.50209011	7.2505573	-1.991674363
NM_016183	51154	C1orf33	chromosome 1 open reading frame 33	1.86099941	3.9508566	NA
NM_004848	9473	C1orf38	chromosome 1 open reading frame 38	0.39516922	8.1979458	-2.530561464
NM_138740	25912	C1orf43	chromosome 1 open reading frame 43	1.92689863	8.27025	NA
NM_015449	25912	C1orf43	chromosome 1 open reading frame 43	2.13918844	5.7639809	NA
NM_024097	79078	C1orf50	chromosome 1 open reading frame 50	1.77512014	8.8660141	NA
NM_017860	54964	C1orf56	chromosome 1 open reading frame 56	1.56384054	8.8660141	NA
NM_032324	84284	C1orf57	chromosome 1 open reading frame 57	2.83282273	0.8855806	NA
NM_022831	64853	C1orf80	chromosome 1 open reading frame 80	3.31741751	0.8369687	NA
NM_001212	708	C1QBP	complement component 1, q subcomponent binding protein	1.94560389	8.27025	NA
NM_006688	10882	C1QL1	complement component 1, q subcomponent-like 1	0.20875447	0	-4.790316586
NM_198593	114897	C1QTNF1	C1q and tumor necrosis factor related protein 1	1.57715602	5.5989565	NA
NM_030968	114897	C1QTNF1	C1q and tumor necrosis factor related protein 1	1.57715602	5.5989565	NA
NM_198594	114897	C1QTNF1	C1q and tumor necrosis factor related protein 1	1.57715602	5.5989565	NA
NM_016470	51526	C20orf111	chromosome 20 open reading frame 111	2.09712739	5.5989565	NA
NM_023935	65992	C20orf116	chromosome 20 open reading frame 116	2.10734087	6.5999626	NA
NM_024299	79144	C20orf149	chromosome 20 open reading frame 149	3.91979412	0.637618	NA
NM_199485	55969	C20orf24	chromosome 20 open reading frame 24	1.81799495	9.6306887	NA
NM_199483	55969	C20orf24	chromosome 20 open reading frame 24	1.81799495	9.6306887	NA
NM_199484	55969	C20orf24	chromosome 20 open reading frame 24	1.95032551	8.1979458	NA
NM_018840	55969	C20orf24	chromosome 20 open reading frame 24	1.95032551	8.1979458	NA
NM_018347	55317	C20orf29	chromosome 20 open reading frame 29	1.86423396	8.0395314	NA
NM_001009924	29058	C20orf30	chromosome 20 open reading frame 30	1.95571167	2.1038158	NA
NM_014145	29058	C20orf30	chromosome 20 open reading frame 30	1.95571167	2.1038158	NA
NM_001009923	29058	C20orf30	chromosome 20 open reading frame 30	1.95571167	2.1038158	NA
NM_001009925	29058	C20orf30	chromosome 20 open reading frame 30	1.95571167	2.1038158	NA
NM_080748	140823	C20orf52	chromosome 20 open reading frame 52	1.62823088	8.27025	NA
NM_207121	83541	C20orf55	chromosome 20 open reading frame 55	1.71558702	6.3497914	NA
NM_031424	83541	C20orf55	chromosome 20 open reading frame 55	1.71558702	6.3497914	NA
NM_024120	79133	C20orf7	chromosome 20 open reading frame 7	2.70444156	0.637618	NA
NM_021215	58490	C20orf77	chromosome 20 open reading frame 77	0.39961287	2.6012277	-2.502421906
NM_032261	84221	C21orf56	chromosome 21 open reading frame 56	2.25540942	2.4738185	NA
NM_001006114	54059	C21orf57	chromosome 21 open reading frame 57	2.08704307	4.3199052	NA
NM_058181	54059	C21orf57	chromosome 21 open reading frame 57	2.21884166	3.9508566	NA
NM_058187	59271	C21orf63	chromosome 21 open reading frame 63	0.41274393	2.4912595	-2.422809707
NM_020152	56911	C21orf7	chromosome 21 open reading frame 7	2.84747156	9.4283268	NA
NM_058190	85395	C21orf70	chromosome 21 open reading frame 70	3.28392427	0.637618	NA
NM_031444	83606	C22orf13	chromosome 22 open reading frame 13	1.81040957	4.6110465	NA
NM_152906	128989	C22orf25	chromosome 22 open reading frame 25	1.77388655	5.7639809	NA
NM_015264	23313	C22orf9	chromosome 22 open reading frame 9	1.94362251	3.797649	NA
NM_001009880	23313	C22orf9	chromosome 22 open reading frame 9	1.94362251	3.797649	NA
NM_173545	200558	C2orf13	chromosome 2 open reading frame 13	0.5166361	9.6306887	-1.935598383
NM_016589	51300	C3orf1	chromosome 3 open reading frame 1	1.71051927	6.3497914	NA
NM_018462	55845	C3orf10	chromosome 3 open reading frame 10	2.21947992	1.4567723	NA
NM_032359	84319	C3orf26	chromosome 3 open reading frame 26	1.95680943	8.0395314	NA
NM_022485	64419	C3orf29	chromosome 3 open reading frame 29	1.92135841	6.3497914	NA
NM_138807	132001	C3orf31	chromosome 3 open reading frame 31	1.7648205	8.7274414	NA
NM_199073	25915	C3orf60	chromosome 3 open reading frame 60	1.8712736	8.593663	NA
NM_199069	25915	C3orf60	chromosome 3 open reading frame 60	1.8712736	8.593663	NA
NM_199074	25915	C3orf60	chromosome 3 open reading frame 60	1.8712736	8.593663	NA
NM_199070	25915	C3orf60	chromosome 3 open reading frame 60	1.8712736	8.593663	NA
NM_199417	25915	C3orf60	chromosome 3 open reading frame 60	1.8712736	8.593663	NA
NM_173654	285203	C3orf64	chromosome 3 open reading frame 64	0.32226273	2.6012277	-3.103058179
NM_003704	8603	C4orf8	chromosome 4 open reading frame 8	0.49544267	3.2351467	-2.018397002
NM_004772	9315	C5orf13	chromosome 5 open reading frame 13	2.0800084	1.219488	NA
NM_020199	56951	C5orf15	chromosome 5 open reading frame 15	0.32566646	3.3991674	-3.070626309
NM_032744	84830	C6orf105	chromosome 6 open reading frame 105	2.28090295	2.4738185	NA
NM_006443	10591	C6orf108	chromosome 6 open reading frame 108	2.38259824	1.0218237	NA
NM_199184	10591	C6orf108	chromosome 6 open reading frame 108	2.52593762	0.637618	NA
NM_032870	25957	C6orf111	chromosome 6 open reading frame 111	0.3741866	3.2351467	-2.672463418
NM_032340	84300	C6orf125	chromosome 6 open reading frame 125	2.64973694	0.637618	NA
NM_138493	154467	C6orf129	chromosome 6 open reading frame 129	1.73869627	7.6537443	NA
NM_145063	221443	C6orf130	chromosome 6 open reading frame 130	1.83865762	8.27025	NA
NM_145029	221545	C6orf136	chromosome 6 open reading frame 136	1.6694661	9.4283268	NA
NM_183373	221749	C6orf145	chromosome 6 open reading frame 145	1.62521505	8.27025	NA
NM_020408	57128	C6orf149	chromosome 6 open reading frame 149	2.42739891	1.4706181	NA
NM_033112	88745	C6orf153	chromosome 6 open reading frame 153	1.74262674	6.3497914	NA
NM_198920	90025	C6orf157	chromosome 6 open reading frame 157	1.69909257	9.6306887	NA
NM_052831	116843	C6orf192	chromosome 6 open reading frame 192	0.3493418	3.2351467	-2.862526042
NM_018452	55836	C6orf35	chromosome 6 open reading frame 35	1.91705263	3.9508566	NA
NM_013397	29964	C6orf49	chromosome 6 open reading frame 49	2.07495241	7.2505573	NA
NM_138408	112495	C6orf51	chromosome 6 open reading frame 51	1.66011831	9.0782945	NA
NM_145267	135154	C6orf57	chromosome 6 open reading frame 57	2.3335372	3.2351467	NA
NM_022102	63933	C6orf79	chromosome 6 open reading frame 79	1.59756948	8.0395314	NA
NM_032831	80228	C7orf19	chromosome 7 open reading frame 19	0.39625337	1.7079054	-2.523637843
NM_152743	221927	C7orf27	chromosome 7 open reading frame 27	0.43998188	8.0395314	-2.272820872
NM_138811	136895	C7orf31	chromosome 7 open reading frame 31	0.32080016	2.3206861	-3.117205428
NM_020192	57002	C7orf36	chromosome 7 open reading frame 36	0.44223278	3.753678	-2.261252547
NM_023080	65265	C8orf33	chromosome 8 open reading frame 33	2.29307035	0.637618	NA
NM_152416	137682	C8orf38	chromosome 8 open reading frame 38	1.70399724	9.6306887	NA
NM_033428	90871	C9orf123	chromosome 9 open reading frame 123	2.12194831	2.3697766	NA
NM_203403	286343	C9orf150	chromosome 9 open reading frame 150	2.18579235	3.753678	NA
NM_024112	79095	C9orf16	chromosome 9 open reading frame 16	3.98353627	1.0218237	NA
NM_022343	152007	C9orf19	chromosome 9 open reading frame 19	2.99342247	0.637618	NA
NM_148179	138716	C9orf23	chromosome 9 open reading frame 23	1.66748277	8.1979458	NA
NM_148178	138716	C9orf23	chromosome 9 open reading frame 23	1.66748277	8.1979458	NA
NM_147202	203259	C9orf25	chromosome 9 open reading frame 25	1.57715915	9.0782945	NA
NM_033439	90865	C9orf26	chromosome 9 open reading frame 26 (NF-HEV)	0.13729005	8.7274414	-7.283849048
NM_080655	91283	C9orf30	chromosome 9 open reading frame 30	1.90800973	6.5999626	NA
NM_014064	28989	C9orf32	chromosome 9 open reading frame 32	2.9605502	0.637618	NA
NM_032307	84267	C9orf64	chromosome 9 open reading frame 64	0.56076688	9.4283268	-1.783272222
NM_030914	81605	C9orf74	chromosome 9 open reading frame 74	2.2078193	1.5613079	NA
NM_016520	51759	C9orf78	chromosome 9 open reading frame 78	1.60959163	8.593663	NA
NM_024718	55684	C9orf86	chromosome 9 open reading frame 86	1.83025185	4.9341886	NA
NM_018956	11092	C9orf9	chromosome 9 open reading frame 9	1.96768397	7.2505573	NA
NM_197956	203245	C9orf90	chromosome 9 open reading frame 90	1.78304623	8.8660141	NA
NM_017881	54981	C9orf95	chromosome 9 open reading frame 95	1.98908437	3.9508566	NA
NM_206925	771	CA12	carbonic anhydrase XII	0.2436241	1.7079054	-4.104684225
NM_001218	771	CA12	carbonic anhydrase XII	0.2436241	1.7079054	-4.104684225
NM_000067	760	CA2	carbonic anhydrase II	2.10584717	6.3497914	NA
NM_005184	808	CALM3	calmodulin 3 (phosphorylase kinase, delta)	3.59767089	0.8855806	NA
NM_005185	810	CALML3	calmodulin-like 3	6.25010894	0	NA
NM_018448	55832	CAND1	cullin-associated and neddylation-dissociated 1	0.49021047	3.3991674	-2.03994011
NM_001747	822	CAPG	capping protein (actin filament), gelsolin-like	1.6630697	9.0782945	NA
NM_001749	826	CAPNS1	calpain, small subunit 1	1.76671389	9.0782945	NA
NM_001003962	826	CAPNS1	calpain, small subunit 1	1.76671389	9.0782945	NA
NM_004058	828	CAPS	calcyphosine	3.58360241	0	NA
NM_004930	832	CAPZB	capping protein (actin filament) muscle Z-line, beta	2.4711339	3.753678	NA
NM_022162	64127	CARD15	caspase recruitment domain family, member 15	0.13553155	1.7079054	-7.378355815
NM_014316	23589	CARHSP1	calcium regulated heat stable protein 1, 24kDa	2.0775619	5.5989565	NA
NM_199141	10498	CARM1	coactivator-associated arginine methyltransferase 1	1.86649105	6.8159167	NA
NM_033294	834	CASP1	caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase)	0.3473108	2.4912595	-2.879265488
NM_033293	834	CASP1	caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase)	0.36934985	3.6724243	-2.707460149
NM_033292	834	CASP1	caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase)	0.36934985	3.6724243	-2.707460149
NM_001223	834	CASP1	caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase)	0.36934985	3.6724243	-2.707460149
NM_033295	834	CASP1	caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase)	0.37775797	2.1038158	-2.647197622
NM_012115	9994	CASP8AP2	CASP8 associated protein 2	0.27574715	1.7079054	-3.626510736
NM_012116	23624	CBLC	Cas-Br-M (murine) ecotropic retroviral transforming sequence c	2.01709867	8.7274414	NA
NM_000071	875	CBS	cystathionine-beta-synthase	2.07134963	5.7639809	NA
NM_016587	11335	CBX3	chromobox homolog 3 (HP1 gamma homolog, Drosophila)	0.54522354	9.0782945	-1.834110097
NM_007276	11335	CBX3	chromobox homolog 3 (HP1 gamma homolog, Drosophila)	0.54522354	9.0782945	-1.834110097
NM_012117	23468	CBX5	chromobox homolog 5 (HP1 alpha homolog, Drosophila)	1.65623985	8.27025	NA
NM_018237	55749	CCAR1	cell division cycle and apoptosis regulator 1	0.40326943	2.3206861	-2.479731727
