Probe ID	Gene symbol	Gene title	P value	Expression difference
210573_s_at	POLR3C	polymerase (RNA) III (DNA directed) polypeptide C (62kD)	0.000195217	3.315221957
227451_s_at	CCDC90A	Coiled-coil domain containing 90A	0.001165248	3.161489129
202539_s_at	HMGCR	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	0.00147581	3.847152864
210680_s_at	MASP1	mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor)	2.80E-06	3.352656111
233558_s_at	FLJ12716	FLJ12716 protein	5.35E-05	3.495695143
204004_at	PAWR	PRKC, apoptosis, WT1, regulator	0.001393794	3.266941674
205240_at	GPSM2	G-protein signalling modulator 2 (AGS3-like, C. elegans)	0.000304079	3.334848023
215558_at	UBR2	Ubiquitin protein ligase E3 component n-recognin 2	0.001259819	3.079798543
223084_s_at	CCNDBP1	cyclin D-type binding-protein 1	0.000833455	3.786758823
210472_at	MT1G	metallothionein 1G	0.001080972	3.439518272
228107_at	---	---	0.002839788	3.566433741
209882_at	RIT1	Ras-like without CAAX 1	6.66E-05	3.290950459
211543_s_at	GRK6	G protein-coupled receptor kinase 6	0.001154227	3.352135215
214908_s_at	TRRAP	transformation/transcription domain-associated protein	0.000457593	3.32738021
230884_s_at	SPG7	spastic paraplegia 7 (pure and complicated autosomal recessive)	0.000241618	3.474730593
242787_at	INCENP	Inner centromere protein antigens 135/155kDa	0.009035524	3.307387024
223002_s_at	XRN2	5-3 exoribonuclease 2	0.004938717	3.730430447
200973_s_at	TSPAN3	tetraspanin 3	0.004463486	2.811351303
211574_s_at	CD46	CD46 molecule, complement regulatory protein	0.000355903	3.495349309
202736_s_at	LSM4	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)	0.00017693	3.182460902
221679_s_at	ABHD6	abhydrolase domain containing 6	0.006492006	3.239541846
219915_s_at	SLC16A10	solute carrier family 16, member 10 (aromatic amino acid transporter)	0.000131641	3.407668238
220202_s_at	RC3H2	ring finger and CCCH-type zinc finger domains 2	0.000741978	3.45757469
224743_at	IMPAD1	inositol monophosphatase domain containing 1	0.002399238	2.91875124
233445_at	---	Transcribed locus	0.007884061	3.981570987
201946_s_at	CCT2	chaperonin containing TCP1, subunit 2 (beta)	0.000686665	3.672034185
203313_s_at	TGIF1	TGFB-induced factor homeobox 1	0.000460338	3.643511979
214941_s_at	PRPF40A	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae)	0.002099084	3.88878895
211953_s_at	RANBP5	RAN binding protein 5	6.94E-05	3.371702799
222124_at	HIF3A	hypoxia inducible factor 3, alpha subunit	4.01E-06	3.373658391
1554627_a_at	ASCC1	activating signal cointegrator 1 complex subunit 1	0.00056511	3.287708581
202898_at	SDC3	syndecan 3	0.000372106	3.045644327
232902_s_at	RARS2	arginyl-tRNA synthetase 2, mitochondrial (putative)	0.000220296	3.216841986
214446_at	ELL2	elongation factor, RNA polymerase II, 2	0.004075325	3.784996381
208721_s_at	ANAPC5	anaphase promoting complex subunit 5	0.000735025	3.531550853
231990_at	USP15	ubiquitin specific peptidase 15	0.00818867	3.863742522
208579_x_at	H2BFS	H2B histone family, member S	0.000634987	3.818516126
217457_s_at	RAP1GDS1	RAP1, GTP-GDP dissociation stimulator 1	0.004982334	2.893207294
224368_s_at	NDRG3	NDRG family member 3	0.000254266	3.477851577
230656_s_at	CIRH1A	cirrhosis, autosomal recessive 1A (cirhin)	0.001213272	3.737676566
214091_s_at	GPX3	glutathione peroxidase 3 (plasma)	0.002698688	3.785649891
220924_s_at	SLC38A2	solute carrier family 38, member 2	0.000127893	3.286984213
223021_x_at	VTA1	Vps20-associated 1 homolog (S. cerevisiae)	0.000559923	3.447303559
201830_s_at	NET1	neuroepithelial cell transforming gene 1	1.76E-05	3.333395099
207124_s_at	GNB5	guanine nucleotide binding protein (G protein), beta 5	0.00220935	3.431633588
226400_at	CDC42	Cell division cycle 42 (GTP binding protein, 25kDa)	0.00019149	3.488401404
207220_at	ART4	ADP-ribosyltransferase 4 (Dombrock blood group)	0.002950235	4.164725893
223587_s_at	AMN	amnionless homolog (mouse)	0.001070774	3.712528503
217583_at	PAH	phenylalanine hydroxylase	0.000891121	3.46819729
235260_s_at	C4orf28	chromosome 4 open reading frame 28	1.50E-05	3.472444782
1554510_s_at	GHITM	growth hormone inducible transmembrane protein	0.002000267	4.146724289
238465_at	C5orf35	chromosome 5 open reading frame 35	0.003714112	3.00230487
1560339_s_at	NAP1L4	nucleosome assembly protein 1-like 4	0.000136721	3.623921624
219449_s_at	TMEM70	transmembrane protein 70	0.000157822	3.307225246
223001_at	DC2	DC2 protein	3.22E-05	3.253304197
215113_s_at	SENP3	SUMO1/sentrin/SMT3 specific peptidase 3	0.000767981	3.294723401
203790_s_at	HRSP12	heat-responsive protein 12	0.002003028	3.860434093
212949_at	NCAPH	non-SMC condensin I complex, subunit H	0.007403754	4.511116428
AFFX-DapX-5_at	---	---	0.000285483	3.663810781
233841_s_at	SUDS3	suppressor of defective silencing 3 homolog (S. cerevisiae)	0.000600379	3.621214978
201118_at	PGD	phosphogluconate dehydrogenase	0.000332897	3.320087045
1554410_a_at	LOC653375	Williams-Beuren syndrome chromosome region 16	0.002125006	3.146489226
1554482_a_at	SAR1B	SAR1 gene homolog B (S. cerevisiae)	0.000218026	3.736546451
218111_s_at	CMAS	cytidine monophosphate N-acetylneuraminic acid synthetase	0.000220103	3.714374107
205943_at	TDO2	tryptophan 2,3-dioxygenase	0.007197125	4.020846238
200656_s_at	P4HB	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide	0.000321592	3.402860397
1554462_a_at	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9	0.002757968	4.214765643
234975_at	---	CDNA FLJ38048 fis, clone CTONG2014264	0.000496745	3.457485812
1556285_s_at	PPA2	pyrophosphatase (inorganic) 2	0.00016695	3.776572828
232392_at	SFRS3	Splicing factor, arginine/serine-rich 3	0.001232836	3.337298189
228480_at	VAPA	VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa	0.000167189	3.28364082
232078_at	PVRL2	poliovirus receptor-related 2 (herpesvirus entry mediator B)	0.001956394	3.477364418
230023_at	NSUN4	NOL1/NOP2/Sun domain family, member 4	0.001857059	3.552865409
205822_s_at	HMGCS1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)	0.00199914	4.094799106
1554167_a_at	GOLGA7	golgi autoantigen, golgin subfamily a, 7	0.001664053	3.718823586
202932_at	YES1	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1	0.000604643	3.126395979
208810_at	DNAJB6	DnaJ (Hsp40) homolog, subfamily B, member 6	5.15E-05	3.593029335
202759_s_at	AKAP2	A kinase (PRKA) anchor protein 2	0.009274513	2.827774786
211519_s_at	KIF2C	kinesin family member 2C	0.002032038	4.183484558
218041_x_at	SLC38A2	solute carrier family 38, member 2	0.000140596	3.257949272
212065_s_at	USP34	ubiquitin specific peptidase 34	1.80E-05	3.414304975
218706_s_at	GRAMD3	GRAM domain containing 3	0.000344447	3.792701836
203142_s_at	AP3B1	adaptor-related protein complex 3, beta 1 subunit	0.000126214	3.532543306
217748_at	ADIPOR1	adiponectin receptor 1	0.000362671	3.75537845
221237_s_at	OSBP2	oxysterol binding protein 2	0.0083732	4.065801455
229981_at	SNX5	sorting nexin 5	7.60E-05	3.695909026
1558631_at	PPARA	peroxisome proliferator-activated receptor alpha	0.000126339	3.534367269
205842_s_at	JAK2	Janus kinase 2 (a protein tyrosine kinase)	0.000857885	3.559230083
202770_s_at	CCNG2	cyclin G2	0.001805654	3.316273402
232382_s_at	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	0.0085734	3.672959064
223585_x_at	KBTBD2	kelch repeat and BTB (POZ) domain containing 2	0.008242445	3.543698743
227548_at	ORMDL1	ORM1-like 1 (S. cerevisiae)	0.002117456	3.136700193
215739_s_at	TUBGCP3	tubulin, gamma complex associated protein 3	0.00136524	3.712252632
223566_s_at	BCOR	BCL6 co-repressor	0.002149112	3.565855196
225567_at	---	MRNA; cDNA DKFZp762E1314 (from clone DKFZp762E1314)	0.000254088	3.488954841
203428_s_at	ASF1A	ASF1 anti-silencing function 1 homolog A (S. cerevisiae)	0.001097138	3.998336301
1556732_at	EML4	Echinoderm microtubule associated protein like 4	0.000342299	3.681018133
211150_s_at	DLAT	dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)	0.004342182	3.884456092
202883_s_at	PPP2R1B	protein phosphatase 2 (formerly 2A), regulatory subunit A, beta isoform	0.003221662	4.257482555
217821_s_at	WBP11	WW domain binding protein 11	0.000143159	3.76540671
201629_s_at	ACP1	acid phosphatase 1, soluble	0.002453833	4.023560415
228435_at	---	---	0.001961401	3.595005548
1552610_a_at	JAK1	Janus kinase 1 (a protein tyrosine kinase)	0.001637665	3.559765501
214544_s_at	SNAP23	synaptosomal-associated protein, 23kDa	0.000410213	3.559760101
226524_at	C3orf38	chromosome 3 open reading frame 38	5.10E-05	3.531850329
238951_at	---	Transcribed locus	0.009218934	3.117413984
212623_at	TMEM41B	transmembrane protein 41B	0.000139345	3.787938747
207980_s_at	CITED2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	0.000347289	3.985140519
200646_s_at	NUCB1	nucleobindin 1	0.000934368	3.462921761
225850_at	SFT2D1	SFT2 domain containing 1	0.001047352	3.640751442
202113_s_at	SNX2	sorting nexin 2	3.70E-06	3.684860194
229905_at	---	Transcribed locus	0.000858406	3.573766466
1555735_a_at	BAP1	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)	0.000131867	3.62012447
218967_s_at	PTER	phosphotriesterase related	0.003485492	4.213547275
208016_s_at	AGTR1	angiotensin II receptor, type 1	0.000279605	3.737557704
209709_s_at	HMMR	hyaluronan-mediated motility receptor (RHAMM)	0.001036004	3.99898092
218129_s_at	NFYB	nuclear transcription factor Y, beta	0.001346855	4.149523571
201604_s_at	PPP1R12A	protein phosphatase 1, regulatory (inhibitor) subunit 12A	0.000450903	3.637516606
229428_at	PARG	Poly (ADP-ribose) glycohydrolase	0.0020459	3.188273099
225237_s_at	MSI2	musashi homolog 2 (Drosophila)	0.001296427	3.643605061
202784_s_at	NNT	nicotinamide nucleotide transhydrogenase	0.000168427	3.715149747
225140_at	KLF3	Kruppel-like factor 3 (basic)	0.000837754	4.052784809
1560469_at	NR5A2	nuclear receptor subfamily 5, group A, member 2	0.003532822	3.720634168
202873_at	ATP6V1C1	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1	0.000415596	3.759494824
204353_s_at	POT1	POT1 protection of telomeres 1 homolog (S. pombe)	0.000160914	3.92437485
207431_s_at	DEGS1	degenerative spermatocyte homolog 1, lipid desaturase (Drosophila)	0.000676162	3.741377937
212093_s_at	MTUS1	mitochondrial tumor suppressor 1	0.001493446	4.016695422
233750_s_at	C1orf25	chromosome 1 open reading frame 25	0.006820007	4.119646621
1554761_a_at	HEATR2	HEAT repeat containing 2	1.47E-05	3.65469549
201929_s_at	PKP4	plakophilin 4	3.68E-05	3.715536049
201127_s_at	ACLY	ATP citrate lyase	0.000976586	4.113611064
231736_x_at	MGST1	microsomal glutathione S-transferase 1	0.001213256	4.027190545
212224_at	ALDH1A1	aldehyde dehydrogenase 1 family, member A1	0.002465571	4.324521818
219869_s_at	SLC39A8	solute carrier family 39 (zinc transporter), member 8	6.16E-05	3.839884914
238918_at	---	CDNA FLJ42015 fis, clone SPLEN2032813	0.000362044	3.829595336
235103_at	MAN2A1	Mannosidase, alpha, class 2A, member 1	0.000332157	3.706139233
236831_at	CCDC50	coiled-coil domain containing 50	1.10E-05	3.77719444
209301_at	CA2	carbonic anhydrase II	0.000907303	4.074311475
203387_s_at	TBC1D4	TBC1 domain family, member 4	0.000720159	3.815334054
230265_at	SEL1L	Sel-1 suppressor of lin-12-like (C. elegans)	0.001347337	3.914001659
228123_s_at	ABHD12	abhydrolase domain containing 12	0.003351147	4.593374162
201444_s_at	ATP6AP2	ATPase, H+ transporting, lysosomal accessory protein 2	4.33E-05	3.826060905
210371_s_at	RBBP4	retinoblastoma binding protein 4	0.000356087	4.177780662
228824_s_at	LTB4DH	leukotriene B4 12-hydroxydehydrogenase	3.28E-05	3.695726587
234989_at	TncRNA	trophoblast-derived noncoding RNA	1.95E-05	3.732855461
214895_s_at	ADAM10	ADAM metallopeptidase domain 10	0.000114505	3.876433271
1553218_a_at	ZNF512	zinc finger protein 512	3.79E-05	3.66116981
212595_s_at	DAZAP2	DAZ associated protein 2	0.00017463	3.732728647
225202_at	RHOBTB3	Rho-related BTB domain containing 3	0.000943659	3.287589403
208860_s_at	ATRX	alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S. cerevisiae)	0.000250391	3.483061734
209421_at	MSH2	mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)	0.000719325	4.201282246
210667_s_at	C21orf33	chromosome 21 open reading frame 33	0.000739654	4.2286103
220786_s_at	SLC38A4	solute carrier family 38, member 4	0.00286779	4.519751226
210995_s_at	TRIM23	tripartite motif-containing 23	0.000948863	3.772541708
207883_s_at	TFR2	transferrin receptor 2	0.00155171	4.153589152
230492_s_at		hypothetical protein KIAA1434	0.000543055	4.051581051
217487_x_at	FOLH1	folate hydrolase (prostate-specific membrane antigen) 1	0.001235611	4.128073025
1559881_s_at	ZNF12	zinc finger protein 12	0.002186075	3.604197522
201399_s_at	TRAM1	translocation associated membrane protein 1	5.65E-05	4.022326039
221586_s_at	E2F5	E2F transcription factor 5, p130-binding	0.000375535	3.865472197
1554806_a_at	FBXO8	F-box protein 8	0.000793216	4.267485285
1552921_a_at	FIGNL1	fidgetin-like 1	0.001020836	3.832649363
201309_x_at	C5orf13	chromosome 5 open reading frame 13	0.000124837	3.989866038
203372_s_at	SOCS2	suppressor of cytokine signaling 2	0.000401149	3.827093486
238001_at	KCTD6	potassium channel tetramerisation domain containing 6	0.002679359	3.834651685
232296_s_at	GFM1	G elongation factor, mitochondrial 1	0.000392846	4.03513573
211300_s_at	TP53	tumor protein p53 (Li-Fraumeni syndrome)	0.000522028	3.872046908
212577_at	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1	0.001770613	3.701629387
208953_at	LARP5	La ribonucleoprotein domain family, member 5	0.001539113	3.631404531
1554148_a_at	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1	0.001334015	4.537012921
201339_s_at	SCP2	sterol carrier protein 2	0.000180062	4.213099716
1556338_at	---	CDNA FLJ39845 fis, clone SPLEN2014452	0.001551677	3.488464067
207782_s_at	PSEN1	presenilin 1 (Alzheimer disease 3)	0.000128491	3.89641253
201075_s_at	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	0.000332621	3.823632092
212305_s_at	MIA3	melanoma inhibitory activity family, member 3	0.003758331	4.700294579
222123_s_at	HIF3A	hypoxia inducible factor 3, alpha subunit	0.000390665	3.908711288
208503_s_at	GATAD1	GATA zinc finger domain containing 1	4.32E-06	3.799799178
209868_s_at	RBMS1	RNA binding motif, single stranded interacting protein 1	0.00415466	3.445502728
222558_at	P15RS	hypothetical protein FLJ10656	0.003623737	3.736673287
218229_s_at	POGK	pogo transposable element with KRAB domain	0.000215887	3.9147593
202995_s_at	FBLN1	fibulin 1	0.001013969	3.456344663
229676_at	PAPD1	PAP associated domain containing 1	9.34E-05	3.924185789
208937_s_at	ID1	inhibitor of DNA binding 1, dominant negative helix-loop-helix protein	0.001010168	3.690643623
221142_s_at	PECR	peroxisomal trans-2-enoyl-CoA reductase	0.000533212	4.320067576
223289_s_at	USP38	ubiquitin specific peptidase 38	0.000474587	4.361621625
1553764_a_at	JUB	jub, ajuba homolog (Xenopus laevis)	0.003987959	3.474569912
205158_at	RNASE4	ribonuclease, RNase A family, 4	0.002220567	4.842535306
201020_at	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	0.000339474	4.277679129
217140_s_at	VDAC1	voltage-dependent anion channel 1	0.000130994	3.646036061
219929_s_at	ZFYVE21	zinc finger, FYVE domain containing 21	0.001759659	4.395008223
204369_at	PIK3CA	phosphoinositide-3-kinase, catalytic, alpha polypeptide	0.000885895	4.346780703
1555330_at	GCLC	glutamate-cysteine ligase, catalytic subunit	0.001536877	3.95404233
211814_s_at	CCNE2	cyclin E2	0.005304689	3.957435019
218367_x_at	USP21	ubiquitin specific peptidase 21	0.000526915	4.363296871
229787_s_at	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	0.004917861	3.761119318
211820_x_at	GYPA	glycophorin A (MNS blood group)	0.000579938	4.612535113
223271_s_at	CTDSPL2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2	0.000472465	3.864422606
1555154_a_at	QKI	quaking homolog, KH domain RNA binding (mouse)	0.000202488	4.3643198
1554456_a_at	LINS1	lines homolog 1 (Drosophila)	0.000586472	3.974164165
213152_s_at	SFRS2B	splicing factor, arginine/serine-rich 2B	0.000518115	3.892268993
216850_at	SNRPN	small nuclear ribonucleoprotein polypeptide N	0.005533908	3.671103111
1554375_a_at	NR1H4	nuclear receptor subfamily 1, group H, member 4	0.000376604	4.24427423
206113_s_at	RAB5A	RAB5A, member RAS oncogene family	1.55E-05	3.936407193
207781_s_at	ZNF711	zinc finger protein 711	0.005999671	3.910441805
212398_at	RDX	radixin	0.000440774	4.143631228
238794_at	C10orf78	chromosome 10 open reading frame 78	0.00305067	4.751135263
1553101_a_at	ALKBH5	alkB, alkylation repair homolog 5 (E. coli)	0.004405455	4.226447052
205095_s_at	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	0.0008052	3.991769444
202407_s_at	PRPF31	PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)	0.000511928	3.740209103
222473_s_at	ERBB2IP	erbb2 interacting protein	0.000101839	3.791250023
236355_s_at	---	Transcribed locus	3.84E-05	4.241146951
235331_x_at	PCGF5	polycomb group ring finger 5	4.55E-05	4.229786373
209372_x_at	TUBB2A	tubulin, beta 2A	6.65E-05	3.839848292
1555411_a_at	CCNL1	cyclin L1	2.84E-07	4.077368934
209209_s_at	PLEKHC1	pleckstrin homology domain containing, family C (with FERM domain) member 1	0.009352311	3.286036554
220494_s_at	---	---	0.000107604	3.932693014
202374_s_at	RAB3GAP2	RAB3 GTPase activating protein subunit 2 (non-catalytic)	0.001252092	4.663898984
225116_at	HIPK2	Homeodomain interacting protein kinase 2	0.000332986	3.800445798
211563_s_at	C19orf2	chromosome 19 open reading frame 2	0.002006385	3.416782472
1554441_a_at	WAPAL	wings apart-like homolog (Drosophila)	0.000354244	4.456313457
206624_at	USP9Y	ubiquitin specific peptidase 9, Y-linked (fat facets-like, Drosophila)	0.000260258	4.061542677
238704_at	---	Homo sapiens, clone IMAGE:3866695, mRNA	4.71E-06	4.087021633
202444_s_at	ERLIN1	ER lipid raft associated 1	3.71E-05	4.208674085
226102_at	---	Full-length cDNA clone CS0DF010YE22 of Fetal brain of Homo sapiens (human)	4.84E-06	3.957320627
219607_s_at	MS4A4A	membrane-spanning 4-domains, subfamily A, member 4	0.00297062	3.905617197
235582_at	E2F2	E2F transcription factor 2	0.004618213	4.256244664
207108_s_at	NIPBL	Nipped-B homolog (Drosophila)	2.90E-05	4.115427985
215533_s_at	UBE4B	ubiquitination factor E4B (UFD2 homolog, yeast)	0.000877624	4.514766167
218782_s_at	ATAD2	ATPase family, AAA domain containing 2	0.000450707	4.38086096
207622_s_at	ABCF2	ATP-binding cassette, sub-family F (GCN20), member 2	3.95E-05	4.152505977
210935_s_at	WDR1	WD repeat domain 1	0.001089853	3.903500947
1554145_a_at	CCDC128	coiled-coil domain containing 128	0.000164373	4.108720177
209615_s_at	PAK1	p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast)	0.001259359	4.445329468
211862_x_at	CFLAR	CASP8 and FADD-like apoptosis regulator	0.003326197	5.124481331
223263_s_at	FGFR1OP2	FGFR1 oncogene partner 2	0.00018551	4.61507209
205961_s_at	PSIP1	PC4 and SFRS1 interacting protein 1	3.94E-05	4.36047866
218342_s_at	KIAA1815	KIAA1815	9.63E-05	4.296875532
219934_s_at	SULT1E1	sulfotransferase family 1E, estrogen-preferring, member 1	0.000362772	4.469392119
208453_s_at	XPNPEP1	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble	4.52E-05	4.075085569
202816_s_at	SS18	synovial sarcoma translocation, chromosome 18	0.000125837	4.098771648
240422_at	FMO5	Flavin containing monooxygenase 5	0.001968973	5.086627864
230618_s_at	BAT2D1	BAT2 domain containing 1	0.000167519	4.367111231
210186_s_at	FKBP1A	FK506 binding protein 1A, 12kDa	0.000163277	4.138963036
208931_s_at	ILF3	interleukin enhancer binding factor 3, 90kDa	1.64E-05	4.264258283
234942_s_at	DNTTIP1	deoxynucleotidyltransferase, terminal, interacting protein 1	0.000565064	3.765394263
201768_s_at	CLINT1	clathrin interactor 1	0.002168776	4.339615228
203639_s_at	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	0.007440683	4.166169076
226002_at	---	CDNA clone IMAGE:4801326	3.69E-05	4.373262403
217317_s_at	HERC2P2	hect domain and RLD 2 pseudogene 3	0.006076372	4.509358144
209208_at	MPDU1	mannose-P-dolichol utilization defect 1	0.000212903	4.669260109
209243_s_at	PEG3	paternally expressed 3	0.000257321	3.891829699
210625_s_at	AKAP1	A kinase (PRKA) anchor protein 1	0.003444586	4.44502165
1552713_a_at	SLC4A1	solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)	0.003607859	4.962771262
212166_at	XPO7	exportin 7	0.001835579	4.728074287
1553940_a_at	LRRC28	leucine rich repeat containing 28	0.000265259	4.19565217
214720_x_at	10-Sep	septin 10	0.000314142	4.359425966
220926_s_at	EDEM3	ER degradation enhancer, mannosidase alpha-like 3	0.000355824	4.544800883
241820_at	RIF1	RAP1 interacting factor homolog (yeast)	3.20E-05	4.20503939
212458_at	SPRED2	sprouty-related, EVH1 domain containing 2	0.000591571	3.884062525
202226_s_at	CRK	v-crk sarcoma virus CT10 oncogene homolog (avian)	0.002329728	5.208994321
1555760_a_at	RBM15	RNA binding motif protein 15	0.004893044	3.701572193
228588_s_at	UBE2B	ubiquitin-conjugating enzyme E2B (RAD6 homolog)	6.15E-05	4.286142098
222678_s_at	DCUN1D1	DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)	0.00295964	5.181111323
1553138_a_at	ANKRD41	ankyrin repeat domain 41	0.002488312	4.912076365
214754_at	MGC22014	hypothetical protein MGC22014	0.001126458	4.900280336
216202_s_at	SPTLC2	serine palmitoyltransferase, long chain base subunit 2	0.000268002	4.591691564
207232_s_at	DZIP3	zinc finger DAZ interacting protein 3	0.003194992	4.638713287
231704_at	CYP3A4	Cytochrome P450, family 3, subfamily A, polypeptide 4	0.003358501	5.364578668
1553530_a_at	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	0.000343381	4.199827639
210839_s_at	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin)	0.00012573	4.481978013
222496_s_at	FLJ20273	RNA-binding protein	0.001922273	5.089952586
218119_at	LOC653252	translocase of inner mitochondrial membrane 23 homolog (yeast)	0.00113796	4.35503164
1566472_s_at	RETSAT	retinol saturase (all-trans-retinol 13,14-reductase)	3.40E-05	4.236304061
216511_s_at	TCF7L2	transcription factor 7-like 2 (T-cell specific, HMG-box)	0.000341586	4.155403608
212206_s_at	H2AFV	H2A histone family, member V	9.26E-05	4.387368917
226432_at	ETNK1	ethanolamine kinase 1	0.000269978	4.623349874
226825_s_at	TMEM165	transmembrane protein 165	1.42E-05	4.225397911
224173_s_at	MRPL30	mitochondrial ribosomal protein L30	6.94E-06	4.296180815
236223_s_at	RIT1	Ras-like without CAAX 1	0.000286529	4.837431774
204887_s_at	PLK4	polo-like kinase 4 (Drosophila)	0.000480856	4.810958891
200769_s_at	MAT2A	methionine adenosyltransferase II, alpha	0.000297123	4.278992566
210994_x_at	TRIM23	tripartite motif-containing 23	0.004140719	4.321903613
206042_x_at	SNRPN	small nuclear ribonucleoprotein polypeptide N	0.000139797	4.378743364
201337_s_at	VAMP3	vesicle-associated membrane protein 3 (cellubrevin)	0.000401671	4.502873176
201627_s_at	INSIG1	insulin induced gene 1	0.001751448	4.448403299
219633_at	C20orf121	chromosome 20 open reading frame 121	0.001092918	4.859083671
216231_s_at	B2M	beta-2-microglobulin	7.25E-05	4.640479653
215294_s_at	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	7.61E-05	4.272489162
216238_s_at	FGB	fibrinogen beta chain	0.000262461	4.548174886
222399_s_at	TM9SF3	transmembrane 9 superfamily member 3	4.23E-05	4.651211846
210663_s_at	KYNU	kynureninase (L-kynurenine hydrolase)	0.000332893	4.849367545
219326_s_at	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	0.000865345	4.393452703
1558093_s_at	MATR3	matrin 3	2.49E-05	4.33729923
224568_x_at	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	0.002891485	3.920783734
206665_s_at	BCL2L1	BCL2-like 1	0.000127831	4.405211723
218439_s_at	COMMD10	COMM domain containing 10	4.41E-05	4.462795843
202129_s_at	RIOK3	RIO kinase 3 (yeast)	7.58E-05	4.598103411
222636_at	MED28	mediator of RNA polymerase II transcription, subunit 28 homolog (S. cerevisiae)	9.38E-07	4.505138283
211478_s_at	DPP4	dipeptidyl-peptidase 4 (CD26, adenosine deaminase complexing protein 2)	0.004867131	4.633627996
231975_s_at	MIER3	mesoderm induction early response 1, family member 3	7.33E-05	4.235723599
214845_s_at	CALU	calumenin	0.000162295	4.343008077
222201_s_at	CASP8AP2	CASP8 associated protein 2	0.000222278	4.347803548
208620_at	PCBP1	poly(rC) binding protein 1	0.000154084	4.840671848
232278_s_at	DEPDC1	DEP domain containing 1	0.00052394	4.979633202
212298_at	NRP1	neuropilin 1	0.000419354	4.487700243
231921_at	C2orf37	chromosome 2 open reading frame 37	6.50E-05	4.595990403
1553535_a_at	RANGAP1	Ran GTPase activating protein 1	0.002541066	4.672622145
1555780_a_at	RHEB	Ras homolog enriched in brain	6.96E-06	4.304574907
215440_s_at	BEXL1	brain expressed X-linked-like 1	3.40E-05	4.571507178
203504_s_at	ABCA1	ATP-binding cassette, sub-family A (ABC1), member 1	0.00125711	5.35789482
1555334_s_at	SLC30A5	solute carrier family 30 (zinc transporter), member 5	0.000327312	4.65830082
208485_x_at	CFLAR	CASP8 and FADD-like apoptosis regulator	0.000977488	3.966815643
202143_s_at	COPS8	COP9 constitutive photomorphogenic homolog subunit 8 (Arabidopsis)	0.001541388	4.405629013
209298_s_at	ITSN1	intersectin 1 (SH3 domain protein)	0.001155073	4.998460727
231106_at	CTGLF6	hypothetical protein LOC399761	0.003304164	4.461746154
209406_at	BAG2	BCL2-associated athanogene 2	0.000139954	4.651060596
229067_at	LOC653464	Similar to SLIT-ROBO Rho GTPase-activating protein 2 (srGAP2) (Formin-binding protein 2)	0.00689466	3.734331188
217301_x_at	RBBP4	retinoblastoma binding protein 4	0.000799823	5.043340061
211843_x_at	CYP3A7	cytochrome P450, family 3, subfamily A, polypeptide 7	0.006239799	6.137448695
