Probe set	Symbol	Name	Fold-difference
212154_at	SDC2	syndecan 2 (heparan sulfate proteoglycan 1, cell surface-associated, fibroglycan)	3.2256538
203234_at	UPP1	uridine phosphorylase 1	3.2233527
232333_at	MAML2	Mastermind-like 2 (Drosophila)	3.2180579
202803_s_at	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	3.2180039
213293_s_at	TRIM22	tripartite motif-containing 22	3.2166669
211832_s_at	MDM2	Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse)	3.2141552
242245_at	SYDE2	Synapse defective 1, Rho GTPase, homolog 2 (C. elegans)	3.2069425
201858_s_at	PRG1	proteoglycan 1, secretory granule	3.1972016
242438_at	---	---	3.1930212
212590_at	RRAS2	related RAS viral (r-ras) oncogene homolog 2	3.1924021
219211_at	USP18	ubiquitin specific peptidase 18	3.1907438
237761_at	NEK6	NIMA (never in mitosis gene a)-related kinase 6	3.1829746
201825_s_at	SCCPDH	saccharopine dehydrogenase (putative)	3.1818866
240765_at	SPECC1	Spectrin domain with coiled-coils 1	3.1808056
1554992_at	RASGRF1	Ras protein-specific guanine nucleotide-releasing factor 1	3.1771067
203349_s_at	ETV5	ets variant gene 5 (ets-related molecule)	3.1765958
1560274_at	WTAP /// LOC653150	Wilms tumor 1 associated protein /// similar to Wilms tumor 1 associated protein	3.1739597
244414_at	MAML2	Mastermind-like 2 (Drosophila)	3.1661226
240173_at	---	Transcribed locus	3.1653541
205884_at	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	3.16013
1556201_at	RNASET2	ribonuclease T2	3.1519774
207818_s_at	HTR7	5-hydroxytryptamine (serotonin) receptor 7 (adenylate cyclase-coupled)	3.1508296
213988_s_at	SAT1	spermidine/spermine N1-acetyltransferase 1	3.1438504
1560665_at	SCPEP1	serine carboxypeptidase 1	3.1395237
242878_at	---	---	3.1386958
229041_s_at	ITGB2	Integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	3.1352751
210942_s_at	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	3.1310542
236395_at	MEF2C	MADS box transcription enhancer factor 2, polypeptide C (myocyte enhancer factor 2C)	3.1301764
205386_s_at	MDM2	Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse)	3.1204691
1555393_s_at	C21orf69	chromosome 21 open reading frame 69	3.1148937
221269_s_at	SH3BGRL3	SH3 domain binding glutamic acid-rich protein like 3 /// SH3 domain binding glutamic acid-rich protein like 3	3.1142436
239307_at	---	---	3.1138403
1556643_at	LOC93343	Hypothetical protein BC011840	3.1068858
203922_s_at	CYBB	cytochrome b-245, beta polypeptide (chronic granulomatous disease)	3.1022245
220594_at	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	3.1008995
1566880_at	AFF3	AF4/FMR2 family, member 3	3.0984321
221581_s_at	LAT2	linker for activation of T cells family, member 2	3.096153
212307_s_at	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	3.0946489
203479_s_at	OTUD4	OTU domain containing 4	3.0875955
238440_at	CLYBL	citrate lyase beta like	3.0827073
204483_at	ENO3	enolase 3 (beta, muscle)	3.0764497
208615_s_at	PTP4A2	protein tyrosine phosphatase type IVA, member 2	3.0648797
201642_at	IFNGR2	interferon gamma receptor 2 (interferon gamma transducer 1)	3.0519298
238874_at	---	---	3.051525
231779_at	IRAK2	interleukin-1 receptor-associated kinase 2	3.0513641
1557236_at	APOL6	apolipoprotein L, 6	3.0507598
1552691_at	ARL11	ADP-ribosylation factor-like 11	3.047172
1565579_at	---	CDNA clone IMAGE:3689276	3.0424007
209969_s_at	STAT1	signal transducer and activator of transcription 1, 91kDa	3.0404734
210232_at	CDC42	cell division cycle 42 (GTP binding protein, 25kDa)	3.0345026
219499_at	SEC61A2	Sec61 alpha 2 subunit (S. cerevisiae)	3.0238543
1569289_at	BIVM	Basic, immunoglobulin-like variable motif containing	3.0210535
1569003_at	TMEM49	transmembrane protein 49	3.0204646
244512_at	---	Transcribed locus, strongly similar to NP_002137.3 homeo box B3; homeo box 2G; homeobox protein Hox-B3 [Homo sapiens]	3.0193238
223655_at	CD163L1	CD163 molecule-like 1	3.0147995
232931_at	ASCC3L1	activating signal cointegrator 1 complex subunit 3-like 1	3.0088696
233039_at	SPRED1	Sprouty-related, EVH1 domain containing 1	3.0081271
1568795_at	---	Homo sapiens, clone IMAGE:4398657, mRNA	3.0076491
228315_at	---	CDNA clone IMAGE:5261213	3.0057713
239116_at	ANKRD10	Ankyrin repeat domain 10	3.0052214
238790_at	LOC374443	CLR pseudogene	3.00025
240358_at	DENND3	DENN/MADD domain containing 3	2.9837142
200808_s_at	ZYX	zyxin	2.9834025
209524_at	HDGFRP3	hepatoma-derived growth factor, related protein 3	2.9709307
230453_s_at	ATP2A3	ATPase, Ca++ transporting, ubiquitous	2.9700017
32209_at	FAM89B	family with sequence similarity 89, member B	2.9663788
224984_at	NFAT5	nuclear factor of activated T-cells 5, tonicity-responsive	2.9653254
239814_at	---	---	2.9591649
220000_at	SIGLEC5	sialic acid binding Ig-like lectin 5 /// sialic acid binding Ig-like lectin 5	2.9575836
222315_at	---	Transcribed locus	2.9519144
224917_at	MIRN21	microRNA 21	2.9501621
242405_at	MAML2	Mastermind-like 2 (Drosophila)	2.9424753
229967_at	CMTM2	CKLF-like MARVEL transmembrane domain containing 2	2.9389858
237189_at	---	Transcribed locus, strongly similar to NP_002137.3 homeo box B3; homeo box 2G; homeobox protein Hox-B3 [Homo sapiens]	2.929775
210654_at	TNFRSF10D	tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain	2.9272424
212654_at	TPM2 /// PPIL5	tropomyosin 2 (beta) /// peptidylprolyl isomerase (cyclophilin)-like 5	2.9259986
202888_s_at	ANPEP	alanyl (membrane) aminopeptidase (aminopeptidase N, aminopeptidase M, microsomal aminopeptidase, CD13, p150)	2.920578
223451_s_at	CKLF	chemokine-like factor	2.9163508
209545_s_at	RIPK2	receptor-interacting serine-threonine kinase 2	2.9162458
205570_at	PIP5K2A	phosphatidylinositol-4-phosphate 5-kinase, type II, alpha	2.9142658
235721_at	DTX3	deltex 3 homolog (Drosophila)	2.9119744
235286_at	CKLF	Chemokine-like factor	2.9093231
222313_at	CNOT2	CCR4-NOT transcription complex, subunit 2	2.9041377
1567519_at	PLXNA3	plexin A3	2.9030331
228607_at	OAS2	2-5-oligoadenylate synthetase 2, 69/71kDa	2.8890226
218195_at	C6orf211	chromosome 6 open reading frame 211	2.8662467
211809_x_at	COL13A1	collagen, type XIII, alpha 1	2.8653496
226019_at	OMA1	OMA1 homolog, zinc metallopeptidase (S. cerevisiae)	2.8649834
205587_at	FGFR1OP	FGFR1 oncogene partner	2.8637363
215967_s_at	LY9	lymphocyte antigen 9	2.8625166
226670_s_at	C20orf119	chromosome 20 open reading frame 119	2.8539956
229840_at	IQSEC2	IQ motif and Sec7 domain 2	2.8430905
228900_at	---	Transcribed locus, weakly similar to XP_498452.1 PREDICTED: hypothetical protein XP_498452 [Homo sapiens]	2.8416037
1568742_at	---	CDNA clone IMAGE:2984900, containing frame-shift errors	2.8413101
224909_s_at	PREX1	phosphatidylinositol 3,4,5-trisphosphate-dependent RAC exchanger 1	2.8402075
228935_at	SLC4A8	solute carrier family 4, sodium bicarbonate cotransporter, member 8	2.8365368
220416_at	ATP8B4	ATPase, Class I, type 8B, member 4	2.8347428
226836_at	SFT2D1	SFT2 domain containing 1	2.8311549
1561301_at	LOC151877	hypothetical protein LOC151877	2.8306489
223498_at	SPECC1	spectrin domain with coiled-coils 1	2.8288686
209039_x_at	EHD1	EH-domain containing 1	2.8104455
240019_at	NEDD9	Neural precursor cell expressed, developmentally down-regulated 9	2.8090599
1558569_at	LOC645238	hypothetical protein LOC645238	2.8087478
207563_s_at	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	2.8045233
223094_s_at	ANKH	ankylosis, progressive homolog (mouse)	2.7976386
203439_s_at	STC2	stanniocalcin 2	2.789256
228253_at	LOXL3	lysyl oxidase-like 3	2.7881963
241347_at	KIAA1618	KIAA1618	2.782827
211833_s_at	BAX	BCL2-associated X protein	2.7798605
232976_at	PWCR1 /// HBII-85	Prader-Willi syndrome chromosome region 1 /// HBII-85 snoRNA	2.7725272
203923_s_at	CYBB	cytochrome b-245, beta polypeptide (chronic granulomatous disease)	2.7701588
227889_at	AYTL1	acyltransferase like 1	2.7698655
228426_at	CLEC2D	C-type lectin domain family 2, member D	2.7693474
212445_s_at	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like	2.7645941
201362_at	IVNS1ABP	influenza virus NS1A binding protein	2.7578872
207522_s_at	ATP2A3	ATPase, Ca++ transporting, ubiquitous	2.7560725
214995_s_at	APOBEC3G /// APOBEC3F	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G /// apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F	2.7499066
238378_at	---	Transcribed locus	2.7480262
222372_at	MAGI1	Membrane associated guanylate kinase, WW and PDZ domain containing 1	2.7370766
223162_s_at	KIAA1147	KIAA1147	2.7331797
239152_at	IVNS1ABP	Influenza virus NS1A binding protein	2.7303962
1555609_a_at	ZMAT3	zinc finger, matrin type 3	2.7239089
1554115_at	LOC133874	hypothetical gene LOC133874	2.7202106
1560074_at	PRKCA	protein kinase C, alpha	2.717965
210824_at	---	---	2.7158283
244216_at	ESRRG	Estrogen-related receptor gamma	2.7131353
243559_at	ZNF148	Zinc finger protein 148 (pHZ-52)	2.7035489
1569599_at	SAMSN1	SAM domain, SH3 domain and nuclear localisation signals, 1	2.7015251
236164_at	GABPB2	GA binding protein transcription factor, beta subunit 2	2.6994164
215706_x_at	ZYX	zyxin	2.6941872
242020_s_at	ZBP1	Z-DNA binding protein 1	2.6860852
202545_at	PRKCD	protein kinase C, delta	2.6827801
203085_s_at	TGFB1	transforming growth factor, beta 1 (Camurati-Engelmann disease)	2.6810934
AFFX-HUMISGF3A/M97935_MA_at	STAT1	signal transducer and activator of transcription 1, 91kDa	2.6788003
232591_s_at	TMEM30A	transmembrane protein 30A	2.6758837
233670_at	GPC6	Glypican 6	2.6700119
240212_at	---	CDNA clone IMAGE:5267797	2.669645
201060_x_at	STOM	stomatin	2.6681926
203710_at	ITPR1	inositol 1,4,5-triphosphate receptor, type 1	2.6612835
234987_at	C20orf118	Chromosome 20 open reading frame 118	2.6568546
1555940_a_at	LOC645710	hypothetical protein LOC645710	2.6499671
238164_at	USP6NL	USP6 N-terminal like	2.646764
222761_at	BIVM	basic, immunoglobulin-like variable motif containing	2.6452118
1555624_a_at	SSH1	slingshot homolog 1 (Drosophila)	2.6444806
231697_s_at	TMEM49	Transmembrane protein 49	2.6385435
244556_at	LCP2	Lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)	2.6366921
233660_at	EHD4	EH-domain containing 4	2.6343631
219143_s_at	RPP25	ribonuclease P 25kDa subunit	2.632177
221815_at	ABHD2	abhydrolase domain containing 2	2.6294947
201105_at	LGALS1	lectin, galactoside-binding, soluble, 1 (galectin 1)	2.6210084
223161_at	KIAA1147	KIAA1147	2.6205062
241079_at	PUM1	Pumilio homolog 1 (Drosophila)	2.6204889
229589_x_at	BIVM	Basic, immunoglobulin-like variable motif containing	2.6180829
214452_at	BCAT1	branched chain aminotransferase 1, cytosolic	2.6155547
241207_at	MKL1	Megakaryoblastic leukemia (translocation) 1	2.6062307
1565705_x_at	LOC645874	Hypothetical protein LOC645874	2.6052106
243992_at	ZNF198	Zinc finger protein 198	2.6021986
203860_at	PCCA	propionyl Coenzyme A carboxylase, alpha polypeptide	2.6006916
212736_at	C16orf45	chromosome 16 open reading frame 45	2.5881395
204629_at	PARVB	parvin, beta	2.5854608
212829_at	---	CDNA FLJ13267 fis, clone OVARC1000964 /// CDNA FLJ13267 fis, clone OVARC1000964	2.5834405
1560622_at	TPARL	TPA regulated locus	2.5774017
203215_s_at	MYO6	myosin VI	2.5769412
223561_at	NEK6	NIMA (never in mitosis gene a)-related kinase 6	2.5747664
223415_at	RPP25	ribonuclease P 25kDa subunit	2.5744267
211336_x_at	LILRB1	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1	2.5694407
203320_at	SH2B3	SH2B adaptor protein 3	2.5659763
222920_s_at	KIAA0748	KIAA0748	2.5652008
201037_at	PFKP	phosphofructokinase, platelet	2.5651273
216375_s_at	ETV5	ets variant gene 5 (ets-related molecule)	2.5644468
206877_at	MXD1	MAX dimerization protein 1	2.5543638
228175_at	---	CDNA FLJ31660 fis, clone NT2RI2004410	2.5527668
239384_at	FLJ44342	hypothetical protein LOC645460	2.5500355
230102_at	ETV5	Ets variant gene 5 (ets-related molecule)	2.5472152
207629_s_at	ARHGEF2	rho/rac guanine nucleotide exchange factor (GEF) 2	2.538678
1558111_at	MBNL1	Muscleblind-like (Drosophila)	2.5287546
221537_at	PLXNA1	plexin A1	2.5223082
231914_at	NUDT14	nudix (nucleoside diphosphate linked moiety X)-type motif 14	2.5154542
1554149_at	CLDND1	claudin domain containing 1	2.508116
1565599_at	CUGBP2	CUG triplet repeat, RNA binding protein 2	2.4956136
1562924_at	LOC340357	hypothetical protein LOC340357	2.4904514
220990_s_at	TMEM49 /// MIRN21	transmembrane protein 49 /// transmembrane protein 49 /// microRNA 21 /// microRNA 21	2.487995
223380_s_at	LATS2	LATS, large tumor suppressor, homolog 2 (Drosophila)	2.4863685
205566_at	ABHD2	abhydrolase domain containing 2	2.4859761
215037_s_at	BCL2L1	BCL2-like 1	2.4859638
208112_x_at	EHD1	EH-domain containing 1	2.4851512
217871_s_at	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	2.4848873
241480_at	C17orf27	chromosome 17 open reading frame 27	2.4816517
231219_at	CMTM1	CKLF-like MARVEL transmembrane domain containing 1	2.479853
235454_at	HNRPA2B1	Heterogeneous nuclear ribonucleoprotein A2/B1	2.4789698
203416_at	CD53	CD53 molecule	2.4760099
209526_s_at	HDGFRP3	hepatoma-derived growth factor, related protein 3	2.4757289
210916_s_at	CD44 /// MAPK10	CD44 molecule (Indian blood group) /// mitogen-activated protein kinase 10	2.4750889
222483_at	EFHD2	EF-hand domain family, member D2	2.4658208
228866_at	ANKRD11	Ankyrin repeat domain 11	2.4617453
1567704_at	TFE3	Transcription factor binding to IGHM enhancer 3	2.4591035
205270_s_at	LCP2	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)	2.4498619
1570307_s_at	ST18	Suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein)	2.4497549
205660_at	OASL	2-5-oligoadenylate synthetase-like	2.4484057
211323_s_at	ITPR1	inositol 1,4,5-triphosphate receptor, type 1	2.4402403
223092_at	ANKH	ankylosis, progressive homolog (mouse)	2.4387112
235825_at	---	Transcribed locus, strongly similar to XP_515693.1 PREDICTED: similar to coiled-coil-helix-coiled-coil-helix domain containing 5; chromosome 2 open reading frame 9 [Pan troglodytes]	2.4353723
217373_x_at	MDM2	Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse)	2.4339537
209287_s_at	CDC42EP3	CDC42 effector protein (Rho GTPase binding) 3	2.4330953
216856_s_at	---	---	2.4306867
228552_s_at	ISYNA1	myo-inositol 1-phosphate synthase A1	2.4306322
244235_at	IVNS1ABP	influenza virus NS1A binding protein	2.429455
230270_at	PRPF38B	PRP38 pre-mRNA processing factor 38 (yeast) domain containing B	2.4271589
209536_s_at	EHD4	EH-domain containing 4	2.4251314
234932_s_at	CDCP1	CUB domain containing protein 1	2.4182441
1555326_a_at	ADAM9	ADAM metallopeptidase domain 9 (meltrin gamma)	2.4063453
236015_at	---	---	2.4050511
225929_s_at	C17orf27	chromosome 17 open reading frame 27	2.4044745
229711_s_at	MGC5370	hypothetical protein MGC5370	2.4037698
204741_at	BICD1	bicaudal D homolog 1 (Drosophila)	2.4035358
231247_s_at	---	CDNA FLJ36837 fis, clone ASTRO2011422	2.4029989
202150_s_at	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	2.3976473
225026_at	CHD6	chromodomain helicase DNA binding protein 6	2.3949716
201251_at	PKM2	pyruvate kinase, muscle	2.3923975
236841_at	---	---	2.3894361
202687_s_at	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10 /// tumor necrosis factor (ligand) superfamily, member 10	2.3887502
233876_at	---	---	2.3868505
1559478_at	---	CDNA clone IMAGE:5270289	2.3839528
231321_s_at	PHCA	Phytoceramidase, alkaline	2.3767684
238432_at	FLJ35776	hypothetical protein LOC649446	2.3715236
212484_at	FAM89B	family with sequence similarity 89, member B	2.3703158
225850_at	SFT2D1	SFT2 domain containing 1	2.3660122
222764_at	ASRGL1	asparaginase like 1	2.3642796
209939_x_at	CFLAR	CASP8 and FADD-like apoptosis regulator	2.3639646
225418_at	LOC643722	similar to Poliovirus receptor related protein 2 precursor (Herpes virus entry mediator B) (HveB) (Nectin 2) (CD112 antigen)	2.3574151
207437_at	NOVA1	neuro-oncological ventral antigen 1	2.3568713
1565641_at	C16orf45	Chromosome 16 open reading frame 45	2.3549581
203882_at	ISGF3G	interferon-stimulated transcription factor 3, gamma 48kDa	2.350904
228134_at	MYH11	myosin, heavy polypeptide 11, smooth muscle	2.3468485
214021_x_at	ITGB5	Integrin, beta 5	2.343159
233330_s_at	---	Unknown mRNA sequence	2.3426471
244133_at	---	Transcribed locus, strongly similar to NP_061031.2 ubiquitin specific protease 49 [Homo sapiens]	2.3398476
223930_at	---	---	2.3353363
212957_s_at	LOC92249	hypothetical protein LOC92249	2.3297605
243529_at	MARS2	methionine-tRNA synthetase 2 (mitochondrial)	2.3254047
230333_at	SAT	Spermidine/spermine N1-acetyltransferase	2.3248645
204852_s_at	PTPN7	protein tyrosine phosphatase, non-receptor type 7	2.3246228
237118_at	ANP32A	Acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	2.3238318
236836_at	TBCA	Tubulin-specific chaperone a	2.321325
202571_s_at	DLGAP4	discs, large (Drosophila) homolog-associated protein 4	2.32095
206042_x_at	SNRPN /// SNURF	small nuclear ribonucleoprotein polypeptide N /// SNRPN upstream reading frame	2.3187148
1556316_s_at	LOC284889	hypothetical protein LOC284889	2.3170901
237227_at	NEK10	NIMA (never in mitosis gene a)- related kinase 10	2.306552
213589_s_at	B3GNTL1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1	2.3058131
240282_at	WDR1	WD repeat domain 1	2.3054363
204638_at	ACP5	acid phosphatase 5, tartrate resistant	2.3045498
240720_at	---	Transcribed locus	2.3029584
211307_s_at	FCAR	Fc fragment of IgA, receptor for	2.3027199
209263_x_at	TSPAN4	tetraspanin 4	2.3016877
210480_s_at	MYO6	myosin VI	2.3010683
1553498_at	---	---	2.2978702
220888_s_at	C20orf32	chromosome 20 open reading frame 32	2.2935524
201695_s_at	NP	nucleoside phosphorylase	2.2926085
227384_s_at	LOC644655	Similar to poly (ADP-ribose) polymerase family, member 8	2.2920835
200661_at	PPGB	protective protein for beta-galactosidase (galactosialidosis)	2.2908158
217743_s_at	TMEM30A	transmembrane protein 30A	2.290232
244598_at	LOC133874	Hypothetical gene LOC133874	2.2898982
200869_at	RPL18A /// LOC390354	ribosomal protein L18a /// similar to ribosomal protein L18a; 60S ribosomal protein L18a	2.2778535
201633_s_at	CYB5B	cytochrome b5 type B (outer mitochondrial membrane)	2.2776474
211327_x_at	HFE	hemochromatosis	2.2760054
235868_at	MGEA5	Meningioma expressed antigen 5 (hyaluronidase)	2.2750705
243124_at	---	---	2.2738351
244429_at	---	Full-length cDNA clone CS0DE004YG18 of Placenta of Homo sapiens (human)	2.2685782
238585_at	GTDC1	glycosyltransferase-like domain containing 1	2.2580012
218451_at	CDCP1	CUB domain containing protein 1	2.2539848
AFFX-HUMGAPDH/M33197_M_at	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	2.2498696
219191_s_at	BIN2	bridging integrator 2	2.2477305
206665_s_at	BCL2L1	BCL2-like 1	2.2467023
